step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
5000	-413.360793009371946	-420.216280960331346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643686763544409	-1	1	3	5	12	10	12	13	13	13	12	13	15	15	17	16	16	16	16	18	16	16	16	18	17	18	17	18	19	16	18	19	20	20	18	21	19	22	19	18	20	19	22	19	19	21	20	20	22	20	21	22	20	22	25	22	22	25	26	29	28	30	32	33	30	34	35	34	38	39	37	39	40	42	0	1	2	1	6	0	6	7	5	6	6	5	5	12	12	8	13	13	14	22	14	14	14	12	12	16	16	13	19	14	10	20	20	22	22	14	26	26	40	17	28	40	20	17	28	10	20	15	26	42	45	21	44	37	33	22	28	57	56	59	59	61	62	65	61	63	62	62	67	71	66	67	0	73	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	1	3	1	2	1	1	2	1	2	1	1	3	1	2	2	1	1	2	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1
5500	-416.381728335016476	-423.237216285975876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788580406348994	-1	1	3	4	11	9	12	13	13	15	13	13	14	15	19	16	15	15	17	17	17	17	19	17	18	18	19	17	19	17	18	18	21	19	16	21	19	20	19	17	20	18	20	18	20	21	20	20	22	20	21	21	22	23	24	24	23	24	27	28	28	29	32	31	31	34	36	35	38	39	38	38	40	43	0	1	2	2	6	0	6	7	5	5	5	6	5	12	25	8	13	13	14	14	14	14	24	6	24	16	16	17	19	14	10	20	20	22	14	24	26	37	17	17	39	17	20	17	28	10	20	24	38	42	50	21	44	37	33	34	17	57	56	56	59	56	60	62	62	63	65	66	63	71	67	67	0	73	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	2	2	4	1	2	2	1	2	2	1	2	1	3	1	2	1	1	1	1	2
6000	-428.284052936348189	-435.139540887307589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646217025502320	0	2	4	6	11	10	11	13	14	14	12	13	14	14	18	16	15	15	16	17	16	16	18	18	17	19	19	18	19	19	17	18	19	19	19	19	19	21	18	17	20	18	20	19	21	20	21	21	21	20	19	21	22	23	23	24	24	26	27	30	29	30	32	33	32	34	35	36	37	38	36	40	40	41	0	1	2	2	6	0	6	6	11	11	5	6	6	12	25	7	13	13	14	14	14	14	14	16	12	16	16	17	20	21	10	20	20	22	15	12	8	26	17	17	28	17	19	28	51	11	20	25	26	42	28	34	44	26	52	34	51	57	56	56	56	59	62	62	62	61	63	66	67	67	65	67	0	73	1	1	1	2	1	1	1	3	1	1	1	2	2	1	1	3	1	1	1	2	2	1	2	1	2	2	2	2	1	1	2	1	2	2	1	3	2	1	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1	2	2	3	2	1	2	3	2	2	1	2	1	2	2	1	1	1	2	2	1	1
6500	-424.550442397921472	-431.405930348880872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640452346982515	0	2	3	5	11	9	12	13	12	15	12	13	16	15	18	16	16	15	17	16	17	17	19	17	15	18	17	18	20	19	19	18	20	20	19	20	20	20	19	18	18	19	21	19	20	21	22	22	23	21	22	21	22	23	24	24	24	26	28	29	29	30	32	32	31	34	35	35	37	39	36	38	40	43	0	1	2	2	6	0	5	7	5	7	5	5	18	12	25	8	7	7	14	14	14	14	14	25	12	16	7	17	19	19	10	20	20	22	14	25	26	26	17	17	13	17	20	17	28	5	20	52	38	42	45	21	44	37	47	52	28	57	56	56	56	61	60	59	60	63	63	59	67	68	62	67	0	73	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	3	2	1	4	3	1	2	1	1	2	1	2	1	2	3	2	2	3	2	1	2	1	1	1	2	4	1	2	3	2	1	2
7000	-419.589060959047572	-426.444548910006972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741760224180321	1	2	4	5	11	9	11	12	12	13	13	13	15	15	17	15	16	15	17	16	16	17	18	18	15	19	17	18	20	18	18	18	19	18	19	19	20	21	18	18	19	18	21	19	19	20	22	21	22	20	22	22	22	24	25	23	24	26	28	29	30	30	31	32	31	32	36	35	37	38	35	38	39	43	0	1	2	2	6	0	6	7	6	6	6	5	9	12	14	11	13	6	14	14	14	14	21	25	12	16	16	17	35	14	10	20	20	22	14	24	26	37	17	17	17	17	20	42	28	10	43	36	38	42	45	22	44	37	47	19	28	57	52	56	60	59	59	62	60	62	62	66	68	63	65	71	0	73	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	3	1	2	1	1	1	3	1	2	1	2	3	1	4	2	1	1	2	1	1	1	2	2	1	3	2	1	1	2
7500	-416.007248540772764	-422.862736491732164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676469368060980	0	1	2	5	12	10	11	13	14	15	13	13	14	15	19	15	15	16	16	18	16	17	18	16	17	19	19	19	18	17	18	18	21	20	18	20	18	21	19	18	18	19	20	19	20	22	22	21	22	20	22	20	21	23	25	23	25	26	28	27	29	30	32	32	31	34	35	35	37	39	36	39	40	42	0	1	2	2	6	0	6	7	6	6	5	6	5	12	25	8	13	13	12	14	14	14	19	12	12	16	16	17	19	14	10	14	20	22	14	15	16	26	40	17	17	40	20	40	28	31	20	15	38	13	45	21	44	37	33	52	39	50	60	56	59	60	62	62	62	62	66	62	62	69	66	71	0	73	1	1	1	2	1	1	1	2	1	4	1	2	1	2	1	2	1	2	1	2	1	1	1	1	2	2	3	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	3	2	1	1	4	1	2	1	2	3	2	3	2	1	2	1	2	1	1	1	2	1	2	3	1	1	1	1	1
8000	-397.130896535841714	-403.986384486801114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642805344321376	0	1	3	5	11	9	11	13	12	14	12	13	14	15	18	15	15	15	17	17	17	16	18	15	17	19	19	19	19	17	18	19	20	20	19	21	19	21	17	17	18	18	22	20	20	21	22	21	23	21	22	22	22	23	23	23	23	25	27	30	30	30	31	32	32	35	35	34	38	39	36	37	41	43	0	1	2	2	6	0	6	7	5	11	6	11	5	12	24	8	13	13	22	14	14	14	22	12	12	8	7	40	19	14	10	20	20	22	25	15	8	26	18	17	17	18	33	40	28	31	20	15	38	42	28	22	44	37	47	52	28	57	56	56	56	59	61	62	62	68	63	65	65	69	65	68	0	73	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	3	2	2	1	1	2	1	2	2	3	2	1	1	1	1	2	1	3	1	2	1	1	1
8500	-398.054542781143937	-404.910030732103337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713985922536777	1	2	3	5	12	10	11	13	14	15	12	13	14	15	17	17	16	16	17	17	16	17	17	18	17	19	18	18	18	18	17	18	20	20	19	21	18	21	18	17	20	18	21	19	20	20	21	22	23	20	22	22	21	23	24	24	24	26	28	29	27	30	31	33	32	34	35	36	37	40	37	39	42	43	0	1	2	2	6	0	6	7	5	13	6	6	12	12	12	8	13	13	14	14	14	14	14	12	12	37	16	13	19	14	10	20	20	22	14	15	8	16	17	13	42	40	20	40	40	10	20	25	38	42	50	34	44	26	33	22	28	57	61	61	56	61	62	65	62	62	62	67	66	65	66	71	0	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	1	1	2	1	2	3	2	1	1	2	1	1	1	1	2	2	2	1	2	4	2	1	1	1
9000	-451.999018621228061	-458.854506572187461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690692399588440	0	1	4	5	11	9	12	13	14	15	13	13	16	15	18	16	16	14	16	17	17	17	18	15	17	18	17	18	19	19	18	18	21	18	18	20	19	22	19	18	19	19	21	19	19	21	22	21	22	20	22	22	20	23	25	24	23	26	28	30	30	30	32	32	30	33	35	36	38	39	37	40	41	42	0	1	2	2	6	0	6	7	11	5	5	7	18	12	12	8	12	11	14	14	14	14	14	12	10	16	8	17	12	22	10	14	20	22	14	25	16	26	17	13	17	17	20	17	28	10	20	36	16	42	42	21	44	49	33	29	51	42	56	59	56	59	65	60	59	62	62	63	63	65	67	67	0	73	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	3	1	2	2	2	1	1	1	2	2	2	2	1	2	2	1	2	1	3	2	1	1	2	2	1	2	2	1	2	1	1	2	2	1	2	2	3	3	2	2	1	1
9500	-410.670924613497050	-417.526412564456450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717182591237022	0	2	4	5	10	9	11	12	13	14	11	12	14	14	19	17	16	13	15	17	16	15	18	18	17	18	19	18	18	18	17	19	21	19	18	20	20	21	18	19	19	19	22	20	20	20	21	22	22	21	22	22	22	24	23	23	23	26	25	29	30	30	32	33	31	35	35	35	37	38	37	40	42	43	0	1	2	2	6	0	5	7	5	12	6	6	18	12	12	7	13	5	14	14	14	14	14	25	12	16	16	17	19	14	10	20	32	22	14	15	26	37	17	17	17	17	20	41	40	10	32	24	38	42	45	21	44	37	33	34	28	57	56	59	56	60	61	60	62	62	62	62	67	68	63	71	0	73	1	1	1	1	1	1	1	1	2	1	1	2	1	1	4	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	1	2	1	2	1	2	2	2	1	2	3	1	1	2	1	2	2	3	2	1	3	2	1	1
10000	-413.433701132657973	-420.289189083617373	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600571283939707	0	1	4	6	11	9	10	13	14	15	12	13	13	15	19	16	15	14	17	16	17	17	18	17	18	17	20	18	18	18	19	18	20	18	17	20	19	21	18	17	20	20	21	19	19	21	19	21	23	21	21	22	21	23	24	23	25	23	27	29	28	30	32	32	32	33	35	34	37	39	37	39	41	43	0	1	2	2	6	0	6	5	11	5	7	5	5	12	12	5	13	5	14	14	14	12	35	5	16	16	16	17	24	14	10	35	20	22	14	25	26	37	17	17	17	39	47	40	28	31	20	25	38	40	45	21	44	16	47	34	58	28	56	59	59	59	62	62	62	65	65	59	63	69	65	71	0	73	1	1	1	3	2	1	1	1	1	2	1	1	1	1	2	3	2	2	1	1	1	1	1	3	1	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	3	3	2	1	2	2	2	1	1	1	2	1	1	2	3	2	1	2	1	1	1
10500	-435.697238048975066	-442.552725999934466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616162474897951	0	1	2	4	12	10	12	13	12	14	12	14	15	15	18	14	15	14	17	17	16	16	18	17	17	19	19	18	19	18	18	18	20	19	18	20	20	21	18	18	20	20	18	20	20	21	22	22	22	20	21	23	20	24	25	23	23	26	27	28	29	30	32	32	31	34	34	37	38	37	37	39	41	42	0	1	2	2	6	0	6	7	6	6	6	6	18	12	25	7	12	11	14	22	14	14	14	12	12	16	7	17	23	14	10	20	20	22	14	25	27	26	17	17	28	17	20	28	18	31	43	23	38	17	42	22	28	37	43	22	28	57	56	56	59	61	62	62	59	63	65	66	62	63	67	68	0	73	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	1	2	2	1	2	2	2	2	1	1	1	2	1	2	1	2	4	2	2	2	1	2	1	5	1	2	5	4	2	2	2	2	1	1	1	2	2	1	2	2	3	2	2	1	1	1
