step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
7500	-279.337789803322835	-286.193277754282235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674205316092112	3	2	1	6	6	4	6	4	6	5	5	5	7	9	8	7	7	7	9	6	7	8	8	8	8	8	7	9	10	9	8	9	9	10	11	10	10	10	10	11	11	11	11	11	12	10	12	12	11	13	13	14	13	13	14	14	13	15	2	3	0	10	8	2	11	3	10	6	8	0	11	8	17	4	9	11	20	12	10	9	11	5	16	21	12	18	18	31	21	17	26	26	18	18	18	18	31	30	18	34	37	38	28	30	18	42	34	44	47	35	46	47	45	45	47	45	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	3	2	1	1	2	2	3	1	1	1	1	1	4	3	2	1	2	2	2	1	1	1	2	1	4	1	1	2	1	3	2	1	1	2	1	2
8000	-261.673972057676792	-268.529460008636192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760740543298887	3	2	1	5	7	3	6	4	6	6	6	6	5	9	8	7	7	7	9	7	8	8	8	8	8	7	8	9	9	8	9	9	9	10	11	10	10	11	10	10	10	11	11	11	12	11	12	12	11	14	13	14	13	11	14	13	13	15	2	3	0	6	13	2	13	3	6	6	13	0	8	5	17	9	9	11	20	12	4	9	8	11	16	9	20	18	18	2	30	16	26	26	28	28	29	41	31	21	18	34	37	41	29	31	38	49	34	44	44	56	46	41	56	45	41	56	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	2	1	1	2	3	2	1	1	1	2	2	4	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2
8500	-263.441623046028155	-270.297110996987556	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696625566692397	3	2	1	5	7	4	6	4	6	6	6	5	5	7	8	6	5	7	9	7	7	8	8	8	8	8	8	9	10	8	9	8	9	10	11	10	9	10	10	10	9	11	11	11	12	11	12	12	12	14	13	14	13	14	14	14	14	15	2	3	0	6	7	2	13	3	17	6	13	0	8	8	9	6	6	11	12	12	4	9	7	14	16	16	12	18	18	21	30	16	26	26	28	28	18	18	31	25	18	34	37	29	29	39	38	34	42	44	44	45	46	43	45	47	47	45	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	2	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1
9000	-284.783423883138937	-291.638911834098337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694888616676495	3	2	1	6	5	4	6	3	6	6	5	5	7	8	8	6	5	7	9	7	7	8	8	5	7	8	8	9	9	9	9	9	9	10	11	10	10	9	10	11	11	10	11	11	12	11	12	12	13	13	12	14	13	14	13	14	15	12	2	3	0	17	8	1	11	3	17	6	8	0	5	24	4	17	6	11	12	12	10	25	13	8	4	25	20	18	18	21	4	25	26	26	28	38	29	18	31	21	36	31	37	38	35	10	18	42	42	44	44	55	46	37	45	58	47	35	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	2	2	1
9500	-299.148394149520072	-306.003882100479473	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641309653630393	3	2	1	6	7	4	6	4	6	5	5	6	7	9	8	7	5	7	9	7	8	8	8	8	8	8	8	8	9	6	8	8	9	10	11	9	10	11	10	11	11	11	11	10	12	12	10	12	13	13	13	14	13	14	14	14	15	15	2	3	0	10	7	2	11	3	17	6	8	0	7	13	9	17	6	8	12	12	30	17	11	5	16	16	20	18	18	10	30	4	30	26	47	18	18	28	31	21	28	34	37	18	29	39	28	42	42	44	29	45	39	38	45	45	44	45	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	2	3	1	1	1	1	1	2	1	1	2	3	1	1	2	2	3	2	3	2	1	1	3	2	1	1	1	2	3	2	2	3	2	2	2	2	2
10000	-272.517531386169594	-279.373019337128994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695313232694598	3	2	1	4	6	5	6	4	5	6	6	4	5	9	8	6	7	7	8	6	8	8	8	8	8	7	8	9	10	8	9	9	9	9	11	9	10	11	8	11	11	11	11	11	12	10	12	12	12	14	13	14	13	14	14	14	15	15	2	3	0	2	8	4	13	3	4	6	13	0	8	5	17	4	4	11	12	12	6	17	11	8	16	16	20	18	28	10	30	25	26	17	29	18	18	29	6	30	28	34	37	29	35	21	41	42	42	44	44	45	46	47	45	45	41	45	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	2	2	1	2	2	1	2	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2
10500	-282.518317148529661	-289.373805099489061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580136533110566	3	2	1	3	6	5	6	5	6	6	6	6	7	9	8	7	6	7	8	7	6	8	8	7	8	8	8	9	10	7	9	9	9	10	11	10	10	11	10	11	11	11	11	11	12	11	12	12	13	14	13	14	13	11	13	14	15	15	2	3	0	2	8	4	8	3	4	6	8	0	7	8	9	17	4	7	12	12	6	9	13	5	16	16	20	18	18	21	21	16	26	26	29	18	18	28	21	31	37	34	37	29	18	31	37	42	34	44	18	45	46	29	45	35	36	55	1	1	1	1	1	2	1	3	3	1	1	1	1	3	2	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	3	1	2	3	2	1	1	1	1	2	2	1	1	2	3	5	2	1	1	1	2	2	2
11000	-266.603848096858371	-273.459336047817771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646674408863868	3	2	1	5	5	3	6	5	6	4	6	6	7	7	8	7	7	7	8	7	8	8	6	8	8	8	8	9	8	9	9	8	9	10	10	10	10	11	10	11	10	11	11	10	12	12	12	12	13	14	13	14	13	14	14	14	14	15	2	3	0	10	3	2	8	3	4	6	5	0	7	8	9	9	9	8	12	12	4	17	8	14	16	16	20	18	18	15	10	16	15	21	28	28	28	29	21	30	29	34	41	28	41	31	41	34	48	28	41	45	46	41	45	45	47	45	1	1	1	1	2	1	1	3	1	1	1	1	1	2	2	1	1	2	2	1	3	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	3	2	2	1	2	3	2	1	1	2	2	1	2
11500	-301.684229794954604	-308.539717745914004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544847992038946	3	2	1	6	7	4	6	3	6	6	5	6	6	9	8	7	7	7	8	7	8	8	8	7	8	8	8	9	8	8	9	9	9	10	11	10	9	11	10	11	10	9	11	11	11	12	10	12	13	13	13	14	11	12	14	14	15	15	2	3	0	6	8	2	3	3	6	6	8	0	11	7	16	10	6	7	20	12	4	9	11	11	16	17	20	29	18	17	17	16	26	17	28	28	29	18	31	30	29	26	37	18	47	31	29	26	34	38	44	28	10	18	45	45	41	55	1	1	1	2	3	2	4	1	2	2	2	1	1	2	1	1	3	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	2	1	2	3	1	3	1	3	2	2	1	3	3	5	2	2	5	1
12000	-292.355129550344316	-299.210617501303716	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535132851695170	3	2	0	6	7	5	6	5	6	6	6	5	7	9	8	7	7	6	9	6	8	8	8	8	8	8	8	9	8	8	9	9	9	10	11	10	9	11	10	11	11	10	11	11	12	11	10	11	13	14	13	14	13	14	14	14	12	15	2	3	0	6	10	2	8	3	6	2	8	0	7	8	10	9	9	8	12	12	6	9	8	8	16	16	12	29	18	6	30	25	25	26	28	37	18	36	31	30	18	25	29	29	28	10	37	34	34	47	44	45	46	38	45	35	29	45	1	1	1	1	1	3	1	4	1	4	1	1	1	4	2	1	1	1	2	1	2	2	2	2	1	1	3	1	1	2	1	1	1	2	2	1	3	1	1	2	2	1	3	2	1	4	1	1	2	2	2	2	2	2	2	3	1	2
12500	-284.931690369926230	-291.787178320885630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739530554274443	3	2	1	6	6	5	6	3	6	4	5	5	7	8	8	5	7	7	9	7	7	8	8	8	8	7	7	9	10	9	9	8	9	9	10	10	10	11	10	11	8	11	11	11	12	10	10	12	13	14	13	14	13	14	14	14	15	13	2	3	0	6	10	2	11	3	10	2	8	0	7	5	9	10	9	11	12	12	4	9	7	11	26	16	12	18	28	21	21	9	25	22	28	28	41	37	30	30	18	34	29	47	29	31	41	42	42	44	44	45	46	28	45	45	55	45	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	3	2	1	1	2	2	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	3	1	2	2	3	2	2	1	1
13000	-285.651631469315987	-292.507119420275387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611940344536833	3	2	1	6	6	4	5	4	5	5	6	6	7	6	8	6	7	7	8	7	7	8	8	8	8	8	8	9	10	9	9	9	9	10	11	9	10	11	10	11	11	11	11	11	10	12	10	12	13	14	12	14	13	13	13	14	15	15	2	3	0	6	7	2	8	3	6	6	8	0	7	3	4	9	9	7	12	12	6	17	8	14	16	16	20	18	36	17	4	25	26	17	18	18	18	28	4	30	47	34	47	29	36	40	28	42	42	44	29	45	46	43	45	45	56	55	1	1	1	2	1	2	1	2	1	1	2	1	1	4	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1	1	3	1	1	1	1	2	2	2	3	2	1	1	1	1	1	1	1	1	2	2	2	3	1	2	2	2	1	2
13500	-268.171639780455962	-275.027127731415362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681803274108273	3	2	1	6	7	5	6	4	6	5	5	6	7	8	8	7	7	7	9	7	6	8	7	8	8	8	8	8	9	8	9	9	9	10	10	9	9	11	10	10	10	11	10	11	12	12	12	12	13	14	13	14	13	14	13	14	14	15	2	3	0	10	8	8	11	3	10	2	8	0	11	5	9	6	9	8	12	12	10	17	11	5	16	16	20	18	28	21	30	25	16	26	28	18	18	36	31	16	29	26	37	18	35	40	41	42	42	18	44	45	39	38	45	45	47	45	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	3	1	2	2	1	2	5	2	2	3	2	1	2	1	3
