step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
7500	-500.544152848117051	-499.027633748481435	-1.516519099635640	0.001399417423815	0.000396945927509	0.283650839809326	0.688906539152616	0	1	1	2	3	3	4	6	5	5	7	6	6	6	6	9	9	11	8	8	10	10	12	11	13	13	14	12	0	0	1	1	2	3	3	7	7	1	7	7	3	9	7	15	11	17	6	7	20	17	21	13	22	21	1	22	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	7	1
8000	-477.284748153854594	-475.780101026002285	-1.504647127852326	0.001607133161779	0.000468397727018	0.291449232806559	0.711660140205208	0	0	2	1	5	3	4	7	5	6	6	5	7	6	5	8	7	11	7	6	9	10	10	12	12	12	14	14	0	0	4	1	2	4	1	5	7	7	7	7	12	4	7	10	11	16	2	7	7	7	14	20	17	22	19	15	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	2	2	3	3	2	2	4
8500	-485.274876277084218	-483.832210214552731	-1.442666062531463	0.001652579332018	0.000567870768057	0.343626933397046	0.759209384278816	0	1	2	1	3	3	6	7	5	7	6	4	7	7	7	8	9	10	6	9	8	10	12	10	12	11	14	14	0	0	1	1	2	4	9	7	3	9	9	3	11	7	7	7	10	21	2	7	7	16	22	2	22	17	19	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	3	1
9000	-367.584420152204416	-366.105921568704616	-1.478498583499795	0.001220543932620	0.000379237526630	0.310711901878138	0.688602444893951	0	0	2	1	4	2	5	6	4	7	6	6	7	6	6	8	9	11	8	7	8	10	11	9	12	12	14	14	0	0	4	1	2	1	3	7	3	7	3	7	3	7	7	10	3	17	5	7	7	16	21	5	23	10	24	21	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	1	2	1	1	1	1	1	1	1	2	3
9500	-417.911276998755682	-416.373463164525049	-1.537813834230658	0.001811019254194	0.000490516880787	0.270851278721061	0.744291771413652	-2	1	2	0	3	4	4	6	6	7	6	6	6	6	7	9	8	12	9	7	10	9	12	12	11	11	14	14	0	0	4	1	2	3	3	7	7	7	7	7	7	7	7	17	11	17	5	7	17	17	17	5	17	16	18	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	2	6	1	1	1	1
10000	-468.093858488803050	-466.668209310088230	-1.425649178714841	0.000859120221155	0.000312108073120	0.363288007236919	0.742714824566994	0	1	2	3	5	4	5	6	5	7	7	7	8	5	5	9	8	12	8	9	10	11	9	10	12	12	15	15	0	0	1	3	2	3	6	9	4	7	9	7	3	6	4	9	12	21	5	11	13	23	10	1	21	21	24	18	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1	4	1	1	2	1
10500	-470.111316320336073	-468.538483691793033	-1.572832628543059	0.002131346701259	0.000538112280863	0.252475245132411	0.535858532939511	0	1	2	2	4	4	5	6	5	6	5	7	6	6	6	9	9	11	8	6	8	8	12	9	13	12	14	14	0	0	1	1	2	3	6	4	5	4	4	7	5	1	7	22	15	24	10	9	7	13	24	2	17	24	6	7	1	1	1	1	2	1	1	2	1	3	1	1	1	3	1	1	1	1	2	1	1	1	2	3	1	2	5	6
11000	-376.517354076506479	-374.971135606985683	-1.546218469520770	0.001559877372532	0.000415184737334	0.266164984918373	0.641682509823160	0	-1	1	2	2	3	5	6	6	8	7	6	8	5	5	10	10	12	6	8	7	11	12	11	12	12	13	14	0	0	1	1	2	3	6	7	7	1	15	6	7	1	6	20	21	7	5	9	7	16	17	19	17	16	10	3	1	1	1	2	2	1	1	1	1	3	1	1	1	3	1	1	1	2	3	1	1	1	1	3	1	1	1	5
11500	-475.092958264207823	-473.568117404456984	-1.524840859750829	0.001433842325630	0.000399295943584	0.278479674122010	0.835081791459231	0	1	1	3	2	4	5	6	6	7	7	6	6	6	5	10	10	11	9	9	9	11	13	11	12	12	13	13	0	0	1	1	2	3	6	7	7	7	8	7	7	7	4	20	21	17	5	9	7	16	20	5	17	16	24	18	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1
12000	-454.753427130039370	-453.099919735365631	-1.653507394673766	0.001497707316317	0.000327942450290	0.218962975420493	0.687184686475283	0	0	1	3	4	2	4	7	5	8	6	7	6	6	6	9	10	12	6	8	9	9	12	12	12	12	12	14	0	0	1	3	2	3	6	9	7	7	7	14	7	7	3	13	21	17	5	11	12	12	22	5	17	21	4	24	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	3	1
12500	-375.992737867384676	-374.557436617271549	-1.435301250113143	0.001072805430250	0.000377332129007	0.351724663547804	0.844386556427245	-1	1	1	1	4	3	4	7	6	6	6	7	8	6	6	9	9	12	7	8	9	9	12	11	12	11	14	11	0	0	1	1	2	3	6	7	7	7	7	14	7	7	7	12	14	17	5	11	20	13	21	5	17	21	24	13	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1
13000	-369.941740809581688	-368.479678099538319	-1.462062710043355	0.001492653555975	0.000484619741664	0.324669940806932	0.844813573454333	0	0	1	2	5	3	5	6	6	7	7	4	7	4	6	10	10	11	8	8	8	10	12	12	12	11	14	12	0	0	1	1	2	3	12	7	7	7	14	6	7	4	7	11	20	17	13	7	11	20	16	5	17	17	5	16	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	4	1
13500	-473.241057753664791	-471.712426387970709	-1.528631365694080	0.001199062163249	0.000331179039090	0.276198390075591	0.612780689788413	0	0	2	3	4	4	5	7	5	7	5	7	7	6	7	9	9	11	9	7	9	11	12	11	12	12	15	15	0	0	1	1	2	3	4	7	4	4	4	14	6	9	6	20	8	17	5	9	10	16	11	7	17	17	24	22	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	3	1	1	4	1
14000	-416.586228494594025	-414.942060662123140	-1.644167832470885	0.001499717727402	0.000333473153288	0.222357279103474	0.756472301080003	0	1	1	2	3	3	5	7	4	8	7	6	7	7	7	9	10	12	7	8	10	11	12	10	12	12	14	12	0	0	1	1	2	3	9	7	4	7	7	7	9	7	7	13	10	24	1	15	16	24	24	6	24	24	19	24	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	5	2	1	3	1
14500	-374.227018713158145	-372.626827000581102	-1.600191712577048	0.001187185482139	0.000284852466042	0.239939310518841	0.762181297018746	-1	-1	1	2	4	3	5	6	4	6	7	7	7	4	7	9	10	12	7	9	10	10	12	11	11	12	15	12	0	0	1	1	2	3	6	7	3	4	7	10	7	3	7	12	16	17	5	7	20	13	17	10	22	21	24	22	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1
15000	-485.340651113254978	-483.853146143009781	-1.487504970245188	0.001097736815170	0.000333398204258	0.303714150469132	0.917066645233161	0	1	2	3	4	3	5	6	6	7	7	6	7	5	7	10	8	12	9	8	10	9	13	11	11	12	14	13	0	0	1	1	2	3	3	14	3	7	14	4	7	3	14	12	9	25	2	13	20	15	21	2	22	21	24	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1
15500	-430.343082139592696	-428.776494147027336	-1.566587992565355	0.001426053013018	0.000364417774600	0.255542936534410	0.709052652968268	0	0	1	3	4	2	5	3	5	7	7	7	8	6	6	10	9	11	8	8	9	11	13	11	12	10	13	14	0	0	1	3	2	3	8	3	4	7	7	7	14	4	7	13	13	13	5	14	20	21	20	5	21	21	8	22	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	1	1	3	1
16000	-372.141182394332873	-370.637969701877921	-1.503212692454943	0.001150824773187	0.000336533055816	0.292427712416943	0.916786094596720	-2	1	0	3	4	2	5	7	5	7	7	7	8	6	7	9	10	10	7	8	10	11	12	12	12	10	14	13	0	0	1	6	2	3	4	7	4	7	7	7	14	4	7	12	13	13	5	14	20	21	17	5	21	13	24	22	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	1
16500	-418.998322285806069	-417.487345118040423	-1.510977167765630	0.001424130205982	0.000409047915513	0.287226486591418	0.561918171381385	0	0	2	2	4	3	5	7	6	7	6	6	8	5	7	9	9	10	8	8	9	10	11	11	12	13	13	13	0	0	1	1	2	3	6	7	3	7	7	7	4	3	7	8	12	7	5	7	7	17	17	13	8	7	13	7	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	2	2	4	3	3
17000	-426.954614379858185	-425.439324564138587	-1.515289815719574	0.001664871584629	0.000473547026173	0.284434565731840	0.700806882043139	0	0	2	1	4	4	5	6	6	7	6	4	7	4	7	9	9	11	8	8	10	10	12	9	10	13	15	11	0	0	4	1	2	3	3	7	3	7	7	3	7	3	7	11	6	7	5	11	24	17	22	9	24	25	18	17	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	3	3	1	1	1	1	2	1	2	3	1
17500	-443.018770454297623	-441.380749728330898	-1.638020725966750	0.001910373507997	0.000429167635484	0.224651165694981	0.825378549148471	0	0	2	2	5	4	4	5	6	7	6	6	7	4	6	9	8	12	8	9	10	10	11	9	12	10	13	12	0	0	1	1	2	3	3	7	6	7	7	7	7	3	7	10	11	22	2	17	17	17	7	5	9	16	5	19	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	2	3	1	4	1
18000	-314.400267983765900	-312.880611597740369	-1.519656386025532	0.001478308410533	0.000416401403519	0.281674243718054	0.800833293737929	0	-1	2	3	4	3	5	6	5	8	6	6	7	6	4	10	8	10	9	9	10	11	12	11	10	12	12	14	0	0	1	1	2	3	6	3	3	7	7	7	7	3	3	10	11	17	5	17	17	17	22	5	17	22	19	16	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1
18500	-430.771751307197292	-429.194485581172557	-1.577265726024724	0.002046973538108	0.000512453271857	0.250346798488940	0.726536601272137	1	0	2	3	5	4	6	4	5	6	5	7	7	6	5	9	8	10	6	9	10	10	13	11	10	12	13	14	0	0	1	1	2	3	15	3	4	1	4	5	7	3	3	17	13	17	1	17	17	17	24	19	17	16	5	27	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	3	1	1	4	1
19000	-454.079045665898832	-452.494357799474130	-1.584687866424676	0.001555951116030	0.000384118707289	0.246870678218343	0.577476227086839	0	0	1	2	3	4	4	6	6	8	6	6	7	6	6	10	9	11	8	9	10	8	13	12	11	12	15	11	0	0	1	1	2	3	3	3	4	6	1	7	9	6	1	17	13	17	2	22	17	12	25	19	21	17	7	19	1	1	1	1	1	1	2	2	1	2	3	1	1	1	3	1	1	1	5	1	1	1	1	3	1	1	7	1
19500	-462.891995774914392	-461.361842495632402	-1.530153279282009	0.001094607449683	0.000301339859743	0.275294910363049	0.627127467926380	0	1	2	2	3	2	5	7	5	7	7	6	8	6	7	9	8	11	9	5	10	9	12	11	12	13	15	14	0	0	1	1	2	1	4	4	3	12	4	20	7	7	12	12	20	17	11	4	17	15	22	9	21	16	2	22	1	1	1	1	1	1	2	3	2	1	3	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	9	3
20000	-538.095201508863738	-536.433543308632125	-1.661658200231660	0.006443332061099	0.001392314887427	0.216086160735554	0.492622480001384	0	0	2	1	3	4	4	6	5	6	5	7	7	6	6	10	8	11	8	6	9	11	11	9	13	12	15	13	0	0	4	1	3	5	5	5	5	5	5	2	5	5	7	2	5	24	10	7	5	2	24	13	5	18	10	24	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	5	2	1	1	1	2	4	1	1	4	1	3	1
20500	-508.707774217943609	-507.087588677651752	-1.620185540291839	0.006953419399730	0.001610375145842	0.231594709489882	0.943661420810089	0	-2	2	1	3	4	5	5	5	7	4	5	7	6	7	8	7	11	9	8	8	8	11	11	13	12	13	13	2	0	4	1	3	5	5	5	5	5	5	5	5	5	7	5	5	19	22	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
21000	-507.009635401023900	-505.328597267750752	-1.681038133273175	0.007243387106183	0.001517807758994	0.209543924236560	0.988275010091534	0	-1	2	1	3	4	5	5	4	5	6	4	6	6	7	8	6	11	9	8	7	7	11	10	11	12	14	12	2	0	4	1	3	5	5	5	5	5	5	5	5	5	7	5	5	19	22	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-441.318821491826725	-439.643215821491083	-1.675605670335659	0.007323880530106	0.001547808726497	0.211337243983531	0.996728565009768	1	-2	1	0	3	4	5	6	6	5	5	5	7	5	7	7	7	12	9	7	7	8	10	11	13	11	14	11	2	0	4	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	22	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-432.675686926096546	-430.989821445468749	-1.685865480627788	0.007478635271409	0.001555374463713	0.207975707768444	0.992464971078722	0	-1	1	0	3	4	5	6	6	7	6	5	6	5	7	6	8	11	9	8	8	7	12	11	12	12	14	12	2	0	4	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	22	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-440.846867753713468	-439.192291660660544	-1.654576093052930	0.007183887150857	0.001570263651625	0.218581336072101	0.917962718383228	0	-2	2	1	3	4	5	6	4	6	6	6	6	6	6	6	7	11	9	9	8	7	12	11	12	12	13	13	2	0	4	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	22	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-437.531016523067308	-435.846102154817174	-1.684914368250129	0.007958257331453	0.001657568374285	0.208282831937875	0.949194711487749	0	-1	2	1	3	4	5	6	5	7	5	5	6	6	6	8	7	11	9	8	7	8	12	11	12	11	13	12	2	0	4	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	22	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-440.747821931930787	-439.054347451234207	-1.693474480696582	0.007161976277958	0.001472149472672	0.205550732861642	0.930918110793931	1	-2	1	0	3	4	5	5	5	6	5	6	6	6	6	8	6	11	9	6	7	8	12	11	12	11	14	12	2	0	4	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	8	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-447.546199962600667	-445.865032976638759	-1.681166985961893	0.007526871356452	0.001576892783914	0.209501758331756	0.954015548999818	1	0	2	1	3	4	6	6	5	6	5	5	7	5	7	8	7	11	9	7	8	7	12	11	12	11	14	13	2	0	1	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	8	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-444.293786129591524	-442.584720937273744	-1.709065192317777	0.007483630165863	0.001502358336147	0.200752616424078	0.984260466504594	1	0	2	2	3	4	5	6	5	7	6	6	6	6	6	6	6	11	9	7	8	8	11	11	13	11	15	12	2	0	1	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	8	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-459.050715682236842	-457.352336216183517	-1.698379466053311	0.007738399833137	0.001578765235231	0.204017015051446	0.909174445116287	-1	-2	0	2	3	4	5	4	5	6	5	5	8	5	7	8	7	10	9	9	7	7	12	11	12	12	14	12	2	0	1	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	13	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-362.716741977211200	-360.995897877513357	-1.720844099697861	0.007952828077775	0.001568860762212	0.197270800634534	0.901302651318117	1	0	1	2	3	4	5	5	6	5	5	5	7	5	7	7	8	11	9	8	6	7	12	11	12	12	14	12	2	0	2	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	13	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-359.693599498537992	-358.010887290641620	-1.682712207896347	0.007838126280007	0.001638148139364	0.208997416071564	0.995651998764701	1	-1	1	2	3	4	5	6	5	5	6	5	7	5	7	6	8	11	9	8	7	7	12	11	13	11	14	12	2	0	2	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	13	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-366.136357225477127	-364.425892696805988	-1.710464528671151	0.008058237106654	0.001614328472978	0.200332709451368	0.899277112194104	1	0	1	2	3	4	5	5	5	7	6	5	7	4	7	6	8	11	9	8	6	8	12	10	12	12	14	14	2	0	2	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	13	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-362.769926756043446	-361.083154264680502	-1.686772491362946	0.007905631344539	0.001641870481977	0.207683663760910	0.986143581549032	1	0	1	3	3	4	4	6	5	7	6	5	7	6	6	7	7	11	9	7	8	7	11	11	12	12	14	11	2	0	2	2	3	5	5	5	5	5	5	5	5	5	7	5	5	19	13	7	5	5	19	19	24	19	26	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
