step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
10000	-447.605289301632695	-446.177762938436501	-1.427526363196206	0.000276678117102	0.000099865553893	0.360944894881259	0.454236133670158	1	2	4	8	10	12	10	10	12	12	13	12	14	12	14	13	15	16	17	16	17	17	18	19	21	19	22	20	21	22	21	21	20	22	23	24	22	22	23	23	24	25	23	24	23	25	22	25	24	24	26	26	23	25	29	27	28	29	29	32	32	31	33	30	0	1	2	0	4	8	4	0	4	3	7	7	14	5	16	14	12	16	13	13	16	11	19	22	26	19	33	26	23	23	18	26	6	32	27	12	17	15	26	26	23	31	25	33	21	26	25	38	47	28	31	37	21	29	34	44	47	57	52	55	59	29	44	52	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	3	3	1	4	1	1	4	5	4	1	2	4	2	1	2	2	4	1	1	1	1	4	3	2	2	5	2	3	1	1	1	1	5	4	2
10500	-393.739474102033398	-392.224190575890191	-1.515283526143205	0.000253761033464	0.000072179430354	0.284438589208162	0.593193470480480	0	2	3	8	10	12	10	11	10	12	12	12	15	12	15	14	15	16	16	16	18	18	18	19	20	19	21	20	19	21	21	21	23	22	22	23	23	22	24	22	24	24	23	24	22	24	22	25	25	23	25	25	27	25	28	27	29	28	31	32	31	31	31	32	0	1	2	0	4	8	4	0	4	5	7	5	10	7	5	9	10	16	17	16	15	15	15	18	13	10	10	21	20	21	13	17	27	20	22	29	30	18	25	17	23	34	27	30	22	35	26	46	34	23	31	45	52	26	39	49	52	46	44	54	57	34	30	61	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	2	1	1	1	1	1	1	1	2	2	4	1	1	1	3	5	1	3	2	2	1	2	3	3	3	1	1	2	1	2	1	1	1	2	2	2	1	3	3	2	2	2	3	4	1	4	4	1
11000	-432.439614505392626	-430.956772713508542	-1.482841791884079	0.000240015125935	0.000073753092742	0.307285186527229	0.482933513124849	0	1	2	8	9	11	10	9	12	13	12	11	14	12	14	13	15	16	17	16	19	17	18	19	18	20	22	20	21	20	22	21	21	23	22	23	23	22	24	23	25	22	23	25	23	24	23	24	25	23	25	25	26	24	29	27	28	27	29	30	30	31	33	34	0	1	1	0	4	7	4	0	4	9	7	7	14	5	9	4	6	14	18	13	25	17	20	20	17	13	19	23	21	24	6	25	21	21	21	19	26	18	19	38	12	21	24	36	18	27	33	37	50	19	18	38	52	21	34	48	41	54	16	39	26	22	38	62	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	4	1	2	1	1	1	1	1	3	1	4	2	1	1	1	5	1	2	2	1	4	1	4	4	1	8	2	2	1	4	1	1	1	1	3	5	1	1	3	3	2	1	1	9	2	5	9	5	2
11500	-466.680906164376097	-464.972628342221185	-1.708277822154905	0.000299906445998	0.000060278090344	0.200989645766617	0.508069648504353	1	3	3	7	9	10	10	9	11	12	13	12	14	13	14	13	15	15	16	15	18	18	19	19	19	19	22	21	21	21	21	21	23	19	23	24	24	23	23	22	25	23	23	23	23	21	22	24	23	25	26	25	25	28	26	27	29	29	32	30	31	31	33	33	0	1	1	0	4	3	4	0	4	7	9	6	12	6	8	10	14	6	10	10	13	20	13	16	17	20	28	24	24	24	16	26	19	12	22	44	27	18	22	28	23	24	19	15	20	25	20	42	25	27	42	16	47	55	44	42	42	52	43	44	55	35	50	31	1	1	1	1	1	3	1	1	3	1	1	1	1	2	3	1	1	2	2	1	1	1	2	3	3	2	1	1	1	2	3	1	3	3	2	1	1	4	2	1	2	2	3	4	5	1	5	1	1	1	2	4	1	1	1	1	2	2	3	3	2	4	3	7
12000	-423.203135324755067	-421.745423325010961	-1.457711999744083	0.000288649635555	0.000094868017282	0.328661482975634	0.457887231870218	1	2	3	7	9	11	9	10	11	13	12	13	15	11	14	12	15	15	17	16	19	17	19	19	20	19	22	20	21	20	22	21	23	21	21	23	24	22	23	23	23	24	24	23	23	25	24	24	24	25	26	25	25	27	28	27	29	27	32	31	31	32	34	31	0	1	1	0	4	7	4	0	5	16	14	14	9	7	9	14	12	14	16	17	11	11	15	13	17	13	35	19	21	21	28	19	27	20	18	22	25	26	26	29	15	32	28	10	20	49	20	31	22	23	21	19	40	27	34	28	37	37	51	40	56	30	30	44	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	3	1	1	4	2	2	2	2	2	1	2	1	1	1	2	1	2	3	5	2	2	2	1	3	1	2	3	4	1	4	1	2	3	3	3	1	3	3	3	2	1	2	3	2	6	7	3
12500	-447.432505467323949	-445.954100416711299	-1.478405050612669	0.000232206223082	0.000072166631358	0.310786810102967	0.450312063071843	1	3	2	7	9	12	10	11	10	13	12	12	15	11	14	14	15	15	17	16	18	17	18	19	20	19	22	20	21	22	22	22	23	21	22	23	22	22	22	22	23	24	23	25	24	24	23	24	25	23	27	24	25	28	29	26	29	28	31	31	30	31	32	33	0	1	1	0	4	7	5	0	4	7	7	2	14	7	12	14	6	15	15	17	5	5	13	6	21	17	22	23	22	28	16	25	32	20	25	20	25	18	26	23	23	34	28	19	29	20	40	35	40	28	33	29	38	29	50	46	31	36	44	32	28	20	52	52	1	1	1	1	1	1	1	1	2	1	2	4	2	1	1	2	2	1	2	1	4	4	2	4	1	2	3	2	2	1	4	2	1	3	1	3	1	2	2	3	1	1	1	6	2	2	1	1	1	2	2	2	2	2	3	1	4	2	3	3	4	7	4	4
13000	-380.208035495422223	-378.671598467553849	-1.536437027868369	0.000218821630903	0.000059440147440	0.271637439108502	0.692851230632084	1	3	3	9	10	12	10	11	11	12	12	13	14	12	14	14	16	16	16	16	19	17	18	19	20	19	20	19	21	21	22	21	22	21	23	23	22	23	23	21	24	25	22	24	24	25	23	24	24	23	26	24	25	27	28	27	29	30	32	30	31	31	33	32	0	1	1	0	4	9	4	0	4	9	7	8	12	7	8	10	10	16	4	6	20	19	19	22	17	19	24	18	26	21	27	26	29	22	17	31	40	24	34	20	23	43	20	37	37	47	34	28	47	31	48	13	38	39	39	53	46	45	40	50	26	33	56	58	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	3	1	1	2	1	3	2	1	2	1	1	2	1	2	1	1	2	3	1	2	3	1	2	2	4	2	5	5	3	1
13500	-412.325795622278747	-410.869930227527448	-1.455865394751288	0.000290439334566	0.000095960518396	0.330397804209226	0.445683679673134	1	2	4	8	10	11	10	9	11	9	13	12	14	13	15	14	15	16	14	17	19	18	18	19	19	17	21	20	19	22	22	21	21	23	21	24	22	21	23	20	22	24	23	24	22	25	23	23	24	24	27	26	26	27	29	25	29	29	31	32	32	31	32	32	0	1	1	0	4	8	4	0	10	4	5	9	9	7	3	7	14	14	12	17	20	13	15	16	14	13	22	18	13	38	21	12	21	20	21	29	29	12	30	23	23	45	30	45	32	43	21	29	47	31	27	44	36	37	27	33	54	54	27	42	58	55	45	44	1	1	1	1	1	1	1	1	1	1	1	1	2	2	5	1	1	2	1	1	1	1	1	2	2	1	1	3	2	1	2	5	2	3	1	2	1	4	1	2	2	1	1	2	1	1	2	2	1	1	3	2	1	3	3	3	1	1	4	5	2	1	5	5
14000	-414.768552123064126	-413.287373732236347	-1.481178390827792	0.000177273041378	0.000054703939833	0.308585780488132	0.395042283062144	1	3	3	8	9	11	10	10	11	12	13	13	13	13	15	13	16	14	16	16	18	17	18	20	20	19	20	21	20	20	23	21	22	22	23	24	22	22	24	22	24	24	23	24	23	24	23	23	22	24	24	25	25	27	27	26	29	28	31	31	31	31	33	33	0	1	1	0	4	4	5	0	4	5	7	7	4	6	8	7	12	12	13	18	11	16	19	18	17	17	14	20	13	13	16	19	13	32	30	40	21	18	30	26	23	23	19	33	37	32	49	17	32	49	31	29	28	39	32	23	47	44	28	48	38	48	45	38	1	1	1	1	1	2	1	1	2	2	2	2	2	1	3	2	2	1	3	1	3	3	1	3	2	1	4	3	4	3	5	3	5	1	2	2	2	3	2	1	3	3	5	1	1	1	1	4	1	1	1	2	2	1	2	5	2	3	3	3	4	4	7	7
14500	-452.992206664978312	-451.495666876438804	-1.496539788539536	0.000221625717962	0.000065842840979	0.297090254615371	0.369307027283266	-1	3	2	7	8	11	10	9	11	12	13	11	15	12	15	12	16	16	16	15	18	18	19	18	19	19	22	19	21	21	22	18	22	21	23	23	23	22	21	23	24	24	24	24	23	24	23	22	24	24	27	25	26	25	28	27	29	28	31	31	31	31	33	34	0	3	1	0	4	5	4	0	4	9	7	5	10	7	6	7	6	14	13	12	9	20	20	18	12	20	16	20	21	15	20	13	23	25	34	17	25	21	26	24	22	30	38	36	13	21	29	19	22	35	24	33	44	35	13	48	35	51	45	55	38	25	37	38	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	5	2	1	1	4	2	3	1	4	2	6	2	1	2	3	1	1	2	2	5	1	3	1	3	3	1	1	1	3	2	1	4	2	1	5	1	1	2	5	2	3	1	4	1	5	7	5	5
15000	-499.893003967054085	-498.482891880932470	-1.410112086121636	0.000230577069683	0.000088735214871	0.384839719721341	0.465074979809281	1	3	3	8	9	12	9	10	11	12	11	13	15	13	15	13	15	15	15	15	18	18	17	20	20	19	22	21	20	22	22	22	22	22	22	20	23	23	23	20	25	24	23	24	23	24	23	23	24	23	26	26	26	26	28	27	29	27	30	31	31	31	34	33	0	1	1	0	4	11	4	0	4	8	7	10	12	7	12	7	14	14	16	14	17	15	20	15	20	17	22	25	23	29	24	22	25	22	29	15	30	13	30	16	23	30	33	31	16	26	22	33	26	24	30	40	44	42	19	48	50	47	44	59	57	39	27	58	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	3	1	2	1	1	2	1	2	1	2	1	3	1	3	5	1	1	1	6	2	2	1	4	1	2	3	1	1	7	1	3	2	4	1	1	3	8	3
15500	-418.765915443351162	-417.339668493938461	-1.426246949412711	0.000283950932072	0.000102942599024	0.362536577261190	0.545690633345177	0	2	2	8	10	11	10	9	11	12	12	12	14	12	14	13	15	16	16	15	19	18	18	19	20	20	21	21	20	22	23	18	23	22	23	21	23	22	22	22	24	24	23	23	24	24	23	22	24	23	25	25	27	28	29	27	28	29	31	29	31	31	32	33	0	1	1	0	4	4	4	0	5	7	7	8	7	7	9	10	7	16	5	9	20	13	19	18	22	6	32	24	32	24	36	15	24	13	25	21	38	18	17	26	21	25	36	26	26	35	34	25	39	39	40	22	21	17	22	43	38	39	43	44	54	46	56	39	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	3	1	3	1	2	2	2	2	1	4	1	1	1	2	1	2	3	4	2	1	1	3	4	1	3	2	1	1	2	1	1	1	1	1	2	2	2	6	5	2	3	3	3	4	2	4	1	4
16000	-366.054796982081882	-364.597257971696990	-1.457539010384910	0.000215858656790	0.000070979301440	0.328823047893642	0.517289178848154	1	2	3	8	9	12	10	10	11	11	14	12	15	12	14	13	13	16	17	17	17	17	19	19	19	20	22	21	20	21	21	21	22	23	22	22	24	22	24	22	23	23	23	24	23	24	23	22	24	25	27	25	27	27	27	26	29	29	32	31	31	32	33	32	0	1	1	0	4	9	4	0	4	5	6	7	4	7	4	10	12	16	13	13	17	15	20	18	13	14	20	25	22	13	24	17	26	32	29	19	43	31	48	25	20	36	31	24	22	35	28	30	35	46	24	38	44	26	34	46	55	37	60	43	49	56	52	48	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1	1	2	1	1	2	2	2	2	2	3	2	1	2	2	1	4	1	1	1	3	1	1	1	1	3	1	1	3	4	1	1	1	1	1	4	2	2	3	3	1	1	2	1	3	3	4	3	4
16500	-425.637847122357755	-424.203312045080963	-1.434535077276774	0.000264513330048	0.000093267625855	0.352600853189060	0.463500135598506	1	3	3	8	10	11	10	10	11	13	13	13	14	12	14	13	15	15	17	16	17	15	18	18	21	19	21	20	21	22	23	21	22	22	22	23	23	22	22	22	24	24	23	24	22	24	21	24	23	24	27	26	26	28	29	28	28	26	32	32	31	31	33	31	0	1	1	0	4	8	4	0	5	9	7	9	8	7	8	14	7	16	13	6	17	16	20	18	20	16	2	20	26	32	18	10	28	20	27	24	30	29	21	29	23	35	27	38	28	17	19	32	33	39	44	19	45	34	34	42	58	30	53	54	30	17	44	31	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	1	1	2	3	3	9	2	1	1	3	7	1	2	1	3	1	1	2	1	3	1	1	1	1	5	2	2	1	1	2	5	2	3	2	2	1	2	3	2	3	8	5	4
17000	-402.545432183004493	-401.028799624634871	-1.516632558369641	0.000213790788725	0.000060626528791	0.283578769473705	0.530381065710445	1	3	3	8	9	12	10	9	10	12	13	10	14	11	14	13	16	16	17	14	19	18	18	19	20	20	22	20	20	22	20	22	22	22	22	24	23	22	22	22	24	24	23	24	23	24	22	24	25	24	27	25	26	27	26	25	29	28	31	31	31	31	33	33	0	1	1	0	4	5	4	0	4	5	7	2	6	7	7	14	10	15	18	6	20	19	6	18	19	19	29	23	13	29	18	25	24	25	22	29	28	19	26	31	23	26	39	31	27	30	22	45	13	34	30	27	33	30	26	48	54	49	45	52	53	22	44	27	1	1	1	1	1	1	1	1	1	2	2	3	1	1	3	1	1	1	1	1	2	1	3	2	1	2	1	1	3	1	1	1	2	1	2	3	1	2	1	1	3	2	1	2	1	1	2	1	6	1	3	3	2	3	3	1	1	1	4	3	2	6	4	6
17500	-408.264412741451736	-406.763474296559991	-1.500938444891763	0.000285016996113	0.000083793863857	0.293996024798530	0.489782590552714	1	2	3	8	10	12	10	11	11	13	13	12	15	11	14	14	16	15	17	15	19	18	19	18	20	19	22	19	21	21	22	21	23	22	22	23	23	22	22	23	22	23	22	23	22	24	24	25	25	25	25	25	27	25	29	27	28	29	29	31	32	31	33	33	0	1	1	0	4	7	4	0	4	6	14	5	12	7	12	6	16	6	13	7	9	19	20	12	13	15	21	14	13	22	18	15	45	25	17	24	39	18	19	22	23	39	26	32	15	42	32	46	27	27	36	13	44	34	35	32	50	35	53	44	31	28	30	62	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	4	1	2	3	2	2	2	4	3	1	5	4	1	1	2	2	1	4	2	3	2	1	1	1	3	1	2	1	2	2	1	8	2	2	4	4	2	3	1	3	5	6	5	2
18000	-448.737906672950487	-447.299606482892443	-1.438300190058063	0.000269034197772	0.000093720250275	0.348358130867959	0.479546792678434	-1	2	3	7	9	12	10	10	11	13	13	11	13	11	15	13	15	15	15	17	18	17	18	20	21	19	21	21	19	20	21	20	21	22	22	24	23	23	23	19	24	24	23	24	23	24	22	25	24	23	25	24	26	28	26	28	30	29	32	31	30	31	32	33	0	1	1	0	4	7	4	0	5	2	7	7	14	7	6	14	10	16	10	4	16	17	10	18	15	15	21	11	20	16	21	26	13	28	29	22	27	21	30	17	22	50	27	24	6	26	30	14	30	30	38	20	44	26	39	28	56	36	54	58	58	27	52	30	1	1	3	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	4	2	1	1	3	3	3	1	3	1	4	1	1	3	1	1	6	1	4	2	3	3	1	1	2	5	2	1	6	2	2	1	3	1	6	2	4	1	2	3	1	1	5	3	5
18500	-399.882350337315415	-398.429658599289610	-1.452691738025807	0.000214156379429	0.000071409103775	0.333443738475177	0.625843364404494	1	2	2	7	9	9	10	10	11	12	13	11	14	11	14	13	16	16	16	17	18	16	17	20	21	19	21	20	18	22	22	21	22	23	23	24	24	19	24	22	24	24	24	24	24	24	23	24	23	23	26	26	26	25	28	27	29	30	33	32	32	32	32	32	0	1	1	0	4	2	4	0	5	7	14	5	10	7	7	10	13	13	6	12	22	5	15	18	17	17	38	29	23	20	27	19	20	22	33	38	33	21	34	23	30	29	8	38	18	26	26	40	32	40	44	27	38	30	54	33	44	25	53	39	58	54	56	27	1	1	1	1	1	4	2	1	1	1	1	1	1	1	2	1	1	1	3	4	1	3	2	2	3	1	1	1	1	3	1	2	2	3	1	3	1	1	1	3	2	3	4	3	4	3	2	1	1	1	2	3	4	1	2	2	2	4	4	3	1	4	2	3
19000	-435.143785729365391	-433.738683544481830	-1.405102184883559	0.000267664685470	0.000105139569968	0.392803293358546	0.465880710308786	1	2	2	9	10	11	10	10	12	12	13	12	14	11	15	12	14	15	16	17	18	18	17	18	20	18	19	20	20	21	23	20	22	22	22	23	24	22	22	22	24	24	24	24	22	24	21	24	23	25	26	26	27	25	28	26	29	29	32	32	31	30	34	33	0	1	1	0	4	5	4	0	4	4	5	5	12	7	16	14	12	5	18	16	4	20	12	13	18	10	19	24	19	23	13	26	32	15	47	27	47	28	29	30	19	30	25	13	19	35	26	33	47	37	38	21	18	22	40	46	41	31	21	32	51	39	60	57	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	3	1	3	4	1	3	2	3	2	1	1	2	2	6	1	1	3	1	1	1	1	1	1	4	1	2	5	3	1	2	1	1	1	3	4	6	4	4	1	2	2	7	5	2	5	1	3
19500	-390.503486529654424	-389.036294862044429	-1.467191667609977	0.000179192698832	0.000057365504496	0.320133045989460	0.609993697981903	1	2	4	8	10	12	10	10	12	12	13	13	15	12	14	14	15	15	15	16	19	16	18	19	21	18	21	20	20	21	22	22	23	22	22	24	23	20	23	20	25	24	23	24	22	25	21	23	25	24	26	25	24	27	29	27	29	29	32	30	30	31	31	31	0	1	1	0	4	5	4	0	5	8	7	7	12	5	11	12	6	16	15	12	16	14	22	20	21	17	26	17	18	21	38	20	38	21	40	38	30	22	34	26	23	28	30	38	22	35	21	27	47	48	33	45	31	39	39	32	34	56	24	55	55	55	53	45	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	2	2	1	1	4	1	2	1	2	1	1	1	2	4	2	1	3	2	2	1	1	2	1	2	2	1	1	2	3	2	1	7	1	1	1	6	3
20000	-417.661170261717700	-416.259173502701913	-1.401996759015765	0.000242011467010	0.000096334014252	0.398055577456664	0.493582694546575	1	2	4	8	10	11	9	11	12	12	12	12	14	12	14	14	15	15	17	16	19	17	18	19	19	18	22	21	20	20	19	22	23	22	22	23	24	21	23	23	25	22	24	25	22	25	24	25	24	25	27	25	25	28	29	28	28	30	32	31	30	29	33	34	0	1	1	0	4	4	4	0	5	6	7	1	11	7	6	14	14	6	15	15	20	17	20	17	20	15	25	31	23	17	16	26	34	25	25	13	45	21	32	31	19	25	42	27	20	42	42	36	34	35	30	30	21	25	46	41	53	53	38	62	54	34	52	51	1	1	1	1	1	2	1	1	1	1	1	4	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	3	1	1	2	1	5	1	1	1	2	5	2	1	3	4	2	1	1	1	2	3	2	3	4	2	2	2	3	6	1	1	4	5	2
20500	-405.166854097436897	-403.706925954745657	-1.459928142691239	0.000265240647229	0.000086630578369	0.326611246330605	0.540390136427304	1	3	3	8	10	11	9	9	11	12	13	12	15	12	14	14	15	15	17	17	18	18	18	20	20	20	20	19	20	22	23	21	23	22	23	22	24	22	21	21	25	23	24	24	23	24	22	23	24	24	26	26	27	27	28	28	27	29	32	30	31	30	33	33	0	1	1	0	4	2	4	0	5	5	7	3	14	7	9	7	14	14	18	17	18	17	12	18	16	19	15	20	21	28	25	20	36	32	13	18	20	18	16	28	23	24	47	25	28	34	26	32	47	42	37	36	36	34	47	41	39	34	33	22	56	34	24	24	1	1	1	1	1	3	1	1	1	1	2	5	1	2	1	2	1	2	1	1	1	1	2	3	2	1	2	1	1	2	2	2	1	1	4	3	3	3	3	1	3	1	1	3	3	1	2	1	1	1	1	2	3	2	3	2	3	3	4	7	1	4	7	6
21000	-442.245575788466795	-440.856523317117990	-1.389052471348805	0.000279182908944	0.000118202743669	0.423388179871033	0.462640351172175	1	3	3	7	9	10	10	10	11	12	13	13	12	13	15	12	16	15	17	17	19	17	18	19	19	19	21	20	19	20	23	21	22	22	23	22	24	20	23	21	25	24	22	23	23	23	20	24	25	22	25	26	26	26	26	28	30	28	30	30	31	32	33	32	0	1	1	0	4	5	4	0	4	7	6	16	7	16	5	9	14	16	6	15	20	18	13	16	14	13	22	24	22	14	30	28	38	6	24	22	34	13	25	21	27	44	29	15	29	15	20	47	33	38	45	24	36	33	47	53	45	29	53	35	57	27	53	36	1	1	1	1	1	1	2	1	2	1	3	1	1	1	4	1	3	1	3	1	1	1	3	3	2	4	2	1	2	3	2	1	2	6	2	2	1	4	3	1	1	1	2	4	2	4	2	1	2	1	1	3	2	2	3	1	3	4	2	4	1	5	4	5
21500	-415.909123791232730	-414.474376466674073	-1.434747324558631	0.000301020409223	0.000106066785577	0.352357455930521	0.509150588713761	1	2	3	8	9	11	9	10	11	12	13	12	14	11	13	14	15	16	16	17	18	17	18	18	21	18	22	20	20	21	23	21	23	22	21	22	22	23	22	23	24	23	23	24	22	24	21	25	23	23	25	26	26	24	29	27	28	30	32	31	32	30	33	32	0	1	1	0	4	2	4	0	4	7	6	6	9	7	5	14	14	14	15	16	11	15	19	17	15	20	25	26	17	21	32	6	35	10	15	24	29	21	22	26	23	25	35	32	20	22	20	38	47	29	33	24	24	25	47	37	27	45	20	58	62	47	36	58	1	1	1	1	1	5	1	1	1	2	1	1	1	1	3	2	2	3	2	2	3	2	1	1	3	1	1	1	2	2	1	4	1	4	4	2	1	3	2	3	4	1	1	2	3	2	2	1	1	1	1	4	4	2	5	2	3	3	8	1	1	5	4	1
22000	-421.950890976163919	-420.495653571408866	-1.455237404755043	0.000237081228797	0.000078472519260	0.330994232053622	0.511850855443392	1	2	4	8	10	10	10	10	11	12	12	12	14	12	14	13	16	15	16	17	18	17	18	19	19	20	21	20	20	21	22	22	22	22	23	21	23	21	23	23	24	24	22	24	23	23	23	24	25	24	25	24	26	27	28	26	29	30	30	32	32	31	33	33	0	1	1	0	4	1	4	0	5	7	6	6	8	7	8	14	13	12	6	15	19	13	13	20	14	17	22	20	18	23	21	26	28	26	17	24	33	24	34	38	23	33	21	38	28	26	17	35	50	30	24	38	37	35	54	37	54	55	40	59	54	50	52	45	1	1	2	1	1	5	1	1	1	2	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	2	2	3	1	3	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	4	1	1	1	3	2	1	1	1	2	1	2	3	1	3	2	6	5
22500	-437.717230953021442	-436.311981416850529	-1.405249536170917	0.000229343649454	0.000090031240161	0.392560423518131	0.537856090559457	-1	2	3	8	10	11	9	10	12	12	14	13	15	12	14	13	15	15	14	16	18	17	18	19	20	18	19	21	20	21	21	22	22	22	22	23	24	22	24	22	24	25	24	23	23	24	23	25	24	25	26	25	27	27	25	27	29	29	33	31	29	32	34	33	0	1	2	0	7	7	4	0	5	7	14	6	11	7	16	7	10	15	10	15	12	8	22	16	19	10	19	20	24	29	27	16	29	19	20	19	32	16	29	14	23	25	35	28	6	34	25	49	22	40	42	32	44	48	32	47	27	45	53	52	48	39	36	32	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	3	1	3	2	3	2	2	1	1	1	7	1	3	3	3	1	5	2	5	2	1	1	1	5	1	1	1	5	1	1	1	2	1	2	2	4	3	3	3	1	4	5	3
23000	-370.792411901550281	-369.282211183660877	-1.510200717889414	0.000336392047743	0.000096792208629	0.287736316235822	0.608976114940173	0	2	3	8	10	10	9	11	12	13	11	10	15	11	14	14	16	15	17	17	18	18	19	19	21	18	22	20	20	21	22	21	20	23	21	21	23	22	22	23	25	25	22	24	23	25	24	25	22	25	27	25	26	27	28	27	30	27	32	31	31	32	33	34	0	1	1	0	7	7	4	0	5	8	7	4	16	5	10	6	18	14	13	17	11	19	22	18	19	16	36	11	21	29	36	26	26	25	17	24	28	24	25	25	23	35	36	27	36	49	25	44	29	34	40	31	45	40	50	53	48	34	53	54	58	55	45	45	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	2	1	1	4	1	1	1	1	1	1	2	1	2	2	1	1	3	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	3	2	2	3	5	6
23500	-415.712147051605825	-414.351009158842089	-1.361137892763747	0.000229387000768	0.000126722155168	0.552438258242902	0.479717445927702	0	1	3	7	10	11	9	10	11	13	14	12	15	12	13	13	15	16	17	16	19	17	18	19	20	19	21	20	20	22	21	21	22	22	21	23	23	21	24	21	23	24	22	21	22	23	24	24	23	25	25	24	25	27	29	27	29	28	33	32	32	30	33	34	0	1	1	0	4	4	4	0	4	8	14	5	7	7	7	12	12	14	16	12	19	15	15	19	20	15	26	21	22	24	21	12	29	17	20	31	44	24	22	18	29	16	29	19	38	34	34	36	27	46	43	21	38	26	34	43	56	34	58	56	55	46	58	45	1	1	1	1	2	3	1	1	1	2	1	1	3	2	2	1	1	3	2	2	1	2	2	2	1	3	1	1	1	2	1	5	1	3	2	1	1	1	5	2	1	6	1	3	1	1	1	1	1	1	1	2	2	3	3	3	1	2	2	1	2	4	3	6
