step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
49500	-131.499400926765162	-130.037318842246293	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.912368423764913	1	2	3	4	5	5	5	5	6	7	6	7	8	9	7	6	8	8	9	9	7	9	9	9	8	10	10	9	10	11	11	11	13	12	12	11	12	13	15	14	14	16	13	13	14	14	15	17	16	16	18	18	21	0	1	1	2	4	3	4	2	7	6	4	7	10	12	4	8	16	10	15	8	6	25	11	10	11	12	28	17	18	22	26	20	37	10	26	20	32	27	38	27	29	43	36	31	30	32	43	50	40	41	50	49	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
50000	-133.379713059866560	-131.917630975347691	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.984513449024039	0	2	2	4	4	6	5	5	7	7	7	6	8	7	7	7	6	6	8	8	8	11	8	9	9	10	9	9	10	11	10	11	13	12	12	12	12	12	13	14	14	15	14	12	14	15	15	18	14	17	18	19	21	0	1	1	2	3	5	4	4	8	7	8	5	10	17	5	4	8	4	4	18	14	25	12	11	20	24	14	23	20	31	19	31	34	29	29	31	25	29	32	30	35	34	35	26	33	41	22	50	35	45	46	49	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
50500	-130.262250394088539	-128.800168309569671	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.948951509691435	0	2	2	2	4	5	5	5	6	8	7	7	7	8	7	6	6	7	8	9	6	10	9	9	9	9	9	8	11	10	11	11	13	12	12	12	13	13	15	15	14	15	13	15	14	15	14	18	16	16	17	18	20	0	1	1	1	2	3	4	2	4	17	9	6	8	16	16	3	8	21	11	9	8	12	21	17	16	19	19	21	27	10	20	27	23	24	20	29	22	22	33	37	38	47	32	33	34	33	35	50	42	42	45	50	52	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51000	-148.914068675188531	-147.451986590669662	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.866906600985914	0	1	3	4	5	6	5	4	5	7	5	6	5	8	5	7	5	8	9	9	7	10	8	10	10	9	8	8	10	10	11	9	14	12	13	12	11	12	14	14	14	15	13	15	12	14	16	18	15	16	19	18	21	0	1	2	1	2	9	4	3	8	2	3	8	4	17	8	7	8	12	23	21	9	20	17	28	32	10	17	21	19	14	16	23	45	30	36	22	27	22	35	30	36	31	31	46	29	38	35	33	35	33	50	47	51	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
51500	-143.277913776162706	-141.815831691643837	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.928860291596542	0	2	3	3	4	4	5	6	6	8	6	7	7	8	8	6	8	8	9	7	8	10	8	9	8	9	9	9	9	11	11	12	11	12	10	10	12	12	14	11	11	14	13	14	14	14	13	18	16	17	16	18	20	0	1	2	1	2	2	3	6	7	12	6	7	7	16	11	5	13	16	10	7	11	18	16	21	8	10	11	10	13	29	26	28	15	31	12	19	30	35	37	15	19	38	22	36	35	32	33	50	44	39	44	39	50	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1
52000	-132.891409738339007	-131.429327653820138	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.995944445457615	0	2	1	4	5	6	4	3	6	7	7	6	6	9	8	6	7	7	7	7	7	9	9	9	9	8	10	10	10	10	11	11	11	12	12	12	13	10	14	14	13	14	13	14	15	12	15	19	15	16	17	18	20	0	3	1	2	8	7	2	1	4	5	13	7	7	19	19	4	13	5	16	13	9	21	18	11	20	12	18	26	25	15	19	27	19	22	38	30	46	10	36	46	27	43	31	46	41	29	34	52	37	40	42	50	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52500	-142.587891153339086	-141.125809068820217	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.838464958839012	0	2	2	4	4	5	5	4	6	7	6	6	6	8	7	7	7	6	8	8	7	10	9	8	9	8	9	10	9	10	12	11	13	13	12	11	11	9	14	14	14	16	13	14	14	13	15	16	16	17	17	17	21	0	1	1	3	2	2	8	3	8	6	6	4	5	5	6	7	12	8	16	17	8	13	20	11	16	12	21	19	4	19	37	26	37	35	30	25	20	17	34	31	30	43	37	37	18	38	40	41	39	47	47	40	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2
53000	-131.422035520309151	-129.959953435790283	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.950796830330814	1	2	3	4	4	5	6	4	7	7	6	7	8	8	5	8	7	7	9	7	7	10	8	9	9	8	8	9	11	10	12	10	13	12	10	11	13	13	15	14	15	16	12	14	14	14	14	18	15	16	18	18	20	0	1	2	1	1	4	5	2	15	8	5	8	9	12	3	10	6	7	9	11	6	27	17	12	10	18	15	20	28	26	22	26	35	10	24	14	32	32	38	37	37	40	32	43	37	34	43	42	44	47	42	40	48	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53500	-133.981697174648417	-132.519615090129548	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.950587914788399	1	2	3	4	4	6	5	4	7	6	5	7	7	9	8	7	7	7	9	8	8	10	9	10	9	9	10	9	10	11	12	11	13	13	13	12	12	12	13	14	14	14	12	14	15	15	14	17	17	16	17	18	19	0	1	1	3	1	4	5	1	6	5	8	11	11	12	16	10	4	7	20	9	17	14	17	7	17	18	15	17	21	18	30	23	29	30	36	30	24	23	36	36	31	38	24	43	44	44	39	50	37	45	46	49	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
54000	-149.685269378233045	-148.223187293714176	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.929116722897693	1	2	2	3	4	5	5	5	7	6	6	7	8	8	7	6	7	8	9	9	7	11	8	9	6	9	10	9	9	10	11	11	12	13	12	11	11	12	13	14	14	16	14	13	15	14	15	18	17	15	18	17	21	0	1	1	2	3	5	4	5	25	5	6	4	25	25	11	1	25	21	12	17	7	28	16	12	3	18	17	25	11	29	30	20	14	36	26	18	29	29	19	36	22	41	31	33	32	33	43	45	34	39	49	40	48	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
54500	-154.235011413864328	-152.772929329345459	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.824797288916872	0	1	2	3	5	5	4	6	6	7	7	6	8	9	6	8	6	8	9	9	7	10	8	10	10	10	10	10	8	10	9	11	13	12	12	11	12	12	13	13	14	16	12	14	13	15	15	19	16	15	19	17	20	0	1	1	2	3	4	3	6	5	9	17	4	11	11	5	6	4	6	12	12	17	8	11	11	18	11	13	13	17	20	9	21	22	22	14	27	22	22	25	36	27	41	23	35	9	44	39	52	44	45	49	50	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1
55000	-141.128074785611602	-139.665992701092733	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938770205768849	0	2	2	3	4	5	6	5	6	6	6	5	7	9	8	6	7	7	7	9	8	10	7	9	9	8	9	9	11	11	11	11	12	13	13	10	11	12	14	13	14	15	12	13	15	14	14	18	14	16	18	18	22	0	1	1	2	3	4	5	4	12	5	5	3	10	7	7	5	6	8	12	10	13	18	9	21	17	16	26	9	14	36	28	14	29	31	32	23	19	31	35	33	38	39	36	22	43	25	32	45	31	47	42	40	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1
55500	-133.710778184435895	-132.248696099917026	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.936312813553286	-1	1	3	2	4	4	6	5	6	8	6	5	6	9	8	8	7	7	8	8	7	10	8	9	9	8	9	9	11	10	11	11	13	12	13	12	12	13	14	14	13	16	11	13	14	15	12	18	16	16	19	18	21	0	1	2	2	3	4	6	5	8	18	8	2	8	7	18	21	5	8	9	13	12	16	7	18	16	9	18	10	25	23	23	26	43	30	43	16	30	34	37	29	29	39	14	20	47	41	27	42	39	35	50	42	50	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2
56000	-153.249242050604465	-151.787159966085596	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.867538793526094	1	2	3	4	4	5	6	5	6	7	6	5	7	8	7	7	6	8	8	9	8	10	7	10	9	9	10	9	11	11	12	11	13	9	12	12	12	13	14	14	14	16	13	15	15	13	16	17	16	14	18	19	22	0	1	1	3	2	1	2	3	4	7	3	4	8	17	9	12	12	9	8	10	11	19	17	14	15	15	26	13	24	28	21	34	32	15	21	26	22	31	31	24	35	33	36	28	36	22	50	43	41	35	44	49	52	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1
56500	-126.961427820495942	-125.499345735977059	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.995378304216537	0	1	2	4	5	4	6	4	6	6	5	6	7	7	8	7	7	7	9	9	7	11	9	8	9	7	9	10	11	10	11	11	13	12	12	12	12	13	14	14	15	15	14	14	14	13	15	19	17	16	18	16	21	0	1	1	3	3	2	4	3	4	8	2	11	6	11	26	5	10	9	14	4	12	23	14	5	17	8	26	27	20	27	24	19	29	27	15	32	25	29	36	37	43	43	36	46	38	37	38	51	41	40	42	40	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57000	-151.288680599252103	-149.826598514733234	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.883109077824007	0	2	2	4	4	5	5	6	7	7	6	6	7	7	8	8	8	6	7	8	7	9	8	10	10	10	9	9	9	10	12	12	13	12	12	12	13	13	14	12	14	15	14	14	13	14	15	18	16	16	16	19	22	0	1	1	3	2	5	2	6	6	6	4	5	12	8	11	18	12	5	11	8	11	13	8	14	28	20	21	21	16	11	30	27	40	16	26	29	35	31	17	27	38	35	32	26	30	31	37	42	38	44	39	51	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1
57500	-144.935425146594781	-143.473343062075912	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.891396097585790	1	2	3	3	5	5	5	5	6	7	6	4	6	9	8	7	7	7	7	7	7	10	8	9	9	9	9	7	8	11	11	12	14	11	12	11	12	9	15	13	14	15	13	14	14	14	13	19	16	16	18	17	20	0	1	1	2	3	1	3	12	8	8	7	2	4	28	13	13	11	6	13	6	7	38	9	20	16	15	28	12	28	22	24	26	40	27	22	9	16	17	47	34	28	40	30	32	43	30	36	52	46	33	33	39	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1
58000	-129.626767667364220	-128.164685582845351	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.947300214093585	0	1	3	2	5	5	4	4	6	7	6	6	7	8	8	7	7	6	9	8	8	10	8	10	9	10	8	10	10	10	12	11	12	12	13	12	12	10	14	15	15	15	14	15	14	14	15	17	16	16	18	19	19	0	1	2	1	3	8	4	3	4	11	7	8	6	13	9	7	11	8	13	11	13	13	6	14	23	15	12	20	23	9	22	20	28	32	36	24	22	19	34	35	46	46	28	32	33	31	34	47	45	42	50	50	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58500	-126.914435225016035	-125.452353140497152	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.932572670276619	1	2	3	3	5	5	4	5	6	7	6	6	7	8	6	7	8	8	7	9	8	7	8	9	10	10	9	8	7	10	11	10	14	12	13	12	12	11	14	12	14	16	13	14	14	14	15	18	16	16	18	18	19	0	1	1	1	3	3	1	7	7	12	3	5	8	10	3	6	11	19	8	19	9	5	12	22	10	23	18	19	5	21	26	14	36	27	32	24	32	26	40	19	36	44	38	36	36	36	43	50	41	47	49	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-170.278400196856182	-168.816318112337314	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.797519429728232	-1	1	3	1	4	5	4	5	6	7	7	7	7	8	8	6	6	7	6	8	7	10	8	9	9	10	10	9	9	10	11	11	13	9	12	11	12	12	13	14	14	15	13	14	15	13	15	16	17	17	19	18	20	0	1	1	1	2	4	3	2	7	16	7	7	17	9	9	7	7	9	7	3	16	15	19	11	15	24	34	19	15	21	7	13	22	15	15	5	22	13	36	33	35	46	35	28	32	35	36	43	47	40	49	50	51	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1
59500	-132.749706494000748	-131.287624409481879	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.870004133910666	-1	1	2	4	4	5	6	5	6	7	6	6	7	8	7	6	7	6	9	8	7	10	9	8	9	9	10	9	10	11	11	10	13	11	12	11	12	12	14	14	15	15	10	13	13	12	16	17	15	15	18	19	20	0	1	2	3	3	4	5	5	8	7	6	5	9	11	8	5	11	5	10	9	18	23	17	12	21	17	20	7	24	22	20	18	30	23	29	23	11	22	38	35	38	38	14	30	30	32	42	40	39	46	47	51	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
60000	-141.236287793998599	-139.774205709479730	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.884516550786785	0	1	2	3	4	5	4	5	6	6	6	7	7	8	7	5	7	8	9	8	7	9	8	10	9	9	8	9	10	10	11	11	13	12	12	10	10	12	15	14	14	15	13	15	13	14	16	18	16	16	17	18	21	0	1	1	2	1	5	2	7	7	4	7	5	6	17	11	4	16	17	27	21	9	23	9	17	17	12	12	6	14	10	25	37	34	29	28	25	19	27	41	34	18	45	31	40	32	38	46	50	29	44	39	50	48	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1
60500	-147.042828939564743	-145.580746855045874	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.946581540592818	0	2	3	3	4	6	4	5	6	7	6	7	8	7	8	8	8	7	8	9	7	9	8	9	10	9	9	10	10	10	10	12	14	12	11	10	11	13	13	13	14	15	14	14	14	13	16	19	16	15	17	18	20	0	1	2	2	3	3	4	4	4	3	4	9	11	11	14	14	18	9	9	17	7	14	6	14	16	13	10	19	15	23	17	31	38	23	20	15	26	37	30	35	34	46	32	30	34	29	39	44	32	32	33	34	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	3	1
61000	-137.492202954355633	-136.030120869836765	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.983431272081669	0	1	2	3	3	3	5	6	6	8	5	7	8	6	7	7	8	7	9	9	5	11	8	8	8	10	10	9	10	11	11	11	13	11	12	11	12	13	14	11	15	16	12	14	14	13	15	18	17	16	19	17	21	0	1	2	2	1	3	6	7	21	9	6	21	9	4	9	7	21	7	13	13	4	29	14	7	14	17	13	23	23	25	27	17	30	28	27	27	34	35	38	20	39	41	26	29	43	40	34	39	39	39	49	47	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-131.311597963075116	-129.849515878556247	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.866478602810570	0	1	2	3	4	4	6	6	6	7	6	6	7	9	8	7	8	8	8	9	8	10	7	8	10	10	9	8	11	10	12	11	13	13	12	9	12	13	14	13	15	15	13	15	14	14	15	19	17	17	18	17	21	0	1	1	2	1	4	6	5	5	8	5	5	4	24	9	4	10	9	23	16	8	18	12	9	28	23	11	7	30	14	26	20	15	37	29	15	25	29	26	31	39	31	29	33	29	32	38	50	41	47	49	42	48	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-163.589137156612679	-162.127055072093810	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.746889007850513	0	1	3	3	4	5	5	5	4	7	7	6	8	9	8	7	7	7	8	8	8	11	8	9	10	10	10	9	10	10	11	12	12	12	11	12	11	13	14	15	15	15	13	14	13	14	16	17	17	16	18	18	21	0	1	2	1	3	5	9	3	3	6	1	8	18	18	7	7	5	5	12	8	5	17	6	19	14	24	5	16	18	21	28	24	29	25	30	28	13	25	32	34	43	46	31	23	31	38	43	41	39	14	50	47	51	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	1	1	1	1	2	4	1	1	1
62500	-142.296116024155225	-140.834033939636356	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.964684727281105	0	1	2	4	4	6	6	6	7	7	6	5	6	8	8	7	8	7	8	9	8	10	8	10	9	9	9	10	9	10	12	11	12	12	12	12	12	10	14	13	13	14	11	15	13	13	15	17	17	15	18	18	21	0	1	1	3	1	12	5	12	11	7	5	5	5	13	13	5	11	12	6	9	10	15	13	23	14	23	8	17	21	27	32	29	17	27	27	32	6	18	40	28	29	33	17	36	43	32	37	44	44	46	47	39	51	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
63000	-169.288987832009866	-167.826905747490997	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.855445920302846	1	2	3	4	3	5	6	5	6	6	7	5	8	8	7	7	7	7	8	9	5	10	9	9	10	8	9	9	9	10	11	10	13	13	12	11	12	12	14	15	14	15	12	11	14	15	14	16	15	17	18	17	22	0	1	1	2	1	2	3	5	8	6	3	3	7	18	8	8	21	3	16	7	3	19	13	8	16	10	15	19	11	16	23	14	35	19	28	25	20	24	35	37	16	39	30	22	23	28	37	36	35	40	40	33	51	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	2	2	1	2	1	1	1	1	1
63500	-138.264910926928366	-136.802828842409497	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.951434608506533	0	1	2	3	5	5	5	3	6	7	7	6	7	9	7	7	8	7	9	7	8	10	8	9	8	9	8	10	9	11	11	10	13	12	12	12	10	12	14	14	15	16	12	13	14	13	15	18	16	16	18	16	20	0	1	2	2	4	4	8	2	7	8	12	8	5	16	5	9	16	12	16	5	9	23	18	6	16	6	11	20	23	19	22	23	36	28	31	19	15	31	31	38	39	40	28	32	36	36	36	49	33	39	47	33	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2
64000	-146.343027231202967	-144.880945146684098	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.908553139884347	0	2	3	3	5	5	5	6	7	8	6	6	7	9	7	8	6	6	7	8	8	10	9	8	9	9	10	9	11	11	12	11	13	13	12	11	12	12	14	15	15	15	13	15	14	14	16	17	15	16	18	18	20	0	1	2	2	4	3	3	5	7	8	4	4	8	13	18	7	6	5	8	3	12	15	9	18	21	12	21	11	26	21	21	16	37	38	25	23	26	20	29	38	45	35	22	34	38	32	42	35	43	45	45	44	52	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1
64500	-145.491181967988211	-144.029099883469343	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.944831655114452	0	1	3	2	4	6	5	5	4	7	7	4	6	9	8	7	7	8	6	6	6	10	8	9	9	9	10	10	10	11	12	11	12	13	11	11	11	13	14	15	13	15	14	14	13	14	12	18	15	16	18	17	21	0	1	2	1	4	12	3	9	3	8	7	4	8	20	21	8	21	21	5	12	5	17	13	20	18	16	24	16	23	15	24	21	14	22	27	25	10	47	38	45	31	41	33	37	32	38	27	39	44	49	52	39	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
65000	-135.918225518270674	-134.456143433751805	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.953552170215652	0	1	3	4	5	6	4	6	7	6	7	6	8	9	7	6	6	6	8	9	7	10	8	9	7	9	10	8	10	10	9	12	13	11	13	11	11	12	15	15	14	16	12	15	14	13	15	18	16	16	18	19	21	0	1	2	3	4	3	3	4	6	7	17	4	8	12	12	4	4	7	16	21	12	18	18	25	18	21	13	12	10	23	21	29	27	23	20	29	14	14	43	37	43	46	26	43	22	34	33	49	41	41	49	48	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65500	-153.361767739692425	-151.899685655173556	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.812375005415909	0	2	2	3	4	6	5	4	5	8	5	6	7	8	7	7	6	7	9	7	5	10	7	8	9	9	10	9	11	10	11	12	14	12	11	11	12	12	13	15	14	15	14	13	14	13	14	17	16	15	18	19	21	0	1	1	2	3	8	1	1	4	6	4	8	8	16	9	9	8	9	15	9	4	14	17	20	14	23	25	10	23	12	11	10	39	22	27	30	22	36	30	45	29	44	25	34	35	31	32	47	37	34	43	48	52	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
66000	-147.242498853081145	-145.780416768562276	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.958156679877859	0	1	3	3	4	5	6	5	6	7	6	6	5	8	7	8	7	7	7	8	4	10	9	9	10	10	9	9	10	10	11	12	13	13	12	11	12	11	15	14	13	15	13	14	14	14	15	18	15	17	18	18	19	0	1	2	2	2	2	21	2	21	8	21	21	3	11	5	7	6	21	9	11	3	18	15	14	27	16	16	13	17	27	22	19	25	30	29	27	27	19	38	41	38	44	35	36	37	41	43	32	34	33	40	47	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
