step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
6000	-303.368621139961988	-301.127941612528730	-2.240679527433250	0.000295373127485	0.000032058769006	0.108536512034911	0.138452221700701	5	9	8	10	14	16	15	19	19	27	29	31	31	41	46	47	50	52	52	49	53	55	57	57	56	59	60	63	0	1	1	1	2	1	1	1	3	1	2	5	9	4	10	11	10	14	11	10	8	11	8	11	11	10	18	27	1	1	2	2	4	8	5	7	5	11	10	7	5	14	10	11	13	6	12	11	18	12	22	16	14	14	3	2
6500	-310.902154594017077	-308.783324899912827	-2.118829694104261	0.000300691982226	0.000036763829051	0.122264081598347	0.154986805912925	4	10	9	11	13	13	15	17	20	26	29	31	29	39	46	45	48	52	53	51	54	55	57	56	56	61	60	63	0	1	1	1	2	1	1	1	3	5	2	5	3	4	14	12	13	13	13	12	14	13	13	13	12	14	20	27	1	3	3	4	2	5	6	6	5	6	10	9	10	16	3	9	10	13	11	10	8	14	17	13	12	13	3	1
7000	-290.984373164065460	-288.204546332954976	-2.779826831110485	0.000350881469002	0.000024340869139	0.069370631650913	0.116785161100355	5	10	8	12	12	15	15	18	19	27	29	31	31	40	47	47	48	51	53	50	53	56	57	54	58	60	60	62	0	1	1	1	1	1	1	1	1	1	4	4	3	1	10	12	12	10	15	10	11	11	10	12	10	13	15	27	1	2	2	4	5	5	5	6	5	11	10	8	11	18	10	7	9	13	3	11	13	11	16	13	13	15	5	2
7500	-320.517439750786764	-318.219083005436062	-2.298356745350681	0.000296617284824	0.000030517100552	0.102883756657793	0.110236543441867	3	9	6	11	14	16	16	19	20	26	28	32	32	38	47	48	48	49	53	50	52	55	56	57	57	59	61	63	0	1	1	1	1	1	1	2	2	1	2	2	2	5	14	12	14	10	13	14	13	12	12	12	10	11	19	19	1	3	2	4	5	7	8	4	7	13	10	12	13	9	4	7	6	9	6	5	9	13	12	11	17	15	3	4
8000	-290.120006240572081	-287.913332279888095	-2.206673960684005	0.000301971163012	0.000033852817519	0.112106126893940	0.144756946072577	4	9	9	12	14	16	15	19	19	25	29	31	31	38	46	47	49	51	52	49	52	55	56	55	56	61	61	61	0	1	1	1	3	1	1	2	2	2	3	2	3	3	14	14	14	14	10	14	11	14	10	13	14	14	16	20	1	2	3	5	3	7	6	4	7	7	9	9	11	12	4	5	6	7	13	5	12	10	14	15	9	11	8	7
8500	-283.928078786938556	-281.748150501288990	-2.179928285649588	0.000285163524979	0.000032807729951	0.115048830153988	0.121370034696202	4	8	9	13	14	16	16	18	19	25	29	30	31	40	47	48	50	49	53	51	53	56	57	56	57	60	60	63	0	1	1	1	2	1	1	1	1	3	1	5	5	3	14	14	14	14	13	14	14	13	11	13	17	14	18	16	1	3	2	7	3	6	7	7	7	8	12	7	9	13	4	3	5	6	12	6	10	13	16	13	3	10	6	8
9000	-284.405961022599399	-281.699964580453695	-2.705996442145701	0.000301975818796	0.000022144059163	0.073330570808716	0.138344019279147	4	10	10	13	13	16	14	19	19	26	29	32	31	40	47	48	49	52	53	50	53	55	57	55	57	59	60	63	0	1	1	1	2	1	1	3	2	1	3	3	5	6	14	14	14	14	14	14	10	12	12	10	16	16	16	16	1	4	3	5	2	5	4	4	4	10	9	10	8	13	5	4	5	5	8	6	14	10	13	14	4	7	4	8
9500	-265.883763022302446	-263.674065372559198	-2.209697649743266	0.000269357668074	0.000030109100524	0.111781115196427	0.188034735526016	4	8	9	13	13	16	14	20	20	27	30	31	32	40	46	47	48	49	52	51	54	54	56	56	57	61	60	62	0	1	1	1	1	2	1	6	3	2	2	6	6	9	14	14	14	16	16	18	11	11	17	11	17	19	16	17	1	2	3	4	4	4	3	3	5	10	11	7	8	9	3	2	4	1	3	1	10	11	4	12	5	4	6	6
10000	-253.441702227473513	-251.275459704274908	-2.166242523198598	0.000308071296777	0.000035922173801	0.116603442699914	0.249032343349782	4	8	9	12	14	16	15	18	18	24	28	31	31	39	47	48	49	50	51	51	54	55	56	54	57	61	60	61	0	1	1	1	3	5	1	6	3	8	5	3	1	9	13	14	14	15	16	16	19	15	19	13	16	21	19	16	1	3	2	5	2	1	5	1	5	3	8	11	11	10	9	3	5	1	2	2	2	3	3	12	3	4	5	7
10500	-255.580142329590444	-253.604327491121921	-1.975814838468510	0.000219912035135	0.000031325422889	0.142445241205793	0.248067119063305	5	9	8	12	12	15	13	18	19	26	29	31	30	40	47	47	49	51	52	50	52	53	56	56	57	60	59	62	0	1	1	1	3	1	3	7	6	8	4	8	7	5	14	14	14	20	16	17	16	17	17	13	16	23	19	17	1	3	2	4	2	6	2	2	2	4	8	6	7	14	5	3	4	1	3	1	1	2	3	15	5	2	3	6
11000	-256.908666689772758	-254.575074597504113	-2.333592092268650	0.000228558123873	0.000022777354339	0.099656726057779	0.157868037480178	4	9	9	12	13	16	14	19	19	26	29	30	31	41	46	47	50	52	52	51	54	55	56	56	57	59	60	62	0	1	1	2	4	1	3	1	2	5	9	7	3	2	14	14	14	20	14	16	19	16	16	13	16	21	16	19	1	2	2	2	1	7	3	7	6	4	6	7	9	15	2	3	6	1	5	2	1	2	5	15	6	2	6	5
11500	-276.115313321766109	-274.036214048985300	-2.079099272780801	0.000257694212324	0.000032821367715	0.127365560206217	0.245739004844961	5	8	9	12	13	17	16	18	19	27	30	32	30	41	46	48	48	50	53	50	53	55	56	56	57	60	60	62	0	1	1	1	3	5	1	2	5	4	2	3	9	2	12	13	12	15	20	14	14	20	21	12	14	19	23	21	1	2	2	2	1	2	6	5	3	8	11	11	7	15	5	8	8	3	2	5	4	3	2	12	7	3	2	5
12000	-256.193196887469810	-254.093125134620237	-2.100071752849569	0.000267335022663	0.000033317855102	0.124629593124273	0.224994012384970	4	8	10	12	14	16	14	18	19	27	29	32	31	41	46	44	50	50	52	51	53	56	54	56	57	60	61	62	0	1	1	2	4	1	1	1	3	9	1	3	9	4	14	12	14	14	18	14	19	18	18	14	22	23	20	20	1	2	4	2	1	6	4	7	4	5	11	12	6	13	3	6	5	5	1	6	1	2	3	8	1	2	5	7
12500	-266.137000308048812	-264.103571686463226	-2.033428621585610	0.000273899362073	0.000036615806276	0.133683430289373	0.275021336417117	4	9	9	13	13	16	16	20	18	27	29	31	30	41	47	47	50	51	52	49	54	55	56	56	58	60	59	63	0	1	1	1	1	1	5	4	1	8	7	4	4	6	14	13	14	14	20	14	20	17	22	19	20	21	21	19	1	3	3	3	2	5	2	2	6	4	6	10	7	12	3	10	5	6	3	4	2	3	1	3	5	3	3	6
13000	-257.486267265388108	-254.824715352968383	-2.661551912419712	0.000355657192954	0.000026986721346	0.075878463534648	0.219579685920962	5	10	9	13	13	16	15	19	19	26	28	30	31	38	47	45	50	51	53	51	54	55	57	57	57	60	59	62	0	1	1	1	1	7	3	6	6	6	7	8	6	8	16	13	14	14	20	14	20	19	21	19	22	21	19	17	1	2	2	4	4	1	2	2	1	4	7	4	7	9	1	8	5	7	1	6	2	1	2	2	1	3	3	3
13500	-252.187847999954073	-249.833223951837482	-2.354624048116579	0.000285944060894	0.000027966992372	0.097805816579965	0.234112388048412	5	10	9	13	13	16	15	18	20	26	30	31	29	39	46	47	49	52	53	50	53	55	56	56	55	61	60	62	0	1	1	1	2	1	1	1	4	3	1	2	3	2	14	12	12	11	20	14	20	20	19	21	20	24	21	26	1	2	2	4	2	6	4	7	3	9	14	10	10	14	4	7	8	10	2	5	2	2	2	1	2	2	3	1
14000	-240.498734711542568	-238.475396234502171	-2.023338477040407	0.000261603758928	0.000035355925162	0.135150677142252	0.243068166682225	5	9	9	12	13	16	15	19	20	25	29	31	32	41	46	48	49	52	52	50	53	55	55	57	57	60	60	63	0	1	1	2	2	1	1	1	6	9	9	6	3	9	14	14	13	14	20	14	20	21	19	19	18	21	23	25	1	2	2	2	1	6	6	6	2	3	4	7	12	11	2	4	10	6	1	4	2	1	2	2	3	3	3	2
14500	-239.205282894438483	-237.232157274897929	-1.973125619540547	0.000247435150633	0.000035353070615	0.142878125942254	0.193366706391153	5	9	9	12	13	16	15	19	19	25	28	32	30	41	46	47	50	51	52	49	54	54	56	56	58	59	59	62	0	1	1	1	2	7	5	1	7	9	7	5	7	3	14	14	13	14	16	16	19	16	21	19	16	21	19	18	1	2	2	5	2	1	1	7	2	3	6	6	10	14	3	4	9	5	2	1	2	3	1	3	5	2	4	5
15000	-250.993543117200687	-249.003916565806776	-1.989626551393898	0.000301302196848	0.000042259759786	0.140257058287785	0.186907052530088	4	9	10	13	12	16	16	20	19	26	28	29	31	40	47	47	50	51	52	50	53	53	56	54	57	60	60	61	0	1	2	5	2	4	5	4	6	9	4	4	6	2	14	14	13	14	20	16	19	16	24	21	18	22	22	22	1	3	1	1	1	2	3	3	1	4	7	7	9	14	3	3	9	5	1	2	1	3	1	1	3	3	2	4
15500	-238.455115004811631	-236.625625033728596	-1.829489971083025	0.000204284162067	0.000034702912043	0.169875685378723	0.234795404031002	4	9	7	12	13	16	15	20	18	26	30	31	32	41	46	47	50	51	51	50	53	54	56	56	56	59	60	63	0	1	1	1	2	1	5	5	6	8	8	8	8	7	14	14	14	20	16	16	19	17	19	19	16	24	23	16	1	3	1	4	2	5	1	3	1	3	5	6	6	11	2	4	6	1	2	2	1	2	2	2	4	2	1	9
16000	-262.317867357063221	-260.292945312110248	-2.024922044952967	0.000339737006552	0.000045836843089	0.134918605288155	0.305775315698822	5	9	10	12	13	16	15	17	19	24	29	31	32	41	46	46	48	52	52	49	53	56	56	57	57	58	61	62	0	1	1	1	2	5	5	1	2	9	3	7	9	9	14	12	12	20	20	14	20	21	19	19	22	21	23	22	1	2	2	3	1	3	1	6	5	2	7	7	5	9	2	7	7	1	1	2	2	2	1	3	1	2	3	3
16500	-258.241162700968800	-256.054351542827874	-2.186811158140912	0.000280333650180	0.000032036438305	0.114279674538551	0.209694108242352	5	10	8	13	12	16	14	20	19	26	30	31	32	40	45	47	48	52	52	50	53	55	54	56	58	60	60	62	0	1	1	1	2	5	1	1	2	6	7	3	1	2	13	13	12	12	20	14	19	19	20	21	20	21	23	25	1	3	2	4	1	1	3	7	5	6	8	12	13	12	5	7	9	8	1	5	1	2	2	1	5	4	3	2
17000	-234.652717009047649	-232.071676729030173	-2.581040280017462	0.000313093914658	0.000025311888236	0.080844395405604	0.334394560698443	4	9	8	11	13	16	15	19	18	26	29	31	31	41	47	48	49	51	52	51	54	56	55	56	58	60	60	62	0	1	1	1	2	5	5	1	6	1	7	9	7	7	14	14	14	13	20	17	16	21	19	19	22	21	24	21	1	2	3	4	2	2	1	7	2	11	6	7	9	12	3	3	4	9	1	1	3	1	2	3	1	3	2	4
17500	-252.290221821031025	-249.755724744830701	-2.534497076200338	0.000254880561331	0.000021395277552	0.083942366731543	0.258178559606519	4	8	9	12	14	17	16	18	20	24	29	30	31	41	47	47	49	51	53	49	54	55	55	56	57	59	60	63	0	1	1	1	4	1	4	1	7	2	7	9	7	8	14	14	16	13	17	16	17	14	19	21	22	21	23	22	1	2	3	2	1	6	2	6	2	9	7	6	10	10	2	4	1	11	2	1	2	7	1	1	1	3	2	4
18000	-243.234448226852066	-241.012483117611339	-2.221965109240736	0.000263303525320	0.000029089237945	0.110477966103244	0.334158797060493	5	9	7	13	13	17	15	20	19	23	29	30	31	41	47	47	49	51	51	51	54	55	55	55	57	59	61	62	0	1	1	1	2	1	5	5	4	7	5	7	5	4	14	14	16	14	17	17	19	16	19	21	22	24	26	22	1	1	1	3	2	5	1	4	2	3	8	7	9	12	3	5	1	7	1	1	3	4	2	1	1	2	1	3
18500	-244.820888482095654	-242.384999878488458	-2.435888603607199	0.000209064973982	0.000019053239034	0.091135490898974	0.251250687362497	5	9	10	13	13	15	16	19	20	25	29	31	32	41	47	47	49	51	52	49	53	55	57	55	57	61	59	62	0	1	1	1	3	1	1	6	4	4	5	8	2	4	14	14	16	13	17	16	17	16	19	21	16	17	19	16	1	2	3	5	1	5	6	3	4	5	6	6	13	15	3	3	1	10	2	1	1	5	2	1	5	5	3	7
19000	-270.367258304210111	-268.490702136339678	-1.876556167870415	0.000299393606182	0.000047930697152	0.160092587691924	0.291738344419009	5	9	7	13	13	15	15	19	20	25	29	30	31	40	46	46	50	49	53	48	54	55	56	57	57	60	59	62	0	1	1	1	1	3	1	3	2	4	4	8	1	12	14	14	20	14	17	16	17	19	16	17	22	17	24	18	1	1	1	4	4	4	5	4	5	7	6	4	10	7	2	3	1	5	2	1	2	1	6	4	1	6	1	7
19500	-261.161724316105847	-259.179376385015189	-1.982347931090685	0.000276838549094	0.000039145788416	0.141402953253721	0.268608654557746	4	10	9	12	13	16	15	20	20	26	29	31	32	41	46	47	50	52	52	48	53	56	56	56	57	59	60	63	0	1	1	2	1	1	1	1	4	4	2	3	9	4	14	12	20	14	17	14	17	17	20	19	20	20	19	23	1	3	3	1	4	5	6	10	3	6	11	12	5	12	2	6	1	6	1	4	2	3	2	2	5	4	5	3
20000	-247.772772207089218	-245.738837878337932	-2.033934328751292	0.000293620541017	0.000039230817523	0.133610602947930	0.179570076154217	5	9	8	13	13	15	15	19	20	25	29	31	30	40	46	48	49	51	51	50	53	56	57	56	58	61	60	62	0	1	1	3	2	3	4	5	4	3	3	7	4	6	11	14	15	14	17	13	17	15	21	17	24	23	23	26	1	3	1	2	2	3	1	3	5	7	9	8	10	12	9	4	1	5	1	10	2	5	3	4	1	3	1	1
20500	-258.273022324064073	-255.896383457200869	-2.376638866863225	0.000238096659466	0.000022839538874	0.095925490619479	0.303538440353757	5	9	9	12	13	17	15	19	19	26	29	30	30	39	44	47	50	50	52	50	52	56	57	57	58	61	60	63	0	1	1	1	2	1	3	4	4	1	2	9	4	3	10	14	16	14	16	15	20	18	17	22	14	21	23	22	1	3	2	3	3	5	3	4	3	11	8	4	8	13	11	3	2	5	2	3	1	3	2	1	10	4	2	5
21000	-251.556732468761851	-249.353273998453346	-2.203458470308505	0.000254798160805	0.000028652927856	0.112453432808418	0.215599576749160	5	10	9	12	13	17	14	19	19	25	29	31	30	40	47	45	49	52	53	48	54	54	57	56	57	60	59	62	0	1	1	1	4	7	4	6	1	1	8	2	6	7	14	14	14	14	20	14	17	14	17	19	16	21	22	27	1	2	2	3	1	1	1	1	6	9	4	11	5	14	4	3	3	7	2	3	3	6	5	2	6	4	3	2
21500	-249.408410491405363	-246.574049766225613	-2.834360725179738	0.000264763374739	0.000017645169924	0.066645055955079	0.302611489431165	4	9	8	13	14	16	15	20	19	26	29	31	31	40	46	45	50	51	53	49	53	53	55	57	57	59	60	63	0	1	1	1	2	1	3	4	4	4	9	4	1	5	14	14	20	20	17	16	17	16	17	19	23	23	19	26	1	4	2	3	3	5	3	4	3	5	6	7	14	13	2	3	1	1	2	2	2	5	2	2	1	3	4	2
22000	-241.378689896964914	-239.559176428595265	-1.819513468369658	0.000172954136409	0.000029763661742	0.172089909843444	0.256368546782624	4	9	9	12	13	17	15	19	19	26	28	32	31	39	45	47	49	52	51	50	53	56	56	57	56	60	60	60	0	1	1	1	1	7	2	6	4	4	7	7	3	2	14	14	16	17	17	16	17	16	19	22	16	21	19	22	1	4	2	3	6	1	4	1	3	5	5	7	11	16	3	5	1	2	1	2	3	5	3	1	5	4	4	2
22500	-243.107555814140994	-241.084050127855562	-2.023505686285445	0.000204478764431	0.000027630426292	0.135126140695836	0.274345053213408	4	10	10	12	13	16	15	18	19	27	29	32	32	40	47	45	49	51	52	50	53	55	57	56	55	59	61	62	0	1	1	1	1	1	3	7	8	7	8	4	4	2	14	14	14	17	20	16	16	21	19	21	17	16	19	26	1	3	4	3	6	7	2	2	1	7	8	8	8	15	2	3	4	1	1	3	3	1	2	2	3	6	5	2
23000	-250.569472785340224	-248.683715701909108	-1.885757083431110	0.000240962315810	0.000038143799110	0.158297777733215	0.246473595400575	4	10	10	12	13	15	15	17	20	27	29	32	30	40	46	47	50	50	53	50	53	55	56	56	57	60	61	62	0	1	1	1	2	5	1	6	8	1	2	9	8	8	14	14	14	16	18	16	20	19	20	21	22	21	19	17	1	2	3	6	1	1	7	2	1	12	8	7	7	13	4	4	6	2	2	2	2	1	3	2	1	4	5	7
23500	-254.076021805052648	-252.086761219512425	-1.989260585540227	0.000281469807627	0.000039494236993	0.140314292769144	0.313582254304608	5	8	9	12	13	17	14	18	20	27	29	31	32	41	47	47	49	50	52	50	53	56	57	56	56	60	61	62	0	1	1	1	3	7	5	1	7	6	9	7	2	9	14	14	14	16	16	16	19	17	21	21	20	21	21	17	1	1	2	3	2	1	1	8	4	6	3	8	14	12	3	3	4	1	4	2	1	3	3	1	3	3	4	6
24000	-241.126480590225242	-238.799570351470294	-2.326910238754955	0.000216486905944	0.000021704177350	0.100256305364120	0.280833286148121	4	9	10	13	12	17	15	20	20	26	29	31	31	41	46	47	50	51	52	50	53	56	55	56	58	60	60	62	0	1	1	2	2	1	1	4	2	9	2	8	4	6	14	14	14	20	14	16	16	19	21	21	22	21	21	19	1	2	3	3	1	6	6	4	5	3	8	6	9	13	3	4	4	1	5	1	4	1	1	2	1	5	4	4
24500	-248.794669107630767	-246.742918165841502	-2.051750941789268	0.000287547114502	0.000037693655984	0.131086886575615	0.289988207212054	4	10	9	12	13	17	12	19	20	26	28	31	30	40	47	45	49	52	52	50	53	55	57	56	58	58	60	62	0	1	1	1	3	5	1	6	6	8	8	10	8	12	14	14	16	20	16	17	17	17	21	22	19	24	24	19	1	3	2	3	2	3	5	1	1	4	4	2	6	6	5	2	2	1	4	1	2	3	3	1	3	2	2	5
25000	-240.012524959601222	-237.704431157126862	-2.308093802474361	0.000275381387496	0.000028082199242	0.101975661818012	0.248190273529330	4	10	10	12	14	15	15	19	20	26	29	31	31	40	46	46	48	51	51	50	54	55	56	56	56	61	60	63	0	1	1	1	1	5	1	6	8	9	2	2	1	3	13	14	16	17	17	16	17	16	21	17	21	21	19	26	1	3	3	3	3	1	5	2	1	3	7	11	11	14	6	3	1	2	1	2	2	4	1	4	1	3	4	1
25500	-241.224955759043382	-238.838399689476262	-2.386556069567113	0.000263617676677	0.000025069206778	0.095096835289087	0.349142415402986	4	9	8	12	14	16	16	18	19	27	29	31	31	40	46	46	48	50	52	50	53	55	55	56	56	61	60	61	0	1	1	3	3	3	3	6	5	8	4	6	8	8	14	14	14	17	20	16	16	21	19	19	22	24	23	22	1	4	2	2	3	2	3	1	3	5	8	7	6	13	2	3	3	1	2	2	3	1	2	2	1	3	3	3
26000	-233.208572990922335	-231.241574987861611	-1.966998003060722	0.000258606755188	0.000037206531299	0.143873006224530	0.274550640132245	4	9	9	12	13	16	15	19	19	26	30	31	32	40	46	48	49	51	52	49	53	55	56	56	57	60	60	62	0	1	1	2	3	4	4	6	6	2	8	2	5	5	14	14	16	20	20	16	19	18	16	19	22	23	24	22	1	2	2	1	1	2	2	2	1	9	6	9	8	12	2	4	1	2	2	1	1	2	5	3	1	3	2	3
26500	-249.202770122454098	-247.376535020385603	-1.826235102068507	0.000268453068662	0.000045796033780	0.170592327399388	0.265894455355799	4	8	10	13	12	17	15	19	20	26	30	31	31	41	46	47	49	52	52	49	51	53	56	56	56	61	61	62	0	1	2	3	3	7	5	1	5	7	9	1	7	9	14	14	16	21	21	16	16	21	19	21	22	23	23	25	1	2	1	1	2	1	2	8	4	7	3	12	8	11	3	3	2	1	1	1	2	1	1	4	2	3	3	3
27000	-250.117256750227369	-247.920201064247408	-2.197055685979966	0.000209948456418	0.000023755710086	0.113150201205631	0.265583891336948	4	8	9	13	14	16	15	18	20	25	29	31	31	41	44	46	49	51	53	51	52	55	56	57	58	57	61	63	0	1	1	1	2	3	1	1	6	5	2	2	2	6	14	14	16	17	21	16	16	16	22	21	22	19	23	22	1	3	2	5	4	4	5	7	2	6	11	11	11	10	2	3	2	1	1	4	2	4	1	4	2	2	3	6
