step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15
5000	-95.034189270684024	-92.988434100171673	-2.045755170512352	0.000010580954059	0.000026038102461	2.460846376961274	0.716870968016783	-1	2	1	2	5	3	4	3	4	5	6	6	7	9	9	0	3	1	3	9	2	4	2	8	6	6	8	9	12	8	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2
5500	-89.501330014343210	-87.386998333923003	-2.114331680420209	0.000013537708521	0.000035783171316	2.643222171585828	0.765231667039813	0	2	1	2	4	3	4	3	5	6	5	7	7	10	9	0	3	1	3	8	3	4	3	5	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2
6000	-89.290643539570027	-87.627259769094380	-1.663383770475644	0.000011362265690	0.000017118379674	1.506599136195252	0.799214541219752	0	3	1	3	5	3	5	3	4	6	6	8	7	10	10	0	3	1	3	8	3	4	3	8	6	6	5	9	8	12	1	1	1	1	2	1	1	1	1	2	2	2	1	3	1
6500	-89.757015336963931	-88.271923298919120	-1.485092038044806	0.000016635640229	0.000017675765718	1.062523923007543	0.726831077140616	0	2	1	2	4	3	4	2	5	5	6	8	6	8	8	0	3	1	3	8	3	4	3	8	6	6	5	9	5	5	1	1	1	1	1	1	1	1	1	1	2	4	1	1	2
7000	-81.277490624539396	-79.290305012589059	-1.987185611950337	0.000022455405166	0.000051836073527	2.308400723291321	0.691778797960112	-1	2	1	2	5	4	4	3	4	6	6	10	6	8	10	0	3	1	3	8	2	4	3	8	6	6	14	9	5	5	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
7500	-68.006228888489630	-66.275656343841959	-1.730572544647678	0.000054710370343	0.000010640205751	0.194482429647671	0.987319883876671	-1	2	1	3	5	3	5	2	4	4	6	7	6	10	8	0	3	1	3	8	3	4	3	8	6	6	5	9	12	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-65.212834655780370	-63.486932759319558	-1.725901896460810	0.000105896534714	0.000020735763829	0.195811542697781	0.774838468912879	0	1	2	2	4	3	4	3	4	5	5	7	7	9	10	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
8500	-69.702877975411297	-68.341294716200267	-1.361583259211028	0.000047189260989	0.000028222415422	0.598068603535530	0.952107097700256	-1	2	1	2	5	4	5	3	4	5	6	8	8	7	9	0	3	1	3	8	2	4	3	8	6	6	5	9	5	13	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
9000	-71.100890084291436	-69.387390714114289	-1.713499370177149	0.000092986559057	0.000018544114602	0.199427904315471	0.931848654667970	-1	3	1	2	5	3	4	3	4	5	4	6	6	8	7	0	3	1	3	8	3	4	3	8	6	6	5	9	12	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
9500	-64.616568712863142	-62.901231231149033	-1.715337481714109	0.000133294589927	0.000026510129538	0.198883762296155	0.987419220939617	0	2	1	3	5	3	5	3	5	5	6	9	7	8	9	0	3	1	3	8	2	4	3	8	6	6	13	9	8	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
10000	-68.339303160725464	-66.800482160327945	-1.538821000397518	0.000087875262608	0.000023750886728	0.270279553345878	0.643480045754054	-1	2	1	2	3	4	4	4	5	6	6	9	7	9	9	0	3	1	3	3	2	4	5	5	6	6	8	9	8	5	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
10500	-72.977149017629856	-71.201253174936056	-1.775895842693798	0.000108897045760	0.000019866029801	0.182429465031665	0.744413893440294	0	2	1	2	2	4	4	3	5	6	6	9	7	9	7	0	3	1	3	3	2	4	5	8	6	6	15	9	15	8	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2
11000	-80.306512638663307	-78.679941181849600	-1.626571456813702	0.000181328624791	0.000041534675489	0.229057466996410	0.727548846604378	-1	3	2	3	3	4	5	4	5	6	7	9	7	8	10	0	3	1	3	3	2	3	5	5	6	10	14	9	9	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
11500	-68.734075444258366	-66.939208018440468	-1.794867425817905	0.000073687576769	0.000013101219721	0.177794145166725	0.911820365987031	0	2	1	3	4	3	4	3	4	5	5	7	7	10	10	0	3	1	3	8	2	4	2	8	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12000	-66.926423240875124	-65.505720279039281	-1.420702961835843	0.000081057775410	0.000029967565820	0.369706245558455	0.990349320942117	-1	1	2	3	4	4	4	3	5	5	6	8	8	10	8	0	1	2	2	8	2	3	2	8	6	6	9	9	12	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
12500	-69.213540542870348	-67.718853907799144	-1.494686635071210	0.000124672611545	0.000037204641836	0.298418725449740	0.759321864061240	0	1	2	2	5	4	4	3	4	5	6	9	7	9	9	0	1	2	2	8	3	4	3	8	6	6	8	9	5	8	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2
13000	-64.767771417141105	-62.923515110097185	-1.844256307043922	0.000148321228995	0.000024724007603	0.166692305411855	0.859258474809328	0	2	3	2	5	3	4	3	4	5	6	10	7	10	9	0	1	2	1	8	2	4	2	8	6	6	13	8	13	13	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
13500	-77.046043387668149	-75.250943319670071	-1.795100067998079	0.000100715729108	0.000017901079562	0.177738668234880	0.906181253567426	-1	0	1	2	4	4	3	3	5	5	7	7	6	9	10	0	1	2	3	8	2	4	3	8	6	10	8	9	5	14	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1
14000	-65.466414804789991	-63.997638989241302	-1.468775815548693	0.000091666734607	0.000029220292233	0.318766588095386	0.906419066954452	-1	1	2	2	4	3	3	3	5	6	6	8	6	9	9	0	1	2	2	8	2	4	3	8	6	6	5	5	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
14500	-71.133984457546461	-69.755628605392161	-1.378355852154303	0.000082330756675	0.000037122840053	0.450898808079506	0.878080184852953	0	1	2	3	4	4	4	3	4	5	6	8	7	8	7	0	1	2	2	8	3	4	2	8	6	6	8	8	15	5	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
15000	-62.652364603741830	-60.968804182517076	-1.683560421224752	0.000118154012479	0.000024661294395	0.208721598846176	0.988685986022270	0	1	2	3	5	4	5	3	5	5	6	9	8	8	10	0	1	2	3	8	3	4	2	8	6	6	14	9	9	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-61.724112387862618	-60.337168725731743	-1.386943662130878	0.000057902506647	0.000024794103173	0.428204314603778	0.910639599671265	-1	1	2	3	5	4	4	3	5	5	6	8	7	9	9	0	1	2	2	8	2	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-57.601028761884152	-55.979933065020852	-1.621095696863303	0.000081822122833	0.000018919686591	0.231229476040991	0.979744562791267	0	1	2	3	5	3	4	3	4	5	5	7	6	9	9	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-73.597067788167266	-72.222363009782583	-1.374704778384682	0.000063182352526	0.000044333334470	0.701672740856847	0.706108025837038	0	1	3	2	5	4	4	3	5	5	6	8	7	9	10	0	1	2	2	8	2	4	2	8	6	6	8	9	9	12	1	1	2	1	1	2	1	1	1	1	1	3	1	2	1
17000	-79.179011377557885	-77.788160906008471	-1.390850471549416	0.000117015700074	0.000049083752811	0.419462967619896	0.790684336830383	-1	1	2	2	4	4	4	2	4	6	5	10	7	9	7	0	1	2	2	8	3	4	2	8	6	6	6	9	8	8	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3
17500	-81.286199908337764	-79.321504688239941	-1.964695220097829	0.000088764664914	0.000012804301281	0.144249981601695	0.798527773207225	-2	1	2	3	4	3	5	3	4	6	7	8	7	9	6	0	1	2	3	8	2	4	2	8	6	6	5	9	5	8	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2
18000	-66.733201870896536	-64.980115106703337	-1.753086764193195	0.000083839795886	0.000015788015256	0.188311709125868	0.911923960629539	-1	1	3	2	4	3	4	2	3	5	6	7	6	9	10	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
18500	-63.187827611950688	-61.825590301197295	-1.362237310753396	0.000072252919695	0.000043989011458	0.608819846225490	0.993560585906901	-1	1	2	3	5	3	4	3	5	6	5	8	7	9	9	0	1	2	2	8	2	4	2	8	11	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-74.619697176122074	-73.258817389000569	-1.360879787121499	0.000056405867319	0.000031749079572	0.562868387293146	0.925979869119719	0	1	3	3	4	4	4	3	5	6	6	10	8	10	6	0	1	2	2	8	3	4	2	8	6	6	13	9	15	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
19500	-67.785988702454262	-66.314023842906664	-1.471964859547594	0.000106372555558	0.000033620450035	0.316063197492728	0.844258511989399	0	3	1	2	4	3	4	3	5	5	5	9	8	9	10	0	3	1	3	8	3	4	3	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1
20000	-67.040681789323472	-65.628663537280588	-1.412018252042883	0.000116554123347	0.000044518720227	0.381957488491190	0.985163501893678	0	2	1	2	5	4	4	3	5	3	7	8	7	9	9	0	3	1	3	8	10	4	3	8	3	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
20500	-82.074716531698485	-79.685739064784016	-2.388977466914472	0.000112658430217	0.000010690857448	0.094896204640802	0.841286633689176	0	3	2	3	5	3	4	4	3	6	6	8	5	10	9	0	3	1	3	3	3	4	2	3	6	6	9	8	5	5	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2
21000	-66.365103114311452	-64.778964496061704	-1.586138618249747	0.000093767965683	0.000023086009655	0.246203588686083	0.878445728840475	-1	3	2	1	5	3	4	4	5	5	6	9	7	9	8	0	3	4	1	8	3	4	3	8	6	6	13	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
21500	-71.753983751443670	-70.240537051447404	-1.513446699996267	0.000120166526460	0.000034321914830	0.285619596751835	0.959860908162101	-1	2	1	3	4	2	4	3	5	5	7	9	6	8	9	0	3	1	2	8	3	4	3	8	6	6	13	9	5	14	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
22000	-65.524900799138962	-63.929181966310310	-1.595718832828648	0.000116587651210	0.000028202004418	0.241895296157718	0.819037267495173	0	1	3	3	5	4	5	3	4	6	6	7	7	10	9	0	1	2	2	8	3	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
22500	-62.142496974522452	-60.753945322102403	-1.388551652420051	0.000097722874604	0.000041484368913	0.424510321470049	0.974264628619188	0	2	1	3	4	3	5	3	4	5	4	7	7	9	9	0	3	1	3	8	2	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-78.407331178955090	-77.045884067884913	-1.361447111070174	0.000066295346416	0.000036153709730	0.545343099999857	0.635254831539948	0	3	1	3	4	3	5	3	4	4	7	9	6	7	9	0	3	1	3	8	3	4	3	8	6	6	5	9	8	5	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2
23500	-56.827753532959306	-55.329742452848102	-1.498011080111203	0.000096203793328	0.000028480762798	0.296046151741559	0.966498245792517	0	2	1	2	4	3	4	3	5	5	6	8	7	10	10	0	3	1	3	8	3	4	3	8	6	6	9	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-72.324031891690524	-70.859619783151814	-1.464412108538705	0.000100779278338	0.000032508360004	0.322569882819813	0.895261397694920	-2	3	1	3	5	3	4	3	5	5	6	9	7	9	9	0	3	1	3	8	3	4	3	8	6	6	8	9	13	5	1	1	1	1	1	1	1	1	1	1	2	3	2	1	2
24500	-66.038548009251016	-64.522370850918634	-1.516177158332379	0.000104232808884	0.000029588391817	0.283868314914735	0.921549931939400	0	1	2	3	5	3	5	4	5	5	6	7	7	9	9	0	1	2	2	8	2	4	3	8	6	6	8	9	12	8	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
25000	-63.278649607955458	-61.867456117383597	-1.411193490571860	0.000068718575435	0.000026332629334	0.383195215666600	0.910942328720880	-1	1	2	2	5	4	5	3	4	5	7	8	6	9	9	0	1	2	2	8	3	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-67.829584936290360	-66.398215239774771	-1.431369696515582	0.000066272332467	0.000023612417248	0.356293740820989	0.943823728978180	0	2	1	3	5	4	4	3	4	6	6	9	6	8	9	0	3	1	3	8	2	4	3	8	6	6	5	9	5	8	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3
26000	-64.206094960893921	-62.722428782848141	-1.483666178045786	0.000071775301465	0.000022009602899	0.306645913697259	0.968916470388553	0	2	1	3	5	4	5	3	5	3	5	7	8	9	9	0	3	1	3	8	10	4	3	8	3	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-79.914097399912649	-78.545287722032896	-1.368809677879750	0.000095255684222	0.000063558261666	0.667238518994957	0.780838259176869	0	2	1	2	2	4	5	4	4	5	6	8	7	7	8	0	3	1	1	3	2	4	5	5	6	4	8	9	9	14	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
27000	-68.710424148592580	-67.338168172043353	-1.372255976549221	0.000106504463134	0.000050236575058	0.471685163044725	0.880790604339268	0	3	1	3	3	3	5	4	5	5	6	8	7	8	6	0	3	1	3	3	3	4	5	8	6	10	15	9	5	8	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
27500	-66.024239579019635	-64.512085058676959	-1.512154520342678	0.000095553114832	0.000027371919769	0.286457639998695	0.954852153494501	-1	2	1	3	3	4	4	4	5	6	6	7	6	9	9	0	3	1	2	2	2	4	5	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
28000	-72.472243598940196	-70.107472353149433	-2.364771245790767	0.000102760452438	0.000009960779032	0.096932027798576	0.855292115001010	0	1	3	3	4	4	5	3	5	5	7	8	6	9	8	0	1	2	2	8	3	4	2	5	6	6	5	9	5	8	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
28500	-68.553112736778857	-67.164036665863705	-1.389076070915148	0.000107239455589	0.000045398281624	0.423335621903634	0.927780758510654	-1	0	2	1	4	3	4	3	5	5	5	7	7	9	8	0	1	2	2	8	3	4	2	5	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-72.432745943030156	-70.689842002052885	-1.742903940977271	0.000137521941234	0.000026274320398	0.191055479307866	0.947145845930180	-2	2	1	3	4	4	4	3	5	6	7	10	7	6	9	0	3	1	3	8	2	2	3	8	6	6	15	9	8	13	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
29500	-69.333855592346652	-67.850789223420605	-1.483066368926040	0.000073320968098	0.000022517653252	0.307110692021136	0.768468547066419	-1	1	2	3	5	3	5	3	5	5	7	8	7	9	9	0	1	2	3	8	2	4	2	8	6	6	5	9	12	9	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2
30000	-61.538335749665315	-58.823611373151337	-2.714724376513979	0.000150044557486	0.000010930028105	0.072845215371540	0.887844578547631	0	1	3	3	4	4	4	3	5	6	6	9	7	9	10	0	1	2	2	8	3	4	2	8	6	6	13	9	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-75.620095838044790	-74.161991318435597	-1.458104519609199	0.000140298763557	0.000046059482671	0.328295713395778	0.831731476532587	0	1	2	2	5	2	4	3	4	6	5	9	7	9	8	0	1	2	2	8	2	4	2	8	11	6	5	9	8	13	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1
31000	-68.435448320419738	-66.847413173011645	-1.588035147408090	0.000124611636364	0.000030571901479	0.245337452996787	0.854303148782080	0	1	3	2	4	3	4	2	4	6	6	8	7	9	9	0	1	2	2	8	2	4	2	8	6	6	5	9	13	5	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
31500	-64.131720581133067	-62.238185181710307	-1.893535399422766	0.000097580267759	0.000015301388729	0.156808226500712	0.949534669184212	-1	1	2	3	5	3	4	3	5	5	6	9	7	9	9	0	1	2	3	8	2	4	2	8	6	6	13	9	13	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
32000	-68.992788788323352	-66.430092503642570	-2.562696284680788	0.000119872823491	0.000009834888524	0.082044355321012	0.914037944077697	-1	1	2	3	4	4	5	2	4	5	7	8	6	10	10	0	1	2	2	8	3	4	2	8	6	10	5	9	12	12	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
32500	-70.002642830056331	-67.491539159197231	-2.511103670859107	0.000074731035468	0.000006394592925	0.085568102792246	0.957651800447125	0	1	2	2	4	3	4	3	5	5	6	8	7	6	10	0	1	2	2	8	2	4	2	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
33000	-71.618668951751786	-70.150282497043690	-1.468386454708091	0.000081409158715	0.000025977741416	0.319100968805234	0.924296054989075	0	1	3	3	5	3	5	2	4	6	6	7	6	9	9	0	1	2	2	8	2	4	2	8	6	6	8	9	12	13	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
33500	-73.935256232604999	-71.927169828379931	-2.008086404225064	0.000143070100807	0.000019660838835	0.137421017557596	0.587644456577544	0	1	2	2	4	3	4	2	5	5	6	9	8	8	10	0	1	2	2	8	3	4	2	8	6	10	5	5	5	12	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1
34000	-76.217487066940649	-74.563420865115603	-1.654066201825048	0.000133240416671	0.000029148106829	0.218763251851589	0.621806584798487	0	1	2	3	5	3	4	3	4	6	6	9	7	10	7	0	1	2	2	8	2	4	2	8	6	6	9	9	15	8	1	1	1	1	2	1	1	1	1	2	2	3	1	1	2
34500	-68.201692966858730	-66.796062570252602	-1.405630396606131	0.000084481937029	0.000033111447171	0.391935227050817	0.731214085611157	-1	1	2	2	5	4	4	3	4	6	6	9	7	9	10	0	1	2	2	8	2	4	3	8	6	6	5	9	5	5	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3
35000	-69.930128909545189	-68.350003966516653	-1.580124943028544	0.000078964754050	0.000019661827123	0.248994977061000	0.796658463789011	1	2	3	3	5	3	4	3	5	5	6	7	6	10	8	0	1	2	2	8	2	4	2	8	6	6	5	9	8	12	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
35500	-67.262003438613092	-65.822610206163176	-1.439393232449922	0.000072367884776	0.000025122891309	0.347155252457430	0.848593195846765	0	1	2	3	5	4	4	3	4	6	6	8	7	6	9	0	1	2	2	8	2	4	2	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
36000	-72.402863159326046	-70.997073755860754	-1.405789403465293	0.000087820092605	0.000034396960384	0.391675291646886	0.872551753305731	0	1	3	3	2	3	4	3	5	4	6	10	7	10	8	0	1	2	2	2	2	4	5	8	6	6	15	9	15	9	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
36500	-67.424100777197893	-65.867836962494209	-1.556263814703689	0.000064927851116	0.000016933404126	0.260803396926857	0.949955281230805	0	2	1	2	4	3	4	3	5	5	6	7	7	9	8	0	3	1	3	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
37000	-73.113657576912956	-71.594238636509232	-1.519418940403725	0.000110028922709	0.000031008645296	0.281822674732250	0.855911437798940	-1	3	1	2	5	4	5	4	3	6	6	8	6	10	9	0	3	1	3	8	3	4	9	3	6	6	5	9	12	8	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2
37500	-64.108863204767403	-62.700701130132586	-1.408162074634810	0.000121555104389	0.000047147543970	0.387869717255901	0.947428377713652	0	2	1	2	5	3	4	3	5	5	7	8	7	10	7	0	3	1	3	8	3	4	2	8	6	6	5	9	12	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
38000	-59.585441815302026	-58.148389291890311	-1.437052523411713	0.000051061627959	0.000017858638162	0.349746744774169	0.971805937463988	0	1	3	2	5	3	4	3	4	5	6	8	7	9	10	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-66.842824332808178	-65.479676588403109	-1.363147744405064	0.000095754457819	0.000059403576473	0.620374004789123	0.930966981072414	-1	0	1	3	5	4	4	3	4	5	7	8	7	10	10	0	1	2	3	8	3	4	3	8	6	10	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39000	-60.377350531281131	-58.836496858842885	-1.540853672438244	0.000112784573903	0.000030354191095	0.269134244552471	0.945288325527253	0	1	2	3	4	3	5	3	5	5	5	8	7	9	10	0	1	2	2	8	2	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
39500	-74.222041221069802	-72.820734454605287	-1.401306766464513	0.000067326928465	0.000054746054576	0.813137563594893	0.590790494087839	0	1	2	2	4	3	4	3	5	6	6	9	7	7	10	0	1	2	2	8	3	4	3	8	6	6	8	9	8	12	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1
40000	-72.529842963216893	-70.700039874321604	-1.829803088895292	0.000080470804086	0.000013664508610	0.169807034554552	0.748532673978514	-3	1	2	2	4	3	4	3	5	5	6	9	7	9	9	0	1	2	2	8	3	4	2	8	6	6	5	9	9	5	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2
40500	-71.012820779420039	-69.651949188958767	-1.360871590461272	0.000098910833287	0.000055734965214	0.563486964591569	0.630678954090450	0	1	2	2	5	3	4	3	5	6	5	9	6	9	7	0	1	2	2	8	2	4	2	8	11	6	5	9	8	5	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
41000	-65.122044069903822	-63.545532593807017	-1.576511476096798	0.000141421460472	0.000035455225298	0.250706117583769	0.854960414684929	0	1	2	3	5	4	4	3	4	5	6	9	7	10	9	0	1	2	2	8	2	4	2	8	6	6	13	9	5	13	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
41500	-60.659190010570349	-58.932073921198295	-1.727116089372050	0.000116244208891	0.000022721597201	0.195464336829930	0.998492758504126	0	1	2	3	4	4	4	3	5	5	6	8	6	9	9	0	1	2	3	8	3	4	3	5	6	6	13	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-77.854431434912541	-76.450033225111795	-1.404398209800751	0.000103960603112	0.000040957496380	0.393971323312108	0.940493193076015	-1	1	2	3	3	4	4	4	4	3	7	9	5	9	9	0	1	2	3	2	10	4	5	5	2	6	13	9	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
42500	-66.168575625708115	-64.575936605388065	-1.592639020320050	0.000144671799520	0.000035193195906	0.243262308362659	0.878851400728371	-1	1	2	2	5	4	4	3	5	3	7	7	7	9	9	0	1	2	2	8	10	4	2	8	2	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
43000	-82.686798834734788	-81.282906858823651	-1.403891975911141	0.000090032286287	0.000035546481887	0.394819273756295	0.499514329193922	0	1	2	3	5	3	5	3	4	5	6	9	8	8	8	0	1	2	2	8	2	4	2	8	2	6	3	9	5	5	1	1	1	1	1	2	2	1	1	2	2	3	2	2	1
