step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-407.526451833250292	-414.381939784209692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549266387774999	1	2	5	3	3	4	5	5	5	7	7	6	7	7	8	5	7	7	9	8	10	7	8	10	9	11	10	10	12	11	14	12	12	13	13	14	14	14	16	15	15	16	16	16	14	14	16	16	16	17	16	15	16	18	17	17	18	17	17	18	19	19	17	18	18	20	22	24	25	23	23	27	0	1	1	2	1	1	6	5	4	5	16	8	16	3	11	1	3	16	11	5	15	3	3	11	3	22	5	25	27	21	26	24	20	15	0	21	32	32	23	32	0	34	46	36	32	21	17	31	32	32	41	30	15	39	43	46	49	32	32	52	30	42	39	45	44	63	52	50	0	65	65	69	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	3	1	1	1	2	2	1	2	1	2	2	3	1	1	1	2	1	2	2	1	2	1	2	3	2	1	2	1	1	1	2	6	2	2	2	1	2	4	2	1	2	1	2	3	1	4	2	1	2	1	2	3	3	1	1	2	1
5500	-402.216189577051011	-409.071677528010412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596987613100137	1	3	5	5	5	5	4	6	7	5	6	7	8	6	8	8	7	6	8	7	9	10	10	9	10	10	9	11	12	13	13	11	11	13	13	11	13	13	16	15	15	13	15	15	15	14	16	15	15	16	17	17	14	18	17	17	19	19	19	19	20	17	17	19	18	20	20	24	24	23	24	26	0	1	1	2	1	1	1	10	4	1	5	6	7	7	11	10	10	5	11	7	11	3	17	19	20	13	20	27	27	21	22	24	8	19	0	10	32	32	10	32	0	19	30	34	38	36	33	22	37	32	41	46	34	47	44	44	45	49	49	46	62	53	47	49	34	63	34	50	0	65	65	69	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	2	2	1	3	2	1	2	1	2	4	2	1	3	1	2	1	2	2	4	1	2	2	1	1	1	1	1	2	2	2	2	2	2	1	1	3	2	3	3	1	2	4	1
6000	-414.872653564136670	-421.728141515096070	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469737831715835	1	3	6	4	4	5	4	4	7	4	6	6	7	6	9	7	8	7	8	8	9	8	6	9	10	10	10	11	11	12	14	11	12	13	12	13	14	13	14	15	14	16	15	15	15	14	16	16	15	15	16	16	16	19	18	17	19	18	19	17	20	17	18	20	19	21	20	22	24	24	25	27	0	1	10	2	1	1	1	1	4	1	6	7	7	7	11	10	16	10	11	23	11	6	10	11	20	22	3	8	13	15	26	24	25	11	0	21	32	32	13	32	0	30	36	36	32	15	39	26	32	32	41	30	34	39	43	44	37	37	40	30	62	53	47	40	44	47	42	58	0	65	65	69	1	1	1	1	2	2	2	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	1	2	6	1	1	2	1	1	3	1	2	2	2	3	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	3	2	2	3	2	1	1	3	2	3	2	3	1	3	3	1
6500	-419.513339175748115	-426.368827126707515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632476472383354	0	2	3	4	5	4	6	5	6	6	6	7	8	8	9	8	8	8	8	8	10	10	10	9	10	9	10	11	12	12	13	11	12	12	14	11	13	14	17	14	15	14	16	14	16	14	16	16	16	16	17	16	16	19	17	16	18	16	18	19	20	19	18	19	19	21	21	24	24	23	24	27	0	1	1	2	1	3	6	1	4	8	6	3	5	7	11	6	10	6	11	7	19	26	16	11	8	6	6	20	25	19	22	24	25	21	0	21	32	32	17	37	0	36	46	30	38	36	16	31	37	32	41	10	34	39	36	34	49	32	38	58	53	53	39	59	55	63	53	50	0	65	65	69	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	1	4	1	1	2	1	1	2	1	4	2	1	2	2	5	2	1	3	2	1	3	2	2	2	1	1	1	1	2	2	4	1	3	3	2
7000	-389.984084042025415	-396.839571992984816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656616409834129	1	2	4	4	3	3	6	5	6	7	7	7	8	8	8	8	8	8	9	9	9	9	9	9	10	10	10	11	12	12	13	12	12	13	14	12	14	13	16	15	14	14	15	16	16	14	15	17	16	16	16	17	16	17	17	18	18	18	17	17	19	19	17	18	18	21	21	23	25	24	24	27	0	1	1	2	1	1	3	5	4	6	6	8	7	7	10	11	6	12	10	1	11	8	16	11	10	7	20	27	20	19	17	24	25	30	0	15	32	32	23	32	0	21	36	36	40	36	26	26	38	38	41	30	36	47	43	34	49	45	32	15	53	53	47	45	42	47	52	57	0	65	65	69	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	4	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	3	2	1	2	1	2	1	1	2	4	2	2	1	2	2	1	1	3	1	1	3	4	2	2	2	1	2	3	2	2	1	2	3	1
7500	-406.840807673203471	-413.696295624162872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549859603272834	1	2	5	4	3	4	5	5	6	6	7	6	8	7	8	8	7	8	9	8	10	8	10	10	10	10	9	10	11	12	14	11	13	13	14	13	14	12	15	15	14	15	15	15	14	14	14	16	16	15	15	15	16	18	17	18	18	18	17	18	19	17	17	19	18	20	21	24	24	23	25	28	0	1	1	2	1	1	1	6	2	1	1	6	7	10	6	17	10	6	6	14	15	6	16	19	13	6	9	20	27	19	26	24	25	21	0	30	32	32	47	38	0	21	36	36	38	19	10	31	24	32	41	21	30	63	42	42	37	32	50	52	53	53	39	50	44	63	52	57	0	65	65	69	1	1	2	1	1	2	2	1	3	3	5	1	2	1	2	1	1	2	2	1	2	2	1	1	1	3	2	1	2	2	2	1	2	2	1	1	2	1	1	2	1	3	1	1	1	3	3	1	3	2	1	2	2	1	1	2	2	3	2	2	2	1	1	2	2	2	2	3	1	2	3	2
8000	-393.927031564945480	-400.782519515904880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603730078004880	1	2	4	4	4	3	5	6	5	5	7	5	7	7	6	7	8	7	8	8	10	10	9	10	11	10	10	11	10	12	13	12	13	13	13	11	13	13	17	16	15	16	15	15	15	14	16	15	16	15	16	15	14	18	17	18	18	18	19	19	19	18	17	20	17	20	22	23	24	23	25	26	0	1	1	2	1	1	3	3	4	6	15	3	10	7	6	10	6	8	11	7	15	8	16	19	20	3	20	27	20	36	26	24	25	19	0	11	32	32	33	38	0	30	34	46	32	30	48	22	38	32	41	17	36	47	43	44	49	50	50	34	53	53	47	38	52	63	43	40	0	52	65	69	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	3	1	1	1	1	2	1	2	2	1	2	1	1	3	2	1	2	1	1	1	1	1	3	2	2	1	3	2	1	1	1	1	2	3	3	3	2	1	3	1	2	4	3	1	5	3	1
8500	-392.776890394997565	-399.632378345956965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584950524762884	1	3	3	4	5	4	5	5	7	6	6	7	8	8	8	9	7	7	7	7	9	9	8	8	10	11	9	12	12	12	14	11	12	14	13	13	13	14	16	13	16	15	15	13	15	11	14	17	16	16	17	16	14	18	17	17	18	19	18	17	18	18	17	19	19	20	22	25	23	23	24	28	0	1	1	2	3	3	1	3	4	6	6	3	7	7	19	10	10	10	11	5	11	12	17	19	20	22	20	27	27	24	26	24	25	21	0	46	32	32	30	32	0	30	30	30	40	21	17	31	42	32	41	34	30	39	43	44	37	49	32	36	53	53	39	45	56	63	53	49	0	65	65	69	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	1	1	4	2	1	2	1	1	2	1	1	2	3	2	4	2	2	2	1	2	1	2	4	5	1	3	2	3
9000	-399.336025639638422	-406.191513590597822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564866677302097	1	3	5	4	3	4	4	5	6	6	6	7	8	7	8	8	9	7	9	8	9	10	9	9	10	10	10	11	12	13	13	13	12	13	13	13	14	12	15	16	15	15	15	14	15	14	14	16	16	16	17	16	15	18	17	17	17	19	19	18	20	19	16	20	19	20	22	25	24	22	25	26	0	1	1	2	1	1	5	1	4	3	3	8	7	7	11	8	10	5	15	7	11	8	16	11	7	8	7	25	27	19	22	38	25	15	0	11	38	19	10	32	0	46	30	36	36	34	23	26	38	38	41	30	30	47	52	44	40	32	40	42	62	53	47	32	44	63	34	67	0	65	65	69	1	1	2	1	2	2	1	2	1	1	1	2	2	2	1	1	2	2	1	2	2	2	1	1	2	2	2	1	2	3	2	1	1	2	1	4	1	2	5	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	1	2	1	1	1	2	1	3	3	2	4	2	1	2	3	1
9500	-387.368910267647436	-394.224398218606837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709032870913699	1	2	6	4	4	3	6	5	6	6	7	6	9	7	8	9	9	7	9	8	9	8	10	10	10	10	10	11	12	11	12	13	13	12	12	13	13	12	14	15	16	15	14	16	16	13	17	17	15	15	17	17	16	19	18	18	17	19	17	18	20	18	15	19	19	20	21	24	24	23	25	27	0	1	1	2	6	1	6	1	4	5	6	8	7	7	6	7	10	8	11	7	15	8	10	19	20	22	20	13	27	19	22	38	25	24	0	30	38	24	3	38	0	34	16	42	38	30	63	26	38	38	41	19	46	63	43	44	50	32	50	30	52	53	39	50	44	47	55	64	0	65	70	69	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	2	1	1	2	1	2	1	2	4	2	2	1	4	2	1	2	1	1	2	1	2	2	1	1	2	2	2	1	2	1	2	2	2
10000	-368.600026766234407	-375.455514717193807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760961692407141	0	2	5	5	4	5	6	6	4	7	7	7	8	8	8	8	8	8	8	9	9	8	9	9	11	10	10	11	11	11	11	12	12	12	13	13	13	13	15	15	16	15	16	15	15	14	17	15	14	15	17	16	16	17	18	17	18	17	19	18	20	19	16	18	19	20	21	24	25	23	22	27	0	1	5	9	1	5	1	5	2	3	6	3	7	7	11	5	6	6	3	13	11	7	10	5	20	22	20	27	27	15	8	24	25	15	0	30	32	32	31	38	0	30	36	34	32	30	63	26	38	32	41	46	46	39	21	44	49	40	58	52	53	53	39	50	44	63	42	57	0	65	65	69	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	2	2	2	3	1	2	1	1
10500	-389.877763269262232	-396.733251220221632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640902193031814	1	3	4	5	5	3	6	5	7	6	7	7	8	8	9	8	8	6	8	8	8	10	9	10	10	10	10	11	12	12	12	11	13	13	14	14	14	13	17	15	16	14	16	15	16	14	14	16	13	16	17	17	15	19	18	17	18	19	19	18	18	18	16	19	17	21	22	23	25	24	23	28	0	1	1	2	3	1	3	3	4	6	3	3	7	7	11	18	7	6	11	7	11	8	16	19	13	8	20	3	27	11	8	24	22	15	0	30	32	24	63	49	0	30	42	34	49	30	5	31	32	49	41	46	42	47	43	44	38	50	40	19	53	53	47	45	44	63	52	58	0	71	65	69	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	3	2	2	3	1	2	2	1	1	2	2	1	1	1	2	1	1	2	1	4	2	1	2	1	1	1	3	1	1	3	3	2	4	2	2	1	2	1	2	2	2	1	1	3	2
