step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
5000	-493.109324345886080	-491.607997048273887	-1.501327297612216	0.000015249347667	0.000016854932641	1.105288764393955	0.655863223052574	-2	1	3	2	8	7	9	8	7	9	10	12	10	9	11	13	11	13	14	13	12	14	15	13	14	15	13	13	15	15	14	15	16	16	17	18	17	17	18	18	17	18	17	19	15	18	18	16	18	19	19	18	18	20	21	20	19	20	19	20	20	19	20	21	23	21	23	22	21	23	21	22	22	21	22	24	23	24	25	26	0	1	2	2	3	3	9	6	3	9	8	15	9	8	9	13	13	7	7	7	14	14	18	17	20	19	15	7	7	28	13	28	19	18	14	26	45	29	23	26	29	30	33	24	27	45	34	21	37	38	38	38	19	44	40	44	43	38	40	31	47	48	52	53	58	62	46	46	56	61	62	62	52	52	59	58	71	74	77	67	1	2	1	1	3	2	1	1	2	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	1	1	1	2	2	1	2	2	1	2	3	2	2	1	1	2	1	1	1	3	2	1	1	2	1	2	1	1	2	1	2	1	1	2	1	4	1	2	1	2	2	1	2	2	1	1	1	1	2	2	2	2	1	2	2	2
5500	-486.905021124320285	-485.538643894949701	-1.366377229370564	0.000022503284263	0.000014625978858	0.649948633578855	0.607654245824914	-1	1	2	2	8	6	9	8	7	10	10	10	9	12	10	13	12	12	11	13	14	14	15	14	15	15	12	12	13	14	15	14	14	17	16	17	18	17	18	16	15	18	17	18	16	19	18	18	17	20	19	19	16	21	20	20	19	21	20	20	20	20	20	21	22	21	24	23	21	23	22	22	21	21	24	24	24	23	25	27	0	1	1	2	3	3	9	6	6	13	8	9	9	11	9	10	13	9	5	28	14	14	18	17	28	19	15	7	7	15	28	12	19	18	21	33	45	28	23	26	7	30	33	24	27	45	7	35	45	38	38	38	33	44	40	31	43	50	26	31	34	48	52	53	38	62	46	46	56	61	62	62	52	38	59	50	71	74	77	67	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2	1	1	1	3	2	1	3	2	2	3	2	1	4	1	1	2	1	2	1	1	2	3	1	1	2	2	1	2	1	2	2	1	2	3	1	1	1	1	1	1	2	1	2	1	1	2
6000	-436.831663654012289	-435.245602063792944	-1.586061590219330	0.000050873426042	0.000012527016905	0.246238908594434	0.681776055946812	-1	1	4	2	7	6	8	6	7	9	9	11	10	11	11	13	11	13	14	12	14	15	16	14	15	15	14	13	14	15	16	14	16	16	16	18	17	17	17	17	17	17	16	18	16	18	17	17	17	19	19	18	18	21	20	19	17	20	19	19	19	19	21	20	23	20	23	24	21	21	21	21	22	21	24	24	23	23	25	26	0	1	2	2	3	3	9	3	3	9	8	7	9	11	10	17	13	12	28	7	11	14	18	13	28	19	15	9	12	28	28	28	19	18	21	40	45	28	23	26	29	30	19	24	27	27	34	22	27	38	38	38	43	44	43	31	33	38	40	31	34	48	52	53	58	62	46	46	56	61	62	62	58	52	59	50	62	74	77	67	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	2	3	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	1	2	2	1	1	3	3	1	1	1	1	1	1	2	2	2	2	1	2
6500	-479.985969568439259	-478.418031957998323	-1.567937610440959	0.000094380998401	0.000024055156634	0.254872877398577	0.661202621706923	0	1	4	2	9	6	7	7	8	10	9	11	10	12	11	13	12	12	13	11	12	14	15	13	14	15	13	12	13	14	16	15	15	17	16	18	17	17	19	17	17	18	17	18	16	18	17	18	17	20	18	19	18	21	20	19	20	21	20	20	21	19	21	21	22	19	22	23	21	23	21	21	23	21	24	23	23	23	24	25	0	1	4	2	3	3	3	6	7	9	8	9	7	11	9	12	13	12	15	5	8	21	18	13	7	19	7	5	9	12	7	29	19	23	14	19	27	20	23	7	27	37	33	24	27	45	18	35	45	51	40	29	43	31	33	44	43	50	33	31	39	35	52	19	63	21	45	46	56	61	62	62	52	52	26	65	71	74	77	68	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	3	2	4	1	2	1	2	2	2	4	2	3	2	1	1	2	1	1	2	2	1	1	1	2	1	2	2	1	2	1	2	2	1	2	1	4	1	4	2	2	1	1	1	1	2	1	4	1	1	2	1	1
7000	-521.115287508065080	-519.509355181331784	-1.605932326733274	0.000163963624853	0.000038937804545	0.237478310082089	0.536303479873479	-1	1	4	2	8	6	9	7	8	9	10	11	10	11	12	13	11	12	14	12	13	14	16	13	15	15	13	12	15	16	16	14	14	16	16	16	17	17	18	18	17	17	15	18	16	18	18	17	18	20	18	18	17	21	20	19	20	21	21	21	19	20	21	22	22	21	22	23	21	24	22	21	22	21	24	23	24	22	22	25	0	1	2	2	6	3	5	6	3	6	8	7	9	8	3	13	13	7	12	14	8	14	20	13	28	12	12	7	28	18	13	28	20	29	21	33	45	23	34	36	7	31	28	13	27	37	29	22	37	38	29	23	19	29	19	41	43	41	40	56	51	35	52	47	12	35	51	69	28	69	62	62	52	51	40	50	79	69	66	68	1	1	1	1	1	1	1	1	3	2	2	1	1	2	4	2	1	2	1	1	2	2	3	2	1	2	1	2	1	2	3	1	1	1	2	1	1	1	1	1	3	1	2	3	1	1	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	8	2	2	1	4	1	1	1	2	2	3	1	2	1	1	1
7500	-515.294672312418584	-513.319903259253465	-1.974769053165083	0.000174110927224	0.000024830536163	0.142613313009833	0.574186923160608	0	2	3	1	8	6	8	4	6	9	10	11	10	12	10	13	11	11	15	13	14	15	16	14	14	14	13	14	15	15	16	13	14	16	16	17	17	16	18	17	16	19	17	18	15	16	18	18	16	18	19	18	17	21	21	21	18	20	21	19	20	20	21	20	23	20	23	23	21	23	21	23	23	22	25	22	24	23	25	26	0	1	1	1	9	8	9	3	3	7	5	15	7	6	10	13	13	7	18	7	20	20	28	16	7	14	14	18	12	13	24	14	18	20	11	19	49	30	23	30	28	44	26	24	32	29	34	21	25	38	10	38	26	60	33	29	26	53	33	17	47	35	52	43	50	48	46	55	51	56	66	66	63	50	59	52	71	74	77	67	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	2	1	2	1	2	1	2	1	1	3	1	1	1	3	2	1	1	2	1	3	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	5	1	3	1	3	4	2	1	3	4	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2
8000	-490.319194758494007	-488.820588830538782	-1.498605927955240	0.000108999243514	0.000032223080705	0.295626645343468	0.591704426970635	-1	1	1	2	8	6	9	7	7	9	9	11	11	12	10	13	11	13	15	14	13	14	15	13	15	15	13	13	13	15	14	14	16	16	17	16	15	16	18	16	16	18	17	18	16	18	18	17	16	19	19	18	17	22	20	20	19	20	21	20	19	21	20	22	21	19	24	22	22	23	22	23	23	20	24	23	23	23	25	27	0	1	1	2	6	3	5	6	3	9	8	7	7	11	10	13	7	10	12	28	6	14	10	13	28	7	12	17	13	20	10	29	29	18	11	28	13	20	23	19	32	45	26	24	12	37	34	21	27	38	52	38	19	44	33	44	19	51	36	31	34	66	50	53	51	35	60	46	56	47	66	62	65	34	41	52	71	74	77	67	1	1	1	1	1	2	1	1	3	2	1	1	2	2	1	1	1	2	2	1	4	1	2	1	1	3	1	1	1	1	2	1	1	2	4	1	2	1	2	1	1	1	1	2	3	2	1	1	2	2	1	2	1	1	1	1	2	1	2	3	2	1	1	2	1	1	2	2	1	2	2	1	1	3	4	4	1	2	2	1
8500	-507.571762617011188	-505.502944039989245	-2.068818577021958	0.000152550880589	0.000019639933062	0.128743491915054	0.571003118687055	0	2	4	2	8	6	9	7	8	9	9	10	10	12	11	12	10	11	14	12	13	14	15	13	14	13	14	14	15	16	16	11	16	15	17	18	17	17	18	16	16	18	18	19	16	18	18	17	17	19	20	18	17	22	21	19	18	19	18	21	20	21	18	20	22	19	23	23	22	23	21	23	20	20	25	24	23	23	25	25	0	1	1	1	3	3	6	3	6	9	8	9	9	8	5	13	9	6	26	12	6	14	7	13	20	7	9	7	9	29	24	7	19	18	22	33	45	27	18	26	27	28	53	15	15	29	45	14	29	38	52	14	29	44	29	31	28	38	40	56	47	66	38	33	58	35	50	45	39	61	48	62	58	50	52	63	71	74	77	67	1	1	1	1	1	2	2	1	1	1	1	1	1	2	3	1	1	1	1	1	3	1	3	2	1	1	3	2	3	1	1	1	1	2	2	1	1	1	3	2	1	2	1	4	2	1	1	2	1	2	1	3	1	2	3	2	2	1	1	1	1	2	1	4	2	1	2	3	2	2	2	1	1	1	4	2	1	2	2	1
9000	-571.278186667893124	-569.358941969476859	-1.919244698416215	0.000182191198635	0.000027703458922	0.152057064937063	0.491983968831595	0	1	3	2	8	6	8	8	5	10	9	12	9	12	12	13	11	12	13	13	14	14	14	13	13	13	11	15	14	15	14	15	15	16	16	17	17	18	18	17	17	19	17	17	15	18	17	16	18	17	19	18	18	22	21	20	20	20	20	19	20	20	20	22	23	18	23	23	20	23	19	22	23	20	23	23	24	22	21	26	0	1	1	2	3	3	9	6	3	9	8	27	9	11	17	5	10	10	7	3	11	20	20	13	5	13	9	12	18	12	17	16	19	18	11	33	45	29	23	33	26	30	34	27	27	34	20	6	45	16	34	32	43	44	40	24	20	7	12	41	26	71	41	53	41	35	41	55	28	45	66	62	51	16	41	26	79	58	62	46	1	1	1	1	2	2	2	1	1	3	1	1	3	2	1	3	1	2	2	4	2	1	1	1	1	2	2	2	1	1	1	2	1	2	3	1	1	2	2	1	2	2	1	3	1	1	2	5	2	2	2	2	1	3	3	3	4	4	3	1	4	1	2	2	3	1	3	1	2	3	1	1	2	4	3	3	2	1	1	4
9500	-585.290799455006777	-583.258913369988477	-2.031886085018308	0.000208299290639	0.000027892522161	0.133905987272752	0.557364093699957	-1	2	4	1	9	6	9	8	8	8	9	12	9	12	11	13	11	13	15	13	12	15	16	13	14	14	13	14	12	15	15	15	15	17	16	16	16	18	18	17	16	17	16	18	15	18	18	16	17	20	18	19	17	19	21	20	19	20	20	20	19	20	20	21	22	18	24	22	22	24	21	23	21	21	25	24	22	24	25	25	0	1	2	1	6	3	6	6	6	6	9	15	6	8	13	17	6	7	12	29	11	18	29	9	12	17	15	7	5	20	17	5	5	37	12	28	45	18	19	12	15	32	19	17	28	16	29	14	18	39	28	32	19	28	47	47	33	24	47	33	24	35	47	61	19	35	45	58	34	69	62	66	38	33	59	69	58	41	71	33	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	3	3	2	1	2	1	2	2	1	1	1	2	1	1	2	3	3	1	2	1	1	2	1	2	2	2	1	3	1	3	3	2	2	2	1	3	1	2	2	1	2	6	1	1	3	2	1	1	3	1	5	1	4	1	1	4	2	4	2	1	1	4	2	4
