step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15
86000	-71.055778837471266	-80.106622217922606	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.932038050847930	-5	0	3	9	24	9	18	24	28	34	48	56	62	59	72	0	1	2	2	7	2	4	4	7	8	10	11	14	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86500	-74.251941649845492	-83.302785030296832	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.810909881446555	0	4	10	8	15	12	15	21	23	37	41	60	57	54	68	0	1	1	1	4	2	6	5	6	8	10	13	14	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87000	-80.433194828444257	-89.484038208895598	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995996157117298	-6	2	10	0	19	11	16	15	23	34	47	48	60	55	68	0	1	2	1	3	1	4	3	8	5	10	10	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87500	-69.003529396734052	-78.054372777185392	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988129972425005	-2	7	8	9	4	14	13	22	30	37	47	60	62	56	71	0	1	1	5	1	4	2	7	8	9	10	14	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88000	-70.061055975147724	-79.111899355599064	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988386192181463	-3	5	4	12	19	11	11	23	22	41	47	59	61	57	69	0	1	1	2	7	2	2	4	5	5	10	11	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88500	-75.545705291333832	-84.596548671785172	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.771996330631250	1	4	7	10	20	12	17	25	23	34	37	53	59	57	64	0	1	1	2	4	3	4	5	3	9	10	11	12	12	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89000	-78.761472060936100	-87.812315441387440	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964154657085225	-1	4	9	4	19	14	17	24	25	26	36	62	60	52	70	0	1	4	1	4	3	4	6	5	5	8	14	14	8	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89500	-76.483531471098388	-85.534374851549728	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994101082364629	-5	2	4	7	12	4	17	23	30	38	43	60	55	53	62	0	1	2	6	1	1	4	3	8	9	10	13	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90000	-71.824726017406959	-80.875569397858300	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991826563403267	-3	2	5	5	20	15	13	21	25	38	42	62	51	59	66	0	1	1	1	6	3	2	6	7	9	10	14	11	13	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
90500	-72.720986440231229	-81.771829820682569	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.953109252634145	-4	2	6	11	17	12	5	22	26	41	43	62	57	54	67	0	1	1	7	6	7	1	4	5	9	10	13	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91000	-71.392121159475153	-80.442964539926493	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.913063179140919	-2	2	5	11	17	8	16	24	20	37	48	53	59	57	67	0	1	2	2	3	2	4	5	3	8	10	11	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
91500	-74.018748017025885	-83.069591397477225	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958397714534454	0	4	6	6	19	11	16	15	11	26	45	63	60	53	68	0	1	1	1	9	4	6	6	4	5	10	13	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92000	-72.330999815054213	-81.381843195505553	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989444142361979	-4	3	5	10	19	8	11	23	29	34	49	60	44	59	69	0	1	1	3	4	2	3	6	8	9	10	11	10	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92500	-73.139714696763079	-82.190558077214419	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978086612006792	-1	4	6	8	16	10	11	21	26	33	46	64	41	58	71	0	1	1	3	7	3	3	5	5	9	13	14	10	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
93000	-74.056745947680568	-83.107589328131908	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.933041963262043	0	7	6	6	17	12	20	21	27	37	43	58	61	48	66	0	1	1	1	4	4	5	5	5	6	10	14	12	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
93500	-74.976747295424147	-84.027590675875487	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.909981157036219	-5	-1	5	8	10	3	13	22	30	39	43	53	56	58	71	0	1	2	2	4	2	6	5	8	9	10	11	11	12	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94000	-69.413887367094588	-78.464730747545929	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.906732999277824	0	3	5	10	20	13	12	16	27	42	47	57	55	60	68	0	1	1	2	4	3	2	4	5	9	10	11	11	12	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94500	-75.902161332805960	-84.953004713257300	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980913899439213	0	3	4	10	20	10	18	23	23	17	41	57	58	51	65	0	1	1	2	4	3	6	7	7	4	8	14	14	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95000	-76.325521107193225	-85.376364487644565	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965780008147730	-5	1	6	9	16	10	19	5	27	31	43	52	55	59	67	0	1	2	8	2	2	6	1	5	9	10	11	11	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95500	-76.498196910508739	-85.549040290960079	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.895912890088814	0	5	5	11	10	12	12	23	31	40	44	61	48	54	70	0	1	1	1	1	5	1	4	8	9	10	14	11	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96000	-70.312940358913281	-79.363783739364621	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.876022052570869	-1	5	8	11	21	15	13	17	28	40	47	61	58	55	68	0	1	2	2	7	4	2	4	8	9	10	13	11	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96500	-70.712128469388233	-79.762971849839573	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.943830679956072	-2	3	9	2	21	9	14	24	24	39	50	60	62	52	69	0	1	2	1	3	4	6	3	5	9	10	14	14	10	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
97000	-77.730093343836089	-86.780936724287429	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.942869881367422	-5	0	9	11	18	8	17	17	26	35	47	52	54	57	66	0	1	2	6	4	2	1	6	6	9	10	11	12	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
97500	-75.697661196494025	-84.748504576945365	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999958968192401	-5	0	2	9	14	10	11	17	28	27	42	56	49	61	65	0	1	1	3	7	3	2	4	8	8	9	13	11	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
98000	-82.417467537172513	-91.468310917623853	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.933862528237456	-3	3	11	3	23	9	13	27	22	36	34	60	49	56	61	0	1	2	1	3	2	6	5	1	5	8	14	10	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
98500	-73.768861899006353	-82.819705279457693	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.894945973106753	-3	2	3	9	14	11	12	18	26	41	48	60	56	62	68	0	1	1	2	2	3	1	6	7	9	10	13	11	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
99000	-68.783681322688324	-77.834524703139664	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970429947985415	-4	3	2	7	19	8	14	26	25	36	47	60	51	56	66	0	1	1	3	7	3	4	6	5	8	10	13	11	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
99500	-71.749753680510665	-80.800597060962005	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967992122559081	-3	2	5	9	20	9	17	25	25	33	47	56	60	50	69	0	1	2	2	2	3	4	5	4	9	10	11	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
100000	-69.600152593275411	-78.650995973726751	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979936399249664	-5	6	1	10	18	9	20	16	26	38	45	56	60	54	72	0	3	1	2	4	2	6	4	5	9	10	14	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
