step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-431.637302861456931	-429.972623144191971	-1.664679717264981	0.000015121026558	0.000022828766008	1.509736519594748	0.694139122611371	0	3	5	5	5	6	6	7	6	8	7	8	9	7	8	9	8	8	11	8	10	10	10	10	9	10	11	13	7	11	12	11	11	11	11	11	9	13	9	10	10	11	12	11	13	14	12	11	14	13	12	14	14	13	13	15	14	15	13	15	13	13	16	15	14	16	16	15	16	16	18	16	17	17	16	18	18	19	0	1	2	2	2	4	3	4	2	3	3	3	5	6	8	9	29	6	8	11	10	37	6	16	14	6	16	40	9	17	20	12	13	29	8	37	6	24	6	16	20	14	41	41	32	36	26	29	37	39	40	41	42	43	35	42	42	54	22	30	42	48	49	50	43	43	25	57	58	64	65	51	57	49	65	67	69	74	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	1	2	1	1	1	1	3	1	2	1	2	2	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	3	1	1	1	2	2	2	1	1	1	1	2
5500	-394.757481215725875	-393.235956552702135	-1.521524663023768	0.000027992388031	0.000032397075053	1.157353028129279	0.727122838111376	1	3	5	5	6	7	5	7	6	6	7	8	8	6	8	8	8	8	11	9	10	9	10	10	10	9	10	11	7	11	11	11	11	10	10	12	10	13	11	10	11	12	12	12	12	13	12	14	13	14	13	14	14	13	12	14	13	14	13	15	14	14	15	15	14	16	16	15	16	16	17	18	17	15	17	18	19	17	0	1	2	2	7	14	2	4	3	4	3	6	5	3	8	9	29	14	8	11	12	14	6	16	6	14	16	40	9	17	20	21	5	29	8	22	6	24	26	16	20	6	41	41	12	22	25	17	36	39	40	41	42	43	35	42	26	43	23	30	42	34	49	50	54	54	46	57	58	64	65	51	57	59	66	67	66	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1
6000	-420.963335866592161	-419.599112544259185	-1.364223322332978	0.000057572308249	0.000029594749356	0.514044863857579	0.713550866191927	1	4	5	3	6	7	7	8	6	8	7	8	7	6	7	8	8	9	11	9	9	10	8	9	8	9	11	13	7	10	12	11	11	11	10	12	11	12	12	11	9	11	13	11	12	12	12	12	14	14	13	15	13	13	12	14	12	15	14	16	13	15	15	14	14	17	15	16	16	16	18	16	18	16	16	18	18	20	0	4	4	1	2	14	3	15	4	11	3	7	5	2	3	9	29	6	8	11	12	7	14	16	14	11	16	40	9	29	20	21	13	17	8	37	25	24	25	16	11	22	44	41	21	7	33	30	36	39	40	54	3	41	35	42	26	43	46	62	46	48	37	39	54	43	61	42	58	64	65	51	42	46	65	67	58	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	3	3	1	2	1	1	1	1	1	2	2	2	1	2	1	2	1	1	2	2	3	1	1	1	2	2
6500	-434.055769729450446	-432.337523307157142	-1.718246422293293	0.000111814719694	0.000022142502367	0.198028510267339	0.669728359585854	1	3	5	4	6	7	6	8	6	6	6	8	9	8	7	8	7	9	11	8	10	11	10	9	9	10	10	13	9	10	12	11	11	11	9	11	9	13	10	11	11	12	13	12	12	14	13	14	12	13	13	13	15	11	12	14	13	14	13	16	15	15	15	14	15	16	15	16	17	15	17	18	17	16	17	18	16	19	0	1	4	2	4	7	4	15	4	4	3	2	5	6	3	9	9	10	8	11	7	37	6	16	14	14	16	27	10	10	20	5	13	29	8	37	10	24	6	10	20	14	54	41	5	22	39	21	37	32	40	31	25	10	21	57	42	31	22	29	32	34	49	26	31	54	47	57	58	64	65	51	57	49	66	67	58	46	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	2	1	2	2	3	1	1	1	1	1	2	2	2	1	2	2	1	3	2	2	2	2	1	1	1	2	1	1	1	1	1	1	3	3	2	1	3	1	2	1	1	2	1	1	3	2	2	1	2	1	2
7000	-433.031006840497753	-431.406567951510795	-1.624438888986980	0.000087998537260	0.000020230709759	0.229898250456373	0.712707551862960	-1	3	5	5	5	6	6	8	5	7	7	8	7	7	7	8	7	8	12	9	9	10	10	7	9	9	10	12	10	11	11	11	10	10	10	9	11	12	11	13	10	12	12	11	12	14	13	13	11	13	12	14	15	11	14	11	13	15	13	16	14	12	15	14	13	15	15	15	16	15	18	16	18	15	16	18	19	19	0	1	2	2	2	2	3	15	2	4	2	4	5	6	4	11	9	11	8	7	12	36	26	9	6	14	16	16	17	26	20	21	12	9	8	14	22	24	25	16	21	56	54	41	16	22	26	29	22	39	16	41	57	41	19	12	42	65	37	62	56	17	46	25	54	54	26	57	66	64	65	51	57	59	65	47	71	59	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	2	1	3	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	2	1	1	2	1	3
7500	-457.091439105872666	-455.455205334787593	-1.636233771085093	0.000114171867076	0.000025726029816	0.225327223549266	0.623169090013499	0	4	3	5	5	7	5	6	6	7	8	6	9	6	7	8	7	9	12	9	9	10	9	9	9	9	12	13	9	10	12	12	8	11	11	12	11	12	11	10	11	12	13	12	12	14	11	14	12	13	12	15	15	12	14	14	14	15	13	17	14	14	14	16	14	17	15	16	17	15	16	18	17	15	18	18	18	17	0	3	1	3	3	14	3	3	7	7	4	7	33	2	8	9	9	14	23	10	7	23	12	16	6	6	16	40	17	29	20	22	10	17	23	10	22	24	14	16	20	25	54	20	7	37	26	29	22	25	21	23	25	41	35	23	45	43	31	48	25	29	6	36	54	54	26	57	58	45	65	51	57	59	65	11	54	74	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	2	4	1	1	2	1	2	1	2	3	1	2	3	1	1	1	1	2	3	3	2	1	2	2	1	1	2	1	3	2	1	2	4	2	1
8000	-420.412178234340388	-418.883101574667705	-1.529076659672669	0.000090360685811	0.000024933523432	0.275933313344102	0.704625161064719	1	3	5	4	6	7	7	8	6	7	6	8	10	6	7	8	7	8	12	8	10	9	9	10	9	8	11	10	10	11	11	11	11	11	10	11	10	13	11	13	10	13	12	11	12	13	12	12	13	13	12	15	14	11	14	13	14	14	13	16	15	14	15	14	14	15	17	16	16	16	18	16	17	16	17	18	18	19	0	1	4	2	2	14	4	15	4	3	3	3	5	4	2	9	9	5	8	11	12	14	6	16	7	6	16	16	17	17	41	5	11	17	8	22	22	24	25	16	20	30	54	41	21	37	11	30	32	39	28	41	49	41	19	37	47	54	36	62	42	48	22	39	43	43	63	42	58	50	65	28	57	49	52	56	65	74	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	3	2	1	1	1	2	1	2	1	1	1	1	1	2	4	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	4	1	1	1	2	2	2
8500	-457.977710996509472	-456.262419069963300	-1.715291926546195	0.000138541036437	0.000027555426051	0.198897213129954	0.719823079778232	1	3	5	5	5	6	6	8	6	6	8	8	9	7	6	8	7	7	11	8	9	10	8	9	9	9	11	11	10	10	12	11	11	12	10	11	10	13	12	11	11	12	13	10	12	14	12	13	14	14	13	15	14	12	12	11	13	14	13	16	14	13	13	14	14	15	16	15	16	16	16	16	17	17	18	18	19	19	0	1	2	2	2	4	4	15	2	4	4	10	5	6	2	9	3	6	8	10	12	12	6	9	6	6	24	16	4	25	20	21	13	17	8	37	14	40	11	24	11	11	54	11	37	56	14	30	12	39	27	58	25	41	35	14	42	41	22	37	42	34	22	47	54	54	46	57	58	64	65	51	68	59	71	60	58	74	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	2	1	1	2	2	2	2	3	3	1	1	1	1	2	2	3	1	1	1	2	1	1	3	1	1	1	4	1	1	1	1	2	2	1	1	2	1	2	2	2	2	1	1	3	1
9000	-467.575526358481795	-466.113532147124204	-1.461994211357589	0.000099870369033	0.000032431078645	0.324731739343527	0.723783063736347	0	4	5	4	6	6	6	6	6	7	7	7	9	7	8	9	7	7	11	8	9	8	9	9	9	10	11	12	9	10	12	11	11	11	11	11	9	12	11	10	11	13	10	11	12	12	12	14	12	13	13	14	14	12	14	13	13	14	13	17	14	12	15	16	15	16	15	16	16	14	17	17	16	16	17	17	18	18	0	1	2	1	2	4	4	4	3	4	3	7	7	6	3	9	9	6	15	11	12	10	4	2	6	14	16	40	2	17	10	2	13	25	2	22	14	24	23	17	10	32	20	43	25	22	26	62	23	39	40	54	42	43	35	32	23	54	22	30	56	32	59	70	43	54	49	56	58	46	65	51	57	49	65	63	54	42	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	3	2	2	4	1	1	3	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	1	3	2
9500	-419.104179822262097	-417.691252671531629	-1.412927150730474	0.000109724279421	0.000041762109807	0.380609560870837	0.723936393757148	0	2	5	4	6	6	5	7	5	7	6	7	8	7	7	7	7	9	11	9	9	11	9	9	10	8	11	12	10	8	10	11	12	12	11	12	10	12	11	13	11	12	11	10	12	13	12	12	14	14	12	13	14	12	12	14	13	12	14	17	15	14	15	14	14	16	15	16	17	13	18	16	18	16	16	17	18	19	0	1	2	2	3	4	2	3	4	3	7	3	5	6	3	9	9	26	8	11	8	37	14	16	26	14	16	27	30	17	11	20	35	30	8	22	26	24	14	28	44	25	20	20	4	22	23	30	46	39	27	41	19	43	8	42	21	43	46	29	42	19	46	70	43	54	37	56	58	39	65	51	57	59	54	67	66	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	2	2	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2
