step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-589.221263214082342	-596.076751165041742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579471500948359	4	7	18	23	21	29	25	33	27	27	38	32	35	40	50	44	43	50	48	53	55	60	54	60	64	58	58	64	67	65	64	65	72	79	74	73	72	78	69	75	78	84	82	81	76	85	71	85	82	84	81	83	84	86	86	86	93	96	92	93	88	85	98	88	94	98	97	105	101	88	97	96	0	1	2	2	3	4	4	6	5	4	13	6	4	8	14	8	14	16	13	18	20	18	8	18	22	21	8	22	25	26	15	26	31	24	32	31	22	35	25	23	47	39	38	39	0	38	20	41	45	38	35	36	51	38	51	38	62	61	33	38	35	47	56	51	35	57	59	57	65	40	50	62	1	1	2	3	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	1	1	2	2	2	1	1	4	1	1	1	2	2	2	4	2	3	3	1	1	3	2	2	1	2	1	1	3	1	1	2	2	2	1	1	1	2	1	2	3	2	4	2	2	1	3	1	2	2	2	2	2	2
5500	-539.518877025265283	-546.374364976224683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742320886586887	2	16	14	21	21	29	26	34	37	29	40	36	39	43	48	48	51	54	58	52	56	60	59	59	63	63	63	65	66	66	68	73	70	76	72	71	79	79	75	76	80	88	78	78	79	83	77	81	81	82	82	85	86	85	83	86	82	96	92	86	89	92	93	86	92	96	91	101	100	87	99	100	0	1	1	3	3	4	4	6	2	2	12	6	12	13	14	14	15	20	18	16	18	20	18	20	22	21	21	23	22	26	23	26	28	24	26	28	25	35	22	20	33	39	30	29	0	38	36	47	45	35	32	48	38	35	51	38	41	46	70	35	50	57	54	51	46	62	57	66	65	47	56	62	1	3	1	2	1	1	1	1	4	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	3	1	1	3	1	2	3	3	2	3	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1
6000	-571.360676656923374	-578.216164607882774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545242919035476	1	13	17	22	22	27	24	30	37	29	41	35	38	42	47	45	49	51	54	49	61	58	57	57	63	66	65	67	61	68	66	73	71	79	71	70	73	75	72	78	76	89	82	76	69	86	77	82	76	82	84	89	84	85	92	78	90	96	90	92	88	90	94	90	93	90	96	101	100	91	93	100	0	1	2	3	3	4	3	6	12	4	13	6	6	12	12	13	14	16	16	16	19	16	15	15	20	21	19	15	22	26	20	26	23	24	30	23	25	30	29	20	33	37	56	29	0	51	37	40	45	56	56	48	38	50	46	35	40	71	40	54	35	40	50	50	50	40	57	67	60	47	56	28	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	3	2	3	2	1	2	3	1	1	2	1	3	4	1	2	2	2	2	3	1	3	1	3	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	2	3	2	1	1	2	3	3	4
6500	-596.737876821554323	-603.593364772513723	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593401571545897	-1	13	16	18	17	25	19	25	36	28	38	31	38	43	49	50	45	49	51	55	55	62	58	54	64	55	65	67	60	64	63	71	66	77	70	76	78	78	76	76	76	85	80	84	76	82	78	82	79	77	78	85	86	87	92	82	87	86	86	92	91	93	97	93	91	89	89	95	97	96	97	101	0	1	1	2	2	4	2	4	12	6	12	4	4	12	3	8	3	11	18	14	13	20	12	18	16	16	21	22	23	21	23	30	23	15	30	33	22	35	25	33	31	25	38	39	0	51	31	47	45	35	35	48	56	56	38	51	47	38	33	50	56	66	53	56	38	47	47	66	65	59	54	62	1	2	2	1	1	1	1	1	1	1	1	1	4	4	4	3	3	3	1	2	2	2	4	1	3	1	1	1	1	2	1	1	2	5	1	1	2	2	2	2	2	3	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	3	2	3	1	1	1	1	2	1	1	1	1	2	2	2
7000	-606.095575468809557	-612.951063419768957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539931801231092	5	15	8	18	25	26	25	24	36	29	41	35	30	40	46	49	48	51	54	52	57	52	56	56	60	62	63	58	68	64	69	73	68	72	73	68	72	80	71	74	78	87	83	82	78	83	80	80	82	81	79	84	86	80	83	85	93	97	85	90	87	86	95	92	90	95	94	106	97	99	98	104	0	3	1	3	2	4	8	4	5	6	8	6	4	8	14	12	11	14	16	12	19	16	14	12	18	21	21	23	25	26	28	26	23	24	30	16	25	35	18	31	33	16	54	16	0	51	41	31	45	35	35	48	54	30	54	46	62	54	18	54	46	36	60	54	56	40	62	52	38	66	56	70	1	1	1	1	1	2	1	1	2	1	4	2	3	3	1	2	1	3	1	3	1	1	2	3	2	1	1	1	2	1	2	1	2	3	1	3	2	2	2	2	2	4	1	6	1	2	1	1	1	2	1	1	1	1	1	1	2	3	7	2	1	2	1	2	1	4	2	4	3	2	2	1
7500	-571.615253824685055	-578.470741775644456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551512615277007	4	14	10	24	23	17	21	29	30	28	39	35	33	42	46	50	47	48	54	49	56	57	60	61	66	62	66	65	69	67	69	71	71	74	74	72	79	76	73	77	75	88	79	80	74	84	74	84	79	80	78	81	83	85	87	84	90	90	85	89	91	85	93	94	93	96	87	98	97	98	99	101	0	3	1	6	1	3	6	6	5	4	2	4	8	13	11	8	14	13	18	13	20	11	14	16	22	21	26	22	25	21	22	30	28	24	30	31	25	35	15	47	33	37	38	39	0	51	33	52	45	38	35	47	30	30	51	38	62	50	31	56	38	40	54	61	56	62	62	23	35	33	58	67	1	1	1	1	2	1	1	2	1	1	3	2	1	1	2	3	1	3	1	2	1	3	2	3	2	1	1	1	1	1	2	1	1	2	1	1	3	1	4	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	2	2	2	3	2	2	1	2	1	2	2	1	5	4	5	1	3
8000	-590.090476845818898	-596.945964796778298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559680671690959	4	12	16	23	24	17	22	34	35	29	39	33	39	43	47	50	50	51	54	56	58	58	53	60	58	64	64	67	62	67	69	67	68	76	72	74	76	78	76	77	80	91	83	83	77	78	79	83	80	79	78	88	86	85	89	88	87	86	94	89	89	85	92	96	92	95	90	102	98	98	97	99	0	1	2	6	3	2	6	6	3	6	12	6	7	8	3	12	15	14	13	8	19	14	8	20	20	21	21	23	18	26	23	26	22	24	30	28	25	35	29	29	33	39	35	39	0	35	28	18	45	30	35	31	38	35	54	38	47	35	31	38	50	48	54	56	60	67	47	66	54	59	58	67	1	2	1	1	1	1	1	2	3	1	1	3	3	2	3	2	1	1	1	2	1	3	2	1	1	1	1	2	2	1	2	1	2	2	1	1	3	2	2	1	1	2	2	2	1	1	2	3	1	3	2	3	1	2	1	3	2	1	3	2	1	1	1	2	1	1	1	1	3	1	1	2
8500	-560.889020005481939	-567.744507956441339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516663432946969	2	16	15	18	26	22	24	30	32	29	41	34	39	41	43	43	50	51	55	55	57	59	60	58	63	61	66	61	67	64	68	74	69	74	68	72	77	79	75	77	78	84	80	83	78	83	74	84	81	80	84	84	85	81	91	88	94	93	92	91	88	90	93	93	93	93	95	104	103	96	90	99	0	1	1	3	2	4	2	6	4	2	8	8	12	12	13	13	13	12	16	16	18	16	16	14	18	21	19	18	22	26	25	26	23	24	30	31	29	21	29	33	47	25	35	39	0	38	31	40	45	30	54	20	35	35	56	30	62	43	40	30	54	40	53	56	50	47	62	62	58	59	38	52	1	3	3	1	2	1	1	1	2	3	2	1	1	1	1	1	2	2	3	2	1	2	3	2	2	1	1	1	2	1	1	3	2	3	1	1	2	3	2	2	1	3	2	1	1	1	2	1	1	3	1	5	2	2	1	4	1	2	3	4	1	1	1	1	2	3	1	2	2	1	2	2
9000	-637.067511066400471	-643.922999017359871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478068120340368	4	9	12	18	21	30	24	34	32	26	41	34	33	35	46	48	52	53	56	54	60	58	57	51	65	53	63	61	67	61	68	71	73	77	75	72	77	79	73	72	71	90	78	80	76	82	79	81	80	84	84	88	84	80	90	87	90	96	88	88	90	95	95	94	88	97	96	100	102	88	99	102	0	1	2	3	2	3	4	4	2	5	8	4	4	4	4	13	15	11	18	11	26	13	16	6	15	15	24	12	22	26	23	30	28	20	26	28	29	26	28	31	15	37	35	39	0	43	36	36	45	35	38	41	30	30	51	51	20	56	41	56	56	28	51	38	54	47	48	28	56	47	51	66	1	1	1	1	2	2	2	2	2	1	2	2	1	4	4	2	2	1	1	2	1	4	1	3	2	1	3	3	2	1	2	2	1	3	3	2	2	5	1	1	3	3	1	1	1	1	1	2	1	2	1	4	5	3	1	1	5	2	2	1	1	6	2	2	1	2	3	8	2	2	2	1
9500	-595.647537275126297	-602.503025226085697	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541154383684303	3	8	15	21	23	30	25	28	34	27	37	32	38	41	48	50	47	52	55	54	59	59	56	58	58	64	60	64	65	67	68	72	65	75	75	73	77	75	75	72	75	86	77	83	73	83	72	82	78	81	81	85	83	85	92	88	88	95	93	87	88	79	91	95	95	96	87	103	99	99	95	103	0	1	1	3	3	1	2	4	8	4	3	8	5	13	13	13	11	17	16	18	19	18	16	16	20	21	15	23	22	26	28	30	15	24	30	31	25	30	29	23	31	39	38	39	0	30	33	47	45	30	35	20	50	50	60	35	40	56	47	38	35	22	53	46	50	47	31	47	50	47	61	67	1	1	3	1	2	4	4	2	1	2	4	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	3	2	1	1	5	1	2	2	1	1	1	2	1	3	2	2	1	2	1	4	1	2	1	2	4	2	4	2	2	2	1	2	2	3	3	5	2	4	1	2
10000	-582.490074231173708	-589.345562182133108	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589179361646628	3	15	12	20	26	21	23	30	35	27	36	33	38	39	47	45	43	51	57	54	62	62	57	59	59	62	65	67	65	65	67	72	70	75	71	75	77	79	72	71	71	80	81	78	74	77	78	82	80	78	83	85	82	85	87	83	90	85	86	88	87	94	96	93	88	99	94	102	97	94	98	102	0	3	1	3	2	2	6	4	3	6	5	2	8	8	12	14	13	8	20	16	15	20	18	15	20	18	26	23	18	21	22	21	20	24	30	40	29	35	20	31	31	37	50	24	0	35	22	39	45	35	46	31	50	35	58	38	48	35	28	38	38	57	56	54	54	28	52	23	58	59	56	67	1	1	1	1	2	1	1	2	2	1	1	3	1	1	3	1	1	3	1	2	2	2	1	3	1	2	1	2	2	1	1	1	1	3	1	1	2	1	3	1	1	1	1	3	1	2	3	2	1	2	1	3	1	3	1	1	1	2	2	2	1	1	2	1	1	6	2	7	1	1	2	1
10500	-579.583299653659196	-586.438787604618597	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686749559399667	1	13	10	22	22	26	23	33	35	27	39	34	39	42	49	45	50	53	57	53	59	57	56	60	59	65	64	59	63	67	67	73	72	80	73	72	78	78	70	75	78	87	83	78	73	84	77	85	81	84	80	73	84	87	84	82	93	90	90	92	83	94	95	89	91	89	97	103	98	97	95	103	0	3	1	2	3	4	4	6	5	4	6	6	8	13	16	4	12	15	16	15	20	15	20	17	18	19	21	23	25	21	22	26	31	24	30	31	29	35	25	36	40	37	35	31	0	30	28	52	45	35	35	31	38	35	56	30	31	35	31	54	30	66	38	38	43	47	62	40	50	59	46	67	1	1	1	2	2	1	1	1	3	1	3	1	1	1	1	3	3	1	2	1	1	1	1	2	1	1	2	1	1	2	3	2	1	6	2	1	2	2	1	1	1	1	2	1	1	3	3	2	2	2	1	1	1	2	1	3	5	2	4	1	2	1	3	2	2	2	1	4	2	1	1	1
