step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-674.338134834438506	-672.456592688310138	-1.881542146128379	0.000016894344461	0.000034470498456	2.040357264855103	0.505057153395085	0	3	8	9	12	14	16	16	18	18	19	17	18	23	21	20	20	21	23	22	23	24	25	24	28	26	27	25	25	26	27	25	29	29	28	27	28	29	29	29	29	28	29	28	31	33	31	31	32	33	31	33	31	34	34	33	33	36	34	34	34	34	38	35	35	36	36	36	36	40	38	41	41	46	45	48	48	49	0	0	2	0	4	5	6	5	7	5	7	6	8	12	12	13	0	16	15	0	0	16	3	20	32	21	22	24	21	23	32	20	32	27	28	28	27	23	30	44	32	22	23	36	31	34	40	25	43	43	44	48	43	53	53	53	53	50	44	48	48	53	50	53	50	50	55	48	53	58	65	60	63	73	73	43	74	23	1	1	3	1	1	1	1	2	2	3	3	1	1	2	3	1	1	1	1	1	1	2	7	1	2	1	2	1	2	1	1	2	2	1	1	1	1	3	2	1	2	2	2	1	3	1	2	2	1	1	2	1	1	1	2	2	1	2	2	1	2	1	3	2	1	1	1	2	2	2	2	4	2	3	3	10	1	13
5500	-553.350895906314804	-551.878544157291117	-1.472351749023689	0.000026967781604	0.000027729057686	1.028229095492239	0.632085980934868	0	4	7	10	13	14	15	16	17	18	19	17	18	21	21	21	20	21	22	22	24	23	24	23	27	27	26	26	26	27	27	26	28	28	28	25	29	28	30	28	29	29	29	28	29	32	31	32	31	32	32	32	31	34	32	34	33	36	33	34	33	34	35	35	35	38	37	36	37	39	37	39	42	44	46	48	49	50	0	0	2	0	4	5	6	6	7	6	9	7	8	12	12	8	0	8	15	0	0	16	20	20	20	29	22	24	21	23	32	20	32	22	28	24	27	30	23	36	32	34	30	36	31	42	44	33	43	43	44	33	43	55	53	53	53	50	51	52	48	57	50	53	50	71	56	41	64	65	50	68	58	73	74	73	75	39	1	1	2	1	2	1	1	1	2	2	1	2	2	2	3	2	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	2	1	3	2	3	1	1	2	2	2	2	1	1	2	1	3	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	3	1	2	3	2	3	2	1	5	2	12
6000	-534.848678626208880	-533.487696052994352	-1.360982573214553	0.000059981533604	0.000033443279902	0.557559600303772	0.621300867929158	-2	3	9	9	12	13	14	16	16	18	17	18	16	20	20	18	21	22	23	23	24	23	25	25	26	27	26	26	26	27	27	27	25	29	27	28	28	30	28	29	28	29	28	30	30	33	32	32	32	33	32	32	31	34	34	33	33	36	34	34	33	35	35	35	35	38	37	37	37	38	39	39	41	45	45	49	49	50	0	0	2	0	4	5	6	5	7	5	9	8	5	12	12	13	0	13	15	0	0	18	20	20	33	29	22	24	21	23	33	33	20	18	28	28	27	43	23	35	33	18	30	40	31	37	44	35	43	43	44	33	43	53	53	38	53	55	44	41	41	56	50	56	50	65	53	48	55	58	65	68	58	73	73	74	75	48	1	1	3	1	2	1	1	2	1	3	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	2	2	2	1	1	2	1	1	2	3	2	2	1	3	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	2	1	2	2	2	2	2	11
6500	-528.429616588594058	-526.875013253440102	-1.554603335153964	0.000116176033848	0.000030400078115	0.261672542159706	0.625142684199612	1	2	7	10	12	13	14	15	18	18	17	17	19	22	21	20	20	21	22	23	23	25	24	25	25	24	25	26	27	27	27	27	27	27	27	27	27	29	29	28	30	29	28	29	31	33	31	31	33	34	31	32	30	33	33	33	32	37	35	34	35	34	37	33	35	36	37	37	38	39	39	41	43	46	45	45	48	50	0	0	2	0	4	4	5	6	11	11	5	6	8	9	12	12	0	16	12	0	0	18	20	20	20	21	18	24	26	23	25	25	25	22	24	28	16	43	30	33	20	27	33	40	31	22	36	32	43	56	28	32	43	39	53	53	53	50	44	41	48	43	50	53	39	50	56	60	54	63	58	68	50	73	73	73	75	61	1	1	2	1	1	2	1	1	1	1	3	2	2	1	2	2	1	1	3	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	1	4	2	1	1	2	4	2	2	2	1	3	2	1	2	2	2	1	2	3	1	3	3	1	2	3	1	2	1	3	1	1	1	4	2	1	2	2	10
7000	-492.591695848571419	-490.935653794276391	-1.656042054295028	0.000093884325064	0.000020472419410	0.218060037134353	0.552385926813222	0	4	8	10	12	14	15	17	17	17	18	18	19	22	20	19	20	22	22	21	24	25	25	24	26	25	26	26	25	27	28	28	29	29	28	28	28	29	30	29	28	30	29	29	31	32	32	29	32	34	32	32	31	34	34	33	32	37	34	35	34	34	37	35	35	37	37	37	36	41	37	40	42	44	46	47	48	49	0	0	2	0	4	5	5	7	7	7	5	6	8	12	11	7	0	16	15	0	0	18	20	20	24	17	18	24	17	23	25	25	25	22	28	28	27	30	30	35	25	22	30	35	31	22	44	25	43	43	35	31	43	53	43	53	53	56	35	25	33	53	50	56	49	43	53	32	56	63	65	68	63	73	74	73	75	60	1	1	2	1	1	1	2	1	1	1	3	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	2	3	2	2	2	3	3	3	1	1	3	2	1	1	3	5	3	1	1	2	1	4	2	6	2	2	2	2	2	1	1	2	1	5
7500	-488.158626018926782	-486.301351160322326	-1.857274858604480	0.000122532850258	0.000020092239153	0.163974306569898	0.525727840295402	-1	4	6	10	12	14	16	16	17	19	17	16	19	22	20	21	21	21	23	23	24	24	25	24	26	27	26	25	27	27	27	25	28	28	27	27	26	30	30	30	29	30	30	29	30	33	32	31	32	33	31	31	31	34	33	34	32	36	34	33	33	33	37	34	35	37	36	37	37	38	38	40	43	45	45	49	49	49	0	0	2	0	4	4	4	6	6	9	6	6	8	11	12	7	0	11	15	0	0	18	20	20	20	21	22	24	17	23	25	24	24	22	28	28	22	30	30	44	32	27	30	36	31	16	40	25	52	48	44	20	43	53	53	53	53	49	36	48	31	53	50	53	56	50	43	48	56	63	65	33	71	73	73	74	75	52	1	1	1	1	2	2	3	1	2	1	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	3	1	1	1	3	2	1	1	1	1	2	1	2	2	1	1	2	5	1	2	1	1	2	5	1	2	1	2	1	2	2	1	3	1	2	2	1	3	3	2	1	1	2	5	2	1	2	2	2	11
8000	-557.329288922737419	-555.739836981753228	-1.589451940984153	0.000140410297793	0.000034357662075	0.244694745434854	0.421396988840358	1	3	7	10	12	14	15	16	16	15	15	17	18	23	22	19	19	21	23	22	23	24	24	24	28	27	27	25	25	28	28	26	29	28	28	27	25	30	28	30	29	30	30	28	31	33	31	32	33	33	32	32	32	33	32	31	32	36	34	34	34	34	36	34	36	36	37	37	37	40	39	40	43	45	44	47	47	50	0	0	2	0	4	5	5	5	5	4	5	5	8	9	7	9	0	16	11	0	0	7	20	20	32	29	16	24	21	23	32	23	32	37	28	28	14	39	32	44	20	37	30	36	31	37	44	25	53	23	36	35	56	56	30	43	56	43	45	45	33	56	61	55	49	43	53	33	49	48	65	52	61	71	73	66	75	61	1	1	2	1	1	2	2	2	2	3	2	2	1	4	4	2	1	1	4	1	1	4	1	1	1	2	3	1	1	2	1	1	1	1	2	1	1	1	1	1	4	3	1	1	2	3	2	2	1	3	3	2	1	1	2	1	1	3	2	2	3	2	1	1	2	4	2	3	2	3	2	4	5	4	1	5	2	12
8500	-508.018760074193381	-506.390801814470478	-1.627958259722893	0.000160921663050	0.000036772878679	0.228514160133205	0.668358369808131	1	4	9	10	12	14	15	17	16	18	18	15	16	22	20	20	20	22	23	22	25	24	24	24	28	26	26	26	27	26	27	25	29	28	27	28	28	30	29	30	29	30	29	30	31	33	32	31	32	34	29	32	31	34	33	33	32	37	35	33	34	34	36	34	35	37	38	37	37	40	38	41	42	46	46	48	48	47	0	0	2	0	4	5	4	6	7	8	9	6	5	12	12	11	0	16	15	0	0	18	20	20	24	21	22	24	26	23	32	20	32	27	28	35	27	39	30	51	24	27	30	36	31	42	44	31	38	56	36	20	39	55	53	53	53	50	52	45	39	49	53	53	55	56	62	45	49	38	63	68	63	73	73	73	75	25	1	1	3	1	1	1	2	1	1	1	1	1	2	4	2	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	1	2	1	2	2	1	1	1	5	1	1	1	1	1	2	1	1	1	1	2	3	1	2	2	2	2	4	1	2	3	3	2	4	1	13
9000	-547.959756102456595	-546.414710722980772	-1.545045379475785	0.000156844206178	0.000041847249432	0.266807747965089	0.432792310135127	1	4	6	10	13	14	15	16	17	18	18	17	15	22	22	20	19	21	23	22	24	24	24	24	26	26	26	26	27	26	28	27	27	28	25	27	28	29	30	28	29	30	29	30	30	32	31	31	32	32	32	33	31	33	34	34	32	36	34	35	33	34	37	35	36	37	38	37	36	40	39	40	42	46	46	49	48	50	0	0	2	0	4	4	5	13	7	12	7	7	6	12	7	6	0	12	18	0	0	16	20	20	24	21	18	35	21	23	25	25	25	16	24	35	27	30	30	36	33	37	23	35	31	42	40	33	43	39	35	31	38	53	54	43	43	50	36	43	41	53	52	53	50	49	54	59	57	67	65	51	58	73	73	73	75	38	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	2	1	3	2	1	1	3	1	1	1	1	3	1	2	1	1	1	1	5	1	1	1	2	2	1	1	1	2	3	2	1	2	2	2	1	5	3	1	1	1	3	1	2	3	3	2	1	3	2	2	2	3	2	2	2	2	5	2	3	2	4	1	15
9500	-552.549969555823054	-550.632658400196988	-1.917311155626046	0.000125070228290	0.000019061393640	0.152405523688342	0.454129533830541	0	1	8	7	12	13	15	15	17	17	18	18	16	21	22	20	20	22	22	23	23	24	25	25	25	25	27	27	26	27	27	27	29	26	26	28	29	28	30	29	30	30	29	30	30	33	32	31	32	33	31	30	30	34	33	33	32	34	34	33	34	34	37	36	34	36	37	36	36	39	38	41	43	46	46	47	48	50	0	0	2	0	4	4	5	6	8	7	7	7	5	5	12	12	0	16	12	0	0	16	20	20	20	21	18	35	26	23	25	20	25	22	24	28	34	23	23	36	20	34	30	40	33	34	40	33	43	41	40	23	43	49	53	53	53	56	44	45	36	53	66	53	50	43	54	50	54	64	65	41	63	64	73	73	75	52	1	1	2	1	3	2	2	2	1	1	1	2	2	5	2	1	1	2	2	1	1	1	1	1	1	1	3	1	1	1	2	3	2	2	1	1	1	1	3	1	4	2	1	1	1	3	2	1	2	2	2	3	1	1	2	2	1	1	2	1	3	3	1	4	1	4	1	2	1	1	2	6	2	5	2	2	1	16
