step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
5000	-248.654305500880241	-245.486492531068308	-3.167812969811940	0.000010783478841	0.000000570759339	0.052929054491193	0.670678943484313	-3	3	6	7	6	5	7	7	8	8	9	9	10	12	14	13	12	15	13	13	15	14	14	12	14	15	16	15	13	15	17	15	18	16	16	17	17	19	17	18	19	20	19	18	18	20	18	20	21	19	20	22	22	23	24	25	24	33	34	36	40	40	44	45	48	48	0	1	2	5	6	2	5	6	5	7	3	5	5	4	12	7	11	19	3	9	19	14	24	7	11	9	20	8	9	25	25	23	16	18	23	32	27	47	18	34	22	31	36	34	24	32	21	44	44	40	18	41	42	53	50	54	53	49	58	59	59	60	62	61	63	64	1	3	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	3	2	1	1	1	2	2	3	1	3	2	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	2	1	1	1	2	1	1	4	1	1	3	2	2	3	2	1
5500	-230.179715437530405	-227.641381646938413	-2.538333790592005	0.000009076565652	0.000000759529089	0.083680228642651	0.682198681112736	-1	2	5	4	5	5	7	7	7	7	9	8	11	12	14	12	12	14	13	13	14	14	15	15	14	12	16	15	14	15	18	16	17	15	16	17	17	17	17	17	18	20	19	19	20	20	19	21	22	20	18	22	20	23	23	25	26	32	35	37	39	41	47	46	47	48	0	1	2	2	2	1	5	3	6	3	3	8	8	8	20	7	11	16	14	26	14	17	25	20	17	11	25	15	14	20	20	20	10	20	29	23	15	30	34	28	32	47	51	30	28	43	38	51	31	51	32	39	29	27	30	54	54	56	58	59	60	61	61	62	62	65	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	2	3	4	1	1	4	2	1	1	1	4	3	3	1
6000	-241.319233090082946	-239.657432397954295	-1.661800692128649	0.000007878072758	0.000001701951680	0.216036552578486	0.750532162680739	0	3	6	6	4	5	6	7	8	8	8	9	11	13	15	11	13	14	14	14	15	12	15	15	15	16	17	15	13	16	15	16	18	17	14	18	16	18	17	17	19	18	18	19	18	20	18	20	20	21	20	21	22	24	23	24	26	33	34	36	39	41	47	46	47	49	0	1	5	5	2	2	5	6	7	3	3	9	12	22	19	11	12	29	12	16	22	11	22	14	3	29	15	35	13	20	18	17	37	15	4	26	17	26	32	28	47	34	15	33	23	30	34	36	40	46	31	44	27	49	51	53	54	57	58	59	59	61	62	60	61	65	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	2	1	1	1	3	1	2	2	1	3	3	3	1
6500	-202.562890686161040	-201.194701988405711	-1.368188697755322	0.000006322400184	0.000003095583135	0.489621511603287	0.845658169201106	0	2	5	5	6	6	7	7	8	8	9	10	10	12	14	11	12	13	13	13	14	13	15	14	15	16	16	15	14	14	16	16	17	16	16	16	17	19	18	18	17	21	20	18	19	21	20	20	22	19	20	22	23	23	24	26	25	32	34	35	39	41	46	44	48	48	0	1	2	2	3	3	3	5	5	6	8	11	11	13	18	11	13	11	12	11	14	11	14	18	14	30	29	29	19	19	22	17	26	25	15	21	35	44	21	33	24	38	37	31	41	50	28	39	46	26	50	43	38	51	46	47	54	56	58	59	60	61	64	62	64	63	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	3	1	1	2	1	1	1	2	1
7000	-199.875330786672038	-198.510551128732345	-1.364779657939692	0.000004868026409	0.000002482138040	0.509885902675204	0.844225904461977	-1	3	6	4	5	6	5	6	8	7	8	9	11	13	15	11	12	14	14	14	12	13	15	15	13	15	15	14	13	15	16	16	17	17	17	17	17	18	17	17	19	20	20	18	20	19	19	21	20	20	21	23	22	23	22	25	25	32	34	36	40	39	46	45	47	49	0	1	4	2	2	5	2	7	8	8	6	8	12	13	25	12	13	21	14	17	16	13	25	14	17	14	20	25	21	29	26	20	23	28	32	18	27	36	25	24	28	40	44	34	41	40	34	28	47	44	50	49	32	42	46	53	54	56	58	59	62	60	64	62	63	65	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1
7500	-239.779420625680359	-238.267793981782205	-1.511626643898159	0.000002729855827	0.000000782927382	0.286801733127197	0.716125034348639	-1	3	5	7	6	5	7	7	9	8	7	10	10	13	14	13	12	13	13	14	15	11	14	15	14	15	15	13	14	15	17	16	17	15	16	18	17	20	18	18	18	21	18	18	19	21	20	21	19	20	20	22	20	23	23	23	26	32	33	37	40	39	44	43	47	49	0	1	2	6	6	2	5	6	5	7	3	8	3	17	17	17	12	11	9	19	12	10	17	28	10	15	16	17	22	20	14	20	19	29	17	35	32	36	34	14	33	41	26	24	36	31	41	41	26	37	24	53	19	44	30	42	48	55	58	58	62	60	64	60	63	65	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	3	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	2	3	1	2	5	1	2	1	1	1	3	1	1
8000	-236.342367544920052	-234.409974315148247	-1.932393229771798	0.000001856815117	0.000004026203740	2.168338519119946	0.545823435978184	-1	3	4	6	6	3	6	5	8	8	8	9	10	12	13	12	12	15	13	14	14	13	14	14	15	16	16	11	14	14	17	16	16	16	16	18	18	19	16	19	18	19	19	18	20	17	19	20	21	21	19	22	22	23	22	26	26	32	34	36	39	40	46	45	47	48	0	1	1	8	2	1	6	6	5	5	5	6	11	28	10	5	5	22	4	14	22	28	17	28	16	19	23	12	16	16	35	21	20	23	18	34	20	32	21	36	24	44	46	35	34	18	31	27	14	51	39	38	43	50	47	19	53	49	58	59	60	60	64	61	63	65	1	3	2	1	1	2	1	1	1	1	1	4	1	1	3	2	3	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	3	1	2	2	2	2	1	7	2	6	1	1	2	2	1	3	1	1
8500	-190.207164807447612	-188.589661847748175	-1.617502959699426	0.000000240422366	0.000000335457620	1.395284580596109	0.673212359014170	0	2	4	7	6	6	7	6	8	9	8	10	11	12	14	13	12	15	13	13	14	14	14	14	13	15	16	14	15	15	17	17	18	17	16	17	17	18	17	18	18	20	19	18	19	18	19	20	21	20	21	22	23	24	22	26	27	33	35	37	39	40	47	45	47	48	0	1	2	5	3	3	6	3	6	7	7	6	11	7	19	13	12	16	17	12	17	17	25	10	13	19	22	10	20	25	29	29	36	15	21	21	29	24	35	34	35	41	39	15	39	29	36	39	32	46	33	48	55	55	49	53	56	57	58	58	59	60	64	62	64	65	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	3	1	2	2	1	1	1	1	1
9000	-198.575354639931504	-196.910215933662926	-1.665138706268587	0.000000065425842	0.000000014058771	0.214881008431678	0.730834993231411	-1	2	5	6	4	5	6	6	9	8	8	10	11	12	14	13	12	14	12	13	15	13	13	14	15	16	16	15	14	16	18	16	18	16	16	18	17	20	17	18	18	20	19	18	19	20	19	20	20	18	21	22	22	23	24	26	24	31	33	36	39	41	45	43	46	47	0	1	5	6	2	2	5	2	4	4	4	9	10	3	12	13	13	20	12	12	16	13	14	20	23	15	20	23	14	29	37	22	15	20	13	26	18	33	21	26	35	45	26	35	41	45	26	50	40	26	43	36	42	53	52	54	52	53	58	59	60	61	64	62	64	63	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1
9500	-218.888009162502499	-217.516949507943707	-1.371059654558785	0.000001866937620	0.000001271981965	0.681320013618720	0.661005222493889	-1	3	5	6	5	5	4	7	8	9	8	9	11	12	14	13	10	15	13	11	15	14	13	14	14	16	16	15	14	15	17	16	17	17	17	17	17	19	17	19	18	19	20	17	19	21	18	20	21	20	21	22	22	22	23	26	27	31	35	36	39	41	46	45	47	48	0	1	7	6	2	2	2	7	4	4	5	4	10	17	23	6	9	24	12	11	20	14	3	17	23	30	25	25	14	25	18	19	11	15	30	21	15	44	18	26	39	37	42	18	36	38	25	35	40	32	38	48	51	48	43	48	52	56	58	59	60	61	64	61	62	65	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	2	4	2	1	1	1	1	1	1	1	2	4	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	3	1	1	2	1	1	2	3	1
10000	-251.635883557430532	-249.807279219777968	-1.828604337652559	0.000000432850904	0.000000826283312	1.908932854501140	0.622529735275299	0	4	5	6	5	4	7	6	8	8	8	9	11	12	14	12	12	14	14	12	15	11	14	13	14	16	17	15	14	16	16	15	17	17	17	18	18	19	17	16	18	20	20	19	19	21	18	21	20	19	20	22	22	24	22	23	26	32	34	36	38	40	47	43	48	46	0	1	6	2	1	1	5	2	4	6	3	7	10	10	12	8	7	16	14	4	16	12	14	12	17	14	14	25	22	24	28	17	17	31	25	31	26	35	25	28	31	36	37	37	21	30	24	44	15	37	30	50	18	48	38	44	43	49	58	59	58	61	62	62	66	64	1	2	1	1	2	2	1	1	1	1	2	1	1	2	2	3	2	2	1	3	1	1	1	2	1	2	3	1	2	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	3	1	2	3	4	2	2	2	2	5	1	1	2	1	4	1	1	1
10500	-236.172724388115000	-234.811872590068674	-1.360851798046319	0.000000931727524	0.000000526731823	0.565328177784069	0.597063646335428	0	3	6	6	5	4	6	7	8	8	7	8	12	12	15	12	11	14	13	13	14	12	14	13	14	14	14	13	15	16	16	16	15	15	17	17	18	19	18	18	17	20	19	16	20	20	19	20	21	20	18	22	22	23	23	25	27	33	35	36	39	40	46	46	48	48	0	1	1	5	2	1	5	2	5	7	4	7	12	17	28	3	9	28	16	9	13	12	20	9	22	22	20	14	26	21	26	9	26	18	33	15	35	35	36	44	28	35	33	24	23	37	36	51	16	44	15	39	48	53	53	18	52	55	58	59	59	60	62	62	64	64	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	3	1	2	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	2	2	3	1	1	1	3	2	1	2	1	1	1	7	3	5	1	1	2	1	3	3	1	1
11000	-224.969149242845219	-222.161914810430432	-2.807234432414788	0.000000101083493	0.000000482739766	4.775653809927609	0.723154684386182	-1	3	6	6	5	5	7	6	8	7	8	9	11	11	14	13	12	15	13	13	14	13	14	14	14	15	16	12	14	15	16	15	18	17	16	17	16	18	17	18	18	20	19	18	19	20	19	21	21	20	21	22	22	23	24	25	25	31	33	36	39	41	46	44	47	48	0	1	6	2	2	2	2	2	3	6	4	8	12	12	19	10	13	19	9	17	17	14	17	14	28	20	17	5	11	12	18	15	20	26	22	25	24	31	23	30	6	24	18	19	36	38	39	32	47	38	36	49	50	46	37	54	54	57	58	58	60	61	61	61	64	63	1	2	1	1	1	1	2	3	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	3	2	2	1	1	2	1	1	2	1	1	1	1	5	4	2	3	1	1	1	3	1	1	3	1	1	1	3	1	1	2	1	3	1	1	3	2	1	1
11500	-209.251490877483832	-207.890454712965521	-1.361036164518308	0.000000352301659	0.000000205869301	0.584355185057434	0.743297754079022	0	4	6	6	5	6	3	7	8	7	9	10	12	13	14	11	12	14	13	14	15	11	14	14	15	14	16	15	14	15	16	15	17	13	16	17	17	19	17	18	17	21	19	17	19	19	18	20	20	19	20	22	23	24	23	25	25	32	34	36	39	40	45	46	47	48	0	7	2	5	7	5	1	3	4	4	10	8	22	12	22	8	16	17	16	13	19	9	34	17	19	11	20	22	17	29	29	20	32	12	16	26	30	36	35	44	25	31	36	31	33	15	36	41	34	41	33	45	45	52	52	54	55	55	58	59	60	60	61	63	63	64	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	2	2	1	1	1	1	4	1	1	1	2	3	1	1	1
