step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
5000	-368.144878566642205	-377.195721947093546	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964302337433103	5	14	11	13	19	21	22	21	25	24	28	29	25	26	28	37	28	30	27	30	32	28	23	35	38	40	28	35	32	31	19	33	36	32	34	20	32	33	31	29	45	28	35	34	37	33	33	38	40	47	39	37	45	44	41	45	41	48	37	42	41	38	35	40	50	49	34	52	29	63	60	0	3	1	1	2	4	36	2	36	31	10	36	31	7	6	22	7	14	13	10	5	13	2	22	21	39	7	9	12	11	3	14	21	13	11	2	23	42	17	6	52	9	34	13	43	14	11	29	37	63	45	19	20	51	25	52	15	62	10	30	24	37	42	33	54	54	69	49	31	71	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-367.502915130784572	-376.553758511235912	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999277147726565	4	24	9	14	25	16	18	23	23	20	27	15	29	24	30	37	23	26	25	33	33	28	28	35	38	34	23	30	24	29	28	27	36	35	34	30	33	33	33	32	38	38	31	30	35	28	34	38	34	46	40	42	45	43	38	45	42	44	43	37	37	42	44	52	46	53	46	52	50	65	57	0	3	1	1	9	3	12	12	6	4	27	1	29	6	2	43	6	14	8	10	36	2	19	32	26	5	12	29	7	19	5	8	43	31	28	8	27	32	31	44	20	49	19	2	15	29	18	18	46	51	49	38	47	38	49	37	36	25	26	20	15	22	20	58	55	54	16	39	59	64	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-364.024547377258216	-373.075390757709556	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988795624322530	7	27	10	14	13	19	22	18	30	17	29	36	27	28	25	34	23	30	23	29	33	31	24	38	38	28	23	32	32	29	27	35	40	35	35	31	33	35	32	28	39	37	37	35	38	35	36	40	33	42	36	42	41	44	43	44	36	49	38	44	45	37	46	42	48	49	47	45	44	59	38	0	23	1	3	1	5	4	5	31	5	17	30	27	23	27	13	6	15	10	23	20	7	6	39	21	7	3	27	27	17	17	40	21	2	14	13	26	40	40	7	37	19	49	26	36	26	15	30	18	13	9	18	34	34	57	41	28	18	11	25	44	22	45	46	52	52	55	29	53	55	22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-378.721571825199817	-387.772415205651157	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991498531174745	6	15	11	17	20	23	17	13	25	23	24	30	31	16	28	26	28	30	24	22	32	20	29	31	41	31	32	38	26	31	28	29	31	39	30	34	33	37	30	34	39	30	36	35	34	34	32	37	35	35	38	31	43	39	32	38	42	45	37	44	43	31	38	50	47	55	48	55	50	60	54	0	3	1	3	2	8	3	1	2	7	22	31	11	3	14	5	10	20	5	4	15	14	9	20	12	22	5	46	4	4	6	4	5	12	29	16	22	18	6	16	55	10	42	22	35	12	6	52	35	10	27	6	34	55	17	36	44	53	21	51	48	20	49	37	53	64	34	44	55	69	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-368.933698254595583	-377.984541635046924	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987202297251362	6	26	10	15	17	26	18	27	22	26	23	31	28	20	27	38	32	29	26	30	33	28	28	32	40	31	28	31	29	30	17	33	33	33	36	31	38	34	23	35	45	38	32	31	34	33	35	39	39	37	38	30	43	42	37	45	42	42	29	35	36	38	48	44	45	51	45	51	44	65	66	0	39	1	3	3	5	3	9	7	14	31	6	5	4	7	12	22	11	5	13	11	14	7	6	26	14	5	15	11	4	3	52	10	6	17	9	52	8	4	26	37	33	10	9	27	30	13	15	27	22	59	39	16	35	26	6	60	21	2	2	10	45	53	37	16	55	60	63	25	68	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-360.198960399098780	-369.249803779550120	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977850377682995	7	27	11	17	25	19	22	26	25	16	29	31	19	21	27	36	26	28	28	21	33	22	28	34	45	37	29	34	28	23	29	33	40	36	37	33	37	35	25	23	44	36	34	30	37	31	33	40	27	47	36	40	42	35	46	41	42	42	43	41	41	43	50	46	48	51	51	58	48	59	61	0	20	1	1	13	1	4	20	10	3	39	9	10	4	10	32	20	40	22	10	19	6	20	2	52	18	4	30	40	6	13	30	38	21	14	8	12	11	14	10	19	30	7	6	36	40	40	21	40	56	15	42	11	17	52	29	18	46	51	47	19	54	33	48	62	33	53	69	42	64	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-363.945532942050193	-372.996376322501533	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990120572823617	6	25	9	15	19	17	22	23	25	22	31	27	29	24	29	30	27	29	28	26	34	22	24	32	43	35	31	32	23	29	21	29	35	33	27	35	35	31	32	32	44	37	28	33	32	35	27	40	41	48	40	41	40	37	43	48	37	49	42	42	34	38	49	42	45	47	48	49	47	56	49	0	29	1	3	1	3	1	4	10	4	8	23	10	5	7	8	29	31	8	1	12	4	31	17	54	32	5	32	6	29	4	14	17	35	7	35	35	2	30	32	37	16	14	29	43	24	23	37	18	60	39	62	44	35	62	42	45	69	28	42	17	9	51	48	21	49	62	54	53	58	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-372.959233657163338	-382.010077037614678	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998402897586600	6	17	9	12	20	18	16	25	24	18	19	31	29	18	29	35	22	27	26	26	28	22	24	35	42	32	25	36	22	28	26	32	35	34	25	35	40	36	25	24	41	37	26	31	37	31	34	38	26	49	41	38	35	46	45	46	35	46	31	45	43	39	47	45	49	48	47	47	45	64	50	0	1	1	3	7	4	1	29	14	4	3	17	9	3	2	13	2	35	2	11	23	11	14	46	24	20	5	15	2	17	7	27	17	40	11	39	32	22	11	2	28	15	5	43	19	19	18	31	17	24	57	47	31	61	41	51	9	12	43	59	26	33	53	51	45	62	34	26	37	71	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-371.733467445462509	-380.784310825913849	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975195919650509	6	19	11	17	18	25	22	16	25	20	30	38	29	25	31	29	29	30	15	22	22	22	22	32	41	32	27	32	27	29	27	34	36	34	30	31	33	32	32	28	38	33	37	36	33	31	36	38	38	46	34	35	43	34	47	40	42	43	42	45	42	44	46	51	51	51	45	55	53	65	57	0	3	1	19	3	5	2	3	21	8	2	18	5	5	30	20	2	23	3	2	3	5	8	40	13	20	2	14	7	2	5	29	17	39	31	5	35	29	20	21	37	14	27	38	2	31	11	24	34	46	22	13	30	29	51	38	49	34	39	36	18	51	39	47	55	49	37	59	38	71	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-364.251409738796383	-373.302253119247723	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983477270626437	5	28	10	13	21	19	21	27	31	21	23	24	22	25	30	34	25	27	24	24	35	19	24	28	40	30	29	34	30	28	31	29	38	31	34	31	36	32	35	34	43	25	29	34	39	32	29	41	40	41	38	44	36	40	48	40	38	47	41	43	33	45	35	44	49	56	49	58	47	52	63	0	23	1	1	4	1	6	11	20	1	10	6	6	7	11	30	10	10	7	22	2	4	4	5	61	12	6	11	42	6	2	11	9	42	47	8	11	14	17	6	63	7	11	30	35	14	22	35	39	40	28	20	29	63	60	40	30	54	63	51	17	56	8	45	60	65	41	48	50	62	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-354.339732215181300	-363.390575595632640	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996785987289117	6	23	8	12	19	26	14	22	25	24	32	33	23	19	21	39	22	28	27	30	35	29	24	33	37	36	25	33	33	32	30	31	37	36	34	27	30	29	25	33	42	37	33	36	34	34	27	39	39	45	38	42	41	42	39	41	37	46	42	45	40	46	49	46	46	57	53	49	46	54	53	0	5	1	3	7	14	3	7	14	5	9	18	4	7	7	32	15	8	39	8	37	8	5	20	11	31	14	17	36	23	8	13	20	22	6	15	9	13	3	22	16	37	10	37	39	27	8	22	29	49	45	31	22	37	11	25	30	61	48	61	12	54	53	29	61	63	55	44	45	68	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-368.526305494349629	-377.577148874800969	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983664867719927	-1	22	12	17	19	20	17	18	29	23	26	27	22	19	26	38	26	26	24	25	25	28	25	31	44	28	31	37	29	24	23	34	21	36	32	34	39	32	30	32	43	37	33	35	33	31	29	39	44	42	35	41	42	40	38	43	39	48	44	43	37	43	51	45	39	55	54	55	46	58	53	0	4	1	3	3	8	3	3	20	7	33	33	8	3	10	32	6	33	14	8	4	19	2	10	55	21	18	47	13	5	6	21	8	9	20	31	51	30	23	11	35	39	23	9	33	4	12	40	50	43	24	31	16	2	36	51	11	59	37	35	13	61	37	35	44	63	62	63	36	49	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-356.559539873330777	-365.610383253782118	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969452190856505	3	21	10	13	22	17	19	19	30	20	25	36	22	26	25	34	27	31	21	29	35	28	26	34	43	38	25	35	33	28	25	35	41	30	31	30	33	32	35	28	46	31	27	31	31	31	30	36	41	50	34	38	39	42	46	44	38	37	38	36	44	42	47	47	46	50	49	57	43	66	59	0	8	1	3	7	3	1	4	31	3	10	22	6	7	8	31	5	19	7	11	30	2	7	42	57	14	10	22	13	13	10	36	44	2	10	11	9	17	30	15	48	6	13	14	31	23	27	36	28	63	35	37	34	27	16	12	29	17	35	44	35	29	26	62	59	69	41	66	28	68	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
