step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-439.963771090927821	-438.039108789544912	-1.924662301382889	0.000010956476765	0.000023542863335	2.148762219741501	0.782486657154498	1	-1	2	5	6	7	10	9	9	11	13	12	15	13	14	16	17	19	17	18	17	19	20	19	19	19	18	19	22	20	21	21	23	22	24	24	24	23	22	25	26	25	25	25	27	26	27	25	25	27	28	28	27	26	28	28	28	30	30	29	30	31	32	32	32	31	34	34	36	32	37	36	38	36	37	36	39	37	2	0	2	3	4	4	9	5	4	7	7	7	10	9	14	15	10	21	0	17	14	19	17	21	21	20	0	0	20	22	28	23	31	28	39	34	23	39	31	39	44	17	38	39	35	31	36	37	31	42	41	41	42	48	39	46	46	56	53	53	54	54	66	61	61	53	70	64	67	66	67	62	71	67	70	68	67	74	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	2	1	1	2	1	1	1	2	1	3	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	3	1	1	3	1	2	1
5500	-450.891940187190812	-449.160037541002339	-1.731902646188484	0.000013764485989	0.000023021693317	1.672542900250836	0.690728240095720	2	0	1	5	7	8	10	9	9	13	12	14	14	12	14	16	17	19	18	17	18	19	19	19	20	18	20	19	21	20	22	20	23	22	24	25	25	25	23	26	26	25	24	26	28	24	26	25	26	26	28	28	27	26	28	29	30	30	28	30	30	32	32	32	32	32	35	33	35	35	36	36	36	36	36	38	38	38	3	0	2	3	4	4	8	4	4	11	7	10	11	9	14	15	9	21	0	12	16	19	20	21	21	20	0	0	17	22	28	23	34	28	39	46	32	28	28	35	35	29	31	39	44	31	36	26	35	37	41	41	42	48	35	36	47	56	42	42	54	54	59	61	61	59	66	48	63	66	66	62	67	67	70	68	69	74	1	1	1	2	1	2	1	2	3	1	1	1	2	1	1	2	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	3	2	1	1	2	1	2	1	1	1	4	1	1	1	1	1	1	2	2	2	1	3	3	3	3	1	1	1	2	1	3	2	1	1	2	1	1	1	2	1	1
6000	-444.974560872841721	-443.601794857152470	-1.372766015689261	0.000022234513624	0.000015367595287	0.691159498549752	0.601291690489525	2	0	2	5	7	8	10	9	9	11	13	13	15	12	13	16	17	15	17	18	18	18	20	18	20	19	19	19	21	19	21	21	22	22	24	24	24	25	22	25	24	25	23	27	27	26	26	25	25	26	28	27	27	27	28	27	29	30	29	30	31	31	32	30	32	32	34	34	36	35	37	37	38	35	38	36	38	38	2	0	2	3	4	4	9	5	5	7	7	9	12	10	14	15	11	11	0	17	13	19	12	18	21	20	0	0	20	22	28	23	28	28	39	34	32	33	31	35	31	29	34	35	40	36	36	37	39	23	41	41	42	48	47	31	47	56	53	53	54	48	59	54	64	59	66	62	67	66	69	62	69	66	70	68	69	74	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	3	2	2	1	1	1	2	1	1	1	3	2	2	1	2	2	1	1	1	2	1	2	1	1	2	1	1	3	2	2	1	2	1	3	2	2	1	2	2	2	1	2	2	2	1	2	2	2	1	3	1	2	2	1	2	2
6500	-447.302323940135921	-445.936841473345964	-1.365482466789969	0.000052235552491	0.000026382812485	0.505073866872486	0.642305472911143	1	0	2	6	8	8	10	9	9	12	13	13	15	14	13	15	18	18	18	17	18	19	19	18	20	20	18	19	21	20	21	19	23	21	23	24	24	25	26	26	27	26	24	26	28	25	25	25	26	28	28	28	28	27	28	28	29	30	30	29	31	29	33	31	31	32	35	33	34	34	37	36	37	36	38	37	38	38	2	0	2	3	3	4	9	5	4	7	7	7	12	11	9	14	9	10	0	12	14	19	20	14	18	20	0	0	23	22	28	17	28	28	34	34	23	43	35	35	44	37	34	43	28	31	36	37	35	37	44	44	18	37	35	47	36	46	53	42	62	48	66	54	54	53	69	62	63	66	69	68	74	69	70	72	67	74	1	1	1	3	2	1	1	1	1	2	2	2	2	1	2	1	4	3	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	4	2	1	1	2	2	1	2	4	2	2	2	2	3	1	1	1	2	1	2	2	2	1	2	1	1	1	2	1	2	2	1	2	1
7000	-433.638250531463257	-432.226749440751803	-1.411501090711430	0.000057235461501	0.000021905839894	0.382731951821504	0.653659010269903	1	0	2	6	8	9	9	9	11	12	12	13	15	14	13	16	17	17	18	18	20	19	19	18	20	19	19	18	21	20	21	21	21	22	23	22	24	24	26	25	25	25	25	27	27	26	26	25	23	26	28	27	27	26	28	28	29	29	30	30	30	30	32	33	32	32	35	33	36	34	36	36	38	36	38	35	37	39	2	0	2	3	4	4	4	2	8	9	7	10	10	15	9	15	13	14	0	17	18	19	17	18	18	20	0	0	23	22	28	26	28	28	31	28	20	35	35	35	36	29	38	40	40	36	28	23	34	32	41	41	37	48	39	46	34	47	53	53	37	26	59	48	61	59	66	62	66	66	66	67	67	66	69	64	63	74	1	1	1	2	1	2	2	4	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	3	1	2	3	1	1	1	2	2	1	1	1	2	5	2	1	2	1	1	2	1	1	1	2	1	1	2	4	3	1	4	1	1	2	2	2	1	2	1	1	2	2	2	2	1
7500	-415.111939706388625	-413.682316645897856	-1.429623060490757	0.000056917515408	0.000020398321271	0.358383902123285	0.704899931151991	0	-2	1	6	8	8	9	9	10	12	12	13	14	13	13	16	17	18	17	17	16	18	20	18	21	19	19	19	20	20	21	21	22	23	23	24	23	25	26	25	27	25	24	26	28	26	26	24	25	28	27	28	28	26	28	28	29	29	30	30	31	31	32	32	32	31	33	34	36	35	35	36	38	35	39	37	38	37	2	0	2	1	4	4	5	5	7	7	9	11	11	10	10	15	11	14	0	11	14	19	17	21	18	20	0	0	20	22	28	20	31	28	31	31	23	35	35	35	40	23	34	31	34	36	36	37	34	42	34	40	42	32	40	36	45	34	53	53	48	48	59	62	61	53	63	62	67	66	67	62	67	66	70	61	69	74	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	2	1	2	1	1	1	1	3	3	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	3	2	1	1	1	1	1	1	2	2	1	2	2	2	2	3	1	1
8000	-475.365636489279950	-473.997876470896585	-1.367760018383360	0.000059009586497	0.000029022204991	0.491821866804896	0.529990380744380	2	0	1	4	6	8	8	9	10	11	13	13	14	13	13	17	17	15	17	16	19	19	18	19	19	19	19	19	21	20	21	22	23	22	24	23	24	24	22	26	26	26	23	26	26	26	27	25	25	27	27	26	28	26	27	29	29	29	29	30	28	31	32	32	32	31	33	33	35	34	37	36	37	37	38	38	39	39	3	0	2	2	4	4	5	6	6	9	10	10	11	10	7	11	9	15	0	12	18	19	17	18	14	20	0	0	21	22	28	26	31	28	28	31	23	39	28	38	39	37	31	38	31	31	36	23	39	37	41	36	23	26	44	46	47	46	37	53	37	42	53	62	37	59	66	54	66	63	69	65	69	63	67	61	69	74	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	2	2	1	1	2	3	2	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	1	1	1	3	2	4	1	2	1	2	4	3	1	1	1	1	3	1	3	3	2	1	3	1	2	2	2	1	1	2	2	3	2	5	2	1
8500	-435.362603036906705	-433.970537752102985	-1.392065284803722	0.000060674362325	0.000025294962159	0.416897041672855	0.600568451373217	1	0	2	5	8	7	9	7	11	11	13	13	14	13	14	16	17	17	17	17	19	18	19	18	19	20	19	18	22	19	21	21	22	22	24	23	24	24	25	26	26	25	24	26	27	25	27	26	26	28	28	28	26	25	28	28	29	29	29	29	30	31	32	33	32	32	35	33	36	35	35	37	37	36	38	37	38	38	2	0	2	2	4	4	4	3	7	7	10	10	11	9	7	15	11	15	0	12	14	19	13	18	18	20	0	0	20	22	28	23	28	28	31	34	26	34	35	39	34	32	31	35	40	36	46	29	39	37	41	41	37	29	39	36	47	47	53	53	54	48	59	65	48	59	66	29	66	63	63	65	70	63	70	62	70	74	1	1	1	2	2	1	2	3	1	1	2	1	1	1	1	1	2	1	1	1	3	1	2	1	1	2	1	1	3	1	2	1	1	3	1	1	3	2	1	1	1	2	1	1	1	1	2	3	1	3	2	1	1	2	2	3	1	2	2	1	3	3	2	1	2	1	1	4	2	2	1	2	1	2	2	3	2	1
9000	-403.399823956994567	-401.983486624241493	-1.416337332753052	0.000065791244898	0.000024717433434	0.375694873577590	0.697082785950834	1	-1	2	4	7	8	9	9	11	12	12	14	14	14	13	16	17	18	15	18	19	19	20	17	20	19	19	19	21	20	22	22	22	22	24	23	24	24	26	25	26	25	25	25	26	25	26	26	26	28	28	27	28	26	28	29	29	30	31	30	30	31	33	33	32	32	35	34	36	34	36	37	38	35	37	36	37	39	2	0	2	3	4	5	5	4	7	7	7	10	11	9	7	14	9	24	0	17	18	19	20	14	21	20	0	0	20	22	28	12	28	28	34	28	23	33	35	36	38	20	38	28	35	31	46	32	44	42	41	31	42	32	40	46	46	56	53	53	48	54	59	65	61	42	63	65	67	66	70	68	69	66	70	68	59	74	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	2	3	2	1	1	2	2	2	2	1	1	3	1	3	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	2	3	1	1	1	3	1	1	1	2	1	2	1	2	2	1	4	3
9500	-421.523097589938970	-420.028120354149166	-1.494977235789808	0.000058405101397	0.000017416950490	0.298209404200810	0.611262965156568	1	0	2	4	7	8	9	8	10	12	12	14	14	13	14	17	17	18	17	18	19	19	18	17	20	19	19	19	21	20	21	22	22	22	24	23	21	25	25	25	26	25	24	27	27	26	25	26	26	28	28	27	28	27	28	28	29	28	29	30	30	31	31	33	31	33	35	35	37	35	37	34	37	35	39	37	39	38	2	0	2	3	4	4	8	4	7	7	9	11	11	7	14	15	12	14	0	12	18	19	10	14	18	12	0	0	26	22	28	17	31	28	36	34	26	35	35	35	35	26	34	40	40	31	31	23	31	42	41	40	42	37	41	39	47	46	53	42	54	54	59	61	61	63	66	65	63	66	67	53	67	66	69	72	66	74	1	1	1	1	2	2	1	3	1	2	1	1	1	2	1	2	2	1	1	2	1	2	3	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	3	1	1	1	2	2	5	2	1	1	1	1	2	1	1	2	1	1	2	2	3	1	1	1	1	2	2	3	1	1	3	1	1	1	2	2	2
