step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52
50000	-265.959168075185516	-275.010011455636857	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987368808499810	1	6	7	14	20	18	8	23	20	28	18	34	21	30	24	31	27	32	36	36	34	23	30	35	31	24	24	42	32	35	38	37	43	40	46	42	30	42	43	48	41	45	47	52	55	56	67	49	54	49	54	63	0	1	1	7	3	7	1	4	11	6	3	22	6	26	11	10	22	27	22	14	18	9	13	23	10	5	4	20	8	25	10	23	20	32	34	19	8	23	20	34	25	34	34	35	33	41	49	42	33	32	50	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50500	-279.455155177215943	-288.505998557667283	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978455902218008	-4	7	10	15	23	19	19	17	18	22	23	35	24	28	25	32	22	29	35	36	33	34	26	36	30	29	27	39	35	33	30	40	43	35	40	43	39	41	47	46	42	46	46	59	42	46	60	50	54	51	53	66	0	1	1	2	1	4	3	3	2	7	4	26	4	9	4	5	7	10	14	14	5	26	4	27	13	17	6	20	10	5	5	25	18	23	31	32	12	29	37	30	35	12	16	48	20	37	38	42	28	48	28	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51000	-270.973067314656021	-280.023910695107361	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972058491349973	2	9	6	13	21	21	24	19	17	26	23	30	18	19	26	33	27	27	31	35	37	34	27	26	25	25	33	35	34	33	38	36	44	43	49	39	38	44	45	44	42	48	45	56	55	58	54	52	48	51	56	64	0	3	1	3	3	9	9	3	3	8	13	11	9	3	14	26	9	5	6	26	29	8	11	11	2	9	25	24	11	25	16	12	22	16	36	28	19	31	29	36	21	33	31	35	39	38	42	38	40	38	38	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51500	-272.602877088023320	-281.653720468474660	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994311754580542	-1	9	5	17	17	16	22	22	11	25	19	16	21	25	19	31	26	29	37	31	32	36	26	33	31	37	22	43	32	40	37	37	33	39	46	36	36	40	42	40	31	39	51	52	56	49	58	48	52	42	55	60	0	3	1	9	9	9	6	12	3	11	2	9	4	9	9	5	5	15	29	17	5	20	27	18	23	29	12	20	17	36	29	29	27	41	38	17	41	21	37	16	11	16	42	36	44	38	46	28	28	34	49	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52000	-272.879563043076416	-281.930406423527756	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992095604427991	-4	5	9	14	14	16	22	23	20	22	12	33	17	20	26	28	27	29	36	36	30	38	24	30	26	22	24	42	31	41	39	36	46	26	46	43	34	39	41	47	40	47	51	58	50	55	58	55	43	55	54	63	0	1	1	2	2	2	3	13	4	5	2	15	5	6	14	8	6	10	16	8	25	18	5	10	9	13	6	31	7	19	20	8	32	27	22	12	25	15	12	39	13	19	39	35	39	35	33	49	20	40	43	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52500	-278.652912702744970	-287.703756083196311	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992080216063574	3	10	9	14	21	19	19	19	21	27	21	36	14	25	22	26	18	24	33	33	38	37	25	29	30	27	30	43	22	33	39	35	34	42	49	40	38	41	29	45	35	51	46	58	56	41	60	53	47	55	59	68	0	1	1	2	13	3	3	13	3	18	3	39	2	4	4	7	13	6	14	15	12	4	8	15	23	17	10	9	6	26	27	39	6	36	31	33	25	41	23	37	14	35	37	28	48	30	50	35	21	43	42	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53000	-275.311697301720187	-284.362540682171527	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995569621553745	3	9	7	21	17	14	23	23	18	21	15	30	22	25	23	28	18	28	35	33	31	34	25	31	32	28	32	33	31	35	30	39	41	40	46	42	39	40	46	48	39	38	38	45	55	52	64	52	46	51	62	59	0	3	1	5	2	3	9	17	1	2	6	10	17	6	6	23	6	15	12	14	13	8	4	15	18	9	9	5	23	23	15	17	31	12	37	20	25	21	34	34	30	21	24	37	39	42	52	20	41	35	40	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53500	-267.371807474551701	-276.422650855003042	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970300700564454	2	11	8	18	20	17	16	22	21	29	14	36	20	24	24	18	25	20	21	30	33	38	30	33	27	34	34	42	41	37	41	39	41	41	43	41	39	44	49	44	35	42	46	56	52	51	64	48	50	56	54	59	0	3	1	2	2	11	1	6	16	16	1	24	2	16	19	1	9	11	3	17	25	14	14	17	7	10	13	26	22	26	41	23	23	12	21	12	26	27	29	26	21	27	42	51	40	28	44	31	28	48	48	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54000	-272.519281650033918	-281.570125030485258	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.952282739530518	-2	8	4	17	19	12	15	20	13	28	18	28	24	30	23	24	26	33	33	31	33	39	21	30	32	31	33	38	36	40	38	40	34	42	49	36	31	33	36	38	43	47	52	54	44	56	58	46	51	53	62	62	0	1	1	6	3	3	3	9	2	4	2	8	5	17	7	11	5	23	17	15	15	24	6	5	12	15	4	38	26	33	21	14	17	29	41	10	10	7	14	14	33	19	42	32	22	42	42	34	40	45	35	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54500	-270.859176886185367	-279.910020266636707	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983688025592612	1	12	7	20	20	17	21	23	20	20	23	33	18	25	15	26	24	30	37	32	34	32	27	33	29	31	27	38	35	33	42	24	45	40	50	37	33	41	47	44	34	49	35	52	50	42	59	45	43	50	60	69	0	3	1	15	15	2	13	15	15	3	4	11	1	11	3	7	2	7	43	32	25	6	7	23	9	17	7	37	16	14	41	7	41	30	40	16	23	41	46	19	23	34	11	50	31	26	44	31	30	49	42	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55000	-258.305470653398288	-267.356314033849628	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995299257170642	0	3	7	19	12	14	22	23	16	23	17	30	11	26	24	25	23	30	35	29	35	34	27	37	33	24	27	41	41	35	41	39	44	40	38	40	34	36	46	47	40	49	51	55	54	52	60	50	48	55	58	67	0	1	1	13	3	13	3	11	13	13	6	23	1	8	9	11	9	16	27	10	18	23	8	25	23	4	10	32	25	23	27	22	31	37	12	21	8	25	38	32	21	34	35	28	40	39	48	34	24	40	43	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55500	-261.285113916572357	-270.335957297023697	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973728728773186	0	10	6	11	21	16	15	22	15	25	21	33	18	15	22	27	28	31	28	34	38	36	28	35	27	30	36	40	31	35	38	41	44	44	47	45	41	31	43	40	34	48	52	56	43	49	62	47	50	52	58	69	0	1	1	3	9	4	3	13	4	14	9	17	4	2	6	5	13	16	15	16	12	41	6	38	5	10	29	30	6	29	20	29	12	21	32	26	41	10	32	38	17	40	33	36	28	48	48	39	33	34	49	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56000	-288.347008435642806	-297.397851816094146	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.933976234447310	3	12	8	12	18	19	20	16	15	19	20	21	15	25	24	26	23	27	32	36	36	35	31	35	32	31	24	42	31	31	39	36	45	39	42	40	39	33	27	39	33	52	45	59	35	44	47	53	52	45	61	68	0	3	1	1	3	2	3	3	3	2	9	9	3	9	8	7	5	8	10	19	16	23	14	30	11	13	9	16	10	9	23	27	24	19	21	26	14	18	7	25	16	33	30	42	18	22	46	33	46	31	49	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56500	-267.636112399778710	-276.686955780230051	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997168351959209	-1	8	2	16	22	11	20	16	14	22	19	34	23	28	24	29	30	27	31	28	37	33	33	38	28	35	32	34	30	36	40	32	45	41	49	42	39	36	39	42	28	50	42	59	51	55	64	55	48	52	61	68	0	3	1	2	4	2	6	6	3	6	4	25	11	13	4	4	5	11	15	9	29	10	10	17	9	20	20	20	5	14	23	41	24	32	36	41	29	16	29	23	13	43	37	50	39	26	50	45	40	33	35	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57000	-273.834301676018697	-282.885145056470037	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990808804649575	0	6	10	19	24	15	15	22	17	26	24	29	20	20	21	21	24	33	35	33	32	34	18	35	26	33	24	40	35	39	33	37	46	41	45	45	29	39	43	47	45	44	50	48	53	47	61	38	45	51	57	68	0	1	1	3	3	3	3	7	3	16	7	10	7	3	4	6	7	10	25	8	16	23	6	26	8	8	13	31	21	20	27	37	19	22	38	37	8	12	30	20	38	10	35	38	46	38	41	24	24	35	45	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57500	-257.988860220269487	-267.039703600720827	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976181050494456	-2	9	7	14	20	15	20	19	22	27	19	33	21	23	24	31	19	25	29	33	33	36	28	30	33	34	28	40	38	33	40	38	41	38	46	41	37	46	40	47	36	47	51	58	48	49	62	52	56	51	63	68	0	1	1	2	6	3	6	6	6	13	4	8	6	8	7	9	6	11	7	27	9	10	11	15	19	23	13	41	10	19	21	19	12	23	28	16	25	31	37	28	30	33	39	48	30	36	49	45	42	34	42	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58000	-276.460894263049681	-285.511737643501021	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996486382360458	-1	9	7	21	20	16	23	23	22	26	17	29	25	20	16	25	28	29	34	31	38	37	29	27	32	27	31	38	38	41	36	40	33	42	44	44	38	35	49	48	34	43	52	60	53	48	52	51	47	51	62	67	0	1	1	6	6	3	14	15	6	14	15	10	11	15	2	5	14	14	16	8	25	13	24	5	8	5	15	12	27	31	27	22	20	27	31	22	16	20	30	10	5	25	42	43	42	35	38	41	30	49	48	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58500	-272.703990795419941	-281.754834175871281	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997002384533846	1	6	8	16	22	17	12	22	22	15	20	34	17	25	24	15	19	27	31	34	31	24	28	38	30	30	31	35	37	38	42	38	46	23	43	40	38	39	35	46	40	42	42	54	52	53	60	46	47	46	59	63	0	1	1	7	10	7	2	17	17	2	7	27	10	8	6	2	10	11	17	27	23	16	16	19	5	15	34	8	25	19	29	27	19	13	36	25	5	26	15	24	24	30	25	40	48	33	46	42	41	12	44	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-288.720336101189616	-297.771179481640957	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996354322768010	3	5	9	17	15	14	19	19	14	23	20	34	22	28	25	28	23	30	25	34	30	35	27	35	27	31	29	35	38	37	35	37	39	42	36	37	40	41	45	45	43	47	51	57	45	43	42	32	49	57	48	67	0	1	1	3	2	3	9	1	1	13	5	27	6	8	7	17	11	16	4	14	25	10	8	26	11	15	23	17	15	22	27	15	12	31	25	16	27	20	28	12	24	47	48	29	32	30	22	16	16	42	38	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59500	-274.425606971279478	-283.476450351730819	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978895177809388	1	9	7	18	19	6	14	18	20	24	23	31	23	26	18	31	27	26	26	32	31	35	30	33	32	36	32	42	34	23	39	37	45	41	41	43	37	44	46	44	40	52	53	53	52	43	52	45	46	46	50	53	0	1	1	6	1	1	2	7	2	4	9	11	8	30	2	9	30	4	13	14	30	12	10	14	8	12	10	37	18	4	23	12	28	26	21	27	14	32	37	25	25	48	33	33	38	23	34	41	21	12	40	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60000	-259.545461787148952	-268.596305167600292	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999913037257646	3	10	7	17	22	14	24	25	19	28	17	31	18	26	21	26	23	28	33	30	24	36	30	34	27	33	36	41	36	35	39	41	42	34	47	38	37	37	41	45	42	50	46	62	53	47	63	52	56	55	56	67	0	3	1	2	6	2	4	4	2	9	3	10	1	5	4	9	4	16	16	21	15	8	21	10	17	14	26	30	18	21	24	19	22	14	24	21	26	9	34	34	19	35	32	48	33	33	50	42	41	42	35	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60500	-265.248282464175134	-274.299125844626474	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997452059984461	-1	6	10	12	23	16	24	22	18	25	21	37	19	27	20	29	26	30	30	33	32	34	26	31	28	31	30	38	40	35	41	36	40	38	45	37	37	41	45	34	45	52	46	47	54	50	57	54	42	55	60	61	0	1	1	2	6	4	3	9	4	9	3	18	4	5	3	9	9	8	15	5	8	17	15	17	13	11	5	22	36	14	30	26	21	10	22	5	25	36	14	27	29	46	38	34	39	35	35	41	25	29	45	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-263.479183737538392	-272.530027117989732	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995761010223881	3	5	8	18	21	12	23	17	22	25	22	28	21	22	26	18	28	31	35	32	36	33	26	36	27	32	32	37	41	41	38	38	45	43	50	33	38	39	39	38	34	43	43	54	56	56	63	52	49	55	60	65	0	1	2	6	6	1	4	1	8	5	8	14	8	6	9	2	4	9	27	25	12	12	4	26	13	7	12	27	10	37	19	18	32	26	34	18	20	18	18	27	25	41	40	35	29	20	45	35	42	49	44	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-276.087026243715684	-285.137869624167024	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986304512461526	1	5	10	15	19	15	18	19	17	27	24	36	21	20	22	30	24	28	28	30	31	33	22	39	25	35	25	35	32	37	36	36	36	45	44	44	31	36	38	46	44	43	47	41	52	55	55	54	48	48	62	54	0	1	2	2	4	2	6	3	3	15	4	10	6	1	8	7	8	9	25	8	17	18	8	29	14	11	7	21	18	18	21	37	21	27	30	31	18	16	26	30	38	32	41	30	41	40	49	31	30	35	52	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-259.782361315290018	-268.833204695741358	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986745470399550	0	3	8	20	18	14	20	20	22	22	20	33	17	27	23	29	27	33	35	36	31	37	29	36	25	29	29	39	31	37	43	39	44	38	48	39	38	44	44	38	40	52	50	55	58	50	65	52	47	49	61	64	0	1	1	6	3	2	6	6	13	7	6	25	3	4	4	7	4	14	15	26	17	16	10	12	11	25	25	27	9	18	22	23	19	18	38	29	16	18	36	19	29	46	39	43	38	34	50	28	19	36	48	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-277.553695609219005	-286.604538989670345	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989587231377297	1	5	7	19	19	13	15	19	15	29	11	36	20	23	25	26	24	25	28	31	34	40	13	39	34	33	36	43	29	31	39	38	43	41	43	36	38	37	46	39	44	46	49	58	55	39	61	48	54	52	54	64	0	1	2	7	7	3	3	23	6	7	3	15	6	8	7	6	5	9	5	15	18	29	3	19	16	29	29	46	13	4	27	10	32	14	38	29	20	20	22	18	40	22	39	39	41	29	39	37	42	33	42	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63000	-267.895015957342537	-276.945859337793877	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992702298843436	2	5	6	14	21	13	19	26	17	23	15	34	21	25	26	31	27	30	32	36	37	33	29	38	32	29	31	37	37	35	37	36	42	43	46	33	26	41	35	43	38	50	46	46	56	57	56	43	50	54	61	60	0	1	1	2	9	3	4	7	2	3	2	23	1	11	13	10	10	13	26	17	19	8	7	27	37	14	37	27	27	13	19	16	19	20	32	7	7	22	37	19	23	44	39	31	42	42	50	28	41	31	45	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63500	-276.357599660072424	-285.408443040523764	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950436627018042	-1	10	6	19	22	15	21	21	13	27	12	30	21	18	22	31	26	21	36	32	34	40	29	34	29	30	27	27	35	33	40	34	45	40	51	35	34	35	49	47	38	45	45	50	46	52	58	51	47	55	61	58	0	3	1	6	6	3	14	4	3	14	3	13	14	1	2	17	7	6	10	23	6	26	14	15	8	17	4	14	17	23	32	28	22	32	42	16	23	28	31	29	38	26	21	38	31	33	50	24	42	42	50	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64000	-266.781716256857578	-275.832559637308918	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976923102020406	1	11	6	20	17	17	14	25	19	25	9	34	18	28	20	31	25	22	34	27	38	35	23	37	28	34	28	40	37	41	41	41	48	38	47	38	39	37	43	41	44	43	49	59	54	55	58	51	53	53	58	61	0	3	1	13	3	2	2	7	2	13	1	23	2	13	3	14	5	11	25	4	16	19	5	12	15	17	23	17	19	22	21	22	8	27	39	12	27	16	22	12	21	21	39	41	30	48	43	41	39	35	48	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64500	-272.772185377252754	-281.823028757704094	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986289242535717	-3	2	5	17	17	13	19	22	20	23	19	26	23	27	15	32	16	27	34	32	36	35	29	35	28	32	34	45	37	39	32	29	42	42	46	40	36	41	49	43	40	44	49	62	53	50	56	51	52	55	60	51	0	1	2	3	6	1	6	7	15	4	6	15	15	9	2	18	3	13	18	11	12	13	13	18	10	18	16	24	31	29	12	12	24	29	36	19	19	37	34	31	16	24	35	48	35	41	22	36	40	42	34	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-258.687742724860584	-267.738586105311924	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.955834379104454	-3	6	4	12	19	14	22	22	16	28	20	27	9	26	21	31	26	29	36	32	37	34	29	38	26	32	33	37	38	35	40	35	40	44	43	41	31	41	42	46	37	46	44	59	52	57	61	54	51	52	61	61	0	1	1	2	6	2	5	9	13	8	9	4	2	5	4	7	6	5	10	23	23	25	25	32	8	18	23	18	37	25	18	25	21	19	31	32	7	24	28	27	23	32	19	45	43	49	49	43	29	21	46	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65500	-260.311068761811271	-269.361912142262611	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989875118875765	2	8	8	14	23	17	20	24	15	22	21	27	12	28	24	29	20	31	33	33	36	37	31	34	28	22	33	33	38	39	31	40	42	41	49	37	29	37	45	45	43	39	54	62	54	49	55	52	52	45	61	65	0	1	1	2	7	3	4	17	2	4	2	11	3	26	7	10	2	16	15	37	25	16	25	14	15	2	12	14	18	14	11	28	21	38	29	25	26	12	36	14	18	18	39	48	40	34	39	41	39	30	48	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66000	-274.612269683380987	-283.663113063832327	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996195271777856	3	7	9	17	19	10	24	24	17	29	21	31	14	28	22	27	22	32	29	35	38	32	28	33	31	33	33	36	38	40	22	36	44	42	36	46	36	35	48	42	41	31	40	55	52	50	54	54	49	45	58	61	0	1	1	13	2	1	9	3	6	9	4	16	3	15	9	5	4	7	17	18	14	14	17	14	14	17	17	12	22	21	9	18	22	24	22	41	14	42	40	29	22	16	22	40	12	33	49	49	36	43	49	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66500	-272.395777583453309	-281.446620963904650	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950255312969246	-3	9	4	14	18	15	23	25	19	19	21	35	22	25	13	27	16	26	22	34	33	39	28	36	29	33	29	31	40	39	27	35	43	41	47	41	40	38	43	41	39	43	47	50	49	43	63	42	45	52	60	54	0	3	1	3	15	3	15	10	2	2	4	7	4	5	2	17	3	10	9	25	8	31	17	27	14	8	8	31	27	28	10	11	38	32	36	20	32	20	37	28	32	22	34	48	40	26	52	30	48	36	42	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
