step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
5000	-132.978301212796538	-139.833789163755910	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562723272809634	13	11	14	17	15	17	16	19	20	18	21	23	25	25	24	29	29	30	34	34	39	2	0	1	5	1	7	2	5	3	2	8	11	7	12	11	13	15	13	18	17	20	1	1	1	1	1	1	2	2	3	3	1	1	4	1	2	2	3	3	2	2	3
5500	-140.631950187892130	-147.487438138851502	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491138943930511	13	12	14	18	15	17	15	19	17	18	19	22	24	24	25	26	29	30	34	33	38	2	0	1	7	1	7	2	5	3	2	7	11	6	12	8	13	15	13	18	17	17	1	1	1	1	1	1	2	2	2	2	2	1	4	1	3	1	2	3	2	2	5
6000	-149.533343115584444	-156.388831066543815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480750594757952	13	12	14	18	15	16	17	19	19	19	19	23	25	25	26	28	29	31	35	33	39	2	0	1	5	2	2	6	5	3	1	4	8	6	12	12	13	8	16	18	17	17	1	1	1	1	1	2	1	2	3	3	1	1	5	2	2	1	5	1	2	2	5
6500	-143.397888808559230	-150.253376759518602	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524843852896805	12	10	14	18	16	16	18	20	20	17	20	22	24	22	24	28	29	29	33	33	39	2	0	1	5	1	2	6	5	3	6	2	8	6	8	11	13	15	16	18	17	17	1	1	1	1	2	4	1	2	3	1	6	1	3	1	2	3	2	1	2	2	4
7000	-128.699240509341109	-135.554728460300481	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573733344286887	13	12	14	17	15	17	14	20	18	18	20	23	24	24	25	28	29	29	34	33	37	2	0	1	5	2	7	2	5	3	7	5	11	6	12	12	13	15	16	18	17	20	1	1	1	1	2	2	1	2	2	2	2	2	4	1	1	2	2	1	2	2	2
7500	-136.740743617924494	-143.596231568883866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387016934739386	13	10	14	17	15	16	16	19	20	18	20	24	24	24	25	28	29	30	34	33	40	2	0	1	1	1	1	2	4	3	2	8	10	6	11	12	13	15	16	18	17	17	2	1	1	2	1	2	2	1	2	5	1	3	5	2	1	2	2	1	2	3	6
8000	-153.183470602301810	-160.038958553261182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513232986092613	13	12	14	16	14	17	16	19	18	17	20	24	25	23	24	27	29	30	34	34	40	2	0	1	2	2	7	2	5	3	1	4	14	10	8	14	13	15	13	13	17	17	1	1	1	2	1	1	2	2	2	2	1	1	3	2	1	1	3	2	5	3	4
8500	-139.718027816871569	-146.573515767830941	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530760123872771	13	12	14	18	16	16	16	19	20	18	20	24	22	25	25	27	29	30	35	33	38	2	0	1	6	2	2	2	5	3	7	7	11	6	11	12	13	15	16	16	17	20	1	1	1	1	2	2	2	1	2	1	2	2	4	3	1	2	1	2	4	1	3
9000	-138.826862340091935	-145.682350291051307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646425907641936	13	11	14	17	16	17	16	19	20	17	19	23	25	24	24	28	30	31	34	34	39	2	0	1	5	2	1	2	4	3	2	6	11	6	12	12	13	15	16	18	17	20	1	1	1	1	2	2	2	2	3	3	1	2	3	1	1	2	3	2	2	2	3
9500	-142.643483894378278	-149.498971845337650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406538490157065	13	12	14	18	15	16	14	19	19	18	20	24	23	24	26	28	30	30	34	33	38	2	0	1	5	2	7	2	4	3	1	4	8	6	4	14	13	15	13	13	17	20	1	1	1	2	1	1	1	1	2	2	1	2	4	4	1	2	2	4	6	2	3
10000	-145.259422475305939	-152.114910426265311	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550749996715695	12	11	14	18	16	15	16	19	20	18	21	24	25	24	24	28	29	31	33	33	39	2	0	1	5	2	2	6	7	3	5	7	8	6	11	11	13	15	16	18	17	17	1	1	1	1	3	2	1	1	3	1	2	2	3	2	2	2	3	2	1	2	5
10500	-132.580426543280595	-139.435914494239967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637043921005017	13	12	14	18	14	17	16	18	19	18	20	23	23	25	25	28	29	30	34	33	39	2	0	1	7	2	7	2	7	3	2	7	11	6	12	12	13	15	16	18	17	17	1	1	1	1	1	1	2	1	3	2	2	1	2	1	1	2	2	1	1	2	3
11000	-139.917422190147164	-146.772910141106536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599367878265743	13	12	14	17	15	14	17	19	20	17	18	23	24	25	25	28	28	30	32	32	39	2	0	1	5	2	2	6	11	3	2	5	11	12	12	12	13	15	16	18	17	20	1	1	1	1	2	2	1	1	2	2	1	3	1	1	1	3	2	1	1	2	3
11500	-146.953733769580964	-153.809221720540336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522809327719763	13	11	14	17	15	17	16	20	20	17	20	23	24	24	26	27	29	30	34	33	39	2	0	1	5	2	7	2	7	7	7	4	11	7	12	11	13	15	16	16	17	20	1	1	1	1	2	1	2	3	3	1	2	1	4	1	5	2	1	1	3	2	3
12000	-139.586420571258259	-146.441908522217631	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605514801450188	13	12	14	16	14	16	17	19	19	18	20	23	24	24	25	28	27	30	35	32	39	2	0	1	5	2	2	2	5	3	2	8	11	6	12	12	13	15	16	18	17	20	1	1	1	1	1	1	2	2	3	3	1	1	3	1	1	2	1	1	4	3	2
12500	-128.400068692961298	-135.255556643920670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624712344056628	13	12	14	17	15	17	15	19	20	18	21	23	23	25	26	28	29	30	34	33	40	2	0	1	5	2	7	2	5	3	2	8	11	6	12	12	13	15	16	13	17	20	1	1	1	1	2	1	1	2	3	2	1	1	4	1	2	2	1	1	5	2	3
13000	-147.037141749021742	-153.892629699981114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523920037074507	13	12	14	18	15	16	15	20	21	18	20	23	24	25	25	25	29	29	35	33	39	2	0	1	1	2	7	2	4	3	2	4	11	6	12	4	13	15	16	13	17	20	1	1	1	2	1	1	1	1	3	3	1	1	3	1	3	1	3	2	6	2	2
13500	-145.131627731467944	-151.987115682427316	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460879474115485	13	12	14	17	14	17	16	18	20	18	20	22	24	25	25	28	29	31	34	34	39	2	0	1	2	2	7	2	4	3	7	4	11	6	12	12	13	12	16	16	15	17	1	1	1	3	1	1	2	1	3	2	2	1	3	1	1	2	4	1	4	3	4
14000	-145.365282326329037	-152.220770277288409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.310721670951353	13	12	14	17	14	16	17	19	21	17	20	23	23	24	25	28	28	30	34	33	39	2	0	1	5	2	2	2	5	3	2	5	10	6	11	11	13	15	13	13	17	17	1	1	1	2	1	2	2	2	3	3	4	4	3	2	3	2	2	3	5	2	4
14500	-151.582956148449483	-158.438444099408855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512343056324123	13	11	14	17	14	15	17	19	20	18	21	23	24	25	26	28	30	30	31	34	40	2	0	1	5	2	2	5	7	3	2	4	11	7	12	12	13	15	16	13	17	15	1	1	1	2	2	1	1	1	3	5	2	1	3	1	2	2	2	1	3	2	6
15000	-167.170712110355964	-174.026200061315336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488296830926531	13	12	14	15	16	17	16	20	18	19	19	23	24	25	25	28	29	30	33	34	39	2	0	1	2	4	7	2	5	3	7	5	11	6	12	2	13	15	16	13	17	15	1	1	1	2	1	1	1	2	2	3	1	3	2	1	6	2	3	1	5	2	7
15500	-138.814022351000119	-145.669510301959491	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550032586429100	13	11	14	18	16	17	15	19	19	16	19	22	25	24	25	28	29	30	35	32	37	2	0	1	5	2	7	2	5	3	7	5	11	6	12	12	13	15	13	18	17	20	1	1	1	2	2	1	2	1	2	1	1	2	4	1	2	1	2	2	2	1	1
16000	-133.874265723829183	-140.729753674788554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686310061276915	13	12	14	16	15	16	15	20	20	18	19	23	24	25	26	28	30	30	33	33	38	2	0	1	5	1	7	2	11	3	7	5	8	6	12	12	13	15	16	16	17	20	1	1	1	1	1	1	2	1	2	2	1	1	3	1	1	2	2	1	3	1	2
16500	-134.323485182381660	-141.178973133341032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516054488499033	13	12	14	18	16	17	16	20	19	17	20	23	25	23	25	28	29	30	34	34	39	2	0	1	5	2	7	2	4	3	7	4	11	6	11	12	13	15	16	18	17	20	1	1	1	1	2	1	2	1	3	1	1	1	3	1	1	2	2	2	2	1	2
17000	-145.482860983895137	-152.338348934854508	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463037687930908	13	12	14	17	16	16	14	19	20	16	19	23	25	25	26	28	29	30	34	32	38	2	0	1	10	2	7	2	5	3	2	1	11	6	12	12	13	15	16	18	17	20	1	1	1	1	2	1	1	2	2	1	2	2	4	1	2	2	1	1	2	1	3
17500	-158.703266918223648	-165.558754869183019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.318662291440588	13	12	14	17	15	16	15	20	19	17	20	21	25	24	26	28	30	31	34	34	39	2	0	1	2	2	7	2	4	3	2	5	5	6	11	14	13	15	16	18	15	20	1	1	1	3	2	1	1	1	3	3	2	2	5	3	1	2	3	1	3	4	4
18000	-140.181509959433583	-147.036997910392955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.386633482514377	13	11	14	17	15	16	18	19	20	19	18	22	25	24	24	29	26	30	34	33	40	2	0	1	6	2	2	6	5	3	2	6	6	6	12	12	13	15	13	13	17	20	1	1	1	1	2	4	1	2	3	4	1	3	4	1	1	1	1	2	4	3	3
18500	-155.365282114086284	-162.220770065045656	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555815253906680	13	12	14	17	16	17	15	20	20	18	19	23	25	23	25	26	29	30	33	34	37	2	0	1	5	7	7	1	4	3	7	1	1	7	11	12	13	15	16	18	17	20	1	1	1	1	1	1	1	1	2	2	3	4	4	3	1	1	2	2	2	2	1
19000	-147.612096479919103	-154.467584430878475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497036263315893	13	12	14	17	15	16	16	20	21	19	20	22	24	24	26	28	29	30	35	33	40	2	0	1	7	2	2	1	7	11	7	7	8	6	12	12	13	14	16	16	17	20	1	1	1	1	1	2	2	2	1	1	2	2	3	2	3	2	3	1	3	1	3
19500	-137.412274709354278	-144.267762660313650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543439686584004	13	12	14	17	15	16	17	19	20	18	18	22	24	24	25	27	29	30	34	33	38	2	0	1	6	2	2	2	5	3	2	6	11	6	12	12	13	15	16	18	15	20	1	1	1	1	1	2	2	2	3	3	1	2	3	1	2	1	2	2	2	5	3
20000	-144.459244611301443	-151.314732562260815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635645567791403	13	12	14	17	16	16	14	19	20	18	20	24	23	25	26	28	28	30	34	32	40	2	0	1	7	2	7	1	4	3	7	4	11	6	12	12	13	15	16	18	12	20	1	1	1	2	2	1	1	1	2	2	1	3	3	1	1	3	1	1	2	4	3
20500	-138.063959576391113	-144.919447527350485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678288556081874	13	12	14	17	14	17	15	20	19	18	21	24	24	23	26	28	30	30	35	34	38	2	0	1	5	2	7	2	10	3	2	10	11	6	11	12	13	15	16	18	17	20	1	1	1	1	1	1	1	2	2	3	2	2	4	1	1	2	2	1	2	1	2
21000	-156.649561705949225	-163.505049656908596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561909810943093	13	11	14	16	15	17	15	18	21	17	20	23	24	24	25	29	28	30	34	34	39	2	0	1	5	2	7	2	5	3	1	8	11	6	6	14	13	15	16	13	15	20	1	1	1	1	2	1	3	2	4	2	1	1	4	3	1	1	3	1	4	3	2
21500	-146.961182909626785	-153.816670860586157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401306005443042	13	12	14	17	15	16	17	19	20	18	19	24	23	25	26	28	28	30	34	32	39	2	0	1	6	2	1	6	5	1	6	5	8	6	12	12	13	15	16	18	17	20	1	1	1	1	1	2	1	1	3	1	2	2	5	1	1	2	2	1	3	2	3
22000	-151.870088128673359	-158.725576079632731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545888246130357	13	11	14	18	14	16	14	20	21	16	21	23	23	24	25	29	29	30	34	31	39	2	0	1	1	2	7	1	4	3	2	5	8	11	12	11	13	15	16	18	17	17	1	1	1	3	2	1	1	1	3	2	3	2	2	1	2	2	3	1	2	1	4
22500	-131.490823178778982	-138.346311129738353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617989834202457	13	12	14	17	14	16	16	20	20	18	19	23	24	24	25	27	30	30	34	34	38	2	0	1	7	2	2	2	5	3	7	4	8	6	12	12	13	15	16	18	17	20	1	1	1	1	1	1	2	3	2	1	1	2	4	1	1	2	3	2	1	2	2
23000	-142.711189420789623	-149.566677371748995	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510984101700741	13	12	14	17	14	16	18	19	20	18	20	22	24	24	24	28	29	31	35	34	38	2	0	1	5	1	2	6	4	3	1	5	11	6	12	12	13	15	13	13	17	20	1	1	1	1	1	2	1	1	3	3	2	1	2	1	1	2	3	3	6	2	3
23500	-151.141359149707654	-157.996847100667026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503993007261474	13	12	13	17	16	15	14	20	20	18	20	22	24	23	26	28	30	31	35	34	37	2	0	2	2	2	7	2	5	3	1	4	11	6	11	12	13	15	13	18	17	20	1	1	1	2	3	1	2	2	4	3	1	1	3	1	1	2	1	4	2	2	1
24000	-152.586226986756799	-159.441714937716171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446021675297388	13	12	14	16	16	17	15	19	20	18	19	22	24	25	24	28	26	30	32	34	39	2	0	1	7	7	7	2	4	3	7	2	7	6	12	12	13	15	6	18	17	17	1	1	1	1	1	1	2	2	3	2	3	4	3	1	1	2	1	6	1	5	6
24500	-142.471313361609162	-149.326801312568534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441403264424447	12	11	14	18	15	17	16	19	19	19	20	23	23	24	26	29	29	30	34	31	39	2	0	1	5	2	7	5	5	3	7	5	11	6	5	14	13	15	16	16	17	17	1	1	1	1	2	1	1	2	2	2	2	2	3	4	1	4	1	1	2	1	5
25000	-147.252897136464156	-154.108385087423528	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476135502303576	13	12	14	17	16	17	16	20	20	18	20	22	24	22	25	27	29	31	34	34	40	2	0	1	5	2	7	2	5	3	5	2	11	7	11	8	13	15	16	16	17	20	1	1	1	1	2	1	1	3	3	1	3	1	4	1	2	2	2	2	3	2	3
25500	-133.538361469704739	-140.393849420664111	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602484903425073	13	11	14	17	15	16	18	19	20	15	20	23	24	22	25	28	28	30	34	34	38	2	0	1	5	2	2	6	5	3	2	7	14	6	8	12	13	15	13	18	17	20	1	1	1	1	2	2	1	2	3	2	2	1	4	1	1	2	2	3	2	3	2
26000	-137.616004409419872	-144.471492360379244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555923613996056	13	12	14	17	15	16	14	18	18	16	20	22	24	23	24	29	29	31	35	33	39	2	0	1	5	2	7	2	5	3	7	4	11	6	8	12	13	15	13	18	17	20	1	1	1	1	2	1	1	2	2	1	2	1	4	2	1	2	2	3	2	2	2
26500	-134.852194106208628	-141.707682057168000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.372891093948241	13	11	14	17	15	17	16	20	21	19	20	22	24	24	25	26	30	30	33	32	39	2	0	1	5	1	7	2	5	3	7	7	8	6	12	12	13	15	16	18	17	17	1	1	1	1	1	1	2	2	4	2	2	1	3	1	2	1	3	2	2	1	4
27000	-134.723321520140331	-141.578809471099703	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414616230728629	13	11	14	18	16	16	17	19	20	19	21	23	23	25	24	29	29	30	34	32	40	2	0	1	5	2	2	6	5	3	2	5	11	6	12	11	13	15	13	16	17	20	1	1	1	1	2	2	1	1	3	4	2	1	3	1	2	3	3	4	2	1	4
27500	-140.058756722303571	-146.914244673262942	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531823310350698	13	12	14	16	15	16	15	19	20	19	21	23	25	24	25	29	29	30	34	33	38	2	0	1	5	1	7	2	5	3	7	8	11	6	11	11	13	15	13	18	17	20	1	1	1	1	1	1	1	1	3	2	1	1	4	1	2	2	2	3	1	2	3
28000	-149.714473579702428	-156.569961530661800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586614708808114	13	11	14	17	15	17	16	19	19	18	21	24	24	21	26	29	29	31	34	33	39	2	0	1	5	1	5	1	5	3	7	1	14	11	5	12	13	15	16	18	17	20	1	1	1	1	2	1	1	2	1	1	5	1	2	3	1	1	2	1	2	2	3
28500	-136.895351763783964	-143.750839714743336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561263818631695	13	12	14	18	15	15	16	19	20	18	20	23	23	25	24	29	29	30	34	34	40	2	0	1	5	2	2	2	4	3	7	2	11	6	12	11	13	15	16	16	17	17	1	1	1	2	2	2	2	1	2	1	4	2	3	1	1	3	2	1	2	2	4
29000	-140.654734199720735	-147.510222150680107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655762068258393	13	12	14	18	16	15	16	20	20	17	19	23	24	24	26	27	29	29	34	31	37	2	0	1	5	2	2	2	5	3	5	4	11	6	8	12	13	15	16	18	17	20	1	1	1	1	2	2	1	2	2	1	1	2	4	2	2	2	2	1	2	1	3
29500	-140.920360566143472	-147.775848517102844	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507929021128746	13	12	14	17	15	17	15	18	20	18	20	23	24	25	25	27	30	30	34	32	38	2	0	1	5	2	7	2	4	3	6	8	8	6	12	12	13	15	13	13	17	20	1	1	1	2	1	2	1	1	2	1	2	2	3	2	1	2	2	3	4	1	3
30000	-135.286933642466408	-142.142421593425780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444896022824754	13	12	14	18	15	17	16	19	20	18	20	23	24	24	25	28	30	30	34	32	39	2	0	1	2	2	7	2	5	3	2	8	8	7	12	12	13	15	16	13	15	17	1	1	1	3	1	1	2	2	3	3	1	2	5	1	1	2	2	1	6	3	6
30500	-145.698825051000767	-152.554313001960139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594624924378595	13	12	14	17	14	17	16	19	18	18	20	22	25	24	25	28	29	31	33	33	37	2	0	1	2	2	7	2	7	3	2	7	11	6	12	8	13	12	16	13	17	20	1	1	1	2	1	1	3	2	2	2	2	1	3	1	3	2	3	2	3	2	2
31000	-155.213315375748664	-162.068803326708036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518231238191455	13	12	14	18	14	15	17	19	20	17	21	23	24	24	26	26	28	30	35	34	39	2	0	1	2	2	2	2	5	3	2	7	6	6	11	12	13	12	16	18	17	20	1	1	1	3	2	2	2	3	3	2	2	6	4	1	2	1	2	1	2	2	3
31500	-137.563308579019804	-144.418796529979176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406969888702631	13	12	14	17	16	17	15	20	20	17	19	24	24	23	25	28	28	31	33	33	40	2	0	1	5	2	7	2	5	3	2	5	14	6	11	14	13	15	16	13	17	20	1	1	1	1	2	1	2	2	3	2	2	1	4	2	2	2	2	1	4	3	3
32000	-152.406369634708454	-159.261857585667826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760921336705078	13	12	14	17	15	15	17	20	19	18	20	24	24	22	25	28	29	29	33	33	38	2	0	1	5	1	2	6	5	3	7	4	14	6	11	7	13	15	16	18	17	20	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	2	2	1	1	1	2
32500	-142.684826285180719	-149.540314236140091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547348863399440	13	12	14	17	16	15	18	18	19	18	21	23	24	24	24	28	29	30	33	34	39	2	0	1	6	2	1	2	5	3	2	4	7	7	11	12	13	15	16	18	17	20	1	1	1	2	2	1	3	1	2	2	2	2	3	2	1	1	2	1	1	2	2
33000	-134.121688906116503	-140.977176857075875	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489552286716628	12	11	14	17	15	16	17	19	19	18	20	23	25	25	25	28	29	30	34	33	39	2	0	1	5	2	2	1	5	3	7	4	8	6	12	12	13	15	16	18	17	17	1	1	1	1	2	2	3	3	2	1	2	2	4	1	2	2	2	1	3	2	7
33500	-142.659099718133035	-149.514587669092407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641271756769919	12	10	14	17	16	16	18	20	21	18	20	23	25	24	26	28	30	30	35	33	38	2	0	1	5	1	1	6	5	3	5	5	11	7	11	14	13	15	16	18	17	17	1	1	1	1	2	1	1	2	3	1	2	1	4	2	1	1	2	1	2	1	3
34000	-134.445436654445103	-141.300924605404475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486046534293376	13	12	14	18	16	17	16	19	21	18	20	22	24	25	24	29	29	30	34	33	39	2	0	1	7	2	7	2	7	3	2	5	11	7	12	12	13	15	13	18	17	20	1	1	1	1	2	1	2	2	4	2	2	1	3	2	1	3	2	2	3	2	3
34500	-135.429407724919969	-142.284895675879341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604991150209536	13	12	14	17	16	16	17	19	20	17	20	23	24	24	25	28	29	31	33	34	40	2	0	1	5	2	2	1	5	7	2	7	8	6	12	12	13	15	16	18	15	20	1	1	1	1	2	2	2	1	1	2	1	2	4	1	1	3	2	2	1	5	3
