beta[0,0]	beta[0,1]	beta[1,0]	beta[1,1]	betaWardOut	betaOutOut	Se	Pi	mu	sigma	nu1	nu2	tau	alpha
0.341194	0.011144	0.025155	0.036670	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.179528	0.040850	0.019669	0.031938	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.237217	0.035228	0.009610	0.031938	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.156735	0.004725	0.007115	0.035913	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.206397	0.019484	0.000912	0.059119	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.285620	0.004871	0.010191	0.059119	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.198663	0.023005	0.009220	0.073965	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.214388	0.003866	0.000416	0.064639	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.170748	0.012688	0.002897	0.052480	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.160076	0.051462	0.000599	0.039564	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.180119	0.005496	0.014422	0.039896	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.197883	0.000358	0.011051	0.046170	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.185787	0.039004	0.001197	0.034685	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.125608	0.005385	0.004307	0.033494	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.149646	0.054786	0.010305	0.021728	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.099926	0.046257	0.009320	0.059861	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.076881	0.041420	0.011903	0.049443	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.096541	0.004535	0.008045	0.049443	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.154339	0.050542	0.010435	0.062826	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153051	0.033809	0.016847	0.080565	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.170596	0.027680	0.016190	0.067642	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.205052	0.037087	0.016190	0.020722	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.200598	0.029862	0.003196	0.037829	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.132787	0.010105	0.000227	0.080190	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186228	0.068651	0.014123	0.066521	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.237235	0.009389	0.004739	0.088128	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.199122	0.029135	0.011858	0.033598	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.197404	0.030502	0.000672	0.053226	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.157868	0.096835	0.012874	0.051301	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153720	0.006519	0.013518	0.047752	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.196384	0.016906	0.025591	0.026983	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.199897	0.012720	0.000290	0.055011	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.209129	0.030717	0.001382	0.075129	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.251183	0.010090	0.005067	0.035637	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186640	0.001420	0.001260	0.069286	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.245659	0.042153	0.001567	0.068053	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.180348	0.038821	0.016651	0.039124	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.168486	0.054871	0.006640	0.057415	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.163425	0.014624	0.008309	0.060987	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.240962	0.063490	0.006311	0.085135	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.171670	0.002105	0.002312	0.056378	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.259239	0.018252	0.033941	0.033044	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.139612	0.006038	0.010003	0.081776	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.134909	0.040963	0.014884	0.026769	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.157676	0.107847	0.001206	0.053580	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.213561	0.010310	0.027608	0.060458	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.213561	0.010310	0.008922	0.059349	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.144053	0.010310	0.001082	0.081113	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.204678	0.006008	0.022467	0.048877	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.198503	0.006158	0.001952	0.053239	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.119196	0.012367	0.002179	0.057689	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.187153	0.014781	0.027712	0.057599	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.127207	0.081490	0.008796	0.054673	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.150105	0.007467	0.002386	0.061217	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.205852	0.020518	0.006380	0.064465	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.175841	0.003316	0.004623	0.049331	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.118306	0.029050	0.013039	0.051260	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.196372	0.003982	0.041716	0.028009	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.163687	0.002953	0.021780	0.035941	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.236592	0.004051	0.021780	0.048354	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.165658	0.022463	0.002479	0.059137	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.283949	0.003911	0.004031	0.061879	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.241987	0.019066	0.013465	0.040429	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.132255	0.060344	0.011605	0.071649	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.071247	0.061821	0.008646	0.040965	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.143368	0.039945	0.000932	0.051083	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.095214	0.038809	0.006970	0.061835	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.184569	0.028457	0.003563	0.046882	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.241356	0.018113	0.002036	0.054321	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.176253	0.036214	0.001465	0.062897	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.120326	0.020929	0.006505	0.052847	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.202618	0.034035	0.013538	0.046524	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.113264	0.068168	0.007179	0.036208	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.154001	0.000162	0.005177	0.042491	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.150119	0.022032	0.006475	0.045479	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.202365	0.002923	0.005295	0.050826	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.094057	0.019090	0.001753	0.050826	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.175099	0.028884	0.018917	0.040299	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.160492	0.017415	0.021123	0.045010	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.140139	0.081413	0.025629	0.035325	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.113011	0.081413	0.002500	0.075518	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.100259	0.077571	0.000982	0.047546	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.119790	0.043294	0.012342	0.046877	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.195384	0.024336	0.011232	0.057652	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.143997	0.020936	0.005336	0.069946	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.204742	0.055454	0.019106	0.064615	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186728	0.029352	0.001440	0.089164	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.125398	0.020419	0.019524	0.048609	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153738	0.032640	0.014473	0.057404	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.118332	0.030922	0.015011	0.038173	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.269713	0.036131	0.015011	0.047068	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.299344	0.005054	0.019045	0.027634	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.224061	0.016124	0.009921	0.054151	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.131315	0.005904	0.005259	0.073806	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.173097	0.001588	0.002295	0.059820	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.291900	0.013593	0.006639	0.073497	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.187599	0.023600	0.004541	0.048986	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.119710	0.056060	0.020109	0.046371	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.215168	0.002588	0.013143	0.071062	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.166830	0.005247	0.002142	0.052784	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.151347	0.014753	0.000374	0.069494	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.257150	0.020867	0.004129	0.048474	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.233359	0.001566	0.013802	0.063540	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.243750	0.010459	0.009705	0.059959	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.193220	0.050225	0.002824	0.048235	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.259884	0.000424	0.003351	0.059587	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.216415	0.017011	0.004546	0.074903	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.151473	0.006952	0.000344	0.067077	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.152912	0.033649	0.008015	0.039361	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186834	0.033649	0.006946	0.035630	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.186636	0.028087	0.006330	0.068200	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.138953	0.026144	0.008182	0.073539	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.249633	0.010709	0.003115	0.056833	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.136223	0.012074	0.008969	0.078970	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.106392	0.025530	0.007553	0.067855	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.127210	0.029643	0.018784	0.034682	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.123669	0.018131	0.001833	0.074835	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.149429	0.003263	0.019447	0.078206	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.163156	0.020444	0.002710	0.037582	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.212691	0.026433	0.004900	0.027081	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.176814	0.009014	0.002013	0.053364	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.192284	0.016316	0.001209	0.081219	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.126998	0.017050	0.005670	0.073851	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.151183	0.071075	0.024279	0.037498	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.237133	0.034314	0.006903	0.053098	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153498	0.024268	0.008240	0.077041	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153498	0.094972	0.000067	0.048705	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.155867	0.071618	0.000432	0.056335	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.183644	0.014976	0.056141	0.043552	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.234547	0.021303	0.017705	0.037693	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.199361	0.000371	0.002886	0.069748	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.192639	0.025294	0.004173	0.053151	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.177390	0.016072	0.013128	0.053903	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.136578	0.067319	0.000224	0.047333	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.176743	0.019984	0.000250	0.034296	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.151371	0.050477	0.011239	0.053254	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.238818	0.048628	0.013991	0.052233	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.119310	0.026156	0.014249	0.046913	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.212810	0.017532	0.007622	0.068119	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.225953	0.007653	0.031494	0.068566	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.227759	0.003109	0.008319	0.081837	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.126286	0.009144	0.005273	0.058733	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.116030	0.023467	0.021937	0.073822	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153356	0.000297	0.018112	0.076163	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.141545	0.034544	0.027097	0.040374	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.221362	0.003021	0.018324	0.052572	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.147596	0.041965	0.024391	0.049804	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.213973	0.017039	0.010049	0.064562	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.225835	0.020459	0.000284	0.047792	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.208914	0.005005	0.005257	0.043683	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.176271	0.086163	0.006887	0.044347	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.218176	0.027212	0.036433	0.008133	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.224509	0.007291	0.011631	0.063642	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.152913	0.046358	0.003374	0.066783	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
