step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
35000	-389.955979854422935	-399.006823234874275	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979318612655956	2	5	13	25	24	18	25	32	25	27	31	24	28	21	33	33	31	35	34	34	34	37	42	30	41	17	38	33	29	31	37	36	37	44	35	28	31	36	24	31	37	40	39	40	49	42	31	30	40	47	46	40	42	35	51	40	39	45	48	34	52	40	37	46	55	41	46	45	55	49	58	48	57	64	0	1	2	3	26	1	26	13	14	26	9	6	12	3	29	11	26	14	7	7	10	40	32	7	13	3	48	5	9	12	39	47	40	18	39	39	14	37	26	36	18	19	54	36	38	20	9	39	54	44	43	47	11	47	34	7	11	20	42	14	64	41	36	22	66	8	30	53	61	64	61	62	70	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35500	-396.548908250222212	-405.599751630673552	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990274800693970	-2	11	6	24	17	15	28	32	21	30	25	24	23	22	32	40	31	27	37	26	38	34	40	31	43	32	40	31	31	35	33	31	21	40	37	29	37	40	41	31	36	38	45	36	51	32	39	36	47	39	41	40	40	35	50	42	48	38	40	43	50	45	42	42	46	40	54	53	57	47	48	50	55	68	0	3	1	6	2	3	5	7	6	13	5	13	2	2	11	24	11	14	28	5	15	17	10	12	44	18	48	9	4	24	20	9	5	44	24	12	31	31	11	4	31	54	8	10	58	18	26	28	17	18	40	14	7	18	59	54	31	22	54	53	56	31	44	21	34	29	50	23	57	16	41	56	45	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-388.125632674314772	-397.176476054766113	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996427720290347	1	14	5	26	20	8	23	27	26	30	34	28	31	24	34	37	25	21	36	32	32	35	37	35	38	27	39	25	31	36	33	31	30	46	30	28	32	40	40	38	36	40	48	34	50	43	38	37	42	52	39	34	42	32	47	41	41	35	45	40	52	37	40	48	50	47	45	53	43	49	58	46	50	66	0	3	1	5	6	1	18	5	5	14	13	28	28	2	17	33	2	2	31	9	12	17	31	35	37	17	18	2	9	29	26	36	5	49	36	7	36	26	29	15	32	22	42	12	58	30	26	17	54	67	58	12	60	26	23	23	15	4	62	47	49	36	16	25	60	51	23	69	25	11	65	15	57	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36500	-382.428167984826871	-391.479011365278211	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996992446192156	4	13	10	27	18	17	23	28	27	30	29	28	34	29	30	41	24	23	35	32	43	33	37	29	40	35	32	30	30	22	32	34	35	46	35	37	36	40	35	34	38	36	45	39	53	49	32	36	37	48	41	43	42	45	45	37	47	35	50	39	51	40	40	47	53	38	52	43	57	43	56	54	58	59	0	3	1	7	1	3	6	7	30	6	30	18	12	4	7	39	6	5	28	7	36	14	20	4	37	24	6	7	12	5	7	29	4	37	10	32	29	58	12	15	12	30	25	26	54	42	8	10	47	63	31	49	41	31	16	20	52	14	41	24	70	29	41	62	70	4	68	11	41	44	54	34	72	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37000	-392.437084184419007	-401.487927564870347	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988149963507202	3	16	8	26	22	13	22	31	28	21	30	22	34	31	30	37	26	32	33	31	45	37	43	24	43	27	38	36	31	31	30	35	36	46	33	39	30	35	31	28	28	43	40	37	49	45	43	38	43	50	39	41	44	44	53	36	33	44	39	33	48	43	33	49	47	46	52	48	49	47	53	52	60	56	0	1	1	5	2	3	6	17	24	3	12	2	26	24	4	40	5	12	30	17	43	60	43	2	38	5	41	20	4	40	5	8	26	35	5	9	5	26	24	5	17	48	11	41	59	60	27	60	33	20	31	33	48	48	13	29	37	38	38	4	27	16	17	43	22	16	25	29	27	38	42	64	23	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37500	-398.713630467571136	-407.764473848022476	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991472899767788	2	11	5	12	21	20	21	25	21	32	28	27	35	19	30	36	25	26	22	31	42	37	26	37	40	28	30	32	25	34	34	30	41	40	36	35	37	29	38	37	36	37	42	41	49	44	32	37	45	46	30	42	40	32	50	36	39	48	44	41	52	43	37	47	52	41	50	42	47	49	55	50	57	67	0	3	1	3	4	2	4	6	2	38	9	14	54	4	8	8	9	9	14	15	37	15	4	32	54	9	8	17	6	20	27	19	63	17	31	18	51	17	16	12	17	38	35	20	46	35	8	26	16	31	6	28	12	12	49	17	26	62	63	36	52	53	31	31	52	40	59	36	48	59	67	43	56	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-383.268827191995626	-392.319670572446967	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996259435444716	3	17	10	18	19	13	17	27	24	27	25	24	35	31	30	37	33	34	35	22	48	39	31	30	41	30	36	31	31	31	37	24	26	39	27	34	25	32	42	40	35	36	42	38	51	45	36	37	44	43	39	28	38	40	52	40	40	43	39	37	47	46	44	47	44	44	51	46	61	44	43	54	54	72	0	3	1	3	2	1	3	2	5	2	7	2	2	35	33	36	11	33	14	6	22	27	11	7	24	32	24	4	12	10	14	5	4	41	20	10	5	2	60	41	11	32	13	15	71	59	17	26	59	57	18	9	8	41	49	35	19	18	10	23	39	58	34	53	42	54	66	39	72	34	27	61	46	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-394.810686828228086	-403.861530208679426	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.933090629068720	3	15	12	22	20	17	24	30	21	31	32	26	28	24	32	39	30	31	31	34	48	37	41	35	33	28	34	33	30	36	30	33	39	42	33	33	34	35	34	44	37	39	28	35	39	40	42	38	41	54	33	40	42	37	54	40	39	46	50	43	50	44	43	48	42	43	43	50	48	44	55	58	57	64	0	3	1	6	2	3	5	14	6	26	43	5	5	5	4	32	26	6	12	9	56	28	45	13	17	9	18	29	7	36	7	31	39	36	26	6	18	19	4	33	27	37	14	19	30	17	31	28	48	48	7	31	19	18	64	18	25	53	52	13	21	31	25	37	31	44	33	66	53	56	62	28	21	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39000	-384.158603029426956	-393.209446409878296	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999639931624129	2	17	6	25	19	14	27	32	24	31	22	20	28	33	33	39	33	30	21	27	45	34	42	30	42	23	33	28	23	33	33	30	42	43	27	27	36	39	40	35	36	41	48	38	51	44	41	32	35	44	42	37	40	35	50	29	44	44	50	42	53	37	38	48	53	45	48	46	58	52	47	54	61	61	0	6	1	11	1	3	29	26	19	35	6	6	6	4	56	54	20	35	6	12	16	4	32	29	41	12	7	11	12	29	7	12	41	32	29	9	10	13	44	7	20	14	46	28	33	44	18	29	36	49	63	56	28	13	25	2	15	27	47	13	42	22	32	46	66	16	37	25	58	47	25	46	55	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39500	-384.453264169335341	-393.504107549786681	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999970882733031	3	15	11	23	21	15	27	32	19	28	31	24	28	26	32	37	34	32	27	25	46	36	41	30	42	35	32	33	31	33	32	35	35	46	29	38	32	37	27	39	38	28	40	37	46	44	39	32	34	50	43	38	39	41	41	30	46	48	48	36	47	47	39	44	43	38	53	48	56	31	55	56	52	66	0	3	1	6	3	3	5	5	6	20	5	6	12	3	12	7	14	19	4	3	47	70	26	2	29	9	39	42	20	19	13	48	14	37	5	18	7	10	9	28	19	20	36	31	24	44	60	7	10	21	56	18	42	56	17	39	27	36	55	10	52	54	31	16	41	49	46	55	50	13	62	23	36	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-386.613130344725334	-395.663973725176675	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981985762463698	3	11	9	28	23	15	21	28	20	29	23	23	32	27	35	37	26	29	34	34	38	34	42	30	43	36	37	35	28	26	30	28	43	45	32	28	32	37	34	36	34	38	46	38	36	34	32	40	41	51	39	41	43	33	47	34	45	40	43	48	41	43	43	44	51	50	52	47	50	52	56	56	54	61	0	1	1	12	3	2	2	11	6	30	9	9	11	12	18	47	12	17	17	36	37	5	21	11	29	54	56	8	5	9	9	12	42	56	10	9	36	8	32	24	10	5	23	10	24	4	10	37	42	68	45	22	39	32	61	24	52	19	45	63	47	51	46	20	40	64	63	27	57	55	23	59	37	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-371.075532288708246	-380.126375669159586	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991218146425074	1	15	13	25	20	18	24	33	23	32	28	27	37	30	35	37	30	30	34	32	46	36	42	33	33	29	39	34	34	34	31	25	37	45	21	34	35	38	36	41	32	39	47	38	45	44	43	40	41	48	42	41	40	42	48	37	37	48	41	46	51	44	41	44	53	41	47	44	58	46	52	49	51	59	0	3	1	6	2	3	3	4	6	14	6	32	28	35	31	18	12	7	17	35	33	12	39	11	17	9	28	11	4	5	11	5	18	59	3	14	14	19	12	37	9	24	59	25	57	63	44	38	28	64	22	27	56	36	66	11	8	23	16	54	34	27	17	19	23	20	27	49	34	37	39	46	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41000	-398.144297255146114	-407.195140635597454	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979226518867908	3	13	13	28	18	19	23	31	24	28	30	25	20	25	32	35	30	33	36	32	41	37	39	27	41	29	34	23	32	32	34	30	29	37	31	29	25	38	37	31	33	32	38	34	50	40	40	41	42	46	37	45	35	31	49	36	45	46	41	44	52	43	27	40	50	38	44	40	55	44	57	57	58	61	0	1	1	9	2	3	5	14	2	37	9	13	2	6	28	10	10	26	54	14	46	18	53	9	10	14	9	6	12	33	7	28	28	41	12	12	6	31	13	63	63	5	10	20	59	31	32	56	44	23	15	19	37	10	64	4	59	66	34	64	56	40	7	20	47	44	19	41	50	21	61	55	53	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41500	-382.980370077451255	-392.031213457902595	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992866637725933	1	16	10	27	18	6	25	27	23	29	35	21	31	29	33	37	27	21	32	30	42	37	32	35	35	36	35	31	29	34	36	30	37	40	33	31	32	35	40	31	35	41	44	36	47	41	36	25	44	43	43	43	41	32	51	35	45	40	45	40	51	44	40	43	47	39	50	44	60	45	51	54	59	61	0	1	6	12	3	1	18	18	5	7	32	2	48	17	10	28	12	2	29	48	13	36	9	40	19	19	29	12	8	37	29	12	32	10	12	4	14	32	15	48	40	38	26	17	51	22	36	9	22	60	44	27	16	9	57	14	44	15	39	56	62	53	15	36	39	35	50	15	39	41	17	57	70	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-373.118861750626195	-382.169705131077535	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974991394549771	-1	6	9	27	19	16	27	25	19	29	30	27	29	24	31	39	31	31	29	34	47	33	41	29	35	27	38	36	32	34	35	33	36	41	35	23	32	36	36	40	33	24	44	39	50	41	39	34	38	50	35	36	39	43	50	39	41	47	47	43	48	34	43	45	45	44	51	48	55	47	56	53	55	64	0	1	1	8	6	3	5	5	6	12	6	5	14	5	13	17	26	7	4	24	25	24	13	9	12	36	32	10	10	26	24	26	42	51	11	3	12	19	4	41	12	9	32	10	49	11	39	36	15	57	13	22	39	30	23	48	11	20	16	29	57	19	16	49	16	49	47	23	34	44	50	64	50	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-383.525056880199088	-392.575900260650428	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969413098617624	-2	17	8	21	21	15	25	33	17	29	34	25	33	24	30	39	32	23	33	29	46	37	41	30	36	30	39	31	32	26	38	32	39	47	34	38	28	34	40	44	32	38	47	33	52	47	38	36	33	51	42	40	34	39	45	36	44	42	45	40	42	39	36	45	48	42	51	49	62	47	54	56	54	67	0	6	1	3	9	3	6	30	6	4	49	4	4	2	7	8	20	9	7	18	42	49	38	14	26	7	15	4	7	9	49	30	17	21	20	17	12	44	38	22	14	28	62	12	55	44	35	28	20	59	4	37	7	11	62	32	16	11	31	41	42	19	10	25	36	32	51	51	72	39	55	43	51	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-382.820781487174884	-391.871624867626224	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991636073050697	5	14	11	26	23	15	19	32	24	30	28	24	34	28	33	36	30	29	34	27	45	27	39	28	39	36	30	29	31	30	26	28	39	45	34	37	31	38	35	31	34	36	36	32	47	46	45	31	33	43	43	38	42	44	48	38	44	44	43	42	45	36	40	41	50	44	47	45	54	51	61	44	59	60	0	3	1	2	6	3	6	32	6	22	7	7	27	5	30	37	22	5	11	6	43	12	20	6	35	10	12	12	9	31	5	5	16	50	28	14	28	48	17	4	28	49	28	32	53	51	38	11	20	13	64	24	56	56	21	44	36	33	38	43	41	15	22	16	54	43	51	25	46	41	69	42	54	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-371.973253808862523	-381.024097189313864	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988991564870744	3	14	10	24	19	16	30	27	24	32	32	27	32	30	36	36	32	35	35	17	42	34	44	32	43	33	35	31	31	34	30	27	33	38	36	39	34	36	40	34	34	40	45	33	43	43	39	33	39	50	41	38	36	40	47	37	43	44	40	47	51	43	44	47	41	49	45	49	52	49	58	52	60	68	0	3	1	5	6	3	4	2	6	4	32	6	12	4	12	17	14	24	8	3	31	4	42	9	54	31	33	12	12	12	4	5	29	11	10	7	7	48	35	8	31	31	34	12	18	15	19	5	19	46	27	28	8	15	58	14	49	47	14	27	62	52	18	35	47	45	14	46	43	35	70	35	70	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-379.022844364189325	-388.073687744640665	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986723379029558	4	15	11	23	21	13	23	32	23	31	31	26	34	25	34	40	26	26	35	27	45	36	41	34	34	31	36	36	32	32	36	32	36	37	32	38	33	39	38	32	30	35	47	41	50	40	43	39	37	47	39	35	31	40	52	39	45	45	42	38	50	43	43	39	44	43	49	47	53	46	39	45	55	60	0	3	1	2	2	1	2	12	1	20	4	5	9	2	18	15	7	4	17	9	24	40	13	17	53	4	17	10	5	5	53	14	24	9	12	32	12	13	9	17	14	29	28	34	21	20	27	13	13	27	31	11	4	37	72	40	52	60	8	41	16	41	39	11	51	30	40	71	21	22	53	46	57	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-385.671121481069065	-394.721964861520405	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988211971728160	4	12	14	22	19	18	26	27	18	19	28	14	28	25	32	36	25	29	35	28	46	25	40	22	39	34	37	31	23	34	26	34	37	45	31	27	33	36	34	37	26	38	47	33	43	36	37	40	38	54	43	42	39	43	46	43	44	44	49	45	50	42	42	44	53	41	53	50	56	41	53	54	59	64	0	1	1	5	12	3	5	5	12	12	29	1	4	5	13	13	3	31	41	14	63	24	7	3	44	7	30	8	9	5	4	13	8	26	13	24	13	14	20	28	3	24	62	20	49	11	15	35	13	62	15	33	44	27	16	39	33	26	21	49	48	46	42	70	52	32	57	64	65	47	34	64	68	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-381.117374859440815	-390.168218239892155	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994407251444761	1	15	14	27	19	18	27	24	25	29	32	23	27	29	33	38	25	28	30	33	44	37	33	36	38	23	31	27	35	37	33	24	34	42	35	33	21	33	33	32	36	33	50	33	48	41	37	40	43	49	42	40	42	41	45	28	41	40	50	37	45	39	41	45	53	45	46	45	58	37	51	57	56	67	0	1	1	32	3	2	12	5	3	37	32	5	37	12	17	13	5	12	32	8	30	44	8	27	28	2	13	5	14	10	14	2	10	31	13	7	6	10	13	10	19	56	64	7	51	41	19	31	24	48	44	33	52	23	48	5	11	35	53	8	57	4	47	35	67	30	49	46	50	40	66	45	23	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-381.522132040102520	-390.572975420553860	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993787299230644	4	10	11	22	17	18	23	29	24	32	33	26	31	30	25	38	22	32	33	27	41	36	43	35	42	30	22	27	19	30	37	37	31	40	37	27	38	32	36	37	39	33	45	36	45	42	38	37	44	40	43	41	34	34	47	26	45	40	48	45	47	41	40	43	50	42	51	52	57	51	56	53	57	71	0	1	1	29	2	3	5	29	27	20	28	4	27	28	29	26	5	28	30	29	39	14	50	8	37	29	5	27	3	7	56	11	15	22	14	17	42	12	27	8	38	15	16	56	25	54	19	56	31	38	12	19	12	12	21	29	66	20	23	8	34	47	47	39	24	53	61	43	67	62	61	50	65	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-379.469133025692656	-388.519976406143996	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983413926408348	1	16	12	26	21	19	27	32	18	33	32	26	34	23	32	39	33	33	23	28	43	36	43	30	43	35	40	32	33	32	37	31	39	42	37	33	37	28	40	39	29	38	51	40	42	43	39	34	42	53	36	34	40	39	49	36	37	46	44	42	49	41	44	44	52	47	45	36	51	47	57	51	51	58	0	3	1	9	9	3	6	9	3	41	12	6	38	2	38	48	4	19	2	9	47	18	42	14	47	24	57	14	20	38	24	19	17	42	13	2	15	6	10	10	14	38	44	8	37	39	68	20	68	36	18	14	17	36	18	38	29	23	68	28	39	22	16	47	55	51	44	38	66	34	66	48	11	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-392.190948282189197	-401.241791662640537	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988982298674730	4	7	13	24	19	17	26	25	27	20	27	21	32	24	29	31	25	34	36	32	46	37	40	22	38	32	33	31	29	18	38	22	38	41	37	36	30	36	40	39	35	35	42	41	48	29	41	36	45	51	42	30	41	43	51	41	46	38	40	46	50	43	40	45	49	43	47	54	51	50	55	46	61	54	0	1	1	10	3	2	30	12	4	3	24	3	10	30	10	32	30	52	4	4	63	16	9	10	29	8	8	7	17	1	9	3	19	22	42	28	32	15	26	26	29	37	42	33	25	11	48	15	53	21	13	24	18	44	60	28	63	12	38	35	21	48	37	40	62	26	33	23	60	72	72	54	40	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
