step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
5000	-355.863849228217873	-362.719337179177273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562360087897922	0	1	2	2	3	3	4	4	3	4	4	7	9	6	6	7	7	9	9	9	9	11	10	11	10	10	10	11	12	11	12	14	12	13	13	13	13	14	16	14	14	14	15	15	15	15	17	17	19	20	21	19	19	21	21	18	22	20	21	23	23	23	24	24	25	25	26	23	27	28	28	30	30	0	1	2	2	3	2	1	5	2	6	9	15	17	11	10	3	15	16	15	16	16	23	19	20	16	18	19	19	20	25	25	33	19	23	19	19	28	34	42	33	37	22	37	38	36	41	38	32	47	52	52	48	48	52	58	48	54	56	0	58	57	57	57	60	57	68	64	57	63	67	66	69	65	1	1	1	1	1	2	4	1	2	1	1	1	1	1	2	5	1	2	2	1	1	1	1	2	3	1	1	2	2	1	1	2	2	3	4	3	2	1	2	1	1	3	2	1	2	1	2	2	2	1	2	2	2	2	1	1	1	2	1	3	1	1	1	1	2	2	2	1	3	2	2	3	2
5500	-333.338859902286686	-340.194347853246086	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703453134071124	0	1	2	2	3	3	4	4	4	4	5	7	6	6	6	7	8	8	10	9	9	11	10	10	10	11	11	11	12	11	12	12	12	13	13	13	13	14	16	14	12	14	15	15	14	14	16	15	16	19	21	19	20	21	20	21	22	22	22	23	23	23	23	24	25	25	26	26	26	30	28	30	30	0	1	2	2	1	3	3	5	6	6	9	13	10	11	10	15	13	16	12	16	18	19	12	20	20	20	23	19	25	18	26	27	28	23	32	28	41	34	43	36	28	41	33	34	36	37	33	35	43	27	19	48	52	50	50	55	55	56	0	54	57	55	57	60	63	57	64	63	65	64	68	71	71	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	3	2	1	1	3	2	1	4	5	3	1	2	1	1	2	1	1	2	1	2	1	1	2	2	2	3	1	4	2	2	2
6000	-361.726141975988696	-368.581629926948096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601919174849448	0	1	2	2	3	3	4	4	4	4	5	7	9	6	6	7	7	9	9	9	9	11	10	12	9	11	11	11	11	12	12	14	12	13	11	14	12	14	16	13	14	13	15	15	15	15	18	17	19	19	19	20	20	21	21	20	21	22	22	22	23	23	23	24	25	25	26	26	27	29	26	30	30	0	1	1	2	3	4	2	5	2	6	9	15	17	11	10	9	10	16	12	17	16	15	19	21	17	18	19	23	25	26	26	27	28	19	23	33	19	22	36	27	34	37	22	38	36	36	38	22	48	35	47	35	50	56	49	51	47	56	0	53	50	52	57	60	63	63	64	65	65	67	65	68	69	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	3	1	2	1	2	3	1	2	2	2	2	1	2	1	1	2	1	4	1	2	1	1	1	2	1	1	1	1	1	1	3	5	2	5	1	5	1	1	2	1	2	2	1	2	3	2	1	2	1	2	2	1	2	1	1	3	2
6500	-351.158478699220950	-358.013966650180350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707957052200651	0	1	2	2	3	3	4	4	4	4	5	7	6	6	6	7	8	9	9	6	8	11	10	10	9	11	11	11	12	12	12	14	12	12	13	14	12	14	16	14	14	14	15	15	15	15	16	17	19	20	21	19	21	20	20	21	22	22	22	24	22	23	23	24	25	25	26	26	27	30	27	30	30	0	1	2	2	1	2	3	5	6	6	9	13	6	11	10	15	16	16	13	10	16	19	19	18	6	24	23	23	18	25	24	35	28	23	27	28	27	34	40	28	37	37	41	38	36	37	34	32	47	32	48	48	50	52	48	48	51	56	0	53	49	61	57	50	63	63	64	65	65	67	65	71	69	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	3	1	1	1	2	2	2	1	1	1	2	3	1	2	2	1	2	2	1	1	1	1	3	2	3	4	3	2	1	1	3	1	1	1	1	2	2	1	1	2	1	2	2	1	2	4	1	2	2
7000	-351.850028723749688	-358.705516674709088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542983264085698	0	1	2	2	3	3	4	4	3	4	5	6	9	5	6	7	7	9	7	9	9	11	10	12	10	9	10	11	12	12	12	14	12	13	12	14	13	14	16	13	14	14	14	15	15	15	18	17	17	19	20	19	21	20	21	21	22	22	21	24	23	22	23	24	24	25	26	26	27	29	27	29	30	0	1	1	2	3	2	3	5	3	6	9	10	12	9	10	7	10	16	12	6	16	23	19	21	26	16	19	27	20	18	20	27	23	33	27	37	28	34	36	33	37	37	23	38	40	37	34	32	38	32	52	48	51	50	48	32	56	52	0	56	55	55	56	58	63	63	64	65	65	64	65	65	72	1	1	2	1	1	2	2	1	1	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	3	3	2	1	2	1	2	1	2	1	1	1	3	1	2	1	4	2	2	3	1	1	1	1	3	5	1	3	1	2	2	1	1	2	1	2	2	2	2	3	2	2	1
7500	-364.342541750610735	-371.198029701570135	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630576399858563	0	1	1	2	2	4	3	4	4	3	5	6	9	6	6	7	8	9	8	8	8	10	10	12	9	11	11	11	11	12	12	14	12	13	13	14	13	14	16	14	12	14	14	15	15	14	18	17	18	20	18	20	19	19	21	20	22	21	22	23	23	23	24	24	25	25	26	26	27	27	28	29	30	0	1	1	2	3	7	3	5	10	1	9	10	12	9	10	12	6	20	12	16	6	19	19	18	16	17	23	22	25	18	26	27	28	22	23	28	28	35	36	35	28	37	37	34	40	33	38	35	38	51	35	51	48	48	54	54	55	56	0	53	55	57	50	53	57	63	60	66	68	67	65	71	63	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	4	1	2	1	3	2	2	3	1	3	1	1	2	2	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2	3	2	2	3	1	2	1	2	1	1	1	1	1	2	1	1	4	2	1	2	1	1	1	3	1	4
8000	-385.073198741224985	-391.928686692184385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560988577429829	-1	1	2	2	3	4	4	4	4	4	3	7	9	4	6	7	8	9	8	9	9	11	10	11	10	11	11	11	12	12	12	11	12	13	13	14	13	14	15	14	13	14	15	15	15	15	18	17	17	20	20	19	21	21	21	21	22	20	22	23	23	20	23	24	22	25	26	24	27	30	28	29	30	0	1	1	2	1	3	1	5	11	2	2	15	6	11	10	7	6	5	12	16	7	23	19	21	21	16	19	23	25	16	16	23	28	19	32	41	27	33	40	33	27	23	42	34	40	28	44	34	34	52	35	48	51	50	49	52	55	52	0	48	57	52	65	60	55	63	64	57	63	64	66	71	66	1	1	2	1	2	1	3	1	1	2	2	1	2	1	1	3	3	4	1	2	3	1	2	2	1	4	3	1	2	5	2	1	1	4	2	1	1	1	1	2	1	4	1	1	1	1	3	3	3	1	5	2	1	1	3	2	1	1	1	4	1	1	1	1	1	2	2	2	3	3	2	1	4
8500	-359.098826818244731	-365.954314769204132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605994009256496	0	1	2	2	3	2	4	4	4	4	2	7	9	6	6	6	8	9	9	9	9	11	10	11	10	11	11	11	12	12	12	14	11	13	13	14	12	14	16	14	14	14	13	15	15	15	18	15	19	20	21	18	19	21	21	21	22	22	22	23	23	23	24	24	25	25	26	23	27	29	26	30	29	0	1	1	2	1	2	3	3	11	6	2	15	10	11	10	6	16	16	12	16	16	19	19	16	13	20	19	19	25	18	26	27	19	23	28	27	33	34	40	34	37	23	33	38	40	32	48	35	47	53	50	48	48	50	53	52	52	50	0	32	57	57	57	56	68	57	64	57	65	64	65	68	65	1	1	2	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	1	1	2	1	3	1	2	2	2	2	2	1	2	2	3	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	3	2	1	2	3	3	2	1	6	1	1	1	2	2	2	2	1	2	4	1	4	3
9000	-412.790610471906575	-419.646098422865975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496485451378793	0	1	2	2	2	2	4	4	4	4	5	6	9	6	5	7	7	8	8	9	9	11	10	11	10	8	11	11	12	12	12	14	12	13	13	14	12	14	15	12	14	14	15	15	15	14	16	16	19	19	21	20	18	21	21	21	22	19	22	23	22	23	24	23	24	24	26	25	26	30	27	29	30	0	1	1	2	1	2	2	5	6	6	9	10	17	9	5	3	10	16	16	16	16	23	19	18	16	16	19	23	25	21	26	15	28	27	23	40	23	34	36	27	27	28	46	32	40	37	38	37	38	48	50	48	32	50	48	58	55	53	0	27	55	55	57	52	51	57	64	52	65	67	68	69	71	1	1	1	1	1	1	3	2	2	2	1	2	2	2	2	3	1	1	1	2	1	1	1	1	2	1	3	1	2	3	3	6	1	2	1	1	2	1	1	1	2	3	1	1	2	2	2	4	3	3	2	2	3	2	2	2	1	1	1	7	1	1	2	2	2	1	2	4	2	2	1	2	3
9500	-397.459710773224344	-404.315198724183745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536009337368157	0	1	2	2	3	4	3	2	4	3	5	7	7	6	6	7	8	9	9	9	9	11	10	12	10	11	11	11	12	12	11	14	12	13	12	13	13	14	15	14	14	14	13	13	15	15	18	16	17	20	20	19	21	21	20	18	22	22	22	24	23	23	24	24	25	25	26	24	26	28	27	29	30	0	1	2	2	1	5	1	1	2	2	9	15	6	11	10	4	6	16	13	16	16	23	19	21	6	16	19	23	16	18	25	35	28	27	19	33	33	34	27	36	37	37	28	13	40	35	49	32	34	52	52	56	51	52	35	48	50	52	0	34	57	57	57	51	55	63	32	55	63	64	69	69	72	1	1	1	1	3	1	2	2	1	2	1	1	3	1	2	3	1	2	2	2	2	1	1	1	6	3	2	1	3	3	1	2	1	2	1	1	1	1	1	1	1	1	2	3	1	3	1	2	2	1	1	1	1	2	5	2	2	2	1	11	1	1	2	2	3	1	8	4	2	3	1	3	1
10000	-353.179850404477577	-360.035338355436977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603137703800535	0	1	2	2	3	3	3	3	4	4	5	5	8	6	6	7	7	9	10	9	9	11	9	12	10	11	11	11	12	12	12	14	12	13	12	14	13	14	13	13	14	14	15	15	15	12	16	17	18	20	18	20	21	20	21	21	22	22	22	24	23	23	24	24	25	24	26	26	27	29	27	27	30	0	1	1	2	3	2	1	3	6	6	9	10	10	11	12	10	10	6	23	16	16	23	17	20	20	21	23	23	25	16	26	27	28	23	27	37	33	19	23	28	37	46	39	34	40	19	34	19	48	51	47	51	50	51	48	48	54	54	0	52	57	55	57	55	66	57	55	65	65	64	68	65	68	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	2	5	1	2	2	1	2	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	3	2	1	1	2	1	2	2	3	3	1	2	1	2	1	2	3	2	1	1	1	4	1	2	2	2	1	2	5	1	2	3	1	2	3
10500	-325.731736893591631	-332.587224844551031	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593012230425846	0	1	2	2	3	3	2	4	4	4	5	7	8	5	6	7	6	6	10	9	9	11	8	10	10	11	11	11	12	12	12	14	12	12	13	14	12	12	15	13	14	14	15	14	15	14	18	17	19	20	19	20	21	21	21	21	22	22	21	24	23	23	24	24	24	23	25	26	26	30	28	30	30	0	1	1	2	3	2	1	5	6	6	9	15	17	9	6	15	10	10	23	16	13	19	15	20	20	24	19	19	25	21	26	27	28	19	27	34	22	19	41	37	34	37	41	34	36	37	48	35	47	51	48	51	51	51	51	50	55	56	0	52	57	57	66	48	66	57	53	65	65	60	57	69	71	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	5	1	1	3	2	2	4	4	2	1
