step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
71000	-337.066774776524085	-343.922262727483485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657340083702538	2	3	4	4	4	6	8	7	7	6	9	10	9	10	12	13	10	13	11	13	11	14	15	13	15	16	17	15	16	17	13	15	16	15	17	18	18	18	19	18	18	19	18	18	19	19	18	20	20	22	20	20	21	20	22	24	22	26	25	26	29	30	0	1	2	2	0	4	10	6	6	5	10	9	5	4	8	13	11	11	13	19	13	24	18	19	24	20	25	20	20	24	13	7	16	24	22	28	26	33	30	26	27	16	34	16	22	22	26	30	33	43	45	46	39	41	45	39	53	56	48	56	0	0	1	1	1	1	1	1	1	1	1	1	2	2	3	4	2	2	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	3	2	1	1	2	1	1	1	1	1	2	2	2	3	3	1	1	2	3	1	1	1	1	1	3	1	2	3	1	1	1
71500	-350.608834193201687	-357.464322144161088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652071872673515	1	3	4	4	3	5	8	7	7	6	10	8	9	11	10	13	11	12	10	14	12	13	15	13	15	14	17	15	15	16	17	14	16	17	16	16	18	18	17	19	18	17	18	18	18	18	16	22	18	21	21	20	21	21	23	23	23	26	25	26	28	31	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	19	13	11	13	24	17	19	18	19	13	19	25	20	32	16	35	19	32	26	24	22	47	29	32	33	33	19	28	24	22	47	19	35	27	32	34	46	39	49	16	48	53	39	56	56	0	0	1	1	1	1	1	1	3	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	3	2	3	3	1	3	2	1	3	2	1	1	2	5	1	1	3	2	2	1	1
72000	-324.199267317187946	-331.054755268147346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683461189252462	1	2	5	3	4	6	8	8	8	7	9	10	8	9	12	12	11	12	11	14	11	13	14	13	15	16	18	15	16	17	17	15	16	16	15	16	18	18	19	18	18	18	18	18	18	19	17	21	19	22	18	20	19	22	19	23	24	26	25	25	30	31	0	1	2	2	0	4	10	6	6	5	7	9	10	6	12	13	13	11	13	19	13	19	18	19	19	24	28	24	20	36	32	21	24	32	22	32	25	29	30	33	28	32	34	26	35	28	33	31	32	55	35	46	30	49	25	48	48	48	48	56	0	0	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	2	3	1	1	1
72500	-309.071977505920245	-315.927465456879645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698799826008644	0	2	3	4	4	5	8	7	6	7	11	9	9	10	11	12	11	12	10	13	12	14	14	14	16	14	16	13	17	16	15	16	16	16	16	18	18	18	18	18	19	19	18	18	18	20	17	22	20	21	20	21	21	22	23	23	23	26	24	26	29	31	0	1	2	2	0	4	5	6	6	5	7	9	7	8	12	19	7	11	13	19	13	19	18	28	24	19	22	16	20	22	28	20	20	24	22	32	32	29	30	47	40	34	34	32	22	36	22	39	33	42	33	46	22	49	42	48	53	59	56	59	0	0	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1
73000	-340.800585346401760	-347.656073297361161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727443369007892	1	2	5	4	4	6	8	5	7	7	10	9	8	11	11	12	11	12	11	14	11	13	13	13	14	16	16	15	17	17	16	15	14	16	16	17	17	19	18	19	18	20	16	17	18	19	18	20	20	22	20	21	20	21	23	23	24	27	25	25	29	31	0	1	2	2	0	8	5	4	8	5	7	9	5	8	12	19	13	11	13	24	13	7	18	21	24	22	24	20	22	22	16	24	24	28	16	19	33	29	35	26	27	34	16	24	35	36	33	26	28	36	35	46	26	49	50	39	53	56	56	56	0	0	1	1	2	1	1	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	2	3	1	1	1	1	2	1	2	2	2	1	1	1	2	3	2	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	2	1	1	2	2	2	1	1	1	1
73500	-316.727476957715396	-323.582964908674796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694103538644621	0	2	4	4	4	6	8	5	7	7	9	9	8	10	11	11	10	12	11	13	12	13	15	14	16	14	17	14	17	15	17	15	16	16	17	17	18	18	18	19	18	18	18	17	19	20	18	22	19	22	20	19	20	20	22	23	22	26	25	27	29	30	0	1	2	2	0	8	5	4	6	5	10	9	10	6	12	10	13	11	13	16	17	16	18	17	20	16	32	13	28	20	22	20	24	26	22	19	26	29	30	33	35	34	33	19	35	35	33	36	28	34	35	36	36	41	27	39	53	48	56	56	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	2	1	3	1	1	2	1	1	1	2	4	2	1	1	1	1	1	1	3	1	1	1	2	3	3	1	1	1	1	3	3	1	2	1	2	1	1
74000	-305.131640516501363	-311.987128467460764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765700269850088	1	2	5	3	4	5	8	8	7	6	9	10	8	10	12	12	12	12	11	14	13	14	15	13	16	14	17	14	17	16	16	16	17	16	17	18	17	18	18	19	18	19	19	19	19	18	16	20	19	22	21	20	20	21	21	23	23	25	25	26	27	30	0	1	2	2	0	4	10	6	6	5	10	6	10	8	12	7	13	11	13	24	17	16	18	16	24	16	28	17	20	20	22	20	47	20	32	31	28	29	30	33	34	34	34	27	30	30	26	35	47	42	45	36	39	49	27	48	53	56	56	58	0	0	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1
74500	-311.121577796564907	-317.977065747524307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.815926844098834	1	3	2	3	4	5	8	7	7	7	8	9	9	10	11	12	11	10	12	15	13	13	13	10	16	16	17	15	16	18	16	15	17	15	16	17	18	18	19	19	19	18	19	18	17	19	18	21	20	23	19	20	21	22	21	23	23	26	26	25	29	30	0	3	1	3	0	4	10	6	6	5	10	9	10	6	12	24	13	11	24	16	17	16	18	13	34	34	20	19	32	32	22	19	31	16	22	32	32	33	30	33	27	24	42	17	35	28	28	39	42	55	35	46	30	49	43	48	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1
75000	-307.843222121379995	-314.698710072339395	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777505386568347	2	4	3	4	5	5	7	7	8	7	11	9	9	10	12	12	11	12	11	15	12	13	14	13	15	14	17	14	16	16	15	14	16	16	16	18	17	18	19	17	18	19	18	18	18	20	18	21	21	21	19	21	21	20	22	22	23	27	25	26	29	30	0	3	1	3	0	4	5	6	8	5	7	9	10	6	12	19	13	10	13	28	17	19	18	16	24	19	16	16	28	22	22	19	28	24	22	30	20	29	16	33	40	34	34	32	35	27	33	30	54	34	45	26	39	41	43	39	53	60	56	56	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1	2	1	3	1	2	2	2	1	1	1	3	1	1
75500	-321.079842167725985	-327.935330118685386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766523839121925	1	4	2	3	4	5	9	6	7	5	11	8	9	10	11	12	11	12	11	15	13	14	15	14	15	13	17	14	18	17	16	16	15	16	16	17	19	18	18	18	17	20	18	18	19	18	18	20	19	23	21	20	21	20	21	22	24	26	25	27	30	30	0	3	1	3	0	4	10	6	8	5	7	9	10	6	12	19	7	7	13	26	17	16	18	19	16	19	20	19	32	26	22	28	13	28	22	22	24	13	22	32	28	20	20	27	30	36	33	30	33	55	45	39	30	49	34	30	53	56	48	58	0	0	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	3	1	1	2	2	3	2	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	3	1	1	1
76000	-308.305892287947984	-315.161380238907384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790228222643090	1	3	2	4	4	6	6	7	7	7	10	9	9	10	12	12	11	11	11	14	12	14	14	13	15	15	17	15	15	16	17	16	15	17	17	16	17	19	19	19	17	19	18	18	18	19	17	21	19	21	20	20	21	22	22	23	24	26	25	25	29	30	0	3	1	3	0	4	5	6	6	7	7	9	10	6	12	17	13	11	13	19	17	19	18	19	16	17	16	11	20	22	36	16	24	26	22	22	25	26	22	32	20	34	32	47	28	27	33	39	41	20	35	46	39	49	50	48	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	2	1	2	1	1	2	3	2	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1
76500	-329.489851949737613	-336.345339900697013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635621628356109	1	4	2	4	4	5	9	7	6	8	11	9	9	9	11	12	12	11	11	15	13	14	15	14	16	15	16	14	17	17	16	13	16	16	17	17	19	19	19	17	18	19	18	17	19	19	18	21	19	22	21	21	21	22	23	23	24	25	24	26	27	30	0	3	1	3	0	4	5	6	6	5	7	9	10	6	12	19	13	7	7	19	17	16	18	13	26	32	19	19	26	28	22	19	28	20	26	20	16	29	36	33	27	28	20	25	35	27	33	42	26	37	35	46	22	49	50	36	56	56	56	56	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	3	1	1	2	2	1	2	1	1	1	1	1	1	5	1	1	1	2	3	2	1	1	1	1	1	2	2	2	1	3	2	1	3	1	1	1	2	1	1
77000	-292.317561728110093	-299.173049679069493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799222787937884	1	4	2	4	5	6	7	7	8	7	9	9	9	9	10	12	8	12	10	14	12	14	15	13	15	15	17	15	16	16	16	15	17	16	16	17	18	19	18	19	18	18	17	18	19	18	19	21	20	22	20	20	21	22	21	23	24	26	25	27	29	30	0	3	1	3	0	4	5	6	6	5	10	9	17	8	12	19	10	10	13	19	17	24	18	19	24	24	32	19	28	22	22	24	20	20	22	35	35	29	30	41	33	34	34	20	22	31	26	39	41	55	35	46	30	49	43	48	53	56	53	58	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1
77500	-315.701987003791373	-322.557474954750774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763874060087597	2	4	3	4	4	5	8	7	7	7	9	9	9	10	12	12	11	12	11	13	12	13	16	13	16	15	17	15	18	15	15	15	16	16	17	17	17	18	18	17	17	20	19	19	19	18	19	20	21	23	20	20	22	20	21	23	24	27	24	26	30	30	0	3	1	3	0	4	5	6	6	5	10	9	10	8	12	19	10	10	10	19	17	19	18	19	16	16	16	19	41	22	22	24	16	20	31	26	24	26	30	28	19	43	34	27	35	31	33	39	54	43	35	46	48	34	43	48	53	56	48	59	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	2	1	1	2	2	2	1	1	1	1	2	2	1	1	2	1	1	1	3	1	1	2	1	1	2	1	1	2	1	2	1	2	1	2	1	3	2	1	1	1
78000	-325.870779764543670	-332.726267715503070	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708458438741057	1	2	4	3	4	5	8	7	7	7	11	8	8	9	12	12	11	11	12	14	12	14	16	14	16	16	18	14	18	18	17	15	16	16	16	18	18	16	19	19	18	19	18	18	19	19	18	22	18	22	20	20	21	21	22	24	24	26	25	27	29	31	0	1	2	2	0	4	10	6	6	5	7	6	5	8	12	17	13	7	11	19	13	19	18	16	24	20	33	16	38	35	35	16	16	24	22	22	32	20	30	33	33	34	19	33	35	27	24	39	32	42	35	46	30	49	33	45	53	56	48	48	0	0	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	2	1	1	2	1	3	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	2	2	1	2	2	1	1	2	1	1	2	3	2	1	1	1	2	1	1
78500	-303.326440864490564	-310.181928815449965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.825980444691554	2	3	4	4	4	6	8	7	7	7	10	9	9	10	10	13	11	12	11	15	13	14	15	13	15	15	16	13	17	18	16	14	16	17	16	17	19	19	17	17	18	19	17	18	20	19	17	21	21	21	20	20	22	22	22	24	22	27	23	26	29	31	0	1	2	2	0	4	5	6	6	5	7	9	10	8	12	19	13	11	13	19	17	28	18	19	16	19	28	19	26	39	22	24	24	26	22	26	34	29	26	32	47	43	20	27	27	36	32	30	41	25	35	36	30	49	50	45	48	56	36	56	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	3	1	1	2	1	2	2	1	1	1
79000	-325.050556237096487	-331.906044188055887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736115562679660	1	2	4	3	5	6	7	7	8	7	11	10	8	11	11	11	10	11	12	13	11	14	16	12	15	14	17	15	17	17	16	15	16	16	16	16	17	18	18	17	18	19	18	19	19	19	18	21	19	23	20	20	21	21	22	23	23	26	25	26	30	31	0	1	2	2	0	4	5	6	8	5	7	9	7	8	12	13	13	13	17	19	17	19	18	13	20	19	28	19	32	22	16	20	22	26	22	22	24	19	30	34	28	34	27	43	35	36	33	31	40	55	31	46	46	49	44	48	53	39	48	56	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	1	4	2	1	1	1
79500	-329.117969662244889	-335.973457613204289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665442767409280	1	3	5	4	4	5	8	7	7	7	10	9	9	11	11	11	11	12	12	13	13	13	16	14	16	15	18	14	17	17	15	15	16	16	16	17	18	18	19	18	19	19	18	18	20	19	18	22	20	21	18	21	21	21	23	23	23	27	23	27	29	29	0	1	2	2	0	4	5	6	6	5	10	9	10	8	12	10	13	11	16	16	10	16	18	13	19	16	26	19	26	22	22	19	28	16	22	24	24	29	28	33	28	34	32	26	22	31	33	30	47	20	35	46	39	40	46	39	48	59	48	59	0	0	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	1	4	1	2	3	2	2	1	2	1	2	2	2	1	2	1	1	2	1	3	1	2	2	1	2	3	2	1	3	1	3	1	1	1	2	2	2	1	2	1	2	1	1
80000	-305.274505052373627	-312.129993003333027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.867220832122490	1	2	3	3	4	5	6	7	6	8	11	8	8	11	11	12	11	11	11	13	12	14	15	14	16	14	16	14	16	16	16	13	17	15	16	17	17	18	18	18	18	19	17	18	19	18	16	21	19	23	20	20	21	21	21	23	23	27	25	26	30	31	0	1	1	2	0	4	5	6	6	7	10	9	7	8	12	17	13	7	13	16	13	19	18	32	20	20	20	20	24	22	22	19	47	28	22	22	20	29	30	47	26	22	47	27	35	36	32	45	41	55	45	46	26	49	43	48	53	59	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1
80500	-323.527726929233950	-330.383214880193350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700162515882699	2	3	5	4	3	5	7	7	7	6	11	9	8	10	11	12	11	11	11	15	13	13	14	11	14	14	18	14	16	17	16	15	16	15	16	17	18	18	18	17	19	20	19	19	20	19	19	20	20	22	20	20	21	21	21	23	23	26	25	26	29	30	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	24	13	10	13	24	17	13	18	13	19	19	28	24	17	31	17	19	32	22	22	20	32	29	30	33	20	47	32	20	35	28	33	31	27	55	36	46	46	49	47	51	53	56	56	56	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	1	3	2	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	3	2	2	3	2	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1
81000	-324.071473039826571	-330.926960990785972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574339285969044	-1	2	5	3	4	5	8	7	7	7	10	9	8	11	11	13	10	12	12	14	12	14	14	13	16	16	16	14	16	17	15	15	17	16	15	18	19	18	18	18	18	18	19	18	19	19	17	21	20	20	19	19	21	22	22	24	23	26	25	26	28	31	0	1	2	2	0	4	10	6	6	5	10	9	10	6	12	19	13	11	13	19	17	7	18	10	19	20	20	16	20	31	24	20	16	28	22	22	33	24	31	47	47	34	42	24	35	36	28	30	41	34	35	22	30	49	50	48	53	56	48	56	0	0	1	2	2	1	1	1	1	1	1	2	2	2	1	3	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	2	2	2	1	1	1	2	1	3	2	1	1	2	1	2	2	2	2	1	1	2	1	1	2	1	1	1
81500	-336.540803845808512	-343.396291796767912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584499500248380	2	3	5	4	4	6	5	6	7	7	10	9	8	10	11	12	11	12	10	14	13	13	15	12	15	15	16	13	18	17	16	16	16	17	16	17	18	19	18	19	18	19	18	17	18	20	18	21	21	21	20	21	20	22	23	24	24	25	22	26	29	31	0	1	2	2	0	4	5	4	8	7	10	8	7	6	12	17	13	11	13	16	17	13	18	19	22	24	24	16	19	35	24	20	20	20	22	24	34	29	30	47	33	34	35	16	35	36	27	42	41	42	35	36	39	49	42	48	53	56	45	56	0	0	1	1	1	1	1	2	1	2	1	1	2	2	2	2	2	1	2	2	1	1	1	2	2	1	1	2	2	1	4	1	2	1	2	1	2	2	1	1	1	1	1	2	1	3	1	2	1	1	2	1	2	2	1	1	2	2	2	1	3	1	1	1
82000	-319.812640058374257	-326.668128009333657	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750809378288380	1	3	5	4	4	5	9	8	7	8	10	10	9	10	11	12	11	11	12	15	12	13	15	13	15	15	18	14	16	17	15	14	16	16	16	17	17	18	18	18	17	20	17	16	19	20	18	20	19	20	20	21	20	22	22	21	23	25	23	26	28	30	0	1	2	2	0	4	5	6	6	5	10	8	5	8	12	13	13	7	13	16	13	21	18	17	24	32	26	13	20	35	28	17	28	26	22	20	28	29	30	33	26	34	28	20	20	28	33	30	41	28	45	46	30	49	50	48	53	59	48	59	0	0	1	1	1	1	1	1	3	2	1	2	1	1	3	1	1	2	1	1	2	2	3	1	2	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	1
82500	-324.976431292006282	-331.831919242965682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611654208203640	-1	2	4	3	4	5	8	7	6	7	10	9	8	11	11	11	10	11	12	13	12	14	16	12	16	15	17	13	16	17	16	15	16	16	16	16	18	19	18	18	17	19	18	18	19	19	18	21	19	21	19	20	22	21	23	23	22	26	25	26	28	31	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	13	13	10	16	16	17	16	18	16	32	24	20	13	32	36	22	20	20	20	22	28	32	29	30	33	26	19	34	34	39	36	33	27	41	27	35	22	39	49	42	48	48	56	35	48	0	0	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	1	2	1	1	1	2	3	1	1	2	2	3	1	1	1	1	1	1	2	2	2	2	1	1	1	4	1	1	1	1	1	2	1	2	2	4	2	2	2	1	1	1	4	2	1	1
83000	-309.062096181289519	-315.917584132248919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836474760415905	0	2	4	4	3	6	7	7	8	6	10	9	8	9	11	12	10	12	11	14	12	13	16	14	16	16	18	14	17	15	17	16	16	16	16	17	19	19	18	19	18	18	18	18	20	19	18	22	20	21	18	20	19	22	22	23	24	26	25	27	30	31	0	1	2	2	0	4	5	6	8	5	7	9	10	8	12	13	10	11	17	19	17	16	18	19	20	20	24	19	16	22	35	28	20	28	22	22	33	29	30	33	20	25	32	34	35	36	33	30	27	43	35	46	30	49	34	45	53	48	56	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	4	1	1	1	1	1	1	2	1	2	2	1	1	1	1
83500	-305.213017870975648	-312.068505821935048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756077372452529	1	3	5	4	3	5	7	7	8	6	9	10	8	10	11	12	11	12	11	14	11	13	16	13	15	13	16	15	18	16	17	15	16	17	15	17	17	19	19	17	17	19	18	18	19	19	19	21	19	20	21	20	21	21	22	23	22	27	25	27	29	28	0	1	2	2	0	4	10	6	6	5	7	8	10	6	12	19	13	11	13	16	13	16	18	16	24	19	26	16	27	22	35	26	32	16	26	30	32	29	30	33	33	28	32	27	34	36	40	39	34	43	45	46	39	49	50	39	53	39	56	56	0	0	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	1	3	1	1
84000	-296.319065633333821	-303.174553584293221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777377141143961	2	3	4	4	4	5	8	8	7	6	9	10	8	10	11	11	11	12	12	15	12	13	15	13	16	15	17	14	17	15	16	15	17	16	17	15	18	19	19	17	17	19	18	19	20	18	19	20	20	22	21	20	21	21	23	23	23	26	24	24	28	30	0	1	2	2	0	4	10	6	6	5	7	8	10	8	12	13	13	11	16	16	17	16	18	16	19	16	26	16	28	22	22	19	26	28	31	22	27	29	30	20	20	32	25	32	35	36	40	39	41	43	39	46	48	49	50	48	53	56	56	48	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1
84500	-308.363007974729783	-315.218495925689183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709659687951694	0	2	4	3	5	5	8	7	7	7	10	9	9	10	11	13	11	12	11	15	12	13	15	13	15	15	18	15	17	17	15	16	15	16	17	16	18	18	18	17	18	18	18	19	18	18	18	20	19	22	20	21	22	20	22	21	24	26	25	26	30	29	0	1	1	2	0	4	10	6	2	5	7	9	7	9	12	19	13	11	13	19	17	19	18	19	24	16	32	19	28	26	22	24	16	28	22	22	28	29	30	26	34	16	34	35	36	36	24	30	28	43	45	46	48	49	43	48	53	59	56	53	0	0	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	3	1	3	2	1	1	1	1	2	1	2	1	2	2	1	1
85000	-299.045798476611083	-305.901286427570483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767820362268832	2	3	5	4	2	6	8	8	8	7	10	10	9	10	11	13	11	12	11	13	13	13	15	13	15	16	17	13	17	17	16	15	15	17	17	17	18	18	19	17	19	20	18	18	20	19	19	21	19	21	20	21	21	21	22	23	23	25	23	27	29	29	0	1	2	2	0	4	10	6	6	5	7	9	10	8	12	19	13	11	13	19	17	19	18	19	24	24	20	19	32	22	32	19	19	25	32	22	36	26	30	33	40	27	32	26	35	36	33	39	40	34	30	46	30	49	43	48	53	56	30	58	0	0	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	2	1	2	1	3	1	1	1
