step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
5000	-406.417425147522124	-413.272913098481524	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670396005392406	2	3	5	4	6	6	4	8	9	10	11	12	12	12	12	14	16	13	16	14	15	17	16	20	17	21	20	19	24	22	23	24	24	27	25	27	26	26	31	28	33	32	31	30	34	33	33	33	33	36	33	35	34	34	38	38	37	40	37	39	41	38	41	41	40	44	45	47	45	47	51	0	1	2	1	7	7	2	5	6	6	9	10	8	10	9	10	9	9	18	12	16	21	9	20	23	16	28	25	30	22	26	22	26	38	31	38	31	30	36	38	42	38	36	40	49	43	44	40	44	46	42	42	42	44	53	42	53	55	45	48	57	45	62	59	55	64	61	69	65	67	65	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	2	2	1	1	1	3	4	1	4	1	1	1	3	1	4	1	1	1	1	2	2	2	1	1	3	2	2	1	1	2	2	2	2	1	2	1	2	2	3	1	1	2	3	2	2	2	2	1	2	2	1	2	1	6
5500	-445.797522564647466	-452.653010515606866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478791414603224	2	3	5	4	5	6	6	8	10	10	11	12	12	13	13	12	15	13	16	15	15	18	18	20	19	20	20	21	21	22	23	22	24	27	25	28	27	28	32	29	33	33	30	30	34	32	34	33	32	34	35	36	34	36	37	37	39	41	40	39	41	40	42	42	41	43	45	46	44	46	52	0	1	2	1	2	1	2	5	6	6	6	10	8	10	9	10	18	10	15	10	16	21	15	20	23	22	25	27	22	26	22	29	26	26	29	33	31	29	30	36	36	49	34	40	42	43	40	44	40	41	48	46	41	48	53	53	56	59	45	47	49	56	39	56	53	56	39	66	57	69	68	1	1	2	1	1	2	2	2	2	2	3	1	2	2	1	1	1	3	1	2	2	1	2	2	1	1	1	1	2	2	3	1	2	3	2	3	3	3	4	1	2	1	2	1	1	2	2	2	2	1	2	3	1	2	2	2	1	1	3	2	5	2	5	3	3	3	6	2	3	1	3
6000	-434.284339786769692	-441.139827737729092	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665149158209384	1	4	5	4	5	6	6	7	10	10	9	11	12	12	12	13	17	14	17	14	15	17	18	19	19	20	20	22	24	23	21	22	24	26	25	26	27	26	30	28	32	33	31	30	34	34	32	33	32	34	34	36	35	35	36	38	39	40	38	40	41	40	41	39	41	42	47	46	44	46	50	0	1	2	1	2	1	5	7	6	6	6	10	2	6	9	14	15	15	15	12	16	16	19	20	23	22	25	27	26	26	22	26	22	31	26	30	34	26	36	36	40	39	36	36	49	39	44	47	44	43	47	42	43	48	45	49	53	59	49	44	52	53	64	49	57	57	53	69	64	61	66	1	1	1	1	1	3	1	1	2	2	1	1	3	2	1	1	2	1	2	2	1	2	1	2	1	2	1	1	2	1	2	1	3	2	2	1	1	2	2	1	2	2	2	2	2	3	1	1	1	2	1	1	2	2	1	4	2	1	2	5	3	2	1	4	1	1	4	1	3	3	2
6500	-403.869173139887323	-410.724661090846723	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629675859585289	2	3	4	4	5	7	6	7	10	10	12	11	11	13	11	13	16	13	16	14	15	17	18	20	19	21	20	21	24	22	22	23	24	26	25	27	27	26	30	29	33	32	31	29	34	33	32	33	32	34	35	35	35	33	38	38	39	40	39	38	41	40	42	41	42	43	46	46	46	47	52	0	1	2	1	2	1	5	2	6	6	10	6	7	10	9	10	16	15	15	12	10	21	19	20	23	22	25	27	26	22	22	30	30	29	31	29	35	26	36	36	44	38	39	38	47	43	44	40	38	39	40	45	50	44	53	53	56	52	45	39	57	48	62	55	61	56	62	57	65	68	70	1	1	1	1	1	2	1	2	2	1	1	2	3	1	1	2	2	1	3	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	3	2	1	1	2	1	1	1	2	2	2	3	2	3	1	1	2	2	2	1	2	2	4	2	4	1	2	1	2	3	3	2	1	3
7000	-421.487065450094747	-428.342553401054147	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557946302998320	1	2	4	3	5	5	6	7	8	10	12	11	11	11	12	14	16	14	15	15	15	18	17	20	19	20	21	21	24	22	21	24	24	27	25	27	27	27	31	29	33	33	29	30	33	33	32	33	32	34	34	34	35	35	38	39	38	40	39	39	42	39	41	42	40	44	46	46	45	45	51	0	1	2	1	2	1	5	7	6	6	10	6	5	10	9	14	19	15	9	10	16	21	10	16	23	22	25	23	22	26	22	22	22	31	31	30	35	33	43	36	44	49	36	38	43	39	36	40	36	36	47	42	42	48	53	52	53	56	52	54	57	52	62	62	57	64	61	61	65	57	61	1	1	1	1	2	2	1	1	1	2	1	2	3	1	2	2	1	1	2	3	1	2	4	2	1	1	1	3	3	1	2	4	3	3	2	3	1	3	1	1	1	1	2	2	2	1	2	2	3	2	1	1	1	1	2	3	1	1	2	2	2	2	1	2	1	1	3	2	2	3	4
7500	-450.743826414208399	-457.599314365167800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565333993472982	0	3	5	3	4	6	5	8	8	10	9	11	11	11	12	13	16	10	14	14	16	16	18	20	19	21	19	21	24	20	22	23	24	25	26	27	28	25	31	28	34	31	30	30	33	34	33	33	34	35	35	35	34	35	37	38	39	40	39	39	41	40	39	42	41	43	47	46	44	47	51	0	1	2	1	2	1	5	5	6	9	6	9	8	10	18	10	15	9	15	10	16	10	19	14	23	30	23	27	30	21	22	30	30	26	29	38	35	30	36	38	30	36	38	40	43	39	36	40	39	39	44	42	42	44	49	49	55	41	49	41	57	54	55	57	55	61	68	61	64	57	56	1	2	1	1	1	3	1	2	1	1	2	1	2	1	1	1	2	2	1	2	2	4	2	4	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	6	2	3	1	1	1	3	4	2	2	2	3	2	2	2	1	1	3	3	3	2	3	1	2	2	1	1	2	1	4	5
8000	-433.880882024638368	-440.736369975597768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631957391809408	2	3	4	3	4	7	5	6	10	10	12	11	11	12	12	13	16	13	16	13	15	16	15	21	17	20	20	21	23	22	23	24	24	26	26	26	27	27	30	28	34	32	31	30	32	33	33	33	32	36	33	36	35	35	37	38	38	38	39	40	41	38	41	42	42	43	46	45	45	46	51	0	1	2	1	2	1	5	7	6	6	10	6	7	10	6	6	15	15	9	12	16	14	9	20	23	14	25	27	22	22	22	30	26	31	31	30	31	35	38	36	51	38	39	40	39	43	40	44	36	43	38	45	49	44	53	53	53	53	53	54	55	52	59	57	56	53	69	62	65	64	66	1	1	1	1	1	3	1	1	2	2	1	2	2	1	2	2	2	1	3	1	1	2	1	4	1	5	2	1	4	2	2	1	2	1	2	2	2	1	2	1	1	3	1	1	1	1	3	2	2	2	4	2	2	3	1	2	2	1	3	2	2	2	1	2	2	4	1	4	2	3	3
8500	-400.627288663504146	-407.482776614463546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605331415248177	2	3	5	3	6	6	4	7	9	9	12	10	11	11	12	13	15	13	17	14	15	17	19	20	20	20	21	21	23	21	22	23	24	26	25	28	28	27	30	29	32	31	31	31	34	33	33	33	34	35	34	36	34	35	37	38	37	38	38	38	42	41	41	39	41	44	46	46	46	45	51	0	1	2	1	7	1	2	5	6	6	6	10	8	12	6	14	18	9	15	12	16	21	15	20	23	22	25	23	21	22	26	30	30	29	29	38	35	29	36	38	39	39	36	40	42	43	44	40	42	43	40	42	44	47	53	53	42	52	49	51	65	59	57	55	64	61	70	65	65	61	69	1	1	1	1	1	2	1	1	2	1	3	1	2	1	2	1	1	3	3	2	1	1	5	3	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	1	1	2	1	3	1	2	2	1	2	2	1	1	1	1	2	2	2	2
9000	-417.428941118653483	-424.284429069612884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564817336916405	2	3	5	3	6	5	5	8	9	10	11	12	10	13	12	12	16	13	15	13	14	18	18	19	20	21	21	20	24	22	23	23	25	27	23	25	27	27	30	28	34	32	32	31	32	33	34	32	33	35	35	36	34	36	38	39	38	39	38	38	41	39	40	41	41	44	47	47	45	47	52	0	1	2	1	7	1	2	7	6	6	10	10	5	16	11	10	18	15	15	10	16	14	19	10	23	22	25	23	26	22	26	26	26	31	22	31	31	36	36	38	39	39	39	40	40	43	44	44	39	43	44	49	48	40	42	57	41	52	45	51	56	59	49	59	57	64	66	61	65	66	64	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	3	1	2	1	1	1	2	2	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	3	3	1	2	2	2	1	1	1	5	2	1	2	2	3	2	2	5
9500	-414.612241914792946	-421.467729865752347	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529758732768063	1	3	4	3	6	6	5	8	9	10	11	11	10	12	12	14	16	14	15	14	16	18	16	20	19	21	20	21	24	22	22	22	23	25	25	26	27	27	30	28	33	31	30	30	33	34	33	34	33	34	34	36	34	36	36	37	38	41	39	38	41	41	42	39	41	42	46	46	45	46	50	0	1	2	1	7	1	2	5	6	6	10	10	5	9	9	10	18	14	15	12	16	21	19	20	23	22	25	27	30	22	22	22	30	31	31	29	31	30	36	30	39	38	36	38	42	43	44	40	39	36	40	42	49	47	45	53	53	59	56	54	64	59	45	52	64	64	64	64	61	61	68	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	2	2	1	1	1	3	1	2	1	1	2	2	2	2	1	2	1	1	3	2	2	3	1	2	1	1	2	2	2	3	2	3	2	2	1	2	2	2	2	1	1	1	1	1	4	2	1	2	5	3	3	4	2
10000	-383.672631929138220	-390.528119880097620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673242280057572	2	3	4	3	6	6	5	7	9	11	11	11	11	12	12	13	17	14	15	14	16	17	18	20	19	20	21	22	23	22	22	24	24	26	25	27	24	27	29	28	33	29	31	30	33	33	32	33	33	36	35	35	34	35	38	38	39	41	39	39	41	40	41	41	40	43	45	46	44	47	51	0	1	2	1	7	2	2	7	6	6	9	6	8	6	9	10	15	15	9	12	16	21	15	20	23	22	25	27	26	26	26	29	30	29	31	29	31	32	38	38	39	38	39	40	42	43	44	44	42	46	41	53	42	44	53	53	55	59	56	54	57	52	59	57	57	64	66	61	65	64	66	1	1	1	1	1	2	1	1	2	2	1	2	2	3	1	1	2	1	3	2	2	1	3	3	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	2	2	2	1	2	1	2	1	2	2	1	1	2	1	2	2	2	4
10500	-423.911188007612282	-430.766675958571682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588276219856084	2	3	5	4	6	7	5	6	9	10	11	11	11	11	13	14	16	13	17	14	16	18	18	20	20	21	21	21	23	23	22	23	25	26	25	28	26	27	31	28	33	32	31	31	32	34	33	34	33	36	35	35	34	35	38	37	38	41	40	40	42	41	41	41	41	43	46	45	45	45	51	0	1	2	1	7	1	2	7	6	6	6	6	5	6	9	10	9	9	15	14	16	16	19	14	23	16	25	19	22	26	26	22	29	30	26	29	22	26	36	38	40	36	38	40	36	49	43	43	43	46	47	41	49	44	53	53	42	57	52	41	63	59	52	45	55	61	61	61	65	64	68	1	1	1	1	1	2	1	1	1	2	2	1	3	2	2	2	2	2	2	2	1	2	1	3	1	3	1	2	3	1	1	2	1	2	2	2	3	3	2	1	3	2	2	2	2	1	1	3	1	1	2	1	1	2	2	1	3	2	2	4	1	1	3	3	1	1	2	2	2	2	3
11000	-431.331229288942211	-438.186717239901611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568398135297854	1	3	5	2	5	6	6	7	8	10	11	10	11	12	13	14	14	14	15	15	16	17	18	20	20	20	21	21	23	22	22	24	22	27	24	28	27	26	31	29	34	31	31	30	33	32	33	31	34	35	35	36	35	36	38	39	39	40	37	39	41	40	40	42	41	42	46	45	46	46	49	0	1	2	1	2	1	5	5	6	9	10	1	8	10	11	14	12	12	15	12	16	12	15	20	23	22	23	23	26	26	22	30	22	30	31	38	31	26	38	36	43	38	36	40	39	36	44	44	42	43	48	49	49	48	53	53	53	55	45	54	53	59	49	57	56	57	68	55	61	64	66	1	1	1	1	1	2	1	1	2	2	1	5	2	1	1	1	2	2	1	1	1	3	2	2	1	1	1	1	1	1	3	1	2	3	1	1	3	2	3	1	1	2	1	1	1	3	2	1	2	2	3	2	1	2	2	2	2	1	2	1	2	2	3	2	1	1	1	3	3	1	4
