step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
18000	-39.394586162009880	-37.190092022221222	-2.204494139788655	0.000044048735205	0.000127295307647	2.889874296144142	0.936101664124759	0	2	2	4	7	8	11	13	0	1	1	3	4	4	6	0	1	1	1	1	1	1	2	1
18500	-32.179804547992788	-30.614452151159753	-1.565352396833037	0.000027671001051	0.000035069735417	1.267382244421249	0.890841618413000	0	2	2	4	6	8	10	15	0	1	1	3	4	5	6	0	1	1	1	1	1	1	1	1
19000	-42.117605086594651	-40.592386574752652	-1.525218511842001	0.000043689973991	0.000050975881994	1.166763843910704	0.685312761041786	0	2	2	4	8	8	12	15	0	1	1	3	3	4	4	0	1	1	1	1	3	2	2	1
19500	-39.725785357498665	-38.271369632194705	-1.454415725303962	0.000084922188056	0.000083098016192	0.978519490533669	0.905552126939840	0	2	2	4	7	6	11	13	0	1	1	3	4	3	5	0	1	1	1	1	1	1	2	1
20000	-38.677966701991870	-37.022551944013607	-1.655414757978263	0.000028516974002	0.000042413356569	1.487302143809949	0.923965403898142	1	2	2	4	8	7	12	14	0	1	1	3	6	4	6	0	1	1	1	1	1	1	1	1
20500	-42.455816045763939	-40.700592662971381	-1.755223382792557	0.000060496343714	0.000104611223713	1.729215640020669	0.548541769355680	-1	2	2	4	7	8	10	14	0	1	1	3	4	4	4	0	1	2	1	1	2	2	3	1
21000	-32.947391590015670	-31.422655158368634	-1.524736431647037	0.000052339425016	0.000061003556317	1.165537380248694	0.856081245328388	0	2	2	4	6	9	11	13	0	1	1	3	4	5	6	0	1	1	1	1	1	1	1	1
21500	-40.999268431766858	-39.085865154336481	-1.913403277430377	0.000042587250648	0.000090299040560	2.120330361440309	0.916751875853758	0	1	3	2	6	8	11	14	0	1	4	1	4	5	6	0	1	1	1	1	2	1	1	1
22000	-45.145762136848624	-43.185617594905324	-1.960144541943298	0.000018015172602	0.000040335660233	2.238982724449112	0.766480149459212	0	2	3	2	8	8	12	15	0	1	4	1	3	4	6	0	1	1	1	1	2	3	2	1
22500	-48.515551388994695	-46.501358410630438	-2.014192978364256	0.000073101891958	0.000009978722677	0.136504301185426	0.786357534092361	-1	3	3	2	7	9	12	14	0	4	4	1	4	5	6	0	1	1	1	1	2	1	2	1
23000	-37.885276627909995	-36.195518295648533	-1.689758332261464	0.000058942620372	0.000092565431963	1.570432929141223	0.579775279875925	0	2	2	4	7	8	11	14	0	1	1	1	3	5	6	0	1	1	1	2	2	1	1	1
23500	-43.411084740242664	-41.925513280259409	-1.485571459983255	0.000062836162503	0.000066845156152	1.063800739718469	0.959816975162609	0	3	2	4	8	6	12	14	0	1	1	3	6	3	6	0	1	1	1	1	1	1	3	1
24000	-41.425107126123841	-39.927192399199804	-1.497914726924039	0.000025910948946	0.000028408135219	1.096375716615337	0.645455098154915	1	3	2	4	7	6	10	14	0	1	1	3	3	4	4	0	1	1	1	1	3	1	3	1
24500	-44.624942025551199	-43.152324496591326	-1.472617528959871	0.000097860870919	0.000100694162410	1.028952240704214	0.784215641361219	0	1	2	5	7	7	10	13	0	1	1	3	4	4	6	0	1	1	2	1	1	1	1	1
25000	-37.709732871459572	-36.348417054267486	-1.361315817192085	0.000035598901549	0.000019510146251	0.548054726458094	0.782084936071792	-1	2	2	4	6	8	11	14	0	1	1	3	3	5	6	0	1	1	1	1	2	1	1	1
25500	-39.745410647341956	-38.360949266465646	-1.384461380876307	0.000053317834983	0.000039865405173	0.747693622330568	0.511698589456743	1	2	3	5	7	7	12	14	0	1	1	3	3	4	6	0	1	1	1	1	1	1	2	1
26000	-41.525291400331433	-40.107884825053546	-1.417406575277888	0.000058724796950	0.000050949369530	0.867595499287961	0.809702295132987	0	2	2	4	7	8	10	15	0	1	1	2	4	3	6	0	1	1	1	1	1	3	1	1
26500	-40.893864968831259	-39.349653311026323	-1.544211657804937	0.000033670213475	0.000040899654245	1.214713244241613	0.802061655159300	0	2	3	5	6	9	11	13	0	1	1	3	3	5	6	0	1	1	2	1	1	2	1	1
27000	-42.549420137452138	-41.083250284993554	-1.466169852458582	0.000062297667691	0.000063002004796	1.011305994776025	0.547326420672803	0	2	3	4	7	8	12	15	0	1	1	1	4	5	6	0	1	1	2	2	2	1	1	1
27500	-36.519111808416483	-34.750841995872939	-1.768269812543545	0.000051945069810	0.000091475160395	1.760997929730232	0.960613595431854	-1	2	1	3	6	8	10	14	0	3	1	3	4	5	6	0	1	1	1	1	1	1	1	1
28000	-42.970067850343440	-40.841961481653783	-2.128106368689658	0.000020946321454	0.000056144249357	2.680387078009273	0.481372053626048	0	3	2	4	7	9	11	15	0	1	1	3	3	5	6	0	1	2	1	1	3	2	1	1
28500	-48.592982139628425	-46.625904878866578	-1.967077260761845	0.000025141462353	0.000056737343845	2.256724093790366	0.625965424761869	-1	2	2	4	8	8	9	14	0	1	1	3	4	4	6	0	1	1	2	2	1	2	1	1
29000	-45.088297096162329	-43.042103258645241	-2.046193837517090	0.000022024689660	0.000054224772014	2.461999367611192	0.799648839674362	0	2	2	4	6	9	11	15	0	1	1	3	4	4	4	0	1	1	1	2	1	2	2	1
29500	-37.797694472610075	-36.383155008355253	-1.414539464254822	0.000053175062420	0.000020113920703	0.378258525473448	0.696560850832218	0	2	2	5	7	7	11	13	0	1	1	3	4	3	6	0	1	1	1	1	1	2	2	1
30000	-36.959691654475030	-35.579645283608158	-1.380046370866870	0.000042702222283	0.000031087041216	0.727995864251574	0.924957760100313	0	3	2	4	8	6	10	15	0	1	1	3	6	4	6	0	1	1	1	1	1	1	1	1
30500	-48.698769802941520	-46.799822390840575	-1.898947412100943	0.000029124902997	0.000060695089502	2.083958511667753	0.527758597205085	-1	2	2	4	8	8	8	14	0	1	1	3	4	3	3	0	1	1	2	1	2	3	3	1
31000	-34.852192940754676	-33.279840695430728	-1.572352245323951	0.000038999483188	0.000050102342749	1.284692479330032	0.931558238938424	0	2	3	5	7	9	11	14	0	1	1	3	4	4	6	0	1	1	1	1	1	2	1	1
31500	-50.417938866792390	-49.056144123070084	-1.361794743722307	0.000120612186336	0.000072597347817	0.601907236922300	0.607593660393461	0	2	2	4	6	6	8	15	0	1	1	3	4	4	4	0	1	1	1	2	1	1	2	1
32000	-38.767871692488242	-37.391537377272108	-1.376334315216132	0.000085718264730	0.000039191695695	0.457215225001711	0.927552061774539	0	2	3	5	7	8	10	13	0	1	1	3	4	5	6	0	1	1	1	1	1	1	2	1
32500	-40.015435211547569	-38.654530425626540	-1.360904785921029	0.000036991686615	0.000020761915351	0.561258954410683	0.863761782449758	1	3	3	4	6	7	10	14	0	1	1	3	3	5	6	0	1	1	1	1	1	1	2	1
33000	-47.805446963381627	-45.929112368919803	-1.876334594461827	0.000034015709204	0.000068961796011	2.027351409815985	0.539706248917616	0	3	2	5	7	7	10	15	0	3	1	2	4	4	6	0	1	1	1	1	1	2	2	1
33500	-33.306710664344962	-31.903924564934961	-1.402786099410000	0.000029563269688	0.000024194340365	0.818391897109582	0.974124650726821	0	2	2	5	8	8	10	14	0	1	1	3	4	4	6	0	1	1	1	1	1	1	1	1
34000	-43.928159991535445	-42.461288848640663	-1.466871142894780	0.000148236272904	0.000047496602907	0.320411475388665	0.474492131053516	1	2	3	4	8	8	10	14	0	1	1	3	4	3	4	0	1	1	1	1	2	2	2	1
34500	-39.805770303576139	-38.444227666259650	-1.361542637316486	0.000053633272534	0.000029152704550	0.543556325621629	0.899293660247065	-1	1	1	4	7	8	11	13	0	1	1	3	4	4	6	0	1	1	1	1	1	1	2	1
35000	-39.046149170892122	-37.418658388170385	-1.627490782721739	0.000046271264463	0.000065685514416	1.419574657807552	0.950070808410083	1	2	2	5	7	8	10	14	0	1	1	3	4	3	6	0	1	1	1	1	1	2	1	1
35500	-39.110134858528816	-37.125432196628566	-1.984702661900253	0.000016521507768	0.000038032544039	2.302002006844743	0.865618996166795	-1	1	2	5	7	8	10	14	0	1	1	3	4	4	6	0	1	1	2	1	1	1	1	1
36000	-45.737462825409871	-43.858769341003665	-1.878693484406204	0.000012583545468	0.000025585374650	2.033240529466445	0.875109873147693	1	3	2	4	5	7	9	15	0	1	1	3	4	1	6	0	1	1	1	1	1	2	1	1
36500	-35.064861213834199	-33.691316425302141	-1.373544788532058	0.000041191123373	0.000028646738990	0.695459036903003	0.753673992694425	0	2	2	5	7	8	10	15	0	1	1	3	4	5	6	0	1	1	1	2	1	1	1	1
37000	-34.541673344227739	-33.159988029744127	-1.381685314483612	0.000036780329699	0.000016235272486	0.441411825798607	0.999535493740248	0	2	3	5	8	8	11	15	0	1	1	3	4	4	6	0	1	1	1	1	1	1	1	1
37500	-43.362458331498864	-41.871708072378489	-1.490750259120378	0.000072407446578	0.000078021619706	1.077535852919550	0.774831659628972	0	2	3	4	7	8	9	14	0	1	1	2	4	4	6	0	1	1	1	1	2	2	1	1
38000	-40.329581749816548	-38.328506524294596	-2.001075225521949	0.000022083708365	0.000051770595356	2.344289034291083	0.914814934132699	0	2	1	4	8	7	11	14	0	1	1	3	4	4	6	0	1	1	1	1	2	1	1	1
38500	-42.058371061736992	-40.676360157055484	-1.382010904681508	0.000058929630469	0.000025960648694	0.440536424331503	0.520346480025550	1	2	2	4	7	9	11	15	0	1	1	3	3	4	6	0	1	1	1	2	2	2	1	1
39000	-39.806972105259291	-38.402419391737780	-1.404552713521509	0.000038817465113	0.000032008488319	0.824589865067219	0.415066654941481	0	2	2	4	8	8	10	15	0	1	1	3	4	3	5	0	1	1	1	1	2	4	1	1
39500	-39.661053878093995	-37.925847376726118	-1.735206501367873	0.000024087642630	0.000040480783555	1.680562277376132	0.702919810802962	-1	1	2	4	7	8	10	14	0	1	1	3	4	4	6	0	1	1	2	1	1	1	1	1
40000	-41.628868554013692	-39.891362758275889	-1.737505795737803	0.000095667293515	0.000018419900338	0.192541250629753	0.746088854165838	1	3	3	5	8	7	11	14	0	1	1	3	4	3	4	0	1	1	1	1	2	2	2	1
40500	-41.439283475895074	-39.969155813353979	-1.470127662541095	0.000029329285704	0.000029979331461	1.022163709088812	0.719168715366249	0	2	2	4	7	9	8	14	0	1	1	3	4	4	4	0	1	1	1	1	1	3	1	1
41000	-41.040621171503496	-38.913464645867961	-2.127156525635535	0.000019917388900	0.000053335152161	2.677818484637159	0.414503320934706	0	2	2	4	7	7	11	15	0	1	1	3	4	3	4	0	1	1	1	1	2	2	4	1
41500	-35.411955919346326	-33.934768220667571	-1.477187698678756	0.000064016549537	0.000066662564188	1.041333290691281	0.888072960455823	0	2	2	4	7	9	11	14	0	1	1	3	4	5	6	0	1	1	1	2	1	1	1	1
42000	-37.510839402812294	-36.141510643188205	-1.369328759624093	0.000085731291601	0.000041503165750	0.484107552501999	0.927216883542592	0	2	2	5	8	9	11	13	0	1	1	3	4	4	6	0	1	1	1	1	1	2	1	1
42500	-34.807257913333032	-33.327806382445871	-1.479451530887165	0.000043089118957	0.000045132842488	1.047430153613520	0.871043012818671	1	2	3	5	7	8	12	14	0	1	1	3	4	4	6	0	1	1	1	1	1	1	2	1
43000	-37.860005289767031	-36.452015013696318	-1.407990276070712	0.000052603656475	0.000020417624542	0.388140785449840	0.799495690637595	0	1	2	3	6	8	11	14	0	1	1	3	3	5	6	0	1	1	1	1	2	1	1	1
43500	-45.050044780979007	-41.830948096102041	-3.219096684876968	0.000007995613747	0.000050712926264	6.342593310243629	0.763176209636597	0	2	2	4	7	9	11	14	0	1	1	3	4	1	6	0	1	1	1	1	1	5	1	1
44000	-40.127261169428088	-38.681543792014899	-1.445717377413186	0.000023000852820	0.000021934738724	0.953648931878136	0.859583206225594	0	2	2	5	8	7	12	14	0	1	1	3	4	4	6	0	1	1	1	2	1	1	1	1
44500	-47.279480034579720	-45.892561733556249	-1.386918301023474	0.000074023412456	0.000031701543073	0.428263734697693	0.537011114429455	0	2	2	3	7	5	11	14	0	1	1	3	6	4	4	0	1	1	2	1	1	2	3	1
45000	-36.311813781453679	-34.870988800087737	-1.440824981365940	0.000048727208446	0.000045773960034	0.939392210098712	0.963824446440714	0	2	2	5	8	8	12	14	0	1	1	3	4	4	6	0	1	1	1	1	1	1	2	1
45500	-40.962847669539052	-39.522881571723389	-1.439966097815663	0.000052202877667	0.000048907171843	0.936867353449654	0.731761406011487	-1	3	2	4	7	8	11	13	0	3	1	3	4	4	6	0	1	1	1	1	2	2	2	1
46000	-35.208587884686459	-33.822116853756086	-1.386471030930373	0.000061714766836	0.000046669041241	0.756205421060323	0.802601270497167	0	2	2	5	7	9	12	15	0	1	1	3	4	5	6	0	1	1	1	1	1	1	2	1
46500	-38.182622963269381	-36.713562219543313	-1.469060743726071	0.000066129963710	0.000067402635871	1.019245015254782	0.583689791954217	0	2	2	4	7	8	11	14	0	1	1	3	4	4	3	0	1	1	1	1	2	2	5	1
47000	-38.199573902144543	-36.499885070287249	-1.699688831857296	0.000033637813089	0.000006849042582	0.203611410883748	0.666617739265262	0	2	2	4	7	9	11	14	0	1	1	3	3	3	6	0	1	1	1	1	2	3	1	1
47500	-46.538169336251997	-45.156887900785030	-1.381281435466966	0.000173413418617	0.000127226796136	0.733661772832812	0.925888252441082	0	3	2	4	7	8	11	14	0	1	1	1	3	5	6	0	1	1	1	2	1	1	2	1
48000	-39.970426574005032	-38.513829910926226	-1.456596663078809	0.000025127883137	0.000024742654695	0.984669283895766	0.870314285532021	0	3	3	4	7	7	9	14	0	1	1	3	3	4	6	0	1	1	1	1	2	1	1	1
48500	-38.956720248071306	-37.595883789948836	-1.360836458122467	0.000142413939842	0.000081445561993	0.571893187444771	0.846750304532715	0	3	2	5	7	8	12	14	0	1	1	3	4	4	6	0	1	1	1	1	1	1	2	1
49000	-48.605248298498495	-46.997706802089020	-1.607541496409476	0.000023191622678	0.000031795931369	1.371009342904990	0.475680614323763	-2	1	2	4	7	8	9	13	0	1	1	3	4	3	4	0	1	2	2	1	1	2	2	1
49500	-39.179896979264839	-37.501133999393730	-1.678762979871113	0.000026603444885	0.000041071008993	1.543822958673474	0.807410368281954	0	3	2	4	7	8	11	15	0	1	1	3	4	3	6	0	1	2	1	1	1	2	1	1
50000	-33.280315279299131	-31.799717878857493	-1.480597400441641	0.000053100497487	0.000055782468260	1.050507450960639	0.902234261965989	0	2	2	4	7	8	11	14	0	1	1	3	4	5	6	0	1	1	1	1	1	1	2	1
50500	-35.500928981051189	-34.130940877209689	-1.369988103841501	0.000057289259875	0.000038658460294	0.674794200144718	0.956176075456734	0	1	2	4	6	8	12	13	0	1	1	3	4	5	6	0	1	1	1	1	1	1	1	1
51000	-38.993810666678058	-37.585954447053183	-1.407856219624876	0.000055306524819	0.000046234765791	0.835973078083500	0.799703514413158	1	3	2	5	6	8	12	14	0	1	1	3	3	4	6	0	1	1	1	1	2	1	2	1
51500	-47.574914494524954	-44.821484910774942	-2.753429583750015	0.000022249220386	0.000102096649216	4.588774233134352	0.324021066806488	-1	2	3	5	8	7	11	14	0	1	1	3	4	4	5	0	1	1	2	1	2	1	2	1
52000	-41.731417510987583	-40.151904552896724	-1.579512958090856	0.000037832555577	0.000049271047085	1.302345198049097	0.539490814796011	0	2	3	4	7	7	11	14	0	1	1	1	3	4	6	0	1	1	2	2	2	2	2	1
52500	-40.407177504541366	-38.891886396260354	-1.515291108281009	0.000046060951720	0.000052573937548	1.141399289074518	0.680868238751199	1	2	2	4	8	6	8	13	0	1	1	3	6	4	6	0	1	1	1	1	1	1	1	1
53000	-39.268845531871733	-37.903615123175420	-1.365230408696313	0.000036479716908	0.000023370965619	0.640656441438020	0.841864208250564	0	2	2	4	7	7	11	13	0	1	1	3	4	3	5	0	1	1	1	1	2	2	2	1
53500	-33.732933069768187	-32.318725605274338	-1.414207464493847	0.000054064481906	0.000046343758771	0.857194171418732	0.769048683313834	0	2	2	4	6	8	11	14	0	1	1	3	4	4	6	0	1	1	1	1	1	2	1	1
54000	-41.696243832046221	-40.166753875257001	-1.529489956789222	0.000055676759719	0.000065565454084	1.177609013439369	0.631843476658253	1	2	2	4	7	7	12	14	0	1	1	3	4	3	6	0	1	1	1	1	2	2	3	1
54500	-43.627407489100207	-42.266575398949499	-1.360832090150708	0.000079311850289	0.000045184535381	0.569707240678711	0.844299127900066	0	1	2	4	8	8	11	13	0	1	1	3	4	3	4	0	1	1	1	1	2	3	2	1
55000	-39.193257946469977	-37.766564360200150	-1.426693586269827	0.000032325599141	0.000028992299418	0.896883590354106	0.669125024032490	0	3	3	4	7	8	11	14	0	1	1	3	4	5	6	0	1	1	2	1	1	1	1	1
55500	-41.617765842685031	-39.665408559859330	-1.952357282825699	0.000063443538102	0.000009281738285	0.146299190785322	0.747243080618769	0	2	1	4	8	8	11	15	0	1	1	3	4	4	6	0	1	1	1	2	2	2	1	1
56000	-37.901699365493471	-36.344352833339698	-1.557346532153775	0.000033678108414	0.000042013804067	1.247510802880980	0.753368140395733	0	2	2	4	7	8	9	14	0	1	1	3	4	4	4	0	1	1	1	1	2	2	2	1
56500	-41.918942663364483	-40.513451209194848	-1.405491454169638	0.000025272030401	0.000020921477801	0.827851085507142	0.852964767535471	0	2	1	5	7	8	9	14	0	1	1	3	4	4	6	0	1	2	1	2	1	1	1	1
57000	-38.044192238322061	-36.676179019155441	-1.368013219166622	0.000067367303140	0.000044587927593	0.661863033173580	0.991507772363949	1	2	3	4	6	7	11	15	0	1	1	3	4	3	6	0	1	1	1	1	1	1	1	1
57500	-38.740027172447057	-37.379158717806781	-1.360868454640274	0.000058380611912	0.000032911523690	0.563740642867037	0.670924695047602	0	2	2	3	7	9	11	14	0	1	1	3	3	4	6	0	1	1	1	1	3	2	1	1
58000	-46.524882536703878	-42.787544845526604	-3.737337691177271	0.000012543681336	0.000109059356285	8.694365981417262	0.578591391026849	0	3	2	5	7	8	11	14	0	1	1	3	4	3	5	0	1	1	1	2	1	2	1	1
58500	-39.112424098677138	-37.661791462292349	-1.450632636384790	0.000067214374962	0.000022547969274	0.335463497003369	0.684334084440142	0	2	2	5	6	8	10	14	0	1	1	3	3	3	6	0	1	1	1	1	2	2	1	1
59000	-40.693933448479775	-38.566423759445087	-2.127509689034689	0.000018728580591	0.000050169623836	2.678773417627014	0.653222773914790	1	3	3	4	7	8	12	14	0	1	1	1	3	5	6	0	1	1	1	2	2	1	2	1
59500	-40.072170941065522	-38.707172506304751	-1.364998434760773	0.000048486073735	0.000030965731281	0.638652068420376	0.578938207198228	0	2	2	4	7	7	12	14	0	1	1	3	3	4	6	0	1	1	1	1	2	1	4	1
60000	-38.833318892991990	-37.460653774099733	-1.372665118892259	0.000042725809505	0.000029506200445	0.690594298554433	0.940915735733399	0	2	2	4	6	6	11	14	0	1	1	3	4	3	6	0	1	1	1	1	1	2	2	1
60500	-37.118774865558095	-35.750714387262633	-1.368060478295462	0.000116749430628	0.000077310168833	0.662188829675431	0.618921280374934	0	3	2	4	7	8	10	14	0	1	1	3	4	5	6	0	1	1	1	1	1	1	1	1
61000	-47.853140601100613	-46.266419264615315	-1.586721336485295	0.000041648194107	0.000054978318019	1.320064871887802	0.442136117025649	-1	3	3	5	7	9	11	14	0	1	1	1	3	3	6	0	1	3	2	3	2	2	1	1
