step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
12000	-59.526332168461551	-66.381820119420922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.992927969802220	0	3	2	3	5	5	9	11	8	11	10	11	15	17	19	23	0	3	1	3	2	3	9	11	6	11	9	7	8	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-77.418257033602103	-84.273744984561475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.897392617668022	0	2	3	2	5	5	10	12	8	12	10	12	13	16	18	22	0	1	1	1	2	4	9	9	6	11	9	7	11	12	14	0	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1
13000	-65.825385929166615	-72.680873880125986	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786479630253284	-1	2	1	2	6	6	9	10	8	11	11	12	15	17	19	22	0	3	1	3	1	2	9	7	5	8	8	7	12	13	14	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
13500	-82.491573574926974	-89.347061525886346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559202082903015	-1	4	1	2	5	5	9	11	8	11	12	12	13	16	20	23	0	3	1	1	2	3	2	7	4	9	8	8	12	12	9	0	1	1	1	1	1	1	2	1	3	1	1	1	1	2	7	1
14000	-74.749868201712346	-81.605356152671717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580256233316532	-1	2	1	2	5	4	10	11	8	11	9	12	14	16	19	20	0	3	1	3	6	3	9	11	6	11	9	7	12	12	12	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	1
14500	-58.789681722808979	-65.645169673768351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.889394797430723	-2	3	1	3	6	4	10	11	8	11	10	12	14	16	18	22	0	3	1	3	6	3	9	11	5	11	9	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
15000	-67.934675750321290	-74.790163701280662	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771327165465480	0	3	1	2	4	5	9	10	8	12	11	12	15	17	19	22	0	3	1	1	3	2	9	7	6	9	8	7	12	13	14	0	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1
15500	-77.032510966584454	-83.887998917543825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756512709667867	0	3	2	2	5	5	10	10	8	12	12	11	13	16	20	23	0	1	1	1	1	2	6	9	6	7	7	7	11	12	13	0	1	1	1	1	2	1	2	1	2	1	1	1	1	2	4	1
16000	-74.521508950337378	-81.376996901296749	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730391264834604	0	1	2	3	6	4	9	11	7	10	12	11	13	16	19	22	0	1	2	1	3	1	9	7	6	7	8	7	12	13	14	0	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1
16500	-68.091776385201740	-74.947264336161112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660388254997545	0	4	2	2	4	5	10	9	7	12	11	12	15	14	19	22	0	3	1	1	3	2	9	9	6	8	8	7	12	12	14	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1
17000	-85.761713899088662	-92.617201850048033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635272977509501	-1	0	2	2	6	6	9	9	8	12	12	12	15	17	19	22	0	1	1	1	3	1	9	9	5	8	9	7	9	12	13	0	1	1	1	2	2	4	1	1	1	1	1	2	4	2	2	1
17500	-80.820661805221420	-87.676149756180791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603513362130739	0	4	2	3	5	6	9	9	7	11	11	11	14	17	20	23	0	1	1	3	3	2	2	9	2	7	8	9	12	11	13	0	1	2	1	1	2	1	3	1	1	1	2	2	2	3	3	1
18000	-75.698605139339122	-82.554093090298494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760994219595240	-1	3	2	2	5	4	10	11	7	11	11	12	14	15	19	23	0	3	1	1	2	3	9	7	5	9	9	11	12	8	14	0	1	1	1	2	1	1	1	1	1	1	2	1	2	3	2	1
18500	-69.445375036704803	-76.300862987664175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.890400704515221	-1	3	1	3	6	4	9	10	8	12	11	12	13	15	17	23	0	3	1	3	2	3	9	7	6	11	8	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
19000	-61.772884698354744	-68.628372649314116	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911276425286596	-1	3	2	3	6	4	9	10	8	10	12	12	15	17	19	22	0	3	1	3	6	2	9	9	6	9	8	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-58.851716278773083	-65.707204229732454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.914496685546921	0	3	1	2	5	6	10	10	8	11	12	12	14	16	19	22	0	1	1	1	2	5	9	9	6	8	8	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
20000	-71.087567256233584	-77.943055207192955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837375601277010	0	4	3	2	5	5	9	11	7	12	10	13	15	16	20	22	0	1	1	1	2	3	9	11	5	8	7	8	12	8	14	0	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1
20500	-62.387842372664906	-69.243330323624278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951402739079739	-1	3	1	2	5	6	9	11	8	11	9	11	14	16	20	22	0	3	1	1	2	2	9	11	6	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
21000	-99.072098231688898	-105.927586182648270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629057719802454	-3	0	3	2	6	6	8	11	7	12	9	13	15	17	19	23	0	1	2	2	3	3	9	11	3	9	9	7	12	12	14	0	1	2	1	2	2	1	1	1	2	2	2	3	2	3	1	1
21500	-65.578355683679604	-72.433843634638976	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829773219332747	-1	4	2	2	4	5	10	9	8	11	11	12	15	17	19	23	0	3	1	1	3	5	9	9	6	8	8	9	12	13	14	0	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
22000	-68.681919543825799	-75.537407494785171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714370532195089	0	4	2	2	5	6	10	11	8	9	11	12	15	15	18	22	0	3	1	1	1	2	9	9	6	9	9	7	12	12	14	0	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1
22500	-86.186053201144816	-93.041541152104188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724478035258119	-1	4	2	3	5	3	9	10	7	11	10	12	15	16	20	22	0	1	1	3	3	1	9	3	5	9	7	11	12	13	14	0	1	3	2	1	1	2	1	3	2	2	1	1	2	1	1	1
23000	-68.511144901394729	-75.366632852354101	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.884798575081283	-1	3	1	3	6	5	10	10	7	11	11	12	13	16	18	22	0	3	1	1	2	2	9	9	2	8	8	8	12	12	14	0	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1
23500	-64.529574403087253	-71.385062354046624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797067062806403	0	4	2	1	5	4	9	10	8	12	11	12	14	16	19	22	0	3	1	1	1	3	9	9	6	11	8	7	12	13	13	0	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1
24000	-63.202903257830471	-70.058391208789843	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941860545633868	0	3	2	3	6	4	10	11	8	11	10	12	14	16	19	22	0	1	1	3	2	2	9	11	5	11	9	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
24500	-82.818241935311079	-89.673729886270451	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653167193945776	0	2	3	2	5	5	9	11	8	12	10	12	15	17	17	23	0	1	2	1	2	1	9	5	6	8	9	7	11	8	13	0	1	1	1	1	2	3	1	3	2	1	1	2	1	3	1	1
25000	-71.143945182617500	-77.999433133576872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.970714408562795	0	3	1	3	5	6	9	12	8	11	11	13	14	16	19	21	0	3	1	1	2	2	9	11	2	9	7	9	12	13	14	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
25500	-66.551358671748801	-73.406846622708173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.895790012968211	0	3	2	2	5	5	10	10	8	12	11	12	15	16	19	23	0	3	1	1	2	2	9	9	6	8	8	7	12	12	13	0	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1
26000	-82.150605322966953	-89.006093273926325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604995509363777	-1	4	2	2	5	4	10	12	7	10	11	10	13	17	19	23	0	3	1	1	2	1	9	11	5	9	9	9	12	7	14	0	1	1	1	1	1	2	2	1	1	2	2	2	2	3	1	1
26500	-60.017297629050887	-66.872785580010259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942268120212081	-1	1	3	1	4	6	10	11	8	11	10	12	14	16	19	22	0	1	1	1	3	5	9	11	6	11	9	7	12	13	14	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-66.543851848184772	-73.399339799144144	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.859940466190562	0	3	2	3	4	5	10	12	8	11	11	13	15	17	19	23	0	3	1	1	2	2	9	11	6	9	9	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
27500	-76.611602786478471	-83.467090737437843	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643624450102122	-1	3	2	2	4	5	10	9	8	10	11	11	14	16	18	20	0	3	1	1	3	2	9	9	5	8	9	7	12	7	13	0	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1
28000	-72.534961153862241	-79.390449104821613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672398167421950	-1	3	2	2	4	5	10	12	9	11	11	12	14	16	17	22	0	1	1	1	3	5	9	9	2	9	9	11	12	13	14	0	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1
28500	-63.963676587407832	-70.819164538367204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965789671487503	-1	2	3	2	5	6	9	11	7	11	9	11	13	16	19	23	0	1	2	1	3	5	9	11	5	11	9	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
29000	-73.511201400734777	-80.366689351694149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819265373238611	0	3	2	3	5	5	7	12	9	9	10	13	15	16	18	21	0	1	1	3	1	2	6	11	7	7	7	9	12	12	13	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1
29500	-64.606855379767779	-71.462343330727151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782744459739196	-1	3	1	3	5	6	9	10	7	11	11	12	14	16	20	22	0	3	1	1	2	5	9	7	2	8	8	7	12	13	14	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
30000	-76.121724391253039	-82.977212342212411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709202606084769	-1	3	2	1	3	6	10	12	8	12	11	12	14	17	19	22	0	3	4	1	3	2	9	11	6	9	9	9	9	13	14	0	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1
30500	-72.058600145478223	-78.914088096437595	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888846569734695	-1	2	1	3	4	5	9	11	8	12	10	12	15	17	19	21	0	1	1	3	2	5	9	11	6	11	7	7	12	12	12	0	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1
31000	-68.076358166663027	-74.931846117622399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716078159875331	0	3	1	2	5	5	9	11	7	12	12	12	15	16	18	23	0	3	1	1	2	2	9	9	6	8	9	7	12	11	13	0	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1
31500	-75.917203195773027	-82.772691146732399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561805467511730	0	3	2	3	5	4	8	10	7	12	11	12	14	17	20	23	0	3	1	1	4	3	9	7	3	8	8	7	12	13	14	0	1	1	1	2	1	1	1	2	2	1	1	2	1	2	2	1
32000	-60.328539633336305	-67.184027584295677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978887913957571	0	3	2	3	6	4	8	9	7	11	11	12	14	17	20	22	0	1	1	3	6	2	9	9	5	8	8	11	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-68.813409879477490	-75.668897830436862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718266824947459	0	3	2	1	5	5	9	12	8	11	11	12	15	16	20	22	0	1	1	1	3	3	9	11	5	9	7	7	12	12	14	0	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1
33000	-62.057940472604528	-68.913428423563900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744047048738278	0	4	3	2	5	5	9	10	7	11	10	12	14	16	17	22	0	3	1	1	3	3	9	9	6	8	9	11	12	13	14	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
33500	-67.051427473251465	-73.906915424210837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900196840044322	-1	4	2	2	5	6	9	11	7	12	9	13	14	16	19	23	0	3	1	1	2	2	9	11	5	8	9	7	12	13	12	0	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1
34000	-75.668436858606697	-82.523924809566068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674029203646241	0	3	3	2	5	6	9	11	7	10	12	12	15	17	19	21	0	4	1	1	3	3	6	7	4	7	8	7	12	12	14	0	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1
34500	-62.527619904529416	-69.383107855488788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848579684375145	-1	3	1	3	5	5	7	12	8	12	10	12	14	17	19	22	0	3	1	3	3	2	5	11	7	11	9	9	12	12	14	0	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1
35000	-71.128577900967827	-77.984065851927198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745608840173772	0	2	3	2	5	4	8	11	7	10	12	12	14	16	20	22	0	1	2	1	6	3	9	9	5	9	8	8	12	12	13	0	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1
35500	-55.446975207321209	-62.302463158280581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.870339687143157	0	3	2	2	5	5	9	11	8	12	11	12	14	16	18	23	0	3	1	1	2	2	9	9	5	8	9	8	12	13	14	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
36000	-67.562669180237151	-74.418157131196523	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.815846758020994	-1	3	3	1	5	5	10	10	8	12	11	12	14	16	19	22	0	1	1	1	3	1	9	9	6	8	8	7	12	12	14	0	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1
36500	-62.562856959096493	-69.418344910055865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.867950685353410	-1	3	1	2	5	6	9	12	7	11	11	11	14	16	18	22	0	3	1	1	2	2	9	7	5	9	7	7	12	13	14	0	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1
37000	-67.007027062336221	-73.862515013295592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.853399789655565	0	3	2	2	4	6	10	11	8	12	10	12	14	15	17	23	0	3	1	1	2	2	9	11	6	11	9	9	12	8	13	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
37500	-71.965497585988601	-78.820985536947973	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718026955126319	0	4	2	3	4	3	9	12	8	10	11	12	14	16	18	21	0	1	1	3	3	3	9	9	6	9	9	9	12	13	14	0	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1
38000	-66.560287443528651	-73.415775394488023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.925668975333454	0	2	2	2	4	5	9	12	7	12	11	12	14	17	19	22	0	1	1	1	2	5	9	11	3	11	7	9	12	12	14	0	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1
38500	-82.446547538288243	-89.302035489247615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532411381573601	-1	4	3	2	5	5	9	12	6	11	10	10	15	16	20	22	0	4	1	1	1	3	9	11	5	5	7	7	12	12	14	0	1	1	2	2	3	1	2	1	1	3	1	1	2	3	1	1
39000	-63.088778418760796	-69.944266369720168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.883461454594360	-1	3	1	2	5	5	10	10	7	11	12	12	14	16	18	22	0	1	1	3	2	3	9	9	5	8	8	7	12	13	14	0	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
39500	-55.402993672158658	-62.258481623118030	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.938865560307520	0	2	2	2	4	5	9	12	8	12	11	12	14	16	19	22	0	1	1	1	2	2	9	11	6	11	7	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-66.901062666492606	-73.756550617451978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762948227349167	0	3	2	3	4	5	9	10	8	11	11	12	14	16	19	21	0	1	1	3	2	2	9	9	5	8	8	7	12	12	14	0	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1
40500	-73.821769957674832	-80.677257908634203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675091151204945	0	2	2	3	6	5	9	11	8	12	12	12	14	16	20	23	0	1	1	1	1	1	9	7	5	5	8	7	12	12	13	0	1	1	1	1	3	2	1	1	1	3	1	1	2	2	2	1
41000	-71.081157978423661	-77.936645929383033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797708770011160	-1	3	2	1	5	6	9	11	8	10	10	12	15	16	19	21	0	3	4	1	3	3	9	11	6	9	9	7	12	12	14	0	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1
41500	-73.522705960132768	-80.378193911092140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.879604007668008	0	3	2	2	6	5	9	10	7	12	10	12	12	17	19	22	0	1	1	1	3	2	9	7	6	8	9	11	7	13	14	0	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1
