step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
7000	-86.223760348200187	-93.079248299159559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522771311156641	-1	2	3	3	5	3	6	7	5	7	9	10	13	15	17	19	0	1	2	2	3	0	6	9	3	3	10	4	4	12	14	14	1	2	1	1	1	1	2	1	1	2	1	2	5	3	1	2
7500	-83.944666265439878	-90.800154216399250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627510531456530	0	2	3	2	4	3	6	7	7	7	11	10	11	15	18	21	0	1	2	1	3	0	6	5	5	5	9	4	12	12	14	14	1	1	1	1	1	1	1	2	2	2	2	3	1	3	2	3
8000	-99.890993929054588	-106.746481880013960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.431481923345264	0	2	4	2	4	4	6	6	6	8	11	11	12	16	18	19	0	1	2	1	4	0	6	5	5	5	2	1	2	12	13	14	1	1	2	1	2	1	1	1	1	2	5	6	5	3	3	1
8500	-104.027330875828540	-110.882818826787911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470341979601837	0	2	4	2	6	3	6	6	5	7	8	11	11	12	18	20	0	1	2	1	3	0	6	3	4	9	9	3	2	2	14	14	1	1	1	1	1	1	2	1	1	2	1	3	4	5	3	3
9000	-96.699867524543450	-103.555355475502822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712102162542943	-1	3	3	2	4	2	4	6	7	7	10	10	13	13	18	20	0	4	4	1	3	0	6	5	3	3	9	2	12	4	14	14	1	1	1	2	1	1	1	1	2	1	2	2	1	5	3	4
9500	-81.747307747453618	-88.602795698412990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709237741749665	0	2	2	2	6	3	6	7	5	8	11	11	12	16	18	21	0	1	1	1	3	0	6	9	3	5	5	5	12	12	14	14	1	1	1	1	1	1	2	1	2	1	2	3	1	2	1	2
10000	-95.955384117633898	-102.810872068593270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520881901367124	0	2	4	3	5	3	7	6	6	8	10	11	12	15	15	20	0	1	4	1	3	0	6	4	5	5	9	11	4	11	12	14	1	1	1	2	1	1	2	2	1	1	2	1	4	4	2	3
10500	-84.620697436207308	-91.476185387166680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868997530734286	0	2	4	2	6	2	6	5	6	8	10	10	11	15	17	19	0	1	4	1	3	0	6	3	3	5	10	4	12	12	14	14	1	1	1	1	2	1	2	1	1	1	1	3	1	2	2	2
11000	-88.286691862718001	-95.142179813677373	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534106103576190	-1	2	3	2	5	4	7	6	7	8	10	11	13	15	17	20	0	1	4	1	3	0	6	3	3	5	3	4	12	12	12	12	1	2	1	1	1	1	2	2	2	2	4	4	1	3	3	6
11500	-85.145061336797809	-92.000549287757181	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662075001359797	-1	2	4	1	5	4	6	7	7	8	9	11	13	15	17	19	0	1	4	1	3	0	6	5	5	5	9	11	12	12	12	14	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2
12000	-87.600996452078292	-94.456484403037663	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575997079608810	0	2	4	2	3	4	6	6	6	6	9	11	13	15	18	21	0	1	2	1	1	0	6	5	5	5	9	2	12	12	12	14	1	1	1	1	1	1	1	2	2	1	2	5	1	1	3	3
12500	-74.718689154367155	-81.574177105326527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785296022094234	-1	1	3	3	6	3	6	7	5	7	9	11	13	15	17	20	0	1	2	2	9	0	6	9	3	9	10	4	12	12	14	14	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3
13000	-82.631220868040330	-89.486708818999702	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817501574571965	0	2	3	1	5	2	6	6	7	7	9	11	13	15	16	21	0	4	1	1	3	0	6	3	5	3	5	11	12	12	14	14	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	3
13500	-87.259345430467746	-94.114833381427118	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608041800494313	-1	2	3	1	6	3	6	7	6	7	10	11	13	16	16	20	0	4	4	1	3	0	6	5	3	3	3	11	12	12	12	14	1	1	1	1	1	1	1	1	2	2	4	1	1	2	3	3
14000	-93.994442711813647	-100.849930662773019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772248920695061	-1	1	2	3	5	4	6	7	6	7	7	12	11	15	15	21	0	1	2	1	3	0	6	5	5	5	5	1	4	12	12	14	1	1	1	3	1	1	1	1	1	1	1	6	4	2	1	3
14500	-98.373093585949661	-105.228581536909033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590409099653909	-1	2	4	3	5	2	6	7	6	8	9	11	11	15	16	19	0	1	2	2	3	0	6	9	1	3	5	10	10	4	14	14	1	1	1	1	1	1	2	1	4	2	1	2	1	5	1	3
15000	-89.198480450717454	-96.053968401676826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718044374391216	-1	1	2	2	5	4	6	7	4	8	10	12	13	16	17	19	0	1	2	2	9	0	6	3	3	5	9	11	12	11	12	14	1	1	1	1	1	1	1	3	1	1	3	1	1	3	2	1
15500	-93.905737456503729	-100.761225407463101	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696715242187164	-2	1	4	2	6	2	5	7	5	6	8	11	12	14	17	20	0	1	2	2	3	0	6	5	3	1	10	2	12	12	12	14	1	1	1	1	1	1	1	1	1	3	1	5	1	2	3	3
16000	-78.874720449293946	-85.730208400253318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631010659632372	0	2	4	2	6	3	7	7	6	7	9	10	12	15	17	19	0	1	4	1	3	0	6	5	3	3	5	2	12	12	14	14	1	1	1	1	1	1	2	1	2	2	2	4	1	2	1	2
16500	-83.990224301329164	-90.845712252288536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553836749621729	-1	2	3	2	5	3	7	6	6	7	10	11	13	15	17	20	0	1	4	1	3	0	6	3	5	5	5	11	11	12	14	14	1	2	1	2	1	1	2	3	1	1	4	1	2	2	1	2
17000	-87.897310374777931	-94.752798325737302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430385929492422	-1	1	4	3	6	2	6	6	5	8	10	11	13	15	17	18	0	1	2	2	9	0	6	3	3	3	3	4	12	11	14	14	1	1	2	2	1	1	2	1	1	2	3	4	1	3	1	1
17500	-81.756322744920723	-88.611810695880095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687405837629782	-1	2	3	1	5	3	6	7	5	7	10	11	12	16	17	18	0	1	2	1	3	0	6	5	3	9	10	5	12	12	12	14	1	1	1	1	2	1	1	1	2	1	1	4	1	2	2	1
18000	-93.945990378134255	-100.801478329093626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572710293603033	0	3	2	2	4	3	6	5	7	5	11	11	11	16	16	18	0	4	1	1	3	0	6	5	3	5	5	1	9	11	12	14	1	1	1	1	1	1	1	1	3	1	4	4	2	3	2	1
18500	-82.868336917495981	-89.723824868455353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595754283932248	-1	2	3	2	5	3	6	6	6	8	9	11	12	15	17	20	0	1	2	1	3	0	6	3	3	9	3	10	11	12	14	14	1	1	1	1	1	1	2	1	1	1	3	2	2	2	1	3
19000	-88.439133280340727	-95.294621231300098	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529339273851110	-1	2	3	1	5	3	7	7	6	7	10	12	13	15	17	20	0	1	4	1	3	0	6	5	3	3	5	11	12	12	12	14	1	2	2	1	1	1	2	1	1	2	2	1	1	2	3	2
19500	-95.650611934975643	-102.506099885935015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569774808952837	0	3	2	2	5	2	6	7	6	8	10	9	12	15	17	20	0	1	1	1	3	0	6	9	3	3	9	9	4	13	13	14	1	1	1	2	2	1	1	1	3	2	2	2	5	1	2	3
20000	-89.573357260951127	-96.428845211910499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.820358489692791	-2	0	3	2	5	4	6	7	5	7	10	9	11	15	17	20	0	1	2	2	3	0	6	5	3	5	10	10	12	12	14	14	1	1	2	1	2	1	1	1	2	1	2	1	1	3	1	2
20500	-96.133165225141212	-102.988653176100584	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628652895268885	-1	2	4	1	5	3	6	6	6	7	11	8	12	14	17	19	0	1	4	1	3	0	6	3	3	5	10	2	12	12	13	14	1	2	2	1	1	1	2	1	2	1	2	2	4	3	3	3
21000	-82.165974421009309	-89.021462371968681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607986370727083	-1	2	3	1	5	3	7	7	7	5	7	11	13	15	17	19	0	4	4	1	3	0	6	5	5	3	10	2	12	12	12	14	1	1	1	1	1	1	2	1	2	1	1	5	1	2	2	2
21500	-84.008707738897286	-90.864195689856658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647693590896547	0	2	3	1	5	3	6	7	7	6	11	10	12	14	18	19	0	4	4	1	3	0	6	10	5	5	5	4	12	12	14	14	1	1	1	1	1	1	2	1	1	1	3	5	1	2	1	2
22000	-93.933459161451822	-100.788947112411194	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548347529352251	0	2	3	2	5	3	6	6	6	7	10	11	12	16	17	20	0	1	4	1	3	0	6	5	3	4	9	10	10	12	13	15	1	1	1	1	1	1	2	1	1	3	1	2	4	2	2	2
22500	-77.687445460644284	-84.542933411603656	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683397151475553	0	2	3	2	5	3	7	6	6	7	10	11	13	16	17	20	0	1	1	1	3	0	6	3	5	5	10	10	12	12	12	14	1	1	2	1	1	1	2	2	1	1	1	3	1	3	3	2
23000	-86.206051043526543	-93.061538994485915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744164499317651	0	2	2	3	4	4	6	7	6	8	9	11	13	14	17	20	0	1	1	1	3	0	6	3	5	9	10	2	12	12	12	14	1	1	1	2	1	1	2	2	1	1	1	3	2	1	3	2
23500	-98.971164355987696	-105.826652306947068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618529297491726	0	2	3	3	5	2	6	4	7	6	9	10	12	15	17	20	0	1	2	2	3	0	6	3	5	2	9	1	2	12	13	15	1	1	1	1	1	1	2	1	1	3	1	3	5	2	3	1
24000	-92.495455037559253	-99.350942988518625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555051905230565	0	2	3	2	5	3	5	5	7	8	10	9	12	16	16	20	0	1	2	1	3	0	6	3	3	5	9	4	12	12	2	14	1	1	1	1	1	1	1	1	2	2	2	4	1	3	5	1
24500	-83.480776600481960	-90.336264551441332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809110444650317	-1	1	4	2	3	3	6	7	6	5	10	11	13	16	16	20	0	1	4	2	4	0	6	10	3	3	9	4	12	12	12	14	1	1	1	1	1	1	1	1	1	1	1	4	1	2	2	1
25000	-83.854037853397628	-90.709525804357000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621047430410056	-1	2	3	1	4	3	7	7	6	7	9	11	12	15	16	21	0	4	4	1	3	0	6	9	5	5	5	5	12	12	12	14	1	1	1	1	1	1	2	1	1	2	2	3	1	3	2	3
25500	-82.455262604463783	-89.310750555423155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432048993588385	-1	1	3	2	5	2	5	6	6	8	10	10	12	14	16	18	0	1	2	1	3	0	6	5	5	5	9	2	12	12	12	14	1	1	1	2	1	1	1	1	1	1	2	4	1	2	2	2
26000	-92.285133368106159	-99.140621319065531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741347170037886	-1	1	3	3	6	4	6	7	6	8	11	10	13	14	16	20	0	1	2	1	3	0	6	5	3	5	5	4	12	12	12	14	1	1	1	2	2	1	2	1	2	1	2	2	2	1	3	2
26500	-89.518745739305302	-96.374233690264674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567155288947944	-1	2	4	3	5	3	6	7	6	8	9	11	11	16	17	20	0	1	2	1	2	0	6	3	3	9	9	4	4	13	12	14	1	2	1	2	1	1	2	2	1	1	2	3	6	3	3	2
27000	-81.489670767120913	-88.345158718080285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529130573153952	0	2	4	3	6	3	4	6	6	8	10	11	12	15	17	21	0	1	4	2	3	0	6	3	3	3	10	2	12	12	12	14	1	2	1	1	1	1	1	1	1	2	1	4	1	2	2	3
27500	-85.727733826927150	-92.583221777886521	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566275207044313	0	2	2	2	4	3	5	6	6	7	11	11	13	15	17	20	0	1	1	1	3	0	6	3	5	9	9	2	12	4	12	14	1	1	1	1	2	1	1	2	1	1	2	4	1	5	2	2
28000	-85.187582458539524	-92.043070409498895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608974300926921	0	1	3	1	5	2	7	6	6	8	11	10	12	15	17	21	0	1	4	1	3	0	6	3	3	5	10	9	12	12	12	14	1	1	1	1	1	1	2	1	1	1	1	3	1	2	3	3
28500	-83.997395175422767	-90.852883126382139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788517488817252	0	2	4	2	5	4	6	6	6	8	8	11	13	15	17	20	0	1	4	1	2	0	6	5	3	3	9	10	12	12	14	14	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1	2
29000	-87.799880616590514	-94.655368567549885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694775347908405	-1	3	3	2	5	2	6	5	6	7	9	11	13	14	17	18	0	4	1	1	3	0	6	3	5	3	10	1	12	12	12	14	1	1	2	2	1	1	2	2	1	1	1	4	1	1	3	2
29500	-93.510758892673039	-100.366246843632410	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676923533681529	-1	2	3	2	6	3	7	6	7	6	10	11	13	14	18	20	0	1	4	1	3	0	6	3	3	3	9	9	12	9	14	15	1	1	1	2	1	1	2	1	2	1	2	2	1	3	3	2
30000	-80.171070712122514	-87.026558663081886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831892400645239	0	2	4	2	5	3	7	6	7	7	9	11	12	14	18	18	0	1	2	1	3	0	6	5	5	5	9	11	12	12	14	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2
30500	-84.877461757353061	-91.732949708312432	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753347652129199	-1	3	4	1	5	2	4	6	6	7	10	12	13	16	17	18	0	1	4	1	2	0	6	3	5	5	10	11	12	12	12	14	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1
31000	-91.152137113676787	-98.007625064636159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685398577293818	-1	1	3	1	6	3	5	7	6	5	10	11	13	15	16	21	0	1	2	1	3	0	6	3	3	3	10	11	12	12	12	14	1	2	1	1	2	1	1	2	1	1	3	1	1	1	3	3
31500	-85.378821751975323	-92.234309702934695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609671279188272	-1	1	3	3	5	3	5	6	6	8	10	12	10	16	18	18	0	1	1	1	3	0	6	3	4	5	10	13	4	12	14	14	1	1	2	3	1	1	1	2	2	1	1	1	3	2	1	1
32000	-102.075165478820708	-108.930653429780079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.344156941583882	-1	2	2	1	3	4	6	6	6	6	10	10	13	16	17	21	0	1	1	1	3	0	6	3	1	5	5	9	9	13	12	14	1	1	2	1	1	1	2	2	4	2	3	2	4	1	3	1
32500	-87.249641380858904	-94.105129331818276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517190785060494	-1	2	3	3	5	4	6	6	7	8	7	11	12	16	15	20	0	1	2	1	3	0	6	5	3	3	3	11	12	12	12	14	1	2	1	2	1	1	2	1	2	3	2	2	1	2	2	2
33000	-93.590353867406321	-100.445841818365693	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672849459013594	-1	3	4	1	5	3	6	7	7	8	10	12	13	15	17	21	0	4	4	1	3	0	6	3	3	5	9	11	11	12	12	15	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2
33500	-77.316690920770725	-84.172178871730097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650034472311097	-1	1	3	2	5	4	6	7	5	7	11	11	12	15	17	20	0	1	4	1	3	0	6	9	4	3	5	10	12	12	14	14	1	1	1	2	1	1	1	1	1	2	3	2	1	2	1	2
34000	-96.020036101958112	-102.875524052917484	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686386540763438	0	3	3	2	5	3	7	6	7	6	9	10	13	12	17	20	0	1	4	1	3	0	6	5	10	3	9	9	12	12	14	14	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2
34500	-91.640153472932980	-98.495641423892351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844849673760229	0	2	3	2	5	4	6	5	7	6	8	10	13	15	16	19	0	1	1	1	3	0	6	3	5	5	8	11	12	12	12	14	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2
35000	-79.686557106291730	-86.542045057251102	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529261565431103	-1	1	3	2	4	3	6	5	6	7	11	12	13	15	17	20	0	1	2	1	3	0	6	3	5	9	9	1	12	12	12	14	1	1	1	1	1	1	2	1	1	1	2	6	1	2	2	3
35500	-86.638965185134140	-93.494453136093512	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527216221488770	-1	2	3	2	5	3	6	6	6	7	10	12	13	16	16	21	0	1	4	1	3	0	6	5	3	3	5	4	12	12	12	14	1	2	1	2	1	1	2	1	2	2	3	7	1	1	2	3
36000	-84.832725829506344	-91.688213780465716	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647445436155054	-1	1	3	2	6	3	6	6	6	7	10	11	13	14	17	21	0	1	1	2	3	0	6	3	3	3	10	3	12	12	12	14	1	1	2	1	2	1	1	1	2	2	2	4	1	2	2	3
36500	-88.298575270604985	-95.154063221564357	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.419212936824172	-1	3	3	1	5	3	6	7	6	7	11	11	13	16	16	20	0	4	4	1	3	0	6	3	5	5	10	9	12	12	12	14	1	1	1	2	1	1	1	2	1	1	2	5	1	3	2	2
37000	-86.593598869219221	-93.449086820178593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555251024846391	-1	2	3	2	6	4	6	6	5	8	9	10	12	15	17	21	0	1	2	1	9	0	6	3	3	1	3	2	12	12	12	14	1	2	1	1	1	1	1	1	1	4	2	4	1	2	2	3
37500	-86.065448595210114	-92.920936546169486	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823782711666784	0	2	3	2	4	4	6	7	5	7	10	11	13	14	17	21	0	1	1	1	3	0	6	3	3	9	10	10	12	12	12	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3
38000	-92.585797502986097	-99.441285453945468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621564982939932	-1	2	3	1	5	3	6	7	6	6	10	12	13	15	18	17	0	1	1	1	3	0	6	3	5	5	5	2	11	12	14	14	1	2	1	1	1	1	2	2	1	1	2	3	1	2	1	1
38500	-84.743307640319713	-91.598795591279085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665748327001667	-1	1	3	2	4	4	5	6	6	7	10	11	13	15	17	20	0	1	1	1	4	0	6	5	5	9	10	4	12	12	12	14	1	1	2	1	2	1	1	2	1	1	1	4	1	2	4	3
39000	-79.012316474074169	-85.867804425033540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687840496708186	0	2	4	3	6	3	5	5	7	6	11	11	12	15	18	18	0	1	4	2	3	0	6	3	5	3	9	4	12	12	14	14	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1
39500	-94.728857403306648	-101.584345354266020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737765380834015	-1	2	3	2	5	2	6	7	6	7	8	10	13	14	18	17	0	1	4	1	3	0	6	9	5	9	5	11	12	12	12	14	1	1	1	2	1	1	2	1	1	1	2	1	2	3	4	1
40000	-89.269779069337531	-96.125267020296903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461807925907185	-1	2	3	1	5	3	5	7	6	7	10	11	12	14	16	20	0	1	1	1	3	0	6	3	4	5	9	2	12	12	12	15	1	2	2	1	1	1	1	2	3	1	3	4	1	2	2	2
40500	-94.997451564536078	-101.852939515495450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620289161108837	0	2	4	1	2	3	7	7	7	8	10	10	13	15	17	21	0	1	5	1	1	0	6	3	3	5	3	10	2	13	13	14	1	1	1	1	1	1	2	2	1	3	2	1	5	1	1	3
41000	-90.676710338105863	-97.532198289065235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539283095481855	-1	2	3	2	5	4	6	7	7	7	9	12	12	14	17	17	0	1	1	1	3	0	6	3	5	3	9	2	4	12	12	14	1	1	2	2	1	1	1	2	1	3	1	5	4	1	2	3
41500	-86.178674844461256	-93.034162795420627	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749528315215711	-1	2	2	3	4	3	5	7	6	7	10	11	13	15	17	20	0	1	1	1	3	0	6	3	5	5	8	10	12	12	14	14	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	3
