step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
73000	-129.507524083962920	-127.803251584005565	-1.704272499957350	0.000409322899734	0.000082766708137	0.202203952406924	0.735699244612861	3	6	7	9	8	8	10	9	10	11	9	10	9	11	12	12	13	19	25	26	0	1	2	3	2	2	13	5	3	5	5	6	3	6	8	5	16	7	18	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1
73500	-131.879165400236758	-130.136936007187273	-1.742229393049493	0.000188870381598	0.000036119559830	0.191239936748459	0.538470100820963	3	7	7	10	7	8	9	9	9	9	11	10	9	11	12	12	11	20	26	25	0	1	1	6	1	5	2	3	3	5	8	5	5	6	12	7	2	2	16	0	1	1	2	1	3	1	1	1	1	1	1	2	1	2	1	2	2	6	6	1
74000	-139.330007277149377	-137.810915514926222	-1.519091762223169	0.000165018844096	0.000046539853618	0.282027509482016	0.586110505970078	3	5	8	9	8	6	9	9	11	10	11	11	10	11	10	12	12	21	26	27	0	1	2	1	1	1	2	3	10	5	8	2	6	4	4	3	12	7	7	0	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	5	8	1
74500	-143.791504158469564	-142.271784749288685	-1.519719409180877	0.000191120480402	0.000053826193316	0.281634878705669	0.549963755759334	3	6	7	10	9	7	9	9	11	10	11	10	11	10	11	13	12	18	25	26	0	1	1	1	2	1	1	1	4	5	3	6	1	6	5	5	12	16	18	0	1	1	2	2	2	2	3	2	1	1	2	2	3	1	1	3	1	2	2	1
75000	-135.064021102830310	-133.485512882151568	-1.578508220678756	0.000198882097925	0.000049672268543	0.249757364092822	0.438403194815051	3	7	5	9	7	7	10	8	8	10	10	10	10	11	11	12	12	20	25	25	0	3	1	3	3	1	3	3	1	4	6	2	9	7	7	2	2	12	18	0	1	1	1	2	1	2	3	1	2	1	1	1	1	1	1	2	2	4	2	1
75500	-143.936348908597637	-142.454927475942014	-1.481421432655627	0.000342285310264	0.000105559025894	0.308394847014901	0.696593748129562	3	6	7	9	7	7	8	10	10	9	8	10	10	11	10	13	12	18	24	25	0	1	1	3	1	1	1	3	10	3	5	5	5	12	11	12	12	16	18	0	1	1	2	1	2	1	4	2	1	1	1	1	1	1	1	2	1	2	2	1
76000	-128.368492832906185	-126.606639865774170	-1.761852967132026	0.000212589509332	0.000039543578370	0.186009076809349	0.705030518396271	2	7	7	9	9	8	10	9	10	9	10	10	10	12	11	12	13	20	25	26	0	1	1	1	2	3	6	1	10	2	3	6	10	4	4	7	7	7	18	0	1	2	3	4	1	1	1	3	1	1	1	1	1	1	1	2	2	5	2	1
76500	-142.325060054050851	-140.814198664528561	-1.510861389522290	0.000220566343818	0.000063369232750	0.287302367409844	0.646738258103658	2	6	7	10	8	7	9	9	10	10	11	10	10	12	11	13	13	18	25	25	0	1	2	3	3	1	6	6	3	3	8	1	2	13	8	3	6	16	16	0	1	3	1	2	1	2	1	1	2	1	1	5	1	1	1	3	2	4	4	1
77000	-130.862025593229930	-128.932207287637652	-1.929818305592285	0.000272885169863	0.000040980801211	0.150175992455366	0.548023520655409	2	6	7	9	8	9	9	8	10	9	9	9	11	12	12	13	12	20	24	26	0	1	1	2	2	2	5	3	6	2	3	3	10	1	3	7	12	16	18	0	1	2	2	1	1	2	1	1	1	2	1	1	1	6	2	2	2	3	2	1
77500	-138.263539090325594	-136.484601227269451	-1.778937863056139	0.000232854779069	0.000042302976310	0.181671067601420	0.704184902646550	3	6	7	9	9	7	9	8	10	9	10	9	11	11	11	12	12	20	25	27	0	1	1	1	3	1	6	1	3	3	12	3	10	8	11	7	12	7	18	0	1	1	3	2	1	2	1	2	1	1	1	1	2	2	1	2	2	3	2	1
78000	-136.533361372941073	-134.869196417197770	-1.664164955743289	0.000154022612956	0.000033148254153	0.215216801717730	0.644631474339258	3	5	7	9	9	8	8	9	10	10	11	10	11	10	12	13	13	20	25	26	0	1	1	3	6	1	2	2	3	6	8	7	3	3	11	12	7	17	6	0	1	1	2	1	1	4	1	2	2	1	2	1	2	1	1	2	3	4	8	1
78500	-145.608791064015548	-144.230509291125173	-1.378281772890378	0.000262624723314	0.000118475823613	0.451122126348111	0.510656440992542	3	7	6	9	6	8	8	8	10	10	10	10	10	12	11	11	12	21	26	26	0	1	1	2	1	2	1	5	3	7	1	7	3	11	2	7	12	16	17	0	1	2	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	6	7	1
79000	-132.252226158614206	-130.686568519797987	-1.565657638816213	0.000252711549089	0.000064695963197	0.256007148982360	0.472130762870103	3	6	7	9	8	8	10	9	11	9	8	10	11	9	12	12	13	21	25	26	0	1	1	5	1	1	11	11	4	6	3	3	10	3	8	12	3	12	7	0	1	2	2	1	2	3	1	1	1	1	1	1	1	1	1	1	3	4	7	1
79500	-142.330137175329810	-140.618334945887000	-1.711802229442801	0.000383333031806	0.000076640885279	0.199932901471123	0.562201905658323	3	6	7	9	9	9	8	10	10	10	9	11	9	10	11	13	13	20	22	26	0	1	1	3	3	7	1	11	4	3	2	8	3	3	4	14	12	12	17	0	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	4	5	1
80000	-124.080759040321198	-122.286308561172859	-1.794450479148342	0.000167573064301	0.000029810184515	0.177893652771810	0.515279882823049	2	5	7	9	9	8	10	9	10	11	10	10	10	11	11	12	11	20	25	26	0	1	1	3	3	1	6	6	3	9	8	2	4	1	8	12	6	12	12	0	1	1	2	1	1	3	1	1	1	1	1	2	1	6	1	1	2	5	8	1
80500	-134.689843143496603	-132.840082656147871	-1.849760487348724	0.000228726480212	0.000037861843964	0.165533277689712	0.456825126122788	2	6	8	8	8	9	9	10	7	10	11	11	10	11	9	13	13	20	26	25	0	1	9	9	2	2	9	9	1	3	15	7	3	9	9	12	7	2	16	0	1	2	1	1	2	1	1	2	3	1	1	1	1	1	1	1	2	7	6	1
81000	-133.943670582482781	-132.169554666478803	-1.774115916003978	0.000196635056400	0.000035959827829	0.182875975866017	0.576657304780681	3	6	7	10	9	9	9	10	11	11	8	11	9	11	11	12	12	21	25	25	0	1	1	3	3	11	2	11	13	13	1	2	3	6	11	3	2	12	2	0	1	1	2	2	1	1	2	1	1	1	2	2	1	1	1	3	3	3	8	1
81500	-141.250102379503772	-139.230111447610312	-2.019990931893454	0.000251283875829	0.000034085022718	0.135643493262863	0.378095816379799	3	6	6	9	8	8	9	8	9	9	11	10	10	11	12	12	12	21	26	25	0	1	1	3	1	1	2	1	3	3	8	6	1	6	8	7	13	12	18	0	1	1	1	3	2	2	1	2	2	2	1	2	4	1	2	1	1	6	4	1
82000	-127.775680435468118	-125.991713882078201	-1.783966553389910	0.000159881701928	0.000028847496684	0.180430257720799	0.810191907167212	3	6	7	10	8	8	9	9	10	11	11	10	11	9	11	11	12	21	25	26	0	1	1	3	3	3	2	6	3	3	8	2	7	6	12	12	12	12	18	0	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	6	3	1
82500	-142.051738487991514	-140.505524054077085	-1.546214433914442	0.000203184598253	0.000054081073564	0.266167189976163	0.565647685557381	3	7	6	10	8	9	7	10	10	10	11	10	11	10	12	11	10	20	25	25	0	3	1	1	1	3	3	5	3	3	12	2	1	5	8	10	7	16	18	0	1	1	2	3	2	1	1	1	1	2	1	2	5	1	1	1	1	5	3	1
83000	-141.405890465101578	-139.817453940983995	-1.588436524117586	0.000216256063026	0.000053016255156	0.245155000114985	0.600633304898512	3	6	7	7	7	8	8	9	10	10	8	11	9	12	10	12	12	19	23	25	0	1	1	1	2	1	2	3	4	6	4	2	5	6	11	13	12	2	18	0	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	2	1	4	2	1
83500	-135.429697848000615	-133.740928790654834	-1.688769057345784	0.000276679933711	0.000057284827829	0.207043666161418	0.682555192834838	3	7	7	10	8	5	10	8	10	9	10	10	9	9	12	12	12	21	25	26	0	1	1	5	6	1	13	1	5	2	8	3	3	2	8	7	8	7	18	0	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	4	2	1
84000	-134.137485722230281	-132.437759701996782	-1.699726020233504	0.000197007413062	0.000040110692399	0.203599914212863	0.437874161544799	2	7	8	9	7	8	9	9	10	10	10	11	10	11	12	12	11	21	26	27	0	1	5	1	1	1	5	1	3	2	4	7	6	13	11	4	6	2	16	0	1	2	1	2	2	3	1	3	1	1	1	1	2	1	1	1	1	8	6	1
84500	-138.784351156287300	-137.283751170059702	-1.500599986227603	0.000162983776136	0.000047954917139	0.294231231327535	0.560837922666736	2	6	7	9	6	9	10	9	10	11	10	10	8	10	11	12	12	20	26	26	0	1	1	1	1	2	2	3	13	7	8	2	1	8	4	7	2	7	18	0	1	2	2	3	2	1	2	1	1	1	1	1	3	1	2	1	3	5	4	1
85000	-144.306150220805506	-142.786617521888985	-1.519532698916509	0.000207571826344	0.000058483681499	0.281751538873222	0.391202144381606	3	5	7	9	9	6	10	9	11	10	11	10	9	11	11	13	12	20	24	27	0	1	1	2	1	1	1	1	4	6	6	1	1	12	1	5	5	7	18	0	1	1	2	3	3	1	4	3	1	3	3	3	2	1	3	2	1	5	2	1
85500	-132.130566286698155	-130.377569771198949	-1.752996515499208	0.000210000103191	0.000039550515689	0.188335696452047	0.512831919520470	1	7	6	9	7	9	8	10	11	10	10	11	8	11	11	12	13	20	24	26	0	3	1	5	1	2	2	6	10	5	3	10	1	6	11	7	12	2	18	0	1	1	2	1	3	1	1	1	1	1	2	1	3	1	1	2	1	7	2	1
86000	-138.913721511759519	-137.294741920390180	-1.618979591369333	0.000253267451220	0.000058778441913	0.232080520532425	0.461309595608979	3	5	7	9	8	7	10	10	8	10	10	10	10	11	11	12	13	18	25	27	0	1	1	6	1	1	2	1	1	5	3	5	1	13	1	10	15	7	17	0	1	1	2	1	3	2	2	2	3	2	2	1	3	1	3	1	1	3	6	1
86500	-153.607886144988811	-152.056203613142770	-1.551682531846031	0.000327292897952	0.000086149240573	0.263217567849473	0.478897337651405	2	6	6	7	8	8	10	9	9	11	11	11	10	12	10	12	13	20	25	26	0	1	1	1	3	2	1	4	3	3	3	13	3	2	8	4	11	13	12	0	1	2	2	3	1	1	2	1	1	2	2	1	2	3	1	2	1	4	6	1
87000	-141.373250387341358	-139.814263553671395	-1.558986833669962	0.000221270380403	0.000057395817091	0.259392228578058	0.643496881576213	3	6	6	9	8	7	9	9	10	10	10	11	11	11	10	13	12	20	26	26	0	1	1	1	3	3	2	5	8	7	8	11	5	1	8	2	6	16	16	0	1	1	2	3	1	1	1	1	1	1	1	1	1	3	1	2	3	3	5	1
87500	-141.471780346855979	-139.678768025090790	-1.793012321765190	0.000204932520568	0.000036526696270	0.178237676327420	0.573204514760860	1	7	8	7	6	9	10	10	11	9	11	9	11	11	12	13	12	19	23	27	0	1	5	1	1	4	5	4	10	5	12	1	10	12	8	12	2	7	18	0	1	2	1	3	2	1	2	1	1	1	1	3	1	1	1	2	2	5	3	1
88000	-127.739311047570723	-126.283293705081718	-1.456017342489012	0.000262653739856	0.000086742435257	0.330253950712706	0.722830852687134	2	6	8	9	8	8	9	9	10	10	10	9	11	10	12	12	10	20	24	26	0	1	2	3	2	2	5	2	3	3	5	2	3	4	11	12	7	17	18	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	4	2	1
88500	-131.554184854587390	-129.902881567667208	-1.651303286920168	0.000180241395095	0.000039608839504	0.219754399276328	0.491951169830878	3	5	8	9	9	7	9	9	11	11	8	9	11	10	10	11	13	21	25	26	0	1	1	1	6	1	1	11	7	7	6	2	7	12	8	1	4	16	18	0	1	1	2	3	1	2	4	1	1	1	1	2	1	1	1	4	2	5	2	1
89000	-158.064269707589574	-156.242310298140893	-1.821959409448672	0.000257705250673	0.000044207319013	0.171542174239516	0.515435208864570	2	5	7	9	9	7	8	8	11	11	10	11	11	10	10	12	12	20	25	26	0	1	2	6	6	1	6	6	4	4	5	2	11	3	4	3	6	11	7	0	1	1	1	2	1	3	1	1	1	1	1	2	1	2	1	2	4	4	7	1
89500	-141.542574595104441	-140.079374912420406	-1.463199682684046	0.000255813654493	0.000082793813936	0.323648923668895	0.515932461005066	3	7	7	9	8	6	9	10	11	10	11	11	10	10	11	13	11	19	23	26	0	1	6	6	2	1	3	3	10	5	1	7	4	3	8	12	7	16	16	0	1	1	1	2	1	2	1	1	1	1	5	1	1	1	1	1	1	3	7	1
90000	-137.273968253418190	-135.701664962265681	-1.572303291152522	0.000192334716215	0.000048609154714	0.252732089509082	0.425724381971387	3	6	8	10	8	8	9	9	10	9	10	10	10	11	12	12	11	19	25	26	0	1	2	5	2	1	1	1	5	3	6	6	10	8	11	12	8	8	8	0	1	1	1	1	1	3	4	4	1	1	2	1	1	1	1	1	1	5	9	1
90500	-129.068356263280691	-127.188589343880523	-1.879766919400176	0.000230769491643	0.000036799002246	0.159462162803526	0.539453160418892	3	7	7	9	9	9	8	9	10	10	11	10	9	10	11	12	12	20	25	26	0	1	1	1	1	3	2	3	13	2	8	2	3	4	8	7	12	7	16	0	1	2	2	3	4	1	1	1	1	1	1	1	1	1	1	2	1	6	6	1
91000	-146.084310265925780	-144.236735559064812	-1.847574706860978	0.000304235317560	0.000050500565016	0.165991790238824	0.382188205572010	3	5	7	7	7	8	9	9	9	11	8	10	11	11	11	12	13	18	25	26	0	1	1	2	1	1	3	4	3	1	1	4	9	4	8	6	4	2	7	0	1	2	1	1	2	2	1	1	1	4	2	1	1	2	1	3	3	9	9	1
91500	-134.283482642093560	-132.656721238237907	-1.626761403855659	0.000201614913969	0.000046166365984	0.228982891567864	0.406489492855793	3	6	6	9	8	8	8	8	10	8	11	9	10	11	11	12	11	20	24	27	0	1	1	1	3	2	2	3	7	1	6	2	3	6	4	2	2	12	12	0	1	1	2	4	1	1	2	1	1	3	2	2	2	1	1	3	2	5	7	1
92000	-132.293233359940587	-130.125663646436720	-2.167569713503875	0.000193844555624	0.000022573428942	0.116451188785335	0.667386735557067	3	7	7	9	8	9	9	9	10	11	9	9	9	12	11	13	13	21	25	26	0	1	1	3	3	3	2	3	3	4	3	3	2	6	7	8	12	7	18	0	1	3	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	6	2	1
92500	-119.518999696430029	-117.416180049089760	-2.102819647340265	0.000209370169111	0.000026020179148	0.124278349959663	0.520256935185840	3	7	7	9	8	7	9	9	11	10	10	10	11	11	11	13	12	21	25	26	0	1	1	3	2	1	6	3	10	3	8	7	10	3	11	7	7	16	16	0	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	4	5	1
93000	-133.063454708871234	-131.516230882758890	-1.547223826112348	0.000315784057409	0.000083877604628	0.265616970393378	0.430385386838094	3	6	7	8	9	8	9	10	10	10	10	8	11	11	11	12	13	19	25	26	0	1	1	2	3	2	6	6	4	4	6	2	4	4	6	4	7	11	12	0	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	7	1
93500	-144.014431903650092	-142.562248339891909	-1.452183563758173	0.000201979128759	0.000067448698477	0.333938951471090	0.603060021984738	3	6	7	10	7	7	10	8	11	10	10	9	11	12	9	12	12	18	26	27	0	1	1	8	1	1	12	6	10	6	8	3	10	3	3	12	7	2	18	0	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	7	3	1
94000	-137.926076694270932	-136.375628267721538	-1.550448426549393	0.000324316419517	0.000085579541609	0.263876684802821	0.708198995617394	3	6	4	8	8	8	10	9	11	10	9	9	10	11	10	11	12	19	25	25	0	3	1	3	1	3	4	4	12	5	4	2	12	5	5	5	16	14	18	0	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	5	3	1
94500	-136.611349995948899	-134.989752523514682	-1.621597472434214	0.000197430967276	0.000045612207727	0.231028639307066	0.538023568284447	3	7	8	9	7	6	9	9	10	11	11	10	10	11	12	13	12	20	26	26	0	1	1	1	1	1	2	1	2	9	3	7	1	4	8	13	12	16	13	0	1	2	3	2	1	1	1	2	1	1	1	1	4	1	2	2	1	4	7	1
95000	-143.195722931703301	-141.664881453211706	-1.530841478491600	0.000193804092390	0.000053274547861	0.274888663102280	0.576926464745146	2	6	8	8	6	8	9	7	11	10	10	10	11	10	11	12	11	20	25	26	0	1	1	5	1	1	3	2	6	5	2	7	4	3	8	12	2	3	12	0	1	2	3	1	1	2	1	1	1	2	2	1	1	1	2	2	2	4	8	1
95500	-137.775160495663414	-135.983814756275081	-1.791345739388329	0.000367232405054	0.000065601623115	0.178637893094921	0.681379738295570	3	6	7	6	8	8	10	10	9	9	9	9	10	11	11	12	12	18	25	25	0	1	2	1	2	4	10	1	3	1	4	1	6	10	4	10	7	7	18	0	1	2	1	2	1	1	1	4	1	2	1	2	1	1	2	2	1	3	4	1
96000	-126.193254027062977	-124.306469560091500	-1.886784466971476	0.000227701821935	0.000035999565450	0.158099593335994	0.589849248844914	3	7	7	8	8	8	9	9	10	10	11	10	11	10	12	13	13	21	24	26	0	1	1	3	1	3	3	3	4	4	8	2	4	3	11	7	7	17	12	0	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	2	2	4	8	1
96500	-145.134542598861884	-143.615850555358406	-1.518692043503485	0.000247295796374	0.000069806224460	0.282278249301271	0.376912449318344	3	6	8	9	8	8	10	9	10	10	11	10	10	12	12	13	12	20	25	26	0	1	2	1	1	1	6	2	3	1	3	8	4	12	1	7	5	15	12	0	1	1	2	3	3	3	1	1	1	3	2	1	1	2	4	2	1	4	5	1
97000	-140.615834320098998	-139.002279707435179	-1.613554612663821	0.000246596965761	0.000057775918083	0.234292899366857	0.542712582599695	3	6	6	9	8	7	8	9	11	9	11	11	9	10	11	13	12	19	25	25	0	1	1	3	6	1	2	1	4	2	3	2	3	1	8	8	7	16	16	0	1	1	1	1	1	1	1	3	1	2	3	3	2	3	1	2	2	2	6	1
97500	-134.244107858245201	-132.722929613336362	-1.521178244908841	0.000136579206341	0.000038341521876	0.280727373537361	0.609719959210993	3	5	7	8	8	7	9	9	9	10	10	10	10	12	11	12	12	20	25	25	0	1	1	3	1	1	2	6	3	3	8	2	3	4	7	3	7	7	18	0	1	1	2	1	3	2	3	1	1	1	1	2	1	2	1	2	2	3	2	1
98000	-126.638827438576286	-125.051076147513498	-1.587751291062783	0.000211173518978	0.000051836059287	0.245466664278029	0.678806881243033	2	6	7	9	7	8	9	9	10	10	11	11	10	12	11	11	13	21	24	26	0	1	1	2	1	2	3	5	2	2	8	7	1	5	8	3	12	16	18	0	1	2	3	1	3	1	1	1	2	2	1	1	2	2	1	2	1	5	2	1
98500	-129.244975006893412	-127.347239460366694	-1.897735546526724	0.000198510920665	0.000030970524205	0.156014208693173	0.600919984138787	3	6	7	9	9	9	9	8	9	10	9	10	9	11	11	10	11	20	25	27	0	1	1	3	1	3	1	2	3	3	8	2	1	6	8	2	12	12	18	0	1	1	2	1	2	1	2	1	1	1	1	2	4	1	1	1	1	5	2	1
99000	-124.334276564361872	-122.735344397191596	-1.598932167170269	0.000205554898334	0.000049433207688	0.240486644147322	0.544905608457441	3	6	7	9	7	9	9	10	10	11	10	10	10	12	12	11	13	20	26	27	0	1	1	3	1	5	2	1	3	4	7	2	5	6	13	7	16	12	18	0	1	1	1	1	2	1	2	2	2	1	1	2	2	2	1	1	1	4	3	1
99500	-137.406024929802015	-135.885061549537198	-1.520963380264825	0.000184102641179	0.000051707176769	0.280860591884796	0.423322813956476	3	5	7	10	7	8	9	9	9	11	9	9	10	10	10	12	13	20	23	26	0	1	1	5	1	1	2	1	3	13	3	6	1	6	3	12	16	7	16	0	1	1	2	2	2	2	2	3	2	1	1	1	3	2	1	2	1	5	6	1
100000	-150.378951825241671	-148.955297567233657	-1.423654258008010	0.000197728649826	0.000072335593138	0.365832635794976	0.648225600242870	3	6	7	8	5	9	10	7	10	10	9	9	10	12	9	12	11	19	25	25	0	1	1	1	1	4	4	5	3	11	8	4	3	6	8	4	12	11	17	0	1	1	1	3	1	1	2	1	1	1	2	1	3	1	1	2	1	4	6	1
