step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
34500	-594.720255186632244	-601.575743137591644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558739158515455	-1	9	2	2	5	8	9	8	13	14	21	18	19	24	33	22	32	25	28	21	33	30	32	33	33	35	27	24	35	37	36	41	36	40	43	38	51	40	41	44	44	39	51	48	47	49	43	49	54	46	52	46	51	53	44	56	54	51	55	56	52	66	57	72	68	75	75	81	84	86	99	91	93	104	97	0	5	1	0	1	0	5	1	4	5	9	5	9	11	13	1	18	13	14	0	27	27	28	12	14	22	13	0	19	22	23	22	18	15	27	29	28	31	23	31	38	23	47	36	38	41	28	42	43	31	44	15	38	45	39	53	38	45	46	53	47	50	61	50	53	61	53	62	64	68	0	0	0	0	72	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	3	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	2	2	1	4	1	2	2	1	2	1	1	1	1	2	2	1	3	1	2	2	1	1	1	2	1	2	1	1	4	2	5	2	3	4	2	2	2	1	1	1	1	2
35000	-584.094389014940589	-590.949876965899989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777581321425455	5	10	8	9	7	12	8	9	19	16	21	17	18	24	34	16	26	26	27	28	32	30	35	33	33	27	32	30	31	39	33	41	37	38	39	39	51	38	44	45	43	40	47	43	39	49	38	41	52	47	49	49	50	54	49	54	58	55	53	60	55	64	61	67	62	69	75	81	83	84	98	84	90	105	98	0	5	1	0	1	0	1	1	4	1	9	5	4	11	17	5	13	9	14	0	11	11	28	1	19	14	9	0	14	26	28	22	22	22	21	25	39	28	31	42	38	23	41	36	31	41	28	23	43	38	44	21	23	39	42	42	61	45	46	58	39	56	53	61	53	62	62	67	68	68	0	0	0	0	72	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	4	1	1	2	1	1	2	1	2	2	1	1	2	1	2	2	1	2	2	1	1	1	2	2	2	1	1	1	3	2	2	2	2	1	2	1	1	2	2	1	3	2	1	1	1	1	1	1	1	1	1	3
35500	-589.454202340425695	-596.309690291385095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716596718380899	5	13	8	6	8	11	11	8	14	16	20	24	22	20	31	25	31	28	27	26	27	34	35	30	30	30	31	29	34	38	33	36	38	37	45	38	44	37	45	43	43	39	48	48	45	46	47	48	52	50	46	46	43	54	50	54	56	51	53	59	57	66	64	72	66	70	70	74	85	87	96	94	87	100	99	0	5	1	0	1	0	1	1	4	8	9	2	9	9	18	2	9	13	14	0	13	21	31	12	13	21	21	0	25	26	28	17	32	11	13	25	38	31	31	38	42	31	41	51	37	41	38	37	55	38	36	34	42	45	42	55	53	45	55	54	55	55	61	63	63	55	62	67	68	67	0	0	0	0	72	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	4	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	5	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	3	1	1	2	1	1	1	2	1	2	1	2	2	1	2	2	1	1	1	1	2
36000	-596.834966435643310	-603.690454386602710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560006012478195	0	6	6	7	7	7	12	3	20	16	18	20	21	22	34	12	28	29	29	26	28	25	32	34	32	28	34	30	30	31	35	39	36	34	44	39	47	36	44	41	44	40	47	42	46	47	45	45	52	48	47	52	44	50	49	55	49	53	54	59	61	66	61	64	68	75	74	77	83	87	99	93	96	101	98	0	8	8	0	8	0	2	1	4	8	4	2	11	9	22	1	13	13	14	0	22	13	28	2	19	22	17	0	11	17	23	26	21	22	17	29	23	28	28	31	31	28	41	36	38	41	23	31	43	39	19	34	23	45	37	55	47	45	46	54	31	63	47	61	61	62	62	67	67	69	0	0	0	0	72	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	2	1	1	1	1	4	1	1	2	1	3	1	1	2	1	1	3	1	2	2	1	2	2	2	1	1	2	1	4	2	1	2	2	3	3	1	1	2	1	2	2	2	3	1	2	1	1	2	2	1	2	1	1	1	1	1	2
36500	-600.207844181275846	-607.063332132235246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545187442687471	1	9	8	6	4	7	14	5	19	15	17	18	20	20	28	16	26	24	27	24	32	30	35	29	24	35	30	27	29	40	36	39	35	38	43	37	48	39	45	47	42	41	50	42	47	45	44	45	54	41	50	49	50	50	53	57	55	54	54	60	62	57	54	66	60	73	75	79	80	84	102	89	92	107	100	0	8	1	0	1	0	8	1	4	5	4	8	11	11	17	5	13	13	14	0	13	13	28	7	11	13	17	0	25	26	28	22	27	22	27	19	31	28	42	38	23	28	42	36	42	41	31	31	43	31	36	34	23	47	42	55	48	54	46	58	63	55	37	63	39	55	61	67	67	68	0	0	0	0	72	1	1	1	1	1	1	2	1	4	2	2	3	1	1	1	3	1	1	1	1	2	1	2	2	2	3	1	1	1	1	2	3	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	1	2	2	3	2	2	1	1	1	1	1	1	2
37000	-606.245863749005593	-613.101351699964994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643632330713137	5	12	9	6	7	6	10	8	15	14	23	16	20	23	28	16	25	27	29	26	30	26	34	28	35	33	32	29	32	40	35	38	36	36	39	39	47	38	47	45	46	42	46	49	45	46	46	43	51	38	53	52	43	51	48	54	53	54	55	58	62	66	63	70	63	71	70	80	82	89	100	94	90	102	99	0	1	1	0	1	0	5	1	4	8	9	2	9	9	13	10	13	17	14	0	17	13	28	10	11	17	17	0	11	26	28	13	27	17	27	29	28	28	50	50	53	31	50	36	42	50	38	38	43	28	36	32	28	45	53	37	50	50	46	37	47	47	53	61	42	55	47	67	66	69	0	0	0	0	72	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	2	1	2	1	2	2	2	1	1	1	2	2	3	1	2	2	1	1	3	2	1	2	2	1	1	3	3	2	2	2	3	4	2	2	3	2	2	2	1	1	1	1	1	1
37500	-597.041528591489964	-603.897016542449364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601092241072352	2	9	5	8	7	-5	14	8	17	11	22	22	22	21	31	21	30	27	26	26	33	27	32	35	28	30	31	26	34	39	34	38	34	36	41	41	42	41	49	40	45	41	51	47	46	45	43	44	54	44	53	45	48	52	52	53	57	50	53	60	57	56	64	73	66	75	74	78	81	86	95	83	93	100	99	0	1	1	0	1	0	5	3	4	1	9	1	4	9	22	5	22	13	11	0	17	14	28	12	19	13	22	0	14	13	28	15	27	13	17	29	28	28	50	31	38	31	31	29	23	38	28	37	43	38	44	34	42	58	53	53	31	45	46	54	50	53	61	63	53	62	63	67	67	67	0	0	0	0	72	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	3	4	2	1	1	2	2	1	2	2	1	2	1	1	3	2	3	1	2	1	1	1	1	2	1	1	1	1	3	1	2	2	2	1	2	1	2	4	2	1	2	2	1	1	1	1	2
38000	-624.403232637969495	-631.258720588928895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603459934618719	-5	13	-3	5	1	10	8	3	20	16	18	11	21	22	30	26	23	27	21	24	28	32	34	33	34	36	29	33	28	37	38	35	37	41	35	39	47	35	46	43	39	42	52	48	48	48	46	47	46	50	50	47	46	47	51	61	58	53	55	60	49	66	66	70	70	69	76	80	76	80	99	94	85	103	99	0	1	1	0	1	0	5	5	4	12	4	1	11	11	13	2	13	17	9	0	17	13	28	10	19	27	17	0	19	22	28	22	22	15	27	29	28	28	31	38	38	38	49	36	47	53	23	38	41	39	44	34	23	38	41	55	55	55	46	58	28	47	23	62	63	47	66	67	53	67	0	0	0	0	72	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	3	2	3	2	2	1	2	2	4	3	4	1	1	4	2	2	3	1	1	1	1	1	2
38500	-594.318337704349346	-601.173825655308747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631334206494819	0	10	7	9	5	11	8	4	20	18	16	26	20	18	30	20	26	25	25	27	29	34	34	32	35	32	30	28	34	38	36	30	38	38	38	31	51	38	46	45	44	41	41	46	48	45	39	49	48	48	48	47	51	50	47	58	50	54	56	59	60	65	56	72	64	73	71	80	75	88	94	91	95	93	96	0	1	8	0	1	0	5	1	4	8	4	2	11	11	9	8	9	13	14	0	13	13	28	12	19	15	17	0	15	26	28	13	17	32	27	19	55	23	28	38	31	23	31	25	42	31	23	42	43	31	44	34	23	45	38	42	55	54	46	53	63	56	39	50	63	42	56	69	67	69	0	0	0	0	72	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	3	1	2	2	1	2	1	2	1	2	2	2	1	2	2	1	2	2	1	1	2	2	1	1	1	3	2	4	2	2	1	1	1	1	1	1	1
39000	-585.951160173293829	-592.806648124253229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691785589373049	-2	4	5	8	1	7	11	6	15	15	23	23	20	21	32	26	29	26	23	18	30	27	35	32	31	32	25	29	34	38	36	34	37	39	44	39	40	42	41	43	34	43	50	48	45	45	47	45	54	45	52	51	47	52	49	56	51	54	54	55	59	64	64	67	69	69	75	81	79	87	98	93	91	98	100	0	1	5	0	1	0	2	2	4	8	9	2	4	9	17	5	9	13	13	0	22	27	28	10	19	18	13	0	14	26	28	22	27	33	27	29	28	23	28	31	28	23	37	36	31	37	42	37	43	39	44	34	28	45	39	38	38	45	46	54	57	31	56	63	28	61	62	67	67	68	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	2	5	1	1	5	2	1	1	1	1	1	1	1	1	2
39500	-538.650431307653662	-545.505919258613062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732409001491535	2	11	7	6	5	7	9	5	19	9	23	15	18	21	30	25	31	26	25	28	30	34	33	34	29	33	31	30	32	31	37	38	37	39	36	39	47	40	43	47	44	39	48	46	45	47	47	45	51	49	49	53	45	50	51	59	57	53	54	58	57	62	63	63	70	75	72	79	82	87	99	87	93	101	97	0	1	1	0	1	0	8	1	4	8	9	5	4	13	13	1	11	9	14	0	9	17	28	16	19	21	18	0	19	18	23	21	21	21	27	29	38	31	23	31	42	28	41	36	42	41	31	42	43	38	36	34	38	45	37	37	55	54	46	58	50	56	61	61	63	62	62	67	68	68	0	0	0	0	72	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2
40000	-582.779872796447648	-589.635360747407049	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641557226949270	0	9	3	2	5	6	9	7	13	13	26	21	21	22	34	21	29	24	27	27	29	33	32	33	32	32	28	30	30	38	38	30	36	37	44	37	48	40	44	39	44	45	49	45	48	47	44	47	51	46	52	53	45	46	48	58	57	48	55	58	62	66	63	69	70	74	76	80	86	88	96	92	95	102	100	0	5	1	0	1	0	5	1	4	2	14	5	9	9	21	5	13	9	11	0	13	17	28	2	19	18	13	0	19	17	23	13	17	22	27	29	42	31	31	23	38	38	50	36	47	41	31	31	43	23	44	34	23	31	50	55	50	54	46	58	56	61	56	63	61	47	62	61	68	67	0	0	0	0	72	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	1	2	1	1	1	1	1	5	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	3	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	5	3	3	2	2	1	1	1	1	1
40500	-581.398665212501555	-588.254153163460956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653536733278027	1	6	7	8	4	8	11	7	19	15	24	23	21	22	31	18	30	26	29	25	30	26	33	32	34	32	34	27	35	37	32	37	37	41	42	41	49	38	45	47	38	40	46	46	44	44	45	40	52	48	50	53	46	53	51	54	57	54	56	57	62	62	65	70	71	75	75	79	82	84	100	89	89	103	98	0	1	5	0	1	0	1	5	4	2	14	16	4	9	13	10	22	13	11	0	18	13	28	16	19	17	21	0	11	26	28	21	13	22	27	14	23	23	23	38	31	31	41	29	31	41	23	28	43	53	44	34	31	45	47	42	53	45	46	58	53	55	62	63	63	62	59	62	67	67	0	0	0	0	72	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	2	2	3	2	1	3	2	1	2	1	3	2	2	2	2	1	1	1	3	2	2	2	2	2	2	3	1	3	2	1	1	1	2	3	4	1	2	1	1	1	1	2
41000	-585.235894874865949	-592.091382825825349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708212143887419	3	9	6	8	7	-4	14	8	15	10	19	21	20	23	31	25	25	27	30	22	30	33	34	27	27	35	31	31	34	37	37	31	39	38	43	38	43	38	45	44	45	40	50	49	47	45	46	49	52	47	53	54	50	50	44	57	56	51	55	59	55	65	59	71	62	73	73	72	83	88	97	96	93	100	100	0	5	1	0	1	0	2	1	4	5	9	2	9	11	13	8	13	13	25	0	17	17	28	10	14	32	17	0	25	13	28	17	13	15	15	29	42	23	37	42	38	28	55	36	42	38	23	50	43	38	44	34	41	38	28	55	50	45	46	58	50	61	55	63	61	56	38	38	67	69	0	0	0	0	72	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	3	1	1	1	1	2	1	1	2	2	2	2	1	1	2	1	1	2	1	3	1	2	2	2	2	1	2	2	2	2	1	1	1	3	5	5	2	1	1	1	1	1	1
41500	-604.610854621227304	-611.466342572186704	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666291420571371	3	10	7	7	5	9	13	8	13	7	18	23	20	22	30	26	32	24	26	25	32	36	35	31	33	32	29	32	33	36	36	38	37	39	45	39	49	39	46	44	45	41	48	45	45	46	48	41	52	50	53	50	52	51	51	54	59	50	54	56	61	67	61	67	71	70	81	79	76	83	99	88	85	105	99	0	8	1	0	1	0	2	1	4	1	9	10	9	9	13	12	11	13	11	0	14	21	28	12	19	18	13	0	11	26	28	13	17	15	15	17	23	23	38	31	42	28	41	36	38	38	28	38	43	42	36	34	48	45	38	31	39	45	46	58	23	56	56	63	61	53	54	56	62	69	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	2	1	3	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	3	2	1	4	2	1	2	2	3	2	1	1	2	3	4	4	1	2	1	1	1	1	2
42000	-638.310574530341455	-645.166062481300855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.787030888453127	-1	4	8	7	3	6	9	6	16	12	23	26	20	22	34	22	29	25	27	23	30	35	33	28	33	32	32	31	29	35	35	37	38	40	44	35	50	41	43	46	45	35	41	47	45	47	39	45	46	41	50	54	46	47	54	57	60	50	56	61	60	61	57	65	69	73	77	77	83	87	99	88	93	99	96	0	1	1	0	1	0	2	5	4	5	9	5	4	9	17	10	18	13	13	0	13	18	28	10	19	18	21	0	13	21	28	18	17	30	27	19	23	28	50	23	43	23	23	36	50	47	23	47	43	31	44	34	28	42	41	53	55	45	31	58	63	55	53	63	63	62	62	42	50	69	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	3	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2	1	4	2	1	2	1	1	1	2	1	2	2	1	1	2	1	2	2	3	1	2	1	1	3	2	1	1	2	1	2	2	2	4	8	1	1	1	1	1	2
42500	-611.021160969798302	-617.876648920757702	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670160037337692	4	11	8	6	8	2	13	7	10	15	23	18	21	19	31	19	27	27	28	27	26	33	34	31	34	36	26	26	30	37	38	42	35	40	41	39	52	38	45	44	44	41	47	44	46	48	43	50	50	38	54	48	52	49	50	55	59	54	55	58	60	64	61	74	71	71	73	82	84	88	98	94	94	97	99	0	8	1	0	1	0	5	1	4	5	14	10	9	9	13	10	13	13	11	0	13	13	28	16	29	21	13	0	19	18	28	33	13	27	27	19	41	28	50	47	42	28	31	29	23	41	31	47	43	28	44	34	28	45	42	47	53	54	46	58	39	63	23	67	61	62	31	66	67	68	0	0	0	0	72	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	2	3	1	1	1	1	1	2	1	3	3	1	2	1	1	2	1	2	4	1	2	2	1	1	3	1	3	1	3	1	1	2	3	2	3	1	1	1	1	1	1
43000	-595.627010227122469	-602.482498178081869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669257838373308	3	13	8	6	5	9	9	7	13	13	21	25	19	19	30	24	27	22	27	26	26	28	34	31	35	32	24	29	32	35	37	41	33	40	45	39	45	35	41	41	46	44	48	44	49	49	45	44	50	50	49	54	50	51	49	54	55	52	54	58	60	63	61	74	64	68	77	71	83	88	98	91	91	103	99	0	8	1	0	1	0	8	5	4	1	14	5	9	9	13	10	13	4	11	0	13	21	28	2	19	22	18	0	19	26	28	17	27	17	32	29	23	28	23	31	47	28	41	36	47	47	23	31	31	39	44	34	37	42	37	50	42	47	41	58	42	61	37	65	50	62	53	61	68	69	0	0	0	0	72	1	2	1	1	1	1	1	1	2	1	1	3	2	1	2	2	1	2	1	1	1	1	1	4	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	1	1	3	1	1	1	2	2	1	2	2	1	3	1	1	1	1	4	1	2	1	2	1	2	1	2	1	4	2	2	1	1	1	1	1	2
43500	-600.617229359252178	-607.472717310211578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670766738744648	-1	6	8	4	4	10	8	8	9	9	11	17	14	20	32	26	30	18	27	26	28	27	29	33	32	36	29	27	30	39	30	34	33	39	48	37	49	39	45	44	42	39	46	43	47	46	41	48	49	48	52	50	48	44	54	53	58	52	56	58	55	64	65	61	64	69	72	79	83	83	98	94	94	104	99	0	1	2	0	1	0	1	2	4	2	9	8	11	11	18	2	18	13	14	0	18	13	28	12	19	17	18	0	19	13	28	9	27	32	27	29	31	23	47	38	23	23	42	36	42	41	28	47	43	39	44	34	31	47	38	47	37	54	46	58	38	42	61	61	61	61	63	67	67	67	0	0	0	0	72	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	3	2	1	1	1	3	2	1	3	2	1	1	1	1	2	1	4	1	1	3	1	3	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	3	1	2	2	2	1	2	1	2	4	2	1	1	2	1	2	2	2	1	1	1	1	2
44000	-590.945735754980888	-597.801223705940288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706224128840946	1	13	8	8	8	4	14	6	16	18	17	21	20	18	32	23	29	23	23	20	25	31	33	24	34	34	29	26	30	33	36	40	38	40	42	40	51	40	47	42	45	40	51	49	45	48	48	46	53	45	51	49	52	53	52	54	50	52	57	57	58	66	65	73	65	70	71	77	80	84	97	84	92	93	98	0	5	1	0	1	0	8	1	4	5	9	7	9	9	13	10	13	13	14	0	13	21	28	12	19	27	13	0	19	27	28	17	13	33	33	29	28	28	50	31	23	28	42	36	42	41	28	42	43	31	36	34	38	45	48	28	23	45	46	58	53	37	50	63	61	53	56	67	56	69	0	0	0	0	72	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	3	1	1	3	2	2	1	1	2	2	2	1	1	1	2	1	1	1	2	2	2	2	1	6	3	1	2	1	1	2	3	1	2	3	3	1	5	1	1	1	1	1	2
44500	-586.013229813677640	-592.868717764637040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745479113295626	1	10	8	9	5	11	10	8	21	17	25	21	16	22	31	23	31	27	22	24	32	27	34	23	30	26	30	28	30	39	37	40	32	39	46	36	50	41	41	46	42	43	51	46	46	49	45	44	52	48	51	49	49	51	48	55	60	53	56	60	58	61	57	69	64	68	80	76	82	84	99	87	93	96	99	0	1	1	0	1	0	1	1	4	8	9	10	4	13	22	12	22	9	13	0	13	13	28	2	19	13	18	0	11	26	28	21	22	22	32	25	23	23	23	38	31	23	41	36	42	41	28	31	41	39	36	34	31	45	48	47	50	37	46	58	31	53	37	61	61	62	68	64	64	68	0	0	0	0	72	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	3	2	2	2	2	2	2	1	1	2	2	1	2	2	3	1	1	3	1	1	1	2	2	1	1	1	1	1	2
45000	-561.545538766085429	-568.401026717044829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702870366673989	3	9	5	7	6	9	8	9	18	12	20	20	22	22	30	23	29	27	24	23	26	31	35	31	31	33	33	28	35	32	35	34	30	38	45	43	51	39	47	46	40	38	48	46	45	47	42	47	52	44	49	54	48	51	47	60	49	53	54	56	57	63	59	68	68	65	78	76	86	83	97	92	92	102	100	0	5	1	0	1	0	1	1	4	5	4	2	11	9	21	8	21	11	14	0	13	21	28	12	11	17	21	0	25	21	28	17	13	33	32	29	47	28	47	38	31	31	41	36	47	41	42	50	43	23	36	34	47	45	23	37	50	45	46	54	50	53	61	39	63	62	68	62	67	68	0	0	0	0	72	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1	2	2	1	1	3	1	3	2	1	1	3	2	1	1	1	1	1	2
45500	-614.202095301470422	-621.057583252429822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575166438595825	4	9	8	9	6	7	13	9	18	12	24	24	19	20	26	20	31	24	24	27	29	35	33	21	36	34	31	30	29	38	37	35	25	38	42	39	46	41	46	47	37	43	47	50	48	46	48	43	53	43	54	52	53	45	54	57	57	50	51	59	55	64	61	64	69	73	78	73	82	87	93	87	93	102	98	0	5	1	0	1	0	2	1	4	5	13	2	4	4	14	1	13	13	14	0	9	15	28	10	19	27	9	0	19	26	28	21	14	17	13	29	23	28	50	31	28	28	31	36	38	41	38	28	38	23	44	34	28	31	38	31	37	37	46	58	53	47	53	61	64	55	62	62	68	67	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	3	1	2	1	1	1	2	1	1	1	5	2	2	2	1	3	2	2	3	3	1	1	2	2	3	1	1	3	4	1	3	4	1	1	2	2	1	2	2	2	1	2	3	1	2	2	1	1	1	1	2
46000	-620.512584072175514	-627.368072023134914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591319738023504	3	13	7	8	6	11	10	7	16	16	20	26	17	24	28	19	27	26	20	23	29	33	33	30	29	34	33	27	33	31	38	38	37	41	46	40	50	41	38	43	42	40	51	44	43	46	47	46	49	43	54	50	46	44	47	54	58	48	52	60	54	62	57	74	68	67	76	80	84	84	92	89	93	104	97	0	1	1	0	1	0	8	1	4	8	13	10	9	19	13	8	13	11	9	0	13	13	28	10	19	21	9	0	25	15	23	26	27	18	17	29	31	31	23	42	42	28	38	36	23	41	42	31	41	39	36	34	31	42	38	38	42	23	46	58	53	38	47	42	63	53	62	56	67	67	0	0	0	0	72	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	3	1	2	2	2	2	1	1	1	2	1	1	1	3	1	2	1	1	1	1	3	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	4	2	4	1	5	2	2	1	1	1	1	2
