step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37
5000	-608.875094327304964	-606.127880993795429	-2.747213333509588	0.000016332640691	0.000074598272910	4.567434888274354	0.330942665718839	0	1	2	3	4	4	5	6	6	6	8	7	9	11	10	13	12	11	13	15	13	13	14	14	14	14	17	15	16	16	19	21	23	22	25	25	27	0	1	2	3	4	4	6	6	7	7	12	10	12	11	13	15	15	13	15	15	15	17	19	17	18	22	16	26	16	25	29	0	0	8	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	3	1	1	2	2	1	4	1	2	2	3	1	1	9	17	17	22
5500	-582.871669409945866	-581.068502123048347	-1.803167286897568	0.000028791023540	0.000053158347386	1.846351426558281	0.305797491667161	-1	1	2	3	4	4	5	6	7	6	8	7	9	11	10	13	12	13	12	15	13	13	13	14	13	14	17	15	16	15	18	21	23	23	25	25	26	0	1	1	3	4	4	6	6	7	7	12	10	12	11	13	15	15	13	15	15	19	19	19	16	13	22	20	26	17	25	29	0	0	2	6	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	1	3	2	4	1	3	1	1	1	1	3	1	2	1	2	2	1	1	1	11	15	14	14
6000	-427.403185189575879	-425.972424855840984	-1.430760333734894	0.000077936439654	0.000070870979061	0.909343297891899	0.339099242545882	0	1	3	2	4	4	6	6	7	6	8	7	10	11	11	12	12	13	13	15	13	13	13	13	14	14	17	15	16	16	19	21	23	23	24	24	27	0	1	4	2	4	4	6	4	7	6	12	10	11	12	13	15	15	14	16	17	15	17	16	17	18	22	23	26	16	25	19	0	0	8	1	1	1	1	1	1	1	2	2	1	4	1	2	1	1	2	4	1	1	1	1	1	3	2	1	1	1	1	1	3	1	4	2	4	1	1	14	16	14	14
6500	-343.229809632322713	-341.653533659511595	-1.576275972811142	0.000314494778652	0.000078881122492	0.250818544048180	0.294367943661160	0	1	2	3	4	5	4	6	7	7	8	9	10	11	11	13	12	13	13	15	13	13	13	12	14	15	16	14	16	15	19	20	22	24	25	23	27	0	1	2	3	4	4	2	1	4	6	8	6	6	11	10	7	11	15	12	24	12	11	13	13	18	23	30	23	18	14	21	0	0	16	6	16	8	1	1	1	1	1	1	1	5	3	2	2	2	3	2	2	9	1	2	3	3	3	4	2	1	1	2	1	1	3	1	5	1	1	11	20	9	18
7000	-328.958425409262816	-327.084796361145095	-1.873629048117715	0.000356264428297	0.000057241438704	0.160671215416525	0.323824805712274	-1	1	3	2	4	5	6	6	7	7	8	9	10	11	9	12	12	13	12	15	12	13	13	14	14	16	15	15	16	14	19	21	23	24	25	25	27	0	1	4	1	4	3	1	6	6	4	6	6	7	3	10	7	11	10	7	30	5	12	12	23	22	28	24	24	20	11	29	0	0	21	16	16	12	1	2	1	1	2	1	4	1	2	4	2	3	4	5	2	6	2	5	2	1	5	3	1	1	1	1	1	1	1	3	3	1	1	11	11	7	14
7500	-342.699768906880195	-341.257753518926677	-1.442015387953497	0.000317572144003	0.000109346393813	0.344319852600173	0.407898577439361	0	1	2	3	4	5	6	6	7	7	8	9	9	11	11	13	12	13	11	15	13	13	11	14	14	16	14	15	14	16	18	19	23	24	25	25	25	0	1	2	3	4	4	4	3	6	6	10	10	8	7	6	10	13	23	13	12	12	23	12	11	13	16	21	17	22	27	26	0	0	8	8	32	14	1	1	1	1	1	1	2	2	2	2	1	2	3	4	3	4	2	2	2	5	2	1	2	5	5	3	1	3	1	1	2	1	1	7	12	6	13
8000	-309.970757690067217	-308.213043042058928	-1.757714648008277	0.000422728977478	0.000079088109545	0.187089397127489	0.252102860558951	0	1	3	3	4	5	6	6	7	6	8	9	9	11	9	11	12	12	13	13	12	13	14	13	13	16	17	14	16	13	19	21	23	24	25	25	27	0	1	1	2	1	2	2	1	1	6	5	5	10	9	11	12	4	10	10	9	11	15	8	12	12	4	22	13	22	12	21	0	0	23	26	32	17	1	1	2	2	3	3	5	3	3	1	2	2	3	4	1	2	5	2	4	4	2	1	7	2	3	9	3	5	2	4	6	1	1	7	7	4	10
8500	-271.388491453334836	-269.763906227862037	-1.624585225472823	0.000331374324732	0.000076163190422	0.229840348926496	0.495194940167861	0	1	2	3	4	5	6	6	6	6	8	9	10	11	11	13	12	13	13	15	13	13	14	13	14	14	17	15	15	16	16	21	23	24	25	24	25	0	1	2	3	4	4	6	5	6	4	7	7	7	11	11	17	14	17	7	16	10	15	19	13	18	17	23	17	23	18	19	0	0	21	33	32	21	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	1	1	3	1	5	2	1	3	1	1	3	3	1	3	3	1	1	5	2	1	8
9000	-291.057280677335143	-289.525836836434564	-1.531443840900566	0.000375510625242	0.000103090528119	0.274534250667924	0.593758596644408	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	9	12	13	15	12	13	14	13	14	16	16	14	16	16	16	21	22	23	23	24	27	0	1	2	3	4	4	6	4	7	7	10	11	17	12	11	17	11	15	21	18	14	12	19	12	18	16	18	21	17	15	16	0	0	20	33	33	22	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	3	1	3	1	3	2	2	3	2	3	3	2	1	1	7	1	2	14
9500	-307.570315817231233	-305.873240700271708	-1.697075116959503	0.000377086390182	0.000077085000588	0.204422653786935	0.330893433314244	-2	1	2	3	4	5	6	6	7	7	8	9	10	10	10	13	11	13	13	15	13	10	14	14	14	16	17	15	14	16	19	21	23	23	25	25	25	0	1	1	3	4	5	6	6	7	7	10	4	8	2	11	11	12	22	13	11	12	8	12	10	19	16	30	12	11	19	16	0	0	14	33	32	23	1	2	2	1	1	1	1	1	1	1	1	4	2	6	2	2	2	2	1	6	2	3	5	5	1	2	1	3	3	3	5	1	1	9	1	3	9
10000	-269.696082229980959	-268.022919641970987	-1.673162588009993	0.000378363291273	0.000080271214896	0.212153812877337	0.543468657693746	0	1	2	3	4	4	5	6	7	7	7	9	9	11	11	13	12	12	13	15	13	13	14	14	14	14	17	15	16	16	17	21	22	24	24	25	27	0	1	2	3	4	4	6	6	6	7	7	9	10	11	10	11	15	14	10	18	18	17	17	11	22	17	21	17	22	14	23	0	0	16	33	33	19	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	4	1	1	5	2	1	1	1	3	1	2	3	3	1	3	2	1	1	6	2	1	11
10500	-245.274543394952275	-243.661948735639555	-1.612594659312730	0.000209468007265	0.000049159847982	0.234689051679420	0.710955350304522	-1	1	3	2	4	5	6	5	7	7	8	9	10	11	11	12	11	13	13	15	13	13	14	13	14	16	17	14	16	16	19	21	23	24	24	25	26	0	1	1	2	4	4	8	4	7	6	6	7	12	10	13	15	11	17	17	24	14	15	22	16	16	20	29	22	24	18	20	0	0	33	33	34	6	1	2	3	1	2	2	1	2	1	2	2	2	1	3	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	7
11000	-241.389104677269557	-239.610136543186115	-1.778968134083444	0.000216261382320	0.000039286810557	0.181663550541489	0.508119203617069	0	1	3	3	4	5	6	6	7	7	8	9	10	11	11	13	10	13	13	14	12	12	14	13	14	15	16	15	13	16	17	21	22	24	25	24	27	0	1	2	2	4	5	2	6	7	6	7	10	10	17	12	21	11	14	11	12	13	15	11	21	18	20	23	24	21	25	16	0	0	33	33	33	7	1	1	2	2	1	1	3	1	1	2	2	2	2	1	2	1	1	1	3	3	1	1	2	1	1	1	2	2	1	2	3	1	1	2	1	2	12
11500	-229.466461885771423	-228.018227954123859	-1.448233931647563	0.000221996814733	0.000075004183144	0.337861528481533	0.572633912868820	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	12	13	15	13	13	14	14	14	16	17	15	16	13	19	21	23	24	25	25	27	0	1	2	3	4	4	6	3	6	7	4	10	12	7	12	17	14	13	17	13	18	17	19	17	18	24	26	22	12	17	20	0	0	33	34	33	14	1	1	1	1	1	1	1	2	2	1	4	2	1	4	2	1	1	1	1	2	1	1	1	2	2	1	1	2	4	1	2	1	1	1	1	1	14
12000	-285.194678409754601	-283.607421762626814	-1.587256647127764	0.000190925193830	0.000046908827492	0.245692182108554	0.449834594223263	-2	1	3	2	2	3	6	6	7	7	5	9	10	9	11	13	12	13	13	15	13	12	13	14	14	16	17	15	15	16	17	20	23	24	25	25	27	0	1	1	2	2	2	11	4	8	8	4	8	12	11	12	22	12	15	17	17	13	15	11	15	18	19	19	21	21	25	29	0	0	33	34	34	4	1	1	3	1	1	2	1	4	1	1	2	3	1	2	2	1	1	1	1	2	3	1	5	2	1	2	3	1	2	2	2	1	1	1	1	1	20
12500	-260.663446651057995	-259.057496597819011	-1.605950053239003	0.000329552127203	0.000078259005517	0.237470794623160	0.582552490809433	0	1	2	3	4	4	6	6	7	7	8	9	10	11	11	13	12	13	13	15	10	12	14	14	14	16	16	15	16	15	19	20	23	24	25	25	27	0	1	2	3	4	4	6	6	5	7	9	8	11	21	6	22	12	14	21	10	10	21	18	16	18	28	18	16	23	25	27	0	0	33	34	34	17	1	1	1	1	1	1	2	1	2	1	1	2	2	1	4	1	3	2	3	4	2	2	1	1	1	1	2	2	2	1	3	1	1	1	1	1	11
13000	-252.469575393629640	-250.925171898308548	-1.544403495321085	0.000205495535987	0.000054900388058	0.267160976485408	0.357839122270825	-1	1	3	3	4	4	6	3	5	5	8	9	10	9	11	13	12	12	13	15	13	13	14	14	13	16	17	15	16	16	19	20	22	24	25	25	27	0	1	2	1	4	2	8	2	8	8	4	2	6	7	13	15	15	13	17	24	17	15	19	14	13	22	22	16	21	25	20	0	0	33	33	33	12	1	2	2	4	1	3	2	2	2	2	4	8	2	3	1	2	1	2	1	1	1	1	1	2	2	2	2	2	3	3	4	1	1	2	1	3	16
13500	-277.972170492601151	-276.458545133929420	-1.513625358671759	0.000227683735546	0.000065004662729	0.285504199817893	0.416874434765669	0	1	2	3	4	5	6	5	6	7	8	9	10	10	11	11	12	13	13	15	13	11	14	13	11	16	16	15	16	13	17	21	22	24	25	24	27	0	1	2	3	4	2	4	4	8	8	6	7	10	12	13	12	16	14	17	13	22	12	12	13	6	16	28	24	25	13	17	0	0	33	33	33	25	1	1	1	1	1	3	2	2	1	1	3	2	3	1	1	1	1	3	1	5	2	2	5	3	3	2	1	2	4	2	4	1	1	2	2	2	14
14000	-166.642252317890495	-165.169466414161036	-1.472785903729447	0.000112599976041	0.000035511461574	0.315377168114286	0.664564111645637	-2	1	2	3	4	4	6	6	6	7	8	9	10	11	11	13	12	11	12	14	12	13	14	14	14	16	17	15	16	16	19	21	23	24	25	25	27	0	1	2	3	4	4	6	4	6	6	10	11	12	12	13	15	15	13	15	15	15	17	17	17	18	28	19	22	23	25	29	0	0	33	34	34	35	1	2	1	1	1	1	1	2	2	3	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	2	3	1	1	1	1	1	2
14500	-164.562692617578563	-163.125901538618820	-1.436791078959748	0.000107639350144	0.000037678063698	0.350039865974098	0.907473016238781	0	1	2	3	4	5	6	5	6	7	8	9	10	11	11	13	12	12	12	15	13	13	13	14	14	16	16	15	16	15	19	21	22	24	25	25	26	0	1	2	3	4	4	6	4	6	6	10	11	12	12	13	17	15	14	15	15	19	17	19	22	18	16	20	22	17	25	29	0	0	33	33	34	35	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1
15000	-160.456336479716441	-159.014987174779947	-1.441349304936498	0.000142620433688	0.000049208830137	0.345033519138883	0.642739953812582	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	13	12	14	13	13	14	14	14	15	17	15	16	16	16	19	23	24	25	25	27	0	1	2	3	4	4	6	6	7	6	10	11	11	13	13	15	15	14	15	17	19	17	19	17	18	22	23	16	20	18	20	0	0	33	34	34	35	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	2	3	2	1	3	1	1	1	1	1	1	2
15500	-149.197363429210299	-147.608962991728703	-1.588400437481595	0.000106803096857	0.000026185063905	0.245171391797693	0.857405931938272	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	13	13	13	13	13	14	14	14	14	17	15	16	15	19	18	22	24	24	25	27	0	1	2	3	4	4	6	6	7	7	10	11	12	11	13	17	15	13	17	17	15	17	19	16	18	22	16	26	19	25	29	0	0	33	33	34	35	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	3
16000	-154.097272991081979	-152.500028130533906	-1.597244860548078	0.000110483734789	0.000026651339619	0.241224101171633	0.826868241965475	0	1	2	3	4	5	6	6	7	6	8	9	10	9	11	13	12	12	12	15	13	13	14	13	14	16	17	15	16	16	18	21	23	24	25	25	27	0	1	2	3	4	4	6	6	7	6	10	11	12	11	13	15	15	13	15	16	17	19	24	15	18	28	19	22	20	25	27	0	0	33	34	34	35	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2
16500	-157.240459298166741	-155.762222998403075	-1.478236299763670	0.000110958554821	0.000034499464627	0.310922079712809	0.665506471678100	0	1	2	3	4	5	6	4	7	7	8	9	10	10	11	13	12	13	13	14	13	13	14	14	14	16	17	15	16	15	18	21	22	23	24	25	27	0	1	2	3	4	4	6	4	7	7	10	11	11	11	13	15	15	13	17	17	15	17	17	17	18	22	20	20	17	25	29	0	0	33	34	35	34	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	3	1	2	2	1	2	2	1	2	3	1	3	1	2	1	1	1	1	1	3
17000	-161.145872838489510	-159.709745202710565	-1.436127635778943	0.000096372486258	0.000033806222414	0.350787073438215	0.790792435018144	-1	1	2	3	3	5	6	6	7	7	8	9	10	11	11	13	12	13	13	15	12	13	14	14	14	14	16	15	14	16	18	21	23	24	25	25	27	0	1	2	3	3	4	6	6	6	7	10	11	12	12	13	17	15	14	15	15	15	15	17	16	14	19	24	26	19	25	29	0	0	33	34	34	35	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	3	1	1	1	1	2	3	1	1	1	1	1	1
17500	-160.702243661751453	-159.290342959240547	-1.411900702510901	0.000118251855194	0.000045187940883	0.382133039763307	0.669122598776266	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	13	13	15	13	13	14	13	14	16	17	15	16	16	19	21	22	23	25	25	27	0	1	2	3	4	4	6	6	6	6	10	11	12	11	13	17	15	13	13	17	15	15	17	17	18	19	29	22	16	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	1	1	2	1	1	2	1	2	3	2	2	1	1	1	1	2	1
18000	-179.282451263978629	-177.857642100757289	-1.424809163221350	0.000088429396152	0.000032219470555	0.364352488612057	0.659135076390344	0	1	2	3	4	4	6	6	7	7	7	9	10	10	10	12	12	12	13	15	13	13	14	13	13	14	17	15	16	16	19	20	23	24	25	25	27	0	1	2	3	4	4	6	6	7	7	8	11	12	11	12	15	15	13	12	17	15	17	21	15	18	19	19	26	21	25	27	0	0	32	34	34	34	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	4	2	2	1	1	3	1	1	2	1	1	3	2	1	1	1	1	1	3
18500	-144.567990453472873	-143.127829825225888	-1.440160628246977	0.000093939483560	0.000032532952714	0.346318198496235	0.837495729945691	0	1	2	3	4	5	6	6	7	7	8	9	10	11	11	13	12	11	13	14	13	13	14	14	13	16	14	15	16	16	19	20	23	24	25	25	27	0	1	2	3	4	4	6	6	6	7	10	11	12	12	13	15	15	13	17	16	17	17	19	19	18	28	16	22	23	25	29	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1
19000	-166.794531647105543	-165.399629868076090	-1.394901779029452	0.000105910181034	0.000043545107469	0.411151289172836	0.780016380991099	0	1	1	3	4	5	6	6	7	7	8	9	10	11	11	12	12	12	13	15	13	13	14	14	14	16	16	15	16	16	16	21	22	24	25	25	27	0	1	1	3	4	4	6	6	6	7	10	11	12	13	13	15	15	12	17	17	15	17	16	16	18	20	15	24	19	25	21	0	0	33	34	34	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	2	2	1	3	1	2	2	2	1	1	2	1	1	2
19500	-173.122254405641968	-171.529326749562216	-1.592927656079746	0.000114132074174	0.000027749328539	0.243133481446421	0.757508285003310	0	1	2	3	4	4	5	6	7	6	8	9	9	11	11	10	12	12	13	13	13	12	14	14	14	13	14	15	16	16	19	21	22	23	24	25	26	0	1	2	3	4	4	6	7	7	7	10	11	11	12	16	13	16	14	15	16	16	15	20	17	18	22	20	26	24	25	29	0	0	33	33	35	34	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	1	2
20000	-166.460332115011710	-164.894020006422210	-1.566312108589514	0.000115401491657	0.000029505898976	0.255680395048967	0.696975373626214	0	1	2	3	4	5	6	6	7	7	8	9	10	10	11	10	11	12	13	15	12	13	13	14	13	16	17	14	16	15	19	21	23	24	25	25	26	0	1	2	3	4	4	6	6	6	7	10	11	12	11	16	11	13	13	17	15	15	16	15	19	18	20	22	22	22	25	29	0	0	33	34	34	34	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1
20500	-156.330364232915429	-154.860077786251651	-1.470286446663784	0.000117541430861	0.000037316845326	0.317478229191520	0.876784671035418	0	1	2	3	4	5	6	6	7	7	8	9	9	10	11	10	12	13	13	15	13	13	14	14	14	16	16	15	16	15	19	21	23	24	25	25	27	0	1	2	3	4	4	6	6	6	7	10	11	11	11	16	13	16	13	15	15	15	17	15	17	18	22	20	23	19	25	29	0	0	33	34	34	35	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	2
21000	-166.970668565586578	-165.602050431790133	-1.368618133796450	0.000123886446918	0.000060393418084	0.487490113616527	0.917850757492010	0	1	2	3	4	4	5	6	7	7	8	9	10	11	11	13	12	13	12	15	13	13	14	14	14	16	15	14	16	16	18	21	23	24	25	25	26	0	1	2	3	4	4	4	4	7	7	10	11	12	13	13	15	15	13	15	19	15	17	18	19	18	28	16	22	16	13	20	0	0	33	34	34	35	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1
21500	-155.642999416716435	-154.133085457821892	-1.509913958894537	0.000138924128005	0.000039999753322	0.287925171074193	0.842763787826015	0	1	2	3	4	4	6	6	7	7	8	9	10	11	11	13	12	13	12	15	13	13	14	14	14	14	16	15	16	16	18	20	23	24	25	25	27	0	1	2	3	4	4	6	6	7	7	10	11	12	11	13	15	15	17	15	23	19	15	17	15	18	16	19	22	15	25	29	0	0	33	34	34	35	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	3	1	2	1	1	1	1	1	1
