step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
33000	-421.205437826864454	-419.309190373031981	-1.896247453832461	0.000135272793792	0.000021142421860	0.156294708397420	0.714748070387196	-1	1	1	2	5	7	4	7	8	9	9	10	13	12	14	14	16	16	16	16	17	16	17	18	19	17	18	19	20	20	21	22	23	23	23	24	25	25	24	25	26	26	27	27	26	28	28	31	30	30	32	29	28	29	31	31	31	33	32	34	34	33	33	34	34	34	35	35	36	35	35	38	37	42	37	40	41	0	1	1	2	3	5	4	3	6	9	6	8	14	9	13	14	15	14	14	14	15	13	13	21	26	20	20	26	27	28	0	20	31	31	29	32	34	33	33	34	34	0	37	33	34	43	41	52	41	44	44	44	34	41	50	49	54	44	56	57	54	55	56	57	57	59	57	62	55	54	64	71	64	67	70	65	76	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	3	2	1	1	1	3	1	2	2	1	1	2	1	1	2	1	2	2	1	2	2	2	1	3	1
33500	-428.621218048963044	-426.812376669787170	-1.808841379175858	0.000115231208875	0.000020109903221	0.174517853430893	0.639450529755310	-1	1	0	3	4	5	5	6	6	8	9	9	11	12	13	13	15	16	16	16	15	16	16	18	18	18	18	19	20	19	21	23	23	24	26	24	25	25	25	26	27	26	27	27	28	29	28	31	30	30	31	30	29	30	29	32	31	31	31	32	33	31	34	33	33	34	33	35	37	35	35	37	37	41	38	40	40	0	1	1	2	3	5	4	5	5	9	9	8	11	11	13	13	14	15	13	14	15	15	15	21	20	20	18	26	27	19	0	27	31	31	32	27	33	33	33	34	33	0	37	33	44	43	33	50	55	44	45	53	44	41	47	52	54	55	52	54	54	55	56	57	54	48	57	52	58	60	60	70	71	70	71	70	60	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	3	2	1	1	1	3	1	1	2	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	4	2	2	1	1	4	2	3	4
34000	-463.121132380781717	-461.357794343231319	-1.763338037550379	0.000108384279902	0.000020118752948	0.185624271035547	0.637364875009163	-1	1	2	2	5	5	4	6	7	9	9	9	12	13	14	15	15	13	16	16	17	17	16	16	20	17	18	19	20	20	22	22	23	24	25	24	25	25	24	25	26	25	27	26	29	26	28	30	27	31	31	29	30	29	31	32	31	32	31	33	33	32	34	33	34	32	35	35	36	34	35	39	37	43	39	39	41	0	1	1	2	1	1	2	5	5	6	5	6	10	6	18	18	15	11	13	13	24	19	14	15	17	19	19	26	17	26	0	27	31	31	32	32	34	34	33	31	31	0	46	33	38	38	38	49	44	49	45	44	38	38	45	59	54	55	53	54	54	33	56	57	57	59	60	53	58	54	64	70	64	72	73	71	76	1	1	1	1	3	3	2	1	1	2	2	3	2	4	1	1	1	1	2	2	1	1	2	1	2	1	1	1	3	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	4	1	2	1	1	1	2	2	2	2	2	3	2	1	3	1
34500	-427.633134100371024	-425.318272433725895	-2.314861666645118	0.000127485910699	0.000012920942173	0.101351922748838	0.719822844156441	-1	1	2	2	4	7	4	6	8	8	10	10	11	13	14	14	15	15	17	16	16	16	16	17	19	18	18	19	20	20	21	23	23	23	25	25	25	25	25	26	26	24	28	26	28	29	28	30	30	30	32	28	29	29	31	31	30	30	32	32	31	32	33	33	33	34	34	34	36	35	36	38	35	41	38	40	41	0	1	1	2	3	1	4	5	3	3	9	8	6	13	13	13	14	16	17	15	17	15	18	21	21	18	18	20	27	20	0	29	31	31	32	32	33	33	33	31	38	0	38	33	40	38	44	52	53	44	45	38	33	40	49	52	54	44	48	54	54	50	49	57	54	63	60	62	55	64	64	70	64	72	73	64	76	1	1	1	1	1	3	1	1	2	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	3	1	3	2	1	2	1	2	1	2	1	2	2	2	2	1	1	1	2	1	1	2	1	2	1	2	1
35000	-470.841907928644162	-468.512623233871579	-2.329284694772574	0.000133303876424	0.000013336065117	0.100042590465650	0.567385008863369	-1	1	2	3	4	6	5	5	7	8	9	8	13	12	12	14	14	15	16	15	15	16	16	17	17	17	19	19	16	20	20	22	23	24	25	26	25	25	25	26	27	26	27	25	28	29	29	28	28	29	30	28	29	29	31	33	31	32	31	32	33	33	33	34	34	33	34	34	37	35	34	38	36	42	39	40	42	0	1	1	2	3	5	4	3	6	3	9	8	11	6	9	14	13	13	13	15	15	17	20	15	19	17	29	26	15	20	0	29	31	31	32	32	31	33	33	31	44	0	38	31	40	44	41	41	33	40	45	33	48	40	52	59	54	38	48	54	54	55	48	57	57	52	54	58	62	57	60	64	71	72	60	72	76	1	1	2	1	1	1	1	1	1	3	1	1	2	2	3	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	1	3	2	2	1	2	2	2	1	3	2	1	2	3	1	2	2	1	2	2	1	3	1	1	1	1	1	4	2	2	2	2	2	2	2	2	3	1	2	2	1	1	1	2	4	1	1
35500	-443.146196233302305	-441.071729376882161	-2.074466856420137	0.000117298035149	0.000015012199495	0.127983384170546	0.691089550349133	0	1	2	2	4	4	4	6	7	9	8	9	13	11	13	13	15	15	16	15	15	16	17	17	20	17	19	18	20	20	21	22	23	24	24	25	25	23	25	25	25	27	28	27	29	30	25	30	30	30	32	28	30	29	30	32	32	31	31	34	34	32	33	32	34	34	35	34	34	36	35	37	37	42	37	40	42	0	1	1	2	3	3	4	5	6	11	3	8	14	10	11	14	14	14	13	13	9	15	13	20	28	20	24	21	27	28	0	25	31	31	32	32	38	31	38	34	33	0	37	38	41	43	34	52	40	34	49	44	52	34	44	50	54	55	52	54	54	52	62	54	64	59	57	55	62	65	57	57	71	72	71	60	76	1	1	1	1	1	1	1	1	2	1	3	2	1	1	2	1	1	2	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	3	1	1	1	3	3	1	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1	3	1	3	1	2	1
36000	-437.638203116545014	-435.776311566841457	-1.861891549703562	0.000121507291271	0.000019809282496	0.163029578624892	0.588541699979301	-1	1	1	3	4	3	5	6	8	9	10	9	12	12	13	13	15	14	16	16	17	16	15	17	19	15	18	18	19	20	21	22	23	24	25	25	25	26	25	24	27	26	28	26	28	30	28	31	29	30	31	29	29	29	32	32	31	32	30	33	33	31	33	33	35	35	33	36	36	36	35	37	36	41	38	41	40	0	1	1	2	3	1	2	6	5	9	9	8	11	9	13	14	15	13	15	17	17	14	14	17	17	14	24	20	27	24	0	27	31	31	32	32	33	33	34	31	34	0	37	33	40	43	31	53	38	38	40	34	38	34	62	59	54	45	53	57	54	50	56	57	64	53	54	62	51	60	60	60	61	73	73	72	72	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	2	2	1	2	1	2	1	1	2	2	2	1	3	1	2	2	3	3	1	2	1	1	1	2	1	1	2	1	1	2	1	3	2	2	2	2	1	2	1	3	1	2	2
36500	-488.054777950551625	-486.173587743141638	-1.881190207409972	0.000150708345160	0.000023990375204	0.159184119357092	0.596704267737278	-1	1	1	3	4	6	4	5	8	9	10	8	13	12	14	15	16	15	15	15	16	15	16	17	20	17	17	18	18	20	22	22	23	24	24	25	26	26	25	24	27	24	28	26	26	29	28	30	31	30	32	29	27	28	32	33	31	32	31	33	33	32	31	33	34	34	34	35	37	35	33	39	37	41	38	41	41	0	1	1	2	2	4	4	3	6	6	6	8	10	9	11	13	20	13	10	14	15	11	13	21	17	20	23	26	27	28	0	29	31	31	32	29	40	33	33	31	33	0	37	40	34	43	41	37	46	38	48	44	34	40	33	59	54	48	52	57	54	50	44	54	71	59	54	49	48	57	54	65	60	64	71	70	72	1	1	1	1	1	1	1	2	1	2	2	2	2	2	4	2	1	1	3	2	1	3	2	1	2	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	3	4	1	2	1	1	1	2	1	2	2	1	2	3	2	3	2	2	2	2	3	2	3	1
37000	-432.433850984276830	-430.441957403554625	-1.991893580722211	0.000108881808755	0.000015232935274	0.139903400282827	0.762839288854594	-1	0	1	2	5	6	5	7	8	6	9	8	11	13	13	14	14	15	16	16	16	16	16	18	18	16	18	18	19	21	21	22	24	24	26	24	26	25	25	26	25	27	28	26	28	29	28	27	30	31	31	28	29	30	32	32	31	33	31	33	33	30	33	34	33	34	34	35	37	36	35	37	37	42	39	38	42	0	1	1	2	3	3	4	5	6	5	9	6	11	13	13	15	14	14	15	17	17	15	14	21	17	17	21	26	27	28	0	29	31	31	32	32	33	34	34	33	33	0	37	34	34	43	34	33	38	44	44	38	52	34	41	62	54	38	45	57	54	44	56	57	57	59	54	59	68	60	54	60	71	70	73	70	76	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	2	2	1	3	3	1	1	3	1	1	1	2	1	1	1	2	2	2	1	2	2	2	1	2	1	1	2
37500	-433.246359246289046	-431.581649194324257	-1.664710051964764	0.000128256068769	0.000027578735344	0.215028696958916	0.771700936316953	-1	1	1	3	5	6	4	7	7	9	9	9	13	12	13	14	14	15	17	15	16	16	17	17	20	18	16	18	20	20	21	22	24	23	25	25	26	26	24	25	27	24	27	26	28	28	28	28	30	29	31	29	30	29	31	32	31	33	31	33	33	31	33	34	33	34	35	35	36	36	34	37	37	41	38	39	41	0	1	1	2	3	5	4	5	3	6	6	8	10	6	11	15	14	15	18	13	17	17	27	21	17	20	14	14	27	28	0	27	34	31	32	32	33	33	34	34	34	0	38	31	38	43	41	44	50	41	41	48	48	41	49	53	54	62	48	54	54	41	59	57	57	44	65	55	62	60	54	70	64	64	71	72	76	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	2	1	1	2	1	1	2	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	3	1	2	2	1	3	1	1	3	2	1	1
38000	-443.570144282411547	-441.687350826076681	-1.882793456334891	0.000098057351404	0.000015578563055	0.158871954343742	0.637672901374635	-1	1	1	2	4	6	4	6	8	8	8	9	12	13	13	15	14	15	17	15	17	16	16	18	19	17	17	19	19	20	21	22	23	24	26	26	25	26	23	26	25	26	27	27	28	29	28	30	27	30	31	30	29	29	31	32	30	32	32	33	33	32	33	34	32	35	34	35	37	35	35	37	36	42	38	38	42	0	1	1	2	3	3	4	5	6	6	5	8	9	9	13	13	15	15	15	17	17	13	14	21	17	20	14	26	27	28	0	27	31	31	32	29	33	31	31	34	39	0	38	33	38	43	38	53	33	44	49	38	38	38	38	38	54	38	53	65	54	55	56	65	57	56	54	55	68	60	60	64	64	72	73	60	76	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	3	1	2	2	4	1	3	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	3	1	3	1	3	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	4	1	2	2
38500	-466.344897667325540	-464.021116188826568	-2.323781478498998	0.000133356800537	0.000013407561015	0.100539012340605	0.626389582563009	0	1	2	3	4	6	5	6	7	8	8	10	13	11	13	15	14	15	17	15	16	16	16	17	17	17	17	18	16	19	22	22	23	24	25	24	25	26	25	25	26	26	28	27	29	29	27	29	30	30	29	28	29	29	30	32	31	31	31	33	34	30	34	33	34	32	33	35	37	35	36	38	35	42	39	40	41	0	1	1	2	3	3	4	3	3	6	8	5	14	11	14	13	15	13	17	17	17	13	17	13	17	20	29	22	13	24	0	19	31	31	27	32	33	33	33	34	34	0	37	33	41	43	38	44	47	44	34	44	38	44	53	62	54	44	53	54	64	44	53	57	57	44	54	62	49	54	70	71	60	60	70	64	70	1	1	1	1	1	2	1	2	2	1	1	4	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	4	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	2	2	3	3	1	1	2	3	2	5	4
39000	-457.228783583110157	-455.272153949411347	-1.956629633698793	0.000134591835978	0.000019594406894	0.145583918606044	0.625507900746434	-1	0	2	2	3	5	5	6	7	9	9	9	12	10	13	15	15	15	13	16	15	17	16	18	19	17	17	18	18	19	19	22	22	24	26	26	25	25	24	24	27	27	27	25	28	28	27	27	30	30	31	30	29	29	30	32	31	32	31	34	33	31	32	33	35	33	32	36	36	36	35	36	37	43	38	39	41	0	1	1	2	3	5	4	3	3	9	9	8	14	11	13	15	14	13	14	21	19	15	19	21	26	18	15	26	21	26	0	25	31	31	32	17	33	33	33	33	38	0	37	33	37	43	33	38	43	44	34	38	48	34	38	48	54	62	52	57	54	49	48	57	64	59	54	58	55	71	60	60	71	65	73	72	76	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	3	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	4	2	5	2	2	1	1	1	1	1	2	2	1	3	1	1	2	2	3	1	3	2	2	1	1	1	1	1	1	3	2	1	1	2	2	2	1	1	1	2	4	1	2	1
39500	-438.253779896732738	-436.002044719641276	-2.251735177091449	0.000153473014348	0.000016485329022	0.107415164102949	0.795375075395341	-1	1	2	2	4	3	3	6	7	8	9	9	12	10	13	14	14	13	15	17	16	17	17	15	19	16	18	18	19	20	22	21	23	24	25	24	25	25	25	25	26	27	26	26	28	28	28	29	30	30	30	30	29	30	29	32	31	33	31	33	32	33	33	32	33	34	35	36	37	34	35	38	36	40	37	40	42	0	1	1	2	3	1	2	5	6	6	10	10	14	10	14	15	13	13	18	13	17	15	17	13	17	17	15	26	24	25	0	29	31	31	32	32	33	33	33	31	34	0	38	33	44	37	33	44	45	47	45	45	33	34	44	52	54	55	53	57	54	49	56	57	54	56	65	62	68	60	70	73	71	75	54	72	76	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	3	1	2	2	1	2	1	3	1	2	1	1	1	1	2	3	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1
40000	-438.860731745343514	-437.107119763275875	-1.753611982067649	0.000119134545941	0.000022417812707	0.188172226030713	0.733700998274892	-1	1	1	3	4	5	4	6	7	8	9	9	13	12	12	15	15	15	16	16	16	15	14	17	19	17	18	18	20	20	21	22	23	24	25	23	25	25	25	25	26	26	27	25	28	29	27	30	30	30	31	29	28	28	32	33	30	33	31	33	33	32	33	33	34	35	34	34	35	35	35	39	37	42	37	38	40	0	1	1	2	3	5	4	5	6	9	9	6	11	9	11	14	13	13	18	15	13	13	15	21	17	21	24	15	27	28	0	29	31	31	32	29	33	33	33	34	38	0	44	33	41	47	31	53	39	47	45	53	47	41	49	59	54	62	52	54	54	44	53	57	60	59	54	55	62	64	60	70	71	76	61	60	76	1	1	1	1	1	1	1	1	1	1	1	2	2	4	2	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	2	1	2	1	1	1	2	3	3	2	2	1	2	3	1	1	1	1	2	1	2	2	3	1
40500	-427.852453780318797	-425.371813040571794	-2.480640739746977	0.000151292756553	0.000013277194549	0.087758296240271	0.671536539897912	-1	2	1	1	5	6	4	6	7	9	9	8	11	12	13	14	15	15	17	17	17	17	17	16	19	17	18	18	19	20	21	22	23	23	25	25	26	25	24	24	26	26	27	26	28	30	28	30	28	30	30	28	30	30	31	31	31	33	30	33	33	32	30	34	34	33	34	34	36	33	36	37	37	42	38	40	42	0	4	1	1	3	3	2	3	6	9	9	8	11	13	13	13	14	13	13	15	17	17	15	18	20	17	17	20	27	18	0	29	31	31	29	27	38	33	33	34	40	0	33	38	41	47	33	52	31	44	47	44	52	47	41	53	54	49	52	54	54	48	52	57	54	63	60	62	55	54	60	57	71	76	60	71	76	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1	2	1	1	1	1	1	1	3	1	2	1	1	3	3	1	1	1	1	1	1	2	1	1	2	3	2	3	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	3	1	1	1	3	2	2	3	1	1	3	3	1
41000	-466.795979719735328	-464.780439998152588	-2.015539721582733	0.000162349316470	0.000022128784553	0.136303527692666	0.594194566823356	-1	2	1	1	5	6	4	5	8	8	9	10	13	13	12	13	15	14	17	16	16	15	15	18	18	16	18	18	16	20	21	22	23	24	24	25	24	25	25	25	27	26	27	26	28	29	28	29	30	31	30	30	30	28	31	33	31	32	31	33	31	31	33	33	35	33	31	35	34	35	36	38	36	41	38	39	41	0	4	1	1	3	3	2	3	5	6	6	3	11	15	11	15	14	15	15	13	18	13	18	21	17	17	20	19	14	28	0	27	31	31	27	27	31	33	37	37	38	0	44	33	38	37	44	33	47	49	41	34	41	38	48	62	54	49	48	57	54	47	44	57	57	52	54	48	63	60	60	70	60	70	73	70	76	1	1	1	1	2	2	1	3	2	1	2	4	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	3	1	1	4	3	2	1	1	1	1	1	1	2	2	3	1	3	1	1	1	4	1	2	2	1	1	1	1	1	1	1	4	1	2	1	1	3	1	1	2	2	1	3	1	1	1
41500	-460.912106058788368	-458.872458020931390	-2.039648037856988	0.000120038419622	0.000015940189695	0.132792398841971	0.654865042818708	-2	2	1	1	5	7	3	7	6	9	8	9	13	13	13	14	14	15	16	17	16	15	16	18	19	18	19	18	17	21	21	23	23	23	26	25	24	25	24	25	26	27	28	27	28	29	29	29	30	31	31	27	29	30	30	32	31	32	31	32	34	32	34	33	34	33	35	34	37	35	32	38	35	42	38	40	41	0	4	1	1	3	5	2	3	1	11	5	9	11	6	11	13	15	13	18	13	14	13	15	21	23	23	29	19	15	28	0	27	31	31	32	32	34	31	33	34	31	0	38	37	44	38	52	44	44	52	45	33	45	38	52	59	54	55	52	54	54	49	56	57	60	49	54	44	62	57	54	65	54	72	73	73	76	1	1	1	1	2	1	1	3	4	1	2	1	2	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	1	3	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	1	2	3	2	2	2	1
42000	-463.929605442422826	-461.834371870494294	-2.095233571928526	0.000184163579125	0.000023066863445	0.125252037100581	0.681411613470512	-3	1	1	-1	3	6	4	6	6	8	10	9	12	13	13	14	16	14	16	16	17	14	16	18	19	17	19	18	19	20	22	23	23	23	25	25	25	26	24	25	27	25	27	26	28	29	28	30	30	29	32	29	28	29	31	33	31	31	31	34	33	32	32	33	33	34	33	35	36	36	35	38	35	40	38	39	41	0	4	1	1	3	5	4	5	5	8	12	9	11	13	13	13	18	13	15	15	19	15	15	21	17	19	20	19	21	13	0	29	31	31	32	32	33	31	33	31	37	0	37	33	34	44	33	53	52	43	38	53	44	34	45	33	54	31	53	65	54	48	41	57	54	59	54	51	56	60	65	70	65	70	73	72	76	1	2	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	3	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	6	1	4	2	1	2	1	3	1	2	2	2	1	1	1	1	1	1	2	2	1	1
42500	-455.902014540224911	-454.214459462398565	-1.687555077826346	0.000104431187182	0.000021662405305	0.207432337876848	0.582716485725476	0	2	2	1	4	5	4	5	6	8	10	9	13	12	14	15	16	15	16	15	17	17	17	16	18	16	19	19	18	19	21	22	23	23	24	24	25	25	25	26	26	26	27	27	27	30	28	30	31	30	31	28	29	29	32	32	31	32	31	34	33	32	33	33	34	35	34	36	37	36	36	38	36	42	38	40	40	0	4	1	1	3	1	2	5	3	9	6	8	11	11	14	13	20	15	18	13	14	13	15	11	17	20	29	15	17	13	0	29	31	31	32	29	33	31	33	37	31	0	38	33	34	43	33	38	53	34	45	34	33	34	50	50	54	53	53	57	54	59	59	57	57	59	57	62	38	64	61	57	60	70	73	72	72	1	1	1	1	1	2	1	1	2	1	3	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	1	3	1	2	1	2	2	3	1	3	1	1	2	1	1	2	2	2	3	2	1	3	1	2	3	5	1	1	1	2	2	2	3	1	1	2	1	2	1	2	5	1	2	4	1	3	1	1	1
43000	-465.652168110252944	-463.572949187153768	-2.079218923099154	0.000107976909307	0.000013750823597	0.127349668420910	0.669063396473735	0	1	1	2	5	6	3	7	7	8	10	8	11	12	14	15	14	15	14	16	17	16	16	18	17	16	18	18	19	20	21	22	23	24	24	24	25	25	25	25	26	26	27	26	28	30	27	31	30	29	31	30	29	29	31	32	31	33	31	33	32	32	31	33	35	33	34	34	36	36	35	34	36	42	38	40	42	0	1	1	2	3	1	2	5	5	6	5	5	6	13	14	19	13	19	13	15	20	18	15	15	17	13	19	26	27	26	0	29	31	31	32	29	33	33	33	34	34	0	37	33	41	44	40	53	37	44	45	44	38	34	38	46	54	50	53	54	54	49	49	54	60	59	57	62	55	54	54	54	72	76	73	71	76	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	3	2	2	2	1	1	3	1	2	1	1	1	3	1	2	1	1	1	1	1	2	1	3	1	2	2	2	1	2	1	2	2	1	1	1	1	2	1	1	1	3	1	1	2	2	2	3	3	2	1	1	1	2	1
43500	-439.010225002865468	-437.152847037749439	-1.857377965116015	0.000113674918260	0.000018637355234	0.163953099938795	0.638688547449187	-2	1	1	3	4	5	5	5	8	7	10	9	12	10	13	15	14	14	16	16	16	16	15	17	20	18	18	18	20	21	21	23	23	23	26	25	26	25	24	25	26	23	28	27	29	29	28	30	31	30	29	30	28	29	30	31	31	31	32	33	34	32	33	33	35	35	35	35	37	35	35	38	36	42	38	40	41	0	1	1	2	3	1	4	3	8	6	10	8	14	9	14	18	15	14	18	17	18	17	14	21	17	19	21	13	27	26	0	27	31	31	32	32	34	31	34	31	38	0	38	31	34	43	40	53	45	37	44	53	37	44	47	44	54	38	44	57	64	55	56	57	57	56	57	58	59	60	60	70	71	72	73	72	76	1	2	3	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	3	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	3	4	1	1	1	1	2	1	1	1	1	1	2	1	3	3	2	1	1	1	2	2	2	2	2	3	1	1	2	1	2	2	2	1
44000	-445.850187239487866	-444.168809464413016	-1.681377775074865	0.000130444246248	0.000027319305825	0.209432816020398	0.671896425357700	-1	1	1	2	4	7	3	6	6	8	10	9	12	10	13	14	14	16	15	17	16	16	17	16	19	17	18	19	19	17	22	23	23	23	25	24	24	25	24	25	25	26	27	26	28	30	28	29	30	30	31	29	30	29	31	32	31	33	31	34	34	32	33	33	35	34	34	35	36	35	35	39	36	43	38	40	42	0	1	1	2	3	3	4	5	5	9	10	8	14	6	13	14	14	13	11	24	11	19	21	17	20	19	16	26	17	21	0	25	31	31	29	29	33	33	33	34	34	0	37	33	41	44	44	47	47	45	44	33	48	44	45	53	54	55	53	57	54	55	59	54	64	56	57	49	49	54	67	61	60	76	70	70	76	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	3	2	3	1	3	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	3	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	3	3	4	1	2	1	2	2	3	1
