step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40
42000	-202.124961294424963	-200.695264795649933	-1.429696498775043	0.000071238082538	0.000025524265988	0.358295241514766	0.714669824213730	0	1	1	1	3	2	2	2	3	4	5	5	4	5	5	5	6	6	5	4	7	9	8	7	7	10	9	10	9	10	11	11	11	12	13	13	15	14	16	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	13	13	6	20	13	24	13	14	17	13	17	24	17	23	9	29	17	28	32	31	28	36	32	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	2	2	2	3	1	3	2	1	3	2	2	2
42500	-189.457826316607992	-186.877679881261486	-2.580146435346515	0.000093408370179	0.000007556947155	0.080902248277241	0.807455289239380	0	2	0	0	3	4	4	3	3	3	5	4	5	5	4	5	6	7	4	7	6	9	8	7	8	11	10	11	10	11	12	9	12	13	14	14	15	15	16	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	5	19	13	9	6	15	13	13	19	6	18	32	22	23	18	29	17	29	26	28	31	26	35	31	38	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	1
43000	-186.042757056931521	-183.463091834083798	-2.579665222847737	0.000096602952577	0.000007818407337	0.080933420026334	0.655457643906670	1	2	2	2	3	4	4	3	4	3	5	5	5	5	4	6	7	6	6	6	6	9	8	7	9	9	10	10	9	11	10	12	11	11	12	13	14	14	17	16	0	1	0	0	1	5	2	2	3	4	2	5	9	6	5	14	19	13	13	6	14	19	19	13	11	18	24	26	17	18	23	24	29	17	28	31	18	35	36	35	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	4	1	2	1	2	1	1	4	1	2	2
43500	-208.872310568973177	-207.371255685023897	-1.501054883949275	0.000102818026983	0.000030219782654	0.293915216431246	0.712155968325916	0	2	1	1	2	3	3	3	2	4	4	4	3	4	4	5	6	6	5	7	5	7	8	7	7	10	10	11	9	11	11	10	12	13	14	13	15	12	17	17	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	14	19	13	13	14	15	17	19	19	6	24	22	29	23	24	18	9	29	24	31	28	24	31	36	38	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	3	1	2	1	1	2	1	2	2
44000	-180.227078373946966	-178.399374739556350	-1.827703634390622	0.000056286843828	0.000009583865768	0.170268309901351	0.797432506687096	0	2	1	1	4	3	4	3	3	3	5	4	4	2	5	6	7	6	6	7	7	8	9	7	8	10	10	10	10	9	11	11	11	12	12	13	14	15	16	15	0	1	0	0	14	1	2	2	3	4	2	14	9	1	14	5	19	13	13	6	15	19	19	13	6	18	19	23	23	24	29	19	29	32	28	31	34	28	23	35	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	3	2	2
44500	-182.928397798713604	-180.528922114314895	-2.399475684398697	0.000075392025479	0.000007089408220	0.094033926997006	0.844256316682709	0	2	2	1	4	3	3	3	3	3	4	4	5	3	5	5	7	6	6	6	6	10	7	7	9	10	9	11	9	7	11	12	12	12	12	14	14	14	15	16	0	1	0	0	14	1	2	2	3	4	2	14	9	1	14	5	19	13	13	6	15	13	13	18	20	19	13	29	23	19	26	17	29	17	28	31	34	28	31	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	2	2
45000	-191.910051701951062	-189.720871575847696	-2.189180126103368	0.000090654598835	0.000010336153889	0.114016873078206	0.753464794000989	1	2	0	2	2	3	4	3	4	3	5	5	5	4	4	6	7	6	5	8	6	8	8	7	8	10	10	9	6	11	12	12	12	12	13	14	13	15	16	16	0	1	0	0	1	1	2	2	3	4	8	5	9	5	5	12	19	13	9	6	15	13	29	18	6	13	22	17	9	26	23	18	29	26	28	26	24	35	36	35	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	3	2	1	1	1	1	2	2	2	1	2	1	2	1	1	2
45500	-174.836060115786950	-173.171480590092102	-1.664579525694839	0.000055118540787	0.000011854549020	0.215073709326290	0.764644447784226	1	2	1	0	3	3	3	3	3	2	5	5	6	5	4	5	5	7	4	6	6	9	9	7	8	10	10	11	10	11	12	11	11	12	13	13	15	15	17	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	5	19	17	9	6	15	24	24	19	20	13	22	26	23	26	23	18	23	32	28	31	32	35	36	38	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	2	1	1	2	1	2	2	2	1
46000	-174.411749578099432	-172.770882113303713	-1.640867464795728	0.000099770716180	0.000022307016535	0.223582804539980	0.748331981006664	1	2	2	1	3	3	3	3	4	3	5	4	6	5	4	5	7	7	5	7	6	9	9	6	8	9	10	10	10	11	11	10	12	12	13	14	14	13	16	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	5	13	19	9	6	15	17	19	19	6	24	22	23	24	26	29	18	29	26	29	31	34	28	31	38	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1
46500	-179.397134803931124	-177.826776536432618	-1.570358267498506	0.000061833388903	0.000015685948558	0.253680880766018	0.773055199752411	1	2	1	1	4	3	3	3	3	4	6	5	5	3	4	5	7	6	4	5	6	8	8	8	8	11	10	10	9	10	10	12	11	12	11	14	14	15	16	17	0	1	0	0	14	1	2	2	3	4	2	14	19	1	14	5	13	19	9	6	15	13	19	19	20	17	22	22	23	22	23	18	29	22	23	31	26	35	34	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	3	1	2	1	2	2	1
47000	-195.747207971462302	-194.155631251404799	-1.591576720057506	0.000094976947902	0.000023149465416	0.243737727179745	0.721149237657263	0	2	2	1	3	3	4	3	4	3	6	4	5	5	4	6	6	7	5	7	7	10	8	8	9	10	9	9	10	10	10	11	11	12	12	13	15	14	16	15	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	19	9	1	15	17	17	17	6	23	13	23	23	19	23	18	22	19	22	31	26	35	40	35	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	4	1	3	1	1	2	1	2	1	1	2	1	1	1	3	1	2	3	1	1	2
47500	-191.376100684109787	-188.107301666277493	-3.268799017832299	0.000115109226482	0.000005706349732	0.049573347906931	0.699116527340884	1	2	0	1	3	3	4	3	4	3	5	4	6	6	4	5	7	6	5	7	6	9	8	7	8	10	9	9	9	11	11	11	11	11	13	13	14	15	16	17	0	1	0	0	1	1	2	2	3	4	2	1	19	5	1	5	19	19	9	6	6	18	18	13	6	19	17	23	23	26	23	24	26	23	28	31	32	29	31	38	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	2	2	1	2	2	2	2	3	2	1
48000	-195.136115474873179	-193.429325580110600	-1.706789894762568	0.000068815243502	0.000013862078744	0.201439071318387	0.707734517479883	1	2	-1	1	2	2	4	3	2	4	5	5	5	4	3	6	6	7	5	7	6	9	7	8	9	9	10	10	8	10	12	11	10	11	13	13	13	14	16	15	0	1	0	0	1	1	2	2	3	4	2	14	9	5	5	14	9	17	9	2	15	17	17	18	20	18	26	29	23	17	23	24	29	24	28	34	26	28	31	38	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1
48500	-158.576192170121089	-156.712609687555357	-1.863582482565733	0.000069015032040	0.000011227779882	0.162686005501006	0.876870794279812	1	2	1	1	3	4	3	3	4	4	5	4	5	5	4	5	7	7	6	7	6	8	8	6	6	8	9	11	10	10	10	10	12	12	13	14	13	14	16	17	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	19	13	6	12	24	24	13	14	18	22	23	23	22	23	18	29	32	28	31	34	35	36	38	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
49000	-195.264209220665492	-193.497242933514485	-1.766966287151003	0.000073056423228	0.000013492822582	0.184690434947905	0.753129696079203	0	1	2	1	3	3	2	2	4	3	5	5	5	5	4	6	6	6	5	7	7	9	8	7	7	11	10	10	9	10	11	10	12	10	13	10	13	13	16	15	0	1	0	0	1	1	2	2	3	4	6	15	9	5	6	14	13	13	9	6	15	24	13	19	6	24	17	22	23	22	36	13	29	13	28	23	22	28	31	38	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	3	2	3	2	1	2	2	2	1
49500	-216.175094888840505	-213.974358711075553	-2.200736177764964	0.000090048918914	0.000010152910227	0.112748829742415	0.656442248372971	0	2	0	0	3	3	3	3	2	3	5	4	4	5	5	5	6	7	6	8	7	8	9	8	9	8	10	11	8	10	10	9	11	11	13	12	12	15	16	16	0	1	0	0	1	1	1	2	3	4	2	5	9	12	5	12	13	13	13	16	14	13	18	17	20	13	17	32	18	22	18	13	29	26	28	23	19	35	34	23	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	5
50000	-203.505719828198096	-201.646556791832268	-1.859163036365816	0.000074257655495	0.000012147567341	0.163586734049125	0.690507519908238	0	1	1	0	3	3	3	2	2	3	5	4	6	5	5	6	4	7	5	5	7	9	8	8	7	8	10	10	9	11	11	10	12	13	13	13	13	15	17	16	0	1	0	0	1	1	2	2	3	4	6	6	17	1	6	15	9	17	17	6	15	18	18	17	6	13	24	24	23	22	24	18	29	22	32	31	13	35	28	38	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	3	1	1	3	1	4	1
50500	-179.394786915177292	-175.720668305476266	-3.674118609701023	0.000090884140796	0.000003519791489	0.038728335416264	0.794629990042214	0	2	1	2	3	3	4	3	3	3	5	4	5	4	4	6	4	6	6	7	5	9	8	7	9	10	9	10	10	11	12	12	11	12	13	13	12	13	15	15	0	1	0	0	1	1	2	2	3	4	2	5	17	5	6	14	9	17	13	6	15	13	19	18	20	18	24	23	23	22	23	26	29	26	28	23	26	28	31	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1	2	2	1
51000	-168.494813040433428	-166.789743133921775	-1.705069906511642	0.000083991647134	0.000016963041524	0.201961053306431	0.821945711187112	1	2	1	1	3	3	3	3	3	4	6	4	6	4	4	5	7	6	5	7	4	9	8	7	8	11	8	11	9	11	12	10	11	12	14	14	14	14	17	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	14	19	19	9	6	1	17	17	18	6	32	18	32	23	22	23	17	29	32	28	31	34	28	36	31	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
51500	-181.172431086036511	-178.593124017192991	-2.579307068843534	0.000099546374052	0.000008058939185	0.080956632144439	0.867305707484159	0	2	1	1	3	1	4	3	3	3	5	4	5	4	4	5	6	7	5	7	6	8	9	7	8	10	9	11	9	9	10	11	11	10	12	13	14	14	16	17	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	19	19	9	11	6	18	19	13	20	19	22	34	24	22	29	18	29	24	28	26	34	35	37	38	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	2
52000	-171.957832706712679	-169.967915878411958	-1.989916828300710	0.000068772225976	0.000009642669992	0.140211689465180	0.665028268862633	1	2	2	1	2	4	4	3	4	3	6	4	6	5	4	4	6	7	5	7	6	9	9	7	9	11	10	11	10	10	11	11	11	13	13	13	13	14	17	17	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	5	19	19	9	6	15	18	19	19	20	17	22	23	18	22	23	24	29	32	28	31	22	35	31	38	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	2
52500	-176.370800902047165	-174.039997841154502	-2.330803060892663	0.000069638058505	0.000006957281077	0.099906304494418	0.933360968728044	1	2	1	0	2	3	3	3	3	4	6	4	6	5	4	4	6	7	5	6	6	7	8	8	7	11	9	10	9	10	11	9	12	11	13	13	12	15	16	17	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	5	19	17	9	6	15	13	13	18	6	18	22	23	23	22	29	22	29	17	28	31	23	35	31	35	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2
53000	-168.897045199516526	-166.858998337020836	-2.038046862495683	0.000051488071222	0.000006848986115	0.133020832826033	0.813577151831865	1	2	1	2	3	4	4	3	5	3	4	4	5	5	4	6	7	7	3	6	6	9	8	7	8	9	10	9	9	10	11	11	11	11	13	14	14	15	16	16	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	13	13	3	6	15	13	13	13	6	18	18	23	17	22	23	18	29	22	28	31	34	35	31	38	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1
53500	-204.167429721987588	-202.637334190810606	-1.530095531176986	0.000062852153976	0.000017305024736	0.275329064179953	0.757244499379389	1	2	2	1	3	3	4	3	5	3	5	5	5	5	5	5	6	6	3	6	6	8	8	7	8	10	10	11	10	10	11	10	12	12	10	13	14	15	17	17	0	1	0	0	1	1	2	2	19	4	2	5	19	5	5	5	19	13	3	2	15	17	17	13	20	17	22	23	9	9	26	17	24	24	24	31	18	35	36	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	3	3	1	2	2	3	1	1	3	2	2	1
54000	-184.866511686926174	-182.966628848580740	-1.899882838345439	0.000081539034335	0.000012688372421	0.155611021455076	0.855978673810703	1	2	1	1	2	4	4	3	4	4	5	4	5	4	4	4	6	7	6	6	6	9	8	8	8	10	9	10	9	11	11	10	12	12	14	13	14	14	16	16	0	1	0	0	1	1	2	2	3	4	5	5	9	5	5	5	13	17	13	11	15	18	19	19	11	13	24	23	23	19	28	19	29	32	28	31	32	31	31	28	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	2	2	2	2
54500	-195.662562420354135	-194.003075370272512	-1.659487050081631	0.000075370457016	0.000016343700348	0.216844915032021	0.744644975088742	1	2	0	1	3	3	4	3	2	3	6	5	4	5	5	5	6	6	6	5	7	9	7	7	7	10	9	11	9	11	11	12	11	13	13	13	14	14	16	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	13	13	6	15	19	19	13	7	19	13	17	23	22	29	24	29	18	23	31	32	28	31	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	2	3	2	1	1	2	1	2	4	1	1	2	2	1
55000	-156.250132239810370	-154.471272589541115	-1.778859650269250	0.000052953268283	0.000009621105394	0.181690492510218	0.840730988759667	1	2	1	1	3	3	3	3	3	3	5	4	6	5	5	5	6	7	5	7	6	8	8	8	8	10	9	10	9	11	11	9	11	12	13	13	14	12	15	17	0	1	0	0	1	1	2	2	3	4	7	5	19	5	5	5	19	17	9	6	15	19	18	13	6	18	22	23	23	32	23	24	29	24	38	31	26	28	36	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2
55500	-168.549077892129333	-166.881071221525616	-1.668006670603710	0.000062364506811	0.000013339651881	0.213898137943282	0.897258204898708	1	2	-1	1	3	4	4	3	2	3	5	5	6	6	5	5	5	5	4	6	7	8	8	7	8	11	9	11	9	10	11	10	10	12	14	12	14	13	14	15	0	1	0	0	1	1	2	2	3	4	2	5	17	16	5	5	19	19	9	6	15	13	13	13	20	24	22	23	23	22	23	13	29	32	38	23	26	28	36	35	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1
56000	-200.944469870278112	-198.943761819811442	-2.000708050466661	0.000051546135205	0.000007141342042	0.138542725138596	0.603202832319839	0	2	1	1	3	3	4	3	2	3	4	5	5	5	5	6	7	7	4	7	7	9	8	7	8	11	9	10	9	8	10	12	11	12	13	12	14	11	16	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	9	9	6	15	13	19	19	11	17	17	18	19	19	23	26	29	17	38	29	34	28	36	35	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	4	2	2	1	2	2	2	2	2	1	1	3	1	2	1	1	2	1	1	2	1	2	2
56500	-181.020273082654910	-179.345756093500370	-1.674516989154545	0.000068098189185	0.000014416409802	0.211700339965964	0.865938935271309	0	2	0	2	2	3	4	3	4	4	5	5	6	4	4	3	7	7	5	8	6	10	9	8	8	10	9	10	9	10	11	10	11	13	14	14	13	13	16	15	0	1	0	0	1	1	2	2	3	4	2	14	19	5	5	5	19	19	9	6	15	24	18	13	6	13	24	23	24	24	23	17	29	26	28	31	32	28	36	38	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2
57000	-205.223977779155263	-203.542674411985445	-1.681303367169831	0.000067657499241	0.000014171346782	0.209457147262762	0.607309407028387	0	2	2	1	3	3	3	3	4	4	5	5	5	4	5	6	7	6	6	8	6	10	9	8	7	10	9	10	10	10	12	9	12	12	13	12	14	14	16	16	0	1	0	0	1	1	2	2	3	4	14	5	9	5	5	14	13	13	13	21	2	18	13	18	6	13	17	24	23	13	23	13	23	24	28	32	26	35	31	31	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2	2	3	1	2	2	1	1	1	2	2
57500	-180.837455435531240	-178.667976045705643	-2.169479389825610	0.000065251649208	0.000007584374092	0.116232680458427	0.896912080821144	1	2	0	1	2	3	3	3	4	3	4	5	6	4	4	6	7	7	5	6	7	8	9	7	9	11	9	10	8	11	11	10	11	11	12	13	13	13	15	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	15	13	19	9	6	15	17	17	19	12	24	17	23	13	32	23	18	29	24	28	31	34	34	37	35	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2
58000	-179.954919416475377	-178.429716276984635	-1.525203139490755	0.000066761316719	0.000018576983414	0.278259691790019	0.854410649163214	1	2	1	1	4	3	3	3	3	3	4	5	6	3	4	5	4	7	5	7	7	10	8	7	9	8	8	10	10	10	10	11	11	12	13	13	14	14	16	15	0	1	0	0	14	1	2	2	3	4	2	14	17	1	14	14	9	19	17	6	15	18	19	19	20	17	13	26	24	26	23	26	29	24	18	31	34	28	36	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1
58500	-202.729760798310053	-201.035995319847530	-1.693765478462528	0.000080145456937	0.000016466613927	0.205459105931695	0.723538439554898	0	2	1	1	3	4	3	3	3	3	5	5	4	4	5	5	5	6	6	7	5	9	8	7	7	10	9	11	9	11	11	10	11	12	13	13	14	13	16	16	0	1	0	0	1	1	2	2	3	4	2	5	9	5	5	5	13	13	13	6	1	17	13	13	2	18	18	27	24	27	29	24	23	27	34	31	32	28	18	38	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	1	1	2	1	4	2
59000	-191.429025669909436	-189.896504753981191	-1.532520915928240	0.000045803409157	0.000012545701312	0.273903221233066	0.692990303914364	0	1	1	1	2	4	4	3	4	3	6	4	5	5	4	5	7	7	6	7	7	9	8	6	8	11	9	11	9	9	11	12	11	11	13	13	11	15	16	17	0	1	0	0	1	1	2	2	3	4	2	2	9	5	5	5	19	13	13	6	15	18	18	13	6	18	9	23	23	18	23	18	29	13	28	31	24	35	31	35	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	2	1	2	2	1	2	2
59500	-173.465975980654378	-171.477625726633875	-1.988350254020508	0.000069712045698	0.000009791533366	0.140456835947140	0.832131992143856	0	2	1	2	2	3	3	3	4	4	5	3	5	4	4	6	7	6	6	7	6	9	8	7	8	10	9	11	10	11	12	9	12	12	13	13	12	15	16	15	0	1	0	0	1	5	2	2	3	4	2	5	9	5	5	15	18	13	13	6	11	17	24	18	20	17	13	27	23	27	26	18	29	32	28	26	17	35	31	35	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	1
60000	-180.626104052705443	-179.002756623175259	-1.623347429530185	0.000043574406508	0.000010036540191	0.230331081829805	0.688644809779196	0	1	1	0	2	3	4	2	3	3	5	5	6	4	4	5	6	6	5	7	6	9	8	7	6	9	8	10	9	10	11	11	11	11	13	14	13	14	15	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	14	19	19	9	1	15	24	13	19	6	18	19	23	23	26	23	26	29	19	28	31	34	35	31	38	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	2	2
60500	-186.732334304446624	-183.467162504671848	-3.265171799774787	0.000079832240935	0.000003966752151	0.049688598298337	0.671291524865787	0	2	2	0	3	3	4	3	3	3	5	5	6	5	5	5	6	6	4	6	5	9	8	7	7	10	9	10	9	11	10	11	11	11	13	13	14	15	16	16	0	1	0	0	1	1	2	2	3	4	2	5	19	1	5	5	19	19	9	6	1	24	13	17	21	17	18	29	23	22	19	26	29	19	28	31	26	35	31	35	1	1	1	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	3	1	1	1	1	2	2	1	1	1	2	1	1	3	1	2	2	1	2	1
61000	-161.403787184951085	-159.663738220218477	-1.740048964732598	0.000065192214304	0.000012506378167	0.191838523976154	0.911574184304158	1	2	1	1	3	4	3	3	4	3	6	4	6	5	4	4	6	7	5	6	6	8	9	7	8	9	9	11	10	11	11	11	12	12	14	13	15	13	15	16	0	1	0	0	1	1	2	2	3	4	2	5	19	5	5	5	19	19	9	6	15	18	18	19	6	24	22	27	23	27	23	23	29	27	34	31	34	28	36	35	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
61500	-172.441667661316586	-170.732773715032351	-1.708893946284222	0.000071280461480	0.000014313410454	0.200804121594455	0.895757818841861	0	2	1	1	2	3	3	3	3	3	5	4	5	4	5	5	7	4	6	7	7	9	8	7	8	9	8	10	9	10	11	10	12	12	14	13	14	13	15	16	0	1	0	0	1	1	2	2	3	4	2	5	18	5	14	14	13	9	18	6	15	13	24	18	11	27	18	23	23	22	29	22	29	26	28	31	32	28	31	38	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2
62000	-197.320868975312152	-195.603844960472230	-1.717024014839910	0.000046161311809	0.000009157805716	0.198387033575187	0.618138075124687	1	2	1	1	2	3	4	3	4	2	5	5	6	5	3	4	7	5	6	7	5	8	8	8	8	11	9	11	10	11	11	10	11	12	13	13	15	14	15	17	0	1	0	0	1	1	2	2	3	4	2	15	18	5	5	5	18	9	18	6	15	19	18	19	20	18	22	23	23	22	23	13	29	19	28	31	34	31	36	38	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	2	2	1	3	1	1	1	1	2	2	1	2	2	1	2	2	2	2
62500	-196.353676704903478	-194.623175110573470	-1.730501594330017	0.000056194163600	0.000010929904707	0.194502489349560	0.636664912533086	-1	2	1	0	2	3	3	3	3	3	5	4	5	6	5	5	6	7	4	7	6	8	8	7	8	10	7	10	9	10	11	12	12	13	12	13	14	15	16	16	0	1	0	0	1	1	2	2	3	4	8	5	19	15	1	5	19	19	9	15	15	13	19	19	1	23	19	24	23	22	23	18	29	26	28	31	18	35	31	35	1	1	1	1	2	2	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	2	1	4	1	2	2	1	1	2	2	2	2	1	1	4	2	2	2
63000	-190.532632016122534	-188.658467842828713	-1.874164173293834	0.000077744120835	0.000012482996702	0.160565153586438	0.728820690219858	1	2	1	1	3	3	4	3	4	2	5	4	6	5	3	5	7	6	5	7	5	9	8	7	8	9	8	10	9	10	10	12	11	12	12	14	14	15	16	14	0	1	0	0	1	1	2	2	3	4	2	5	19	5	1	5	19	19	9	6	15	13	17	13	6	19	13	23	17	17	23	27	29	13	28	31	26	35	40	17	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	2	1	3
