step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
24500	-426.965375110497632	-425.461679316732784	-1.503695793764821	0.000196799596249	0.000057484622238	0.292097256974255	0.303803186608982	0	4	2	4	4	3	7	6	6	6	8	8	8	7	9	11	13	11	11	13	13	13	14	14	16	17	16	17	17	18	19	17	16	16	18	18	18	19	19	20	18	20	19	19	16	20	21	21	21	24	22	21	23	23	25	24	24	27	25	25	27	0	1	1	3	3	1	2	4	4	3	10	4	10	10	1	10	18	14	5	14	16	12	22	11	24	17	4	14	20	21	25	23	15	4	20	4	33	29	23	34	6	12	28	24	14	32	35	43	6	31	27	6	11	10	45	42	1	32	0	34	40	1	3	2	1	1	1	1	1	1	2	1	3	1	1	6	2	1	2	3	3	1	2	1	3	1	3	6	5	3	2	2	2	3	4	2	8	1	1	1	2	7	6	1	4	5	1	1	1	10	3	3	9	7	7	4	2	10	6	1	3	4
25000	-342.665009956953725	-340.934870697317308	-1.730139259636409	0.000709951835623	0.000138160172810	0.194604994138410	0.368280215580825	-1	4	3	5	4	4	6	7	4	6	8	8	9	9	7	11	12	11	12	13	11	14	14	15	16	17	17	16	17	18	18	17	18	19	19	18	17	18	18	19	18	19	18	19	20	20	20	21	21	23	21	21	24	23	25	24	22	27	25	25	27	0	3	1	1	3	1	3	1	3	1	9	6	1	10	3	13	4	4	18	4	12	14	19	20	24	28	3	4	16	25	29	19	27	19	26	1	13	25	14	29	22	32	19	6	4	13	43	46	13	44	44	35	13	13	32	57	3	21	0	28	25	1	1	3	3	1	4	2	3	1	4	2	2	5	2	2	1	3	2	1	4	2	2	1	2	1	1	7	6	2	1	1	2	1	3	1	9	3	1	4	1	3	1	4	6	7	5	1	1	4	1	2	1	6	7	3	1	11	9	1	5	6
25500	-397.289022744409181	-395.258659549127003	-2.030363195282149	0.000723863772645	0.000097089187457	0.134126324766885	0.276788048754599	0	4	2	4	4	5	6	6	5	8	7	8	9	9	8	11	12	11	11	13	12	13	14	15	15	16	15	17	15	17	19	18	17	18	17	19	17	19	18	19	17	18	18	20	20	19	20	20	21	22	21	22	23	22	26	24	22	27	24	24	27	0	3	1	3	3	3	2	4	1	6	6	4	11	11	11	15	11	4	10	14	12	12	16	3	15	22	11	14	11	24	33	16	29	14	14	4	27	24	14	13	2	24	20	3	29	2	2	36	4	39	45	43	2	2	34	50	38	6	0	4	33	1	1	1	1	1	1	1	1	4	2	1	2	1	1	1	1	4	3	1	2	2	2	2	7	4	2	4	4	4	1	1	4	1	5	4	8	1	3	6	4	8	2	2	9	3	7	8	1	5	2	1	2	9	5	4	1	3	10	1	10	6
26000	-395.410783604261894	-393.691911625481794	-1.718871978780073	0.000543287147550	0.000107486931728	0.197845526463675	0.335056627180677	0	4	2	5	4	3	7	6	6	7	7	6	8	9	9	11	13	11	11	11	13	13	14	14	15	16	16	17	17	16	20	18	18	19	18	18	18	19	19	18	19	19	17	19	20	20	18	22	20	23	20	22	23	23	25	23	24	27	25	27	27	0	3	1	2	1	1	4	2	4	4	4	6	2	10	13	14	15	2	8	2	18	18	11	20	17	9	4	4	25	23	24	4	28	4	25	1	26	40	21	24	22	29	15	43	3	25	29	41	3	16	28	51	24	1	53	52	11	24	0	6	45	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	2	4	1	1	3	3	1	4	3	5	1	1	3	5	1	6	2	9	1	1	2	2	2	1	5	2	8	5	1	1	10	7	2	1	4	9	1	1	8	6	1	12	3
26500	-329.732960132077096	-328.301553416231343	-1.431406715845739	0.000633043014283	0.000225521481187	0.356249853641687	0.268776413040302	0	4	3	5	5	5	6	6	6	6	7	8	8	8	9	11	12	12	10	12	12	13	14	12	15	18	15	18	17	18	20	17	16	17	18	18	19	20	19	19	18	19	18	20	19	20	20	22	21	22	21	22	23	23	25	23	24	27	26	26	26	0	1	1	1	1	3	2	6	1	2	10	6	9	8	3	15	15	3	13	14	19	9	18	2	10	25	3	6	10	8	29	6	24	6	8	4	41	25	20	29	33	32	33	3	15	41	43	20	6	6	27	30	6	2	56	32	4	4	0	44	46	1	3	2	3	2	2	1	1	3	1	1	1	1	1	3	1	1	4	1	2	1	4	1	5	4	1	4	7	5	7	2	7	2	3	8	5	1	2	4	1	1	1	1	8	8	1	2	5	6	7	3	2	9	8	1	4	8	11	1	3	3
27000	-325.502571977354762	-323.559104691522862	-1.943467285831895	0.000730147218481	0.000107921061031	0.147807261739865	0.338564652230333	0	4	2	5	4	4	6	7	6	6	7	9	6	9	9	10	12	10	11	12	11	13	15	15	15	17	15	15	17	17	19	19	16	18	18	18	19	18	19	16	17	19	18	20	18	21	20	22	21	22	22	21	21	23	24	23	24	27	24	25	26	0	3	1	3	3	3	6	6	4	3	4	3	6	13	4	2	18	2	14	15	8	21	12	4	21	24	6	1	17	7	33	6	15	16	30	4	41	41	38	20	25	41	26	4	19	4	28	33	20	2	52	24	14	2	35	42	4	13	0	17	49	1	1	1	1	1	2	1	1	1	2	1	3	1	2	2	3	2	4	2	1	3	1	3	6	1	1	5	6	2	6	1	9	4	5	1	6	1	1	1	2	1	1	1	7	5	8	3	4	5	9	1	3	5	9	3	2	8	9	1	6	2
27500	-342.914554190019885	-341.506889959360535	-1.407664230659331	0.000626861121312	0.000243634033540	0.388657112806600	0.332319498552122	0	5	2	5	3	4	6	6	5	7	7	8	8	9	8	10	13	10	11	12	13	13	15	13	15	17	16	17	17	18	20	19	17	18	17	17	18	20	19	19	17	20	18	19	20	19	19	22	21	23	21	20	24	23	25	24	23	26	25	27	27	0	5	1	3	3	3	1	6	6	3	1	3	1	4	1	10	3	3	4	12	19	13	3	3	19	22	14	1	12	6	28	17	23	4	21	11	22	28	20	28	24	17	25	3	1	23	43	45	23	23	43	29	23	2	15	32	3	38	0	36	42	1	1	1	2	1	1	3	1	1	2	4	4	3	3	3	2	5	4	3	2	1	3	5	4	2	3	3	8	5	7	2	5	2	7	3	6	2	2	3	1	2	5	1	9	9	3	1	1	4	2	1	1	4	9	8	2	11	2	1	9	3
28000	-379.956667446711549	-378.558714141496580	-1.397953305214984	0.000421149744225	0.000170697866302	0.405313949830815	0.334954153425714	0	5	2	5	4	5	6	5	5	8	7	8	8	9	9	11	12	12	11	12	11	13	14	15	15	17	17	17	17	16	19	19	18	19	19	17	18	20	20	19	18	20	18	19	19	19	20	20	21	22	22	21	24	23	25	23	25	28	26	26	25	0	3	1	5	1	3	4	1	3	2	2	1	8	10	13	10	14	2	12	10	13	16	16	2	19	25	3	15	30	10	15	13	30	6	28	4	30	27	43	41	3	26	27	11	30	26	29	10	45	6	38	34	10	2	56	30	11	21	0	48	38	1	2	2	1	2	2	1	2	2	2	1	2	2	1	1	2	1	5	1	1	2	1	2	5	2	1	6	5	1	3	4	4	1	6	2	7	1	2	1	1	9	2	1	6	2	1	1	6	1	6	1	2	6	10	1	4	10	12	1	3	2
28500	-335.923520708041508	-334.422136983407597	-1.501383724633937	0.000422852566889	0.000124186429812	0.293687302706754	0.290256263597863	0	2	2	4	4	4	7	7	5	8	8	8	8	10	9	11	11	11	11	12	12	13	13	15	15	14	15	17	18	16	19	18	17	19	18	17	18	16	18	20	19	20	18	18	19	20	20	21	21	21	21	20	22	23	25	23	24	27	26	27	25	0	1	1	2	2	2	3	6	3	2	6	2	6	9	6	6	12	3	10	1	7	8	12	2	26	20	20	4	14	26	12	4	27	27	27	15	6	26	10	34	27	39	21	26	1	14	38	28	29	31	34	37	4	4	56	45	2	2	0	47	52	1	1	1	1	1	1	2	2	1	3	2	4	2	3	3	4	1	5	1	6	3	3	2	7	1	1	1	7	4	1	5	8	1	3	2	3	6	1	6	1	2	1	5	4	9	7	2	2	1	1	1	1	8	8	1	2	11	13	1	4	3
29000	-316.106881218604713	-314.694376411561450	-1.412504807043253	0.000735572541423	0.000280425147147	0.381233843509794	0.388096633269114	0	4	2	5	5	4	6	7	5	7	6	8	7	10	10	11	13	12	10	13	12	13	14	16	15	18	15	15	17	17	18	19	16	19	18	18	18	20	20	20	18	20	18	20	19	17	20	20	21	23	20	22	21	23	26	24	25	28	23	26	26	0	1	1	2	2	3	2	2	1	6	2	2	9	10	11	4	1	6	4	13	19	16	10	17	2	21	16	2	22	27	7	19	18	17	30	3	33	45	36	41	20	17	24	11	4	21	18	35	17	11	31	42	17	6	50	30	6	4	0	36	50	1	2	2	1	1	1	1	2	3	2	1	1	1	3	3	3	5	3	3	3	1	1	3	1	5	2	1	5	2	1	6	7	2	3	1	6	1	1	1	1	3	5	1	7	6	2	4	1	5	10	1	1	5	8	1	4	11	10	1	4	2
29500	-328.137259862756935	-326.461605288308533	-1.675654574448399	0.000442716862081	0.000093555353580	0.211320962885119	0.312330259708115	0	5	3	5	3	4	6	6	5	7	7	9	8	8	8	12	13	11	12	12	11	13	14	14	16	15	15	18	17	17	19	17	18	20	18	18	17	16	19	20	19	20	19	19	19	18	20	21	21	22	20	21	23	21	26	23	24	28	24	26	27	0	1	1	6	1	3	6	3	3	4	5	2	9	4	6	18	9	4	6	14	14	18	17	6	19	19	13	1	27	17	19	17	20	19	27	19	4	24	16	25	33	46	20	19	25	2	5	5	31	47	41	47	6	4	49	35	6	52	0	50	34	1	3	2	1	2	1	1	1	2	1	3	2	1	1	1	1	5	2	4	2	2	1	1	6	2	2	3	9	1	1	3	2	3	4	2	3	6	1	4	2	1	1	4	4	2	5	7	7	1	1	1	1	10	9	3	2	10	4	1	3	3
30000	-359.376265657091039	-357.892169581827432	-1.484096075263596	0.000494082671321	0.000151344402561	0.306313925473146	0.339477158738741	0	3	2	4	5	5	7	7	5	8	7	8	7	10	9	10	13	11	9	12	13	14	15	16	14	17	16	17	18	17	19	18	17	19	17	18	19	19	19	19	18	17	18	18	20	20	19	21	21	24	21	19	22	22	25	23	24	27	24	26	27	0	3	1	1	2	2	4	3	1	11	6	2	9	19	3	10	10	4	9	13	5	20	21	13	11	19	14	13	9	3	33	4	23	6	16	11	16	42	44	20	25	25	27	1	6	27	17	26	42	25	37	29	11	2	51	46	10	14	0	25	57	1	1	1	2	1	1	2	3	2	1	1	2	1	1	4	1	2	3	1	4	3	2	1	3	4	4	2	9	6	6	1	8	1	6	2	6	6	1	1	3	2	2	1	8	8	2	4	2	3	3	2	1	8	11	2	1	6	8	1	5	2
30500	-352.093190514276387	-350.689637094730074	-1.403553419546303	0.000480241394236	0.000189882726934	0.395390170887792	0.312612164957900	0	5	2	4	4	4	4	6	4	8	7	9	8	8	10	12	12	11	11	13	11	12	14	14	15	17	17	17	16	18	19	18	16	19	18	19	19	20	18	20	18	20	18	19	19	19	20	22	20	23	22	22	24	22	23	23	21	27	26	26	28	0	6	1	3	3	3	3	3	1	3	2	3	8	6	14	19	2	3	12	14	12	14	11	4	15	33	17	2	10	18	33	14	21	6	24	29	2	28	17	24	14	24	25	3	1	20	19	42	4	14	41	31	7	1	33	41	1	48	0	43	52	1	1	2	1	1	1	1	1	2	3	1	4	1	2	1	1	3	5	1	2	1	3	4	5	3	1	2	6	3	4	1	4	3	8	2	2	8	2	3	3	6	3	2	9	8	3	4	1	5	6	2	2	13	10	5	3	9	3	1	4	3
31000	-388.683987528380158	-387.051803581606066	-1.632183946774083	0.000610160839039	0.000138430341032	0.226875164997671	0.335837100482611	0	3	2	4	4	4	7	6	6	8	8	7	8	10	8	10	10	9	11	12	12	11	14	16	14	17	16	18	17	18	19	18	18	19	17	18	19	19	16	18	16	20	17	18	18	20	20	21	19	24	21	21	24	23	25	23	24	28	26	23	28	0	1	1	2	3	2	2	4	6	6	9	1	4	8	4	10	11	6	9	10	6	8	22	17	6	22	1	1	16	39	20	19	25	43	23	7	2	29	25	10	17	24	25	6	2	2	29	17	25	2	46	28	21	3	45	38	2	34	0	42	31	1	1	1	1	1	1	2	1	1	2	1	3	1	2	1	1	1	2	3	2	4	4	2	4	4	4	5	10	3	1	2	5	2	2	2	5	7	1	1	3	5	2	1	7	7	6	2	6	2	7	1	1	11	12	4	2	10	4	1	1	4
31500	-391.794703658396656	-390.257625561508576	-1.537078096888076	0.000595386234275	0.000161510853263	0.271270721365310	0.305060077294537	-1	3	3	5	4	5	5	6	5	7	7	9	9	8	9	11	13	12	11	12	13	14	14	15	16	17	16	17	16	18	20	18	18	19	15	18	18	20	19	20	18	19	17	19	20	20	20	21	20	22	21	21	24	23	24	24	24	27	25	26	28	0	1	1	5	1	2	1	2	2	2	6	1	10	8	6	13	14	13	4	7	14	19	16	3	21	12	6	3	3	16	24	6	27	3	15	6	16	36	41	26	3	24	24	5	29	12	36	5	3	4	19	20	1	2	36	27	2	24	0	20	50	1	2	1	1	2	1	3	2	1	3	1	3	1	1	2	1	2	2	3	4	2	1	2	5	1	4	5	5	6	3	3	9	1	8	2	6	3	1	1	1	5	3	1	5	2	4	1	8	11	6	5	3	12	11	3	5	11	5	1	10	4
32000	-401.621820121182168	-400.219175668974231	-1.402644452207931	0.000549925158575	0.000218286391273	0.396938361283701	0.273864189597829	0	5	2	5	3	4	7	7	5	5	8	8	9	10	9	11	13	11	11	12	12	13	15	15	16	18	17	17	16	17	19	18	17	20	19	18	19	19	19	19	18	19	18	19	20	20	21	21	19	23	22	21	23	22	25	24	24	28	25	26	26	0	1	1	5	1	5	2	1	3	3	7	6	8	6	2	7	13	7	9	7	19	19	22	3	19	8	3	2	6	17	7	3	12	2	24	14	33	33	24	36	13	24	25	6	3	6	36	36	25	48	38	27	2	11	52	40	2	39	0	2	42	1	2	1	1	2	1	1	4	2	2	1	4	1	3	3	2	3	2	3	3	1	2	2	8	2	5	9	5	6	2	5	8	3	8	3	5	1	1	2	1	5	1	1	7	10	8	2	2	2	1	2	2	9	9	2	2	8	7	1	10	3
32500	-334.852007275026551	-333.453024920664575	-1.398982354361991	0.000408133620006	0.000164648470069	0.403418052319458	0.274893872574492	0	5	2	5	4	3	7	7	5	8	6	8	9	10	7	11	12	11	11	11	12	14	15	16	15	18	17	18	17	18	19	18	17	19	18	17	18	19	19	19	17	19	17	20	20	20	19	19	21	23	21	21	22	23	25	23	24	27	26	26	27	0	6	1	3	3	3	2	2	5	2	5	2	12	8	6	12	5	6	13	4	19	18	1	16	14	19	1	2	22	13	23	6	23	23	22	12	18	43	17	37	3	18	3	1	33	17	33	43	2	38	39	8	2	12	47	37	18	47	0	1	57	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	5	4	2	2	1	1	7	3	3	2	8	6	2	6	2	7	2	1	2	3	4	1	4	1	5	5	8	8	2	3	2	1	5	2	1	7	8	6	3	2	6	5	1	13	1
33000	-379.031502717449030	-377.478790178286602	-1.552712539162412	0.000351058635681	0.000092212691728	0.262670341519988	0.358867872359670	0	3	3	4	4	4	7	7	2	7	7	8	8	9	8	11	11	11	10	12	12	14	15	14	15	17	17	17	17	18	19	18	18	17	19	17	18	19	20	19	17	19	17	19	19	21	20	21	21	22	21	21	20	22	25	23	24	27	25	26	25	0	9	9	1	1	1	1	1	1	6	3	6	5	12	9	7	13	6	9	8	10	10	16	2	19	22	23	13	12	20	36	4	25	1	34	4	26	26	44	4	1	43	24	6	37	17	32	31	27	30	32	42	21	4	8	50	17	1	0	25	42	1	1	1	2	2	2	3	5	1	1	2	2	2	1	3	2	2	4	3	2	2	3	3	6	2	1	1	4	4	3	1	4	1	8	1	7	1	1	1	8	7	1	1	6	1	8	1	1	1	2	1	1	2	8	9	1	5	13	1	3	3
33500	-425.896306927824583	-424.333727051450126	-1.562579876374452	0.000562104583491	0.000144773672883	0.257556471046700	0.315865559401758	0	4	2	5	4	5	6	5	6	6	8	9	9	10	10	12	12	11	11	13	12	11	13	14	15	17	16	16	17	17	20	17	18	17	18	17	18	19	19	19	18	18	19	18	16	20	20	20	20	23	21	21	22	23	26	23	24	25	26	27	28	0	3	1	5	1	5	1	3	1	4	8	3	8	8	10	8	14	1	9	9	7	1	4	6	20	15	16	9	27	6	39	3	32	4	24	3	27	15	32	28	3	11	30	3	16	18	14	35	25	4	43	26	1	34	33	47	3	3	0	16	60	1	1	1	1	3	1	3	2	3	1	2	5	2	3	2	3	1	6	1	2	3	5	4	4	1	3	2	3	1	5	1	5	1	7	2	4	1	6	1	1	6	4	1	8	1	5	5	1	2	4	1	2	11	3	3	1	12	13	1	8	1
34000	-371.893325193160479	-370.306630272173493	-1.586694920986993	0.000768660102419	0.000189051056428	0.245948834644927	0.252354740106512	0	5	2	3	4	5	6	7	5	8	8	8	8	7	8	11	11	11	12	12	12	14	14	15	16	17	15	17	16	17	20	19	18	19	18	19	18	19	19	18	19	19	18	20	18	20	20	21	21	22	20	21	24	22	25	22	23	28	25	26	27	0	4	1	1	3	5	6	3	4	6	4	1	1	9	1	3	14	2	16	12	13	15	2	2	20	13	2	2	5	11	30	16	20	2	12	19	26	26	24	22	14	22	30	3	4	4	43	34	19	30	33	8	11	3	41	35	4	11	0	44	40	1	1	2	1	1	1	1	2	1	3	3	3	3	1	4	4	3	3	1	2	1	3	5	3	2	5	4	4	6	4	1	5	3	6	4	4	1	1	2	3	6	2	1	10	6	9	1	1	3	2	1	7	8	8	3	2	6	10	1	3	3
34500	-447.556548536213313	-445.864478176498039	-1.692070359715265	0.000525570857166	0.000108264438383	0.205993990927499	0.287780298408902	-1	5	2	5	2	3	5	7	6	7	7	7	7	9	9	11	13	11	10	13	12	13	12	15	15	15	17	18	17	17	19	19	18	19	17	18	18	17	19	19	19	20	19	19	19	21	20	22	21	23	22	22	23	23	26	24	25	27	26	26	27	0	1	1	5	1	5	5	3	3	6	4	6	4	8	3	1	16	1	2	14	4	9	16	3	22	20	21	25	21	18	38	29	27	26	11	4	1	10	30	35	23	28	12	9	6	35	30	16	4	16	46	18	19	2	29	11	5	37	0	19	46	1	3	1	1	1	1	1	1	2	2	1	3	1	1	3	5	1	7	2	2	4	3	1	7	1	2	3	2	3	3	1	1	1	2	4	9	10	5	2	1	5	1	6	7	7	2	2	5	9	5	1	6	8	8	5	8	9	4	1	8	3
35000	-395.259790966875585	-393.761544341919716	-1.498246624955857	0.000416145819610	0.000123129166011	0.295879857994986	0.335029828568283	-1	5	1	4	5	3	6	6	5	7	7	9	9	9	9	10	13	12	11	12	11	14	14	15	15	18	16	17	17	17	19	18	16	19	19	19	17	20	19	17	18	18	17	20	19	19	20	21	22	24	22	21	23	22	26	22	22	28	26	26	28	0	4	1	3	6	1	4	4	6	3	8	9	11	10	4	10	14	13	9	11	15	16	14	13	11	11	2	4	20	25	21	4	14	17	32	13	24	28	43	24	4	33	18	40	43	17	43	35	2	40	45	38	6	1	31	36	2	17	0	29	49	1	1	1	1	1	2	1	1	1	4	1	1	2	1	3	1	2	2	4	2	1	2	2	3	3	6	6	6	2	1	3	7	3	3	1	5	1	1	1	1	3	1	2	2	1	3	1	1	8	4	2	1	12	8	3	2	9	7	1	5	2
35500	-303.264750085197591	-301.777825749831095	-1.486924335366493	0.000054674566234	0.000016629428799	0.304152916884286	0.395881398393577	-1	3	2	4	4	5	4	7	5	7	7	9	8	10	9	11	12	12	12	12	12	14	14	15	14	17	15	16	18	18	19	18	17	17	19	18	19	19	19	18	18	18	19	19	17	19	20	21	22	24	21	20	24	23	26	24	21	28	26	25	28	0	3	1	3	2	7	3	4	4	2	1	9	7	15	11	14	7	11	16	11	14	15	21	6	19	20	20	20	28	22	22	27	15	11	23	20	26	27	32	25	20	26	45	33	4	26	41	34	3	47	28	33	11	3	30	18	26	39	0	45	48	1	1	1	1	1	1	1	2	1	2	4	2	2	1	2	1	3	4	1	2	1	3	1	5	1	3	2	2	1	2	3	2	5	6	2	4	1	2	1	2	3	1	1	1	7	1	1	2	11	2	3	2	9	10	3	6	3	4	1	3	3
36000	-364.924127411291067	-363.407161471139375	-1.516965940151666	0.000518012479744	0.000146787776469	0.283367258914400	0.266150560288494	-1	4	3	5	3	4	7	6	4	7	8	7	8	9	8	11	12	11	12	11	12	14	13	15	16	16	13	16	18	16	19	17	17	20	17	17	18	19	19	18	19	19	18	20	17	19	19	21	21	22	22	21	22	21	25	23	25	27	25	26	25	0	3	1	2	1	1	1	6	1	4	2	6	10	6	4	15	15	3	4	9	15	4	20	16	17	14	13	4	10	21	35	6	19	14	27	4	22	22	45	30	2	37	23	1	19	2	22	24	37	3	24	41	3	19	35	43	19	19	0	56	30	1	1	2	1	4	2	3	1	2	1	2	2	1	2	1	1	2	5	5	4	2	5	1	3	2	5	2	7	6	2	1	6	3	8	3	5	2	3	1	1	7	1	3	11	3	7	1	3	1	7	4	1	8	4	5	3	7	8	1	3	5
36500	-313.495077993261816	-312.070469732618790	-1.424608260643037	0.000390231197568	0.000142281640289	0.364608573522077	0.332360024257775	-2	4	3	5	4	5	7	6	6	7	7	7	8	10	9	11	12	11	11	12	13	13	15	14	12	17	15	17	17	18	20	19	17	19	17	19	18	20	19	20	17	19	17	19	19	17	19	19	21	24	22	21	24	23	25	22	24	27	25	26	27	0	1	1	3	1	2	3	3	3	4	4	4	7	3	11	13	9	4	11	14	13	7	2	3	14	9	19	11	23	3	30	11	19	27	21	2	12	25	46	16	14	26	23	20	30	11	23	46	45	4	29	15	16	11	51	31	2	3	0	45	47	1	3	3	1	3	1	2	2	2	1	1	1	1	3	2	1	3	2	3	1	2	2	5	5	1	7	1	3	1	7	1	5	3	2	3	6	4	3	1	6	4	1	1	3	1	5	2	1	1	10	3	5	7	6	2	1	9	9	1	3	5
37000	-368.253971776418894	-366.520298312156626	-1.733673464262243	0.000569725558593	0.000110304333154	0.193609592356456	0.304975114139593	0	4	2	5	3	4	6	6	5	8	8	7	8	9	9	8	13	11	11	12	13	14	15	15	14	17	17	15	17	16	18	19	16	18	18	17	18	19	19	19	18	20	19	17	19	19	19	21	21	23	21	21	22	24	25	24	25	26	24	26	25	0	3	1	2	1	3	2	4	1	4	5	4	3	4	1	5	15	13	4	15	11	17	25	4	16	24	14	4	28	9	25	16	24	16	15	4	33	10	35	18	14	20	25	5	1	4	23	32	6	30	32	47	2	18	48	24	3	43	0	22	44	1	1	1	1	1	1	1	1	3	1	3	1	3	2	4	2	1	2	3	2	2	1	1	4	3	1	4	4	1	5	2	9	1	5	4	6	1	7	1	4	4	3	2	5	6	11	2	1	9	5	1	1	11	6	2	4	10	3	1	4	4
37500	-316.897280380108612	-315.236383267358747	-1.660897112749843	0.000559135800461	0.000120969882368	0.216351523669485	0.321524411688649	0	4	3	5	4	4	6	5	6	7	6	7	8	8	8	11	13	11	10	10	12	14	14	14	15	18	16	15	18	18	20	17	17	17	16	17	19	19	18	19	17	19	17	19	19	21	20	20	18	23	20	21	24	22	25	21	24	26	25	26	27	0	1	1	2	1	1	2	6	4	2	6	3	6	8	1	14	19	19	2	9	13	16	15	19	17	33	19	3	41	27	26	16	35	23	17	11	33	36	34	15	3	4	28	2	35	19	37	45	19	42	26	40	6	2	54	40	1	34	0	31	32	1	3	1	1	2	2	1	1	1	2	1	3	2	2	4	2	1	1	3	2	2	2	2	3	1	1	4	8	1	1	1	3	1	1	2	6	1	1	1	5	5	7	1	6	2	8	1	1	4	2	1	1	11	6	1	2	11	8	1	3	4
38000	-368.347716458203024	-366.908414696249906	-1.439301761953121	0.000658183708666	0.000228557868994	0.347255433375942	0.328315504926869	0	4	3	4	2	4	5	7	6	7	7	9	7	9	8	11	12	10	11	12	13	13	14	15	15	18	16	16	14	17	19	19	16	17	18	19	17	16	19	20	19	20	19	20	18	19	21	20	19	22	22	21	24	23	25	24	24	28	25	27	27	0	1	1	3	1	5	4	3	1	3	2	2	4	10	2	7	8	4	12	2	12	12	19	3	3	25	20	2	22	24	34	22	12	25	28	7	29	5	19	19	28	6	22	6	4	37	48	45	38	33	49	20	2	32	23	36	1	11	0	26	50	1	2	2	1	1	1	1	1	3	2	2	2	1	1	3	3	2	2	1	4	2	1	1	4	4	1	2	6	1	1	1	6	3	2	1	5	2	5	3	4	2	7	4	8	8	1	1	1	2	2	1	6	9	2	6	3	12	12	1	6	3
38500	-358.607622306847929	-356.775853172415623	-1.831769134432288	0.000261672202751	0.000044321288143	0.169377135505348	0.391760886724900	0	4	2	4	5	3	5	6	5	5	8	9	9	7	8	11	12	9	11	12	12	14	14	16	16	18	17	17	17	16	18	17	17	20	18	18	19	20	19	19	16	19	19	18	16	20	19	22	20	22	21	21	23	23	25	21	24	26	24	26	27	0	3	1	3	6	1	2	2	6	2	8	14	8	2	2	2	18	6	18	11	13	16	2	13	19	29	30	21	30	22	33	21	41	26	22	2	31	26	18	44	21	19	17	2	6	14	32	22	32	46	27	30	14	6	41	40	2	2	0	50	34	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	4	2	4	1	3	3	1	6	4	3	1	1	4	1	1	1	2	1	1	2	5	1	1	5	1	2	3	2	7	5	7	1	5	1	2	2	2	7	13	5	1	10	8	1	2	3
