step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
8500	-530.814881747400818	-532.165057994546146	1.350176247145335	0.000084671230175	0.000017347028746	0.204875123578289	0.982555967777139	10	6	12	24	32	41	35	41	38	36	41	44	41	49	50	45	42	44	50	45	48	52	50	51	50	57	56	58	60	55	55	57	59	58	49	64	69	61	61	66	68	65	69	62	65	65	72	65	63	69	72	69	70	67	69	79	81	76	80	83	94	92	93	96	100	89	98	94	102	96	99	100	97	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	16	12	17	18	14	24	25	12	21	25	22	27	24	18	29	38	34	35	31	39	26	44	34	34	11	44	44	38	34	41	36	38	34	39	53	28	40	55	53	66	60	66	66	73	60	59	66	62	60	66	62	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-521.269430922499282	-521.090152542100100	-0.179278380399156	0.000099945594324	0.000020413429197	0.204245413068668	0.999983711947667	9	5	14	26	33	38	37	43	37	39	42	47	40	44	43	43	46	47	48	41	46	54	52	52	56	52	56	60	59	55	51	63	61	58	58	64	69	66	63	69	66	58	62	64	71	59	76	72	71	66	73	74	77	72	77	83	78	84	87	87	95	88	91	93	95	96	101	97	104	97	99	97	96	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	13	12	17	18	14	24	25	23	20	18	22	27	24	31	29	44	34	35	25	39	26	34	34	44	11	38	44	38	34	41	36	48	34	39	53	28	40	55	53	63	60	60	62	62	63	59	60	71	62	60	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-518.266708999747379	-518.558213410031499	0.291504410284147	0.000094016882467	0.000016174726586	0.172040660799679	0.997258695289726	10	6	13	20	31	38	23	43	38	39	41	45	39	47	50	45	46	48	48	43	45	52	51	49	50	57	54	57	59	54	56	61	58	59	55	64	68	63	65	67	69	68	67	70	71	57	71	64	69	67	72	71	73	74	76	81	76	82	83	86	91	92	92	97	93	100	97	98	105	98	96	96	96	2	0	2	3	4	5	3	10	5	5	9	6	7	6	6	13	10	10	9	9	20	16	12	17	18	14	24	18	23	21	18	22	27	24	25	29	38	34	35	18	39	26	48	38	38	11	48	34	38	34	41	36	48	38	41	53	28	40	55	53	60	60	60	62	60	71	59	62	66	62	62	62	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-526.574223542480013	-524.928035836991512	-1.646187705488538	0.000114551307218	0.000023172864334	0.202292447784371	0.986221721477464	11	7	14	25	29	40	35	43	35	37	42	47	47	48	48	43	45	47	46	43	51	51	60	51	52	57	57	59	57	52	57	63	60	58	57	62	69	63	66	67	69	66	70	70	71	71	75	71	61	62	74	71	78	66	78	87	65	88	86	84	93	93	88	97	90	99	99	97	104	97	103	101	97	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	13	12	17	18	14	24	31	12	20	25	22	27	24	25	29	38	34	35	31	39	26	54	54	54	11	44	54	34	34	39	36	54	38	39	53	28	40	55	53	63	63	60	62	60	62	59	60	73	62	73	63	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-533.244397965751546	-534.774259095409434	1.529861129657859	0.000081260062523	0.000013328186755	0.164018908439112	0.996875746893985	7	5	14	26	31	39	34	39	34	34	44	46	45	53	51	43	43	46	46	43	50	51	50	51	57	58	57	58	59	59	50	62	59	61	59	66	74	64	65	67	67	68	66	70	67	53	71	65	64	67	72	72	75	68	77	80	69	79	92	83	95	90	91	98	100	93	99	98	101	95	86	93	97	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	8	8	9	9	20	13	12	17	31	14	24	18	23	21	18	22	27	24	18	29	54	34	35	31	35	26	34	38	38	11	38	34	34	34	39	36	54	34	41	53	28	40	55	53	63	71	60	66	66	63	59	62	62	63	60	62	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-525.925863094074430	-527.050970177333738	1.125107083259275	0.000087862232115	0.000021028295977	0.239332594574981	0.996902415729514	9	5	14	27	32	40	39	42	35	38	41	45	46	52	46	43	46	50	45	45	49	46	52	49	52	56	53	59	58	56	52	64	58	55	57	67	67	61	62	62	70	62	68	65	65	52	64	68	67	69	70	80	77	72	80	84	67	89	87	80	90	90	92	100	99	97	93	98	106	97	101	101	86	2	0	2	3	4	5	4	10	5	5	9	6	16	6	6	7	8	8	9	9	20	7	12	17	18	14	24	25	23	20	18	22	27	24	25	29	38	34	35	25	39	26	38	34	34	11	34	38	38	38	39	36	48	48	41	53	28	40	55	53	73	60	60	66	62	62	59	63	71	62	62	66	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-522.674689721485834	-523.739272162495354	1.064582441009515	0.000088205471369	0.000020161797878	0.228577633162180	0.984408633570529	9	6	16	22	34	40	38	46	40	42	43	46	44	45	48	47	47	50	51	46	51	54	53	50	52	57	55	55	59	54	58	61	60	59	58	65	66	68	65	66	67	70	67	67	71	63	76	63	69	66	73	71	75	64	75	80	73	89	89	85	92	89	90	97	98	96	95	101	101	99	104	93	93	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	16	12	17	18	14	24	18	23	21	25	22	27	24	18	29	34	48	35	31	35	26	54	48	48	11	44	34	34	34	41	36	44	34	41	53	28	40	55	53	62	60	60	62	60	63	59	62	73	63	66	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-526.855819485774077	-527.191092891564722	0.335273405790595	0.000091864362025	0.000012861834293	0.140008965489398	0.976358581433408	13	10	16	27	32	41	37	44	38	40	41	46	46	46	46	44	45	44	47	44	48	49	53	49	52	51	55	58	58	58	54	58	60	60	63	62	70	63	66	65	68	58	71	72	67	47	69	75	68	66	73	78	74	68	76	81	82	86	87	82	95	88	92	100	100	89	91	90	106	100	100	102	96	2	0	2	3	4	5	4	10	5	5	9	6	16	6	6	7	10	10	9	9	20	13	12	17	18	14	24	25	23	21	25	22	27	24	25	29	54	34	35	31	35	26	38	38	34	11	38	54	38	34	41	36	54	38	41	53	28	40	55	53	62	60	66	63	73	60	59	62	63	66	62	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-539.695562652415788	-541.655113409423620	1.959550757007796	0.000080803433492	0.000025467048718	0.315172853647950	0.986184201987784	12	4	12	26	34	40	35	46	38	38	41	43	44	48	46	41	46	48	44	43	48	53	47	51	51	52	55	59	61	54	56	66	60	55	57	64	72	67	62	63	68	68	71	64	72	43	70	67	59	70	69	72	77	70	70	84	80	71	88	82	91	92	86	93	94	98	96	99	102	98	89	103	86	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	13	12	17	18	14	24	18	23	20	18	22	27	24	25	29	44	44	35	31	39	26	38	34	38	11	38	44	34	48	39	36	54	44	35	53	28	40	55	53	63	63	60	73	71	73	59	63	71	71	63	66	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-521.647631037732822	-521.670968573249866	0.023337535517069	0.000100205459076	0.000031919298630	0.318538520000659	0.994841337550716	9	4	14	21	32	41	31	45	36	39	41	44	45	49	52	42	43	49	46	43	51	49	54	50	56	56	57	59	55	54	56	57	61	58	62	63	71	64	65	70	68	62	68	65	70	73	73	70	73	67	70	77	73	75	79	81	68	85	90	88	94	91	92	100	98	94	98	94	103	99	97	101	97	2	0	2	3	4	5	4	10	5	5	9	6	16	6	6	7	10	10	9	9	20	16	12	17	18	14	24	31	12	21	18	22	27	24	25	29	44	34	35	31	39	26	34	34	38	11	48	38	44	38	35	36	44	38	41	53	28	40	55	53	62	60	60	62	62	60	59	62	73	66	63	62	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-530.446312427838848	-530.074073057375131	-0.372239370463712	0.000101083809968	0.000018418225075	0.182207468048582	0.989395928045271	9	3	6	24	33	40	35	39	36	37	42	47	42	47	52	47	45	48	45	44	49	52	50	50	55	54	54	59	59	53	55	64	58	57	59	65	67	64	65	68	63	66	69	70	70	74	73	67	67	71	69	78	72	63	81	82	76	87	94	87	90	90	90	99	104	94	100	102	105	97	98	97	94	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	8	9	9	20	13	12	17	18	14	24	25	23	20	18	22	27	24	25	29	34	34	35	31	35	26	48	48	54	11	54	54	54	54	41	36	48	34	41	53	28	40	55	53	60	60	60	73	73	60	59	66	63	63	62	63	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-524.116909243866530	-525.943567367527066	1.826658123660487	0.000080067004941	0.000016816200498	0.210026595978075	0.997687482904039	12	4	13	24	30	39	36	44	37	38	41	46	39	48	48	46	44	47	44	42	50	54	55	50	55	57	54	60	60	57	60	59	59	57	58	65	74	67	66	68	67	65	71	63	66	58	72	63	69	69	73	74	76	75	72	82	76	87	84	82	87	93	89	96	96	99	92	97	99	99	101	99	90	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	7	12	17	18	14	24	25	12	21	25	22	27	24	18	29	44	44	35	25	35	26	48	34	34	11	48	34	34	48	39	36	38	44	41	53	28	40	55	53	60	73	60	63	63	73	59	62	62	73	63	63	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-532.256099847316705	-532.504108508723448	0.248008661406703	0.000095641807299	0.000019442845874	0.203288147968841	0.983232706771145	14	6	11	21	31	41	30	43	34	40	39	43	42	47	47	44	47	46	44	46	50	51	51	54	53	53	57	57	56	52	59	56	58	61	60	59	70	64	63	69	67	65	71	69	67	58	67	71	71	71	75	65	74	64	79	83	80	90	94	83	88	88	95	98	99	92	100	94	100	96	96	104	93	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	8	10	9	9	20	13	12	17	18	14	24	25	23	20	18	22	27	24	25	29	38	34	35	31	35	26	54	54	34	11	34	44	38	34	41	36	44	34	41	53	28	40	55	53	60	60	62	62	73	60	59	62	62	66	66	63	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-530.355150106240671	-530.226421024094975	-0.128729082145694	0.000101357208072	0.000029452225316	0.290578498322415	0.997932689092558	13	9	12	26	29	40	39	44	35	36	41	46	42	48	54	46	45	51	42	39	47	50	56	49	56	56	51	59	61	61	58	58	58	60	60	67	72	63	65	67	68	69	72	68	73	55	77	76	67	67	71	76	70	70	79	78	63	82	85	83	92	89	88	95	95	87	92	96	96	96	88	96	98	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	13	12	17	18	14	24	18	23	21	18	22	27	24	18	29	44	34	35	31	35	26	38	38	54	11	44	44	38	34	39	36	38	38	41	53	28	40	55	53	66	60	60	62	66	60	59	62	71	71	60	71	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-518.490111962374385	-518.139821749872226	-0.350290212502147	0.000100350736612	0.000017076865797	0.170171803154371	0.996921865602632	14	6	15	27	32	38	34	38	40	35	44	46	44	48	47	42	47	49	50	45	49	50	54	51	55	52	56	59	60	56	58	53	59	58	62	67	70	65	64	68	67	65	64	68	69	54	74	63	65	68	72	74	76	67	79	87	75	83	87	84	94	90	94	99	98	98	95	98	101	94	101	102	90	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	8	8	9	9	20	7	12	17	18	14	24	18	23	20	18	22	27	24	31	29	38	34	35	18	39	26	34	38	48	11	48	34	34	48	41	36	44	48	41	53	28	40	55	53	73	60	73	73	63	62	59	63	73	62	63	63	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-527.512119208131594	-526.510025203099190	-1.002094005032390	0.000107238298590	0.000019160853597	0.178675471816973	0.996187867357460	10	9	14	28	35	40	37	44	38	41	41	45	39	46	45	43	45	49	46	44	49	50	56	52	53	53	56	60	58	52	52	56	58	58	61	65	70	61	69	68	67	58	69	63	68	59	73	69	70	68	73	68	74	66	74	80	78	80	85	82	87	90	95	98	97	93	96	99	100	98	94	96	88	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	8	9	9	20	13	12	17	18	14	24	31	12	21	18	22	27	24	31	29	38	34	35	25	35	26	44	34	44	11	48	44	44	38	35	36	48	38	35	53	28	40	55	53	60	60	73	62	66	73	59	63	63	63	62	62	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-544.296049479568865	-542.859103843338630	-1.436945636230251	0.000114517982648	0.000033897612501	0.296002529189351	0.989095492643435	7	2	12	28	30	39	35	43	35	38	39	46	46	44	48	39	44	50	45	41	44	51	52	49	53	54	53	58	62	59	51	54	57	59	58	65	66	67	62	69	68	67	70	62	73	72	71	67	71	67	67	71	72	70	78	81	83	81	91	82	87	86	91	101	94	97	94	92	97	98	102	104	92	2	0	2	3	3	5	4	10	5	5	9	6	7	6	6	7	10	8	9	9	20	13	12	17	31	14	24	25	23	20	18	22	27	24	18	29	44	34	35	25	35	26	44	34	54	11	38	44	44	34	35	36	38	44	41	53	28	40	55	53	60	60	60	66	60	73	59	62	62	73	62	73	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-528.142731195997158	-528.676583017095027	0.533851821097848	0.000094681965088	0.000027201375365	0.287292044900725	0.999975893250146	10	5	11	23	33	38	28	44	36	37	39	44	35	44	44	44	47	45	52	44	51	52	58	49	51	52	56	60	59	55	58	61	61	58	61	67	66	64	67	65	67	64	67	65	64	53	71	70	68	68	72	76	75	69	81	82	73	69	87	82	95	87	88	98	99	96	97	100	100	95	103	96	99	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	16	12	17	18	14	24	25	12	20	25	22	27	24	25	29	34	34	35	31	35	26	44	34	34	11	38	44	38	38	41	36	48	38	41	53	28	40	55	53	60	60	60	63	63	62	59	66	63	62	63	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-528.397312193266771	-528.154376444762192	-0.242935748504531	0.000101836267177	0.000025740696324	0.252765513088517	0.963207645608845	12	10	17	25	28	38	33	44	34	39	43	44	39	46	48	45	45	45	41	42	46	50	57	51	52	51	54	60	60	61	51	64	59	59	60	65	72	66	63	63	65	61	72	65	66	64	68	64	71	68	70	70	76	76	75	81	74	74	88	83	90	91	88	97	102	98	98	97	104	94	96	100	94	2	0	2	3	3	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	16	12	17	18	14	24	31	23	21	18	22	27	24	31	29	38	48	35	31	35	26	34	34	48	11	34	34	44	34	39	36	44	44	41	53	28	40	55	53	60	60	60	62	62	73	59	73	73	62	62	73	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-533.799849402299742	-532.630410554902483	-1.169438847397268	0.000110278683316	0.000024108011663	0.218609897559808	0.983719507705525	9	4	16	26	31	37	35	43	37	38	41	45	45	53	48	42	46	42	53	45	47	51	55	50	51	59	58	51	64	54	55	58	61	58	53	67	70	63	63	68	67	62	70	63	68	61	68	66	70	70	71	74	72	80	79	85	65	90	88	85	94	89	93	97	100	98	93	99	101	92	101	99	99	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	16	12	17	18	14	24	18	23	21	25	22	27	24	18	29	38	34	35	31	39	26	38	34	38	11	38	34	38	48	41	36	44	44	39	53	28	40	55	53	62	60	62	62	66	60	59	62	73	62	62	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-524.120059538342161	-524.989672735126646	0.869613196784470	0.000091251306912	0.000025787550629	0.282599247082942	0.991370183221049	7	1	14	27	32	39	31	42	37	38	43	46	40	50	52	48	46	42	46	43	48	52	54	48	50	54	52	58	59	55	58	67	58	60	60	64	71	65	64	66	67	68	72	66	68	65	71	68	69	69	71	73	76	66	69	83	77	85	87	84	93	88	88	93	98	97	97	95	97	96	96	96	94	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	13	10	10	9	9	20	16	12	17	18	14	24	25	12	20	25	22	27	24	18	29	44	34	35	31	39	26	44	34	38	11	44	38	38	44	39	36	38	34	35	53	28	40	55	53	62	60	60	63	73	73	59	63	63	62	63	62	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-527.554371198917011	-527.743993330676744	0.189622131759698	0.000095783417262	0.000018246252696	0.190494902118314	0.994698851156381	10	7	17	28	33	37	36	42	37	39	43	46	43	49	45	45	44	43	51	47	49	52	51	49	54	57	52	59	53	54	58	65	58	56	60	63	73	66	64	67	68	68	64	66	60	60	71	74	66	65	73	70	73	59	72	81	69	75	78	83	91	89	91	100	90	95	96	98	105	99	98	103	94	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	13	12	17	18	14	24	25	12	20	25	22	27	24	25	29	34	34	35	31	39	26	34	54	34	11	44	44	54	34	39	36	38	34	41	53	28	40	55	53	62	60	60	66	60	62	59	66	73	63	63	71	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-535.488269247409903	-535.088320721375339	-0.399948526034610	0.000104067169719	0.000030224025033	0.290428048683735	0.995626859486044	12	5	10	28	34	39	33	42	37	38	43	44	42	45	51	42	49	51	45	43	46	50	58	51	53	53	56	59	64	61	56	53	59	59	58	67	71	66	60	66	67	61	71	69	61	67	73	64	63	70	63	77	74	66	77	84	77	79	92	81	86	85	89	91	101	95	97	89	108	92	98	99	99	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	13	12	17	18	14	24	31	23	21	18	22	27	24	18	29	48	34	35	31	35	26	48	34	34	11	44	34	34	48	35	36	38	34	41	53	28	40	55	53	60	60	62	63	73	63	59	62	73	62	66	60	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-518.965194086008978	-519.025336782205727	0.060142696196745	0.000096605334438	0.000017236391077	0.178420696720527	0.997516245872852	11	6	14	26	30	36	35	45	35	39	43	46	39	46	48	42	44	47	45	43	49	49	56	51	53	54	54	56	60	55	58	55	58	60	60	66	67	66	64	62	70	70	72	69	66	47	69	68	66	69	72	73	76	73	75	82	81	84	88	86	95	90	91	97	98	93	92	96	105	95	95	98	90	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	7	12	17	18	14	24	18	12	21	25	22	27	24	25	29	34	34	35	31	39	26	48	38	34	11	34	34	34	34	39	36	48	38	41	53	28	40	55	53	62	60	60	66	60	63	59	63	71	73	73	73	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-533.147990897264435	-533.544685618806056	0.396694721541642	0.000092085230612	0.000014195607164	0.154157263540114	0.976745010004472	11	1	10	23	31	38	38	41	36	36	42	45	41	48	46	41	43	47	45	43	46	51	49	48	55	53	54	61	61	56	58	54	59	52	58	66	68	57	65	68	70	67	71	61	70	57	65	71	64	64	75	78	76	81	79	81	79	87	91	85	91	89	91	100	101	96	100	96	100	93	95	97	92	2	0	2	3	4	5	4	10	5	5	9	6	7	6	6	7	10	10	9	9	20	7	12	17	18	14	24	25	23	21	25	22	27	24	18	29	44	34	35	25	35	26	38	34	44	11	38	44	38	44	41	36	48	48	39	53	28	40	55	53	60	60	60	63	60	63	59	60	71	60	62	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
