step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
5000	-212.941669213779534	-211.279738893767671	-1.661930320011857	0.000010873939948	0.000016344404129	1.503080227282699	0.481603607056903	13	12	14	17	15	16	15	18	20	18	20	22	25	21	26	28	27	30	34	33	38	2	0	1	5	2	7	2	5	3	2	5	8	6	11	11	13	15	13	18	17	20	1	1	1	1	2	1	2	2	4	4	2	2	5	1	2	1	1	3	3	4	3
5500	-201.362971217151511	-199.426029078434340	-1.936942138717174	0.000012162168232	0.000026512044012	2.179878086383064	0.633346303105187	13	11	14	16	15	17	15	19	20	17	20	22	23	24	24	28	29	30	35	34	38	2	0	1	5	2	7	2	5	3	2	5	11	6	11	12	13	15	16	18	17	20	2	1	1	1	2	1	2	3	4	2	2	1	2	2	1	2	3	1	3	2	2
6000	-164.188949211713862	-162.456096904112343	-1.732852307601516	0.000022682701686	0.000037990070880	1.674847705766407	0.498243402752203	13	12	14	17	16	17	16	18	19	18	20	23	25	24	25	28	29	30	34	34	39	2	0	1	5	2	7	2	5	3	7	5	11	7	12	12	13	15	16	18	17	20	1	1	1	1	2	1	2	1	3	1	2	2	3	1	1	1	2	2	2	2	2
6500	-164.938556679898880	-163.528058787564561	-1.410497892334309	0.000047751471336	0.000040345156968	0.844898719115818	0.517725743369747	13	11	14	18	15	16	17	19	18	17	19	23	25	23	26	29	29	30	32	33	39	2	0	1	7	1	2	2	5	3	2	5	8	6	8	12	13	15	13	18	17	20	1	1	1	1	1	1	3	2	2	2	2	2	5	2	2	1	1	2	1	1	2
7000	-162.221804538348692	-160.789797765787341	-1.432006772561342	0.000173762064247	0.000061779507344	0.355540823086592	0.421480589140219	13	11	14	17	15	16	16	19	19	17	21	23	23	25	26	27	29	30	34	33	39	2	0	1	5	1	5	2	5	3	1	5	8	6	8	11	11	12	6	18	17	18	1	1	1	1	1	1	3	2	2	1	2	1	4	3	3	3	3	5	2	2	5
7500	-167.080791611327641	-165.628825182802672	-1.451966428524976	0.000189770778554	0.000063412132098	0.334151193250878	0.344122226190969	13	11	14	17	15	16	18	19	20	19	20	22	24	24	25	27	28	30	34	32	37	2	0	1	2	1	1	4	5	3	6	5	6	4	12	13	12	4	16	4	15	8	1	1	1	3	1	2	1	3	3	1	2	3	4	1	1	2	4	2	8	4	9
8000	-154.213670233583883	-152.777338879227074	-1.436331354356811	0.000185879421014	0.000065161353630	0.350557115330486	0.586134677288846	13	12	14	17	14	17	16	19	18	19	20	21	23	25	25	27	28	30	32	33	39	2	0	1	7	2	7	2	7	3	9	9	8	6	12	12	14	12	14	16	17	20	1	1	1	1	1	1	2	1	2	1	1	1	2	3	2	1	2	2	2	3	3
8500	-153.335130483882466	-151.812893390421635	-1.522237093460843	0.000256478461498	0.000071832716558	0.280073095177617	0.482495418588576	13	12	14	15	16	16	18	18	20	18	21	24	24	23	25	28	29	30	35	33	38	2	0	1	2	4	2	5	6	8	1	7	14	7	11	14	13	15	10	16	17	17	1	1	1	2	1	2	1	2	1	4	2	1	3	1	1	3	1	6	3	2	4
9000	-166.546710997191440	-164.865030211266401	-1.681680785925026	0.000188554713192	0.000039470872806	0.209333790378859	0.289020998678012	12	11	13	18	15	16	18	19	20	18	20	22	25	25	26	28	27	30	34	34	38	2	0	1	5	2	1	2	5	3	6	8	11	6	6	8	6	14	6	16	14	15	1	1	1	2	2	3	3	2	4	1	1	2	5	3	5	5	2	7	3	3	6
9500	-160.712616479760356	-159.280142407365304	-1.432474072395059	0.000242149483934	0.000085961056669	0.354991698816293	0.591736723431281	13	12	14	18	16	15	18	20	20	18	19	24	24	22	25	27	30	31	35	33	39	2	0	1	5	2	2	5	4	3	1	1	8	11	4	9	13	12	12	16	17	19	1	1	1	1	2	1	1	1	3	3	3	1	2	2	2	2	3	3	4	1	3
10000	-166.743619848173722	-165.195188650342004	-1.548431197831712	0.000252523293012	0.000066909145506	0.264962272225056	0.311972178165472	13	11	14	17	15	17	15	19	19	18	21	23	24	25	25	28	28	30	34	33	40	2	0	1	1	2	7	1	4	2	2	7	8	11	9	11	14	10	14	16	15	11	1	1	1	1	2	1	2	1	3	4	3	3	1	4	2	1	5	2	5	5	9
10500	-170.753934043268004	-169.390706642527078	-1.363227400740925	0.000258986318027	0.000135335548725	0.522558680919728	0.292409093746953	13	12	14	17	16	17	15	20	19	19	20	22	24	24	25	28	28	30	34	34	39	2	0	1	1	2	7	1	5	3	6	7	8	6	6	4	15	12	6	16	12	11	1	1	1	3	2	1	1	1	2	1	3	1	3	3	3	2	3	7	5	7	7
11000	-136.912944056965415	-135.417603459263518	-1.495340597701899	0.000177252759865	0.000052812140317	0.297948197572756	0.593589104143050	13	12	14	17	15	17	17	20	21	19	21	23	23	23	26	28	29	31	34	33	39	2	0	1	5	2	2	5	5	10	1	8	8	10	11	12	13	15	16	18	17	17	1	1	1	1	1	1	1	2	1	3	1	2	2	1	2	2	1	2	1	2	5
11500	-151.450551800797541	-150.061861118228791	-1.388690682568761	0.000131700042056	0.000055866828697	0.424197500812890	0.515488340306289	13	11	14	17	15	17	17	18	20	19	20	24	24	24	25	28	29	31	34	33	39	2	0	1	1	1	1	2	5	6	2	7	9	6	4	4	13	15	16	18	17	17	1	1	1	3	1	2	2	1	2	3	1	2	3	4	3	2	2	1	2	2	5
12000	-157.519958979345006	-156.040644821518811	-1.479314157826186	0.000218247685946	0.000067670040645	0.310060747501973	0.593442684544628	13	12	14	16	14	17	15	19	19	18	19	21	22	24	25	28	30	29	33	32	39	2	0	1	5	1	7	1	4	2	7	10	9	9	12	8	6	16	13	16	17	17	1	1	1	1	1	2	1	1	3	1	1	1	1	2	4	5	1	3	2	2	5
12500	-168.520418255759040	-167.055248314197371	-1.465169941561676	0.000204134870687	0.000065711105441	0.321900443659363	0.372971263533799	13	12	14	16	15	14	16	20	21	19	21	23	25	25	26	28	29	29	34	34	38	2	0	1	5	2	2	2	2	1	6	5	10	11	1	8	6	12	14	13	17	14	1	1	1	1	2	1	2	4	4	2	4	2	2	4	3	6	2	2	3	2	7
13000	-160.665820148560016	-159.183982572506153	-1.481837576053861	0.000145311536650	0.000044765928194	0.308068644967666	0.361910741402150	13	11	14	18	15	16	18	20	20	19	21	24	24	23	26	28	29	30	33	34	40	2	0	1	6	2	2	1	7	6	2	10	6	6	10	14	13	15	16	14	15	14	1	1	1	1	2	2	3	1	2	4	1	5	3	2	1	2	2	1	5	3	8
13500	-159.613861340249230	-158.212965697850450	-1.400895642398789	0.000191502578720	0.000076597704316	0.399982625966304	0.464382895405118	13	11	14	18	15	17	16	19	20	18	20	22	25	23	25	28	28	30	34	34	37	2	0	1	5	2	7	2	7	3	5	4	6	14	7	12	13	11	16	18	12	14	1	1	1	2	2	1	3	2	3	2	1	2	1	2	2	2	3	1	2	5	6
14000	-170.309477990837621	-168.863823796572660	-1.445654194264971	0.000243647688974	0.000082961336381	0.340497119962763	0.503534620430274	13	12	14	16	15	17	15	19	21	19	20	23	25	25	25	29	28	29	34	32	39	2	0	1	2	2	7	1	6	8	4	4	10	4	1	12	14	1	14	20	4	15	1	1	1	2	2	1	1	1	1	1	2	2	4	5	1	1	7	1	1	6	7
14500	-138.612543148447713	-136.943005646912752	-1.669537501534971	0.000137601492969	0.000029361024393	0.213377222582626	0.577829410153352	13	11	14	18	15	16	17	19	20	17	20	23	23	22	25	28	30	30	33	34	40	2	0	1	7	2	2	2	7	3	6	6	14	6	11	12	13	15	16	16	17	17	1	1	1	1	2	2	3	1	2	1	2	1	4	1	1	2	3	1	4	2	5
15000	-164.733360617354549	-163.314611851151597	-1.418748766202955	0.000218840544582	0.000081484644967	0.372347112929540	0.293833321138025	13	12	14	17	15	17	17	19	20	16	21	24	23	23	26	28	29	29	34	33	39	2	0	1	3	2	5	5	5	5	2	4	14	6	11	8	6	12	12	18	16	17	1	1	1	1	1	1	2	2	2	2	1	1	3	1	3	6	2	2	2	2	4
15500	-187.957652682002390	-186.472446600221474	-1.485206081780904	0.000329525394458	0.000100657170534	0.305461042537885	0.282147065216577	13	12	14	18	15	14	17	19	20	19	20	24	24	24	25	28	26	30	34	34	38	2	0	1	6	2	2	2	6	4	7	1	9	9	10	5	13	10	6	16	9	12	1	1	1	2	1	1	3	4	1	1	4	2	2	3	4	2	4	8	3	8	7
16000	-163.610680556455065	-162.167157276625062	-1.443523279830004	0.000173821094163	0.000059572029075	0.342720366376873	0.569452320399796	13	12	14	17	16	16	18	18	21	18	20	23	23	25	26	27	28	31	33	33	37	2	0	1	5	2	2	6	5	2	5	4	7	6	12	12	12	8	17	18	17	15	1	1	1	1	2	2	2	1	4	1	1	2	2	1	2	3	4	1	1	2	6
16500	-155.405013606134474	-153.851244742314833	-1.553768863819649	0.000183367795574	0.000048062869083	0.262111833391546	0.569870622313250	13	12	14	18	16	16	17	18	20	17	18	22	25	25	25	28	30	30	32	34	39	2	0	1	6	2	1	5	5	3	6	6	10	12	8	12	13	15	16	18	17	15	1	1	1	1	2	1	1	1	3	1	2	2	1	3	1	1	3	1	1	2	7
17000	-142.625044655443958	-140.921070778678512	-1.703973876765454	0.000167462357312	0.000033876808329	0.202295064233066	0.635577729211716	13	12	14	18	14	16	16	20	21	18	21	22	24	23	25	29	28	30	34	33	39	2	0	1	7	2	2	2	4	3	2	2	8	6	8	12	13	15	16	16	17	17	1	1	1	1	1	2	2	1	4	2	5	1	4	1	2	3	1	1	2	3	5
17500	-155.345099857372162	-153.852703858614404	-1.492395998757760	0.000145568193334	0.000043682380200	0.300081901134998	0.361619690098905	13	11	14	17	15	17	16	19	21	17	19	23	22	24	26	27	29	30	32	34	39	2	0	1	2	2	5	2	4	3	2	1	8	6	11	12	13	15	16	13	17	15	1	1	1	3	2	1	2	1	4	4	3	1	3	2	2	2	1	1	3	2	7
18000	-137.388347684032112	-135.862644648750972	-1.525703035281138	0.000137126200185	0.000038115163783	0.277956829052181	0.549043446094383	13	12	14	16	14	16	17	19	20	18	21	23	24	25	26	29	30	31	34	33	40	2	0	1	2	2	5	2	7	3	2	7	11	6	12	12	13	15	16	16	17	17	1	1	1	2	2	1	2	1	3	4	1	1	3	1	1	2	2	1	2	2	5
18500	-145.264215151934820	-143.649433013993303	-1.614782137941523	0.000131304125578	0.000030697380278	0.233788391209408	0.480373269910430	13	12	14	17	14	17	16	19	20	18	19	21	24	24	25	29	30	30	34	33	40	2	0	1	5	2	7	2	5	3	2	2	8	6	12	12	13	15	16	13	15	17	1	1	1	1	1	1	2	2	3	3	3	1	5	2	2	3	2	1	4	3	5
19000	-154.072341806737853	-152.513978857229745	-1.558362949508109	0.000151132698719	0.000039251279698	0.259714013120175	0.387971801859778	13	12	14	17	15	17	15	19	20	18	19	22	24	24	25	29	29	30	34	34	40	2	0	1	7	2	2	2	2	3	7	7	11	6	11	12	7	15	16	16	17	17	1	1	1	1	2	3	2	2	3	1	3	2	4	2	2	5	2	1	2	3	4
19500	-164.818652681680220	-163.446785318528157	-1.371867363152073	0.000241456515684	0.000114261235101	0.473216615327142	0.348881901056902	13	12	14	17	15	17	18	20	21	18	20	23	24	24	25	26	29	30	33	34	39	2	0	1	5	2	5	2	2	11	2	7	6	6	7	10	14	7	6	17	18	14	1	1	1	1	2	1	2	5	1	2	2	3	3	3	3	1	7	6	2	2	6
20000	-172.178033720967278	-170.552376776356908	-1.625656944610361	0.000209876401021	0.000048149262474	0.229417229570451	0.447279194994374	13	12	14	17	15	16	18	19	20	18	20	23	22	23	25	29	28	28	35	32	39	2	0	1	6	2	2	6	5	1	5	1	8	6	11	11	13	8	1	17	8	12	1	1	1	1	2	2	1	2	3	1	3	3	2	2	3	3	6	6	4	5	8
20500	-149.693034188822509	-148.163332674102577	-1.529701514719942	0.000173424180632	0.000047789177408	0.275562365256452	0.590061014184829	13	12	14	18	15	17	17	19	19	18	20	23	24	25	26	27	30	30	34	33	39	2	0	1	7	2	2	2	6	2	7	8	11	9	4	12	13	12	12	18	15	17	1	1	1	1	1	2	3	1	3	1	1	2	2	4	1	2	3	2	2	4	4
21000	-138.407965952954640	-137.037748343788792	-1.370217609165848	0.000123872932493	0.000059471484973	0.480100727223266	0.521758821607582	13	12	14	17	16	17	16	19	20	18	20	23	24	24	25	28	30	30	34	33	40	2	0	1	5	2	2	2	6	3	6	4	8	6	6	14	13	15	16	18	17	17	1	1	1	1	2	3	2	2	2	1	1	1	4	3	1	2	2	1	2	2	4
21500	-152.167118117968670	-150.766428434151862	-1.400689683816801	0.000187409879618	0.000075028991072	0.400347042670427	0.486316403665873	13	11	14	16	15	16	18	17	20	17	20	23	23	24	25	28	29	30	34	33	39	2	0	1	5	1	1	6	5	3	6	8	11	6	4	11	13	14	13	16	17	15	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	2	3	3	2	1	7
22000	-147.372961007925966	-145.833607627661650	-1.539353380264325	0.000266723273709	0.000072009545004	0.269978483703979	0.532209588787510	13	12	14	18	15	16	18	19	20	18	19	22	24	24	25	28	30	30	33	34	39	2	0	1	6	2	2	6	5	2	6	6	11	9	12	14	14	15	16	18	17	15	1	1	1	2	1	2	1	2	4	1	1	1	3	1	1	2	2	1	2	2	6
22500	-156.395539239843430	-154.843442443097615	-1.552096796745815	0.000220132143232	0.000057894128830	0.262997161521176	0.468765325200084	13	11	14	18	16	16	16	18	21	17	20	24	25	22	26	29	29	31	33	31	39	2	0	1	6	1	2	2	6	2	2	4	14	6	11	12	13	9	16	16	15	12	1	1	1	1	2	3	2	2	5	4	1	1	4	1	1	2	3	1	1	3	6
23000	-151.267668997898966	-149.905613058310905	-1.362055939588049	0.000180925217995	0.000096905944418	0.535613252214979	0.631530218235236	12	11	14	18	14	16	17	20	20	16	19	23	24	24	25	28	28	30	34	33	38	2	0	1	6	2	5	5	4	3	2	4	11	6	11	8	13	15	16	18	17	15	1	1	1	1	1	2	1	1	3	2	1	2	2	3	2	2	1	1	2	3	4
23500	-151.717305501964233	-150.132366246303405	-1.584939255660835	0.000254732410532	0.000062856444918	0.246754799622895	0.478430812334813	13	12	14	18	16	15	16	20	20	19	19	24	25	24	25	28	29	31	34	33	38	2	0	1	5	2	2	3	4	3	7	4	10	6	4	10	14	12	16	18	12	14	1	1	1	1	2	1	1	1	3	2	1	2	5	3	4	2	2	2	2	4	8
24000	-154.112854698771827	-152.593326373991886	-1.519528324779942	0.000224209339810	0.000063171939610	0.281754273319819	0.547508642387214	12	11	13	17	15	17	18	20	18	17	20	22	25	25	25	28	29	31	34	34	39	2	0	1	5	2	1	6	4	10	2	10	8	7	8	12	14	15	14	18	17	17	1	1	1	1	2	2	1	1	1	3	2	1	3	3	2	2	2	2	1	4	5
24500	-168.894019210865594	-167.480621391046327	-1.413397819819262	0.000212248982445	0.000080637212563	0.379918017199427	0.329288071116448	13	11	14	16	15	16	18	19	20	19	20	22	24	23	24	28	30	31	34	33	39	2	0	1	5	2	5	3	5	1	5	4	7	14	5	8	7	12	12	16	12	16	1	1	1	1	2	1	2	2	3	1	2	2	1	4	4	5	3	6	3	8	6
25000	-155.380206095268193	-153.920258561682402	-1.459947533585800	0.000136524362020	0.000044587964458	0.326593465062137	0.366112248198404	13	12	14	17	15	16	18	19	21	18	20	23	24	25	26	29	28	30	34	33	40	2	0	1	5	2	2	6	5	11	2	2	8	6	6	12	6	15	6	18	14	17	1	1	1	1	1	3	1	2	1	2	5	2	3	4	2	9	1	6	3	4	6
25500	-173.152832145245611	-171.660667980163055	-1.492164165082557	0.000224663021555	0.000067455420991	0.300251552410131	0.471601144438008	13	12	14	18	14	17	17	19	19	19	21	20	25	24	25	28	29	30	34	33	40	2	0	1	5	2	2	1	5	7	6	7	7	4	11	12	7	15	14	13	12	14	1	1	1	2	1	3	2	2	1	1	1	2	4	2	4	6	2	2	3	5	8
26000	-151.109899310057273	-149.718896724622482	-1.391002585434798	0.000168047700142	0.000070435176149	0.419137995278940	0.517301199418972	13	12	14	18	15	14	17	19	21	19	21	23	23	23	25	28	29	30	34	32	40	2	0	1	2	2	2	5	5	2	5	8	11	7	8	14	13	14	13	18	15	15	1	1	1	3	2	1	1	2	4	2	1	1	2	2	2	2	3	4	2	3	7
26500	-170.131698990482192	-168.724574420070496	-1.407124570411697	0.000216388175382	0.000084286917997	0.389517208360271	0.421749945425485	13	12	14	17	16	15	17	20	20	18	20	23	24	24	24	29	28	30	34	32	39	2	0	1	5	2	2	2	10	10	6	4	5	6	11	2	6	14	6	15	18	18	1	1	1	1	2	1	2	1	1	1	2	4	5	2	6	7	3	6	6	1	5
27000	-162.316703146044318	-160.618726329263865	-1.697976816780458	0.000236687558727	0.000048317887003	0.204142065020247	0.524006237386924	13	11	14	16	14	14	16	20	20	19	19	21	24	24	25	29	29	31	34	32	38	2	0	2	6	1	1	3	2	3	6	4	11	8	12	8	13	14	16	18	17	15	1	1	2	1	1	1	1	5	2	2	1	1	1	1	2	3	3	1	2	2	7
27500	-139.599312680407365	-137.818400400040275	-1.780912280367092	0.000158812263553	0.000028773921621	0.181181987948243	0.574987467066701	13	12	14	16	15	17	17	19	21	19	20	23	25	24	26	26	29	29	34	33	39	2	0	1	5	2	2	2	7	7	7	7	8	6	8	14	13	15	13	18	15	17	1	1	1	1	2	3	2	1	1	1	1	2	4	2	1	1	2	2	2	4	5
28000	-147.528701074470206	-146.095518977872047	-1.433182096598159	0.000131233514205	0.000046478278889	0.354164705338949	0.507993767722098	13	12	14	18	16	16	18	19	19	18	20	23	23	24	26	28	29	30	34	33	38	2	0	1	5	2	2	6	6	6	2	5	8	6	12	11	13	15	16	16	17	20	1	1	1	1	2	3	1	2	2	4	3	2	2	1	2	4	2	1	2	2	3
28500	-170.624266479378662	-169.130848972935183	-1.493417506443488	0.000268530780744	0.000080381276834	0.299337292398267	0.398127395159963	13	12	14	16	14	17	15	20	21	19	21	23	24	24	25	29	29	29	34	31	39	2	0	1	7	2	5	2	1	3	1	10	4	6	10	11	6	9	14	13	15	18	1	1	1	1	1	1	2	3	3	3	1	5	4	2	2	6	4	3	4	2	5
29000	-150.404827964922333	-148.819444319568845	-1.585383645353497	0.000130468842265	0.000032167125503	0.246550248663635	0.601066665289024	13	12	14	17	15	15	17	19	20	17	19	24	24	23	26	29	29	30	33	33	38	2	0	1	2	2	2	2	5	7	2	1	8	7	11	12	13	12	13	18	15	17	1	1	1	2	2	1	3	1	1	2	4	2	3	2	1	3	3	3	1	3	5
29500	-164.415495102174049	-162.915759427586806	-1.499735674587231	0.000250336323253	0.000073807665511	0.294834023891614	0.346760573853958	13	12	14	17	15	16	17	19	19	19	20	23	23	25	24	29	30	30	33	32	37	2	0	1	1	1	2	2	5	4	7	8	8	1	11	13	6	12	14	18	17	17	1	1	1	2	1	2	2	2	1	1	1	3	5	3	1	7	3	2	1	2	4
30000	-154.643448665936660	-153.018762657537565	-1.624686008399087	0.000280409336521	0.000064438202812	0.229800489569412	0.430398140808827	12	11	13	17	15	17	17	19	21	19	21	23	22	24	25	28	29	31	31	34	40	2	0	1	2	2	5	1	7	1	7	10	11	9	11	12	13	14	6	16	12	15	1	1	1	2	2	1	2	1	4	1	1	1	1	2	1	4	3	8	1	4	7
30500	-157.254897135763031	-155.682487588232448	-1.572409547530593	0.000251773504672	0.000063618251323	0.252680485207624	0.383811652161900	14	10	14	18	16	16	17	19	20	17	18	22	24	23	25	27	28	31	33	32	39	2	0	2	10	2	3	2	4	1	3	1	10	6	8	14	12	12	16	18	15	15	2	1	2	1	2	1	4	1	3	2	2	2	4	2	1	2	3	3	1	3	6
31000	-144.215941175368755	-142.737340149264639	-1.478601026104109	0.000196342224179	0.000060989768002	0.310629912933162	0.688453649342186	12	11	14	18	15	16	17	18	21	18	20	23	24	23	26	28	28	31	33	33	40	2	0	1	7	1	1	6	5	3	2	4	8	9	11	9	13	14	16	18	17	20	1	1	1	1	1	1	1	2	4	3	1	2	1	2	2	2	2	1	1	2	4
31500	-169.342369971697053	-167.958138304702828	-1.384231666994219	0.000120776349802	0.000052511203845	0.434780517307904	0.428463488293425	13	12	14	18	14	16	18	20	20	19	21	21	24	24	26	27	29	31	34	32	39	2	0	1	5	2	2	1	4	3	6	5	10	6	5	14	12	15	16	16	15	17	1	1	1	2	1	1	2	1	3	2	2	2	5	5	1	3	2	1	4	2	6
32000	-150.614291226896057	-149.179668623768436	-1.434622603127611	0.000148918244254	0.000052493743502	0.352500419037400	0.455263670087358	13	12	14	17	16	15	17	19	20	18	21	22	25	24	26	27	30	29	34	34	40	2	0	1	5	1	1	1	5	10	2	8	7	6	8	12	13	15	16	13	17	20	1	1	1	1	1	1	2	1	1	3	2	2	6	3	2	1	2	2	4	2	3
32500	-157.825156822621665	-156.455076622651717	-1.370080199969949	0.000131815300030	0.000063364301777	0.480705212236440	0.455007981120735	13	12	14	18	14	17	17	20	21	19	19	23	24	24	26	28	29	30	34	32	40	2	0	1	7	1	2	2	2	3	7	6	6	7	12	8	13	15	13	18	7	17	1	1	1	1	1	2	3	3	3	1	1	2	2	1	3	3	2	2	3	6	4
33000	-149.874090884029641	-148.431437258456185	-1.442653625573459	0.000143034285972	0.000049152321896	0.343640138883205	0.439957150927213	13	12	14	17	16	15	17	16	20	18	20	23	24	24	25	29	30	31	35	34	39	2	0	1	8	2	2	2	2	7	8	7	11	6	11	14	13	15	16	18	5	17	1	1	1	1	2	1	2	2	2	1	1	2	5	2	1	2	2	1	1	8	4
33500	-154.508457076675739	-152.645426321638780	-1.863030755036947	0.000270287207526	0.000044002207442	0.162797965336101	0.520238821417204	12	11	14	17	14	16	17	19	20	18	20	23	25	25	26	29	29	30	32	33	39	2	0	1	5	2	3	6	10	6	3	8	11	9	8	12	14	15	7	16	17	18	1	1	1	2	1	1	1	1	2	2	1	1	2	4	1	2	2	5	2	2	3
34000	-168.165702061640729	-166.690999538341032	-1.474702523299707	0.000161750822280	0.000050755981054	0.313791177929807	0.456146603023504	12	10	14	17	16	17	17	19	19	16	18	21	24	24	26	28	28	30	34	33	39	2	0	1	10	2	2	10	5	11	2	1	7	6	8	14	13	14	12	16	17	15	1	1	1	1	3	4	1	2	1	2	3	2	4	2	1	2	3	2	3	2	8
