step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27
54500	-197.531999371926929	-195.603171279756566	-1.928828092170358	0.000286431471995	0.000043065092065	0.150350419823075	0.519513467321966	4	2	8	7	9	7	8	10	8	12	15	17	16	19	19	19	17	20	20	20	20	18	23	21	22	23	24	2	0	2	2	6	2	1	3	6	8	8	3	8	17	17	17	10	0	14	15	22	7	14	15	19	13	20	2	1	3	2	1	2	2	1	1	2	2	5	3	1	1	1	2	1	1	1	1	5	2	1	1	4	2
55000	-193.022954363691468	-191.429515852105681	-1.593438511585793	0.000198907680512	0.000048315836078	0.242905834273977	0.555179356208740	4	2	7	6	6	9	8	11	10	12	14	18	17	20	15	19	18	20	20	21	21	19	24	21	21	23	26	2	0	1	1	2	3	4	4	1	8	8	9	11	12	8	10	3	0	12	16	16	12	14	16	19	16	20	1	1	2	1	1	1	1	2	3	1	1	3	2	1	2	3	5	1	1	1	1	1	2	1	1	2	2
55500	-185.914730417350484	-184.383143650494731	-1.531586766855748	0.000258346133277	0.000070903177941	0.274450316101440	0.517185261773565	4	3	6	8	9	9	9	10	8	12	15	17	16	18	18	19	19	21	20	20	20	19	22	23	22	23	25	2	0	1	3	4	2	1	3	3	3	4	11	10	12	3	13	13	0	14	16	16	14	19	16	19	16	13	1	1	1	2	1	3	3	2	1	3	3	1	2	1	4	1	1	1	1	1	1	1	1	2	1	1	5
56000	-185.005524317706715	-183.553731207998254	-1.451793109708459	0.000272406788829	0.000091071278601	0.334320884557094	0.487316603409074	4	2	6	8	7	9	9	10	9	11	15	17	15	19	18	19	20	21	21	21	19	19	23	22	22	22	25	2	0	1	1	1	3	5	4	5	7	8	3	8	15	4	13	12	0	14	16	8	15	19	16	19	16	26	1	1	2	1	2	2	1	1	1	1	2	4	2	1	4	2	2	1	1	1	4	1	1	2	1	1	1
56500	-205.438182287774680	-203.745136229214921	-1.693046058559758	0.000281470895911	0.000057894560273	0.205685778224494	0.446711957187425	3	2	5	8	8	7	8	9	10	11	16	17	16	19	17	20	19	21	20	19	20	20	23	22	21	22	26	2	0	1	3	6	2	3	6	6	8	8	2	8	11	8	20	15	0	11	10	11	13	25	21	14	20	10	1	1	1	2	1	3	2	1	1	1	4	9	4	2	3	1	1	1	2	2	2	2	1	2	1	2	8
57000	-211.019123816387179	-209.574541089365709	-1.444582727021477	0.000291694441306	0.000099645641727	0.341609669628659	0.472409677754508	3	2	5	7	8	8	9	10	9	11	16	17	16	16	17	18	19	20	20	20	20	19	21	23	21	23	23	2	0	1	3	2	2	4	3	5	4	7	11	7	5	7	14	16	0	11	16	6	11	19	14	12	17	17	1	1	1	1	2	4	1	4	1	2	3	1	2	5	3	1	1	1	2	1	6	2	1	3	2	2	2
57500	-210.512895683670934	-209.037160192479035	-1.475735491191905	0.000261399937489	0.000081803860616	0.312945218739011	0.437091645683416	4	2	8	7	7	9	8	10	8	11	15	17	17	17	18	18	19	20	20	20	20	20	23	21	22	23	25	2	0	1	1	2	5	1	9	2	1	4	9	8	1	1	3	13	0	16	14	13	11	3	17	16	20	24	1	1	2	2	2	1	2	1	3	4	5	4	4	5	7	6	1	1	1	2	2	2	7	1	2	2	2
58000	-219.204248064364123	-217.751595054598283	-1.452653009765832	0.000264004206535	0.000088040493673	0.333481404819789	0.461697350448332	4	2	8	6	9	7	6	11	7	12	14	18	17	19	17	20	20	20	20	20	17	20	23	23	22	23	24	2	0	4	1	6	2	1	4	2	4	7	9	8	15	3	12	15	0	15	13	9	14	22	12	15	20	13	1	1	1	1	1	2	1	3	3	2	5	5	3	1	3	1	2	1	1	1	5	1	2	2	2	2	4
58500	-203.419260337663957	-201.873631751705062	-1.545628585958908	0.000181647814639	0.000048406916854	0.266487746909528	0.444562033598447	4	2	8	7	8	8	9	11	10	12	15	17	15	19	18	18	19	21	20	21	21	20	23	22	22	23	25	2	0	4	1	2	2	4	4	2	6	10	3	8	12	3	10	10	0	14	8	10	14	22	16	19	8	20	2	1	1	2	4	3	1	2	3	2	1	3	2	1	5	3	3	1	1	4	5	1	2	2	1	6	2
59000	-227.556326731848060	-226.014473282924484	-1.541853448923587	0.000326639910070	0.000087727335065	0.268575064958101	0.360302350396037	4	3	7	8	7	10	8	10	9	12	15	17	16	20	18	19	17	21	21	19	20	20	23	22	22	23	25	2	0	1	3	2	5	3	4	5	8	3	2	5	17	3	8	10	0	15	3	12	6	15	21	14	10	17	1	1	1	1	2	2	1	1	2	1	3	8	4	1	6	6	3	1	1	5	1	8	2	1	1	6	4
59500	-219.844314900518071	-218.297798063615716	-1.546516836902348	0.000322387511095	0.000085755746511	0.266002073778552	0.325464889960439	4	2	6	7	8	9	8	10	8	12	15	17	14	18	16	20	19	20	20	20	20	19	23	22	23	23	25	2	0	2	1	1	3	3	7	2	8	10	3	8	1	8	7	10	0	3	3	11	9	6	10	15	8	19	2	1	2	2	3	2	1	1	2	1	2	6	3	6	3	6	4	1	6	7	2	6	6	5	5	7	2
60000	-219.056103243467760	-217.691172867484312	-1.364930375983446	0.000221159377676	0.000112529440451	0.508816047656994	0.382382789386669	3	2	7	6	8	9	6	9	9	12	14	18	16	19	16	20	18	21	21	20	18	19	22	21	23	23	25	2	0	7	1	1	5	1	7	7	3	8	10	8	2	8	3	8	0	4	4	15	17	20	13	12	24	26	1	1	1	2	3	1	2	1	1	3	3	3	3	8	3	7	4	1	8	6	1	1	1	2	4	1	1
60500	-220.301889060528737	-218.854830119074705	-1.447058941454038	0.000227531651698	0.000077145636822	0.339054528223709	0.507731262155490	4	2	7	7	8	6	8	9	9	11	16	17	16	20	19	18	18	20	19	21	19	20	24	22	21	23	26	2	0	1	2	6	2	1	1	1	4	3	3	10	11	12	10	7	0	3	19	16	11	14	19	22	20	26	1	1	2	3	1	2	3	3	4	2	6	4	3	2	1	2	4	1	8	1	1	2	2	2	1	1	1
61000	-223.205537195759831	-221.654021583227063	-1.551515612532780	0.000305094630769	0.000080333398112	0.263306495788738	0.404503327628061	4	2	8	7	8	8	8	11	9	11	15	17	15	19	18	18	19	21	21	20	20	20	23	23	22	24	26	2	0	4	1	2	4	4	4	2	9	3	1	3	7	10	4	8	0	15	17	11	17	22	14	16	14	11	1	1	1	1	3	1	1	2	4	1	4	7	4	4	2	5	3	1	2	1	3	1	1	2	2	1	5
61500	-226.342754721855499	-224.858398247340716	-1.484356474514785	0.000302042844933	0.000092459328397	0.306113288060061	0.549563498459931	3	2	7	7	8	8	8	11	10	12	15	18	15	19	17	18	19	19	20	19	21	19	24	21	22	22	25	2	0	2	1	2	4	3	7	3	1	4	2	3	1	5	7	8	0	4	8	17	15	20	13	15	24	26	1	1	2	2	4	1	1	2	2	3	3	8	3	6	4	5	3	1	6	4	1	2	3	2	2	1	2
62000	-208.353758386428638	-206.909878075139943	-1.443880311288684	0.000313954393677	0.000107480676095	0.342344870018265	0.401540984455713	4	2	5	7	9	7	9	10	9	11	15	17	16	20	18	19	20	20	19	20	18	20	24	22	22	22	25	2	0	1	3	6	2	4	9	2	8	7	6	11	9	7	21	21	0	15	13	11	19	22	12	15	8	12	1	1	1	1	1	3	1	1	3	1	2	6	1	6	4	1	1	1	1	1	2	1	3	3	2	5	6
62500	-220.349033645567573	-218.624321764359365	-1.724711881208202	0.000223139893827	0.000043769558576	0.196152995439057	0.441614762738032	3	2	7	5	9	9	9	11	9	12	15	17	16	20	17	18	19	19	20	20	20	18	22	22	21	23	25	2	0	4	1	1	1	4	4	2	8	8	2	11	6	10	10	10	0	6	16	12	6	22	11	14	6	17	1	1	1	1	2	3	2	2	3	1	2	7	1	4	2	4	3	1	5	1	1	3	2	2	1	7	4
63000	-209.530160856549628	-208.057031698700513	-1.473129157849104	0.000240034148790	0.000075632730957	0.315091545675490	0.356732874849363	3	1	7	7	9	8	7	10	9	11	15	16	17	20	18	18	19	20	20	20	19	18	24	22	22	24	24	2	0	1	1	3	3	1	7	7	7	3	2	4	22	4	3	8	0	13	1	10	13	14	21	14	17	17	1	1	2	1	1	1	2	2	1	2	4	5	6	1	5	5	4	1	1	7	4	1	1	1	1	3	3
63500	-187.736880585596424	-186.239421216957879	-1.497459368638537	0.000249774778340	0.000074042382172	0.296436584445183	0.715581554869987	4	2	8	7	7	8	9	10	6	12	15	17	17	20	17	19	18	19	19	21	19	19	23	22	23	23	25	2	0	5	1	2	5	4	3	2	8	8	11	11	12	8	17	15	0	12	16	8	12	24	11	14	24	20	1	1	1	1	2	1	1	1	2	1	2	1	1	2	3	1	1	1	1	2	3	1	1	4	2	1	2
64000	-184.644165732047384	-183.151250534304296	-1.492915197743093	0.000205000685041	0.000061439289526	0.299702849839292	0.674835943057854	4	2	6	7	8	10	9	11	9	12	15	16	17	19	18	19	18	20	20	20	20	18	23	22	20	24	25	2	0	1	3	2	2	4	7	2	8	10	6	11	12	11	15	8	0	14	15	15	12	22	13	6	16	24	1	1	1	1	3	3	1	1	4	1	2	2	1	1	2	1	3	1	1	1	1	1	3	2	5	2	2
64500	-222.201070897546231	-220.654175301602493	-1.546895595943742	0.000236314195072	0.000062811273255	0.265795599945909	0.287523959303287	3	1	8	8	9	10	8	10	7	11	16	16	17	19	19	20	19	20	20	18	19	20	23	20	22	24	25	2	0	2	9	4	3	1	3	2	7	8	9	4	7	10	7	8	0	13	8	11	20	20	8	19	11	24	1	1	4	1	1	2	3	1	3	1	3	4	4	5	5	6	4	1	1	5	2	1	2	5	1	3	3
65000	-220.314863890465318	-218.783900521990205	-1.530963368475103	0.000398353441184	0.000109474241505	0.274816859066707	0.473974226919900	4	2	7	8	8	9	8	11	7	12	15	16	15	18	18	19	18	21	19	20	20	19	23	22	22	23	26	2	0	1	3	2	9	3	7	2	3	3	6	4	2	12	17	12	0	10	12	11	6	13	20	16	15	20	1	1	1	1	2	2	1	3	2	3	3	3	3	7	1	1	1	1	3	2	3	6	5	1	1	3	3
65500	-208.750221831643017	-207.340084281125144	-1.410137550517884	0.000265663763016	0.000102227604105	0.384800708025799	0.515341081538872	4	2	8	6	8	10	7	10	9	11	15	16	17	19	18	19	20	21	20	20	21	19	21	23	22	22	22	2	0	7	1	2	9	4	3	4	8	3	4	8	4	12	10	15	0	22	15	13	12	19	17	22	15	16	1	1	1	1	2	1	1	1	2	1	3	5	4	6	1	3	1	1	1	1	2	2	1	2	2	1	2
66000	-175.397584645532987	-173.894905784078389	-1.502678861454605	0.000272529591829	0.000079795017631	0.292793957144751	0.591562348103135	4	3	6	7	8	10	9	10	10	12	15	17	17	19	18	20	19	20	21	21	21	20	23	22	23	23	25	2	0	1	3	2	5	4	4	2	7	10	6	4	13	11	17	11	0	14	17	11	14	19	16	19	20	26	1	1	1	1	2	1	1	2	2	1	2	3	4	1	1	1	2	1	1	1	3	1	1	1	1	1	2
66500	-216.388394252519021	-214.927588154983624	-1.460806097535391	0.000207445904033	0.000067587715854	0.325808871324366	0.318971936042211	4	3	6	6	6	9	9	11	10	11	15	17	16	20	17	18	19	20	20	20	20	20	24	23	21	23	26	2	0	2	1	2	2	4	4	6	4	8	6	8	6	4	7	8	0	15	8	13	2	15	11	15	17	16	1	1	2	1	2	3	2	2	1	3	2	4	2	5	6	3	4	1	1	5	2	8	4	6	2	1	4
67000	-198.310574112611903	-196.674471383499480	-1.636102729112416	0.000231482433621	0.000052170808790	0.225376966942709	0.462251797730299	4	2	7	7	7	10	8	11	8	11	15	17	15	19	17	18	20	20	21	20	21	20	22	22	22	23	25	2	0	1	1	2	9	1	7	2	7	8	5	8	15	8	11	10	0	14	8	12	9	14	10	19	20	13	1	1	1	1	2	1	2	1	3	2	1	5	1	1	3	2	3	1	1	3	2	5	2	5	1	2	6
67500	-229.165710449227191	-227.714939966375255	-1.450770482851940	0.000198308570732	0.000066498254318	0.335327182645324	0.269511623006759	4	2	8	7	8	9	8	10	8	12	15	17	17	17	16	19	20	21	19	19	20	19	22	21	21	23	26	2	0	1	1	2	5	1	7	2	8	9	5	10	9	8	9	10	0	9	4	15	15	16	3	5	17	17	1	1	2	2	2	1	2	1	3	1	4	4	2	3	4	5	4	1	5	7	2	2	2	5	5	2	3
68000	-216.910900655982374	-215.191017236139004	-1.719883419843370	0.000287126213984	0.000056721887220	0.197550360981103	0.399706210755516	4	3	7	7	7	10	9	11	9	11	14	16	16	19	18	20	20	20	20	19	20	18	23	22	21	24	25	2	0	2	1	1	2	1	6	3	4	8	10	6	5	8	11	13	0	22	8	14	11	20	16	6	16	26	1	1	2	2	2	4	3	1	1	2	1	3	4	5	3	2	2	1	1	4	1	2	2	1	4	1	1
68500	-204.623070556575072	-203.057354289368334	-1.565716267206728	0.000165965889328	0.000042483589793	0.255977839572446	0.426189713759902	4	2	6	7	8	9	9	10	8	11	15	17	15	20	19	17	18	19	19	21	21	20	23	21	23	23	24	2	0	1	3	1	9	4	3	2	4	8	9	10	5	11	8	16	0	12	15	16	12	22	17	12	10	13	1	1	1	1	2	1	1	2	5	2	2	4	2	6	2	4	1	1	2	1	2	2	1	2	3	6	3
69000	-190.248908047745914	-188.769924435230479	-1.478983612515427	0.000167512968574	0.000051983331197	0.310324219312863	0.542640426366429	4	3	6	7	8	9	8	10	10	12	14	17	16	19	17	18	17	20	20	20	20	19	23	21	22	24	24	2	0	1	3	2	2	4	4	6	8	8	6	10	6	11	4	10	0	14	11	15	12	25	16	19	15	15	1	1	1	1	3	3	1	1	1	1	2	5	2	4	2	4	2	1	1	3	1	1	1	2	2	3	3
69500	-208.374152847580547	-206.847131941132687	-1.527020906447861	0.000187278340252	0.000051906469266	0.277162159790799	0.416349722362804	4	2	7	6	9	9	9	10	10	11	15	17	17	20	16	19	19	21	21	20	19	20	22	23	22	22	26	2	0	4	1	3	2	4	7	4	1	7	10	8	15	4	13	13	0	12	11	10	12	14	17	14	20	21	1	1	1	1	1	3	1	1	2	4	3	4	4	2	5	1	1	1	2	2	5	1	1	2	1	1	4
70000	-189.090423355286362	-187.281062327245451	-1.809361028040913	0.000131655659441	0.000022960506350	0.174398172072517	0.494847719712264	4	2	6	8	8	9	9	9	10	11	15	16	17	19	18	18	20	20	20	20	20	18	22	22	22	22	24	2	0	1	3	1	2	4	4	6	8	8	6	11	6	8	8	10	0	12	10	15	12	22	11	19	13	26	1	1	1	1	2	3	1	1	1	1	3	4	1	5	7	4	4	1	2	3	1	2	2	2	2	2	1
70500	-205.380825571549167	-203.968331735531933	-1.412493836017222	0.000263650720477	0.000100516865606	0.381250107808951	0.565069229424074	4	3	6	7	7	8	8	9	8	12	15	17	17	18	17	19	20	21	21	20	19	20	23	22	22	21	25	2	0	1	3	2	2	4	4	2	8	8	2	11	3	8	10	14	0	16	12	15	15	19	17	19	14	24	1	1	1	1	2	2	1	1	2	2	3	4	1	4	3	4	1	1	1	2	1	2	2	1	1	2	1
71000	-198.020728756621395	-196.347165585558542	-1.673563171062867	0.000232025641211	0.000049193957791	0.212019488597628	0.450436179704743	3	2	6	7	8	8	9	10	7	11	15	17	17	17	18	19	19	20	20	19	21	19	23	23	22	23	26	2	0	1	3	9	4	3	3	2	3	10	9	11	9	7	12	4	0	15	14	15	15	22	16	19	13	12	1	1	1	1	1	1	2	2	3	2	3	5	1	5	5	1	6	1	1	1	2	1	3	2	1	3	6
71500	-211.842958971023705	-210.299809907399379	-1.543149063624328	0.000218611503794	0.000058556060457	0.267854433280095	0.392552718724346	4	3	5	7	9	9	8	10	7	12	15	16	16	18	18	19	19	19	21	17	18	19	23	23	22	23	24	2	0	2	3	9	2	3	7	2	8	10	6	10	8	4	11	11	0	20	8	7	12	19	11	12	16	24	1	1	1	1	1	3	2	2	2	1	1	2	2	3	7	2	2	1	2	3	3	1	2	4	3	2	1
72000	-192.568488506267812	-191.134913214143722	-1.433575292124090	0.000263255165853	0.000093115462508	0.353708016349532	0.433364449477606	4	2	6	8	9	10	9	10	8	11	14	17	15	19	18	19	19	20	20	20	20	19	24	22	23	24	25	2	0	1	3	9	2	4	4	2	1	6	11	11	12	3	4	11	0	12	22	17	10	19	20	15	20	24	1	1	1	1	1	4	1	1	3	4	2	1	1	2	6	6	3	1	2	1	1	4	3	2	2	2	2
72500	-198.460198059513004	-196.966274750605237	-1.493923308907769	0.000181340999171	0.000054215580297	0.298970340656180	0.464729879458698	4	3	7	6	9	8	9	11	10	12	15	17	16	18	19	20	18	20	19	20	21	19	22	23	21	24	25	2	0	4	1	2	2	3	3	1	3	8	2	11	2	14	17	11	0	12	17	14	12	22	17	19	20	20	1	1	1	1	3	2	1	2	3	2	2	5	1	7	1	1	2	1	1	1	2	1	2	2	1	3	2
73000	-220.567814512869688	-219.093552536378780	-1.474261976490914	0.000166564289936	0.000052326810133	0.314153833049713	0.568408321754357	4	2	7	5	8	9	8	9	9	12	14	17	15	19	18	19	18	21	21	20	20	20	24	23	23	22	25	2	0	4	1	2	3	4	4	2	3	7	3	8	9	8	3	10	0	14	13	11	12	16	15	22	10	26	1	1	2	1	2	1	2	2	3	3	3	5	3	4	4	5	2	1	1	2	3	2	1	3	2	3	2
73500	-213.770047105839922	-212.345936576095340	-1.424110529744583	0.000273191179118	0.000099781859577	0.365245539401274	0.395886960957641	4	2	8	6	8	9	5	11	9	11	15	16	16	19	18	18	19	20	20	21	20	20	24	23	21	23	25	2	0	1	7	1	2	1	7	5	6	4	6	10	1	10	12	13	0	11	16	17	12	12	14	10	20	26	1	1	2	1	3	3	1	3	1	1	4	3	3	6	4	1	2	1	3	2	1	2	3	2	5	1	1
74000	-194.029087525364929	-192.460519968818204	-1.568567556546714	0.000168555806053	0.000042907813531	0.254561468606111	0.482242629907256	4	3	5	7	9	9	9	10	10	11	15	16	15	19	17	19	19	19	20	21	19	18	21	22	22	23	25	2	0	1	3	2	2	4	4	1	8	10	6	10	22	10	13	13	0	12	11	11	12	14	8	14	16	26	1	1	1	1	2	3	1	2	3	1	4	3	2	1	3	2	2	1	2	3	2	2	1	5	2	2	1
74500	-191.558754277017158	-189.941237334606740	-1.617516942410415	0.000290533016118	0.000067599084033	0.232672640571146	0.538794276362369	4	2	7	7	6	9	8	10	9	11	16	17	16	19	18	16	19	21	21	20	19	20	23	22	23	23	25	2	0	2	1	1	3	1	7	4	8	10	4	10	15	8	7	11	0	15	11	16	14	14	12	19	17	21	1	1	3	2	1	1	2	1	1	1	2	3	2	1	4	3	2	1	1	3	2	1	2	2	1	2	3
75000	-200.848950116447753	-199.279322402934781	-1.569627713512976	0.000196407499852	0.000049895225446	0.254039308497387	0.367986913445880	4	1	8	7	8	10	7	11	10	9	15	18	16	18	17	19	19	20	21	21	18	19	24	21	22	23	25	2	0	1	1	1	3	1	10	2	3	10	9	10	13	10	8	10	0	17	3	15	14	12	8	12	24	26	2	1	2	1	2	2	1	1	4	1	2	2	5	1	4	5	6	1	1	5	1	1	3	4	2	1	1
75500	-199.475569035480561	-197.782808028278225	-1.692761007202346	0.000188945596278	0.000038880417685	0.205775728309839	0.451100878431760	4	3	7	6	7	8	9	10	10	12	15	17	17	20	19	19	17	19	20	20	19	19	24	23	21	23	26	2	0	4	1	2	2	4	4	6	8	8	6	11	6	11	17	11	0	12	16	11	6	24	8	19	16	26	1	1	1	1	3	2	1	2	1	1	3	4	1	6	2	1	1	1	1	1	2	5	1	7	1	2	1
76000	-211.977939310719279	-210.513443880780869	-1.464495429938422	0.000229098306218	0.000073883308515	0.322496092329847	0.411013139256946	4	2	7	8	9	8	8	10	10	10	15	15	16	18	18	19	18	21	19	21	20	19	22	23	23	23	26	2	0	1	1	6	2	1	6	6	7	8	3	10	6	6	15	8	0	12	16	17	12	4	16	12	20	26	1	1	1	2	1	3	2	1	1	1	2	3	4	4	3	1	4	1	2	1	1	4	7	3	2	1	2
76500	-219.938210415159432	-218.416845871967098	-1.521364543192343	0.000198623117216	0.000055736028175	0.280611989962354	0.324762403649372	3	2	5	7	9	7	9	10	9	11	15	17	16	18	19	18	17	20	20	19	19	19	21	22	22	23	26	2	0	1	3	2	2	4	4	6	3	10	6	8	6	13	3	3	0	16	13	12	16	17	8	16	20	11	1	1	1	1	2	2	1	1	1	3	2	5	3	7	2	8	6	1	1	1	1	1	3	5	2	2	5
77000	-201.719803332021201	-200.209614350876848	-1.510188981144357	0.000220238327790	0.000063372266174	0.287744039875803	0.440784348008984	3	2	6	8	9	9	8	11	8	11	15	17	16	20	18	18	19	20	20	20	20	19	23	22	21	23	25	2	0	2	1	2	1	3	7	3	7	8	5	4	16	11	4	11	0	6	11	13	16	16	8	6	25	20	1	1	2	2	3	4	1	1	1	2	2	3	3	1	1	4	2	1	7	3	2	1	2	5	7	1	2
77500	-223.049297905247954	-221.663682815063396	-1.385615090184546	0.000232839336309	0.000100439529883	0.431368391077545	0.423148285177653	3	1	7	8	8	8	9	11	10	12	14	18	16	18	16	19	20	19	21	19	20	20	23	23	23	24	25	2	0	1	1	2	2	1	5	6	8	10	4	10	7	8	10	13	0	22	13	14	13	19	12	13	4	16	1	1	2	3	4	3	2	1	1	1	1	6	2	4	2	3	2	1	1	2	1	2	1	3	4	7	4
78000	-225.648845483169367	-224.111588028093479	-1.537257455075892	0.000200248671299	0.000054301097604	0.271168329119140	0.441370549387234	4	3	7	5	7	9	8	7	9	11	14	18	16	16	18	19	19	18	20	20	20	18	23	21	22	24	24	2	0	4	1	2	2	4	4	2	8	3	1	10	6	10	14	12	0	22	4	12	9	12	17	22	24	13	1	1	1	1	1	2	2	1	3	1	4	6	2	4	3	2	1	1	2	7	1	5	3	2	2	1	3
78500	-200.581460629064651	-198.817575404453805	-1.763885224610844	0.000263201586047	0.000048819384381	0.185482865489175	0.444822101480093	4	2	6	7	9	9	9	11	8	12	14	16	16	19	18	18	19	20	20	20	20	19	23	22	22	23	25	2	0	1	1	9	2	4	6	2	8	4	4	8	9	4	3	12	0	15	12	11	11	25	20	14	17	20	1	1	1	1	1	4	1	1	3	1	4	5	2	4	6	5	2	1	1	2	3	4	1	1	2	2	3
79000	-217.840067830545706	-216.375378292038732	-1.464689538506960	0.000243563071584	0.000078506313027	0.322324367634474	0.348813063459567	4	2	8	7	8	8	9	10	9	9	15	16	16	19	17	19	19	20	20	19	21	19	23	21	22	24	26	2	0	2	1	4	2	3	3	2	4	8	6	8	2	7	8	15	0	20	10	13	6	19	15	19	11	22	1	1	3	2	1	2	1	1	3	1	2	4	2	8	3	4	1	1	1	4	2	7	3	3	2	4	3
79500	-217.604101474811586	-216.008424218532809	-1.595677256278769	0.000289802833992	0.000070107258294	0.241913639451172	0.451938740527873	4	2	8	7	8	10	8	10	9	12	15	16	16	18	19	19	20	20	21	21	21	19	24	23	22	23	25	2	0	4	1	2	3	4	7	1	8	7	9	4	6	12	4	10	0	16	13	15	2	17	22	16	22	8	1	1	1	1	2	1	1	1	2	1	4	5	3	3	2	5	4	1	1	2	1	8	3	2	2	2	6
80000	-198.944797520823982	-197.273834596585573	-1.670962924238404	0.000143815521093	0.000030617529492	0.212894472438494	0.538328681038913	4	2	7	8	8	10	9	10	6	12	15	16	16	20	16	18	18	20	20	19	20	18	24	20	23	24	26	2	0	1	1	2	5	3	4	2	8	8	3	11	22	10	15	10	0	12	15	17	12	22	15	12	13	26	1	1	2	2	3	1	1	1	2	1	3	6	1	1	2	1	4	1	2	1	1	1	3	1	4	5	1
80500	-216.127317057869078	-214.608472535270494	-1.518844522598592	0.000153831608041	0.000043408593410	0.282182536887236	0.500256076514440	4	3	7	7	7	7	8	10	10	11	15	18	17	20	17	18	20	21	20	19	20	16	24	23	23	23	24	2	0	1	1	2	2	4	3	5	4	8	22	11	9	11	10	15	0	22	13	16	2	12	17	14	17	14	1	1	2	2	2	1	1	2	2	2	3	1	1	4	1	3	2	1	2	1	1	5	4	2	1	1	2
81000	-223.877232546549948	-222.378068392473693	-1.499164154076266	0.000248410199832	0.000073339218354	0.295234327752594	0.484486381744406	4	3	6	8	9	6	9	11	8	11	15	17	14	19	17	19	19	20	21	21	20	19	22	21	22	22	25	2	0	1	1	6	2	4	4	6	2	7	11	8	6	8	4	15	0	6	7	11	11	12	17	11	11	20	1	1	1	1	2	2	1	1	1	5	3	1	1	6	2	4	1	1	7	6	3	2	2	1	3	2	1
81500	-203.888176587068102	-202.242875294649849	-1.645301292418260	0.000224486476342	0.000049822435053	0.221939583464431	0.537802108162000	3	2	7	7	8	9	9	10	10	11	16	16	15	18	17	19	19	19	21	20	19	19	23	20	22	24	24	2	0	1	1	2	5	4	4	1	3	8	9	10	9	13	15	13	0	20	8	15	12	22	16	19	15	24	1	1	2	1	3	1	1	2	4	3	2	3	2	2	2	1	2	1	1	5	1	1	2	1	1	3	2
82000	-216.910608298482629	-215.300115068059540	-1.610493230423077	0.000215755795741	0.000050823707792	0.235561263220131	0.413220210268034	4	2	7	6	9	9	8	11	9	11	15	17	17	20	19	19	20	20	20	18	21	20	23	22	22	22	26	2	0	4	1	7	4	4	3	2	7	9	6	10	9	4	4	3	0	15	11	17	15	15	10	19	20	20	1	1	1	1	1	2	2	2	4	2	3	3	2	6	6	5	6	1	1	1	1	1	3	6	1	1	5
82500	-216.049229212275577	-214.497155519613983	-1.552073692661596	0.000186616671040	0.000049081946652	0.263009442717263	0.486243615419562	4	2	7	6	9	8	8	11	9	12	16	17	16	19	18	19	19	20	21	20	21	19	23	21	22	22	25	2	0	4	1	6	1	4	4	6	4	3	6	10	4	10	13	13	0	22	3	16	8	22	17	19	8	10	1	1	1	1	1	2	1	3	1	2	5	3	3	4	4	2	1	1	1	7	1	4	3	1	1	5	6
83000	-227.710074763585737	-226.091443167987478	-1.618631595598255	0.000184461456394	0.000042835844088	0.232221109632265	0.301622745855823	3	1	8	7	9	8	8	10	8	12	15	18	15	20	17	19	20	20	19	18	20	18	22	22	22	22	25	2	0	2	1	6	2	1	6	1	7	3	1	8	19	7	8	22	0	22	13	7	4	14	11	19	10	20	1	1	4	3	1	3	2	1	2	3	4	8	3	1	3	5	1	1	1	1	7	6	1	3	1	5	2
83500	-210.808014354632604	-209.118411110262031	-1.689603244370572	0.000254897186192	0.000052706984628	0.206777428246711	0.374643717523761	4	2	7	7	8	8	9	10	9	9	16	17	16	19	18	20	17	20	20	19	21	19	24	22	23	22	24	2	0	2	1	2	3	3	10	2	3	8	9	7	17	12	7	10	0	14	15	11	3	25	15	19	17	24	1	1	2	3	4	1	1	1	3	2	3	5	4	1	1	6	5	1	1	1	3	7	1	2	2	2	1
84000	-213.909184702354565	-212.328332343598504	-1.580852358756055	0.000212745416858	0.000052899919781	0.248653628180449	0.524527534202044	4	3	6	8	8	9	9	9	7	12	14	17	16	20	18	19	18	20	18	20	20	20	23	21	22	23	24	2	0	1	9	2	2	4	4	2	8	8	5	11	15	11	17	13	0	9	10	11	12	14	17	14	13	24	1	1	1	1	2	2	1	1	3	2	2	5	1	2	1	1	1	1	6	3	3	2	2	2	1	4	2
