step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
5000	-363.583751998870355	-362.205513475595410	-1.378238523274939	0.000012368590592	0.000008898545700	0.719447024579375	0.618995469012130	0	1	2	2	3	3	4	4	4	4	5	5	8	6	6	6	8	9	9	9	9	11	10	12	10	11	11	11	12	10	12	14	12	13	13	14	12	14	16	13	13	14	14	15	15	15	18	17	16	20	19	20	20	21	21	21	22	22	22	23	23	23	24	24	24	23	26	26	26	30	28	30	29	0	1	1	2	3	2	3	5	6	6	9	10	10	11	12	6	10	16	12	16	16	19	19	20	16	16	19	19	25	18	26	35	28	28	27	40	28	34	36	28	28	37	41	38	40	41	49	32	34	51	32	51	48	52	52	50	55	56	0	53	57	57	66	60	66	57	64	65	65	67	68	71	68	1	1	2	1	1	2	2	1	1	1	1	1	3	1	1	3	2	2	4	1	2	1	1	3	3	3	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	3	3	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	2	1	2	1
5500	-358.691073173580492	-357.320832310726757	-1.370240862853747	0.000020346404481	0.000013761510303	0.676360794642662	0.654252473702954	0	1	2	2	3	3	4	4	4	4	5	5	9	6	6	7	7	9	9	9	9	11	10	12	10	11	11	10	12	11	12	14	12	12	13	14	13	14	16	13	14	13	15	15	15	15	18	17	16	20	18	20	21	21	21	21	22	22	22	22	22	22	24	24	25	23	26	26	27	29	28	30	29	0	1	1	2	3	2	1	5	6	3	9	10	16	9	12	6	10	16	12	16	16	23	19	20	20	16	23	19	25	18	26	35	28	23	27	40	33	34	33	27	37	33	41	38	40	37	49	27	38	51	48	51	48	51	52	50	55	56	0	53	54	52	66	53	66	57	64	65	65	67	69	71	69	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	1	2	1	1	1	3	1	1	1	1	2	2	1	1	2	2	1	1	1	2	4	1	1	1	1	1	2	2	2	3	2	2	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2
6000	-327.963904881075450	-326.502076853903873	-1.461828027171568	0.000048202305594	0.000015660052013	0.324881804294455	0.720022788803798	0	1	2	2	3	3	4	4	4	4	5	5	6	6	6	7	7	9	8	9	9	11	10	12	10	10	11	11	12	12	11	14	12	13	12	13	13	13	16	14	14	14	15	14	14	15	18	17	16	20	18	20	20	21	21	21	22	22	22	24	23	23	24	24	24	23	26	26	26	30	28	29	30	0	1	1	2	3	3	3	5	6	6	9	10	10	11	12	13	10	17	12	16	16	23	19	20	20	20	23	23	25	18	26	35	28	33	23	28	28	23	23	36	37	37	41	23	36	41	49	32	34	51	48	51	48	52	52	53	50	56	0	53	50	57	66	53	66	57	64	65	65	67	68	71	68	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	2	3	1	1	1	1	2	2	1	1	1	1	2	1	2	2	4	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	4	1	1	2	2	1	2	2	1	1
6500	-354.605390313320925	-352.617225706825877	-1.988164606495071	0.000072830633570	0.000010231679713	0.140485935815032	0.585523168499213	0	1	1	2	3	4	3	4	3	4	4	5	9	4	6	7	7	9	7	9	9	11	9	12	10	11	10	11	10	12	11	14	12	12	13	13	12	13	16	14	13	14	15	15	15	14	18	17	16	20	18	20	21	21	21	21	22	22	22	24	23	23	24	24	24	23	26	26	27	30	28	30	29	0	1	1	2	3	2	3	5	2	4	9	10	17	9	12	10	6	16	12	16	16	23	19	29	16	20	23	23	16	6	20	34	28	27	33	28	28	34	36	36	37	23	42	22	36	41	49	35	38	51	48	51	52	52	50	51	56	50	0	53	57	57	66	53	66	57	64	65	65	67	69	71	71	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	3	3	2	2	2	2	2	2	2	2	2	1	2	2	4	1	1	1	2	1	2	1	1	3	1	1	2	1	4	2	1	2	4	1	2	1	2	1	1	1	3	1	2	1	3	1	1	1	2	1	1	2	2	2	3	1	2	1
7000	-362.753571490104719	-360.564994289222113	-2.188577200882592	0.000091893279082	0.000010483522115	0.114083665531051	0.665636159784834	0	1	1	2	3	3	4	4	4	4	5	7	7	6	6	7	7	9	8	8	8	11	10	12	10	10	11	11	12	12	12	14	12	13	13	13	13	13	16	14	12	14	14	15	15	14	17	17	19	19	21	20	20	21	20	21	22	22	22	24	23	23	24	23	25	23	26	24	27	30	28	30	29	0	1	1	2	1	1	3	6	6	6	9	10	10	9	6	10	1	21	15	16	16	19	12	20	17	17	19	19	25	18	26	35	23	33	27	41	41	28	23	36	23	37	41	23	40	41	22	35	48	47	52	48	50	50	48	52	55	50	0	58	57	57	66	53	68	57	64	66	57	64	69	71	69	1	1	1	1	2	1	2	1	1	1	1	2	2	1	3	2	4	1	1	1	1	2	3	2	1	2	1	3	2	2	2	1	2	1	2	1	1	1	6	1	2	1	2	3	1	2	4	2	1	2	1	2	1	2	3	1	1	3	1	2	1	1	1	2	1	1	3	1	2	4	1	2	2
7500	-399.357061495293351	-397.464773168500074	-1.892288326793296	0.000103447371677	0.000016245929871	0.157045361403051	0.550259809194910	-1	0	2	2	3	4	4	4	4	4	3	7	9	5	4	5	6	9	8	9	8	11	10	12	10	10	10	11	10	11	12	14	12	13	12	13	13	13	15	14	13	14	15	14	13	15	18	16	19	19	21	20	20	21	21	21	22	22	22	23	23	23	24	23	25	23	26	24	27	30	28	28	30	0	1	1	2	4	3	3	5	11	4	4	6	17	11	2	4	15	21	12	3	16	23	19	18	16	20	19	23	16	18	26	35	28	28	27	27	23	23	40	23	33	33	37	23	23	41	37	27	34	32	52	47	50	52	47	47	55	53	0	53	57	57	66	50	68	57	64	66	68	67	61	65	71	1	1	2	2	1	2	2	1	1	1	1	2	2	2	3	2	1	1	1	4	1	1	2	1	3	1	2	1	4	2	1	2	1	2	2	3	2	2	1	3	1	2	1	3	2	2	3	6	5	4	1	2	1	1	3	2	1	2	1	3	1	1	1	3	1	1	2	1	3	2	5	2	1
8000	-377.344328095759465	-375.773989386597691	-1.570338709161774	0.000097731184072	0.000024793469223	0.253690461832567	0.592745488879497	0	1	2	2	3	3	4	4	4	4	5	6	9	6	5	7	8	9	10	6	9	11	9	12	10	10	11	11	12	11	11	12	12	13	13	12	13	14	14	13	13	14	15	14	14	15	18	17	19	20	21	20	21	21	21	20	22	22	22	24	23	22	24	23	25	23	24	25	27	29	28	30	29	0	1	1	2	3	2	3	5	6	2	9	10	15	11	10	10	16	20	23	10	20	19	12	21	16	18	19	23	25	20	18	27	23	28	32	27	23	34	33	36	33	37	37	28	40	37	34	35	47	48	56	48	52	48	47	47	54	56	0	53	57	47	66	54	57	57	64	51	65	60	63	65	68	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	3	1	1	1	1	1	2	3	1	1	3	3	1	2	1	2	1	3	2	2	1	2	1	1	1	3	1	2	1	1	1	3	2	3	3	3	3
8500	-362.512281889912060	-360.428871498762931	-2.083410391149154	0.000153131107788	0.000019416265296	0.126795042344117	0.696420696238073	0	1	2	2	3	3	1	4	4	4	2	7	9	5	5	7	8	8	10	8	9	10	10	10	10	11	10	11	9	12	12	14	12	11	13	14	13	14	15	14	14	13	15	15	15	15	17	17	19	19	21	20	21	21	21	21	22	22	22	22	23	23	24	24	25	23	26	26	27	28	28	30	30	0	1	7	2	3	2	1	5	11	6	2	6	16	11	10	10	10	16	12	12	16	12	14	29	29	18	13	19	16	21	26	35	28	23	33	28	12	33	40	37	28	28	37	38	28	28	41	32	48	48	52	50	50	52	49	52	55	56	0	56	57	57	66	53	63	57	56	65	65	67	68	68	71	1	1	1	1	1	1	1	1	2	1	1	3	2	3	1	1	2	1	1	1	2	3	3	1	1	3	1	1	1	3	1	1	1	1	1	1	2	2	1	1	2	1	2	1	4	2	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	3	2
9000	-338.366712851027614	-336.401505613350253	-1.965207237677355	0.000095245871091	0.000013731217655	0.144166014737627	0.687980238263939	0	1	2	2	2	3	3	3	4	4	5	7	8	6	5	7	8	6	9	8	9	11	10	12	9	10	11	11	11	12	12	14	12	13	12	14	13	14	16	13	12	14	15	15	15	15	18	17	18	20	21	20	21	21	21	21	22	22	22	22	23	23	24	24	25	23	26	26	27	29	27	30	29	0	1	1	2	2	3	1	5	6	6	9	15	12	11	10	18	10	11	12	16	18	23	15	29	20	21	19	19	25	18	26	35	28	27	27	33	41	34	42	33	28	41	37	38	40	41	34	39	44	48	50	48	47	52	50	50	32	56	0	53	57	57	66	52	66	57	64	65	65	64	68	71	71	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	2	1	3	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2	2	3	1	3	1	1	2	2	1	1	1	4	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2
9500	-360.417940042735836	-358.639552688863205	-1.778387353872612	0.000064406344334	0.000011709580583	0.181807874741665	0.616155188349505	0	1	1	2	3	3	2	4	4	4	5	7	9	6	6	5	8	8	10	8	9	11	9	11	10	11	11	10	12	12	12	12	12	13	13	13	11	14	15	14	13	14	13	15	15	15	18	17	19	20	21	20	21	18	21	20	22	21	22	24	23	23	24	24	25	22	26	26	27	29	28	30	30	0	1	1	2	1	2	3	5	6	6	9	10	10	9	10	6	10	16	23	16	20	19	12	18	20	20	28	12	24	18	24	23	28	23	32	33	28	35	33	36	37	33	37	38	40	37	35	32	47	35	56	48	52	32	48	48	55	52	0	53	57	57	66	50	66	51	60	65	68	67	69	71	69	1	1	1	1	2	2	1	1	1	1	1	2	3	2	1	2	2	2	1	2	1	1	2	2	2	2	1	2	1	4	1	2	2	3	1	1	1	1	1	1	2	2	2	1	1	3	3	4	1	5	1	2	1	4	2	2	1	1	1	2	1	1	2	4	2	1	2	1	1	2	1	2	2
10000	-399.785709730452254	-397.451116100120089	-2.334593630332146	0.000114147485132	0.000011365361700	0.099567342084169	0.509382813501735	0	1	2	2	3	4	4	3	3	4	5	7	7	6	6	5	6	7	10	9	8	11	8	12	9	10	10	11	11	10	12	14	12	12	12	13	12	14	15	14	14	14	13	15	15	15	18	17	19	20	21	20	21	21	21	21	22	22	21	24	23	23	23	24	25	25	26	26	26	30	28	29	30	0	1	1	2	3	2	3	3	4	2	9	15	10	9	10	6	10	16	23	18	16	12	17	21	16	16	23	23	25	18	26	33	19	28	23	19	28	19	40	19	37	28	22	27	28	28	42	41	34	47	50	32	50	50	49	48	55	56	0	56	57	55	57	52	62	57	60	57	63	67	65	63	71	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	1	1	2	2	2	2	3	1	4	2	2	2	3	2	2	2	2	2	1	3	2	1	1	1	3	2	2	2	4	2	2	3	2	6	2	1	4	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	3	2	2	3	4	2
10500	-378.891689470225344	-376.863899864065331	-2.027789606160039	0.000112607364934	0.000015145699392	0.134500078219134	0.601957037046531	0	1	2	2	3	3	4	2	4	4	5	6	9	6	6	7	5	9	10	9	9	11	10	12	10	11	10	11	12	12	12	14	12	12	13	14	13	14	16	14	13	14	14	14	15	15	17	17	19	20	20	18	21	21	21	20	22	22	22	24	23	21	24	24	23	25	26	26	27	30	28	30	30	0	1	1	2	8	1	3	1	6	6	9	17	15	9	10	15	3	17	13	16	16	23	13	18	20	18	12	23	25	20	20	37	28	28	19	37	28	34	46	33	28	41	41	37	40	41	34	35	46	52	52	48	48	48	52	27	55	50	0	54	55	50	57	50	57	57	64	65	61	64	66	68	71	1	1	2	1	1	3	1	1	1	1	1	1	1	2	2	1	2	3	1	1	2	1	1	1	1	1	3	1	2	2	3	1	1	1	3	1	2	2	1	1	2	1	1	1	1	2	3	2	2	2	2	1	1	1	3	7	1	2	1	3	2	1	2	4	1	3	2	2	3	3	2	4	1
