step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
5000	-361.021945057540506	-367.877433008499906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644093099354283	1	2	2	4	4	5	5	7	7	8	8	10	9	10	13	14	14	16	17	18	16	18	18	18	17	18	18	19	20	20	20	21	20	20	21	22	22	22	25	24	23	24	25	24	26	26	28	31	30	32	32	29	34	35	35	0	0	0	2	3	3	3	3	6	5	9	11	10	9	12	14	15	17	17	18	15	0	21	25	21	18	19	18	24	25	25	26	1	23	27	31	1	23	38	36	34	41	41	0	40	43	46	0	46	46	0	0	50	50	52	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	9	1	2	1	7	2	1	2	3	1	2	1	1	1	1	1	2	2	1	1	1	1	2
5500	-390.246142449991851	-397.101630400951251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658869857560813	0	2	1	4	3	4	5	6	8	9	9	10	9	10	13	14	14	15	18	17	17	16	18	18	18	19	19	19	19	19	19	21	19	20	21	22	21	22	23	23	23	23	25	24	27	25	27	29	30	31	30	29	35	34	34	0	0	0	2	3	3	3	5	3	7	6	11	5	9	14	12	11	15	18	15	18	0	15	21	21	25	18	25	24	21	21	30	1	19	27	25	1	34	34	30	34	34	41	0	40	41	46	0	47	47	0	0	49	49	52	1	1	1	2	2	1	2	2	2	2	2	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	8	1	1	2	9	1	2	2	1	2	1	1	2	1	1	1	1	2	1	1	2	1	3
6000	-382.007546868977897	-388.863034819937297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716242317031157	1	2	2	4	4	4	5	8	7	7	9	9	10	11	13	14	12	15	16	17	16	14	17	18	15	18	18	19	19	20	20	20	20	23	20	22	20	21	21	23	23	23	25	21	26	26	27	30	31	32	31	33	33	34	35	0	0	0	2	3	3	3	10	6	5	9	9	10	12	12	15	12	15	15	15	25	0	21	21	16	25	19	25	24	21	21	20	13	38	27	31	1	31	23	36	31	38	41	0	40	43	46	0	47	49	0	0	49	53	52	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	1	5	1	1	1	7	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
6500	-353.021006233650496	-359.876494184609896	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592839536992207	0	1	2	5	3	4	5	6	7	7	9	9	9	11	13	13	14	17	16	18	16	17	18	16	18	19	18	20	19	21	20	21	21	21	22	22	20	22	24	24	23	23	24	24	24	26	28	30	31	32	31	33	35	33	35	0	0	0	2	3	3	3	5	6	8	9	9	8	9	12	12	16	17	17	24	16	0	21	15	21	24	19	25	24	21	29	26	37	18	27	31	1	23	31	36	34	18	41	0	30	43	46	0	46	46	0	0	50	49	52	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	2	1	3	2	1	2	1	1	2	1	2	1	1	3	2	1	1	1	2	2	1	9	2	2	2	1	3	1	1	2	2	1	1	2	2	1	1	2	1	1
7000	-333.660235664960737	-340.515723615920137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712406306899869	-1	1	3	4	4	5	5	7	7	9	10	9	9	10	13	15	11	16	17	18	17	17	15	17	17	18	18	19	19	20	18	19	21	22	22	21	20	19	24	23	24	23	24	24	25	25	28	29	29	31	31	32	33	33	35	0	0	0	2	3	3	3	5	6	8	6	6	8	9	12	17	11	16	18	23	23	0	12	23	16	25	19	25	24	21	23	26	37	30	27	28	1	23	34	36	38	23	42	0	36	43	46	0	47	49	0	0	49	47	52	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	2	1	9	2	1	1	3	3	1	1	2	1	2	1	1	1	1	1	2	2	1
7500	-331.299321898492792	-338.154809849452192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654931785077073	1	2	2	5	5	4	5	6	7	9	9	10	10	9	13	14	14	16	17	17	16	16	17	18	17	19	18	20	19	18	19	19	20	21	21	22	19	23	25	23	23	23	25	25	26	24	27	30	30	32	31	32	34	34	36	0	0	0	2	3	3	3	3	6	8	6	14	8	9	12	15	12	16	17	17	17	0	21	21	21	25	19	31	24	21	23	19	37	23	27	30	1	34	41	34	34	34	46	0	36	34	46	0	47	49	0	0	50	50	52	1	1	1	2	2	1	2	1	2	2	2	1	2	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	6	1	1	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	2
8000	-334.565663581070055	-341.421151532029455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621974408708114	0	1	2	4	5	5	6	7	7	9	9	10	8	9	14	14	11	15	18	18	17	18	18	17	17	17	18	19	18	18	16	20	21	23	21	22	20	22	24	23	24	24	25	24	26	26	27	30	29	31	30	32	34	34	35	0	0	0	2	3	3	3	5	6	8	9	14	5	9	17	17	9	15	25	18	31	0	21	18	31	31	31	21	24	25	18	26	37	18	27	30	6	23	38	36	38	38	34	0	40	43	46	0	46	49	0	0	50	50	52	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	6	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2
8500	-355.653436373402826	-362.508924324362226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760722896155324	0	2	2	3	5	4	6	7	7	9	7	9	9	10	13	14	15	15	17	18	18	17	18	18	17	18	19	19	19	20	16	20	21	22	21	21	19	22	24	23	22	24	25	24	26	26	28	31	29	31	30	33	34	34	36	0	0	0	2	3	3	3	5	6	8	6	6	8	12	12	12	15	15	18	31	18	0	15	31	31	31	19	25	24	31	16	26	37	21	27	25	10	23	40	30	36	34	41	0	40	43	46	0	43	47	0	0	49	50	52	1	1	1	1	2	1	2	1	2	1	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	4	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	2	2
9000	-329.462004289332128	-336.317492240291529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631282990394368	1	1	3	5	4	4	6	6	7	8	9	9	8	10	13	15	14	16	17	18	16	17	17	18	17	17	18	18	20	20	18	21	20	20	20	21	19	22	23	23	24	23	24	25	27	25	28	30	29	31	32	32	34	35	35	0	0	0	2	3	3	3	5	6	8	9	9	8	12	12	12	14	17	18	18	17	0	21	25	21	16	19	16	24	25	21	31	37	28	19	28	1	34	34	36	38	28	39	0	36	43	46	0	46	49	0	0	49	53	52	1	1	1	2	1	1	2	1	2	2	1	2	2	1	2	3	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	8	1	2	1	1	2	1	1	3	1	2	1	1	1	1	1	2	1	2
9500	-346.104175430611178	-352.959663381570579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654675720524822	1	1	3	5	4	5	4	7	8	6	10	9	9	10	13	15	13	16	17	16	16	15	16	17	18	19	19	20	20	20	18	21	20	21	22	20	19	22	25	24	23	24	25	24	26	26	27	29	30	32	31	32	33	35	35	0	0	0	2	3	3	3	10	6	5	9	9	8	9	11	17	12	17	17	17	17	0	17	23	21	21	19	18	24	21	21	26	37	23	27	18	1	31	34	36	38	38	41	0	40	43	46	0	46	46	0	0	46	49	52	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	2	1	2	7	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	4	3	2
10000	-331.133616055785353	-337.989104006744753	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763609858904669	0	0	2	5	4	4	6	7	7	9	8	8	8	11	12	15	14	16	17	18	14	17	18	16	17	18	17	19	20	19	17	20	21	20	22	22	20	22	24	23	22	23	24	24	27	26	28	27	30	32	31	32	34	35	34	0	0	0	2	3	3	3	5	6	5	6	9	8	9	12	17	15	21	16	16	15	0	18	21	21	25	18	25	24	31	21	25	37	23	27	30	1	34	38	36	34	34	41	0	40	43	46	0	47	49	0	0	49	50	52	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	3	2	9	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1
10500	-317.001834443470614	-323.857322394430014	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679097133935538	1	1	2	3	5	4	6	7	7	7	9	8	9	9	13	14	15	17	17	18	15	17	17	17	17	19	19	18	18	20	19	21	21	22	21	22	19	21	25	23	23	23	25	25	25	26	28	28	30	32	32	33	34	34	35	0	0	0	2	3	3	3	7	6	5	9	6	8	12	12	15	16	21	21	25	15	0	21	21	21	25	19	18	25	25	21	26	37	31	27	31	1	23	38	38	38	38	41	0	40	43	46	0	46	49	0	0	47	49	52	1	1	1	1	2	1	2	1	2	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	7	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1
11000	-335.252640190667364	-342.108128141626764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694347427183723	0	1	1	4	4	5	6	6	8	9	10	8	10	11	14	12	14	15	17	17	18	17	17	18	16	19	18	18	19	19	20	20	20	21	21	22	19	20	24	22	22	23	24	24	26	25	28	29	29	31	31	32	33	34	36	0	0	0	2	3	3	6	5	6	8	9	6	10	12	16	12	16	16	18	15	25	0	18	25	18	25	19	19	18	25	28	21	37	38	27	28	9	23	38	31	34	38	41	0	36	43	46	0	46	49	0	0	49	53	52	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	4	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	2
11500	-292.301119850157704	-299.156607801117104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.883616219618651	-1	1	2	4	4	5	5	6	7	7	9	10	9	11	12	14	14	15	17	18	16	17	18	18	17	19	19	19	20	21	19	21	21	22	21	22	19	20	24	23	23	24	24	25	26	25	27	30	30	32	31	33	33	33	34	0	0	0	2	3	3	3	5	6	5	9	11	8	12	12	15	15	16	18	18	17	0	21	21	21	25	19	25	24	21	25	26	37	38	27	18	22	23	34	30	34	34	41	0	40	43	46	0	47	49	0	0	49	50	52	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1
12000	-319.590540945272494	-326.446028896231894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626432911792543	0	1	0	3	4	4	6	7	8	9	10	10	9	11	13	15	14	15	17	18	16	18	18	18	17	18	18	19	19	19	20	20	21	23	21	22	20	21	24	23	23	23	25	25	25	25	27	30	30	32	31	33	35	34	35	0	0	0	2	3	3	5	5	8	8	9	6	8	12	12	17	15	17	18	18	18	0	21	25	21	21	19	21	24	25	25	26	37	38	27	28	1	31	38	36	28	23	41	0	40	41	43	0	46	49	0	0	50	49	52	1	1	1	1	2	2	1	2	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	8	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2	2	1
12500	-352.116626126905601	-358.972114077865001	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686891093919523	1	0	2	4	4	5	4	7	8	9	9	10	10	11	13	14	11	15	16	17	16	17	17	18	17	19	19	19	20	20	20	21	20	22	21	23	19	21	24	23	24	23	24	25	26	23	28	29	30	32	31	32	33	34	36	0	0	0	2	3	3	3	5	6	8	9	6	8	12	17	9	12	15	18	17	18	0	21	25	21	24	17	25	24	25	21	26	37	38	27	38	1	23	38	30	42	20	42	0	40	38	46	0	47	47	0	0	49	47	52	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	3	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	5	2	2	2	1	3	1	1	1	1	2	1	1	3	1	1	2	3	1
13000	-334.457044454503773	-341.312532405463173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797890553963652	-1	2	2	4	4	5	5	7	7	8	9	9	9	10	13	13	15	14	17	17	16	14	18	16	17	19	19	19	20	19	20	21	21	21	21	23	20	23	25	22	23	23	24	24	26	25	27	29	29	31	31	33	33	34	35	0	0	0	2	3	3	3	5	6	8	9	9	8	12	12	14	16	16	15	17	15	0	21	15	21	16	19	21	26	21	20	26	37	23	27	40	1	34	38	30	34	34	41	0	31	41	46	0	46	47	0	0	50	50	52	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	3	1	2	1	1	2	1	1	1	1	1	8	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1
13500	-331.474621878166204	-338.330109829125604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751661409977163	0	1	1	4	5	4	4	6	7	6	9	8	9	10	12	14	14	16	16	17	16	16	17	18	18	18	18	19	20	20	19	21	21	22	21	22	19	22	24	23	22	24	25	23	27	26	28	30	29	30	32	32	33	35	36	0	0	0	2	3	3	3	5	6	5	9	6	10	9	14	15	15	15	17	18	16	0	21	21	21	21	19	24	18	21	21	26	37	23	18	30	1	30	38	36	30	38	41	0	40	43	46	0	46	49	0	0	49	53	52	1	1	1	1	2	2	2	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	7	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2
14000	-315.054355333284036	-321.909843284243436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756844571365600	0	2	2	4	4	5	5	6	7	8	9	9	8	11	13	14	14	16	17	16	15	17	18	17	18	18	19	20	19	21	18	20	21	23	22	23	20	21	24	23	23	23	25	25	26	26	28	31	29	32	31	32	35	34	35	0	0	0	2	3	3	3	5	6	8	9	9	5	12	12	12	12	17	18	16	15	0	21	21	18	21	19	25	24	21	21	26	37	38	27	25	1	23	38	21	38	38	41	0	40	43	41	0	47	49	0	0	49	50	52	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	9	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	3	1	2
14500	-344.107753162642041	-350.963241113601441	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606054270824080	0	0	1	2	3	3	6	8	6	6	6	8	9	11	13	15	14	15	17	18	17	16	17	18	18	17	19	18	20	21	20	21	21	23	21	21	20	21	24	24	23	23	25	25	27	26	28	29	30	32	31	32	34	34	35	0	0	0	2	3	3	3	10	6	5	6	11	10	12	12	12	15	14	18	18	16	0	16	21	21	16	19	18	18	25	25	26	37	36	27	15	1	23	38	26	38	38	41	0	40	43	46	0	47	49	0	0	50	49	52	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	3	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	4	8	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
