step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
82500	-176.030735498440436	-182.886223449399807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.967583511723614	0	3	2	1	5	5	6	7	9	7	8	10	8	9	9	11	8	9	11	13	10	13	12	12	12	11	14	15	14	13	11	13	14	13	15	15	14	14	15	14	15	16	15	17	15	16	16	15	16	19	14	17	16	19	19	19	21	21	22	24	24	26	0	4	4	1	2	1	5	5	10	5	3	18	5	10	10	12	10	8	9	25	13	16	31	9	18	14	34	32	15	16	9	19	20	16	27	34	16	32	32	24	40	39	22	33	30	48	43	38	33	46	23	35	27	46	52	44	50	55	58	59	57	60	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
83000	-167.111922369585812	-173.967410320545184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.887229175784877	1	3	3	2	4	4	5	7	8	7	9	10	8	8	9	11	9	9	11	12	11	12	12	10	13	11	13	14	14	13	14	14	14	14	15	15	14	14	14	13	15	16	16	15	17	16	15	16	16	17	15	16	16	18	17	19	20	20	24	23	25	27	0	1	1	1	4	3	3	6	10	7	10	10	5	8	13	18	14	10	17	12	24	24	19	9	26	15	16	10	27	19	40	23	40	19	38	40	21	26	20	21	31	33	28	38	29	39	26	32	37	27	23	29	47	43	42	49	54	55	57	58	60	61	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
83500	-184.265720760026170	-191.121208710985542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941816733954928	0	4	3	2	4	6	4	8	9	6	7	8	8	7	10	12	9	10	11	12	10	11	12	12	13	11	13	13	14	14	13	14	14	12	14	14	14	13	15	14	13	15	16	16	17	15	17	16	16	18	16	16	16	19	19	19	21	21	23	24	25	26	0	4	1	1	4	7	4	14	14	7	3	11	6	5	8	12	14	10	8	15	8	17	21	26	19	15	22	19	31	41	26	22	25	18	41	23	28	18	25	16	20	41	28	37	46	16	27	36	30	33	33	31	46	47	45	49	54	55	55	59	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84000	-182.068583161720426	-188.924071112679798	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830949655104198	1	4	3	3	5	5	5	7	8	7	8	10	9	6	8	12	10	10	11	12	10	12	12	12	13	11	13	14	12	12	12	14	14	14	15	14	14	14	15	14	15	16	15	17	15	14	15	15	16	17	16	17	17	19	19	19	20	22	22	25	25	26	0	3	1	1	3	3	2	7	10	5	5	8	14	5	5	26	15	11	12	12	9	19	26	26	26	15	31	30	8	12	15	22	25	30	33	22	22	27	25	20	12	46	33	48	16	25	25	32	13	43	34	35	42	49	52	43	53	54	57	58	57	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1
84500	-224.993248588996664	-231.848736539956036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730033951773975	0	3	3	2	4	6	5	7	9	7	9	10	9	7	9	12	9	10	12	13	10	12	12	12	14	11	13	11	11	13	14	15	14	13	15	13	15	14	15	13	15	14	15	16	16	16	17	15	17	18	16	16	17	19	19	19	22	21	23	24	24	25	0	1	4	1	3	1	4	5	8	5	10	8	14	6	2	11	10	6	18	22	8	18	10	18	29	9	24	15	3	24	19	25	16	26	27	9	33	28	33	29	16	29	25	31	41	23	44	25	31	38	35	25	40	37	32	31	50	56	54	59	58	61	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	2	1	1	1
85000	-187.162257644380418	-194.017745595339790	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.890088841220752	1	4	2	3	4	5	6	8	8	8	8	10	7	7	9	11	9	10	11	13	10	13	12	12	12	12	12	15	13	14	13	14	14	13	15	13	14	14	15	14	16	15	15	16	16	17	16	15	16	18	15	16	16	18	19	20	22	21	24	23	23	26	0	3	1	1	3	3	5	14	5	7	5	10	7	4	11	13	14	8	17	25	8	27	21	21	17	17	8	34	16	23	17	27	19	23	36	18	26	26	37	31	33	20	26	42	34	28	33	31	43	52	37	20	42	33	35	49	56	53	57	56	57	60	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1
85500	-194.556077330145683	-201.411565281105055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.901415441676110	0	3	1	3	4	5	5	7	9	7	7	11	8	9	9	11	10	8	9	12	10	13	12	12	12	11	13	13	13	13	12	14	15	13	15	15	14	14	15	14	16	16	14	17	16	16	16	15	16	18	15	16	17	18	19	19	20	19	22	24	24	26	0	3	1	3	2	2	2	7	10	5	5	19	6	11	8	19	13	8	18	17	18	16	19	17	17	18	26	26	31	16	21	30	22	31	29	17	27	34	25	20	23	51	24	20	43	32	39	29	33	42	24	36	47	39	54	49	50	53	56	57	55	60	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1
86000	-200.773397549921697	-207.628885500881069	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755098285358706	1	3	3	3	5	5	4	7	8	7	9	11	9	9	10	12	9	10	11	13	9	11	10	12	13	12	14	13	13	13	14	14	15	13	16	15	14	15	15	14	14	15	16	17	16	17	17	15	16	18	16	16	16	18	18	19	18	21	23	25	25	26	0	1	1	1	3	3	3	5	3	5	7	9	8	5	9	9	10	17	11	18	10	9	11	18	26	15	20	13	17	23	24	29	37	24	40	41	24	12	29	19	24	27	31	25	41	29	13	29	30	52	32	40	25	49	45	39	49	56	54	58	46	61	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	3	1	2	1	1	1	2	1	1	2	1	1	2	1	3	1
86500	-172.718434707719467	-179.573922658678839	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.952633673244573	0	4	2	3	5	5	6	7	9	7	8	11	8	8	10	12	10	9	11	13	10	12	12	12	13	12	12	14	14	12	13	14	14	14	16	14	14	14	14	14	15	15	16	13	16	16	16	15	16	17	17	17	17	17	19	19	21	22	23	23	25	26	0	4	1	1	4	3	4	2	5	6	3	18	7	7	14	21	18	14	9	24	13	18	9	12	24	15	8	30	22	19	30	22	16	25	29	16	26	27	25	23	31	33	29	24	29	28	34	31	48	49	41	43	45	32	52	49	56	56	57	56	59	61	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
87000	-223.346071624873304	-230.201559575832675	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748230582131612	1	2	3	3	4	6	5	7	8	6	8	11	8	8	9	10	9	10	12	13	10	13	11	11	13	10	14	13	14	13	13	14	14	13	15	13	14	13	15	14	15	15	16	17	16	16	16	15	16	19	16	17	17	18	20	20	21	21	22	23	25	27	0	1	1	1	2	1	2	10	3	5	7	26	8	3	5	11	14	13	8	18	9	18	14	8	23	11	20	26	19	24	26	28	22	19	30	12	17	19	27	30	1	31	35	41	32	32	37	30	40	52	30	41	42	53	44	1	30	56	55	58	50	61	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	2	8	4	1	1	1	3	1
87500	-227.961164867617867	-234.816652818577239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717749501164713	1	4	2	2	3	5	5	8	8	7	7	10	9	6	10	12	9	9	12	13	10	12	13	12	12	12	14	13	14	13	14	14	15	13	15	15	14	14	15	13	16	15	15	16	17	17	16	15	16	17	16	16	17	18	20	19	22	21	23	24	24	26	0	5	1	1	1	5	5	7	1	7	5	17	10	6	9	15	14	6	17	16	8	7	26	17	18	21	22	13	25	21	16	12	30	16	32	22	25	16	40	19	34	20	30	26	43	38	20	32	40	52	38	40	25	36	45	25	32	49	58	24	46	59	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	2	5	2	1	5	4	2
88000	-182.182573207166143	-189.038061158125515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.943572105541074	0	2	2	3	5	6	3	7	9	7	6	11	8	7	10	11	9	9	11	12	11	13	12	13	13	11	13	14	14	14	13	15	14	14	15	14	14	15	15	15	15	16	15	17	14	17	17	15	15	17	17	17	16	18	19	19	22	21	23	24	25	26	0	1	1	2	4	3	2	5	10	5	5	15	5	11	13	9	14	10	17	16	17	21	16	23	26	15	12	16	20	20	23	24	24	25	27	25	20	36	28	34	31	28	29	43	23	32	45	20	23	42	35	39	45	52	48	46	56	55	58	59	35	58	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2
88500	-208.583251634665601	-215.438739585624973	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837555852894528	1	4	3	2	4	6	5	7	7	8	5	9	9	9	9	11	9	9	11	11	10	13	11	12	13	10	13	13	13	13	13	15	12	11	14	14	14	14	15	13	15	15	15	16	16	15	15	16	17	18	16	15	16	18	19	19	21	19	23	24	24	25	0	3	1	1	1	3	2	7	3	8	3	9	10	9	10	2	8	6	15	6	17	21	9	34	14	12	19	20	26	19	23	22	26	15	28	33	28	34	24	23	40	23	23	46	38	37	31	41	36	32	37	25	24	44	49	45	55	44	57	57	59	61	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1
89000	-196.565701954752797	-203.421189905712168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.944985796839885	0	1	3	2	3	4	4	7	8	7	8	11	9	9	9	11	10	9	11	13	9	11	12	12	12	11	13	15	11	13	12	14	15	13	16	14	14	14	15	13	15	14	15	16	16	15	17	14	17	18	15	17	17	16	19	19	21	22	23	23	22	25	0	1	4	1	4	3	3	5	5	6	8	21	5	10	10	21	13	8	21	23	10	15	12	29	26	14	31	20	13	19	21	22	36	18	36	22	23	31	32	22	30	19	20	42	28	24	43	31	43	54	42	44	46	36	45	49	50	57	57	61	56	60	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
89500	-215.416772389019229	-222.272260339978601	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880346512896379	0	4	2	3	4	4	5	7	9	7	8	11	9	6	8	11	9	8	10	13	10	13	12	13	11	11	13	15	13	14	13	15	13	14	16	15	13	15	15	14	15	15	14	14	16	17	16	15	15	18	16	15	16	19	19	19	22	20	23	23	24	25	0	1	1	3	1	3	5	6	8	7	3	6	8	4	7	17	10	2	17	23	13	26	21	25	19	17	12	25	12	25	17	20	26	20	23	34	9	30	37	27	27	16	22	25	40	34	43	30	43	52	33	40	37	33	53	46	58	48	57	35	60	57	1	2	1	1	2	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	3	1	2
90000	-219.252851343381764	-226.108339294341135	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.855719174111135	0	4	3	2	4	5	5	7	9	6	7	11	8	9	9	9	8	8	9	13	11	13	12	11	13	11	13	13	13	11	13	14	14	14	15	15	14	14	15	14	15	14	15	16	16	16	16	16	14	19	16	13	14	17	20	19	21	21	24	23	25	27	0	4	1	1	4	3	2	6	3	3	5	13	10	8	18	8	11	11	8	26	14	9	14	13	9	19	30	23	3	9	10	23	26	23	31	38	20	25	23	23	22	12	29	35	36	49	37	28	13	41	32	12	14	39	56	20	56	55	57	56	60	60	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	1	1	1	1
90500	-212.840086682428534	-219.695574633387906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.860352642178789	0	2	3	2	4	4	5	5	7	7	8	10	8	9	9	11	10	9	12	13	11	13	13	11	13	12	12	14	13	13	14	14	13	14	16	14	15	15	15	14	15	16	16	16	16	16	15	14	15	18	16	15	17	18	19	16	22	22	23	24	25	26	0	1	4	1	4	1	3	6	8	7	8	14	9	11	9	15	18	6	17	12	12	11	18	18	16	24	12	20	14	12	27	29	21	16	33	23	29	29	30	19	24	31	48	31	31	36	33	26	23	46	31	19	31	38	52	36	50	44	57	57	60	60	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1
91000	-216.424861374960045	-223.280349325919417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733010513477490	1	3	2	2	4	4	6	6	8	7	7	9	8	9	10	11	8	10	11	12	10	12	12	12	12	10	13	14	12	14	14	12	14	13	16	14	14	14	15	14	16	15	15	17	16	16	17	16	16	17	16	16	16	18	19	18	21	19	23	25	24	26	0	1	1	1	2	1	2	5	10	7	8	13	8	10	14	18	6	17	17	18	10	18	19	19	19	13	29	26	16	22	14	17	23	29	38	19	29	29	34	20	25	27	30	37	38	31	48	37	43	34	36	24	25	39	44	16	56	45	58	61	57	59	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	3	2	1	1	1
91500	-224.484542398793138	-231.340030349752510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687905001259165	0	3	3	2	4	5	5	7	8	8	8	11	8	8	9	11	10	10	12	13	11	13	13	12	14	11	13	15	12	13	13	14	14	13	15	13	14	14	15	14	15	15	14	16	17	14	16	15	16	18	16	16	16	18	19	19	21	22	23	24	24	27	0	1	1	1	3	1	3	6	7	8	3	10	6	7	10	17	10	1	14	16	15	21	13	10	31	15	16	20	16	21	3	24	26	18	26	21	34	12	16	24	27	13	20	30	40	21	30	30	40	49	36	36	40	47	45	35	53	41	57	57	58	50	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	4	2	1	1	1	2	1	1	1	1	1	1	1	4	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	3	3	1	1	1	5
92000	-203.231883590261361	-210.087371541220733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.873466992881466	0	3	3	2	4	4	5	7	9	7	8	11	9	9	10	10	9	9	11	13	11	12	13	11	13	12	14	13	12	14	13	15	14	11	15	13	14	12	15	14	15	14	15	15	16	16	15	15	16	19	16	16	16	19	20	18	21	20	23	22	25	26	0	1	4	1	3	3	3	2	5	7	7	11	8	11	17	18	11	8	17	22	15	13	17	18	34	24	38	21	21	26	21	12	22	17	22	26	26	13	37	20	42	22	19	20	33	29	31	23	23	52	27	27	31	56	46	43	56	54	55	58	57	59	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
92500	-204.319227066410974	-211.174715017370346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786561707805282	0	4	2	3	4	6	5	8	8	7	7	10	8	7	9	10	10	10	12	13	10	12	12	11	13	11	13	14	14	14	14	13	14	13	14	15	14	14	15	14	16	16	15	16	17	15	14	15	15	18	16	15	16	16	18	18	21	21	23	23	25	25	0	4	1	3	1	7	3	11	5	4	7	5	11	7	7	10	14	9	9	13	7	12	18	18	23	8	17	21	17	32	34	26	15	19	17	32	23	27	30	24	35	23	47	22	39	27	23	34	33	48	38	19	40	37	51	41	29	56	50	58	57	60	1	1	1	1	1	1	2	1	2	2	1	3	1	1	2	1	1	1	2	2	3	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1
93000	-198.715827346769231	-205.571315297728603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.905701228575961	1	2	3	3	5	6	5	8	9	7	7	9	8	8	9	11	10	9	11	10	10	13	12	12	13	10	13	13	13	14	14	14	12	12	15	15	14	15	15	15	16	15	15	16	16	17	16	15	17	18	16	16	14	17	19	19	21	21	23	25	25	27	0	1	1	1	2	1	4	11	6	6	4	3	6	6	8	26	15	14	14	18	14	16	15	17	24	9	16	33	17	33	24	29	20	21	28	37	26	27	20	25	40	29	24	22	48	27	31	22	40	51	32	40	15	51	54	50	56	56	58	59	57	61	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
93500	-228.560641430830714	-235.416129381790086	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741180218264251	1	3	3	2	3	5	5	8	9	7	8	11	8	8	8	11	9	9	12	12	10	12	11	13	13	12	13	14	12	13	14	15	13	14	14	12	14	13	16	14	16	15	14	15	16	16	16	15	16	18	16	16	17	18	19	19	22	19	21	23	25	27	0	1	1	1	4	3	5	5	8	7	3	17	7	6	10	9	10	11	12	14	14	12	11	26	16	17	20	13	11	19	19	16	11	27	14	13	20	13	37	27	30	20	21	24	19	31	31	19	42	48	30	32	44	53	42	49	54	25	46	45	59	61	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	1	1	3	1	3	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	3	3	2	1
94000	-188.733034983482895	-195.588522934442267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.850858836631965	0	4	2	3	4	4	6	8	9	7	8	11	8	9	9	10	10	9	11	13	11	12	13	12	13	9	12	15	12	12	13	12	15	13	16	14	15	14	15	13	15	15	15	17	16	17	16	13	16	18	16	16	17	18	19	19	21	22	23	24	24	26	0	3	1	3	3	3	6	10	10	7	5	13	7	8	13	8	13	7	26	24	17	19	12	16	16	8	12	34	16	9	21	21	36	21	36	32	25	22	29	22	40	23	24	33	31	43	23	16	40	47	31	31	20	52	35	44	56	56	58	58	59	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1
94500	-196.932229308815465	-203.787717259774837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837341945859891	1	3	2	2	5	4	6	6	8	7	8	11	8	9	10	11	9	10	12	12	11	12	13	12	14	11	13	14	14	14	13	13	13	13	15	15	14	14	15	14	13	14	15	17	16	17	17	13	16	18	17	16	17	18	20	19	21	22	23	23	26	24	0	1	1	1	3	3	5	5	3	3	5	8	10	13	11	14	7	9	18	18	11	16	12	11	16	17	24	20	20	26	14	12	13	26	48	23	33	27	48	20	1	24	23	42	33	18	26	22	33	51	42	42	30	53	51	39	46	55	57	58	57	59	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	1	1	1	2	3	3	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1
95000	-190.602229912693161	-197.457717863652533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847727531222597	0	4	2	2	4	5	6	7	8	6	8	10	8	8	9	10	10	10	11	10	11	12	10	11	13	12	13	14	13	13	13	14	14	12	15	14	14	12	14	12	16	16	15	15	16	15	15	16	17	18	17	14	16	19	20	19	21	21	23	23	25	25	0	3	1	1	3	5	3	7	7	2	7	13	10	7	14	8	13	11	15	9	11	12	9	18	18	19	19	40	34	20	16	40	31	18	30	34	22	24	21	9	26	36	39	36	32	25	33	43	33	22	48	24	19	48	42	51	36	41	57	58	59	59	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	3	2	1	1	1	1
95500	-215.524294574446543	-222.379782525405915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743624415464757	0	3	2	2	4	5	5	7	9	8	7	10	7	8	9	11	10	10	11	13	10	12	11	12	12	12	13	14	13	12	12	14	14	12	16	15	13	13	16	14	15	16	15	16	16	14	17	15	17	17	16	17	16	18	20	20	22	22	22	24	24	27	0	3	1	1	2	3	4	3	10	6	3	3	5	6	10	10	10	9	11	19	10	17	21	12	21	13	13	22	8	12	17	24	20	15	46	29	25	23	37	17	31	31	20	22	33	15	36	16	18	35	48	39	33	53	54	39	55	55	56	59	57	60	1	1	1	1	1	1	2	1	1	1	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	4	1	1	1	1	1	1	2	1	1	1	1	1	1
96000	-189.117133055105995	-195.972621006065367	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.936402663824601	1	4	3	3	5	5	5	6	7	6	7	11	9	8	9	9	10	10	11	12	9	11	12	12	13	11	13	14	14	14	12	13	14	11	15	13	14	14	15	14	14	15	15	16	16	16	16	15	17	17	16	17	16	18	19	19	22	19	23	24	25	26	0	3	1	1	3	4	4	7	7	5	5	16	7	11	11	14	8	8	21	19	9	17	21	22	23	18	22	24	31	31	22	24	25	13	25	34	31	26	41	12	31	36	25	37	38	40	40	33	44	42	40	24	31	53	49	45	27	49	54	57	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1
96500	-234.372877664616709	-241.228365615576081	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670994995041786	1	4	3	3	5	5	5	5	7	6	7	10	8	8	8	10	10	8	11	12	9	12	11	12	13	12	13	15	13	13	14	15	14	13	15	13	13	14	15	14	16	16	14	16	16	17	16	15	16	18	15	16	16	18	19	18	21	21	24	21	25	24	0	3	1	1	4	1	3	3	8	4	8	21	4	7	9	15	10	5	18	15	18	16	15	16	13	16	20	30	3	21	18	36	26	20	23	19	21	23	26	16	34	43	27	38	30	35	18	34	34	35	13	31	40	31	32	33	30	46	57	55	56	60	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	4	2	2	1	1	1	2	1	1	1	1	2	3	1	1	1	2	1	3	1	2	2	3	1	1	2	2	2	4	2	1	1	3	2
