step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
24500	-222.786863791675870	-229.642351742635242	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810190876278115	0	2	2	3	5	5	5	6	9	8	8	11	7	8	10	11	9	10	11	12	10	11	13	13	14	11	13	14	12	13	12	14	14	13	14	13	14	13	16	15	16	16	15	17	15	15	16	14	16	19	16	15	15	18	19	19	20	22	23	24	25	26	0	1	1	1	4	3	1	4	7	8	13	13	7	3	11	17	5	14	15	15	14	10	12	19	38	15	16	17	10	29	12	24	30	16	12	15	9	16	25	36	43	20	24	45	48	21	25	27	23	49	46	30	32	46	44	42	44	54	56	58	50	59	1	1	1	1	1	1	3	1	3	1	1	3	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	2	1	4	1
25000	-202.580427217169131	-209.435915168128503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.872420450262727	0	4	2	2	2	5	6	6	8	7	7	10	8	8	9	10	9	10	11	11	11	12	12	12	13	11	13	12	11	13	13	13	14	14	16	14	14	15	14	15	15	13	15	17	16	16	15	13	16	18	16	16	16	19	19	18	21	21	22	23	25	27	0	3	1	1	1	1	3	2	1	6	7	14	10	8	14	15	6	7	17	15	9	18	16	12	18	16	29	14	9	20	20	24	48	22	42	17	19	22	28	39	31	19	31	37	43	33	31	24	48	52	34	37	30	51	44	46	54	55	58	45	59	61	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	3	1	1
25500	-195.495884431571767	-202.351372382531139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785308353969197	0	4	2	2	4	6	5	7	8	7	7	9	9	8	9	9	9	8	11	12	10	13	12	13	13	11	12	14	13	13	13	15	14	14	15	14	15	14	15	14	16	15	16	16	17	16	16	14	16	18	15	16	15	17	19	19	21	22	23	22	26	26	0	4	1	1	4	3	5	7	3	2	2	18	8	6	18	9	8	8	18	19	16	26	9	15	19	12	19	26	19	21	19	22	23	22	29	20	29	20	22	23	31	20	51	39	31	39	37	19	42	49	20	40	40	33	54	49	56	50	55	57	59	55	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3
26000	-230.694387998971820	-237.549875949931192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.757655310357758	0	4	3	2	5	5	6	6	9	8	9	8	8	9	10	10	10	9	11	13	10	13	11	12	13	11	13	14	14	14	13	14	15	13	15	15	13	15	14	15	16	14	15	16	16	16	16	14	16	19	16	16	17	18	19	19	21	21	21	23	25	26	0	4	1	1	1	3	2	6	12	8	8	3	8	13	18	12	12	6	11	19	10	26	14	16	26	12	23	20	10	24	26	22	23	21	22	28	17	42	31	11	43	15	22	48	39	31	31	31	22	38	31	33	23	29	41	49	43	33	50	59	43	60	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	4	1	1	1	2	1	1	1	2	1	1	4	1	2	1	1	2	1	2	1	1	2	1	1	4	2	1	1	2	2	1	1	5	1
26500	-220.867400656344358	-227.722888607303730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736400382721120	1	4	2	3	4	6	6	7	8	7	8	10	8	9	10	12	10	10	10	13	10	12	12	12	12	11	14	12	14	13	14	14	14	14	15	14	14	14	15	14	13	15	16	16	16	16	15	15	17	18	17	17	16	17	19	20	22	21	21	24	23	25	0	1	1	3	4	3	5	2	7	6	5	11	6	8	13	5	11	9	8	21	8	17	21	11	15	12	22	19	16	25	12	16	23	25	27	24	22	15	23	23	15	38	29	41	28	47	30	29	39	45	21	35	47	30	44	51	55	43	56	55	56	59	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	2	2
27000	-223.820860100934908	-230.676348051894280	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.872865229303099	0	3	3	2	4	6	5	7	7	8	8	10	9	8	9	11	9	8	11	11	9	12	13	12	12	11	12	12	11	14	12	14	14	14	14	14	14	14	16	15	15	15	15	16	16	15	16	15	17	18	16	16	16	17	19	20	21	21	22	23	26	25	0	4	4	1	4	3	2	6	3	7	2	10	9	8	18	13	5	7	12	10	5	16	12	12	12	8	15	3	18	22	17	23	31	27	20	22	24	26	33	24	31	32	32	31	35	30	41	20	46	44	35	48	16	40	39	54	47	55	50	58	59	59	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1
27500	-196.915987845775845	-203.771475796735217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917988751047384	1	4	2	3	4	5	6	7	8	8	8	10	7	7	10	12	10	9	11	11	10	13	12	12	14	10	14	14	13	13	13	13	13	13	15	14	13	13	16	14	16	16	15	15	15	16	14	15	15	17	16	16	16	19	19	19	21	21	22	23	25	27	0	1	1	3	4	4	2	6	14	14	3	11	6	5	10	26	18	8	12	15	6	24	19	26	23	14	23	30	24	15	20	24	19	26	38	37	23	20	44	38	36	38	37	37	38	44	31	32	21	51	28	47	25	50	51	48	50	55	54	58	60	61	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
28000	-227.702174661170403	-234.557662612129775	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748552607662535	1	3	3	2	5	5	5	7	7	7	8	11	8	9	9	12	10	9	11	12	10	11	12	12	13	11	13	13	13	13	13	14	14	14	15	13	15	14	15	15	15	14	15	16	17	16	16	16	17	18	16	16	16	19	19	19	20	20	24	23	26	25	0	1	1	1	2	2	4	5	3	6	8	10	9	10	13	21	11	9	9	19	9	18	13	7	22	15	19	13	21	12	14	24	23	13	28	21	25	12	23	28	31	30	22	32	44	43	42	33	20	41	38	20	20	46	45	36	51	35	38	57	37	44	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	3	2	2	4	1	6	4
28500	-256.154157510271830	-263.009645461231230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600759800569359	0	3	2	3	5	5	5	7	8	7	9	9	8	8	10	11	9	9	11	13	10	12	12	12	14	12	14	15	13	13	13	14	15	13	16	14	13	13	14	14	14	14	15	14	16	16	17	16	15	18	17	17	16	16	19	19	21	21	24	24	24	26	0	1	1	3	3	3	2	6	5	7	10	2	7	6	17	12	10	7	14	18	14	12	9	19	31	10	38	40	15	26	18	24	36	7	44	15	21	21	31	29	22	29	42	22	15	23	23	24	22	38	16	28	12	44	48	30	52	45	53	47	51	61	1	1	1	1	2	2	1	1	2	1	1	3	2	1	1	1	2	3	1	2	1	2	2	1	1	2	1	1	1	1	3	1	1	4	1	3	1	1	1	1	1	1	1	1	3	1	2	2	2	2	3	1	2	1	1	3	2	2	5	2	2	1
29000	-212.856540495837748	-219.712028446797120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755118488177090	1	3	3	3	4	4	5	6	8	7	9	11	6	8	10	10	8	10	12	12	11	10	13	12	14	10	14	12	13	14	14	14	13	12	14	14	15	14	16	14	15	14	15	16	16	15	16	15	17	19	16	16	16	19	20	19	22	21	23	24	24	25	0	1	1	1	1	3	2	5	10	8	17	10	3	8	11	11	10	8	9	26	9	17	12	22	28	10	12	17	24	26	29	16	34	12	12	24	42	6	43	16	34	23	33	30	30	30	43	38	39	42	32	32	46	47	56	47	58	55	46	58	59	59	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	4	1	1	1
29500	-227.749437122571351	-234.604925073530723	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814663771680370	0	3	3	3	4	6	5	8	9	8	7	10	6	8	10	11	8	10	12	12	11	10	12	12	14	9	11	14	14	13	13	13	15	14	15	14	15	15	15	14	14	15	15	14	16	17	16	15	15	19	15	17	16	18	18	19	21	21	23	24	23	26	0	1	1	1	4	5	2	6	14	5	3	10	7	2	6	9	13	8	10	18	9	17	26	18	31	11	11	27	31	12	24	24	34	27	22	24	31	24	25	27	27	28	34	20	36	37	25	30	23	46	30	51	51	43	41	45	43	28	57	57	58	60	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	1	2	1	1
30000	-220.260288190942958	-227.115776141902330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625553833320741	1	4	3	3	4	5	6	6	8	8	8	9	5	8	9	12	8	10	11	12	10	12	10	12	12	10	13	13	13	13	14	13	12	13	16	13	15	14	15	15	15	15	15	16	16	16	14	15	15	16	17	16	17	19	18	19	21	20	22	24	25	25	0	3	1	1	3	3	2	3	5	8	3	5	3	8	14	6	5	8	17	18	9	3	9	21	19	15	19	3	33	19	16	33	15	23	39	21	30	12	30	19	36	47	36	20	47	33	30	25	19	28	38	47	52	53	41	33	54	50	45	58	59	57	1	1	1	1	1	1	1	1	2	1	3	3	1	1	1	3	1	2	1	1	1	4	1	1	1	1	1	4	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	2	3	2	1	2
30500	-220.449004652432137	-227.304492603391509	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769662274288466	0	4	2	2	5	5	4	7	9	7	7	10	8	8	10	12	10	9	11	13	10	13	12	12	14	11	11	15	12	14	12	14	14	13	15	15	14	14	15	13	16	15	15	16	16	17	14	14	17	19	16	15	17	18	19	20	21	21	22	23	25	24	0	4	1	1	4	3	1	5	3	7	5	14	8	7	14	15	2	10	15	31	11	23	12	8	23	13	18	38	17	31	14	24	34	27	16	20	40	24	20	14	15	37	22	47	23	35	18	24	30	43	20	20	14	28	52	42	49	50	50	59	58	60	1	2	1	1	1	1	2	1	3	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	2	1	3	1
31000	-205.520188238202252	-212.375676189161624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921267899075143	0	3	3	2	5	5	5	7	7	7	7	10	9	8	9	11	10	9	11	12	10	12	12	12	12	12	13	15	13	12	14	15	14	13	15	13	14	14	16	14	14	14	12	16	15	17	16	14	17	17	16	16	17	17	18	18	21	21	23	24	25	26	0	4	4	1	2	4	3	7	3	5	5	7	8	11	8	8	14	8	13	19	14	15	19	21	16	14	26	43	14	16	43	27	27	18	19	16	25	20	40	22	26	27	12	33	36	42	37	17	45	41	36	33	48	52	40	42	53	55	58	59	59	60	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
31500	-200.399732434476164	-207.255220385435535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.905155927245015	0	3	2	2	2	4	5	7	8	7	6	10	9	8	10	12	8	9	11	13	9	12	11	13	13	11	13	14	10	13	14	13	14	12	15	14	12	13	15	15	15	15	15	16	16	17	15	15	16	17	17	16	15	18	19	19	21	21	23	25	25	26	0	1	1	1	1	3	5	7	11	7	5	14	14	10	17	19	11	8	8	29	11	13	18	29	34	17	34	37	8	19	34	16	30	15	24	38	19	13	30	38	24	32	32	39	20	20	20	20	35	35	24	27	37	45	46	50	51	44	57	58	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1
32000	-219.073323836018176	-225.928811786977548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721466152270307	1	2	3	3	4	5	5	8	9	7	9	10	7	9	9	11	10	10	12	12	10	13	11	9	12	11	13	15	13	13	11	15	14	12	15	13	14	14	15	14	15	14	14	16	17	16	17	14	17	18	17	17	17	17	19	20	22	20	24	25	26	26	0	1	1	2	3	3	5	7	8	7	7	24	6	13	13	9	8	14	18	26	14	31	11	10	14	15	31	14	7	17	24	27	22	31	42	12	9	25	27	36	20	23	21	42	39	33	43	22	33	46	42	30	44	28	45	38	56	54	41	57	59	51	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	4	1	1	4
32500	-230.747696952385553	-237.603184903344925	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801689070668701	0	4	3	2	4	5	5	7	9	8	7	10	9	8	10	12	10	9	10	12	11	11	12	12	13	12	13	14	12	14	11	15	15	13	14	14	14	14	12	15	15	14	14	16	17	15	15	15	17	19	14	15	16	18	18	19	22	21	23	24	24	27	0	4	4	1	4	3	3	7	14	5	7	18	8	2	11	13	13	3	7	17	8	8	21	12	12	21	31	21	22	22	9	27	25	20	16	26	12	23	18	17	42	12	26	51	51	34	23	27	40	53	24	35	35	47	33	49	42	53	58	58	57	60	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1
33000	-164.497103186864280	-171.352591137823651	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.983989394096938	1	3	3	2	4	5	5	7	8	7	8	10	9	7	9	11	9	9	12	10	10	12	13	12	13	11	14	15	14	13	13	14	15	14	15	15	13	12	15	13	15	15	16	15	17	16	15	15	17	18	17	16	16	18	19	19	21	22	24	24	25	26	0	1	1	1	3	1	5	5	8	6	7	10	14	7	8	18	10	11	17	15	18	12	38	21	26	11	25	37	26	16	26	23	23	19	30	34	24	16	40	16	38	37	28	40	36	27	31	25	52	46	42	42	48	42	46	49	55	57	57	57	58	59	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-245.235946318561190	-252.091434269520562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655159512180705	1	3	2	3	4	6	6	7	8	6	9	10	8	8	10	12	9	10	11	10	11	12	11	12	13	10	14	14	12	13	13	14	14	12	15	15	13	14	14	12	16	14	15	16	17	15	17	16	17	18	16	16	15	18	19	20	21	21	23	25	25	26	0	1	1	1	3	3	2	10	7	2	8	10	10	8	13	11	7	13	11	11	26	9	12	3	13	6	30	40	5	23	40	21	40	4	25	15	20	40	19	18	20	40	40	29	35	42	38	32	36	38	16	35	3	49	51	49	35	43	47	55	59	59	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	5	2	1	1	2	2	1	1	1	1	4	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	6	1	1	1	3	2	2	2	1	1
34000	-192.537317739146630	-199.392805690106002	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.918381919336114	0	3	3	2	4	5	5	6	8	7	8	10	8	9	10	11	9	10	11	13	11	12	12	10	11	11	12	14	14	13	13	13	14	14	15	14	15	13	16	14	15	15	15	16	16	17	17	15	16	18	17	16	16	18	20	19	21	21	22	24	25	27	0	1	4	1	2	3	2	6	7	7	5	9	10	10	10	17	11	10	17	24	18	18	15	11	18	17	17	23	21	12	16	22	27	23	32	14	22	26	29	21	18	36	27	40	26	43	41	31	41	48	44	29	25	35	54	50	51	56	51	59	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1
34500	-215.687172655714647	-222.542660606674019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699328733474673	0	2	2	2	4	4	5	7	9	7	9	10	8	8	9	10	10	9	12	12	10	11	13	11	13	10	11	14	12	12	14	15	14	13	15	14	14	14	14	14	16	16	15	17	17	16	15	16	15	18	16	17	16	18	19	18	22	21	23	24	23	26	0	1	1	1	2	3	6	7	10	7	3	15	8	8	10	13	13	10	15	9	14	11	22	12	19	13	9	10	27	18	26	21	20	12	23	12	29	29	34	34	23	35	16	35	41	40	34	32	26	53	40	40	40	52	52	49	55	55	58	46	57	59	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	5	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1
35000	-196.984088396734393	-203.839576347693765	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.793409534147143	0	4	2	2	4	6	6	6	8	6	8	11	7	7	9	12	10	9	11	11	11	13	11	12	14	10	13	14	12	13	14	15	15	12	16	15	15	14	14	13	14	15	15	16	15	16	17	16	16	18	17	15	17	18	20	19	22	21	22	24	25	26	0	1	1	1	3	5	2	5	1	5	10	1	2	8	13	11	9	14	15	14	14	21	7	12	29	11	12	8	12	24	34	22	22	23	41	27	27	11	34	19	19	38	30	27	40	39	36	25	31	53	32	22	37	25	36	52	55	56	49	57	57	60	1	2	1	1	1	1	1	1	2	1	1	4	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1
35500	-239.089314687062853	-245.944802638022225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814577288618693	0	3	3	1	4	5	5	8	8	7	8	11	9	7	9	11	10	9	11	12	11	12	11	10	13	11	10	14	12	12	13	15	12	14	14	15	12	13	14	14	16	13	16	15	16	16	17	16	17	18	17	15	15	19	19	20	20	21	22	24	25	25	0	4	1	1	4	2	5	10	14	6	10	7	8	7	7	27	13	11	18	11	10	24	27	14	26	8	10	14	23	26	29	42	9	23	21	38	27	24	23	22	31	27	34	16	34	39	43	34	52	36	52	39	39	43	48	43	50	45	47	59	59	60	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	3	2	1	1	1
36000	-228.502678012359752	-235.358165963319124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789796767719857	0	3	2	3	5	5	6	7	9	6	7	11	9	9	8	11	9	9	10	12	10	13	13	13	13	12	13	13	14	13	13	14	15	13	15	13	14	15	16	14	15	14	14	15	17	16	16	15	17	18	15	15	15	18	19	18	21	18	22	24	26	26	0	3	1	3	3	2	3	5	5	4	1	19	15	11	6	14	10	15	18	19	11	16	12	21	19	21	21	19	27	9	9	23	42	16	30	16	20	9	30	34	42	24	22	40	37	24	53	30	44	23	23	32	21	38	52	39	42	51	58	45	60	59	1	1	1	1	2	1	2	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	3	1	1
36500	-210.795428443605402	-217.650916394564774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.886865901710262	0	4	2	3	5	6	4	7	9	7	8	10	8	8	9	9	9	8	11	12	10	11	13	11	13	11	13	15	11	12	13	14	14	13	16	14	14	15	16	15	13	15	14	17	15	17	16	16	16	19	15	16	16	18	20	19	21	21	24	25	26	27	0	3	1	3	2	7	3	7	7	1	8	16	5	6	8	18	8	6	17	16	13	17	29	16	19	21	12	32	18	19	24	24	23	22	23	34	24	17	42	31	17	34	9	47	31	28	22	43	30	52	31	38	9	28	44	33	56	56	57	58	59	60	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1	2	1	1	1	3	1	2	2	1	1	2	1	1	1
37000	-227.151690181284295	-234.007178132243666	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830468142710317	0	3	3	2	5	4	5	6	8	7	7	10	8	9	9	11	8	8	9	12	11	12	11	13	12	10	12	14	12	13	13	13	14	14	15	15	14	14	13	14	15	15	16	16	15	16	16	14	17	18	16	16	15	17	16	20	21	21	23	24	25	26	0	1	4	1	6	1	4	7	1	5	8	8	11	11	10	19	7	3	17	15	14	8	9	11	19	19	26	18	13	26	16	29	16	21	40	39	20	30	26	24	25	32	31	48	12	48	35	27	38	44	33	35	32	41	37	50	56	54	58	56	59	58	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3
37500	-218.182376020409720	-225.037863971369092	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722788143202157	1	4	2	3	5	5	6	8	8	6	8	10	8	7	9	11	9	9	12	12	9	12	12	11	14	11	14	13	11	13	12	14	14	13	16	14	14	14	15	15	15	14	16	16	16	16	14	14	16	18	16	16	17	19	19	19	21	21	23	25	25	27	0	1	1	3	1	3	2	14	7	4	10	8	1	6	11	15	11	7	13	24	8	12	14	11	23	8	17	16	17	16	1	23	19	23	41	21	16	23	33	34	19	24	42	23	37	27	21	22	33	27	47	41	32	45	51	44	55	54	57	59	59	60	1	2	1	1	2	2	1	1	1	2	1	1	3	1	1	1	1	1	3	1	1	2	3	2	1	1	2	1	1	1	4	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1
38000	-223.656580067504990	-230.512068018464362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668632282148964	-1	3	2	0	5	5	5	7	9	7	7	10	8	6	8	9	9	9	11	11	10	12	12	12	12	10	12	15	13	13	13	14	14	13	16	15	12	14	14	14	15	14	16	16	17	17	17	16	16	18	16	16	14	18	19	20	21	21	23	23	25	26	0	3	1	1	3	2	2	3	10	2	14	14	5	5	7	13	10	11	21	17	13	21	12	26	18	18	12	24	22	27	19	23	11	25	39	31	13	37	8	27	40	26	22	53	52	51	32	24	22	41	21	34	19	43	17	55	22	36	56	55	60	61	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	2	2	1	1	1	2	2	3	1	2	2	1	1	5	1	5	3	2	1	1	1
38500	-238.223447452934096	-245.078935403893468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696915191971814	0	3	2	2	5	5	4	8	8	7	7	10	8	9	10	10	9	9	10	12	11	12	13	13	13	11	11	15	13	13	12	15	13	13	15	15	13	12	15	13	15	15	14	17	15	17	17	16	15	17	17	17	15	18	18	20	21	21	23	25	25	26	0	3	1	1	7	3	3	11	7	6	5	10	10	13	9	5	11	6	5	12	6	14	15	22	20	5	16	15	16	16	8	30	18	8	29	30	21	27	29	38	43	43	22	38	23	25	43	43	31	32	28	21	24	20	51	42	56	55	56	59	56	59	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	3	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	2	1	2	1	3	1	1	3	1	3	1
