step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
10500	-229.368515329481681	-227.841565161912882	-1.526950167568810	0.000355510477546	0.000098549167133	0.277204677098089	0.356911428261001	3	6	6	6	5	7	8	9	11	10	12	12	11	14	12	13	17	17	20	21	19	23	22	25	26	28	28	31	0	5	1	5	0	0	2	3	7	6	4	7	4	13	5	7	16	9	7	14	14	12	16	22	22	12	24	16	1	1	1	1	1	1	1	1	2	1	4	2	2	1	3	2	2	4	7	3	4	7	4	1	2	7	2	9
11000	-242.224115835815695	-240.699186368289361	-1.524929467526348	0.000349421897666	0.000097288082403	0.278425831503295	0.364055782933914	4	7	7	7	5	7	10	10	10	10	12	10	14	14	14	13	18	16	17	21	17	22	23	26	26	27	29	32	0	5	1	5	0	0	4	3	5	6	9	5	12	9	4	7	14	14	11	16	2	19	22	21	21	13	26	20	1	1	2	1	1	1	1	2	2	2	1	2	3	3	4	1	2	1	2	3	5	2	1	5	4	8	1	5
11500	-236.727215626797943	-235.313800754650686	-1.413414872147266	0.000317965143377	0.000120792746322	0.379893044371766	0.241414228544891	3	6	6	6	4	7	8	8	11	11	12	11	13	15	12	14	17	17	20	20	20	22	24	25	25	27	29	32	0	5	1	5	0	0	5	1	2	6	4	4	2	5	4	5	7	15	11	9	2	7	22	16	14	20	16	22	1	1	2	1	1	1	2	2	2	2	3	3	3	5	3	6	5	3	5	3	6	5	1	6	5	3	6	4
12000	-222.542391205924503	-220.957855820457013	-1.584535385467487	0.000291987695106	0.000072103740130	0.246941022989198	0.514322175038863	2	6	4	7	5	8	9	9	11	12	11	12	13	15	13	14	17	17	19	19	20	22	23	26	24	27	27	33	0	5	1	2	0	0	4	3	7	6	4	11	5	5	2	4	5	11	14	9	18	20	11	25	23	18	24	15	1	1	1	1	1	1	1	3	1	1	2	1	4	4	3	4	6	2	1	4	1	1	6	2	1	5	1	9
12500	-234.393944555368421	-232.853528105800706	-1.540416449567729	0.000218586082853	0.000058882640296	0.269379639946920	0.374916255511204	3	7	5	7	3	7	10	9	12	11	13	12	12	13	14	15	18	17	19	21	18	22	23	26	25	26	28	32	0	5	1	5	0	0	5	1	7	6	2	4	7	5	9	15	9	12	18	15	9	20	20	25	14	23	25	23	1	2	1	2	1	1	2	2	2	2	3	2	1	5	1	1	3	3	1	3	2	1	1	1	7	2	1	3
13000	-213.401834153639982	-211.877484629279991	-1.524349524360002	0.000344370399162	0.000096003128150	0.278778688248463	0.612509660293678	3	7	6	6	5	7	9	10	12	11	12	11	12	13	13	14	15	17	20	20	20	23	23	26	24	25	28	31	0	5	1	5	0	0	4	3	12	6	2	2	5	2	7	12	14	16	18	11	14	21	20	25	21	23	25	23	1	1	2	1	1	1	1	2	1	2	2	1	3	2	3	1	2	1	2	3	4	2	1	1	2	1	2	4
13500	-242.303076208888541	-240.621066871273939	-1.682009337614603	0.000361887845987	0.000075716535927	0.209226523539957	0.444203444952403	2	6	5	6	4	8	7	9	11	11	13	11	13	14	14	15	17	17	19	20	20	22	23	26	25	25	29	32	0	5	1	5	0	0	4	3	5	6	4	7	12	7	7	13	15	16	18	13	18	18	12	23	20	17	24	22	1	1	1	1	1	1	1	2	3	2	4	2	1	5	3	1	1	1	1	3	2	3	5	1	4	3	1	4
14000	-233.446259516923675	-231.799304772080831	-1.646954744842839	0.000438172237420	0.000096982043399	0.221333154217210	0.380582590456576	4	7	5	7	5	7	9	10	12	11	12	12	13	14	13	14	17	18	20	19	20	22	21	24	26	27	28	32	0	5	1	5	0	0	2	3	4	6	7	4	11	7	2	9	11	16	18	16	16	21	13	12	23	14	25	9	1	1	1	1	1	1	1	3	1	2	1	4	1	1	3	1	2	2	1	3	3	1	5	5	4	5	2	9
14500	-233.481770276032961	-232.034943905745195	-1.446826370287772	0.000302581002697	0.000102663352032	0.339292127122827	0.503721121423110	3	6	7	7	5	7	9	10	10	11	12	12	13	14	13	14	15	18	20	21	19	20	23	25	26	27	27	31	0	5	1	2	0	0	4	3	4	6	9	2	2	2	5	12	5	13	17	16	16	13	20	19	24	23	24	23	1	1	1	1	1	1	1	1	3	2	1	2	3	3	4	1	5	2	4	3	2	5	1	2	1	3	1	5
15000	-230.079271742440937	-228.411967886733123	-1.667303855707824	0.000362349594920	0.000077592873803	0.214138155226041	0.402996256548786	3	7	6	6	5	7	9	9	10	11	12	11	13	15	13	13	17	17	19	20	20	22	23	24	26	27	27	32	0	5	1	5	0	0	5	1	4	6	9	4	7	12	5	9	7	2	9	9	13	17	4	23	24	17	24	16	1	2	1	1	1	1	2	2	2	2	1	3	2	3	5	2	5	4	4	5	3	3	6	1	1	4	1	8
15500	-233.058331678259492	-231.597639048072864	-1.460692630186619	0.000240480546240	0.000078375558567	0.325912261064614	0.405630095378447	3	6	5	7	5	7	10	9	11	11	12	12	10	12	13	15	15	17	18	20	19	21	24	23	24	28	28	31	0	5	1	2	0	0	4	3	4	6	13	7	4	7	9	4	15	7	16	21	15	19	9	16	24	12	24	18	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	4	1	3	2	1	3	2	5	4	1	8	2	6
16000	-234.144337354617647	-232.542188466240020	-1.602148888377634	0.000274976509155	0.000065745269097	0.239094129527218	0.457619385744906	4	6	6	7	5	8	10	7	11	11	12	13	13	14	13	15	17	16	19	20	20	22	22	24	25	26	28	32	0	5	1	5	0	0	4	1	2	6	9	7	4	11	4	7	13	12	18	18	14	15	20	15	24	22	25	23	1	1	1	1	1	1	1	1	2	2	1	2	3	1	3	1	2	2	1	2	2	5	1	7	1	2	2	4
16500	-252.433408647308653	-250.821020050505268	-1.612388596803381	0.000158039999565	0.000037103726335	0.234774275103226	0.457573032095791	3	6	5	6	4	5	10	10	11	10	13	10	13	14	13	15	17	17	18	18	17	22	23	24	25	27	27	31	0	5	1	5	0	0	5	3	12	6	9	2	9	11	5	12	15	15	15	16	16	18	16	15	24	15	24	15	1	2	2	2	1	1	4	2	1	2	2	2	1	1	4	2	2	1	2	1	1	3	3	7	1	6	2	8
17000	-226.004701994402751	-224.319512185243582	-1.685189809159175	0.000315116214707	0.000065605240995	0.208193796233900	0.487200098442837	3	7	7	7	5	6	9	9	11	12	12	13	14	13	13	14	17	17	20	20	20	22	24	22	26	27	28	31	0	5	1	5	0	0	2	3	7	6	7	2	11	7	11	15	9	15	18	16	9	17	22	12	24	20	24	23	1	1	2	1	1	1	1	1	1	3	1	2	1	2	1	1	4	2	2	3	4	3	1	3	2	3	3	2
17500	-233.789366296034331	-232.286232815995703	-1.503133480038616	0.000201645013304	0.000058977533797	0.292481985200556	0.421523739134584	2	5	6	6	3	7	8	8	12	11	13	12	14	14	13	14	18	17	18	19	21	22	23	24	26	26	29	32	0	5	1	2	0	0	5	1	4	6	5	7	12	7	5	9	5	14	15	12	17	19	21	11	24	23	24	15	1	1	3	1	1	1	2	3	4	2	5	2	1	3	5	1	7	1	2	3	2	2	1	4	1	2	3	9
18000	-253.936956451935430	-252.441429732086391	-1.495526719849046	0.000311014265860	0.000092624597518	0.297814626804997	0.470370976687554	1	7	7	5	4	7	10	10	10	11	12	11	13	13	12	15	16	17	20	20	18	22	21	25	26	27	29	32	0	5	1	5	0	0	5	3	5	6	2	5	2	2	2	4	9	14	21	13	14	14	13	12	23	22	25	20	1	2	2	1	1	1	3	3	4	2	2	5	2	2	2	5	3	3	2	3	3	4	6	5	2	2	1	5
18500	-248.362257099716260	-246.991677947212509	-1.370579152503765	0.000280677220933	0.000134313762800	0.478534604103536	0.400717147568108	3	6	5	6	5	6	8	9	11	11	13	11	12	13	13	15	18	17	18	19	19	19	23	26	25	27	28	30	0	5	1	5	0	0	4	3	5	6	9	4	12	4	9	5	9	12	16	15	15	9	17	22	16	23	24	18	1	1	2	1	1	1	1	2	3	3	1	2	1	2	1	4	3	3	2	2	3	4	2	3	5	2	1	6
19000	-245.788799375828148	-244.356731003783011	-1.432068372045139	0.000299081947264	0.000106314147146	0.355468285929134	0.453128187917412	2	6	5	7	5	8	9	9	11	10	12	12	13	15	12	14	18	17	20	20	19	23	24	25	25	28	28	30	0	5	1	5	0	0	5	3	2	6	9	5	9	2	2	4	13	12	12	17	14	19	17	16	16	17	25	23	1	1	1	2	1	1	2	2	2	1	1	3	1	4	2	4	3	2	3	1	2	2	3	5	5	6	2	3
19500	-234.233171804107997	-232.676597496806664	-1.556574307301320	0.000302637101154	0.000078879820004	0.260641605750141	0.394259749928456	4	7	6	7	6	8	9	9	11	12	13	11	11	15	13	13	17	16	19	19	20	22	23	24	26	27	28	32	0	5	1	5	0	0	5	3	7	6	9	7	2	5	4	4	7	16	14	4	7	19	17	20	17	13	24	15	1	1	1	1	1	1	2	2	1	2	1	1	3	5	3	3	5	1	2	7	5	2	4	3	5	6	2	10
20000	-219.970096617808821	-218.355706688397362	-1.614389929411455	0.000406053161582	0.000094995867705	0.233949336423198	0.393720569593731	3	7	6	6	5	7	10	9	11	11	12	12	13	14	14	14	17	17	19	20	20	22	24	24	26	28	29	30	0	4	1	5	0	0	2	3	5	6	9	5	7	11	11	5	12	15	18	15	18	9	22	20	24	23	25	21	1	1	2	1	1	1	1	2	3	2	1	4	1	1	1	6	3	2	1	4	2	4	1	1	1	3	2	6
20500	-219.509239228029855	-217.976031703595368	-1.533207524434488	0.000242412636356	0.000066300520946	0.273502742856160	0.480445681159963	4	7	7	7	5	7	9	10	11	11	13	12	13	15	13	14	18	16	18	20	19	22	24	25	26	27	28	33	0	5	1	5	0	0	4	3	7	6	5	2	4	4	7	9	14	13	18	11	9	19	20	14	24	11	24	23	1	1	1	1	1	1	1	2	2	2	3	2	3	5	2	2	2	1	1	3	3	2	3	4	1	6	1	6
21000	-214.234661274610289	-212.611092881949219	-1.623568392661065	0.000306969338285	0.000070677638949	0.230243317929101	0.473581765598416	3	6	5	7	5	8	10	10	11	11	11	11	13	15	13	14	17	17	19	20	21	22	23	25	26	27	28	31	0	5	1	5	0	0	5	3	4	6	5	2	9	5	11	11	7	11	9	18	2	12	18	21	24	19	24	14	1	1	1	1	1	1	2	2	2	1	2	3	1	5	1	1	3	3	4	1	7	5	3	2	1	4	2	7
21500	-231.613767860802739	-230.181691624652473	-1.432076236150279	0.000226071792392	0.000080359259760	0.355459028787535	0.334507326887090	2	7	5	5	4	7	9	9	11	12	12	13	14	13	14	14	17	17	19	20	21	22	24	22	25	26	29	31	0	5	1	5	0	0	4	1	2	6	5	4	9	5	5	2	13	2	14	13	19	14	18	15	24	23	25	12	1	2	1	1	1	1	2	4	2	2	5	2	2	4	6	3	1	4	3	3	1	4	3	4	1	1	2	8
22000	-234.613582234835803	-233.043690774937744	-1.569891459898065	0.000291837911124	0.000074100499061	0.253909777435845	0.515317403932955	3	7	7	7	5	6	9	9	12	10	11	13	14	12	13	14	18	16	19	20	20	21	23	23	26	27	29	32	0	5	1	5	0	0	5	3	4	6	4	7	2	4	2	4	16	12	7	7	17	18	21	20	24	19	24	21	1	2	3	1	1	1	2	1	3	2	3	2	5	4	2	3	3	2	5	5	1	2	2	2	1	4	2	4
22500	-238.154666582926779	-236.656016912562620	-1.498649670364170	0.000403331310540	0.000119223063980	0.295595855972553	0.472674754973914	3	6	6	6	5	7	8	9	10	11	12	11	13	14	13	15	15	17	18	21	19	23	23	26	25	27	28	32	0	5	1	5	0	0	2	3	4	6	9	9	9	7	11	15	13	12	14	13	18	19	21	14	20	21	25	16	1	1	2	1	1	1	1	2	2	2	1	1	2	2	1	1	1	3	1	4	1	3	3	6	2	4	2	8
23000	-229.968724525733990	-228.401552391170071	-1.567172134563911	0.000298504693303	0.000076194050252	0.255252436432618	0.406953479335147	3	6	7	6	4	7	8	10	11	12	12	13	12	14	14	14	17	17	19	20	20	22	24	25	25	24	28	32	0	5	1	5	0	0	4	3	2	6	9	2	9	13	5	13	9	9	15	13	13	20	20	15	15	16	24	18	1	1	2	1	1	1	1	2	2	2	1	4	1	1	4	1	3	3	2	3	4	1	2	4	5	5	2	5
23500	-237.566459591647913	-236.093796267545684	-1.472663324102223	0.000314965397472	0.000099365074381	0.315479335755647	0.433500438253161	4	7	5	7	5	7	9	9	11	12	13	11	13	14	12	14	17	17	19	19	20	23	24	25	26	28	28	32	0	5	1	5	0	0	2	1	7	6	12	2	12	9	7	9	2	15	7	15	7	15	19	20	24	23	24	23	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	4	2	4	4	6	6	2	5	1	2	2	4
24000	-244.984658644405982	-243.417593697737146	-1.567064946668849	0.000290514772623	0.000074170073479	0.255305686553346	0.315918932732574	4	7	6	7	6	7	9	10	10	10	12	12	13	15	13	14	16	16	19	20	21	23	23	25	26	27	28	30	0	5	1	5	0	0	5	1	5	6	2	2	4	5	7	4	13	13	9	12	15	21	15	20	14	9	24	22	1	1	1	1	1	1	1	2	2	2	3	3	2	5	3	3	2	2	4	5	5	1	5	3	5	8	1	4
24500	-230.548222045230659	-228.991860790540869	-1.556361254689803	0.000459727303995	0.000119875089051	0.260752598353963	0.296367425235060	3	7	7	7	5	7	9	8	12	11	12	13	12	14	12	15	17	17	19	21	20	23	23	25	24	27	28	32	0	5	1	5	0	0	4	3	2	6	2	7	4	2	5	4	9	4	12	9	2	12	12	16	21	13	21	19	1	1	2	1	1	1	1	1	2	2	2	2	2	5	4	4	2	5	3	5	6	4	5	4	3	7	4	5
25000	-245.116698938307763	-243.648255075848567	-1.468443862459204	0.000242837366367	0.000077477652060	0.319051607332504	0.435360365765878	2	7	6	6	4	6	9	9	12	10	12	11	13	14	13	14	18	16	18	20	19	22	23	25	26	28	29	31	0	5	1	5	0	0	4	3	7	6	5	4	2	9	4	4	15	9	9	17	9	13	11	16	23	22	25	18	1	1	3	2	1	1	2	2	2	2	4	3	3	1	4	4	3	3	2	1	4	4	6	5	2	3	2	6
25500	-240.411556591094950	-238.848933764135182	-1.562622826959758	0.000347170368226	0.000089408418172	0.257534704441120	0.459856288716913	2	7	5	6	4	7	8	8	11	11	12	13	14	15	13	14	18	15	19	19	20	21	23	26	25	27	27	32	0	5	1	5	0	0	4	1	7	6	9	9	4	9	4	5	12	9	18	13	17	20	21	16	14	13	25	23	1	2	2	1	1	1	1	4	1	3	1	1	3	3	3	4	2	2	2	3	1	1	1	8	4	7	1	4
26000	-243.942788905394224	-242.418763379237134	-1.524025526157101	0.000311382694781	0.000086868388042	0.278976287050447	0.414396888154054	4	7	6	7	6	6	9	10	10	10	11	12	14	14	13	14	17	18	19	21	20	23	22	26	26	25	28	33	0	5	1	5	0	0	2	1	4	6	9	2	12	4	5	4	9	5	16	13	9	17	12	23	22	17	25	20	1	1	2	1	1	1	1	3	2	2	1	2	1	3	4	4	4	6	3	4	4	4	8	3	1	4	1	5
26500	-228.899292542228437	-227.319269338527647	-1.580023203700801	0.000273198132681	0.000068038028460	0.249042801986916	0.468142965233944	4	6	6	6	4	8	10	7	11	11	13	11	14	14	14	13	16	15	19	20	18	23	23	26	25	25	28	32	0	5	1	5	0	0	2	1	4	6	4	4	16	5	9	7	15	12	18	15	15	19	11	25	23	21	24	9	1	1	1	1	1	1	2	1	2	1	4	2	1	6	2	2	1	2	2	5	2	2	4	1	1	3	1	10
27000	-233.923639812837251	-232.389633876398079	-1.534005936439168	0.000350686433207	0.000095750998803	0.273038788318528	0.466917214241208	3	7	6	6	5	7	9	9	10	11	11	12	12	15	13	14	18	16	20	20	20	23	23	26	24	28	28	33	0	5	1	5	0	0	2	3	5	6	5	5	2	4	5	2	15	14	14	7	16	20	19	20	20	23	25	19	1	1	2	1	1	1	1	1	2	2	2	4	3	3	3	3	2	1	3	4	3	2	1	3	2	2	2	4
27500	-260.238151252142984	-258.719872126556311	-1.518279125586668	0.000389948420332	0.000110175183211	0.282537836970132	0.438957220379401	3	7	7	7	5	7	10	9	10	10	13	12	14	13	13	14	18	17	19	19	19	22	22	25	23	27	25	31	0	5	1	5	0	0	2	3	4	6	4	5	4	12	7	11	2	14	18	16	16	15	18	23	17	20	22	22	1	1	2	1	1	1	1	1	2	2	3	3	3	1	1	1	5	2	1	4	3	4	3	1	3	4	1	5
