step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
22500	-502.179757816612266	-500.592511080612326	-1.587246735999942	0.000156816438747	0.000038529282356	0.245696705419167	0.535128959645088	2	7	8	7	10	12	12	12	13	15	13	15	14	14	15	15	16	16	16	14	15	16	16	17	16	17	16	17	18	17	19	20	19	19	19	19	20	22	21	21	22	26	25	24	26	26	25	28	27	23	27	27	28	29	30	29	31	31	30	30	31	32	31	34	34	36	40	36	39	42	42	48	0	1	1	1	4	5	5	5	6	3	3	20	5	7	7	7	8	9	11	2	20	20	13	10	14	11	12	19	5	13	13	28	16	25	30	12	35	37	23	29	13	38	40	35	37	37	40	43	46	0	46	41	42	38	53	48	48	44	44	46	47	47	39	59	60	61	60	65	68	54	69	0	1	3	3	2	1	1	2	1	1	3	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	3	1	1	3	3	1	2	3	2	1	3	1	1	2	1	4	2	2	3	3	2	2	2	1	1	1	3	1	5	1	1	2	4	4	1	2	3	7	2	2	3	5	1	1	6	2	1
23000	-531.070747572164350	-529.174943646645374	-1.895803925518998	0.000196921877852	0.000030794344877	0.156378484771277	0.456966698807823	2	7	6	9	11	12	12	13	13	16	13	14	14	14	14	16	16	15	16	15	16	14	16	17	18	17	17	18	18	17	18	19	20	18	21	19	19	20	21	24	21	25	22	23	25	24	24	28	25	25	27	28	28	28	29	29	29	29	30	31	31	33	31	35	34	37	40	40	40	42	42	48	0	1	1	3	4	3	3	5	2	20	2	7	5	7	7	6	11	5	3	6	20	4	13	9	14	20	22	12	17	23	17	21	14	14	13	21	6	34	23	23	29	38	13	41	41	33	2	45	39	0	45	43	38	42	40	45	45	40	45	42	43	61	40	52	46	62	59	62	66	62	62	0	1	2	2	2	1	2	2	1	2	1	3	1	1	1	1	1	2	2	4	2	1	1	1	2	1	1	1	2	2	1	2	1	3	2	4	1	3	1	2	4	3	2	3	1	2	2	6	1	1	1	1	2	4	1	3	2	2	3	3	3	4	1	3	3	4	2	5	3	2	5	4	1
23500	-525.197041145770868	-523.406331207359131	-1.790709938411713	0.000176759127818	0.000031602944216	0.178791016941386	0.482951960614102	3	8	7	8	11	11	12	13	13	15	14	13	13	14	15	14	15	15	17	18	15	16	16	16	14	17	17	18	19	18	19	20	20	18	21	19	20	23	22	24	22	24	24	24	25	25	25	27	26	27	26	28	28	28	29	29	29	30	30	30	30	33	32	34	35	35	40	40	39	42	43	49	0	1	1	1	4	3	5	5	3	11	2	2	7	6	25	5	13	12	10	10	12	12	13	6	3	10	11	19	9	23	3	28	6	16	13	19	5	41	8	38	31	38	31	41	23	24	31	38	41	0	38	47	38	46	37	53	48	45	43	40	52	53	41	59	29	63	59	59	66	62	66	0	1	2	2	1	1	2	1	1	3	1	3	3	1	2	1	1	1	1	1	2	1	2	2	2	3	1	2	1	2	1	5	1	3	2	3	1	4	1	5	1	2	1	2	1	5	3	3	1	2	1	2	2	2	2	4	1	1	2	4	3	1	2	5	3	7	2	4	5	2	4	5	1
24000	-488.838244499863208	-487.102545522292701	-1.735698977570516	0.000168691916327	0.000032564881614	0.193043521722163	0.501012644135947	2	8	7	8	10	12	12	11	13	15	13	14	14	14	15	14	16	15	16	18	16	17	16	17	18	17	15	20	18	15	17	18	19	19	19	19	19	22	22	23	21	25	24	24	25	26	25	25	27	26	28	27	27	29	30	29	30	30	31	31	31	32	31	34	34	36	38	39	40	42	43	49	0	1	1	1	2	5	5	5	6	11	4	4	5	7	7	7	5	9	12	11	12	13	13	30	14	10	11	19	23	3	9	11	25	25	12	22	23	32	23	37	37	41	38	40	37	41	43	40	38	0	40	46	43	52	53	35	38	42	35	49	49	56	46	59	39	63	35	63	67	65	61	0	1	3	3	5	1	1	1	1	1	1	2	3	2	1	2	1	3	1	1	3	1	2	1	1	2	1	1	2	1	4	2	3	1	1	2	2	1	2	2	2	1	3	1	1	4	2	1	1	2	1	3	1	1	1	2	4	4	2	7	2	2	1	2	1	5	3	10	5	1	4	6	1
24500	-507.577025564988276	-505.539097012970956	-2.037928552017310	0.000233761766991	0.000031099136726	0.133037738062082	0.440252024820796	3	7	7	8	11	11	11	13	13	15	14	15	14	14	16	15	16	15	17	17	13	17	15	18	18	18	16	18	18	17	17	19	19	16	21	19	20	23	22	23	22	26	24	24	25	25	26	27	26	25	27	27	28	27	30	29	31	30	31	29	30	32	32	34	34	37	39	37	40	41	43	48	0	1	1	3	1	3	3	6	6	21	7	6	6	6	14	14	14	6	11	10	5	12	7	9	34	20	12	20	7	23	18	12	8	18	23	28	29	7	23	41	37	43	35	40	43	7	45	43	45	0	45	41	52	41	52	53	56	52	49	48	48	52	61	44	44	59	40	59	67	63	63	0	1	3	2	1	3	2	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	2	3	1	1	1	1	2	1	1	2	3	1	3	1	1	7	4	1	2	1	1	1	1	6	1	2	1	1	1	3	1	2	2	1	2	2	3	2	1	3	1	3	4	2	8	5	1	5	5	1
25000	-496.905944329853526	-495.070657880610383	-1.835286449243168	0.000187070138292	0.000031542450959	0.168612966489435	0.630184346178897	3	5	7	8	8	12	11	13	14	16	13	14	13	15	16	15	16	16	15	18	15	16	16	16	15	18	17	19	18	18	18	17	18	17	22	19	21	20	21	23	23	24	24	23	25	25	25	27	26	27	28	27	29	29	29	30	28	30	30	31	29	32	32	35	33	36	38	40	40	42	42	49	0	1	2	2	2	2	5	4	13	12	6	8	4	7	6	5	8	9	6	10	11	12	16	9	8	27	16	32	23	16	13	19	25	7	38	32	38	29	23	35	30	39	13	30	40	37	37	47	40	0	45	46	35	52	43	57	37	53	51	53	47	61	44	54	63	64	41	66	67	61	63	0	1	1	1	2	1	3	1	3	1	1	1	1	3	2	2	5	2	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	2	3	1	1	1	2	2	1	2	1	5	2	1	2	2	1	2	1	1	1	3	1	3	1	3	1	1	1	2	2	4	2	1	1	9	2	1	6	4	1
25500	-530.063831108680802	-528.007802691423194	-2.056028417257628	0.000201566928766	0.000026303054398	0.130492906542934	0.468811785202576	2	8	7	9	10	12	13	12	14	15	13	12	15	14	15	15	15	14	16	18	15	16	15	16	18	18	16	20	19	17	18	19	18	17	22	19	20	21	22	22	23	26	24	23	25	25	25	27	25	27	26	27	29	28	30	28	30	31	30	31	30	33	31	33	33	37	39	37	40	42	43	49	0	1	1	3	4	5	5	2	5	6	4	4	6	12	7	7	5	11	10	19	6	12	6	18	17	9	11	19	26	17	24	19	34	11	37	19	2	13	30	23	40	41	35	37	40	41	44	35	44	0	41	35	56	45	53	52	56	39	51	40	37	60	53	44	57	63	54	62	68	66	63	0	1	2	1	2	1	1	2	2	2	1	2	2	1	1	1	1	4	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	1	3	1	2	4	3	3	3	1	1	1	2	2	1	1	3	1	1	1	3	1	2	1	1	1	4	2	5	5	2	1	4	3	3	4	2	2	2	6	1
26000	-492.942903365672407	-491.157326020013954	-1.785577345658480	0.000173215181120	0.000031184993968	0.180036147909899	0.580548609818182	2	7	8	8	11	13	12	12	14	15	14	14	14	14	15	15	15	15	16	17	15	15	16	17	16	17	17	18	18	17	18	19	19	19	22	19	20	23	22	23	22	26	24	23	25	24	26	28	27	26	28	27	29	29	30	30	31	30	29	29	29	33	31	34	32	35	40	38	41	42	42	47	0	1	2	1	3	5	5	3	6	12	8	8	8	6	7	5	13	9	22	10	11	12	8	8	16	10	12	19	23	8	3	28	14	8	13	26	13	29	5	13	13	43	40	31	46	38	46	49	38	0	42	44	47	49	53	53	48	41	52	49	46	61	61	65	58	62	64	62	66	67	62	0	1	3	1	2	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	1	2	4	1	3	4	5	1	3	2	7	4	4	1	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	1	3	2	1	1	1	1	5	3	2	1	2	1
26500	-475.856641583641704	-473.999188654113311	-1.857452929528368	0.000177698799277	0.000029131529708	0.163937684592379	0.545230344745612	3	6	8	9	10	12	12	12	13	16	12	14	15	13	15	15	17	15	16	18	15	16	15	16	15	17	16	18	19	17	19	19	19	18	21	20	19	23	22	23	21	25	24	24	26	24	25	27	26	26	27	27	28	28	29	28	31	31	31	31	31	33	32	34	35	35	38	38	40	42	42	48	0	1	2	2	3	3	5	2	6	12	3	11	7	7	7	7	7	9	21	10	8	12	3	6	8	10	21	19	11	8	23	28	25	25	13	21	17	37	35	37	29	43	37	37	35	41	41	46	44	0	42	38	42	43	56	40	42	44	49	40	38	43	38	59	63	62	65	62	62	69	68	0	1	2	1	1	1	2	1	3	1	1	2	1	2	1	1	1	3	1	1	1	2	1	4	2	1	1	1	1	3	3	2	1	2	1	2	2	2	2	1	2	1	1	3	3	2	2	2	1	1	1	1	2	1	2	1	2	2	3	3	4	4	3	5	1	2	1	2	2	3	1	2	1
27000	-506.776831601376784	-505.133204221174594	-1.643627380202172	0.000187512293811	0.000041732176312	0.222557014600872	0.523844727407811	3	8	6	8	11	12	12	11	13	16	12	14	14	14	16	16	14	15	17	18	14	16	16	17	17	17	17	20	18	18	18	19	20	18	22	20	19	22	20	23	22	24	24	24	26	23	25	27	26	26	27	27	27	28	29	26	30	29	30	31	31	33	31	33	34	36	39	39	39	43	43	48	0	1	1	3	3	5	3	3	6	12	4	5	4	7	7	14	8	6	21	10	5	11	11	9	14	21	13	19	13	23	11	19	7	14	37	19	13	37	23	38	13	35	41	38	42	13	29	56	42	0	47	41	35	38	56	47	48	38	51	44	52	60	47	63	46	61	66	61	62	62	69	0	1	3	1	1	2	1	2	2	1	2	2	1	2	1	2	1	2	2	1	1	2	2	2	2	1	2	1	2	2	1	2	1	5	3	1	1	3	2	2	1	3	1	1	1	1	4	2	1	1	1	1	3	2	2	1	1	1	3	2	5	1	1	3	1	5	3	2	4	3	4	2	1
27500	-549.407607540645017	-547.650488731189284	-1.757118809455677	0.000218584978986	0.000040929146172	0.187245923126536	0.364414173619711	2	8	7	8	10	12	13	13	14	15	14	14	15	12	16	14	17	16	16	18	14	17	17	18	18	18	16	19	18	17	19	20	19	18	21	19	19	22	21	23	21	25	24	22	25	25	26	28	27	26	27	27	27	29	28	29	30	31	30	30	29	32	30	34	34	35	38	39	39	42	40	48	0	1	1	1	4	4	5	4	2	21	14	2	8	2	21	14	9	21	12	11	3	8	8	21	21	4	12	21	13	13	20	3	6	21	12	19	13	39	29	39	30	38	29	41	39	40	17	33	45	0	46	37	35	42	45	42	32	52	51	42	43	59	20	48	35	65	56	65	67	57	66	0	1	4	3	2	1	2	1	2	2	1	1	3	1	3	2	1	1	1	1	2	3	2	3	2	2	5	1	2	1	2	1	6	3	2	3	2	2	1	2	1	3	2	3	1	1	1	5	6	1	1	1	3	3	2	1	2	5	2	2	3	3	1	5	3	6	1	4	4	1	6	2	1
28000	-538.544436200937298	-536.899647826197565	-1.644788374739732	0.000189258373759	0.000042039659780	0.222128400158921	0.471625064333015	3	7	7	9	11	13	10	13	13	16	13	15	14	13	15	14	15	15	15	17	15	17	17	17	18	17	17	19	19	17	18	19	19	18	19	19	20	22	21	24	22	25	24	24	23	26	25	27	26	27	27	27	27	27	29	29	31	28	30	31	28	33	30	34	34	35	39	40	41	41	42	49	0	1	1	1	7	2	2	2	2	12	4	14	5	4	6	9	2	3	11	10	11	12	14	2	14	12	10	19	5	3	4	26	17	8	8	30	17	23	5	41	35	18	41	35	35	43	23	43	43	0	49	44	42	38	43	45	56	41	51	56	46	18	44	59	54	61	53	61	66	64	66	0	1	2	2	3	1	3	2	3	2	1	2	1	1	2	1	1	5	4	1	1	1	1	2	5	3	1	1	2	4	5	5	1	2	2	2	1	3	3	6	1	2	4	2	3	2	2	3	1	1	1	1	1	2	2	3	3	1	3	2	1	1	9	2	3	4	2	5	6	2	2	3	1
28500	-530.621388559236834	-529.065803425116769	-1.555585134120009	0.000205066184197	0.000053554642080	0.261157841744026	0.538116072799298	2	8	7	9	10	12	12	13	11	14	12	15	14	14	15	15	16	15	16	16	14	16	16	17	17	17	16	18	19	16	17	19	20	19	21	18	21	22	20	23	23	26	24	24	26	25	22	28	25	27	28	27	28	28	29	29	31	31	30	30	30	32	31	34	33	36	38	39	38	42	42	45	0	3	1	3	3	5	5	5	3	11	3	3	5	7	7	5	5	2	11	13	11	10	18	6	14	19	13	19	23	13	12	26	16	18	15	19	23	29	30	12	35	43	37	39	8	41	29	42	47	0	49	46	49	45	33	40	46	45	41	46	44	46	52	62	56	63	64	56	62	69	66	0	1	1	2	1	1	1	2	2	2	2	3	4	2	1	2	3	4	4	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	2	2	2	4	1	1	1	2	6	2	2	1	2	1	1	2	1	1	4	3	3	3	3	3	3	4	1	1	2	2	2	4	3	2	3	1
29000	-536.388249637524268	-534.526151449607596	-1.862098187916654	0.000237808160408	0.000038759762956	0.162987522753868	0.552156085143334	2	6	7	8	10	11	13	12	13	14	13	15	14	14	16	14	16	16	16	17	15	16	16	18	17	17	16	18	18	17	18	19	20	19	21	20	20	22	22	22	22	24	25	22	25	25	25	27	26	26	27	27	29	29	30	30	30	31	27	31	30	32	30	34	35	36	39	38	39	42	42	48	0	1	1	2	4	4	5	4	6	7	3	6	7	5	7	3	16	14	10	10	8	12	7	9	14	12	12	11	13	5	8	10	25	5	12	19	23	18	35	37	30	39	29	37	37	40	39	42	43	0	46	43	45	43	30	59	48	41	30	24	41	41	41	45	57	60	48	66	63	66	67	0	1	2	3	1	1	1	2	2	1	1	2	2	1	3	1	4	1	1	1	2	2	1	2	3	1	2	1	2	2	3	2	3	1	3	3	3	2	3	1	1	3	1	2	1	2	2	2	2	1	1	1	1	1	2	8	3	2	4	4	4	4	6	3	4	3	2	6	2	3	3	2	1
29500	-551.546921629517556	-549.914494547911545	-1.632427081606015	0.000200244128798	0.000045411685536	0.226781608072527	0.399627688988446	3	8	7	7	9	11	12	12	13	16	13	14	14	15	15	15	15	14	15	15	14	16	17	17	16	16	16	19	19	17	17	19	19	18	21	19	21	22	21	23	22	23	24	23	25	26	25	26	27	26	27	28	27	27	29	30	28	31	29	32	30	32	31	33	33	37	38	40	40	42	41	48	0	1	1	1	4	5	4	5	5	20	4	2	9	2	2	6	9	3	21	21	3	21	12	5	21	21	21	19	8	13	21	26	14	25	31	20	21	9	8	41	39	29	40	41	41	41	30	45	41	0	42	45	42	44	42	2	49	35	53	42	45	49	38	40	40	61	54	67	67	55	63	0	1	2	2	3	1	1	2	2	3	1	3	3	1	3	3	2	1	3	1	1	3	1	2	4	1	1	2	2	4	2	2	2	2	1	3	3	2	4	5	1	1	2	1	1	1	2	5	1	2	1	1	1	2	2	3	11	1	5	1	3	2	2	4	5	6	4	4	2	1	6	5	1
30000	-550.684233133449538	-548.997464874052525	-1.686768259397005	0.000200891108649	0.000041722074820	0.207685024494942	0.440363040758041	0	8	7	6	11	11	13	12	13	13	13	14	14	13	16	16	16	15	13	17	16	16	16	17	16	17	17	18	18	17	18	19	20	18	20	19	21	22	21	23	22	26	24	23	25	24	26	27	26	27	28	28	28	28	30	30	30	30	31	31	28	32	29	33	35	37	38	38	40	41	39	48	0	4	1	1	2	4	5	6	5	5	5	11	8	5	5	14	8	5	3	9	11	10	13	17	14	8	19	11	13	8	20	6	25	25	13	5	29	29	23	37	36	5	13	35	13	44	46	46	44	0	47	40	35	49	39	49	37	41	53	48	48	63	61	52	60	61	49	61	68	49	45	0	1	1	4	2	2	1	1	1	1	1	1	1	1	1	3	2	2	2	3	2	1	2	1	1	1	3	2	2	2	2	1	3	2	1	3	5	2	3	4	1	2	6	5	2	6	1	2	2	3	1	1	3	3	1	3	2	3	4	1	2	1	1	1	2	2	5	6	5	1	8	5	1
30500	-522.450076866219547	-520.556868081471293	-1.893208784748265	0.000193136848242	0.000030297429891	0.156870271865523	0.422420162859759	3	7	8	8	10	12	12	12	11	16	13	15	14	13	14	15	17	13	16	17	16	17	16	16	18	18	16	19	19	16	19	19	19	18	21	17	21	23	21	24	22	26	23	23	26	25	25	27	25	26	27	28	29	28	26	30	30	31	30	31	30	32	30	35	34	35	39	38	41	43	42	49	0	1	1	2	3	9	5	2	2	11	2	18	5	8	2	8	14	3	12	18	12	10	18	9	7	19	12	10	23	13	23	12	14	14	23	18	13	37	34	41	11	40	35	35	38	40	38	43	35	0	39	42	45	49	41	49	53	63	49	44	45	47	41	45	63	41	66	64	61	68	59	0	1	3	2	1	1	1	2	2	2	2	3	1	2	1	3	2	3	3	1	2	1	1	2	2	4	2	1	2	2	1	2	3	3	3	2	2	2	1	2	1	4	1	1	1	2	1	2	2	2	1	3	1	2	2	2	2	1	1	3	4	3	4	4	6	2	7	2	2	5	3	6	1
31000	-500.536137290377496	-498.778499295770871	-1.757637994606616	0.000131905616813	0.000024680796641	0.187109519951988	0.458104182412851	2	7	7	8	10	12	12	12	13	15	13	12	14	14	14	15	15	15	16	18	15	14	15	17	18	16	17	19	19	17	18	20	19	16	21	18	19	22	22	23	22	26	25	24	25	25	24	28	26	27	28	27	29	28	28	28	30	30	31	32	30	29	31	33	35	36	39	38	39	43	42	46	0	1	1	3	4	5	3	2	6	12	12	3	7	7	7	7	8	9	12	10	11	12	2	7	34	12	12	19	30	23	24	19	7	14	37	10	23	23	30	38	26	44	39	41	29	47	35	42	39	0	41	49	45	49	47	41	56	43	43	40	45	41	51	45	52	61	60	63	68	69	69	0	1	2	3	1	1	1	3	3	1	1	1	2	1	1	1	2	2	2	2	2	1	1	4	2	1	3	2	2	2	1	1	2	3	1	2	1	2	3	3	1	2	1	2	1	3	1	2	1	2	1	2	1	2	1	1	3	1	1	2	4	2	4	2	4	3	2	3	5	1	2	2	1
31500	-462.069466369749762	-460.376779775658804	-1.692686594090977	0.000135642182686	0.000027915055770	0.205799222756027	0.530636364101732	2	6	8	8	11	12	12	12	13	15	14	15	14	14	13	16	16	15	16	17	14	17	15	17	17	18	16	20	18	17	19	18	19	18	21	17	19	22	21	23	22	25	24	24	26	25	26	27	26	26	27	27	28	28	29	29	31	30	30	30	28	31	32	33	35	35	40	40	39	41	42	48	0	1	2	2	4	2	5	5	6	5	6	5	5	6	5	5	6	5	12	10	2	12	13	9	14	11	21	32	23	23	9	12	16	25	13	19	17	29	17	39	37	38	40	35	40	37	41	42	40	0	40	46	46	52	42	49	48	42	49	49	42	61	61	52	60	63	60	66	66	68	70	0	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	3	2	2	1	2	4	1	1	2	1	2	1	2	1	1	2	1	2	1	3	1	1	2	2	2	2	2	1	2	2	3	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	1	4	2	2	1	1	1
32000	-502.428827536200856	-500.559871441612415	-1.868956094588418	0.000167749932469	0.000027108850971	0.161602753408250	0.449710478665102	1	7	7	9	10	12	12	12	13	14	13	15	14	13	15	15	16	16	16	18	15	17	14	18	17	18	16	20	18	18	19	19	19	18	22	20	20	21	22	23	21	25	25	24	25	26	26	27	26	26	28	27	28	29	30	29	31	31	30	31	29	33	31	35	35	36	37	38	40	42	42	48	0	1	1	1	2	4	5	5	3	6	3	6	8	7	2	7	13	23	11	4	10	3	2	9	14	27	11	19	13	23	9	19	9	25	38	22	13	29	37	37	13	38	35	22	37	41	29	42	44	0	44	44	42	52	53	53	48	41	51	41	47	46	61	52	40	63	51	63	68	66	69	0	1	3	2	4	1	2	1	1	4	1	3	2	1	1	4	1	1	1	1	5	1	5	4	2	2	1	2	2	2	2	3	2	3	1	1	2	2	1	1	3	2	2	2	3	3	2	4	1	1	1	2	1	1	2	1	1	2	4	1	4	2	3	1	4	6	2	2	3	1	2	1	1
32500	-501.354581562438284	-499.582714295067206	-1.771867267371093	0.000149738202000	0.000027468427317	0.183443015544390	0.577110518601123	3	8	7	8	10	12	12	12	13	12	12	12	14	13	15	15	14	15	16	15	16	16	14	15	15	17	16	19	16	17	19	18	20	18	21	19	20	22	22	22	23	24	25	24	24	25	25	28	26	27	27	27	29	27	29	28	30	29	30	31	29	33	31	33	35	36	39	40	40	42	43	47	0	1	1	1	4	4	5	2	2	5	4	2	3	5	14	7	5	11	12	10	10	10	4	4	23	20	12	26	8	24	18	10	25	25	13	20	31	37	30	37	40	40	38	38	38	45	37	49	44	0	42	47	56	46	56	47	41	35	46	61	41	59	61	60	42	63	51	66	66	69	68	0	1	2	3	3	2	2	1	2	3	1	2	2	3	1	1	1	2	2	2	2	3	2	3	4	1	1	2	2	2	1	2	4	2	2	3	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	3	4	3	1	3	2	1	1	5	2	4	2	2	2	1	1
33000	-531.630785256155036	-529.775252780553615	-1.855532475601434	0.000197907887892	0.000032522880865	0.164333424055537	0.472385611372379	3	8	7	8	10	12	13	12	13	15	12	12	15	12	15	15	17	15	16	17	15	17	15	17	17	15	16	19	18	18	18	18	17	19	20	19	19	21	20	22	21	25	25	24	25	24	25	27	26	27	27	27	28	28	29	29	31	29	29	31	30	32	31	35	32	34	39	39	41	41	43	48	0	1	1	1	4	3	2	5	4	11	3	5	7	2	7	3	8	11	12	9	12	10	5	2	7	7	10	12	23	23	17	24	14	25	16	32	5	29	17	39	8	40	35	40	35	29	25	42	39	0	37	40	43	42	43	51	55	43	49	43	51	51	61	46	49	63	66	63	64	64	61	0	1	2	2	2	1	2	2	1	2	1	2	1	1	2	1	4	3	2	2	2	1	1	2	4	2	1	1	3	2	2	1	1	1	1	2	1	4	2	2	1	5	2	3	1	3	4	4	1	4	1	3	2	2	2	1	1	1	3	2	2	1	3	1	7	3	2	2	4	4	2	7	1
33500	-562.717232289360595	-561.110468101380889	-1.606764187979685	0.000152585659351	0.000036182053950	0.237126176232548	0.325964482190434	3	8	6	8	10	11	12	13	13	12	12	14	15	15	15	14	16	16	16	17	16	16	17	17	17	18	17	19	18	17	18	18	20	19	19	20	20	23	22	24	23	25	21	23	24	25	26	27	27	24	27	28	28	28	29	30	30	29	30	31	31	33	29	34	34	35	39	40	39	42	42	49	0	3	1	3	2	2	5	5	5	3	3	2	8	7	5	7	9	12	5	11	9	2	13	9	14	21	19	21	2	8	2	11	29	25	17	32	9	12	11	38	31	31	37	29	37	43	46	46	12	0	46	48	47	46	48	53	48	39	51	52	42	41	41	52	62	61	52	66	62	61	63	0	1	1	1	1	1	1	1	2	2	3	3	5	1	2	2	1	2	1	4	2	2	4	1	2	1	1	1	1	6	2	6	3	1	1	1	1	3	4	7	1	3	5	1	2	2	3	1	2	6	1	1	1	1	1	1	2	2	3	2	2	2	5	3	3	1	2	6	3	3	5	7	1
34000	-524.350081521429615	-522.643655183722899	-1.706426337706773	0.000145183423523	0.000029261600365	0.201549182784810	0.443106748885222	3	7	8	9	10	12	11	12	12	14	13	14	14	14	14	16	14	14	16	17	14	16	17	16	16	16	16	19	19	17	19	18	19	18	20	19	21	22	22	24	22	25	23	23	23	25	25	27	27	26	28	28	29	27	30	28	30	30	31	32	31	33	31	33	35	35	37	39	40	42	43	48	0	1	1	2	2	5	5	5	3	3	5	3	5	5	7	14	8	3	10	12	11	12	13	13	15	10	12	8	30	13	4	10	25	16	23	26	13	29	29	41	16	43	35	35	23	43	31	43	44	0	35	44	43	47	51	40	52	38	53	47	38	63	51	57	64	47	60	62	63	51	68	0	1	1	3	1	2	1	1	1	3	2	1	3	2	2	2	2	1	3	2	2	1	1	2	1	1	2	1	3	1	2	4	1	2	2	2	2	3	3	2	2	3	1	2	2	3	1	3	1	2	1	4	4	3	1	1	2	2	2	2	4	4	1	1	1	1	5	2	4	5	7	2	1
34500	-553.853030557677130	-552.054639397889559	-1.798391159787612	0.000237649528115	0.000042053816533	0.176957290284927	0.407476315909594	3	7	6	9	10	12	11	12	13	14	12	14	14	14	15	15	16	16	15	18	14	16	14	18	17	16	15	19	18	17	17	18	20	18	21	20	21	23	21	23	23	26	24	24	26	25	26	27	24	25	27	27	28	27	28	29	31	29	28	32	31	33	30	33	31	35	39	39	41	42	42	48	0	1	1	3	2	3	2	4	7	6	2	11	6	5	5	5	6	5	4	22	8	21	5	5	19	10	12	26	30	17	19	11	34	25	24	20	30	39	30	24	18	23	18	23	39	39	46	29	29	0	47	40	18	24	49	54	47	24	47	57	42	53	44	45	49	44	57	64	61	44	67	0	1	2	2	1	1	3	2	1	1	1	2	1	1	2	3	2	2	3	3	1	1	1	2	5	1	1	1	2	1	1	1	4	2	1	2	1	3	1	2	2	3	5	4	4	3	2	1	3	3	1	1	2	6	4	2	1	2	6	1	1	2	4	2	3	3	6	3	3	5	9	2	1
