step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
5000	-427.033337821575458	-433.888825772534858	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692390185888216	0	1	3	4	3	4	5	6	6	6	5	6	10	5	9	7	7	8	8	8	7	10	9	8	9	9	10	11	10	10	11	8	12	11	10	11	11	11	11	9	12	12	10	13	12	12	12	13	14	14	13	14	14	14	15	14	15	15	16	16	17	16	17	17	18	18	18	21	20	21	24	0	1	1	3	2	3	3	7	4	4	6	3	18	3	7	3	10	7	9	10	6	32	16	7	16	21	40	15	24	19	26	14	43	20	17	25	26	30	21	8	30	32	24	38	30	32	25	13	39	51	46	33	39	30	44	48	42	47	53	42	47	25	60	59	43	62	32	62	67	46	69	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	3	2	1	2	1	1	2	2	1	1	2	1	1	1	2	3	2	1	2	1	1	2	2	3	1	1	2	1	5	2	2	4	2
5500	-412.890378758646534	-419.745866709605934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593113572018886	0	1	2	4	3	4	4	7	5	6	5	6	10	6	9	6	7	8	9	8	6	9	7	8	10	9	8	11	9	10	11	9	10	10	11	12	10	11	11	12	11	12	11	12	12	11	12	14	13	12	13	15	13	14	14	13	16	15	15	16	17	16	17	16	18	20	17	22	21	22	24	0	1	1	2	2	3	3	3	3	4	6	7	5	6	23	3	10	7	9	10	6	14	16	1	2	21	12	15	8	19	21	8	16	20	17	13	21	30	26	27	30	22	33	38	30	22	25	36	39	32	46	43	39	41	38	25	46	47	53	51	47	48	57	59	33	36	42	62	57	67	63	1	1	1	1	1	1	1	2	2	2	1	1	4	1	1	1	1	2	2	1	1	2	1	4	4	2	1	1	1	1	2	2	2	1	2	1	2	1	1	3	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	1	1	4	4	3	2	2	3	3
6000	-397.513366888050484	-404.368854839009884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715661414823897	0	1	3	4	3	4	5	5	5	5	5	4	9	7	8	6	6	7	9	7	6	10	8	8	11	8	10	11	9	12	10	9	11	10	11	12	9	10	12	12	13	12	8	13	13	12	13	13	14	13	11	14	14	15	13	14	16	14	15	16	16	16	17	17	19	18	18	21	20	22	22	0	1	2	1	2	3	4	3	2	4	6	3	5	6	16	12	10	7	4	10	11	32	16	12	13	21	24	15	8	38	21	14	43	20	10	25	26	13	26	27	30	22	8	38	30	32	25	25	39	51	32	43	39	41	38	48	46	47	53	42	47	13	60	59	33	62	63	47	60	67	69	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	1	4	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	3	1	1	4	1	1	3	2	2	1
6500	-391.722408357610732	-398.577896308570132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653612306768794	1	2	3	4	3	6	5	6	6	5	5	6	7	7	9	6	6	9	8	8	8	10	8	9	10	9	10	11	8	12	11	9	12	10	10	13	10	11	12	12	12	12	10	13	9	12	13	13	15	14	10	15	14	15	15	14	15	14	16	16	17	16	16	17	18	19	18	21	19	21	23	0	1	2	1	1	11	3	3	4	4	3	3	1	11	16	4	10	7	9	10	16	32	8	13	13	21	29	15	3	45	21	14	43	20	17	25	21	45	26	27	38	51	4	45	13	51	25	25	39	42	32	33	39	41	44	48	42	25	53	42	47	36	32	59	43	62	63	61	57	63	69	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	3	2	1	1	1	1	1	2	1	1	1	4	2	2	1	1	1	2	1	1	1	2	1	1	1	3	2	1	1	1	2	2	1	1	2	1	2	1	1	2	2	1	2	2	1	4	1	5	1	1	3	2	3	2
7000	-410.895538141494001	-417.751026092453401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537901087611044	1	2	3	4	4	6	4	4	5	6	4	6	7	6	9	6	7	8	8	8	7	10	8	9	9	9	7	12	9	13	11	9	11	10	10	13	10	12	12	10	13	12	10	13	11	13	12	14	14	13	11	14	13	15	14	12	15	15	15	16	17	16	17	17	17	17	17	21	19	20	23	0	1	2	2	1	11	3	3	4	4	3	3	2	11	16	3	10	7	4	10	11	14	16	13	13	21	12	15	14	45	26	12	43	20	17	25	26	45	37	27	45	32	18	38	13	32	25	56	39	42	32	43	26	41	44	25	22	47	39	46	58	36	42	59	33	62	57	61	60	67	69	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	2	2	2	1	1	1	2	1	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	3	2	2	1	1	1	1	2	2	1	1	2	3	3	2	2	1	1	3	1	3	1	1	1	2	2	2
7500	-412.515223272914170	-419.370711223873570	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674523490625004	1	2	3	4	5	5	5	7	6	5	4	7	9	5	9	7	7	8	8	7	7	8	8	10	10	8	8	12	9	13	11	9	11	11	10	11	11	11	12	9	12	12	12	13	10	13	13	12	12	13	10	14	14	14	14	14	16	14	15	15	17	16	16	17	19	19	17	21	20	21	21	0	1	1	2	1	11	3	3	4	4	3	3	5	11	12	4	10	7	9	10	14	14	8	12	13	21	16	15	8	45	21	14	18	20	17	25	26	45	26	12	45	32	33	38	5	22	36	25	26	32	32	43	26	41	38	48	42	47	39	50	47	36	46	59	33	56	63	61	63	67	63	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	2	2	1	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1	2	3	2	1	2	2	1	2	1	2	2	2	1	3	2	1	2	2	2	2
8000	-424.848021763244503	-431.703509714203904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616157019171538	1	2	3	4	4	6	4	5	6	6	5	5	8	7	9	6	7	8	7	9	7	10	8	9	10	9	9	11	8	13	10	10	10	11	10	13	10	10	11	11	13	12	12	12	11	12	13	13	15	13	13	14	14	13	13	14	15	15	16	16	16	15	18	18	17	20	17	21	18	21	23	0	1	1	2	2	11	3	3	4	4	3	3	5	6	3	3	10	7	1	10	6	14	16	9	3	21	16	15	8	45	21	14	18	20	17	5	26	19	21	27	45	32	33	38	38	32	25	25	39	22	32	2	39	45	38	48	22	47	39	42	47	36	51	49	52	62	51	47	57	69	69	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	2	3	2	1	2	1	1	3	2	2	2	2	2	1	1	2	1	2	4	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	5	1	1	2	1	2	1	2	2	2	1	3	1	1	2	2	4	1	2	2
8500	-420.423321853061395	-427.278809804020796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641650142199556	1	2	3	4	4	6	5	7	7	5	5	7	7	7	9	6	6	8	8	8	7	10	8	10	11	9	11	12	9	11	10	8	12	10	9	13	10	10	12	8	12	12	12	11	13	11	12	13	14	14	13	14	13	15	14	14	15	14	15	17	16	16	17	17	18	19	19	22	20	20	24	0	1	1	1	2	11	3	3	2	4	3	3	5	6	16	3	10	7	12	10	11	8	16	12	5	21	40	15	9	38	26	14	18	20	10	24	26	19	26	9	30	32	18	38	30	32	25	25	39	42	32	33	31	30	44	48	46	47	39	46	47	48	57	59	43	62	63	61	67	67	69	1	1	1	1	1	1	2	2	3	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	4	1	2	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	3	2	1	2	2	1	3	2	1	1	1	4	2	1	3	1	1	2
9000	-434.779892288474400	-441.635380239433800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711278518481868	0	1	3	3	5	6	5	7	7	5	5	6	9	7	9	5	7	8	9	8	7	10	7	8	10	9	10	11	9	12	10	9	12	10	9	13	10	10	12	9	12	11	12	12	13	12	12	12	14	14	12	15	13	15	14	13	16	14	14	15	16	16	18	17	18	20	19	20	20	22	23	0	1	2	2	1	11	3	3	4	4	3	3	24	6	16	3	10	12	9	10	11	32	16	3	5	21	11	15	5	38	21	14	23	20	17	23	26	19	26	12	38	32	18	38	30	32	13	25	36	42	14	3	21	41	38	48	51	47	39	46	36	36	57	59	43	62	57	61	57	69	69	1	1	1	1	3	1	1	2	2	2	1	2	1	1	2	1	1	1	2	1	2	1	1	2	2	1	3	1	1	1	1	1	2	1	1	4	1	1	1	2	1	1	3	1	1	2	2	1	1	1	2	5	3	2	2	1	2	1	1	1	2	2	1	2	3	2	2	2	2	1	1
9500	-402.054825499537856	-408.910313450497256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707198523165388	0	1	3	5	4	4	5	5	7	6	5	6	8	6	9	6	7	7	7	9	6	7	8	7	10	9	10	12	8	13	11	10	11	10	9	12	11	9	12	11	11	12	12	12	12	12	12	12	14	14	13	15	14	15	14	13	15	15	16	15	17	15	17	17	16	18	18	20	20	21	22	0	1	2	2	1	3	3	3	4	4	6	3	12	6	29	6	10	7	4	10	6	14	16	12	13	21	3	15	14	45	21	22	15	20	17	13	26	19	31	12	38	32	33	38	41	32	25	25	39	51	32	43	39	41	44	48	46	36	53	46	36	25	60	59	52	62	42	61	63	67	69	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	2	2	1	2	1	1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	2	2	1	1	3	3	1	1	2	1
10000	-394.400688232222876	-401.256176183182276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715705338766117	1	2	3	4	4	5	5	7	6	6	6	6	8	7	9	6	7	9	9	8	7	8	8	8	10	10	11	12	10	14	10	10	10	10	9	13	10	10	12	9	12	11	11	12	11	13	12	12	14	13	13	13	14	15	14	14	15	14	15	17	16	16	17	17	17	19	18	22	21	20	23	0	1	2	2	2	3	3	12	4	4	6	3	2	11	12	3	10	7	12	10	11	14	16	12	13	21	24	15	8	45	21	22	23	20	17	25	12	13	37	12	45	32	18	38	38	32	25	25	39	42	32	43	26	41	38	48	42	47	53	57	36	56	51	59	43	62	57	61	63	63	69	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	2	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	2	2	2	2	2	2	3	1	1	1	2	1	2	1	3	2	2	2	2	2	1
10500	-383.331669023493134	-390.187156974452535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703307736656005	1	2	3	4	2	5	5	6	4	5	6	6	8	6	10	6	7	8	6	7	7	8	8	9	11	9	10	12	8	13	11	10	11	10	10	12	10	8	12	12	11	12	9	13	13	12	12	14	14	12	13	14	14	14	15	13	15	15	15	16	17	15	17	16	17	19	18	22	20	21	22	0	1	1	2	1	3	3	3	1	9	6	3	2	6	13	3	10	5	4	10	6	14	16	3	13	21	13	15	8	41	21	22	43	20	17	25	26	19	26	27	38	32	3	38	41	32	25	56	39	32	22	33	39	41	44	25	46	47	53	32	47	48	57	59	33	62	57	61	51	67	69	1	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	1	4	1	1	1	1	1	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	2	1	1	1	3	2	1	3	3	1	1
11000	-420.786156197476544	-427.641644148435944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610005196136587	0	1	3	4	4	4	5	6	6	5	6	7	8	7	8	6	6	7	6	7	7	9	8	8	11	10	10	9	9	13	9	10	10	9	10	11	11	10	12	11	11	13	12	12	12	12	12	14	15	14	11	14	15	13	14	13	14	14	13	16	17	16	17	17	18	18	19	20	20	21	22	0	1	1	3	2	3	3	3	4	3	6	8	12	6	16	3	10	7	3	10	6	14	16	8	13	21	12	15	13	45	21	22	12	20	17	5	26	4	26	27	38	46	33	38	41	32	36	56	59	42	32	33	39	41	44	36	22	36	39	42	47	47	32	59	52	62	57	47	63	67	60	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	2	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	3	2	1	2	2	2	3	2	2	1	2	7	2	1	4
