step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13
5000	-138.063200569715320	-134.360487011585150	-3.702713558130176	0.000012047986886	0.000102683142477	8.522846467831053	0.816711842033346	0	1	4	4	2	3	4	5	6	5	7	9	9	0	1	2	1	2	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	1	1	2	2
5500	-113.472159188575120	-111.366433938513239	-2.105725250061876	0.000017418501024	0.000045638103191	2.620093607786487	0.778465294477066	0	2	5	5	3	3	5	5	5	6	7	7	7	0	1	6	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	2	1	1	1	1	1	1	1
6000	-105.714072118067634	-104.320473593210806	-1.393598524856825	0.000025543532736	0.000020042931483	0.784657771894263	0.834824855905466	0	2	5	5	3	3	5	5	6	6	7	8	8	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	2	2	1	1	1	1	1	2	1	1	1
6500	-90.829547169142344	-89.393114901911801	-1.436432267230540	0.000048398270892	0.000044836396320	0.926404920955600	0.738942050089677	0	1	5	3	3	2	5	4	6	6	6	8	10	0	1	4	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	2	2	1	1	2
7000	-80.953547688963312	-79.591390863186518	-1.362156825776798	0.000109880968793	0.000066769012173	0.607648557395960	0.841661693330629	0	1	5	3	2	3	6	5	6	5	6	8	8	0	1	2	1	1	2	5	6	3	6	8	9	10	1	1	2	1	1	1	2	1	1	1	1	1	2
7500	-83.751091828152880	-81.857424711604068	-1.893667116548818	0.000311480363321	0.000048834893449	0.156783217178262	0.733910049622692	0	2	5	4	3	4	5	6	5	6	7	5	10	0	1	6	2	1	2	5	3	2	6	6	6	6	1	1	1	1	1	1	1	1	3	1	1	1	2
8000	-67.716361864190247	-65.872562632598232	-1.843799231592010	0.000260503165021	0.000043449118191	0.166789214200514	0.973381971669329	0	2	4	4	3	4	5	5	6	7	6	7	10	0	1	2	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	1	1
8500	-71.442438498937065	-70.036528655270288	-1.405909843666776	0.000190829719571	0.000074705794038	0.391478823142069	0.817394464348442	1	2	5	5	3	3	6	5	5	7	6	8	10	0	1	1	2	1	1	5	6	6	6	8	9	10	1	1	2	1	1	1	2	1	1	1	1	1	2
9000	-74.077622991190353	-72.443825721961858	-1.633797269228501	0.000308569712415	0.000069815708004	0.226255867621279	0.763034507065554	0	2	5	4	4	3	6	5	5	5	6	7	10	0	1	6	2	1	1	5	6	6	6	8	9	10	1	2	1	1	1	1	1	1	1	1	1	1	2
9500	-86.978986359469744	-85.524550349965637	-1.454436009504112	0.000239176773104	0.000079349241199	0.331759811663762	0.845027304428621	1	3	4	4	4	2	6	5	5	6	7	8	9	0	1	1	1	1	1	5	6	4	8	10	9	10	1	1	1	2	2	1	2	2	1	1	1	2	2
10000	-66.564339235403750	-65.188976421335795	-1.375362814067956	0.000161659905531	0.000074433194658	0.460430769230724	0.738210684158188	0	2	4	3	3	4	5	5	6	7	6	8	9	0	1	2	1	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	1
10500	-65.214330594997904	-63.774678489019394	-1.439652105978508	0.000203713387459	0.000070662510729	0.346872199270786	0.842346942068464	0	2	6	4	3	3	5	5	5	7	7	8	9	0	1	4	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	2
11000	-66.816300069112629	-64.969808932110411	-1.846491137002222	0.000254991006151	0.000042384590953	0.166219944745991	0.815592747743244	0	2	5	4	3	4	5	5	6	6	7	8	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	1	1
11500	-68.702551186666199	-67.082470367073768	-1.620080819592435	0.000287511978752	0.000066598357766	0.231636810593631	0.634123040714461	0	2	6	4	3	3	5	5	5	6	6	7	9	0	1	2	2	2	1	5	6	6	6	8	10	10	1	1	2	1	1	1	1	1	1	2	1	1	2
12000	-61.883071570386946	-60.351748820584540	-1.531322749802404	0.000196103561968	0.000053851099062	0.274605410128835	0.883340661298124	1	3	5	4	3	4	5	6	5	6	7	8	9	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-67.413947722342783	-65.670241874187880	-1.743705848154898	0.000231393231544	0.000044158306336	0.190836637878338	0.943870043818097	1	3	5	4	4	3	6	5	5	5	6	8	7	0	1	2	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	1	1
13000	-89.244354813361312	-87.539408939144010	-1.704945874217298	0.000358292694264	0.000072374693322	0.201998797298414	0.689370369970478	0	1	5	4	4	3	5	6	5	4	7	8	10	0	1	1	1	6	2	5	5	6	6	8	6	10	1	1	3	2	1	1	1	1	1	1	1	3	4
13500	-76.282308879230200	-74.289578654310532	-1.992730224919675	0.000193271917516	0.000027014247682	0.139773268818647	0.666933160807233	-1	1	5	4	3	3	5	5	5	7	7	8	10	0	1	2	1	2	2	5	2	6	6	8	9	10	1	2	1	2	1	1	1	1	1	2	1	2	2
14000	-64.039818806866975	-62.497448665713200	-1.542370141153775	0.000225795560731	0.000060578044325	0.268287136065413	0.903555398528251	1	3	5	4	3	3	5	5	6	6	6	8	10	0	1	2	6	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	2
14500	-86.507047922709944	-84.788125781281934	-1.718922141428005	0.000318600283035	0.000063028970363	0.197830867451925	0.641628955537958	1	2	5	5	3	3	5	5	6	6	5	9	7	0	1	6	2	1	2	5	6	4	2	6	9	4	1	1	1	2	1	1	2	2	1	3	2	2	1
15000	-75.956784863430627	-74.584145699427239	-1.372639164003387	0.000163530135119	0.000076892707922	0.470205126815223	0.664923882275414	0	1	6	4	3	3	5	5	5	6	7	8	9	0	1	4	6	2	2	5	4	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	2	2	2
15500	-71.748003089927749	-70.316727327237189	-1.431275762690562	0.000251548952060	0.000089653348860	0.356405177305890	0.943649082387702	0	1	4	4	3	3	5	6	5	6	7	6	9	0	1	1	6	2	2	5	6	6	3	8	9	10	1	1	2	1	1	1	1	1	1	1	1	1	2
16000	-70.902000698128674	-68.904462512745468	-1.997538185383211	0.000183161323297	0.000025464815719	0.139029437329396	0.873930244309781	1	2	5	4	4	4	6	5	5	6	6	8	10	0	1	1	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
16500	-66.959952256283273	-65.276574407212863	-1.683377849070404	0.000313217201945	0.000065393770959	0.208780905241252	0.908758874743154	0	2	5	4	2	4	5	5	5	6	7	8	9	0	1	2	1	1	2	5	6	6	6	8	6	10	1	1	1	2	1	1	1	1	1	1	1	1	1
17000	-62.655443518493840	-60.612625576757395	-2.042817941736443	0.000243424093722	0.000032215257276	0.132342106252470	0.952296364852946	0	2	5	4	3	3	5	5	5	6	6	8	8	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	2	1	1	1	1	1	1	1	1
17500	-68.192057391960134	-65.706639364834885	-2.485418027125256	0.000314047522923	0.000027450637752	0.087409184116456	0.866518360537835	0	2	5	4	2	4	5	5	6	6	7	7	9	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	1	2
18000	-69.139596118370847	-67.470034952092533	-1.669561166278311	0.000211590842313	0.000045146966632	0.213369189980626	0.647003215781889	1	3	5	3	3	4	5	5	5	6	6	8	9	0	1	2	1	1	2	5	6	6	6	8	9	10	1	1	1	1	2	1	1	1	1	1	1	2	2
18500	-85.395331579348522	-83.687696833735870	-1.707634745612649	0.000368463018447	0.000074128732846	0.201183644314349	0.572847570743145	0	2	6	4	1	3	5	6	5	6	7	9	10	0	1	1	1	1	1	5	6	6	6	6	4	3	1	1	2	2	1	1	2	2	1	2	2	3	1
19000	-82.714676691774471	-80.968130151243884	-1.746546540530582	0.000333067058343	0.000063304474995	0.190065253856859	0.719905555194673	0	2	4	4	3	3	6	2	5	6	6	9	7	0	1	1	6	1	8	5	1	6	4	6	9	10	1	1	2	1	2	1	2	1	1	1	2	1	1
19500	-72.205301001926514	-70.594552531957390	-1.610748469969130	0.000199061723902	0.000046870069460	0.235454956088290	0.812146196386644	0	2	5	2	4	3	6	5	5	7	7	9	9	0	1	2	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	2	1	1	1	1	2	2	1
20000	-67.183024684041158	-65.533303216620453	-1.649721467420702	0.000297477823715	0.000065542099727	0.220326002484973	0.858693659135592	0	2	5	3	3	3	5	6	5	6	5	8	9	0	1	2	2	2	1	5	11	6	6	6	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
20500	-85.246099889560668	-83.541917067796078	-1.704182821764588	0.000234786289937	0.000047481137884	0.202231305316424	0.618561498573437	0	1	5	2	3	3	6	5	5	4	6	7	9	0	1	6	1	1	1	5	6	2	4	8	6	6	1	1	1	1	1	1	1	1	2	1	1	1	3
21000	-74.515984503696615	-72.608654237542837	-1.907330266153782	0.000262226112400	0.000040442302399	0.154226831298149	0.953657915967685	1	3	6	2	2	3	5	4	5	6	7	8	10	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
21500	-78.668810845289755	-77.283867128143228	-1.384943717146527	0.000189501746073	0.000082055905152	0.433008702309223	0.847153804272439	0	2	3	4	3	3	6	5	5	7	7	9	10	0	1	2	2	1	1	6	6	6	6	8	9	10	1	1	1	1	1	2	1	1	1	2	1	2	2
22000	-96.849871920303357	-95.387240232202828	-1.462631688100526	0.000398791887030	0.000129271531042	0.324157875939608	0.743456005198078	0	1	5	4	3	3	5	5	5	6	6	9	10	0	1	5	1	2	2	1	6	6	1	6	6	1	1	1	1	2	1	1	3	1	2	3	1	4	3
22500	-75.937349214581673	-74.391970594376204	-1.545378620205463	0.000221177541703	0.000058971416122	0.266624792316353	0.651262083106652	0	1	2	4	4	3	5	4	5	5	6	7	9	0	1	1	3	6	2	5	6	6	4	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	2
23000	-65.460276055517681	-63.529340061436386	-1.930935994081291	0.000211295060383	0.000031689934945	0.149979535193399	0.926671527448018	0	2	5	4	3	3	5	5	5	5	7	9	9	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
23500	-77.839036410653762	-76.383925062855766	-1.455111347797997	0.000204989271044	0.000067874883567	0.331114322330534	0.721387387132189	0	2	5	4	3	3	6	5	5	6	7	8	10	0	1	2	2	2	2	5	6	6	4	8	9	10	1	1	1	1	1	1	2	2	2	1	1	2	2
24000	-68.424622799741357	-66.840693752401762	-1.583929047339595	0.000246341474098	0.000060900830906	0.247221184045939	0.637030890243912	0	2	6	4	3	3	5	5	5	6	6	8	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	2	1	1	1	1	2	1	1	1
24500	-66.134323126610099	-64.726427055517533	-1.407896071092571	0.000146959427617	0.000057062834219	0.388289714677356	0.863333395708366	0	2	4	5	2	3	4	5	5	6	6	7	8	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-72.556960203120795	-71.063140665221312	-1.493819537899482	0.000216595850516	0.000064772021192	0.299045531287928	0.654324616853313	0	2	5	4	3	3	6	5	5	6	7	7	9	0	1	4	1	1	2	5	6	6	6	8	9	10	1	1	1	2	2	1	2	1	1	1	1	2	2
25500	-63.158767302430086	-61.238538226336196	-1.920229076093891	0.000242216106272	0.000036787830658	0.151880199977296	0.958548300383555	0	2	6	4	4	4	6	5	5	5	6	8	9	0	1	4	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-68.156587922685958	-66.527136576711726	-1.629451345974236	0.000273070048255	0.000062241463294	0.227932223589282	0.840900657429624	-1	2	5	4	3	3	5	5	5	6	6	8	8	0	1	2	2	2	2	5	6	6	6	8	10	10	1	1	1	1	1	1	1	1	1	2	1	1	2
26500	-66.880540081961641	-65.447998088463024	-1.432541993498621	0.000297919458585	0.000105735221991	0.354912104411000	0.736238969008138	0	2	4	4	3	4	5	6	6	6	7	9	8	0	1	2	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
27000	-71.265542692608577	-69.510026691647369	-1.755516000961205	0.000177696185818	0.000033347926109	0.187668215588092	0.815356600027975	0	2	5	4	4	3	5	5	5	6	6	8	9	0	1	6	2	1	1	5	6	6	6	8	9	10	1	1	1	1	2	1	1	2	1	2	1	1	2
27500	-69.974962239837524	-68.365078623630325	-1.609883616207197	0.000175225015918	0.000041320789084	0.235815581854838	0.772375939252257	0	2	5	4	2	3	4	5	6	6	6	8	8	0	1	4	2	1	1	5	6	6	2	6	9	10	1	1	1	1	1	2	1	1	1	2	2	1	1
28000	-72.996817043592898	-71.232185646022373	-1.764631397570520	0.000262256774540	0.000048593653594	0.185290365441665	0.885823005706256	1	3	5	4	4	2	6	4	5	5	6	9	8	0	6	2	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	1
28500	-69.841790828683131	-67.695005075519319	-2.146785753163812	0.000299472836771	0.000035599340348	0.118873353364215	0.757914984959014	0	2	4	4	3	4	5	6	6	7	7	8	9	0	1	2	2	2	2	5	4	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	2
29000	-78.983265094212754	-77.466800865276582	-1.516464228936179	0.000256599200342	0.000072793526417	0.283685710323699	0.646682971792398	0	2	5	4	2	4	6	6	5	6	6	9	9	0	1	1	2	1	2	3	6	6	6	4	6	10	1	1	3	1	1	1	1	1	1	1	2	2	2
29500	-76.758524103500278	-75.261773163179456	-1.496750940320825	0.000206189072765	0.000061225749771	0.296939837547145	0.818912646165972	0	2	3	4	4	3	6	5	5	5	7	9	9	0	1	1	2	2	2	5	1	6	6	8	9	8	1	1	1	1	1	1	1	3	1	1	1	2	2
30000	-68.341042880615149	-66.771954174386764	-1.569088706228386	0.000323602688527	0.000082293615437	0.254304486194753	0.819912198625769	1	2	4	4	3	4	5	6	5	6	5	8	9	0	1	1	2	1	2	5	11	6	6	6	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
30500	-76.743022005326523	-74.952976313696354	-1.790045691630165	0.000273347607169	0.000048915896786	0.178951252919834	0.798862377986404	0	2	5	4	4	3	5	6	5	6	7	7	9	0	1	4	2	2	1	5	6	6	6	8	9	6	1	1	1	1	1	2	1	1	2	2	1	1	2
31000	-74.275930120062100	-72.579205883342169	-1.696724236719926	0.000226602909309	0.000046347556637	0.204532045852011	0.708813647804643	0	1	6	2	3	4	5	5	5	7	6	8	9	0	1	1	1	1	1	5	6	6	8	8	9	10	1	1	3	1	1	2	1	1	1	1	1	1	1
31500	-76.412751611535839	-74.911240170146286	-1.501511441389558	0.000176774624154	0.000051900835899	0.293598903959474	0.791638920960664	1	3	5	5	3	2	5	6	6	5	7	8	10	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	2	2	2	1	1	2
32000	-77.960243246424284	-75.983175874925962	-1.977067371498315	0.000299071535140	0.000042541248233	0.142244390503786	0.877173375231821	1	2	5	5	3	3	5	4	4	5	6	7	8	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	3	1	1	1	1	1	1	1	1	2	2
32500	-80.879211662561517	-79.138661468335599	-1.740550194225922	0.000279760098901	0.000053630180214	0.191700604998334	0.627642509824481	1	2	5	4	4	3	5	6	5	7	7	8	10	0	1	6	1	6	1	5	1	6	6	4	6	10	1	1	1	2	1	2	1	2	1	2	1	3	1
33000	-66.121962532306895	-64.587191944589321	-1.534770587717574	0.000334576210891	0.000091204200009	0.272596188969486	0.932495125111672	0	3	5	5	3	3	5	5	5	5	6	7	9	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	2
33500	-72.281364878919561	-70.698564651569669	-1.582800227349894	0.000427794177173	0.000105983708323	0.247744625753469	0.717679268713146	0	2	4	4	4	3	6	5	5	5	7	8	10	0	1	2	2	2	2	5	6	6	6	8	4	12	1	1	1	1	1	1	1	1	1	1	1	2	1
34000	-62.085941815483316	-60.660835532963098	-1.425106282520219	0.000185380052876	0.000067473672024	0.363974823489931	0.941597196845659	1	2	5	4	3	4	6	5	6	7	7	8	9	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-69.698843129085219	-67.627752559863339	-2.071090569221885	0.000274477098907	0.000035252970611	0.128436837721275	0.779146851678027	0	2	5	5	3	3	5	5	5	7	6	8	9	0	1	6	1	2	1	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	1	1	1	1	2
35000	-74.402613234743342	-73.004675846677173	-1.397937388066168	0.000185378113571	0.000075141822760	0.405343550609736	0.912551194652359	-1	2	5	4	1	2	5	4	5	6	6	7	10	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	2	1	1	1
35500	-72.859179850302141	-71.036456038089796	-1.822723812212345	0.000287688371713	0.000049301631420	0.171371651645641	0.933737439987934	0	2	4	4	3	3	5	6	6	6	5	8	9	0	1	2	1	2	1	5	11	4	6	4	9	10	1	1	1	3	1	1	1	1	1	1	1	1	2
36000	-76.562594729661754	-75.030182627332053	-1.532412102329702	0.000205807541909	0.000056384437031	0.273966816317273	0.952897815941855	0	2	5	4	2	4	4	6	6	6	6	8	9	0	1	2	2	1	1	5	6	6	6	6	8	6	1	1	1	1	1	1	1	1	1	1	1	1	2
36500	-72.258172299467887	-69.727344506474097	-2.530827792993785	0.000228240747894	0.000019216555496	0.084194236451463	0.642786326268832	0	1	5	3	3	3	5	4	4	6	6	7	9	0	1	4	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
37000	-70.635682543911130	-69.138509708460674	-1.497172835450461	0.000205460029711	0.000060947636817	0.296639871525786	0.906776378717635	1	3	5	3	3	4	6	5	6	6	7	7	10	0	1	2	1	1	4	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	2	1	2
37500	-72.750642050973170	-71.175478133596840	-1.575163917376327	0.000274267074859	0.000068937287511	0.251350941582399	0.853657059881177	1	3	5	4	3	3	6	6	5	4	5	8	9	0	1	2	1	1	1	5	4	6	6	4	9	10	1	1	1	2	1	1	1	1	1	1	1	2	2
38000	-82.159539556392403	-80.687853068766316	-1.471686487626085	0.000166689950363	0.000052723482508	0.316296707711444	0.415815864564883	0	2	5	3	3	3	6	6	5	6	7	8	10	0	1	4	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	2	2	2	1	2	1
38500	-67.058398249256257	-65.182800840071366	-1.875597409184890	0.000359645277290	0.000057644557290	0.160281702360471	0.773239997489740	1	3	6	4	3	3	5	5	5	5	6	8	9	0	1	4	6	1	1	5	6	6	6	8	2	12	1	1	1	1	1	1	1	1	1	1	1	2	1
39000	-71.830130204230045	-70.120156563994712	-1.709973640235331	0.000242152800923	0.000048546749280	0.200479817265869	0.839460826798214	1	2	6	4	3	3	5	6	5	7	7	7	10	0	1	4	1	2	2	5	9	6	9	8	9	10	1	1	1	1	1	1	1	1	2	1	1	1	1
39500	-68.445337796292094	-66.385349203958782	-2.059988592333315	0.000207928347128	0.000027019665682	0.129947003645520	0.891523319522442	1	2	5	3	3	4	4	5	6	5	7	8	8	0	1	2	1	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	2
40000	-72.273584086282739	-69.736799909257726	-2.536784177025012	0.000341863713619	0.000028643377260	0.083785953637962	0.655420508328640	1	2	5	4	3	3	5	5	5	7	7	8	10	0	1	1	1	2	1	5	6	6	3	3	3	10	1	1	2	2	1	1	1	1	1	1	1	1	2
40500	-79.166336536475072	-77.693339040370390	-1.472997496104677	0.000112611425370	0.000035495236074	0.315201019411007	0.839793118623909	-1	2	4	5	3	4	5	5	6	7	6	7	9	0	1	1	2	2	1	5	6	6	6	8	9	10	1	2	2	1	1	3	2	1	1	2	1	1	1
41000	-78.820313697181092	-76.915708244189162	-1.904605452991937	0.000252225056156	0.000039026968514	0.154730735751411	0.579056776788938	1	3	4	4	3	3	5	6	5	7	5	8	8	0	1	1	1	1	1	5	3	6	2	6	3	6	1	1	2	1	1	1	1	1	1	2	1	2	2
41500	-66.720321451150582	-65.201652002177411	-1.518669448973176	0.000183602012224	0.000051829459794	0.282292438772495	0.983399326458640	1	2	5	4	3	3	5	5	5	6	7	8	9	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	2	1
42000	-68.095739149308557	-66.645481664962233	-1.450257484346324	0.000246718748826	0.000082856862926	0.335835291483089	0.693957622759413	0	2	4	4	3	3	5	5	6	6	7	8	9	0	1	2	1	2	2	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	2	1	1	1	1
42500	-70.338423419873706	-68.876280845707782	-1.462142574165923	0.000168866997366	0.000054813877751	0.324597929770392	0.974628528218220	0	2	6	5	4	4	6	5	6	6	7	7	9	0	1	2	6	2	2	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	1	1	1	2
43000	-66.776326610469454	-65.230193184606506	-1.546133425862951	0.000319502385494	0.000085055197081	0.266211461767803	0.971292177090913	0	2	5	4	3	4	4	6	6	6	7	8	6	0	1	2	2	2	2	5	6	6	6	8	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-66.742614609175007	-65.152995526240815	-1.589619082934196	0.000227429475835	0.000055633608779	0.244619166335042	0.917283829745292	1	2	4	4	3	3	6	5	5	7	7	7	8	0	1	1	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-73.668458896513769	-71.920583348284396	-1.747875548229369	0.000189045731510	0.000035863186605	0.189706407643574	0.482700169420662	0	2	5	3	2	3	6	5	5	7	7	8	10	0	1	4	1	1	1	5	6	6	6	8	9	10	1	1	1	2	1	1	2	1	1	2	1	2	2
44500	-72.910457358295560	-71.023669547261818	-1.886787811033741	0.000284071596717	0.000044911420876	0.158098948980798	0.844283273132802	1	2	5	5	4	3	5	6	5	7	6	8	9	0	1	1	1	2	1	5	6	6	6	3	9	10	1	1	2	1	1	1	1	2	1	2	1	1	1
45000	-74.629200552167418	-72.952502372460657	-1.676698179706768	0.000254497559999	0.000053692400372	0.210974126323012	0.798913558990496	0	2	5	3	4	3	6	4	6	5	6	9	8	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	2	1	1	2	2
45500	-77.717736072227396	-76.125316793925734	-1.592419278301658	0.000349353218185	0.000085018768785	0.243360485489192	0.758000564654187	0	1	5	3	3	3	5	6	6	5	7	9	8	0	1	2	2	2	2	5	3	6	4	3	10	10	1	1	2	1	1	1	1	1	2	1	1	2	1
46000	-68.090444727598467	-66.599646310104688	-1.490798417493778	0.000211620631946	0.000063751983605	0.301255992948762	0.865696365623075	0	2	5	3	2	3	5	4	5	6	6	8	9	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	2	1	1	1
46500	-71.486092551299365	-70.054202613429908	-1.431889937869450	0.000257965533964	0.000091752801928	0.355678530064342	0.647307019077798	1	2	4	4	3	4	6	6	6	6	6	8	10	0	1	2	2	2	2	5	6	4	6	6	9	10	1	1	1	1	1	1	2	1	1	1	1	1	2
47000	-74.572492485807203	-73.199103740994502	-1.373388744812694	0.000136534627618	0.000094837798760	0.694606199281389	0.964659297101824	1	2	6	4	4	3	6	5	5	7	7	9	9	0	1	2	1	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
47500	-68.468826704755472	-66.834307903855802	-1.634518800899669	0.000205044685908	0.000046336005371	0.225980035357593	0.784055383293936	0	2	6	5	3	3	5	5	4	6	7	8	9	0	1	2	6	1	2	5	6	6	6	8	10	10	1	1	2	1	2	1	1	1	1	2	1	1	1
