step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
26500	-414.221412825420714	-411.829281985298451	-2.392130840122282	0.000194896375942	0.000018444196147	0.094635911305739	0.657805360928756	3	5	7	17	20	21	21	22	24	24	22	23	25	25	26	23	26	25	27	27	30	26	28	28	26	32	28	32	29	31	28	29	31	29	31	31	31	31	31	30	34	33	32	33	32	33	31	32	33	35	33	32	34	32	35	34	34	36	35	35	37	36	39	38	0	1	2	0	4	5	5	6	7	8	4	7	9	9	9	8	8	7	22	18	24	16	17	13	10	21	20	35	19	25	9	10	21	18	32	24	25	10	21	24	39	29	19	0	27	22	32	29	52	29	22	34	32	24	31	40	48	6	36	26	50	57	62	62	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	3	1	1	1	1	3	2	3	1	1	3	2	2	1	2	3	1	2	1	4	4	1	3	1	3	1	1	9	2	2	1	1	1	2
27000	-379.405421477745335	-377.612521465373675	-1.792900012371647	0.000099725935269	0.000017777603372	0.178264594102910	0.577081818997203	3	5	6	15	19	20	21	22	22	23	23	25	24	25	24	25	26	24	26	28	28	29	29	28	28	31	30	32	29	31	30	28	32	31	31	30	31	31	29	31	32	33	32	32	32	33	30	30	33	35	33	32	34	34	34	36	35	38	34	35	34	38	38	38	0	1	2	0	4	4	5	6	6	9	9	7	8	10	9	8	10	8	13	19	15	16	17	18	16	21	20	18	5	19	24	15	26	22	48	12	19	21	14	39	48	36	17	0	27	34	29	21	35	59	52	39	22	36	29	51	29	28	42	35	36	29	61	57	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	2	2	4	5	2	1	1	1	1	1	4	2	1	2	1	1	2	3	1	1	1	1	1	1	1	1	2	2	2	3	2	3	4	1	2	2	5	2	2
27500	-414.414036084316422	-412.238790838030184	-2.175245246286221	0.000107591866397	0.000012435142656	0.115576976892000	0.578824870729576	1	3	8	17	19	20	21	23	23	22	23	24	23	24	25	25	27	26	26	28	29	29	29	28	27	32	30	33	29	32	31	30	32	30	29	30	31	30	29	32	33	32	32	31	33	33	32	32	32	34	33	31	33	33	35	35	34	36	35	36	37	37	37	39	0	1	2	0	4	4	6	5	5	6	10	11	10	7	12	13	16	10	11	6	6	16	17	12	8	31	8	29	24	25	35	20	21	24	14	25	7	24	25	13	42	29	35	0	27	34	37	29	19	28	52	35	20	21	33	51	36	37	50	35	48	48	24	63	1	1	3	1	1	2	1	2	3	1	1	1	1	1	1	2	1	2	2	5	5	2	1	3	3	1	3	2	1	3	1	1	3	2	3	1	5	1	1	6	1	2	3	1	1	2	1	2	3	1	1	1	2	3	1	1	2	3	1	3	2	2	4	1
28000	-440.640540701751547	-438.200456078569800	-2.440084623181729	0.000136040506530	0.000012353892743	0.090810399474463	0.446981455801743	2	5	7	16	19	18	22	21	23	24	23	24	24	24	25	25	25	25	26	26	29	28	29	28	27	31	29	33	29	30	30	30	31	30	30	31	31	31	30	32	34	33	29	31	32	33	32	32	32	35	32	32	35	33	34	36	33	37	35	35	36	38	38	39	0	1	2	0	4	4	6	6	6	4	8	7	6	6	14	6	7	14	5	9	19	20	17	5	14	39	13	40	19	10	17	18	43	22	16	10	21	31	25	35	29	24	13	0	20	22	39	21	7	54	32	15	39	6	21	52	40	8	49	14	36	60	39	61	1	2	1	1	1	1	2	2	3	4	1	1	4	2	1	3	1	1	4	1	2	1	2	5	1	1	2	1	1	2	3	2	1	1	3	4	2	1	2	1	2	2	2	1	3	3	1	2	4	1	1	3	3	8	2	2	1	7	2	5	2	2	3	1
28500	-366.891817185133334	-364.715835976238054	-2.175981208895258	0.000174103270669	0.000020107833561	0.115493715217162	0.783443120891471	3	5	7	17	19	20	21	20	22	24	22	24	24	25	24	25	25	25	26	26	28	29	28	28	26	31	30	33	30	32	30	31	32	31	32	32	31	32	30	32	33	33	32	33	32	34	33	31	33	35	32	32	34	31	35	36	35	37	32	34	37	37	38	37	0	1	2	0	4	5	6	4	6	7	8	7	9	6	8	10	9	8	13	12	14	16	13	13	18	23	24	40	24	26	21	14	37	22	39	48	18	31	21	39	32	36	19	0	27	34	48	29	24	59	37	37	34	21	43	60	36	43	24	51	48	36	64	42	1	1	1	1	2	1	1	1	1	1	1	2	1	2	3	1	2	2	1	1	1	2	2	2	1	2	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	3	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	2	1	2	2	1	2
29000	-363.353845069678073	-361.554749384914203	-1.799095684763897	0.000118203236001	0.000020897250383	0.176790848453701	0.620984260953747	4	5	8	16	19	20	22	22	24	24	23	25	25	24	25	26	26	26	27	27	29	27	27	28	27	31	29	33	29	32	30	30	32	31	31	32	32	31	29	31	34	33	32	32	31	33	33	31	33	34	33	31	33	32	34	37	35	38	33	36	37	38	38	38	0	1	2	0	4	5	6	6	6	8	8	7	10	6	14	13	9	8	9	11	15	9	17	7	5	24	20	40	18	32	24	13	31	24	21	25	18	24	23	39	24	43	39	0	27	34	48	15	9	29	40	8	34	52	52	60	49	49	29	28	36	61	61	61	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	2	1	1	2	3	2	2	1	1	1	1	3	1	2	1	3	3	1	1	1	4	1	1	1	1	1	1	2	3	2	1	4	1	1	1	1	1	2	2	2	3	1	1	1
29500	-414.253237180943870	-412.367672238430941	-1.885564942512923	0.000114635188410	0.000018150750086	0.158334891216773	0.609664028921991	4	6	7	16	19	20	21	22	22	24	23	24	25	25	26	26	26	24	27	28	29	28	28	28	26	30	29	34	28	31	29	31	30	31	30	31	30	30	31	31	34	34	31	33	32	33	33	31	33	35	33	32	34	32	33	34	34	36	35	36	37	35	38	38	0	1	2	0	4	4	5	7	6	7	6	7	6	6	8	14	18	9	11	14	24	16	15	16	9	15	14	35	9	31	11	25	15	31	24	29	9	15	11	11	29	48	25	0	27	34	36	29	25	42	24	37	46	24	33	52	48	21	39	32	48	13	61	40	1	1	1	1	2	2	1	1	1	1	2	2	2	3	2	1	1	1	1	2	1	2	1	1	2	2	2	2	3	1	3	1	2	1	1	2	3	2	6	3	3	1	3	1	1	1	1	2	3	1	2	1	1	2	1	1	1	2	1	4	3	5	1	3
30000	-389.915399695361259	-388.173958813741990	-1.741440881619276	0.000108817969652	0.000020833852209	0.191455990910939	0.526634499104977	4	6	7	16	19	20	21	22	23	25	22	24	24	23	25	25	26	26	26	27	29	28	29	28	27	31	29	33	29	30	30	30	32	30	30	31	29	31	30	32	33	33	31	31	33	33	32	33	31	35	33	32	34	33	34	36	34	37	33	35	37	36	38	39	0	1	2	0	4	4	6	5	8	8	6	7	6	8	5	14	13	8	10	6	15	18	17	18	19	12	11	15	18	24	15	24	24	22	20	10	14	21	9	35	36	10	9	0	20	34	35	35	19	32	52	29	34	30	26	51	52	37	39	59	57	50	62	28	1	2	1	1	2	2	1	1	1	2	1	1	2	1	3	1	1	2	1	4	2	1	2	1	1	4	4	4	2	1	2	1	2	1	1	3	2	1	5	1	1	4	4	1	3	2	1	1	2	3	1	2	1	2	1	1	1	4	2	1	2	1	1	2
30500	-406.240743435086983	-404.565563758931148	-1.675179676155837	0.000113572120554	0.000024018138026	0.211479172080575	0.584967302512702	4	5	6	16	19	20	22	23	24	25	23	24	23	24	25	26	26	26	25	28	28	29	28	28	27	31	29	31	29	32	30	31	31	30	31	32	31	29	31	32	34	33	32	32	32	34	32	32	34	36	34	33	34	33	34	36	34	37	34	35	37	36	38	38	0	1	2	0	4	4	6	5	5	14	7	7	5	5	8	19	13	10	6	14	15	8	9	18	19	21	20	24	23	7	21	10	15	22	9	37	13	8	7	35	36	43	18	0	27	34	14	24	32	59	32	16	22	30	39	32	47	39	37	37	36	48	47	30	1	1	1	1	2	3	1	2	2	1	1	1	3	3	1	1	1	1	2	3	1	2	2	1	1	2	1	1	1	4	1	2	3	1	3	1	4	3	4	1	1	1	4	1	1	2	3	2	1	1	1	5	3	1	2	1	1	3	2	3	2	2	3	2
31000	-358.981300148651428	-356.924436324950875	-2.056863823700572	0.000112826146756	0.000014709982763	0.130377427451828	0.601349417797995	4	5	7	16	19	21	22	22	23	24	21	25	24	25	25	25	27	26	26	27	30	27	26	28	28	28	30	33	29	31	30	29	32	30	32	31	30	31	31	33	33	32	32	32	32	34	33	30	33	36	33	32	32	33	32	35	34	37	34	35	38	34	38	38	0	1	2	0	4	5	6	6	6	9	5	7	7	10	6	10	14	8	9	18	25	16	10	4	14	15	20	30	24	32	26	14	21	24	37	19	19	21	19	35	42	29	32	0	27	34	36	29	32	59	39	29	34	30	24	52	29	49	42	51	62	36	62	18	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	2	7	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	3	2	1	1	3	2	1	5
31500	-403.422151652197670	-401.421164330054864	-2.000987322142811	0.000151726647282	0.000021014138262	0.138499984268839	0.549550806367276	3	5	7	17	19	20	22	21	23	25	22	24	25	24	25	24	26	26	26	26	29	28	27	28	28	32	29	32	27	30	29	30	31	31	31	29	29	30	32	32	32	32	32	32	31	33	32	32	32	35	34	32	34	33	34	35	34	38	34	35	37	38	39	38	0	1	2	0	4	4	5	4	11	14	5	11	9	9	9	5	11	9	13	11	12	12	8	4	19	18	17	32	6	6	15	27	21	22	37	11	18	21	36	35	36	29	14	0	27	34	36	7	10	59	52	31	46	26	30	35	36	43	48	15	41	48	61	49	1	1	1	1	1	2	2	3	1	1	2	1	1	1	1	3	2	2	1	1	1	1	2	5	2	4	2	1	3	4	2	1	1	1	1	2	2	1	1	1	2	2	3	1	1	1	2	4	3	1	1	1	1	1	2	2	1	4	1	5	2	3	1	3
32000	-388.869628896131246	-386.904866195907516	-1.964762700223712	0.000112823262742	0.000016273504503	0.144238910556896	0.511054968433323	3	4	8	16	19	20	21	23	22	24	22	25	25	24	24	26	26	24	26	26	28	28	28	29	27	31	30	34	29	31	31	28	30	31	31	31	32	32	30	32	33	32	29	32	32	34	32	32	34	35	33	32	34	33	34	37	35	36	33	34	38	37	39	36	0	1	2	0	4	4	5	4	6	9	5	14	15	9	6	14	5	9	6	7	14	16	17	14	14	18	20	36	11	39	39	19	21	22	13	24	13	39	13	39	39	39	25	0	24	34	39	36	43	59	10	39	8	30	38	37	48	19	39	27	64	57	62	36	1	1	2	1	2	2	2	4	1	1	1	1	1	2	2	1	2	1	3	2	2	1	1	3	1	5	2	2	3	1	1	1	1	2	2	1	4	1	3	1	1	1	1	1	1	2	1	1	2	1	5	1	5	2	1	2	2	4	1	2	1	1	1	2
32500	-416.690850921866001	-414.419086811120962	-2.271764110745042	0.000137555779868	0.000014502542117	0.105430263495481	0.573549367331099	3	5	8	16	19	20	21	23	23	25	23	23	24	24	26	25	25	26	25	27	29	27	28	29	26	31	30	34	30	31	31	30	31	30	32	32	31	32	30	30	32	32	33	31	31	32	32	32	34	35	32	32	34	33	34	36	34	37	32	35	37	36	38	39	0	1	2	0	4	4	5	5	6	14	7	7	9	9	7	8	5	14	12	8	10	11	17	18	19	13	20	15	14	11	24	8	10	24	37	15	18	18	10	18	29	29	15	0	27	34	39	29	37	59	39	19	52	25	24	60	36	37	29	39	37	24	36	36	1	1	2	1	2	2	1	3	1	1	1	1	1	1	3	1	2	1	1	1	2	2	1	2	1	2	2	2	2	4	1	4	2	1	1	3	2	3	3	2	1	1	4	1	1	1	2	1	1	1	1	4	1	3	2	1	1	4	1	2	4	5	4	2
33000	-382.006881662086982	-379.233919281514034	-2.772962380572945	0.000166266180265	0.000011592958978	0.069725298071040	0.670166554619310	4	6	5	17	19	20	21	22	23	25	21	25	24	24	25	24	25	26	27	28	29	28	28	28	27	31	28	34	29	30	29	30	31	29	32	31	30	30	31	32	33	33	33	32	30	32	32	32	32	35	32	31	33	34	35	36	33	37	34	35	38	36	39	36	0	3	1	0	4	5	6	6	11	8	6	7	9	8	8	5	8	13	4	16	12	18	17	25	10	31	19	35	24	25	15	18	31	22	26	37	25	19	24	18	47	29	39	0	27	34	12	36	14	51	32	10	34	35	21	51	36	39	52	18	64	36	62	48	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	3	1	1	6	2	2	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	3	1	1	3	2	1	3	2	1	2	2	3	1	2	1	2
33500	-382.438303562606166	-380.038911884322886	-2.399391678283278	0.000147598389406	0.000013880267436	0.094040778436384	0.563592390911940	4	6	5	16	18	20	21	23	23	24	23	24	24	24	25	26	27	25	26	28	29	28	28	26	28	29	28	33	28	30	30	30	31	30	31	32	31	30	30	32	32	34	31	32	32	34	32	33	32	35	32	32	33	34	35	37	34	35	33	33	37	36	38	38	0	3	1	0	4	5	6	6	6	8	5	7	5	11	9	12	13	6	12	18	15	16	14	10	19	17	7	40	19	25	26	21	26	22	26	21	18	26	19	39	29	29	21	0	20	22	39	29	21	51	37	6	22	30	52	51	59	60	29	25	18	48	62	36	1	1	1	1	1	1	1	2	2	1	3	1	3	1	1	1	2	2	1	2	2	1	2	1	1	1	3	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	2	3	1	2	1	2	1	5	2	2	2	2	1	1	3	2	5	1	1	3
34000	-415.023444629936137	-412.917552514452893	-2.105892115483254	0.000177468743992	0.000021986169100	0.123887556792289	0.597306468881739	4	6	7	17	20	21	22	22	24	24	22	25	24	24	25	25	26	26	26	25	30	29	28	29	27	30	27	34	29	28	30	29	32	31	30	31	30	32	32	32	33	34	32	32	32	32	33	31	31	34	32	31	34	32	34	35	34	37	34	35	37	36	38	37	0	1	2	0	4	5	6	6	7	11	6	7	6	7	9	9	8	4	10	14	15	16	13	25	13	9	14	25	23	13	18	25	14	35	25	19	10	21	24	24	36	36	25	0	18	22	36	10	37	26	32	32	35	32	26	43	33	35	48	51	26	26	43	48	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	1	1	2	2	3	1	2	2	2	4	1	2	3	1	3	1	3	2	3	1	1	2	1	2	2	1	3	1	1	3	1	2	1	1	2	1	2	1	1	4	2	1	3	3	3	2
34500	-380.952172443414952	-379.027538290869529	-1.924634152545412	0.000131811404957	0.000019915798695	0.151093137205739	0.541150886615097	4	6	7	16	18	21	21	23	24	24	22	23	25	24	25	26	26	26	27	27	29	27	28	29	25	31	29	33	28	32	30	31	31	30	31	31	31	30	32	31	34	32	32	33	33	33	33	32	33	35	33	32	35	34	32	35	34	37	34	35	35	36	39	38	0	1	2	0	4	5	5	11	7	5	5	7	9	8	8	11	14	9	25	11	15	8	17	22	8	31	20	40	11	9	21	21	21	22	21	18	25	15	12	24	36	18	19	0	20	34	48	8	32	59	35	24	21	43	36	24	48	43	39	51	39	39	62	61	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	2	4	1	1	1	1	1	3	2	2	4	1	2	3	2	1	3	2	1	3	1	1	1	2	3	1	1	2	1	2	1	2	1	2	2	3
35000	-367.433241073771228	-365.202891650674417	-2.230349423096798	0.000125215895310	0.000013723828238	0.109601326605142	0.771492313950372	4	6	8	15	19	20	21	22	23	23	21	24	24	25	25	26	26	26	25	28	29	29	28	28	27	29	29	34	28	30	31	31	32	31	31	32	30	31	30	32	34	32	32	32	31	34	33	32	34	36	33	31	34	33	34	36	33	38	33	36	35	36	35	38	0	1	2	0	4	5	4	6	6	7	5	7	8	10	9	14	14	14	10	14	18	16	18	18	19	15	20	34	18	21	26	39	26	22	18	26	19	21	14	39	32	29	39	0	27	22	48	29	30	59	39	21	22	30	38	51	36	43	42	51	48	61	57	62	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	3	1	2	2	2	2	1	3	1	1	3	1	3	1	2	1	1	1	2
35500	-415.547335449742036	-413.562390607404552	-1.984944842337479	0.000118038393893	0.000016642501869	0.140992276496300	0.529497671216338	4	5	6	16	19	20	22	22	23	22	23	25	24	23	24	25	26	25	27	28	30	28	28	28	28	31	29	33	28	31	29	30	30	30	31	29	31	31	32	30	33	33	31	32	33	33	31	33	32	35	33	32	34	33	33	35	33	37	32	34	37	37	39	38	0	1	2	0	4	5	5	6	6	6	10	4	6	4	6	5	9	9	13	12	9	16	17	18	15	31	10	35	10	36	8	13	24	22	40	14	18	21	35	24	43	29	24	0	27	22	36	39	43	59	35	7	52	37	33	60	37	52	29	35	41	57	52	36	1	1	1	1	2	1	2	1	2	1	1	3	2	4	2	2	2	1	3	2	4	2	2	2	1	1	4	2	3	1	3	2	1	2	1	3	2	1	1	1	1	2	2	1	2	2	1	1	1	2	2	4	1	1	2	1	1	2	1	2	2	2	3	4
36000	-410.771402394758525	-408.901886047440257	-1.869516347318256	0.000152704266784	0.000024660297357	0.161490558685279	0.551759313019497	3	5	7	16	19	21	21	23	23	24	23	23	25	25	26	25	27	25	26	28	28	27	28	28	27	29	30	31	29	31	30	31	30	29	32	29	32	30	29	32	33	34	31	33	32	33	33	32	34	36	34	32	34	32	35	36	34	37	34	35	37	36	39	39	0	1	2	0	4	5	5	6	4	6	5	7	4	8	18	8	18	6	14	11	6	16	11	15	6	23	20	24	25	26	21	36	25	13	39	19	19	10	18	39	12	48	29	0	27	22	25	23	37	59	52	39	22	21	33	52	35	36	36	52	35	36	61	62	1	1	1	1	2	1	1	1	3	2	2	1	4	1	1	1	1	2	1	2	4	1	1	1	3	1	1	1	1	1	2	1	1	2	2	2	2	2	2	1	5	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	1	4	2	1	3	2	1	1
36500	-372.532067715166363	-370.022510934041975	-2.509556781124370	0.000180093512793	0.000015429924908	0.085677294362888	0.720253031292229	3	5	7	17	18	21	20	22	24	25	22	23	24	24	26	25	26	23	27	27	28	27	28	28	27	31	29	34	29	32	30	31	31	30	30	31	30	31	30	33	33	32	33	33	32	33	30	33	32	35	33	32	34	34	33	37	33	38	31	33	35	37	36	38	0	1	2	0	4	5	5	6	8	11	7	7	8	8	6	12	12	8	8	6	9	16	17	9	18	15	20	52	15	26	15	35	39	22	21	29	25	19	24	37	26	29	26	0	27	34	24	42	24	59	22	35	34	49	26	50	36	43	15	52	51	61	61	61	1	1	1	1	1	1	1	1	1	3	1	2	1	1	3	1	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	2	2	3	1	2	1	1	1	2	3	2	1	1	1	1	2
37000	-400.823281814446545	-398.541785265992303	-2.281496548454254	0.000145516273229	0.000015204527220	0.104486782701520	0.537667472339520	3	5	7	15	19	20	21	21	22	24	23	24	24	24	22	24	26	25	25	28	29	27	29	28	27	30	30	32	29	32	29	30	30	30	31	32	31	31	31	33	34	33	31	32	32	34	33	33	33	35	33	31	33	33	34	36	34	36	34	35	37	37	39	36	0	1	2	0	4	5	6	5	8	9	15	7	9	9	6	15	12	9	6	18	24	16	17	7	15	18	23	26	12	26	15	18	14	22	24	18	24	21	13	26	28	39	10	0	27	34	39	32	37	42	52	13	22	25	26	5	43	39	42	28	36	36	39	29	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	3	2	2	1	1	4	1	4	2	3	1	1	3	1	1	4	1	2	1	4	1	1	1	1	1	1	2	1	2	4	2	3	6	1	2	1	2	2	2	3	2
37500	-413.355779112322068	-411.495865671759077	-1.859913440562980	0.000144393717942	0.000023598721901	0.163433162033181	0.433307929000030	3	5	7	16	19	20	22	21	23	23	20	25	25	24	25	26	27	26	26	27	29	28	27	29	27	32	29	33	29	31	30	28	29	30	30	31	30	31	31	32	34	33	32	33	32	34	32	32	32	35	34	32	34	32	34	36	31	37	33	34	37	36	38	38	0	1	2	0	4	4	4	11	4	6	5	8	8	8	11	7	10	8	14	13	10	16	8	19	14	12	10	12	23	24	33	14	18	22	15	29	14	33	24	39	32	25	19	0	27	34	36	25	25	59	52	32	22	23	18	60	37	41	36	37	35	51	23	42	1	1	2	1	2	2	3	1	5	2	1	2	2	1	3	2	2	2	1	1	3	1	4	1	2	3	4	3	1	1	1	2	2	1	3	1	3	2	1	1	4	3	2	1	1	2	1	3	2	1	2	2	3	2	3	1	1	1	1	2	4	1	4	2
38000	-441.154826810593249	-439.108492932764307	-2.046333877828921	0.000182781283949	0.000024098919102	0.131845660459577	0.487870304129614	2	4	8	16	19	20	22	23	24	24	23	25	24	24	25	26	27	26	25	27	28	29	29	26	28	32	29	34	29	30	28	31	31	28	31	30	31	32	30	32	34	34	32	32	32	34	30	32	33	36	33	32	34	33	34	36	35	36	33	34	37	37	38	37	0	1	2	0	4	5	6	6	11	6	7	14	6	6	6	10	10	14	13	10	9	13	10	9	9	31	11	39	17	12	12	31	25	16	9	10	39	30	31	6	51	21	37	0	32	35	10	39	18	59	17	21	52	47	39	26	35	10	32	39	26	51	40	51	1	1	2	1	2	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	2	2	2	1	2	2	3	2	2	3	2	2	2	1	2	3	1	1	1	5	1	2	1	1	1	2	5	1	5	2	4	2	1	2	2	2	1	6	2	2	3	3	2	2
38500	-361.689908797270732	-359.335408207099249	-2.354500590171509	0.000141553089767	0.000013846231145	0.097816523591273	0.759616624110367	3	5	8	16	18	20	21	21	22	25	22	23	24	24	25	24	24	25	26	27	28	28	27	29	27	30	30	33	29	31	30	29	32	30	30	31	32	31	31	31	33	33	32	33	32	33	33	33	32	34	33	31	35	32	34	37	35	37	34	36	37	36	39	38	0	1	2	0	4	5	6	6	6	14	8	7	11	6	8	9	6	12	8	16	17	16	17	25	19	21	20	39	18	32	21	9	26	22	32	19	24	26	24	24	49	29	9	0	20	34	13	36	19	47	40	24	43	30	31	37	48	37	47	51	57	43	64	62	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	3	1	1	1	2	2	1	1	1	1	2	5	1	2	2	3	1	2	1	1	2	2	1	2	2	1	3	1	2	1	1	1	1
39000	-361.658583861287639	-359.014404883884026	-2.644178977403631	0.000123909702657	0.000009529955450	0.076910485984945	0.650140895235796	3	5	8	16	19	20	21	21	23	23	23	24	25	24	25	26	26	25	27	28	29	28	28	28	28	30	29	33	30	31	30	30	31	31	30	31	31	31	30	33	33	32	31	32	33	33	32	32	32	36	34	32	35	34	34	37	34	37	33	35	36	38	39	38	0	1	2	0	4	4	6	5	7	8	8	7	10	5	10	10	14	9	10	13	15	16	17	13	9	17	20	38	13	35	21	25	19	16	21	39	18	39	9	34	29	29	25	0	20	22	29	14	39	59	52	39	19	30	38	51	48	60	42	52	48	61	62	61	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	3	2	2	1	1	1	2	2	1	1	3	1	1	1	2	2	1	1	3	1	4	1	2	1	2	1	2	2	1	3	2	2	1	1	4	2	2	1	1	1	1	1	2	1	1	2
39500	-370.188220579779738	-368.016713405651274	-2.171507174128490	0.000144753022588	0.000016791551575	0.116001388259147	0.867208956794392	3	5	7	17	20	19	21	23	22	25	23	24	24	24	25	25	27	26	26	28	28	28	28	29	28	30	30	33	30	31	31	29	32	31	31	32	31	32	32	31	33	33	32	31	33	33	32	31	34	36	33	30	34	33	34	37	33	38	32	34	37	37	38	37	0	1	2	0	4	4	6	9	7	13	6	8	8	9	8	5	10	10	13	16	18	10	19	13	19	24	20	39	25	24	22	16	26	24	32	52	25	24	40	14	29	29	37	0	27	34	29	24	43	42	40	18	46	40	38	51	48	54	29	41	41	42	61	36	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	3
40000	-371.882860125761567	-369.185153846787045	-2.697706278974506	0.000158233237791	0.000011676988038	0.073796050695278	0.771348620300815	4	5	6	16	19	21	19	22	24	25	20	23	24	24	26	26	26	25	26	27	28	29	28	27	28	31	29	33	28	32	30	30	30	30	31	30	30	31	30	31	33	31	33	31	31	32	32	32	33	35	32	32	33	32	34	36	35	37	33	34	35	38	38	37	0	1	2	0	4	7	4	11	6	6	7	6	6	11	14	9	9	13	13	9	15	18	17	18	19	21	20	10	18	33	21	19	15	16	37	29	25	24	24	21	40	32	52	0	27	22	36	36	40	59	32	32	22	37	51	35	36	22	42	51	48	64	61	61	1	1	1	1	2	1	2	2	1	2	1	1	1	3	1	2	1	1	2	2	1	2	1	1	1	2	1	3	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	4	1	1	1	1	2	1
