step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
5000	-206.284328097194788	-203.345813956361013	-2.938514140833782	0.000008816572282	0.000000545373221	0.061857738262280	0.838060003494230	4	2	4	3	5	5	5	6	7	6	7	10	11	10	8	9	9	12	11	8	12	12	9	12	12	11	13	14	15	14	16	16	16	17	20	16	18	18	19	19	22	22	22	21	23	24	24	24	24	24	24	24	23	25	26	26	26	26	26	26	26	25	27	28	27	30	31	34	35	4	0	2	2	1	1	3	6	7	1	6	8	5	16	4	11	7	17	23	9	14	17	8	12	14	17	18	18	30	21	30	28	19	28	37	29	29	36	31	32	35	39	35	35	44	44	43	44	43	53	53	43	44	53	49	48	48	54	62	50	43	46	52	56	56	65	65	67	68	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
5500	-182.630385372204444	-181.066980380444903	-1.563404991759546	0.000008532411018	0.000002194015999	0.257139042420969	0.969575126263056	3	2	5	3	5	6	5	7	7	9	5	9	12	8	8	11	8	10	9	7	13	12	12	11	13	11	13	15	16	15	15	16	17	18	19	18	18	20	20	21	22	24	22	22	22	22	24	21	23	25	21	25	24	26	24	25	26	27	26	26	26	27	26	26	27	30	32	34	37	2	0	2	2	4	3	4	6	3	17	4	17	16	8	6	18	8	12	15	3	13	15	24	17	16	10	26	22	30	23	25	16	28	33	29	29	31	37	34	36	39	45	38	38	39	40	45	35	41	47	38	53	41	47	48	49	52	52	46	47	52	57	50	42	47	65	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-176.027902056872989	-174.509460693074516	-1.518441363798470	0.000009310343443	0.000002629574059	0.282435774225527	0.899230489845021	3	2	4	3	5	6	6	7	7	8	7	10	11	9	8	10	9	10	11	9	12	11	12	12	13	10	12	14	14	12	15	15	16	18	20	17	18	20	20	21	22	23	23	22	22	24	24	23	24	25	23	24	24	27	25	26	26	26	25	26	26	26	25	27	27	29	31	33	35	2	0	1	2	3	3	1	5	7	8	6	9	26	10	4	15	9	10	15	15	12	17	16	16	24	15	16	27	22	18	28	29	32	32	33	32	31	36	36	37	38	40	41	38	35	48	48	45	48	49	38	41	48	50	42	59	59	59	42	52	50	49	52	55	61	64	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-199.887457597010382	-197.949872717388502	-1.937584879621887	0.000009213549066	0.000001371161109	0.148820079990333	0.986464572957736	3	2	5	4	5	6	6	6	7	8	7	9	9	10	8	9	8	11	11	11	13	11	12	11	14	12	13	12	15	14	15	16	16	17	20	18	17	19	18	19	20	21	20	22	21	23	25	22	23	26	22	23	25	24	25	23	26	27	27	26	27	26	26	27	28	30	31	34	36	2	0	1	2	2	5	4	4	8	8	7	11	15	3	9	15	6	16	12	14	20	11	22	16	22	20	19	13	25	26	21	30	31	31	36	33	31	39	33	32	36	38	38	45	35	44	46	41	42	55	40	41	48	56	52	45	52	53	55	52	50	49	49	47	50	61	57	67	68	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
7000	-224.704402492837971	-223.099687987336438	-1.604714505501544	0.000007091745161	0.000001687805918	0.237995850072133	0.722696505643761	3	2	5	4	4	5	4	4	6	8	7	8	11	8	8	10	9	11	10	10	13	11	12	12	15	11	14	13	13	15	15	16	17	17	19	17	18	20	20	20	21	23	21	21	23	23	25	23	25	25	24	23	24	27	25	24	26	27	26	26	26	26	26	27	27	30	31	34	37	2	0	1	1	2	5	1	2	5	1	8	9	10	5	9	15	12	17	12	15	22	17	26	17	28	16	24	23	26	24	29	30	28	29	33	32	33	35	30	31	31	44	35	38	43	31	41	41	45	42	44	41	48	56	43	41	51	25	45	52	55	42	42	48	55	63	61	54	68	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	5	2	2	1	2	2	1	1	2	1	3	1
7500	-215.814764821855078	-214.408364711863811	-1.406400109991269	0.000001714427722	0.000001424667831	0.830987397881109	0.766533695756535	3	2	4	4	4	6	5	7	5	8	6	9	11	10	8	10	9	11	10	11	12	11	10	9	14	11	14	13	14	14	15	16	16	17	18	19	19	19	20	21	21	23	22	21	22	22	24	23	25	24	23	23	24	26	25	25	25	25	25	27	27	26	27	28	27	30	31	34	37	2	0	2	1	1	4	3	7	3	3	3	7	15	24	11	12	15	12	10	19	10	15	15	8	23	17	28	18	13	26	21	31	21	21	30	34	32	29	38	37	35	39	41	39	31	36	41	37	42	43	43	41	44	49	42	48	42	52	48	62	54	47	55	49	62	44	64	66	68	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	2	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1
8000	-189.663390805706030	-188.141573845588653	-1.521816960117385	0.000001404018279	0.000001625991942	1.158098841200566	0.910366433091828	4	1	5	2	3	5	6	6	7	9	7	11	10	9	8	11	9	12	10	10	13	11	13	11	15	11	14	13	16	13	14	16	15	17	19	19	18	19	21	20	21	23	22	20	22	23	25	24	24	24	23	24	25	25	24	25	26	27	26	25	27	26	26	27	28	30	31	34	36	5	0	4	2	2	1	6	1	7	7	6	19	10	11	7	13	11	13	9	15	16	19	19	15	21	17	18	16	30	12	18	27	30	23	34	29	29	34	25	32	37	39	41	35	36	43	48	44	41	42	45	46	51	48	43	48	52	57	46	49	47	52	49	54	55	64	65	66	68	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
8500	-166.462675568868775	-164.356291091683204	-2.106384477185559	0.000000561498160	0.000001472171083	2.621862699782516	0.969224775120812	3	2	4	3	5	5	5	6	4	8	7	11	9	8	8	10	10	11	9	10	12	11	13	11	15	11	13	13	16	15	14	15	17	18	19	18	17	20	20	20	21	23	23	21	24	24	24	23	22	25	23	25	24	27	25	25	25	26	25	26	27	27	26	28	28	30	31	35	37	2	0	1	2	9	1	3	3	1	6	9	19	14	8	8	10	13	19	11	14	18	15	24	16	27	13	12	24	30	28	28	28	32	33	37	29	29	34	33	35	35	44	39	40	49	41	49	38	40	51	41	45	41	55	48	46	43	55	51	52	55	60	53	53	42	65	66	67	68	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-194.469313740986109	-193.011597029269609	-1.457716711716505	0.000000241388676	0.000000238447406	0.987815208806808	0.918991782372415	4	1	5	3	5	4	5	6	6	9	8	10	11	9	8	11	10	11	10	10	12	12	13	12	14	12	14	13	15	14	16	15	16	17	19	19	18	19	20	21	21	22	23	22	22	23	24	23	25	25	23	24	24	25	25	25	26	26	27	27	27	26	27	28	27	30	30	33	35	2	0	1	2	4	4	1	4	6	15	9	11	12	5	7	17	15	10	11	11	17	12	18	18	21	19	13	19	23	24	25	13	27	30	34	37	24	33	37	34	38	38	41	39	39	42	51	44	48	42	44	51	43	46	51	53	48	56	45	54	47	41	55	47	62	63	64	66	68	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1
9500	-173.040623110031561	-171.245018479878183	-1.795604630153377	0.000000108454668	0.000000198234326	1.827808157631825	0.910296383478880	4	2	5	3	4	6	5	7	5	7	8	11	12	9	8	10	10	12	10	10	12	11	12	11	13	10	13	15	15	12	14	16	15	17	19	19	18	19	20	20	19	24	22	22	22	23	24	24	24	26	22	24	24	26	25	25	26	26	24	26	27	26	26	28	27	31	30	33	37	4	0	4	2	2	9	5	3	4	3	10	17	12	8	7	14	8	20	15	8	26	20	17	14	21	10	24	31	31	22	17	25	27	33	33	34	32	32	37	37	34	43	41	40	41	40	45	45	43	59	40	45	46	55	46	47	55	53	45	42	56	48	46	54	56	65	62	67	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
10000	-183.332626376316910	-181.848250403424146	-1.484375972892775	0.000000736702348	0.000000225503320	0.306098278376418	0.936551125662345	2	1	4	3	4	5	5	6	6	8	7	11	11	10	8	10	8	11	10	10	13	12	13	11	15	11	13	14	15	14	16	17	16	17	19	17	18	19	19	20	21	24	22	22	24	23	24	22	24	26	22	24	24	25	26	25	26	26	27	26	26	26	26	28	28	30	29	34	35	2	0	2	1	1	4	5	6	4	7	3	20	16	15	9	17	7	19	10	15	16	19	22	10	30	14	12	20	13	24	30	14	27	30	36	23	28	33	25	36	39	48	40	41	46	40	44	39	44	52	34	41	44	46	47	46	46	45	54	49	45	42	45	59	55	64	65	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-230.224242625367708	-228.406111014233687	-1.818131611134014	0.000000393516171	0.000000741040711	1.883126453692254	0.709841868938202	4	2	3	3	4	5	6	4	5	9	7	10	11	8	8	10	10	12	11	11	12	12	12	11	14	10	12	13	16	15	16	17	16	17	19	18	19	19	20	21	20	24	23	22	22	24	24	21	24	26	23	24	24	27	25	25	27	25	26	26	26	25	26	27	28	30	30	34	37	2	0	2	2	3	4	8	2	3	6	6	10	17	7	9	14	15	19	26	10	12	14	19	4	23	14	15	13	22	24	12	30	23	27	32	31	34	33	35	33	36	43	36	40	39	51	39	36	51	42	48	34	41	48	51	43	47	47	56	56	43	25	47	56	48	47	65	66	68	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	1	4	1	2	2	1	1	1	2	1	3	1	1	2	1	1	1	1	2	1	1	1	3	2	3	1	1	1	1	1	1	1	4	1	1	3	2	1	2	1
11000	-171.746572029222534	-170.215376551743361	-1.531195477479186	0.000001890208097	0.000000519202831	0.274680249136457	0.956210491915807	4	2	5	3	4	4	6	6	6	7	8	8	11	9	8	10	9	9	10	10	12	11	11	12	15	10	13	15	14	13	15	16	17	16	20	17	18	19	19	21	21	22	22	23	23	24	24	24	25	25	24	24	24	26	25	25	26	26	26	26	26	24	26	27	28	30	32	34	36	4	0	5	2	2	4	6	1	5	9	7	8	15	7	9	18	12	12	17	11	20	17	26	16	27	11	13	29	24	22	27	25	28	21	36	30	32	36	33	38	39	40	35	41	39	44	42	43	53	48	35	42	41	56	45	62	46	46	50	56	47	43	49	52	63	59	66	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
