step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
24500	-179.011880252553880	-177.629868625602995	-1.382011626950896	0.000000089412746	0.000000065892839	0.736951302069274	0.967634058173116	3	2	4	3	5	5	6	6	6	9	8	11	10	9	7	10	8	12	10	10	12	12	13	12	13	11	13	13	15	14	14	15	17	18	19	19	16	19	20	21	22	22	22	22	23	24	25	23	24	25	23	23	24	25	25	25	26	26	27	27	26	27	26	28	27	29	32	34	36	2	0	2	2	1	3	1	6	6	17	6	14	11	15	9	11	9	16	9	17	26	19	12	16	20	11	13	16	12	26	18	27	32	32	37	30	30	33	38	34	39	35	40	38	40	51	48	43	41	42	35	37	41	51	43	45	55	56	56	47	53	61	53	54	63	59	64	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-174.220091938219440	-172.562637865260882	-1.657454072958551	0.000000941709366	0.000001405257530	1.492241215839685	0.944102265264811	3	2	5	4	4	6	6	7	6	7	8	9	11	9	8	10	10	12	10	11	12	11	12	11	13	10	13	14	15	14	15	16	16	18	19	17	18	20	19	21	20	24	21	22	24	23	23	22	25	25	22	23	24	27	24	26	27	26	27	26	25	27	24	28	27	30	31	35	38	2	0	1	1	1	3	4	3	4	6	9	10	19	9	6	15	11	12	8	26	17	26	26	26	17	14	20	19	27	21	27	29	31	33	36	28	32	34	34	41	39	44	41	41	48	43	40	43	43	51	38	43	51	42	47	45	50	55	56	46	44	60	48	56	58	59	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-202.569728302849910	-200.697318219345277	-1.872410083504644	0.000000361814788	0.000000729983637	2.017561640584446	0.858400545207261	4	2	4	3	5	6	4	6	7	8	7	9	11	7	8	10	8	11	10	9	12	11	10	12	15	10	13	14	16	12	15	17	16	18	20	18	18	19	19	20	21	23	23	23	24	24	24	22	22	24	23	24	24	25	25	26	26	27	23	25	27	26	26	28	27	30	32	34	36	2	0	2	2	7	3	2	3	5	11	6	11	12	5	7	15	1	20	20	9	20	10	20	19	21	14	19	21	25	13	18	31	25	29	31	33	25	32	32	34	36	49	48	38	35	43	41	34	40	59	41	48	48	52	59	45	46	50	35	42	47	47	59	62	55	64	54	66	68	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	3	1
26000	-204.319550703384778	-202.901303070199504	-1.418247633185279	0.000000964092629	0.000000359639867	0.373034556888636	0.770301023500884	4	2	4	4	5	6	4	6	7	8	6	10	12	9	8	10	9	11	10	10	13	11	12	11	13	11	14	14	15	13	15	15	16	17	19	18	17	19	19	20	21	22	22	21	23	24	23	23	24	25	21	24	24	26	26	25	27	27	26	27	27	27	24	27	27	30	32	35	37	2	0	2	2	3	1	2	7	11	7	7	8	19	3	1	17	15	14	11	17	19	20	20	17	16	14	21	26	13	26	30	23	28	29	21	34	29	34	36	32	35	39	51	39	41	43	41	44	35	53	38	36	44	46	53	47	46	56	56	43	56	54	39	42	52	62	62	67	68	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	3	1	1	3	1	1
26500	-195.695880033319924	-194.290480743567286	-1.405399289752636	0.000000725419330	0.000000600307609	0.827531862109127	0.790729212503226	3	1	4	2	5	5	5	6	6	7	7	10	12	10	8	11	9	12	10	9	12	10	12	11	13	12	12	14	15	14	15	16	16	18	19	18	18	19	20	20	21	23	22	22	22	23	25	23	25	24	24	23	25	27	24	25	26	26	26	25	27	26	26	28	26	30	28	33	36	2	0	4	2	1	1	1	3	6	5	9	8	14	10	7	10	11	22	17	7	22	15	12	20	22	16	12	27	16	21	30	28	18	32	33	25	32	34	38	34	36	41	39	41	34	43	46	43	55	41	48	40	41	62	45	44	51	43	48	55	47	51	48	46	55	64	62	61	68	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3	1
27000	-167.327017924663778	-165.893323992320347	-1.433693932343428	0.000001050199780	0.000000371319741	0.353570575992377	0.979112365916110	3	1	3	3	4	5	6	6	7	8	7	9	12	9	9	10	10	11	11	10	10	11	12	10	14	11	13	14	14	14	15	16	17	17	19	17	17	19	20	20	21	24	22	22	24	22	24	23	25	24	23	24	24	26	25	25	26	25	26	27	26	26	24	27	27	30	31	34	37	2	0	2	2	4	5	6	4	8	7	6	8	20	9	11	10	12	17	14	10	8	10	20	10	23	14	13	13	27	20	29	18	25	31	33	31	25	34	33	38	35	39	41	39	51	39	43	46	42	44	40	44	38	45	45	47	58	53	63	49	42	48	43	42	58	64	66	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-174.923791319488402	-173.061580378942352	-1.862210940546060	0.000000187130370	0.000000372794721	1.992165789564412	0.951567307330406	3	2	3	4	5	4	5	7	7	9	6	11	11	8	8	10	9	12	11	10	13	12	13	12	14	11	12	13	14	15	13	16	16	17	20	18	18	19	21	19	21	23	21	22	22	23	25	24	24	25	23	24	24	26	25	24	26	27	26	26	25	27	26	27	28	30	30	34	38	2	0	2	2	1	3	3	7	5	15	3	20	10	9	11	15	15	20	17	9	27	12	12	12	13	16	12	19	13	23	12	30	30	32	38	30	28	33	40	30	40	41	38	40	40	41	42	44	42	52	44	44	43	61	45	39	61	63	50	48	46	59	53	54	55	65	54	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-190.141476870078264	-188.762023913345644	-1.379452956732628	0.000001892225592	0.000000847069270	0.447657654464672	0.870981889266920	3	1	4	2	4	6	5	7	6	8	8	9	11	10	6	10	10	11	10	11	13	11	12	12	14	12	13	15	15	14	16	16	16	17	19	19	18	19	20	21	21	23	22	22	23	23	24	22	24	24	23	25	25	25	25	25	26	26	26	26	27	26	26	26	27	29	31	32	36	2	0	4	2	1	1	5	6	3	9	6	11	10	11	1	12	10	14	11	12	18	16	13	11	27	22	18	24	26	16	30	24	25	32	32	32	31	28	37	37	36	40	35	40	40	41	44	38	43	51	35	48	42	42	51	50	51	55	47	46	49	47	45	52	52	65	66	66	66	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
28500	-184.180158875341050	-182.555734674455181	-1.624424200885858	0.000000082458744	0.000000116441764	1.412121481998851	0.910095685700474	4	1	5	3	3	5	6	6	7	9	7	9	11	9	7	10	8	12	11	10	12	10	12	8	14	11	13	13	15	14	15	16	16	18	18	17	18	19	20	20	21	23	22	23	23	21	24	23	24	26	22	25	23	27	26	25	27	25	25	25	26	26	25	27	27	29	31	33	36	5	0	2	2	2	4	3	1	5	15	6	11	10	11	6	17	9	19	20	15	13	8	16	6	18	20	19	13	13	26	27	30	30	31	33	29	29	34	35	34	40	46	46	40	39	35	48	39	43	63	41	44	41	61	49	47	58	44	48	48	44	45	48	52	56	55	57	67	68	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
29000	-189.768333276735433	-187.847032718114292	-1.921300558621153	0.000000006949549	0.000000014873865	2.140263330028902	0.943021920754678	3	2	4	4	5	4	6	7	7	7	8	11	11	9	8	11	9	11	9	9	12	11	13	10	14	11	14	14	16	13	14	16	15	18	20	18	16	18	21	19	22	22	22	23	23	23	24	23	24	25	23	24	24	25	25	25	27	25	26	25	26	26	27	27	28	30	32	35	37	2	0	2	2	3	2	2	5	5	2	10	20	19	10	5	9	10	11	9	3	12	4	21	9	23	20	21	26	25	20	23	27	31	33	34	29	23	32	38	33	35	40	35	40	42	41	42	42	41	46	41	43	43	52	53	53	60	44	53	46	52	48	54	55	61	57	66	67	67	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
29500	-207.289211102578975	-205.109643316027217	-2.179567786551746	0.000000173193475	0.000000488556850	2.820873305339195	0.805943221644813	4	2	4	3	5	5	5	7	7	8	7	9	11	9	8	11	10	12	10	11	12	12	13	12	15	12	13	14	15	14	16	17	17	18	19	18	16	19	20	20	22	24	22	21	23	21	24	23	23	25	23	24	24	26	26	26	26	26	27	25	26	25	24	27	25	30	32	35	34	2	0	4	2	1	3	3	6	3	9	7	6	19	11	4	14	15	16	14	12	10	13	26	19	28	16	24	26	27	26	23	23	29	32	33	37	18	33	34	34	39	44	39	38	39	34	43	44	38	42	43	34	51	39	47	51	47	60	42	51	47	45	35	53	47	59	66	69	67	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1
30000	-209.076431883076509	-207.707345167688914	-1.369086715387601	0.000000023984306	0.000000016046811	0.669054648724426	0.812652894995392	4	2	3	4	4	5	5	4	6	7	7	11	11	9	7	10	9	11	10	8	13	11	12	12	14	12	14	14	15	15	15	17	16	14	20	17	18	19	21	20	21	23	22	23	23	23	24	23	25	25	23	25	23	26	26	25	26	24	24	27	26	26	27	28	28	29	31	35	34	2	0	2	3	2	1	2	2	1	7	4	17	16	15	7	10	15	17	17	2	26	6	19	14	24	18	18	23	28	27	13	28	25	24	25	27	31	37	35	38	40	39	40	41	35	39	48	41	43	47	35	39	39	58	44	59	42	41	42	61	50	59	55	61	59	57	66	69	57	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
30500	-201.558265847076996	-199.877101856622517	-1.681163990454467	0.000002117612983	0.000000443645719	0.209502738392491	0.912560469901126	4	2	4	3	5	5	5	6	7	9	6	8	12	9	8	9	9	11	10	8	12	12	12	11	14	11	13	15	14	14	14	17	17	18	20	16	16	18	20	20	22	22	22	22	23	23	25	20	25	24	24	24	24	27	26	26	27	26	26	27	26	26	25	26	26	29	31	34	36	4	0	2	2	1	3	2	1	5	9	7	11	15	5	6	9	9	19	20	11	26	26	17	9	23	17	22	24	23	22	27	30	28	32	34	31	26	28	34	34	35	40	38	35	44	41	46	32	51	46	35	44	44	47	63	47	65	53	49	64	53	46	46	52	47	61	66	67	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
31000	-165.027723379075667	-162.955734538114456	-2.071988840961208	0.000000470821708	0.000001191227194	2.530102530226165	0.988423114659242	3	1	5	3	4	5	6	5	6	8	6	10	11	9	8	9	9	11	10	8	12	11	12	12	13	12	12	14	15	14	16	16	16	17	19	18	18	19	21	20	20	24	21	22	23	23	25	24	24	25	23	24	24	27	25	22	26	26	25	26	26	27	26	27	27	29	31	34	36	2	0	5	2	4	5	5	1	4	9	6	14	16	7	8	9	9	15	15	11	12	14	12	17	22	17	18	27	13	26	30	29	23	31	34	33	31	36	37	38	37	51	38	40	40	43	53	51	56	45	40	44	56	52	49	39	55	45	56	42	44	47	53	63	53	54	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-162.853758204409900	-160.396100872307443	-2.457657332102464	0.000000106881735	0.000000387840865	3.628691686787666	0.994491207944912	3	2	5	4	4	5	6	7	7	8	7	10	11	10	9	8	8	12	10	11	11	12	13	11	14	11	14	14	15	13	15	17	16	17	20	18	18	19	21	20	21	23	23	22	23	23	25	23	25	24	23	25	24	25	26	25	27	27	25	27	27	26	26	27	27	29	31	34	36	2	0	4	2	1	1	5	3	3	3	5	10	15	11	10	7	11	26	10	12	19	12	21	10	18	19	18	22	30	22	24	29	29	33	37	32	32	36	35	37	38	41	41	35	38	40	41	35	44	42	39	48	51	43	48	48	47	49	48	47	45	50	53	62	54	57	64	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
32000	-171.699985488610764	-170.322775718751160	-1.377209769859595	0.000002157343305	0.000000980342726	0.454421289440900	0.996779053076442	4	2	3	4	3	6	5	7	6	9	8	11	12	9	9	10	10	10	11	10	13	11	12	12	14	10	13	14	16	13	15	17	16	18	19	18	19	18	20	20	21	24	23	21	23	23	24	22	24	24	24	24	24	26	25	24	26	27	26	26	25	26	27	26	27	30	32	34	36	2	0	2	5	2	2	1	7	4	11	9	16	10	6	8	11	8	14	14	11	16	11	12	26	27	11	24	13	31	15	28	31	28	30	33	31	34	31	34	36	35	48	41	37	44	41	43	40	41	48	41	43	48	42	50	41	55	46	50	49	49	46	51	53	46	65	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-162.896049771024849	-161.319324599611122	-1.576725171413719	0.000001086495040	0.000000272280219	0.250604198666700	0.986565559698285	3	1	5	3	3	5	6	6	7	8	7	10	12	9	7	11	9	11	9	9	13	10	12	12	14	11	13	14	15	15	16	17	16	18	19	17	17	19	21	19	20	21	23	23	23	22	25	24	24	25	24	24	23	26	24	25	27	25	26	27	26	27	25	27	28	29	31	33	35	2	0	1	2	2	5	3	6	6	15	6	17	22	11	3	17	11	20	10	11	16	10	12	12	13	12	13	24	21	13	25	30	28	36	33	30	28	34	36	32	38	41	38	39	39	39	51	53	42	39	53	42	42	48	46	44	50	43	51	51	51	51	44	50	47	54	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-168.824230326881377	-166.012537505807245	-2.811692821074121	0.000000325606819	0.000001560084994	4.791315480932090	0.967343579358444	3	2	4	4	4	5	6	6	6	8	7	10	11	9	8	9	9	10	11	11	13	11	13	11	15	11	13	14	16	14	15	15	17	16	18	18	18	20	21	20	21	22	22	21	23	23	23	23	24	25	24	24	24	26	23	25	26	25	26	26	27	26	27	28	25	29	30	33	35	2	0	2	2	2	1	5	4	3	9	9	10	16	5	9	9	15	15	17	15	12	18	22	16	21	14	19	22	30	26	28	23	32	21	29	34	29	36	37	35	40	39	39	36	40	42	38	41	48	46	43	46	39	58	39	55	52	45	52	50	54	48	60	58	45	60	63	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
33500	-194.338503500470040	-192.260871722776500	-2.077631777693532	0.000000164831777	0.000000419510289	2.545081401560835	0.921365026973771	4	2	4	4	4	4	5	7	6	7	7	10	12	9	8	11	8	11	9	9	11	11	13	11	13	12	13	15	15	13	16	15	15	16	19	19	17	19	20	20	21	22	21	23	23	22	25	23	25	25	24	23	24	26	25	25	26	27	25	26	25	26	27	28	28	30	31	35	36	2	0	2	2	2	2	2	3	4	9	5	17	22	15	11	12	7	19	9	9	20	14	22	14	24	21	13	23	25	26	23	23	25	25	34	34	28	28	31	37	38	43	40	43	42	38	53	41	46	43	46	42	39	59	45	45	55	60	48	53	48	56	61	57	44	62	63	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
34000	-164.458180957900566	-162.794475567854647	-1.663705390045919	0.000000537755532	0.000000810600733	1.507377768177252	0.933899008643457	4	2	3	3	4	5	6	7	6	8	7	10	10	9	9	11	10	11	11	10	13	11	12	11	15	11	14	14	15	13	15	15	17	18	17	17	17	19	20	20	21	23	22	22	24	24	24	22	24	26	24	24	25	26	25	25	26	26	26	26	26	26	26	27	27	29	31	34	37	2	0	2	2	2	3	4	6	1	11	6	8	8	8	8	15	7	17	17	10	24	14	12	13	30	14	23	21	28	19	28	30	25	32	29	28	29	36	35	36	35	44	38	39	48	48	39	41	43	56	44	41	49	49	47	45	55	56	52	46	53	47	51	58	51	47	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
34500	-161.544301975669384	-160.077817793835635	-1.466484181833753	0.000000279826979	0.000000283232872	1.012171426170914	0.969018331420950	4	2	5	3	5	5	6	5	7	9	8	9	10	9	7	11	9	12	10	10	12	12	12	12	14	12	14	14	14	14	16	15	16	17	18	18	19	19	20	21	21	24	22	23	22	23	24	24	23	24	23	24	25	26	25	24	26	26	26	27	25	26	26	28	27	31	31	34	36	2	0	1	2	2	2	5	4	5	15	7	9	11	15	5	11	11	19	7	14	19	13	16	20	18	20	21	24	22	23	29	28	30	25	31	31	35	35	34	38	37	43	37	45	41	45	43	45	45	46	45	43	51	50	52	45	55	42	47	56	52	55	45	62	61	64	64	66	68	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35000	-158.584841257805238	-157.221375063904333	-1.363466193900910	0.000001205637540	0.000000627369489	0.520363267307799	0.988969767250247	2	0	5	2	4	4	5	7	6	8	7	10	12	8	9	9	9	11	10	10	11	11	12	11	14	11	12	15	15	14	16	17	16	17	20	18	18	19	20	20	22	23	22	23	24	23	25	24	25	24	23	24	25	26	25	24	26	26	26	26	27	26	26	27	27	29	32	34	37	2	0	6	2	4	1	5	3	3	8	7	14	26	8	14	14	14	19	9	10	15	20	26	15	23	11	15	25	23	23	28	33	28	29	36	25	29	37	37	38	40	39	40	40	43	40	51	43	50	46	39	42	51	47	42	51	53	45	50	44	53	52	53	47	52	64	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35500	-199.103362226370308	-197.412135167831480	-1.691227058538818	0.000000052506263	0.000000082644213	1.573987712004296	0.819477509646916	4	2	4	4	3	5	5	7	6	7	7	11	11	9	9	10	9	10	11	8	12	12	12	12	15	11	13	14	16	15	16	14	17	18	18	18	19	19	20	21	21	23	23	21	23	23	24	24	25	25	23	24	25	25	25	26	26	26	27	26	27	26	26	27	27	30	31	34	36	5	0	2	2	2	3	4	7	4	3	6	17	15	6	7	17	8	14	8	11	18	13	12	19	27	16	21	13	30	27	25	24	25	31	27	29	27	31	36	35	36	40	41	37	39	44	51	41	52	42	44	43	43	41	46	52	48	51	63	42	55	51	50	53	52	64	59	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1
36000	-221.246505143341523	-219.211181051190437	-2.035324092151095	0.000002067073370	0.000000275769926	0.133410806679147	0.803349127050109	4	2	5	3	4	5	5	7	7	8	7	10	11	9	9	8	9	11	9	11	12	11	13	11	12	11	10	13	15	14	16	15	17	17	20	17	18	20	21	18	21	22	22	21	24	23	24	22	23	25	23	24	24	25	24	25	25	27	26	26	26	27	26	27	28	30	32	34	36	2	0	5	2	2	5	2	7	4	7	3	11	10	16	10	8	11	9	10	16	27	16	24	8	14	10	19	24	28	25	29	11	23	32	40	23	31	33	31	31	33	39	35	38	43	44	48	38	42	53	44	44	43	45	46	49	41	54	52	35	52	59	55	61	61	65	65	67	68	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	2	1	1	3	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1
36500	-162.332864204692697	-160.735579569183159	-1.597284635509530	0.000000609141421	0.000000819874811	1.345951501912100	0.998049331096473	4	2	5	4	5	6	4	6	6	8	7	10	11	8	8	9	10	11	11	10	10	12	12	10	14	12	12	13	14	13	15	17	15	18	19	18	17	19	20	20	21	22	22	23	24	22	25	23	24	24	23	24	25	26	25	24	26	26	26	26	25	26	26	27	27	29	32	34	37	2	0	2	2	7	3	2	4	1	11	3	14	12	6	8	8	14	12	12	11	10	19	18	8	26	24	19	20	27	16	28	25	28	37	37	32	33	37	36	36	35	38	35	42	42	38	51	43	44	42	46	48	44	47	49	43	49	49	45	45	48	47	49	49	59	59	65	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37000	-198.102513985939680	-193.905020669436965	-4.197493316502704	0.000000029475096	0.000000329767500	11.188004326569773	0.795732182564046	4	2	5	3	4	5	5	7	7	8	7	11	11	10	8	9	10	11	9	9	12	11	12	11	14	10	12	14	15	14	14	15	16	18	19	17	15	20	21	20	21	24	23	20	22	23	23	22	24	25	22	24	25	26	25	25	26	27	25	27	26	26	26	24	27	30	32	34	37	4	0	4	2	2	5	4	7	6	8	5	17	16	10	11	8	19	15	9	8	16	20	16	17	13	19	22	12	21	27	14	28	22	18	31	37	23	37	35	35	35	51	45	35	38	41	39	41	45	35	41	48	47	52	43	49	56	61	52	56	55	52	64	51	64	61	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
