step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
22500	-505.559665091393811	-504.048167568139206	-1.511497523254599	0.000235577215323	0.000067583817779	0.286886054266307	0.606961771573202	-1	4	6	4	8	6	6	7	9	8	8	10	10	10	10	9	11	7	11	11	13	12	14	11	12	12	10	12	10	13	11	14	13	13	15	13	12	13	14	14	14	14	15	15	13	11	16	15	16	14	17	17	13	16	15	18	18	16	17	16	16	16	17	19	18	18	19	15	16	17	17	17	17	16	15	19	17	16	19	19	17	19	19	19	18	20	19	19	19	19	18	20	20	21	18	21	22	21	21	20	21	18	22	20	22	23	22	19	21	22	24	25	25	29	0	1	4	1	6	2	4	2	5	18	3	16	16	10	10	8	5	7	10	8	19	16	28	9	20	27	9	17	9	29	9	8	31	5	20	14	14	24	7	29	21	53	2	39	10	15	40	24	43	34	75	55	19	50	28	60	17	38	19	5	14	42	43	55	30	48	72	53	45	62	14	68	8	23	12	63	55	34	47	45	68	68	72	72	71	60	73	44	59	52	60	77	65	84	73	85	102	95	87	69	84	42	82	91	93	85	83	72	88	86	110	93	43	107	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	4	2	1	1	5	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	2	3	2	1	1	3	3	2	2	1	1	1	4	1	3	1	2	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	2	2	2	2	1	1	3	3	3
23000	-495.354391229490830	-493.214633075479355	-2.139758154011502	0.000232978302519	0.000027890077720	0.119711052137056	0.664625097804129	-1	3	5	2	7	6	6	7	8	8	9	10	9	11	11	10	11	9	11	12	13	13	13	11	12	11	11	13	11	14	11	12	13	14	15	13	12	13	13	14	15	14	14	14	14	15	15	13	16	14	17	17	15	15	15	16	17	16	16	15	16	18	16	19	18	18	19	16	15	16	18	19	17	16	16	19	16	19	18	18	17	18	18	18	18	18	19	19	19	18	20	21	19	18	18	21	22	21	20	20	21	20	20	20	21	23	20	20	22	20	24	25	26	27	0	4	1	1	7	2	3	6	5	8	4	10	2	18	4	10	7	7	16	2	25	18	16	16	12	18	12	15	13	36	12	19	37	36	40	14	27	19	13	11	36	29	31	11	27	24	29	19	42	29	46	33	21	36	24	47	30	33	25	16	37	63	27	73	49	58	80	34	23	41	21	65	25	15	29	46	44	69	58	48	68	61	35	59	43	75	69	11	66	58	83	82	80	47	74	87	99	56	77	52	15	81	77	83	70	110	56	84	85	82	110	94	42	112	1	1	3	1	1	2	1	1	1	1	3	1	4	1	4	1	2	2	1	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	3	2	1	1	1	1	1	1	2	1	1	2	2	3	2	1	1	1	1	1	1	1	1	1	3	1	3	2	4	1	1	2	1	4	1	1	1	1	2	2	3	4	1	1	1	1	1	2	1	1	1	2	3	1	5	2	2	1	1	1	2	1	2	1	2	4	6	1
23500	-515.723533761386648	-514.202332738369364	-1.521201023017258	0.000226680101851	0.000063632110324	0.280713259807172	0.635445982899394	0	3	2	3	8	6	6	7	7	9	9	9	10	11	11	7	11	9	12	10	12	12	12	12	10	13	12	13	11	13	12	13	14	13	16	13	13	14	12	14	16	15	13	14	12	14	16	15	15	14	17	16	14	13	15	17	16	17	16	16	16	17	17	16	17	17	18	16	16	17	16	18	17	16	17	19	16	19	17	18	17	18	18	19	18	17	19	19	19	18	19	20	20	21	19	20	22	22	21	20	20	21	22	19	21	23	22	22	23	22	25	24	25	27	0	3	1	3	16	1	3	6	1	7	9	16	11	12	1	6	9	8	9	1	29	20	18	5	5	20	17	11	20	18	20	45	30	21	21	31	17	24	9	21	30	27	25	10	18	36	46	54	19	27	48	42	30	12	36	77	25	61	25	28	22	32	71	54	33	48	71	49	37	28	49	13	9	32	6	28	44	71	45	27	60	69	55	83	60	55	65	40	73	29	68	95	83	78	57	11	80	75	91	61	89	23	101	40	71	83	68	100	72	85	93	95	19	98	1	1	1	1	1	3	2	1	2	2	1	1	1	1	5	1	2	1	2	4	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	3	1	3	1	2	2	1	2	1	1	1	1	2	2	1	4	3	2	6	3	1	1	3	2	1	1	1	1	1	1	1	3	1	3	2	1	1	1	2	5	1	2	1	2	1	5	1	2	2	2	3	1	2	3	2	2	7	2
24000	-470.156462687993667	-468.656762805024471	-1.499699882969185	0.000202001454915	0.000059561957680	0.294859052898875	0.618231141499171	0	4	5	2	7	7	6	8	9	9	8	9	9	11	11	9	11	9	11	10	13	12	13	11	12	12	11	13	11	13	11	13	14	13	15	11	13	14	13	13	16	13	15	13	15	14	15	16	17	15	16	17	15	14	15	17	15	15	17	15	16	18	15	19	17	17	18	18	15	17	17	19	18	16	13	20	17	18	18	18	18	17	19	17	18	18	19	19	20	19	21	22	21	21	19	20	22	21	19	20	20	21	20	19	22	23	21	22	21	22	24	22	25	28	0	1	4	1	4	2	4	2	3	7	5	2	6	18	4	7	9	4	8	5	24	8	12	20	20	27	18	22	18	16	5	8	23	19	15	12	15	37	19	9	17	19	8	22	42	36	37	38	48	30	63	33	34	29	37	37	32	37	28	19	44	61	8	44	47	22	50	65	42	47	44	46	74	18	5	53	40	61	56	74	56	47	62	45	65	53	86	42	86	37	76	72	58	72	14	41	66	81	86	31	81	51	59	73	89	79	77	103	78	91	112	53	49	64	1	3	1	2	2	1	2	2	3	1	1	3	2	1	4	2	1	4	1	2	1	2	2	1	1	1	1	1	1	3	2	2	1	1	2	1	1	1	1	2	2	2	4	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	2	5	1	2	1	1	1	1	2	3	2	3	2	2	2	1	1	1	1	1	1	1	1	2	1	4	1	3	1	1	3	1	3	2	1	3	1	3	1	2	2	1	1	3	3	1	1	1	1	3	4	4
24500	-444.729642547428909	-443.104264385693796	-1.625378161735109	0.000331085727778	0.000075993159120	0.229527136762584	0.621915947341704	-2	3	6	4	8	6	5	7	9	8	8	11	9	10	10	8	11	10	11	10	12	12	13	12	12	12	11	13	11	11	11	14	13	13	16	12	10	14	14	13	15	14	15	15	14	12	14	15	17	14	16	16	14	15	15	18	16	15	16	15	15	14	16	17	15	18	19	18	17	17	17	17	15	15	15	20	17	17	17	18	17	18	18	20	19	20	19	19	19	18	21	21	21	21	20	22	21	21	18	20	22	19	21	21	22	23	21	20	22	23	25	25	23	29	0	1	7	2	3	2	2	7	11	8	4	4	6	10	8	7	20	11	20	9	37	15	24	37	37	37	11	12	20	2	9	11	12	36	42	18	4	17	37	30	30	26	23	46	15	31	36	29	42	46	40	48	26	50	62	58	13	39	45	53	38	8	47	37	21	51	44	57	15	48	38	41	21	30	31	82	37	36	44	51	74	74	61	56	53	57	81	78	80	28	95	68	68	84	99	95	67	57	51	40	86	78	99	89	87	85	87	82	97	70	110	91	79	54	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	3	1	1	1	1	3	1	3	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	3	1	1	2	2	2	2	1	4	2	1	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	3	1	4	1	1	1	1	2	3	1	1	1	3	1	1	2	6
25000	-482.795187925257665	-481.077843737885871	-1.717344187371813	0.000310991342723	0.000061667408553	0.198293007170219	0.571546941770825	0	3	5	2	8	5	6	7	9	9	8	10	7	10	10	9	11	10	11	11	12	13	12	12	12	12	11	12	11	14	11	14	12	13	15	13	12	13	14	15	16	14	15	14	13	14	16	15	15	15	17	15	14	15	16	16	18	16	17	14	17	17	15	18	17	17	17	16	15	17	17	17	17	17	16	19	17	19	19	16	16	17	20	20	18	20	18	18	18	16	20	21	20	21	20	21	22	21	20	20	21	20	22	19	21	23	21	20	22	23	26	26	25	29	0	4	4	1	7	2	4	2	8	6	7	10	3	16	11	8	10	2	14	18	14	24	31	15	19	5	12	13	8	15	7	25	11	13	23	11	5	37	19	10	26	8	11	21	10	20	44	19	24	36	32	33	21	38	46	32	9	60	13	2	39	35	9	11	69	41	43	9	23	39	43	81	63	28	11	55	45	88	30	22	46	41	35	85	69	74	46	4	54	21	67	85	58	108	52	69	101	81	81	29	61	8	77	89	83	107	87	66	99	71	110	93	14	106	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	3	1	1	2	1	2	2	1	1	3	3	3	4	1	2	1	1	2	2	1	1	1	2	1	1	1	5	1	5	5	1	1	4	2	1	1	1	4	2	1	1	1	1	2	3	1	2	1	2	2	1	1	2	1	2	2	3	6	1	3	1	1	2	1	2	3	1	2	2	6	2	5	3	1	1	1	1	1	1	3	1	4	5	2
25500	-443.786796174058338	-442.368524792632911	-1.418271381425411	0.000201975233112	0.000075337142331	0.373001883300441	0.566944417169533	0	4	6	2	7	6	5	8	9	7	9	10	10	10	11	10	11	10	12	11	12	13	13	10	13	13	12	12	11	14	11	13	13	13	15	13	11	13	13	15	15	14	14	14	14	13	15	15	15	14	18	15	15	15	15	17	17	16	15	14	17	17	16	19	16	16	18	17	16	16	18	16	17	16	17	18	18	18	18	17	17	18	19	19	18	20	18	20	19	19	20	21	19	21	20	21	20	21	20	21	22	20	20	20	22	23	21	21	23	22	25	25	25	29	0	1	2	1	7	1	4	5	8	6	3	5	10	10	24	8	1	10	18	2	11	11	27	8	18	14	24	15	13	27	11	27	31	17	38	15	8	13	17	34	42	37	17	25	29	15	23	39	14	34	38	29	25	37	10	34	58	52	46	21	69	30	34	56	46	41	80	55	22	36	62	26	53	43	23	45	29	69	27	17	53	42	50	32	52	70	6	17	53	48	90	84	65	75	50	15	50	65	53	41	90	17	79	78	79	110	83	72	61	90	109	34	17	77	1	3	1	1	1	2	1	1	1	1	2	1	1	2	1	1	5	1	1	3	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	4	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2	3	1	2	5	4	2	2	1	1	2	2	3	5	2	3	2	3	1	4	1	1	2	1	1	2	2	1	1	4	5	6
26000	-449.979813378072834	-448.347967860315009	-1.631845517757799	0.000293493013987	0.000066624535638	0.227005524705386	0.714133147699327	-1	4	5	2	7	7	5	7	9	8	8	10	9	10	10	9	11	11	10	11	12	12	12	12	12	13	10	12	11	13	10	13	12	13	14	14	12	14	14	14	16	12	14	14	15	14	15	16	17	14	18	15	14	14	15	17	16	16	16	16	14	17	17	19	17	18	17	18	15	17	18	18	16	16	17	20	17	18	19	16	18	18	19	19	19	20	17	19	19	18	19	21	17	21	19	21	23	21	21	20	20	20	21	20	21	22	21	20	22	23	25	23	26	30	0	4	2	1	2	7	2	3	5	2	8	7	5	7	4	8	5	7	6	10	14	12	14	27	14	12	7	20	27	17	5	29	15	29	42	9	31	21	42	9	26	15	28	13	28	23	54	44	73	29	74	40	42	28	37	21	46	53	45	23	10	53	27	39	19	39	26	58	30	17	48	14	40	46	59	49	61	21	39	50	69	62	80	56	93	82	55	38	57	57	65	88	73	84	90	90	52	62	76	50	95	87	100	57	86	47	49	93	76	99	97	1	83	99	1	2	1	1	1	1	1	1	1	3	1	2	1	2	3	1	2	5	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	3	3	2	4	3	3	2	1	1	1	3	1	3	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	2	1	2	1	3	1	1	1	1	1	8	2	4
26500	-461.839174513501291	-460.205812815673710	-1.633361697827562	0.000273531315057	0.000061933704532	0.226422720627256	0.609699775732144	-1	2	5	3	6	6	4	7	9	8	8	11	9	11	9	10	12	11	9	11	13	12	14	10	13	12	11	12	11	13	11	14	13	13	15	12	12	11	13	14	16	14	14	15	14	15	16	16	16	15	18	17	15	16	14	18	17	16	15	15	16	16	16	17	17	18	18	17	15	17	17	16	17	16	16	19	16	18	16	18	18	18	20	20	18	19	18	19	19	18	20	21	20	21	19	22	22	20	20	19	22	21	21	20	21	23	21	22	20	22	25	26	25	29	0	1	4	2	3	7	4	7	10	3	6	13	8	13	2	4	19	8	10	8	15	14	28	11	24	14	4	13	11	26	9	8	24	12	18	15	29	13	38	17	39	29	38	37	31	30	35	69	30	36	64	44	55	44	19	70	25	26	21	7	42	55	17	59	59	35	72	29	12	58	26	14	17	9	8	59	21	79	26	53	42	77	87	70	44	65	63	55	40	35	66	45	70	35	56	75	90	72	32	29	88	61	90	49	57	104	52	65	62	91	79	38	61	111	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	3	1	2	1	3	2	1	1	1	1	1	4	2	2	1	1	4	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	6	1	1	2	1	1	1	1	3	2	1	3	3	2	5	6	2	2	1	2	2	2	1	1	2	2	1	1	2	2	2	1	4	1	3	1	4	3	2	3	3	2	2	1	2	2	2	2	2	2	1	3	6	3	2
27000	-458.295263385585827	-456.663426946862046	-1.631836438723797	0.000237085186015	0.000053820476686	0.227009024017339	0.638558887953209	-3	3	6	4	6	6	5	7	8	8	8	9	9	10	11	9	12	10	10	12	13	12	13	9	12	12	11	12	12	13	12	12	14	14	15	14	12	14	13	11	14	14	13	13	14	14	16	14	16	15	15	16	15	14	14	17	18	17	17	15	16	17	16	18	17	18	19	17	17	18	17	18	17	16	14	19	17	18	17	18	16	19	19	19	18	19	18	18	18	19	19	22	20	21	19	21	22	19	20	21	20	18	20	19	21	23	21	20	22	23	26	25	25	29	0	1	4	2	4	2	1	3	8	5	2	8	8	5	8	7	27	2	9	6	27	14	13	9	27	18	24	12	19	19	13	11	25	20	38	31	27	31	13	14	22	32	8	18	15	25	26	24	45	31	21	36	28	30	10	51	11	51	21	42	35	22	19	36	35	75	74	61	33	63	38	43	46	33	7	73	41	81	60	54	36	62	47	62	49	71	33	25	65	58	36	90	87	89	62	83	60	73	57	77	78	34	89	50	70	98	57	87	108	94	95	94	107	94	1	3	1	1	1	2	4	1	1	1	1	1	1	2	2	2	1	3	1	3	1	1	2	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	2	1	1	1	3	1	1	1	3	2	1	1	1	1	1	1	2	1	6	1	2	1	1	1	3	2	1	1	2	1	1	1	1	3	1	1	4	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	4	1	1	2	1	2	1	2	1	1	1	1	1	1	3	2	2	5
27500	-407.372132880776746	-405.776960231405610	-1.595172649371135	0.000254386261288	0.000061596201306	0.242136509238257	0.639629648247483	-1	3	4	2	8	6	6	7	8	8	7	10	10	10	11	9	12	9	11	11	13	13	13	11	13	11	11	12	11	14	11	14	13	13	16	13	12	14	13	15	15	15	15	15	14	14	16	15	16	16	17	17	14	16	14	17	18	16	17	16	17	17	16	18	18	17	17	17	16	18	15	15	16	15	15	19	17	18	18	17	17	17	19	19	18	19	16	19	20	19	21	20	19	20	20	20	21	21	20	19	21	20	20	21	21	22	21	21	22	24	24	26	25	29	0	1	2	1	6	2	2	7	7	6	2	9	8	16	2	7	20	7	13	5	17	5	37	5	15	12	18	5	5	33	16	24	19	12	72	20	13	31	16	17	46	25	13	34	23	23	46	21	30	30	75	39	31	33	28	49	55	21	74	45	74	49	13	34	87	48	58	71	31	61	23	11	23	15	46	66	49	35	35	44	45	60	80	35	41	46	44	49	34	62	84	68	61	79	86	63	84	81	65	43	57	71	67	30	81	107	83	49	70	90	90	56	68	111	1	2	1	1	1	1	1	1	1	1	1	1	2	1	4	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	3	2	1	2	1	1	2	1	1	4	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	4	1	1	2	1	1	1	2	1	2	1	1	2	1	1	3	1	1	1	2	1	2	3	4	4	3
28000	-475.409946197782915	-473.620500126453294	-1.789446071329594	0.000265844987251	0.000047611808145	0.179096129052504	0.617551914973422	0	4	5	2	7	6	5	7	8	8	9	11	9	10	9	10	11	11	12	11	12	11	14	10	12	13	10	12	12	14	11	12	13	14	15	13	12	12	14	14	16	14	14	14	15	14	15	16	16	15	18	17	13	16	14	17	17	17	17	15	16	15	17	18	18	16	19	18	16	17	17	17	15	17	15	19	16	17	18	19	16	18	20	18	17	18	17	19	18	19	20	20	20	21	19	20	21	19	21	17	21	21	19	20	21	23	21	21	23	20	23	25	25	28	0	4	2	1	4	4	4	7	8	5	8	15	2	15	9	10	9	14	31	2	27	15	16	15	20	11	9	12	14	24	24	11	22	17	24	13	24	15	17	22	30	31	26	38	43	15	26	44	55	29	78	60	15	33	12	32	21	29	60	10	45	37	26	26	71	60	52	36	55	43	12	7	21	21	21	64	15	75	78	66	28	48	54	54	46	42	41	35	74	100	87	87	61	78	56	88	52	54	81	61	95	95	86	70	81	95	84	83	45	103	104	96	71	91	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	2	1	3	1	2	2	3	1	1	1	2	1	1	2	5	1	1	2	1	3	1	1	1	2	1	3	1	2	1	1	2	1	1	1	2	3	2	2	1	1	1	3	1	1	1	1	1	3	1	1	1	3	1	1	4	4	3
28500	-498.473374120052199	-496.556067145590873	-1.917306974461308	0.000237093468945	0.000036134533313	0.152406278729238	0.681003734713266	0	4	5	3	8	5	6	8	7	8	7	9	9	10	10	10	11	10	12	10	13	12	14	11	13	13	11	13	12	13	11	13	12	13	14	12	12	13	14	11	15	15	14	14	13	15	15	13	17	15	17	16	14	15	15	17	17	15	15	16	15	17	16	18	17	16	18	17	17	18	18	17	16	16	15	19	17	17	18	18	18	19	20	19	17	20	19	19	19	19	19	20	20	22	20	20	20	20	20	20	21	20	21	20	23	24	22	21	22	23	25	23	24	28	0	4	4	1	3	4	3	11	3	6	7	10	8	3	9	7	13	7	31	5	31	8	36	13	33	24	10	17	14	6	10	40	20	24	19	18	16	5	24	7	19	40	40	19	17	44	32	24	47	19	43	39	32	48	25	44	74	38	18	38	17	40	44	2	59	35	52	66	42	52	27	39	48	28	22	64	63	50	49	74	28	70	90	78	58	67	66	62	85	78	78	77	69	71	64	66	76	59	63	48	71	63	100	62	97	109	64	90	92	90	52	42	98	112	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	8	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	5	1	1	1	1	1	1	2	1	1	2	3	2	3	3
29000	-438.715343070211645	-437.331456523585359	-1.383886546626268	0.000234263062677	0.000174575452666	0.745211177003193	0.593919805045822	0	3	5	3	7	6	6	8	9	8	8	10	9	10	10	9	11	10	11	12	13	13	13	11	12	13	11	11	11	13	11	14	13	14	15	14	12	14	13	12	14	14	14	13	14	14	15	14	14	12	16	16	14	15	16	18	17	16	15	16	17	17	16	19	17	17	18	17	15	18	17	18	15	16	16	20	17	18	19	17	18	19	19	19	18	16	18	18	20	18	21	21	18	20	20	21	22	22	20	19	22	19	21	20	21	23	20	22	22	23	25	26	25	29	0	1	2	1	7	4	2	7	5	7	6	10	5	6	9	4	14	10	4	8	5	27	7	6	13	17	8	16	16	37	16	40	25	18	24	23	13	37	14	14	40	12	33	31	37	39	17	40	28	7	42	30	33	22	50	46	25	29	21	37	73	58	34	81	48	41	47	32	26	52	51	7	30	42	50	54	34	73	60	45	50	75	80	66	55	48	63	42	81	60	75	2	54	93	56	58	88	107	20	54	81	2	79	72	107	69	82	89	105	96	56	48	21	110	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	4	2	2	1	3	2	1	1	3	1	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	1	1	1	2	1	2	2	1	3	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	2	1	1	1	7	1	1	2	2	2	2	2	1	3	1	1	1	1	1	1	2	1	1	2	6	2	1	1	2	2	1	4	2	2	9	1	1	1	4	1	1	1	1	3	6	5	3
29500	-453.071952789125021	-451.384346505796088	-1.687606283328961	0.000390771794248	0.000081052289041	0.207415914439703	0.601349684148301	-1	4	5	4	7	7	4	6	8	9	8	10	10	11	10	10	11	10	11	11	11	12	13	11	12	11	12	12	11	13	12	12	13	13	16	13	13	13	14	15	16	15	14	14	14	15	16	15	17	15	17	15	13	15	16	17	18	16	14	15	16	17	14	18	17	17	17	17	16	15	17	18	17	16	17	20	18	19	19	19	17	18	17	16	18	20	19	18	19	18	20	21	19	21	18	21	22	21	18	20	21	20	22	20	21	23	20	21	22	22	23	22	25	29	0	1	2	1	4	4	1	7	4	8	7	9	6	13	11	11	9	8	10	9	11	8	24	12	24	12	18	18	13	19	12	11	17	16	42	31	19	14	21	26	54	11	1	17	17	39	42	32	29	27	32	34	26	34	70	61	71	39	36	33	14	41	24	29	48	29	25	30	13	19	42	83	84	39	5	51	32	83	56	53	31	48	54	25	47	89	75	11	73	35	82	104	83	78	68	62	86	66	35	45	104	35	92	78	52	96	87	35	85	83	68	58	17	96	1	3	1	3	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	3	8	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	4	1	4	2	1	3	2	1	1	1	1	4	1	3	1	1	4	3	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	3	1	1	2	2	2	2	3	6	3
