step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
61500	-317.336444323907642	-324.191932274867042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769435002156394	1	7	10	6	13	15	13	20	28	22	23	31	25	25	27	29	24	28	29	30	29	31	33	29	31	26	28	33	30	33	37	34	33	46	37	43	43	37	44	44	41	51	0	1	2	0	0	4	4	4	5	7	6	26	5	0	5	8	5	8	14	27	11	13	20	17	9	17	5	13	15	21	19	27	9	24	30	32	35	0	30	12	28	36	1	1	1	1	1	2	1	4	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1
62000	-317.483924375750291	-324.339412326709692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698895239915548	-2	6	12	10	11	13	14	18	32	21	15	18	28	25	20	28	23	27	29	31	19	25	25	35	31	29	29	36	30	31	36	34	41	47	37	42	43	39	37	45	43	53	0	1	2	0	0	4	4	7	17	7	6	5	22	0	5	8	5	8	14	17	11	17	12	20	12	15	15	12	15	21	14	17	27	25	30	25	35	0	30	33	9	36	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2
62500	-320.413693380315635	-327.269181331275036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745598544223566	-4	5	11	6	13	13	15	20	21	17	19	31	23	18	26	29	27	27	30	30	28	28	32	30	35	32	35	37	31	34	30	30	39	48	36	38	40	35	44	42	45	43	0	1	2	0	0	4	4	7	5	4	6	5	5	0	5	8	5	8	14	5	11	13	17	5	20	17	20	24	15	21	14	17	20	25	21	32	35	0	30	28	24	36	1	1	1	1	1	1	2	1	2	2	1	3	1	1	2	2	2	1	2	2	2	1	2	3	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	3	1
63000	-319.657617824310194	-326.513105775269594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772669613592533	-5	7	12	11	15	17	14	20	24	23	24	28	28	24	23	28	21	26	28	24	29	29	29	33	31	29	24	35	30	34	34	36	39	49	39	42	44	38	41	46	49	53	0	1	2	0	0	4	4	7	17	7	6	27	15	0	5	8	5	8	14	15	10	17	9	5	15	27	5	12	9	21	14	24	12	36	30	25	35	0	30	28	40	32	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	1	2	1	1	2	2	1	2
63500	-326.154737504675211	-333.010225455634611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.787050807457275	0	5	9	5	11	13	17	21	33	22	18	28	17	19	30	27	27	28	26	20	22	32	20	33	32	24	23	38	33	33	34	35	39	46	39	43	39	35	44	42	44	48	0	1	2	0	0	4	4	6	12	6	4	27	5	0	12	8	20	8	14	5	11	20	5	12	27	13	5	15	20	11	19	25	9	20	30	32	30	0	30	22	28	36	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	2	2	2	1	1	3	1	2	1	1	2	2	2	1
64000	-310.032732048945832	-316.888219999905232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649562208984530	-3	7	12	9	13	17	16	22	31	21	20	27	24	24	30	27	23	28	29	20	25	30	33	34	35	30	34	36	29	36	32	36	39	47	41	43	42	34	44	49	44	50	0	1	2	0	0	4	4	6	12	11	6	5	5	0	5	8	5	8	14	5	6	17	9	26	17	13	12	24	12	21	19	15	24	25	30	32	30	0	30	41	15	36	1	1	1	1	1	2	2	1	1	1	1	2	2	1	3	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1
64500	-317.795256886245227	-324.650744837204627	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608825683286448	-3	3	9	10	9	16	15	21	34	22	26	28	25	20	22	27	25	29	30	23	28	30	27	25	31	29	30	36	29	32	37	36	40	48	38	41	41	42	41	43	38	48	0	1	2	0	0	4	4	7	27	7	4	5	15	0	5	8	5	8	14	5	4	17	15	5	17	13	17	27	15	11	19	25	27	32	30	25	35	0	30	41	12	36	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	1	2	2	5	1	1	3	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	2
65000	-344.623649032852143	-351.479136983811543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594120040885343	-3	6	10	10	12	13	12	20	32	24	23	28	24	19	23	28	24	29	22	27	28	23	32	34	34	26	21	31	28	28	37	32	33	44	38	43	40	39	41	41	41	57	0	1	2	0	0	4	4	7	15	7	6	15	5	0	5	8	5	8	14	17	11	5	17	5	20	15	5	15	22	6	14	13	15	13	30	32	35	0	30	12	9	36	1	2	1	1	1	1	1	2	2	2	1	1	3	1	2	1	2	1	1	1	1	2	1	2	1	1	2	2	1	3	2	2	2	4	2	2	1	1	4	2	2	3
65500	-321.191494173722788	-328.046982124682188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624247665479096	-2	3	8	2	12	10	11	18	32	20	26	25	27	18	27	22	27	25	27	22	29	33	34	35	33	25	32	35	31	29	34	34	40	49	37	40	41	38	45	41	45	52	0	1	2	0	0	4	4	7	12	4	4	5	26	0	5	8	5	8	14	5	11	13	15	25	17	20	12	9	15	11	19	13	24	20	30	32	35	0	30	15	27	36	1	1	1	1	1	2	3	1	2	2	3	1	1	1	2	1	4	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	2	1	1	1	2	2	1
66000	-322.568236318367042	-329.423724269326442	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578672827887298	0	6	9	9	14	12	14	22	24	21	21	26	26	25	18	24	24	26	30	28	28	32	30	28	33	32	32	37	33	34	35	33	38	45	41	45	42	42	38	44	49	56	0	1	1	0	0	4	4	7	15	7	4	5	5	0	5	8	5	8	14	15	11	13	24	15	20	13	15	20	9	11	14	13	9	12	21	32	21	0	30	24	9	36	1	1	1	1	1	1	2	1	1	1	2	3	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	2	2	1	2	2	3	2	2	2	1	1	3	4	2
66500	-307.614889724737793	-314.470377675697193	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634443502114999	-3	3	6	6	13	14	12	16	36	18	27	31	25	18	25	26	24	29	26	26	30	30	31	32	29	28	27	33	28	35	37	28	40	47	41	41	43	40	41	47	48	53	0	1	2	0	0	4	4	7	12	7	6	20	5	0	5	8	5	8	14	5	11	27	27	15	17	15	5	20	15	21	19	17	9	32	30	32	30	0	30	36	33	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	3
67000	-296.709033604730109	-303.564521555689510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788424449163660	0	3	11	11	14	14	15	19	29	23	28	24	25	27	22	23	25	24	30	28	31	31	31	28	31	29	31	33	32	35	35	34	40	47	38	43	41	38	41	44	46	55	0	1	2	0	0	4	4	7	12	7	6	5	5	0	5	8	5	8	14	5	11	13	5	15	13	13	15	9	24	21	14	25	9	20	30	32	35	0	30	27	27	36	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1
67500	-305.353739817490521	-312.209227768449921	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592616522756056	-1	4	8	3	13	11	15	19	32	21	21	27	25	26	25	23	24	26	30	29	33	30	29	35	30	31	33	39	27	31	30	35	37	48	39	42	43	39	44	50	46	54	0	1	2	0	0	4	6	7	12	6	6	17	5	0	5	8	5	16	14	5	30	17	17	17	17	20	5	9	15	11	14	25	12	20	30	32	35	0	35	28	12	32	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	3	1	2	1	1	2	1	3	1	1	2	1	1	1	2	2	1	1	1	1	2	3	2
68000	-333.485212787811520	-340.340700738770920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481824913328374	-7	5	7	11	13	18	13	19	32	21	25	25	20	20	26	25	20	29	30	28	32	30	34	36	33	31	26	37	29	34	34	37	31	51	38	44	41	42	44	47	43	55	0	1	2	0	0	4	4	7	5	6	6	5	5	0	17	8	5	8	14	5	11	17	15	12	15	12	5	22	15	11	19	15	5	25	30	25	35	0	30	25	9	32	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2	1	2	3	1	3	1	1	1	1	2	3	4	1	2	1	1	2	3	2	2
68500	-307.425910950088166	-314.281398901047567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811805434746288	1	7	10	10	13	14	17	19	31	20	19	28	24	21	23	28	24	26	28	27	26	30	34	29	30	28	21	39	32	33	31	31	39	43	38	39	43	41	43	45	42	56	0	1	2	0	0	4	6	7	12	6	6	17	27	0	5	8	5	8	14	5	11	17	17	5	17	13	5	25	24	21	19	27	9	25	30	32	35	0	30	33	28	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	3	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2
69000	-313.138460873269310	-319.993948824228710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710903316892166	1	6	11	7	14	16	12	20	33	16	26	30	25	18	29	28	23	31	28	28	29	33	34	36	32	31	31	28	32	33	33	35	33	46	35	44	40	35	46	46	48	49	0	1	2	0	0	4	4	6	5	7	4	5	5	0	5	8	5	8	14	5	11	26	15	33	20	13	28	5	15	21	19	25	15	25	30	32	35	0	30	27	33	9	1	1	1	1	1	1	1	1	2	1	2	2	2	1	3	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	3	1
69500	-308.011618567908954	-314.867106518868354	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.804401103286018	1	6	12	6	13	13	9	19	29	18	22	31	19	20	27	23	25	27	29	28	27	32	34	34	31	23	20	36	31	32	36	34	40	48	34	41	43	39	42	42	37	55	0	1	2	0	0	4	4	7	27	4	10	20	5	0	13	8	27	8	14	26	11	9	9	20	20	13	5	12	20	21	19	25	12	33	21	32	35	0	30	15	9	36	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	3	2
70000	-318.256936496582114	-325.112424447541514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700321398536632	0	3	7	12	12	15	16	21	27	18	25	26	21	22	18	22	26	31	27	33	30	32	23	34	32	32	32	30	33	33	34	32	41	47	39	43	42	36	44	50	45	51	0	1	2	0	0	4	4	7	5	7	4	15	5	0	5	8	15	8	14	15	11	9	15	27	9	13	12	5	9	21	19	9	17	36	21	32	35	0	30	27	27	36	1	1	1	1	1	1	1	2	2	1	2	3	2	1	1	1	1	2	1	3	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	3	2	2
70500	-350.879036704886857	-357.734524655846258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690976490260086	-4	3	5	8	11	16	12	22	29	23	19	25	24	21	18	26	24	30	29	24	28	29	32	29	33	29	24	35	29	35	37	28	39	42	31	40	37	39	43	45	46	51	0	1	2	0	0	4	4	7	15	4	6	5	5	0	5	8	15	16	14	15	11	12	20	17	9	13	5	24	17	11	19	13	9	17	11	32	21	0	37	20	28	28	1	2	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	1	3	1	1	2	2	2	2	2	1	1	5	1	2
71000	-329.567940069777364	-336.423428020736765	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624339390575416	-3	2	8	11	13	14	15	19	28	22	19	28	24	19	23	25	24	27	27	29	28	32	24	28	30	32	31	39	23	33	32	35	38	47	42	42	40	41	42	43	47	51	0	1	2	0	0	4	4	7	5	7	6	5	5	0	5	8	5	8	14	17	11	24	15	15	17	24	24	15	5	21	14	5	24	32	37	15	30	0	37	33	28	36	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	2	2	2	3	2	2	1	3	1	1	1	1	1	2
71500	-319.684398961289958	-326.539886912249358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669649674416359	-3	1	8	9	11	13	15	17	33	22	24	29	21	19	27	28	24	25	26	24	26	29	29	35	31	25	25	37	30	35	32	34	39	48	40	43	31	40	44	40	40	57	0	1	2	0	0	4	4	7	12	7	6	15	5	0	5	8	5	8	14	5	11	27	27	12	5	13	5	12	20	21	14	17	9	20	37	20	21	0	35	24	9	32	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	3	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	1	3	2	2	1	1	1	1	2	3
72000	-307.562528862283386	-314.418016813242787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773803478323552	-2	8	1	6	12	10	14	20	33	18	22	27	27	18	23	29	26	31	29	25	31	30	31	34	26	29	29	37	33	26	35	33	36	48	39	41	43	37	42	42	46	55	0	1	1	0	0	4	4	7	17	7	6	15	15	0	5	8	5	8	14	5	30	13	20	17	15	20	17	17	15	11	19	20	9	36	30	20	35	0	30	27	28	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	2
72500	-322.444028639943724	-329.299516590903124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.802277883820564	1	9	6	8	11	15	13	19	29	19	22	30	26	16	25	28	21	29	24	26	32	32	27	34	30	30	33	38	27	35	34	32	42	43	39	40	42	41	45	38	48	56	0	3	1	0	0	4	4	7	20	6	6	17	17	0	5	8	5	8	14	5	11	15	5	12	17	15	5	12	17	21	14	20	24	9	30	20	35	0	30	12	33	36	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	2	2	2	3	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2
73000	-313.405390266637426	-320.260878217596826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814758377844937	-1	6	4	11	13	14	17	22	28	24	26	24	27	24	23	25	27	28	28	31	33	30	33	27	30	31	31	37	30	31	34	33	41	39	36	42	41	38	37	39	47	52	0	3	1	0	0	4	4	7	5	7	6	5	5	0	5	8	5	8	14	17	30	13	5	15	12	13	24	20	12	11	19	13	27	32	30	32	35	0	30	27	17	36	1	1	1	1	1	1	1	1	3	1	3	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	2
73500	-307.459213059376225	-314.314701010335625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728521613823008	-4	2	7	9	15	14	12	19	29	19	28	31	23	24	25	29	25	27	29	28	24	25	32	31	31	32	29	36	31	31	32	34	39	46	33	45	41	41	37	47	48	55	0	1	2	0	0	4	4	7	5	7	4	15	5	0	5	8	5	8	14	17	6	13	15	17	13	22	17	17	17	21	19	25	24	25	30	32	35	0	30	28	12	36	1	1	1	1	1	1	1	1	2	1	3	2	2	1	2	2	1	2	1	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	1	2	1	1	1	2	2	2
74000	-309.316011827456748	-316.171499778416148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751896228504245	-2	4	7	8	13	17	16	20	33	21	24	27	28	20	29	26	20	23	22	26	32	30	30	34	34	30	30	38	31	32	36	35	41	43	38	45	41	41	46	41	47	54	0	1	2	0	0	4	4	7	27	7	4	5	17	0	5	8	5	8	14	5	11	20	20	12	20	20	20	25	20	11	19	20	15	17	30	32	35	0	35	15	24	36	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	2	1	1	2	2	2	1
74500	-293.180035537208653	-300.035523488168053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727819240082848	-5	-2	10	5	13	13	13	19	29	23	24	26	23	23	26	25	26	29	29	32	30	30	34	35	29	29	34	36	30	34	36	32	37	44	40	43	43	41	40	40	47	53	0	1	2	0	0	4	4	7	12	6	6	5	5	0	5	8	5	16	14	9	11	13	17	20	17	13	15	20	15	21	19	25	12	27	30	32	35	0	30	27	17	36	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	2	1	1	1	1	3	2
75000	-315.154188428825478	-322.009676379784878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790475754277461	0	2	7	9	14	13	16	21	30	22	23	27	20	25	27	24	25	29	27	30	26	33	29	29	21	30	34	37	31	34	37	30	39	45	37	42	40	43	33	46	42	47	0	1	2	0	0	4	6	7	15	7	4	5	5	0	25	8	5	8	14	17	4	13	17	5	5	13	5	15	12	21	19	25	9	28	11	32	35	0	21	27	33	33	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	3	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1
75500	-298.960297988302329	-305.815785939261730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730954740676928	2	5	10	10	12	16	13	19	31	21	28	29	28	26	25	24	25	30	29	27	30	30	34	31	30	26	33	39	30	34	35	30	38	51	37	39	40	34	37	48	46	53	0	1	2	0	0	4	4	7	15	7	6	5	26	0	5	8	5	8	14	5	11	13	12	17	20	17	24	9	17	11	19	20	15	36	30	32	35	0	21	24	12	36	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	2	3
76000	-321.259095303134188	-328.114583254093588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690184587944989	-1	4	9	11	15	15	16	20	29	22	22	30	25	23	27	25	24	26	28	29	27	32	31	34	31	27	32	37	33	30	35	35	39	43	39	45	44	40	44	46	43	56	0	1	1	0	0	4	4	7	5	6	6	5	5	0	17	8	5	8	14	13	11	13	9	5	5	13	15	12	15	6	19	25	24	25	21	25	30	0	30	41	20	32	1	1	3	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	3	1	2	1	1	3	2	1	1	2	2	3	3	1	3	1	2	2
76500	-324.478478054553761	-331.333966005513162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714506161440772	-4	8	3	11	12	15	13	18	32	20	26	27	23	24	18	24	23	25	29	32	31	32	32	31	29	30	26	39	29	34	35	27	37	47	38	42	37	41	47	48	48	52	0	3	1	0	0	4	4	7	24	7	6	5	15	0	5	8	5	8	14	12	6	13	12	27	17	27	5	17	15	21	19	15	12	24	21	25	21	0	30	20	24	32	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	4	2	1	1	1	1	1	2	2	1	1	2	2	3	1	2	1	1	2	3	4	3
77000	-315.625556926010063	-322.481044876969463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732248819646761	-3	6	4	9	13	14	16	21	26	23	19	32	23	26	27	26	24	27	29	29	31	31	34	35	29	27	34	34	29	33	34	34	31	47	38	42	41	37	46	46	44	52	0	3	1	0	0	4	4	7	5	7	7	9	5	0	5	8	5	8	14	5	11	13	17	9	9	5	20	15	26	11	14	25	20	13	30	32	35	0	30	24	36	36	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	2	3	1	2	1	1	1	2	2	1	1	3	1	2	1	1	2	2	1	2
77500	-313.870219302817645	-320.725707253777045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774777435502898	-5	0	10	11	12	17	15	19	34	20	26	25	20	25	27	27	23	24	28	27	30	31	31	34	26	30	27	37	29	30	32	35	35	45	36	45	41	37	46	39	39	54	0	1	2	0	0	4	4	7	27	7	7	5	5	0	5	8	5	8	14	17	11	15	17	25	13	17	12	9	17	11	19	20	12	24	30	27	30	0	30	12	24	36	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1
78000	-303.785678710412242	-310.641166661371642	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747937085085410	-3	2	10	8	9	11	16	20	34	21	23	27	27	26	25	28	24	24	28	32	29	30	34	30	29	27	32	39	30	32	36	34	38	48	40	43	37	39	41	50	39	52	0	1	2	0	0	4	4	7	12	7	4	15	17	0	5	8	5	8	14	12	11	12	27	12	17	17	24	33	17	21	19	17	27	25	37	25	30	0	30	20	27	36	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	3	1	1	1	1	1	1
78500	-331.572625876413042	-338.428113827372442	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608041035115715	-3	4	8	11	14	16	14	21	30	21	22	27	18	24	22	23	22	31	25	28	30	23	30	36	32	27	32	40	29	27	34	35	36	44	40	42	41	37	37	37	46	52	0	1	2	0	0	4	4	7	5	6	6	5	5	0	5	8	5	8	14	5	11	13	15	5	20	13	15	20	12	4	14	17	9	25	30	32	30	0	21	12	40	32	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	1	2	1	2	2	2	1	3	1	2	1	3	1	2	3	1	2	2	1	2
79000	-309.997334217555817	-316.852822168515218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573352358950855	2	7	10	8	5	11	14	21	33	23	27	30	26	23	26	27	26	27	26	24	30	28	31	34	29	28	35	37	28	34	31	31	37	46	39	40	42	40	45	44	47	52	0	1	2	0	0	4	6	7	12	7	10	20	20	0	5	8	5	8	14	5	11	13	15	12	20	13	12	9	15	21	14	15	9	36	30	32	35	0	30	15	27	36	1	1	1	1	1	1	1	1	1	2	1	2	1	1	4	1	4	1	1	3	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	4	2	2
79500	-326.775676653131882	-333.631164604091282	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649524908403172	-1	6	13	10	11	14	14	19	29	22	24	25	27	22	24	25	23	30	27	21	31	30	30	32	29	31	21	40	25	36	32	34	41	49	39	40	43	39	39	44	42	53	0	1	2	0	0	4	4	7	12	7	4	27	17	0	5	8	27	8	14	5	11	13	5	22	15	13	5	12	27	21	19	23	24	28	30	5	35	0	30	17	24	40	1	1	1	1	1	1	1	1	1	2	3	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	3	1	4	1	1	1	4	1	1
80000	-321.200071039349893	-328.055558990309294	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668220918794936	-1	7	10	8	10	13	14	20	33	16	22	23	23	14	26	25	27	26	27	25	29	31	32	33	32	28	36	39	31	34	34	35	40	50	37	42	39	41	41	47	43	54	0	1	2	0	0	4	4	7	5	7	6	5	5	0	5	8	5	8	14	5	11	17	17	13	5	15	9	27	17	21	19	15	27	15	30	25	35	0	30	9	28	36	1	1	1	1	1	1	1	2	2	1	1	2	2	1	3	2	3	2	2	2	2	1	1	2	4	1	1	1	1	2	2	2	1	3	1	2	1	1	1	3	1	2
80500	-316.675677288014356	-323.531165238973756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693399379615620	-1	3	5	5	13	14	12	15	28	24	29	28	24	22	27	24	24	29	29	28	32	27	33	34	28	30	31	37	31	36	32	32	40	50	36	43	41	41	45	50	44	56	0	1	2	0	0	7	4	7	5	6	6	5	5	0	5	8	5	16	14	5	6	17	12	27	5	13	12	12	17	11	14	25	12	25	21	32	35	0	21	33	28	36	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	2	1	2	2	1	2	4	1	2	1	1	3	2	3	2
81000	-303.072715390108613	-309.928203341068013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732215789603883	2	7	12	8	12	16	13	20	30	18	22	29	27	19	23	24	24	29	26	19	30	28	33	35	33	27	36	39	33	33	30	35	41	46	37	39	42	40	46	50	48	51	0	1	2	0	0	4	4	7	20	7	6	15	5	0	20	8	5	8	14	5	11	15	17	12	17	15	9	27	15	11	19	25	24	25	21	32	35	0	30	41	33	36	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	3	1	1	2
81500	-314.719393588788648	-321.574881539748048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735245086434623	-5	4	9	12	13	16	17	19	32	21	29	27	25	25	23	29	25	29	29	30	30	28	34	23	33	31	33	37	31	31	35	33	39	48	37	44	34	42	45	40	45	56	0	1	2	0	0	4	4	7	15	7	7	5	5	0	5	8	5	8	14	24	11	5	5	5	20	12	24	20	17	11	14	20	28	25	37	32	11	0	30	28	40	36	1	1	2	1	1	1	1	1	1	1	2	2	2	1	3	1	2	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	2
82000	-317.197147646993756	-324.052635597953156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759553277025861	-4	3	10	5	12	13	16	19	24	24	21	31	23	24	21	26	26	27	28	21	26	29	33	26	29	30	33	31	31	35	28	34	38	48	40	45	35	41	45	41	42	48	0	1	2	0	0	4	6	6	5	7	6	24	20	0	5	8	20	8	14	5	11	9	28	5	20	24	28	17	20	21	14	25	28	12	30	32	21	0	30	12	40	32	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	2
