step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
5000	-166.716057771042870	-164.931967506000746	-1.784090265042115	0.000011121331247	0.000020014240496	1.799626326401269	0.693954582281837	0	2	3	4	5	7	4	5	6	7	8	9	6	7	9	9	8	9	10	9	12	10	12	11	14	14	13	15	14	15	0	1	2	2	7	4	3	2	5	5	7	7	3	8	9	11	2	14	9	8	16	9	20	19	22	16	24	23	27	20	1	1	1	2	1	2	1	1	1	2	2	3	2	1	2	1	2	1	2	2	1	2	2	1	2	3	1	1	1	3
5500	-144.896009690311530	-143.177742845075642	-1.718266845235896	0.000012075985794	0.000019798244990	1.639472365043575	0.548557233848169	0	2	4	4	4	7	5	4	5	7	8	9	6	8	9	10	8	9	10	10	11	11	12	11	15	13	12	14	16	15	0	1	2	2	2	4	5	2	5	5	7	7	2	3	9	11	3	14	9	17	11	15	20	15	22	21	24	23	27	28	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	2	1	3	1	2	1	1	1	3	1	1	1	2	1
6000	-170.737099164363599	-169.218616920007548	-1.518482244356063	0.000011771818123	0.000013532625764	1.149578223450547	0.644079174988112	0	2	4	3	3	7	4	5	5	8	7	8	7	7	10	10	8	10	10	10	13	10	12	10	13	13	12	13	15	14	0	1	2	2	2	4	5	2	5	5	7	7	8	3	9	11	2	13	9	8	16	9	20	10	24	16	24	20	25	28	1	1	2	1	1	2	1	2	1	2	1	2	1	2	2	1	2	2	2	3	2	2	1	1	2	1	2	2	1	1
6500	-143.010620590814170	-141.508856360728089	-1.501764230086094	0.000018687257930	0.000020676092043	1.106427284345253	0.675680131189656	0	2	3	4	4	6	5	5	6	7	7	7	6	7	9	9	9	9	11	10	11	10	12	11	14	13	12	14	15	16	0	1	2	3	2	4	5	3	5	5	7	7	3	13	9	11	8	14	9	13	11	9	8	22	24	16	22	23	27	28	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	3	1	2	2	1	1	1	1
7000	-144.059598286743295	-142.675952395699966	-1.383645891043334	0.000042328752421	0.000018466509951	0.436263978842136	0.740144259336802	0	2	4	5	4	7	5	5	5	6	7	9	6	7	8	8	8	9	11	11	13	10	11	12	14	14	12	14	16	15	0	1	2	2	2	4	5	2	5	5	7	7	3	8	5	11	13	14	12	17	16	15	8	22	22	21	22	23	27	23	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	2	2	1	1	2	2	1
7500	-149.437794130871453	-148.051902879177590	-1.385891251693849	0.000046552401029	0.000035090050833	0.753775316795606	0.828807164990764	0	2	4	4	4	7	5	6	5	8	7	8	7	7	8	9	8	10	10	10	12	11	12	10	14	14	12	13	16	16	0	1	2	2	2	4	5	2	5	5	7	7	3	2	9	11	13	17	15	14	16	24	17	15	22	16	19	13	25	23	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	2	2	1	2	1	2
8000	-160.701615683608679	-159.226191906009007	-1.475423777599670	0.000087123078997	0.000027286935905	0.313199857255152	0.519295633066123	0	2	3	5	3	6	5	5	6	7	8	8	5	8	9	8	8	10	11	11	12	11	12	12	15	14	13	14	15	16	0	1	2	3	2	4	5	2	5	7	10	7	2	2	12	7	2	13	15	10	16	15	20	22	24	11	24	3	27	28	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	2	3	1	2	2	1	1	1	2	3	1	6	2	1
8500	-165.845739064087638	-164.410755934058926	-1.434983130028705	0.000074632815713	0.000026277292624	0.352087649016889	0.543265770064144	0	2	4	4	3	6	4	4	5	7	9	8	6	8	7	8	8	10	8	11	12	11	13	11	15	12	12	14	15	15	0	1	2	2	2	4	5	2	5	5	16	7	2	2	9	10	4	14	15	14	11	9	6	15	22	12	24	17	22	23	1	1	2	1	1	1	1	1	2	2	1	2	2	3	1	1	1	1	1	1	2	2	4	2	2	2	1	3	3	1
9000	-158.865299290192667	-157.465299380973278	-1.399999909219395	0.000057151650145	0.000022950780232	0.401576860402932	0.678183541290504	-2	2	3	3	4	5	5	4	5	7	7	8	7	8	9	9	9	9	10	12	13	11	11	10	14	12	12	14	16	15	0	1	2	2	2	4	5	3	5	5	7	7	7	2	9	11	8	13	9	23	16	24	14	14	22	16	24	20	24	28	1	2	1	1	1	1	1	1	1	2	1	1	1	3	2	1	2	1	2	1	2	1	1	1	1	3	2	2	3	1
9500	-166.326815724928991	-164.928292108209291	-1.398523616719695	0.000078546836924	0.000031753259760	0.404258923766976	0.724837934758780	0	2	4	5	4	7	5	6	6	8	8	8	6	7	10	9	9	10	10	10	12	12	12	11	15	13	13	11	16	14	0	1	2	2	2	4	5	2	5	5	7	7	3	3	9	7	12	8	9	4	7	19	8	16	24	21	24	17	22	23	1	1	2	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	2	2	4	2	2	1	2	1	1	1	2	1
10000	-161.976579828692934	-160.593591395860869	-1.382988432832055	0.000047896158356	0.000035504788123	0.741286761648625	0.618827309907513	0	2	4	4	4	6	5	5	5	7	8	9	6	5	8	10	8	8	11	11	13	11	12	11	13	13	12	15	14	15	0	1	2	2	2	4	5	2	5	5	7	7	3	2	9	11	3	8	15	13	11	15	20	5	5	16	16	23	27	20	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	3	2	2	2	2	1	1	4	5	2	1	1	1	3
10500	-170.206426863789346	-168.845355796049489	-1.361071067739855	0.000072878538817	0.000040405509484	0.554422606983270	0.662906214581824	-1	1	3	4	4	7	5	5	6	8	8	9	6	8	9	10	8	10	9	10	11	10	13	10	14	14	11	13	16	16	0	1	2	2	3	3	5	2	5	5	7	7	2	4	9	11	13	13	9	10	16	19	18	10	24	11	15	14	27	25	1	1	1	2	1	2	1	2	1	2	2	2	2	2	2	1	1	2	1	1	1	1	2	1	3	3	2	2	2	1
11000	-148.067669526912994	-146.697757414080058	-1.369912112832921	0.000050519656761	0.000024322781840	0.481451842696121	0.886304292002948	0	2	3	4	3	7	5	5	6	7	8	8	6	8	10	8	8	8	10	10	12	11	12	12	15	13	12	14	13	15	0	1	2	2	2	4	5	2	5	8	7	7	2	13	9	7	6	13	9	3	11	19	20	22	22	21	19	20	22	28	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1
11500	-162.384772263915181	-160.986192069347965	-1.398580194567226	0.000089248997974	0.000036070414981	0.404154845426620	0.611034446703591	0	2	3	5	4	4	5	5	6	8	9	9	6	6	10	9	8	10	10	11	13	11	13	9	14	13	12	13	16	16	0	1	2	6	3	3	5	2	5	5	7	7	2	8	9	13	14	13	9	3	16	24	20	9	21	16	19	19	25	23	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	3	3	2	1	1	1	1	3	1	2	1	2
12000	-158.763955115588033	-157.380105893148766	-1.383849222439271	0.000058764348757	0.000043782331850	0.745049213963497	0.727199016569946	0	2	3	4	4	5	5	5	6	8	8	9	6	7	8	10	7	9	9	10	12	11	12	12	14	14	12	13	15	15	0	1	2	2	2	4	5	2	5	5	7	11	3	8	9	11	3	17	9	13	16	9	20	22	22	10	22	22	25	28	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	2	1	4	1	1	1	2	1	1	1	1
12500	-145.845998555187236	-144.384619446055979	-1.461379109131271	0.000077638918637	0.000025255019825	0.325288145024968	0.810288817824008	0	1	2	3	3	6	4	6	6	7	8	9	7	8	10	9	9	10	10	11	12	9	12	11	14	14	12	13	15	15	0	1	2	2	2	4	5	3	5	5	7	11	8	6	10	11	13	14	16	17	16	11	13	22	24	21	11	23	27	28	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1
13000	-146.789582333564312	-145.375252067929154	-1.414330265635161	0.000054527530224	0.000020641982466	0.378560745013824	0.881362292241180	0	1	4	5	4	7	5	6	6	5	8	7	5	8	9	9	8	9	10	11	11	11	13	12	15	13	13	15	14	13	0	1	2	3	2	4	5	3	5	5	7	7	2	8	9	7	8	14	9	13	11	15	20	22	24	21	19	23	27	20	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1
13500	-140.921129528359643	-139.463045570537020	-1.458083957822612	0.000056399423756	0.000018516768094	0.328314845458121	0.721242248709413	0	2	4	4	4	6	5	5	6	7	8	9	6	7	10	9	8	10	9	11	12	12	13	11	14	13	13	14	16	16	0	1	2	2	2	4	5	3	5	5	10	11	3	2	19	7	13	17	9	17	12	24	20	16	24	11	22	23	27	28	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	3	1	1	2	2
14000	-158.739700348437765	-157.371305074126184	-1.368395274311573	0.000045516881759	0.000030244669955	0.664471483685621	0.739557511165159	0	2	3	4	3	6	5	5	5	5	7	6	6	7	10	9	8	9	11	11	13	10	13	11	13	13	12	13	16	15	0	1	2	2	2	4	5	2	5	5	7	7	2	8	9	11	13	14	17	8	11	16	13	22	22	16	22	20	27	23	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	2	2	1	2	3	2	1	3	1	2	2	1	2	2	1
14500	-151.030617366846030	-149.667119229782628	-1.363498137063396	0.000051267652695	0.000032003221907	0.624238096051247	0.773673749877378	0	2	3	4	4	6	5	5	6	6	7	8	5	7	8	10	8	10	10	11	12	11	10	11	15	12	12	14	16	16	0	1	2	3	2	4	5	3	5	5	7	7	3	13	9	11	13	14	9	17	7	16	8	9	22	16	12	20	19	28	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	3	1	3	1	2	1	2	2	2	1
15000	-126.484032724218167	-125.112761128608810	-1.371271595609357	0.000048373227569	0.000023007651212	0.475627787684485	0.827918286762439	1	2	4	4	4	6	5	6	5	7	7	8	7	8	9	10	8	10	10	11	13	11	13	12	14	14	12	13	16	15	0	1	2	2	2	4	5	3	5	5	7	7	3	8	9	11	8	14	15	17	16	15	20	22	24	16	22	20	27	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1
15500	-146.585719533892672	-145.224868060846489	-1.360851473046178	0.000032211245977	0.000018496833377	0.574235265240665	0.688506303048869	0	2	3	5	4	6	5	5	6	7	9	9	5	6	9	9	8	9	10	9	13	11	11	11	15	13	12	11	14	15	0	1	2	2	2	4	5	3	5	5	10	7	3	3	10	7	3	17	9	17	11	9	20	10	22	16	22	20	27	28	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1	2	1	2	2	1	1	2	2	1	1	1	2
16000	-170.644974109904695	-169.113825916490981	-1.531148193413709	0.000122804309576	0.000033735334326	0.274708065557036	0.692683747430940	0	2	4	4	4	6	5	5	6	7	8	9	6	7	8	9	8	9	11	11	11	11	12	11	12	13	13	13	14	15	0	1	2	2	2	3	5	3	5	5	7	7	3	8	9	7	13	14	9	3	10	9	22	15	9	11	15	19	22	14	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	2	3	3	3	1	1	3
16500	-146.025727526204093	-144.664362923378860	-1.361364602825246	0.000079691410742	0.000043591761966	0.547007030741980	0.709592961936095	0	2	3	4	4	6	5	5	5	7	8	8	6	7	7	9	8	8	10	11	11	11	13	10	14	13	12	14	14	15	0	1	2	3	2	4	5	3	5	5	7	10	8	13	9	11	8	14	9	13	16	15	20	9	24	21	19	20	27	20	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	2	2	2	2	1	1	2	1	2
17000	-144.340726587967140	-142.979766165387531	-1.360960422579595	0.000060764820729	0.000035323109460	0.581308543924459	0.814693280217176	-1	2	4	5	4	6	5	6	6	6	8	9	5	7	9	10	8	9	10	10	11	11	12	11	13	13	11	14	16	15	0	1	2	3	2	13	5	13	5	5	7	7	2	3	9	11	2	17	15	14	17	15	20	10	22	21	15	23	25	28	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1
17500	-158.772913911988354	-157.323218160732040	-1.449695751256318	0.000034231164865	0.000033036333779	0.965095225640899	0.629574342400217	-1	2	3	5	4	6	5	5	6	7	8	6	5	8	9	9	8	7	10	12	13	10	12	11	14	14	11	14	16	14	0	1	2	2	2	2	5	2	5	5	7	7	3	13	9	11	13	8	9	17	16	15	3	22	22	10	22	23	27	23	1	1	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	4	1	2	3	1	1	2	1
18000	-146.870101387563096	-145.440757226913348	-1.429344160649735	0.000072024176653	0.000025836602301	0.358721244748226	0.619347046704027	-1	1	3	4	4	6	5	5	5	7	7	8	6	7	9	9	8	9	10	9	12	11	12	10	14	13	12	13	16	15	0	1	2	3	3	4	5	3	5	13	7	10	3	13	10	11	8	14	9	3	11	24	20	10	22	16	24	19	27	28	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	3	2	1	2	1	2	2	1	2	1	1
18500	-145.281286023564405	-143.917933213787563	-1.363352809776838	0.000048040496229	0.000025047909249	0.521391559521161	0.634326025473411	0	2	4	4	4	6	5	5	6	8	7	8	7	8	9	10	8	9	9	12	12	12	9	11	14	13	12	14	15	16	0	1	2	2	2	4	5	3	5	5	7	5	3	13	9	12	3	8	9	23	7	24	13	15	24	16	24	23	27	20	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	3	1	1	1	2	1	1	2	2	2
19000	-169.461177557972576	-168.100056115121760	-1.361121442850818	0.000096192484685	0.000056481993943	0.587176785457142	0.615935685377644	0	1	3	5	3	7	5	5	6	7	9	8	5	7	10	9	6	9	9	9	12	12	12	10	15	13	11	14	14	15	0	1	2	3	2	4	5	3	13	5	7	17	2	17	9	12	4	13	10	17	9	24	20	10	19	12	10	23	22	23	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	2	1	1	4	1	1	2	3	3	2	1	1	2
19500	-137.090774320008506	-135.727445802116591	-1.363328517891919	0.000051800872377	0.000027020118411	0.521615122904227	0.747914743024150	0	2	3	5	3	6	5	5	6	5	8	8	6	7	9	9	8	9	10	10	12	9	12	11	13	14	13	14	15	16	0	1	2	3	2	4	5	3	10	5	7	7	4	8	9	11	13	14	9	13	16	12	17	22	22	16	24	23	27	20	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2	1	1	1	3
20000	-156.379336664197950	-155.017111034087861	-1.362225630110096	0.000037991303137	0.000023123476596	0.608651840978445	0.663289289963180	0	2	3	4	4	6	5	6	5	7	7	9	5	7	6	10	8	10	10	11	11	11	13	10	14	14	13	14	14	16	0	1	2	3	3	4	5	2	5	7	7	7	2	2	9	11	13	14	15	13	11	24	20	9	27	16	10	23	24	20	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	2	2	2	1	1	3	1	2	2	1	2	2
20500	-178.962281685352679	-177.590947516641961	-1.371334168710706	0.000070131431301	0.000033338433323	0.475370781748191	0.575556347535722	0	2	3	3	4	4	5	6	6	6	8	8	5	7	9	9	8	9	10	10	11	12	13	11	15	12	12	14	15	15	0	1	2	2	2	4	5	3	5	5	5	7	3	3	9	10	8	8	9	14	16	7	14	9	24	17	15	23	8	28	1	1	1	1	1	1	1	2	1	1	4	2	1	2	1	1	1	2	2	2	1	4	2	2	2	2	2	1	5	1
21000	-158.977436685024770	-157.566666583575000	-1.410770101449771	0.000053543310166	0.000020551855735	0.383836107092386	0.622508633894500	0	2	4	5	4	7	5	6	6	7	8	8	6	8	8	10	7	9	11	12	13	11	12	11	14	13	12	14	15	13	0	1	2	2	2	4	5	3	5	5	7	7	3	13	9	11	8	3	9	8	16	7	18	15	15	11	24	20	24	19	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	3	3	3	2	3	1	1	3	2	1	1	3	1
21500	-156.650984087566854	-155.286199681599072	-1.364784405967794	0.000090596834831	0.000046190964412	0.509851856277944	0.636744490229034	0	2	4	4	3	6	4	5	5	7	9	8	7	7	9	10	6	8	9	10	12	11	13	11	13	14	12	15	14	15	0	1	2	2	2	4	5	3	5	9	7	7	3	3	9	11	3	3	9	17	16	11	20	11	19	21	19	23	27	20	1	2	1	1	1	1	1	1	1	1	3	2	2	2	2	1	1	2	2	1	1	1	2	1	2	1	2	1	1	3
22000	-140.487944874778236	-139.028348889011681	-1.459595985766557	0.000076740210326	0.000025087621962	0.326916252313264	0.836405245273984	0	2	3	5	4	6	5	5	6	7	7	9	7	7	9	10	9	8	11	11	11	12	11	11	15	13	12	14	14	16	0	1	2	3	2	4	5	2	5	8	7	11	8	8	10	7	13	2	15	13	11	24	17	16	24	11	24	23	27	28	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	3	1	2	2	1	1	1	2	3	1	1	1	1
22500	-143.134867695624422	-141.773640457830822	-1.361227237793603	0.000036911565796	0.000020305351031	0.550108091958012	0.648544095132484	-1	1	3	4	4	6	5	5	5	6	8	8	5	8	7	9	8	9	10	11	12	11	12	10	14	14	12	14	14	16	0	1	2	2	3	4	5	2	5	5	7	7	3	8	9	11	8	17	9	17	11	24	20	15	22	21	24	20	27	20	1	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2
23000	-136.477550369800980	-135.101104974457257	-1.376445395343723	0.000034023726773	0.000024178077307	0.710624014494165	0.816941159294322	0	2	4	4	3	6	5	5	5	7	9	7	6	7	8	7	8	9	9	11	11	10	12	11	13	12	12	14	15	15	0	1	2	2	2	4	5	3	5	5	16	7	8	8	9	7	13	14	9	17	16	9	20	19	24	21	24	20	27	20	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	2	1
23500	-154.227445520305878	-152.826918375196101	-1.400527145109790	0.000056020875746	0.000022443953469	0.400635533984881	0.651088267360552	0	2	3	4	4	6	5	6	6	8	7	9	6	7	9	9	8	10	9	10	12	11	12	11	13	14	12	14	14	12	0	1	2	2	2	4	5	2	5	5	7	7	2	3	9	11	8	13	9	4	16	10	17	9	24	21	24	30	27	20	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	1	1	1	2	3	2	3	2	2	1	1	1	1	1	2
24000	-167.809187106848583	-166.428311144780508	-1.380875962068062	0.000062562823032	0.000027754476319	0.443625702515197	0.675605205544383	0	1	2	4	4	6	5	4	6	8	8	8	7	7	10	9	7	9	11	11	12	9	12	11	15	14	10	14	15	15	0	1	2	3	3	4	5	2	5	5	7	9	3	3	9	11	2	17	17	14	16	17	13	22	22	17	22	23	24	20	1	1	1	1	1	2	1	2	1	3	2	1	2	2	2	1	5	1	2	2	2	1	2	1	2	4	1	1	2	2
24500	-156.588089111994350	-154.979365962489823	-1.608723149504535	0.000091197750639	0.000021550149579	0.236301327915465	0.592887552261664	0	3	2	4	4	6	5	4	6	7	8	7	6	7	7	8	8	9	11	11	11	10	12	9	15	13	11	14	14	15	0	3	1	3	3	4	5	3	5	5	7	7	5	3	9	7	13	14	15	17	10	24	17	15	24	11	24	19	21	28	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	2	2	2	1	1	1	3	3	1	1	1	1
25000	-173.211563701244728	-171.764365584531845	-1.447198116712876	0.000056788968992	0.000019246495824	0.338912576961967	0.643409620206596	-1	1	4	4	5	6	3	5	6	7	6	9	6	7	8	10	8	10	9	12	12	10	13	10	14	12	11	13	16	15	0	1	2	2	7	4	2	2	5	5	7	10	3	2	9	11	3	13	9	14	16	8	13	17	24	11	24	13	27	23	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	1	4	3	1	2	2	1	4	2	2
25500	-151.022181316711965	-149.638368971395948	-1.383812345316029	0.000069024906253	0.000030083815470	0.435840004759649	0.693989323856025	0	2	3	5	5	7	4	5	6	7	7	8	6	8	9	9	9	9	11	10	12	12	12	9	14	14	13	14	15	15	0	1	2	3	7	3	2	3	5	5	7	11	8	8	9	7	8	6	15	13	20	24	6	9	27	16	19	23	22	28	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	3	1	2	2	1	1	2	1	1	1	1
