step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
88000	-423.807141201955346	-430.662629152914747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652132674459949	-1	1	5	3	4	8	6	10	11	12	12	14	15	14	15	16	17	18	19	17	19	18	19	19	17	20	19	18	21	21	20	23	23	23	25	23	22	22	24	25	23	22	23	21	26	26	24	24	24	27	27	26	26	27	28	28	31	30	32	32	32	31	30	34	33	36	38	37	40	43	0	1	4	2	4	4	0	3	4	8	7	10	10	8	8	14	13	15	22	16	17	15	13	28	15	28	15	25	25	24	25	44	27	30	16	26	26	25	42	28	30	31	44	27	49	30	33	21	21	28	41	48	21	36	48	52	63	24	45	58	63	63	56	57	61	64	66	60	67	69	1	1	1	1	1	3	1	3	4	1	3	1	2	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	2	2	3	2	2	3	1	3	1	2	1	1	1	2	1	2	2	5	2	1	3	1	2	1	1	4	2	1	1	1	1	2	1	1	1	2	2	1
88500	-435.008415900230489	-441.863903851189889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494788117034826	-1	1	4	2	3	7	9	10	10	12	13	15	15	14	15	16	17	17	20	18	19	20	20	19	18	21	20	20	18	20	21	22	23	22	24	22	24	22	23	23	23	23	24	22	25	26	25	24	24	25	27	27	27	27	29	27	29	30	31	31	32	31	32	33	35	35	37	37	40	43	0	1	4	2	4	4	0	6	6	8	7	10	10	8	10	14	15	15	24	14	17	25	18	25	13	19	18	24	10	24	24	27	27	25	20	30	36	30	30	19	25	25	32	27	22	23	32	21	23	36	41	45	49	24	45	48	52	53	45	49	57	57	56	62	63	64	66	60	67	69	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	2	2	2	2	3	2	1	2	2	1	2	4	1	1	2	3	1	2	2	2	2	2	2	3	2	2	1	3	3	3	2	1	2	1	2	2	1	2	2	1
89000	-400.965075198684985	-407.820563149644386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600881385981625	0	1	4	2	4	7	8	10	10	13	12	11	14	14	15	17	18	18	19	17	17	20	19	20	18	20	20	20	21	21	21	23	22	22	26	23	23	23	24	25	23	23	23	22	25	25	24	23	25	28	27	27	26	29	29	27	30	32	31	33	32	32	31	35	35	37	37	37	41	43	0	1	4	2	4	3	0	6	6	12	7	8	10	12	12	14	21	15	25	14	15	21	18	25	15	25	18	19	25	15	19	44	27	24	16	26	30	22	22	42	30	31	44	27	22	25	27	24	17	46	41	48	30	46	49	45	56	53	53	53	57	57	57	62	61	64	64	60	67	66	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	3	1	1	2	1	4	2	1	2	2	1	1	2	1	1	2	3	2	2	4	2	1	2	2	2	2	1	1	3	2	3	1	1	1	3	2	1	1	2	2	2
89500	-383.712359967416774	-390.567847918376174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728146834998666	0	1	3	4	4	7	8	10	10	11	12	13	15	14	15	17	17	17	20	17	18	19	18	19	18	20	20	19	19	20	21	23	23	22	25	22	23	22	24	25	22	23	24	21	25	27	25	24	26	26	25	27	28	27	29	28	30	31	30	32	33	30	32	34	35	36	37	37	40	42	0	1	2	3	3	3	0	6	4	8	7	10	12	12	10	14	15	15	25	14	17	21	17	17	15	25	18	17	25	24	24	44	44	24	16	24	26	30	19	30	19	31	44	27	15	50	33	22	48	24	41	45	49	40	45	52	56	59	53	59	57	56	57	62	61	64	66	60	67	69	1	1	1	1	1	3	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	4	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2
90000	-419.621949270642347	-426.477437221601747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632923198275887	0	1	5	3	4	7	8	11	10	12	11	13	14	14	15	17	17	18	20	17	18	18	19	18	17	20	20	19	20	20	21	23	23	22	25	23	22	22	25	25	24	22	24	21	26	26	23	25	24	27	27	28	27	29	29	27	29	30	29	32	32	31	31	33	34	35	37	37	40	44	0	1	4	2	4	3	0	9	3	8	7	10	10	12	13	14	15	17	24	12	17	15	18	25	13	25	23	25	25	24	25	44	27	31	20	26	26	19	42	24	25	19	32	27	41	19	27	41	21	28	41	50	40	40	50	40	52	45	53	58	56	57	57	62	61	64	66	60	67	67	1	1	1	2	1	1	1	1	3	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	2	3	3	2	1	1	1	2	2	1	2	4	1	1	1	2	2	1	1	3	1	1	3	1	1	1	1	2	1	3	2	3
90500	-413.845658454159548	-420.701146405118948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568061647344914	0	1	5	3	4	8	8	9	11	12	12	14	15	13	15	17	16	18	19	17	18	19	20	17	18	21	20	19	20	19	21	23	21	22	24	23	23	23	24	25	24	21	24	22	22	27	23	24	24	27	28	28	27	28	29	27	30	32	31	33	32	30	32	34	34	37	38	38	41	44	0	1	5	2	2	3	0	6	6	8	7	8	10	10	10	14	15	15	24	10	17	13	18	17	24	25	15	25	25	25	22	33	27	31	20	26	26	31	30	22	42	19	32	27	22	22	33	17	45	41	41	53	49	31	48	45	56	49	52	58	57	56	56	62	61	64	66	60	67	67	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	3	1	1	1	2	2	2	1	1	1	2	3	1	4	1	1	2	1	2	3	3	2	1	3	1	1	1	1	2	2	1	1	1	2	2	3
91000	-428.709586371922114	-435.565074322881514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594837308803264	0	1	2	3	4	7	8	10	10	12	13	14	15	15	14	17	18	18	20	16	18	18	17	19	19	20	20	20	20	21	21	22	22	22	25	23	24	23	23	25	22	22	24	22	24	27	22	22	24	28	27	28	27	28	27	26	31	32	31	32	32	31	32	35	34	34	37	38	41	43	0	1	2	3	3	4	0	6	6	8	7	10	10	12	10	14	15	23	22	14	13	15	12	15	15	25	17	24	25	28	29	27	24	24	14	26	26	30	30	34	31	24	44	27	48	24	27	21	21	19	41	49	49	31	48	17	56	49	53	49	57	56	62	62	61	57	66	58	67	67	1	1	1	1	1	3	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	5	2	2	1	1	2	1	1	2	1	1	3	1	2	3	3	2	2	2	2	3	4	2	3	2	5	1	2	1	2	1	1	1	3	2	2
91500	-433.225872412400065	-440.081360363359465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630852461715480	-1	1	3	4	4	8	9	10	11	12	13	14	14	13	15	16	18	17	19	16	18	19	19	20	18	21	19	16	20	20	21	23	23	23	25	24	23	22	22	25	23	23	24	21	26	24	25	24	24	26	27	24	27	29	28	26	30	31	31	33	32	31	32	34	35	36	37	35	40	43	0	1	2	3	3	4	0	6	6	8	7	10	10	10	13	14	15	15	25	14	15	13	18	19	15	19	18	10	19	25	22	44	27	21	20	19	22	25	30	31	21	31	44	27	48	24	32	17	21	49	41	21	48	19	45	52	56	53	56	53	57	57	56	62	63	64	66	60	67	69	1	1	1	1	1	4	1	1	2	2	3	1	1	1	1	2	1	1	1	2	3	3	2	1	2	1	1	2	1	1	1	2	2	1	4	3	2	2	1	2	2	1	2	1	1	2	1	3	2	1	2	2	2	4	1	2	2	2	2	3	1	1	3	1	2	1	1	1	2	2
92000	-384.583862364896504	-391.439350315855904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657154410719216	-2	0	1	3	3	8	8	10	10	13	12	12	14	14	15	16	17	17	18	18	19	19	19	20	19	21	20	20	20	20	21	23	22	22	25	23	24	21	25	25	23	22	24	22	25	27	24	24	25	27	28	27	27	27	30	28	30	31	31	32	33	31	31	34	36	37	38	37	41	43	0	1	2	3	3	4	0	6	6	12	7	8	10	10	13	14	15	15	15	16	17	15	18	19	19	24	23	19	22	19	24	44	27	24	20	26	26	22	30	25	31	31	44	27	21	24	27	21	23	24	41	49	45	19	48	52	54	53	53	58	57	46	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	3	1	2	1	2	3	1	1	1	1	2	3	2	2	2	2	2	1	1	4	3	1	2	2	2	1	1	2	1	1	2	2	1	2	2	3
92500	-430.214645438264824	-437.070133389224225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556559914846897	0	2	3	4	4	8	8	10	10	12	12	14	14	14	15	16	17	18	19	18	19	18	20	17	18	20	20	18	21	21	21	23	22	23	25	23	24	22	24	25	23	20	24	22	25	28	24	24	25	27	28	27	28	27	30	28	30	31	30	33	32	32	31	34	35	36	38	38	40	43	0	1	2	3	3	3	0	6	6	8	7	10	10	8	14	14	15	15	15	14	17	15	18	15	24	24	15	15	25	19	28	44	27	28	20	26	26	28	38	36	19	15	33	27	21	50	27	28	21	49	41	48	48	26	48	49	56	52	15	53	57	63	56	62	57	62	66	59	67	69	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	3	2	1	2	1	1	1	2	2	2	2	1	1	1	2	2	3	1	2	2	1	1	2	2	1	1	2	1	2	3	3	1	4	2	2	4	3	2	1	1	6	2	1	1	2	1	3	1	1	5	2	1
93000	-429.567810937985485	-436.423298888944885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496055477192164	0	2	5	3	4	7	9	10	9	12	12	14	16	15	15	16	17	17	19	17	19	20	19	18	18	19	20	20	20	21	22	23	22	23	24	23	23	22	25	24	23	22	23	21	25	26	24	24	23	28	26	27	27	29	30	27	29	31	30	33	31	31	31	33	36	34	37	38	38	42	0	1	4	2	4	4	0	6	3	8	7	10	12	12	10	14	15	13	15	14	17	15	18	13	10	24	18	24	25	24	22	44	44	25	14	26	26	25	26	24	24	22	27	27	21	36	27	49	19	24	41	22	49	45	48	45	56	59	21	55	57	57	57	62	61	63	66	55	67	67	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	3	2	1	3	1	2	1	1	2	1	1	1	2	4	2	2	2	3	3	3	1	1	1	3	2	2	1	2	4	1	3	2	2	4	1	1	1	4	2	1	1	1	1	2	1	2	4	1	2
93500	-391.160281710825586	-398.015769661784987	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706640836521248	1	2	4	3	4	7	8	11	9	13	12	15	14	14	16	16	17	18	20	17	19	18	19	19	19	20	20	20	20	21	22	22	22	23	25	21	23	22	23	25	23	22	23	21	25	27	25	24	25	28	27	27	27	29	29	28	31	31	31	33	33	31	30	34	35	36	37	37	40	42	0	1	4	2	4	4	0	6	3	8	7	10	10	8	13	14	8	15	25	16	22	15	18	17	17	24	17	24	24	19	19	44	27	25	20	24	26	24	30	17	31	19	44	27	48	49	27	21	13	26	41	48	45	31	49	52	63	53	53	58	57	63	56	62	61	62	64	60	67	69	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	1	1	1	1	3	1	1	1	1	1	1	2	2	6	3	2	1	1	3	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1
94000	-405.143968826156765	-411.999456777116166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618814681416273	0	1	4	3	4	8	9	11	9	12	12	14	13	15	15	16	18	18	19	17	19	19	19	20	18	20	20	20	21	20	21	23	22	23	24	23	23	23	25	25	23	22	23	21	26	26	24	22	23	28	26	27	28	27	30	28	29	30	32	31	33	31	32	33	35	36	37	38	38	43	0	1	4	2	4	4	0	6	6	8	7	10	10	12	13	14	15	15	25	16	17	15	15	19	15	25	22	19	24	25	30	44	27	22	20	26	26	42	30	42	31	19	44	27	49	19	32	22	21	34	41	49	49	31	48	52	52	53	46	53	57	57	57	62	61	64	64	60	66	69	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	2	2	4	2	2	1	3	2	1	2	1	1	2	4	1	2	2	2	2	2	2	3	6	1	1	1	3	2	2	2	1	2	1	2	2	3	1	2
94500	-409.900886772163972	-416.756374723123372	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649713409756617	-1	0	2	3	4	8	7	10	10	12	12	14	14	14	15	16	17	18	20	17	18	19	20	19	17	21	20	19	21	20	21	23	23	22	25	23	23	23	24	25	23	22	24	22	26	27	24	23	25	27	26	27	27	28	29	27	30	32	30	32	32	31	31	35	35	34	38	39	40	44	0	1	2	3	3	4	0	6	6	8	7	10	10	10	13	14	15	15	25	14	17	17	18	25	15	24	22	25	24	25	25	44	27	19	20	26	19	31	30	36	30	19	32	27	21	49	33	17	22	31	41	48	15	53	48	45	56	52	54	45	57	57	57	66	61	63	64	60	66	69	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	1	3	3	2	1	2	4	1	3	1	1	3	1	3	1	1	1	1	2	2	2	5	3	2
95000	-394.632736477363892	-401.488224428323292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698351322913716	1	2	3	4	3	8	6	10	10	13	12	13	16	12	16	16	17	18	20	17	19	20	20	19	18	20	20	19	20	20	21	22	23	23	25	23	24	23	24	25	24	22	22	21	25	26	25	24	25	28	26	27	27	28	30	27	30	30	30	32	31	32	31	34	33	36	38	39	41	43	0	1	2	3	2	4	0	4	6	8	7	8	10	8	10	14	15	15	25	14	17	15	18	25	15	24	15	25	15	25	19	44	27	19	20	26	36	30	30	19	31	19	44	27	22	31	33	21	48	40	41	45	49	36	45	48	56	21	53	53	57	61	57	62	61	64	66	60	67	69	1	1	1	1	1	2	1	3	1	1	3	2	2	1	1	2	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	1	4	2	1	1	2	3	1	1	1	1	2	3	1	2	1	2	1	1	1	2	3	1	2	4	1	2	1	1	1	1	1	1	1	3	2	1
95500	-430.658259601939278	-437.513747552898678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561626439175756	-1	1	2	4	4	8	8	10	10	11	11	14	15	14	15	15	16	16	20	18	19	18	20	19	17	19	20	19	19	20	21	23	23	22	25	24	23	22	24	26	23	22	23	21	26	27	24	24	24	27	24	27	28	28	29	26	29	32	31	32	31	32	30	34	35	35	38	38	41	43	0	1	2	3	3	4	0	6	6	8	7	10	10	10	10	14	15	15	24	16	15	17	18	25	15	15	21	15	15	15	28	44	27	25	14	26	34	30	30	42	28	29	44	27	49	24	27	17	22	48	41	56	22	28	53	48	56	53	49	45	53	57	57	61	61	64	66	60	67	69	1	1	1	1	1	3	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	3	2	6	2	1	1	2	2	2	1	1	1	1	4	2	4	3	1	1	1	4	3	1	1	2	2	3	3	1	1	1	1	2	1	1	2	2	1
96000	-416.656736172266164	-423.512224123225565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534953505808388	-1	1	2	4	4	7	7	9	10	13	12	12	15	14	15	16	17	18	19	17	18	17	17	19	17	20	19	20	20	19	21	23	22	23	25	23	23	23	23	25	22	23	23	21	25	26	24	25	25	27	26	27	28	28	28	27	28	31	31	31	32	31	31	34	34	36	37	37	40	43	0	1	2	3	3	3	0	6	6	12	7	8	10	12	10	14	15	23	25	16	17	15	15	25	15	25	18	19	24	25	24	44	27	24	16	25	26	30	25	42	31	31	44	27	21	19	33	22	21	40	31	22	49	36	48	48	52	53	50	52	57	57	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	3	2	2	2	2	1	1	1	2	1	4	5	2	3	3	1	2	5	1	3	2	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2
96500	-435.520214024767142	-442.375701975726543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519849993790282	-2	1	4	2	4	7	9	11	10	13	13	14	16	14	15	16	18	18	18	18	19	19	20	20	19	21	20	19	20	20	21	22	22	20	24	22	23	22	25	26	24	23	23	21	24	27	23	25	26	28	27	28	26	28	29	27	30	31	31	32	32	31	32	34	36	35	37	36	40	42	0	1	4	2	4	3	0	6	3	8	7	10	10	9	10	14	13	13	13	16	17	15	18	19	13	24	25	19	25	19	25	44	27	19	20	26	26	25	45	19	31	25	44	25	21	42	32	17	21	42	41	25	22	40	49	49	49	49	53	46	62	56	57	62	57	64	66	60	67	67	1	1	1	1	1	3	1	2	3	1	3	1	2	2	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	4	1	2	1	1	3	2	1	2	3	3	1	4	4	1	2	1	2	2	2	2	1	2	2	2	4	1	1	2	2	3
97000	-394.503889699003707	-401.359377649963108	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626982627054836	-1	1	3	4	4	7	8	10	11	12	12	14	14	15	15	17	17	17	20	17	19	20	20	19	17	20	21	18	21	20	21	23	22	22	25	23	23	22	24	24	24	22	24	22	26	26	24	24	24	27	26	27	27	29	29	27	28	31	31	32	32	31	30	35	34	35	37	38	41	43	0	1	2	3	3	3	0	6	3	8	7	10	10	12	13	14	15	15	25	14	15	21	18	25	15	25	23	25	19	25	24	44	27	19	14	24	26	30	30	21	31	31	32	27	21	40	33	21	17	46	41	45	48	46	45	48	53	53	19	49	57	63	57	62	61	62	66	59	67	67	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	2	1	1	1	1	4	1	2	2	3	2	1	1	1	1	3	1	1	2	2	1	1	1	2	2	2	2	1	3	5	4	2	1	2	2	1	2	1	3	2	2
97500	-444.028873636297646	-450.884361587257047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578590066665920	0	1	4	3	4	7	8	11	10	12	12	13	15	14	15	16	17	17	19	17	18	19	19	20	16	21	19	18	21	21	21	23	21	21	26	23	23	22	24	25	21	22	24	22	26	27	25	25	25	27	25	28	25	28	27	27	30	31	31	30	30	32	32	33	34	36	37	38	40	44	0	1	4	2	4	4	0	6	4	9	7	10	10	12	10	10	15	15	15	14	17	13	15	28	8	22	18	25	19	19	19	44	27	25	16	26	19	24	25	36	22	19	44	27	53	53	43	17	17	31	41	45	17	46	48	48	53	52	45	52	52	52	57	62	61	62	66	58	67	67	1	1	1	1	1	2	1	3	4	1	2	1	2	1	2	3	2	1	2	1	1	2	2	1	3	1	2	1	1	1	1	1	1	3	5	2	3	1	3	1	1	2	1	2	1	1	1	3	3	4	2	2	4	1	1	1	3	2	1	1	1	2	1	1	3	2	1	3	2	3
98000	-391.416959516546058	-398.272447467505458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648779569751024	-1	1	5	3	4	6	9	9	10	12	12	14	16	14	16	17	17	18	19	18	19	18	19	19	18	20	20	19	20	20	20	23	23	22	25	23	24	22	24	25	24	21	23	21	25	28	24	25	25	28	27	27	27	28	29	26	29	32	30	31	33	31	31	34	35	36	37	37	39	43	0	1	4	2	4	3	0	6	6	8	7	10	10	10	12	14	15	17	25	14	17	15	10	25	17	25	23	25	24	24	23	44	27	25	16	24	36	23	30	31	31	31	44	27	22	25	27	17	23	49	41	56	48	42	48	48	56	60	54	53	57	57	57	62	61	64	66	60	67	69	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	2	2	4	1	1	1	2	2	2	1	1	1	3	4	2	3	3	1	1	1	1	3	2	1	2	1	1	2	2	1	1	1	1	2	1	3	1	2
98500	-405.062713391320301	-411.918201342279701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619904053003641	0	1	3	2	4	7	8	10	9	12	12	11	15	12	15	17	17	17	20	17	19	18	20	19	17	21	20	20	20	21	21	22	22	20	25	23	24	23	24	25	23	22	23	23	25	27	25	23	25	28	26	26	27	29	27	28	30	31	31	33	32	32	32	34	35	36	38	38	40	44	0	1	4	2	4	4	0	3	6	12	7	8	10	8	10	14	15	15	25	14	17	17	18	25	15	22	18	25	25	25	28	27	27	22	16	26	26	30	24	26	31	24	32	32	48	36	27	21	21	46	24	49	49	50	48	49	56	49	49	59	57	57	57	62	61	64	66	60	66	67	1	1	1	1	1	2	1	4	1	1	2	1	2	1	1	2	1	1	2	3	1	1	1	2	1	2	2	2	1	2	1	1	1	1	2	1	2	1	3	1	2	2	1	1	1	2	3	2	3	1	3	1	2	1	2	1	1	3	3	1	1	1	1	1	1	1	1	2	2	2
99000	-433.764883324062112	-440.620371275021512	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573080733900024	-1	0	4	1	4	6	9	10	11	13	12	15	15	14	14	16	17	17	20	17	18	19	20	18	16	21	18	20	20	21	21	22	21	23	22	24	23	23	23	25	23	23	23	23	25	28	24	23	25	26	27	27	28	28	28	27	28	30	31	32	32	31	31	33	36	35	38	38	40	44	0	1	2	2	4	4	0	6	3	8	7	10	10	10	8	14	15	25	24	16	15	15	18	25	15	25	18	24	24	25	22	27	27	19	20	28	22	30	30	30	31	31	27	33	15	50	33	22	17	36	41	49	48	34	45	45	45	53	58	53	57	49	57	62	61	64	66	60	67	67	1	1	3	1	2	3	1	3	4	2	2	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	3	2	1	1	1	1	1	3	1	4	1	2	2	3	2	3	1	2	3	2	1	1	1	1	2	2	2	1	1	2	1	2	2	1	3
99500	-382.875188191846348	-389.730676142805748	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744283798784250	0	1	3	4	4	8	8	10	11	13	12	14	15	15	15	17	17	18	19	17	19	19	19	19	16	20	20	19	21	21	21	23	23	21	26	22	23	22	24	26	23	22	24	21	24	25	25	25	22	27	26	28	27	28	29	27	31	30	32	33	33	30	32	34	35	36	37	38	40	43	0	1	2	3	3	2	0	6	6	8	7	8	12	10	10	14	15	17	25	14	17	17	18	25	15	25	18	25	19	24	19	44	27	28	20	26	36	30	30	46	31	19	44	27	49	36	27	21	17	46	41	48	49	50	48	48	62	53	58	58	57	56	57	62	61	64	66	60	67	69	1	1	1	1	1	5	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	2	1	3	2	1	1	1	1	1	2	2	1	1	2	2	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
100000	-406.606082210272803	-413.461570161232203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532339822996011	0	2	3	3	4	7	7	10	11	12	11	15	14	14	16	17	16	18	19	18	19	19	20	19	17	20	20	19	20	21	21	23	22	23	25	23	23	23	25	24	24	22	24	21	26	28	22	23	26	27	26	28	27	29	28	27	29	32	31	33	32	32	30	35	34	37	37	38	40	43	0	1	2	2	3	4	0	6	4	8	7	10	10	10	13	14	13	15	25	16	17	15	18	25	15	24	22	25	19	24	22	44	27	24	20	26	26	30	30	42	31	26	44	27	48	24	27	21	48	30	41	49	15	45	48	49	56	55	53	54	63	56	56	62	61	64	64	60	67	67	1	1	1	1	1	2	1	2	3	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	3	3	2	1	1	2	1	1	1	2	1	2	4	1	2	2	3	1	1	4	2	3	1	1	2	2	2	1	3	1	2	1	1	1	2	2	2
