step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
23000	-417.452929696981755	-424.308417647941155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671341971707866	-1	1	3	4	4	8	8	10	8	13	12	11	15	14	16	16	17	18	19	18	18	19	17	20	18	20	20	18	20	21	21	22	22	23	23	23	23	21	24	25	22	22	24	23	25	27	25	24	22	27	28	26	27	28	29	28	29	31	29	33	32	31	31	34	34	36	37	38	40	42	0	1	2	3	3	3	0	9	3	12	7	8	10	12	13	14	15	23	25	14	13	15	15	25	13	25	18	15	19	24	24	27	27	31	16	26	26	25	19	42	21	22	32	32	49	21	33	22	21	24	41	49	52	50	46	52	56	53	45	58	52	57	57	63	61	64	66	60	67	69	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	5	2	1	1	3	2	1	1	1	1	2	4	2	3	2	3	4	2	1	1	1	1	1	2	3	2	3	1	1	1	1	1	1	2	2	1
23500	-432.045963864580131	-438.901451815539531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507064256689004	-1	1	2	3	4	7	6	10	8	13	12	14	15	14	15	15	18	18	17	16	18	19	18	19	18	21	20	20	21	20	22	22	22	23	24	24	23	23	24	26	23	22	23	23	26	27	23	25	25	27	26	28	27	28	29	28	30	31	31	32	32	32	31	34	35	36	37	37	39	42	0	1	2	3	3	4	0	4	6	8	7	8	10	8	10	14	10	15	15	14	10	15	15	25	19	19	17	19	25	25	30	27	27	17	16	26	25	24	25	17	30	24	32	32	49	36	27	17	15	26	41	40	49	48	48	48	52	53	53	53	57	56	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	3	1	2	3	2	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	2	5	2	3	3	3	4	2	2	1	1	1	2	1	5	4	3	2	1	1	1	2	2	1	2	1	3	1	2	1	1	2	1	1	4	2	2
24000	-421.702682778816268	-428.558170729775668	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488836466650146	0	1	5	2	4	6	8	11	10	13	12	13	15	14	16	17	17	18	20	18	19	18	20	18	18	20	19	19	20	21	21	20	23	22	24	23	24	22	25	25	23	23	23	22	25	27	25	24	24	26	27	27	26	28	29	27	30	32	29	33	32	32	32	34	36	36	38	38	40	43	0	1	4	2	4	4	0	6	6	8	7	8	10	12	13	14	13	15	24	14	17	15	18	15	15	24	15	25	24	19	17	27	32	29	14	26	19	31	42	36	31	28	44	32	48	31	33	17	21	36	41	48	48	50	56	17	52	59	53	52	52	57	56	62	61	64	66	58	67	67	1	1	2	1	1	1	1	3	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	4	2	2	1	1	1	1	2	1	1	1	3	1	3	2	1	2	1	1	2	1	5	1	2	2	3	4	1	2	1	2	1	1	4	2	2
24500	-472.348309497953892	-479.203797448913292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532886807136066	0	1	3	2	3	6	7	8	9	13	11	15	16	14	15	16	17	18	19	16	19	17	19	19	18	20	20	20	19	21	21	22	22	22	23	23	24	22	24	25	24	23	24	23	24	26	21	25	25	27	27	27	27	29	28	27	29	29	32	32	32	32	28	34	36	35	37	39	40	43	0	1	4	2	4	2	0	6	6	8	7	10	10	10	10	14	15	15	25	14	13	15	13	25	22	25	10	22	22	22	13	27	23	28	16	26	26	28	31	42	24	19	32	32	21	36	27	22	36	46	41	48	24	50	45	48	63	49	46	58	57	57	56	57	64	62	66	35	67	69	1	1	1	1	1	3	1	2	2	2	2	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1	5	2	1	2	2	1	2	1	3	2	2	1	2	2	2	3	2	1	3	3	1	3	1	1	2	1	4	1	2	1	1	3	2	2	2	1	1	3	1	1	1	8	2	2
25000	-417.780785960013816	-424.636273910973216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637414244134108	0	1	5	3	4	8	8	11	11	13	13	13	15	15	16	17	17	17	17	18	18	20	18	20	18	20	20	19	21	20	21	21	22	23	24	23	24	21	25	26	23	22	23	23	25	27	24	23	26	28	27	25	27	26	29	28	31	31	30	33	33	31	29	33	36	35	38	38	40	43	0	1	4	2	4	3	0	3	6	8	7	8	8	10	10	14	15	15	15	16	17	23	18	25	15	25	18	25	24	25	25	27	27	19	20	26	36	25	31	48	31	22	32	32	21	36	33	13	45	45	41	22	49	30	48	45	63	49	49	53	57	63	56	62	62	62	66	58	67	67	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	2	1	1	2	1	1	1	1	1	3	2	2	5	1	1	2	2	1	3	3	2	1	3	2	3	1	1	1	1	2	2	2	5	1	2
25500	-441.289166022610402	-448.144653973569802	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606381664851997	0	1	4	2	4	6	8	11	8	13	12	12	16	14	15	16	17	17	19	18	18	19	19	19	17	20	20	19	21	20	21	21	22	22	23	24	22	22	22	25	23	22	24	23	25	26	24	24	25	28	27	27	27	28	29	27	29	31	32	32	33	32	31	34	35	36	37	38	41	43	0	1	4	2	4	3	0	4	6	12	7	6	10	8	8	14	15	8	25	12	17	15	18	25	12	25	22	25	19	25	25	27	27	25	20	26	24	31	30	34	31	31	32	32	24	22	33	17	22	36	41	48	22	36	48	34	53	45	56	58	57	63	53	62	63	64	66	50	67	67	1	1	1	1	1	1	1	4	1	1	1	3	1	2	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	2	2	1	2	5	2	2	2	1	1	1	1	1	1	1	2	3	1	3	2	3	2	1	5	2	3	2	1	2	2	1	2	1	2	1	2	1	1	5	2	2
26000	-403.902362712002684	-410.757850662962085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492701007970665	-1	1	4	3	4	8	9	10	10	12	12	14	16	14	15	17	16	19	19	17	18	19	19	19	17	20	20	19	20	20	21	21	21	21	24	22	23	22	24	26	23	22	24	22	23	27	24	25	25	25	27	27	26	28	29	28	29	30	31	32	33	31	32	34	35	36	38	38	40	43	0	1	4	2	4	4	0	6	4	8	7	10	10	8	10	14	10	15	25	14	13	17	15	25	15	25	23	25	19	24	24	27	27	24	20	19	26	30	24	45	31	31	44	32	21	39	27	21	45	30	41	48	17	29	48	52	56	48	21	45	57	57	57	62	61	64	66	58	67	69	1	1	1	1	1	3	1	1	4	2	1	1	3	2	2	2	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	4	2	2	1	3	1	1	1	1	1	3	1	2	4	1	2	2	1	3	4	2	1	1	2	7	5	2	1	2	1	1	1	1	3	2	1
26500	-453.340703070153779	-460.196191021113179	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584901969038069	0	2	4	3	4	7	9	10	9	12	12	12	16	14	14	16	16	16	20	17	19	18	19	19	18	19	20	20	20	21	20	21	23	23	25	22	24	22	24	25	24	22	24	22	24	27	25	25	25	27	27	27	25	29	30	28	30	31	32	33	32	30	31	33	35	35	37	39	41	43	0	1	4	2	4	4	0	9	6	8	7	9	10	12	12	14	15	15	25	14	17	15	18	22	15	12	23	25	24	24	25	22	27	25	16	19	26	31	22	19	31	25	44	32	13	41	32	21	25	29	41	25	45	25	52	52	56	52	19	49	57	52	57	62	61	64	66	59	66	67	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	3	1	1	1	1	1	2	2	2	4	1	2	1	2	3	2	3	1	1	4	1	2	2	3	3	2	4	1	5	1	1	1	2	6	5	1	1	1	1	2	1	1	4	4	2
27000	-409.003554939457104	-415.859042890416504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622518523269097	-1	1	3	3	4	6	9	10	9	12	13	14	15	14	15	17	17	18	20	18	18	20	19	19	17	21	19	20	20	21	22	21	22	22	22	23	23	23	23	23	24	22	24	22	26	27	24	24	25	27	27	27	26	29	29	25	30	32	30	32	32	28	32	34	36	35	37	37	41	43	0	1	2	2	3	3	0	3	4	8	7	10	10	10	12	14	15	15	25	14	17	21	18	25	13	24	18	25	25	25	22	27	27	19	20	26	26	30	30	19	31	19	44	32	48	48	33	17	21	30	41	49	49	30	49	15	56	53	54	48	57	56	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	3	3	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	3	4	4	1	1	1	5	3	4	2	4	1	4	1	2	1	2	2	1	1	3	2	3
27500	-425.772918740922364	-432.628406691881764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697884109456065	0	1	5	3	4	7	8	7	10	12	11	14	15	14	15	16	17	18	20	18	19	18	19	19	17	20	20	19	20	21	21	21	23	22	25	24	22	22	23	26	23	22	24	23	25	27	24	23	25	25	27	27	27	29	29	27	30	31	31	31	32	31	31	34	35	36	37	38	40	43	0	1	4	2	4	3	0	4	3	8	7	10	8	10	10	14	15	13	24	16	17	15	18	25	15	13	25	25	15	13	24	27	27	24	20	24	26	26	30	50	31	25	32	32	42	50	44	17	47	30	41	49	48	46	45	49	52	45	45	53	57	56	57	63	61	62	64	58	67	67	1	1	1	1	1	1	1	2	2	3	2	2	4	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	3	2	1	1	1	1	1	3	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	2	2	1	3	1	2	2	2	1	3	2	3
28000	-401.463387756986890	-408.318875707946290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642878614612468	0	1	4	2	3	8	9	10	9	12	11	14	14	14	15	16	17	17	20	18	19	20	19	19	18	19	20	20	21	20	21	22	23	23	25	23	24	22	23	25	22	22	24	23	26	25	25	24	24	27	27	26	27	27	30	28	30	31	30	33	32	32	29	33	35	36	38	36	40	42	0	1	4	2	4	3	0	3	6	8	7	10	10	8	12	14	15	15	24	14	17	24	18	25	15	25	18	24	19	24	24	27	27	25	20	26	36	30	30	36	24	31	44	27	21	34	33	22	22	40	41	48	48	36	45	52	63	46	53	58	57	57	45	62	61	64	66	58	66	69	1	1	1	1	1	2	1	4	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	3	4	2	1	1	2	1	2	1	1	2	3	2	1	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	3	2	1
28500	-434.188643862008803	-441.044131812968203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618688670485646	0	1	4	3	4	8	7	10	11	12	13	13	15	14	14	16	17	17	19	18	19	19	19	20	17	20	20	19	20	20	20	22	22	22	26	23	22	22	24	25	24	23	23	23	24	28	24	22	26	25	28	27	27	28	30	28	30	30	31	32	32	31	32	33	33	36	37	38	38	43	0	1	4	2	4	4	0	6	4	8	7	10	12	10	10	14	15	15	25	16	17	13	15	25	13	19	21	25	19	19	28	27	27	19	20	26	26	30	38	42	24	31	32	22	21	50	33	21	45	31	41	49	49	40	54	53	53	53	58	49	57	56	52	62	57	63	66	54	67	69	1	1	1	1	1	3	1	1	4	1	3	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	4	2	1	2	1	1	1	2	1	2	2	2	1	1	1	3	2	1	1	2	1	1	2	2	1	2	1	2	3	1	1	2	1	5	1	2
29000	-422.771705723167884	-429.627193674127284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486389337433242	-1	1	5	2	4	8	8	11	10	12	12	13	15	14	15	17	17	17	20	18	18	19	19	18	17	21	20	19	20	20	21	21	23	22	25	23	23	22	24	26	24	23	23	22	25	27	24	24	26	26	26	28	26	28	29	27	30	31	31	31	31	31	32	34	35	36	37	38	40	44	0	1	4	2	4	3	0	6	6	8	7	10	12	12	10	14	15	15	25	14	17	15	18	25	15	22	17	25	25	24	25	27	32	19	16	26	26	28	30	25	19	24	32	32	22	50	27	19	15	29	41	45	21	25	48	17	52	53	56	53	57	56	56	57	61	62	66	60	66	69	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	2	2	2	2	3	1	2	1	1	2	4	1	2	1	2	4	3	3	1	1	2	1	1	2	6	2	1	2	3	6	2	4	1	2	3	2	1	2	3	2	2	2	1	3	2	2
29500	-438.073349067104402	-444.928837018063803	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544047649518488	-1	2	5	3	4	8	9	11	10	12	13	14	14	14	15	15	17	17	19	17	18	19	19	18	17	20	19	19	20	21	20	23	22	22	26	22	22	23	24	25	22	22	24	22	23	27	24	25	25	27	27	27	26	27	30	28	29	30	29	32	31	31	32	34	34	36	38	38	40	44	0	1	4	2	4	2	0	9	3	8	7	10	10	10	13	14	15	15	25	14	15	15	18	15	15	24	21	25	24	24	24	27	27	25	16	22	26	30	24	22	28	31	32	27	22	30	44	45	21	24	40	48	17	19	53	49	56	53	45	49	57	52	56	63	57	63	66	60	67	67	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	2	2	2	3	3	1	1	2	2	2	1	1	2	2	3	1	1	2	3	1	2	3	3	2	1	1	2	2	4	1	2	2	1	3	2	1	3	2	2
30000	-416.629969395984574	-423.485457346943974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550481453177293	0	1	5	3	3	7	8	11	9	13	12	13	13	14	15	17	17	18	19	18	18	19	19	19	17	20	20	19	20	21	21	23	21	21	24	23	23	23	24	23	23	23	23	23	23	26	24	24	26	27	27	28	28	29	30	27	28	30	31	31	31	32	31	34	36	36	38	37	41	44	0	1	4	2	2	3	0	4	3	8	7	8	8	8	13	14	15	15	25	14	17	18	18	25	15	24	23	25	19	22	28	27	18	25	16	26	26	19	22	31	24	31	33	33	22	24	32	45	17	40	41	56	45	49	45	49	56	54	58	53	57	61	57	62	61	64	66	60	67	69	1	1	1	1	1	1	1	5	2	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	4	2	2	1	2	1	2	1	2	1	2	3	1	1	4	2	2	1	3	2	2	1	1	1	1	2	2	1	2	1	2	1	1	3	2	2
30500	-404.928021779999426	-411.783509730958826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699665461320299	0	1	4	3	4	7	7	10	11	12	13	13	15	15	16	15	17	18	20	18	19	20	19	19	18	20	20	20	20	19	21	22	22	22	26	23	23	22	25	25	24	22	24	22	24	26	23	25	25	28	27	27	27	26	30	27	29	30	30	31	32	31	32	34	35	36	38	37	40	43	0	1	4	2	4	4	0	6	6	8	7	10	10	12	10	10	13	15	25	14	17	17	18	25	13	25	23	25	24	25	25	27	27	25	20	26	26	31	30	31	42	31	44	27	22	31	27	21	21	54	41	49	45	19	48	49	56	52	49	53	57	57	57	63	61	64	66	60	67	69	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	5	2	2	1	2	2	1	1	1	1	3	3	2	2	3	1	2	1	2	3	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2
31000	-396.757159134014330	-403.612647084973730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632121877483956	0	1	5	3	4	7	9	10	9	12	12	14	15	14	16	15	17	19	18	18	18	19	20	20	19	21	21	19	19	20	21	23	23	22	25	23	24	21	24	25	23	22	24	22	25	26	24	24	25	28	26	27	27	28	30	28	30	32	31	33	33	32	31	33	35	35	37	38	40	43	0	1	4	2	4	3	0	6	6	8	7	10	10	10	10	14	13	15	15	14	17	15	15	19	19	25	15	15	15	25	25	44	27	15	20	26	36	28	30	31	31	31	32	18	21	45	27	17	17	46	41	49	17	24	45	45	56	53	53	53	57	57	57	62	61	63	66	60	67	69	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	1	2	4	2	1	1	1	1	2	1	1	1	2	3	1	2	4	4	1	1	1	3	2	2	2	1	3	2	3	1	1	1	1	1	2	1	2	2	2
31500	-436.741019644562755	-443.596507595522155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626503570247133	0	2	5	3	4	6	8	10	9	12	11	13	15	14	15	17	17	16	19	18	18	20	19	17	19	21	18	19	20	21	22	23	22	23	25	22	24	23	24	25	24	20	23	22	25	27	23	24	25	27	28	27	26	28	30	28	29	32	30	33	32	32	32	34	35	36	37	38	40	44	0	1	4	2	4	4	0	3	4	8	7	8	8	10	12	14	13	13	24	14	17	15	18	15	24	22	18	24	19	25	19	44	27	19	20	25	26	30	25	31	25	25	44	27	22	34	33	17	21	38	41	53	21	46	49	53	45	53	53	46	57	52	56	63	62	62	66	60	67	67	1	1	1	1	1	1	1	3	2	1	2	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	1	1	2	4	2	1	1	3	1	3	1	2	3	3	2	1	3	2	1	2	1	1	2	2	3
32000	-475.445133642567214	-482.300621593526614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542042287996954	-2	0	5	3	4	4	8	7	11	12	11	15	16	14	14	16	17	17	19	16	19	18	19	19	18	20	20	20	20	20	21	21	22	22	26	22	23	22	25	25	21	22	23	22	25	28	24	23	26	27	28	28	27	28	29	28	30	30	30	31	32	32	30	34	36	36	36	37	40	44	0	1	6	2	4	4	0	3	3	8	7	10	12	10	8	14	15	15	13	14	13	18	18	10	10	19	15	21	21	19	25	27	27	24	20	26	25	28	25	31	15	28	32	32	41	28	33	18	21	25	41	53	28	30	45	53	49	53	17	59	57	56	56	62	61	64	57	60	67	67	1	1	1	1	1	1	1	2	2	2	2	2	1	1	4	1	1	2	1	1	1	1	2	3	2	1	2	1	1	1	2	1	1	1	4	2	2	2	4	2	4	1	1	1	2	4	1	3	3	3	3	1	3	4	2	1	2	1	6	1	2	1	1	1	3	1	2	3	2	5
32500	-437.934909110347348	-444.790397061306749	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524278230347093	-1	1	5	3	4	8	8	10	10	12	12	14	15	14	16	17	18	17	19	17	18	19	19	18	18	21	20	20	21	20	20	21	22	20	24	24	23	22	25	26	22	22	23	23	26	27	25	24	24	27	27	27	25	29	28	27	30	31	32	33	32	31	32	33	34	35	36	39	39	42	0	1	4	2	4	3	0	6	6	6	7	8	10	10	10	14	13	13	24	14	15	13	18	15	15	15	15	25	24	15	19	27	27	25	20	26	22	30	30	36	22	25	32	32	22	26	27	22	15	34	41	48	15	42	48	53	52	45	21	58	57	57	57	57	61	64	64	45	67	69	1	1	1	1	1	2	1	1	1	2	2	2	2	1	3	2	2	1	1	2	1	2	2	1	1	2	3	1	1	2	1	1	1	2	3	2	2	1	2	1	1	2	1	1	3	2	2	3	4	3	2	1	5	3	1	1	1	2	7	1	1	1	1	1	1	1	1	6	3	3
33000	-410.614915777557712	-417.470403728517113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595991124194582	0	1	4	3	4	7	8	10	9	11	12	14	14	15	15	17	17	18	19	17	18	19	18	19	17	20	20	20	20	20	21	23	22	22	24	24	23	23	25	25	22	22	23	21	24	26	25	24	25	27	28	28	26	29	29	27	30	29	32	32	31	32	31	34	34	37	38	38	41	44	0	1	4	2	4	4	0	6	6	8	7	10	10	10	13	13	15	12	25	14	17	15	15	25	15	19	22	22	24	25	24	44	27	24	20	26	26	24	30	42	25	31	44	27	21	31	33	17	48	46	41	53	21	31	48	48	56	53	58	54	57	57	57	57	61	64	66	58	67	67	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	3	3	1	2	1	1	1	2	2	2	3	1	1	3	1	2	3	3	1	1	2	2	2	1	1	1	2	1	2	1	5	2	2
33500	-425.633749911042287	-432.489237862001687	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585468960714715	0	1	2	3	4	7	8	9	9	12	11	14	15	14	16	17	17	17	17	16	18	19	19	19	18	20	19	19	19	21	21	21	22	21	25	22	23	22	25	25	23	23	23	22	23	28	24	24	25	26	28	28	27	27	29	27	30	31	32	33	32	30	31	32	34	36	37	38	41	44	0	1	2	3	4	4	0	6	6	8	7	10	8	10	10	14	10	13	13	14	15	19	18	25	19	19	15	19	19	19	25	27	27	19	20	10	30	19	38	45	31	31	27	32	19	29	33	17	45	26	41	48	49	50	53	45	56	48	45	45	57	56	57	57	61	64	66	60	67	67	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	1	2	2	2	1	1	1	1	2	2	1	1	3	1	1	1	2	4	4	1	2	1	1	1	1	2	1	3	4	1	3	1	3	2	2	2	1	1	2	2	4	5	4	1	2	1	1	1	2	1	3	2	3
34000	-416.084203753641759	-422.939691704601159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542417807767606	-1	1	3	2	4	7	8	10	11	12	12	14	16	14	15	16	17	17	19	17	19	18	19	19	17	21	20	20	21	21	21	22	22	21	25	23	23	23	25	25	24	22	24	23	26	25	24	24	23	28	27	27	26	28	29	28	30	30	31	33	32	31	31	34	34	36	38	37	41	43	0	1	2	2	4	4	0	6	6	8	7	10	15	10	12	10	15	15	25	14	17	15	18	25	15	19	18	22	19	19	25	27	27	25	16	19	26	34	31	31	31	19	44	32	31	30	33	17	21	48	41	48	15	46	48	52	56	49	53	58	57	57	58	62	63	64	66	58	67	69	1	1	1	1	1	3	1	1	3	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	2	2	4	2	1	1	2	2	2	2	1	1	3	3	1	3	2	2	1	2	5	2	2	1	1	4	2	2	1	1	1	1	1	1	1	3	2	1
34500	-445.785749245402485	-452.641237196361885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596836409627316	-2	2	4	1	4	8	8	10	10	12	13	14	15	13	15	16	17	17	20	17	18	19	19	18	16	20	19	19	19	20	19	20	22	22	25	23	22	22	22	25	23	22	24	22	24	28	24	24	25	24	27	27	27	27	28	27	30	32	32	32	32	31	31	34	35	36	38	39	40	42	0	4	4	1	4	2	0	3	6	8	7	10	10	6	12	12	13	25	25	14	17	15	18	25	15	24	18	24	24	25	25	27	27	19	20	26	13	24	30	37	19	31	44	32	21	50	27	17	22	36	41	48	48	50	48	48	45	45	56	53	57	45	57	62	62	64	66	59	67	69	1	1	1	1	1	2	1	2	1	1	2	1	1	3	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	3	2	1	2	1	3	2	3	1	1	1	1	1	1	1	3	2	3	3	2	1	2	2	1	2	2	2	3	3	2	3	1	3	1	1	3	1	1	2	2	1
35000	-423.739657143818818	-430.595145094778218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695249364390168	0	2	4	1	4	7	8	10	10	12	13	15	14	14	16	16	17	18	20	17	19	19	20	19	18	21	20	19	21	21	21	21	23	22	26	22	24	23	23	23	24	23	23	23	26	28	23	25	26	26	26	28	27	29	28	28	30	31	30	33	32	31	32	33	35	37	37	38	40	42	0	4	4	1	4	4	0	6	6	8	7	10	10	10	13	14	15	15	24	16	17	17	18	25	15	19	18	25	25	25	24	27	27	30	20	26	26	30	30	31	31	19	32	32	17	50	27	21	21	36	41	53	17	50	48	45	56	52	45	49	57	52	56	62	57	62	62	60	66	69	1	1	1	1	2	2	1	2	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	2	2	1	2	2	1	2	2	3	2	1	1	4	2	2	1	1	2	2	3	1	2	1	1	3	2	4	3	3	1
35500	-434.286920656310315	-441.142408607269715	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638131758799051	-1	1	4	0	3	7	8	11	9	13	11	13	15	15	14	17	17	17	18	18	19	19	20	16	19	20	19	17	20	19	21	21	22	21	26	24	23	22	24	26	23	21	24	22	24	27	25	23	25	26	27	28	28	28	29	25	30	32	31	33	32	31	30	35	33	36	38	36	40	44	0	4	4	1	4	2	0	9	3	8	7	8	10	12	8	14	15	15	24	16	17	15	18	15	24	24	18	24	28	28	25	27	27	25	20	26	25	30	19	31	25	25	44	32	21	50	44	21	22	36	41	56	45	42	45	48	45	49	53	59	63	57	54	57	57	57	66	60	67	69	1	1	3	1	1	3	1	1	3	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	2	2	2	3	3	3	1	1	1	3	1	2	2	2	1	3	2	1	4	2	1	2	3	2	1	1	1	1	2	1	2	1	1	2	2
