step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-439.715449639987469	-446.570937590946869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595505167711076	-1	0	2	2	2	3	4	5	4	4	5	5	7	6	6	8	5	3	6	7	7	7	6	9	7	9	8	9	9	10	10	11	10	10	13	12	12	12	11	12	12	11	14	14	16	17	17	17	19	19	19	19	21	21	21	23	23	23	25	25	26	25	25	26	26	28	28	25	27	28	29	29	29	28	31	30	32	35	38	0	0	1	1	2	3	2	6	3	6	7	9	10	7	6	8	10	0	6	9	12	15	3	2	23	17	10	15	19	22	25	27	15	25	19	30	15	32	34	29	22	22	22	19	41	35	35	37	40	45	45	43	0	51	51	49	52	43	53	49	57	57	56	68	57	63	64	57	64	61	64	65	63	68	61	74	72	77	72	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	4	1	2	2	1	1	1	1	2	2	2	3	1	4	1	1	2	2	2	3	3	2	2	2	3	4	1	1	2	1	1	1	2	2	3	2	3	2	1	1	1	2	2	2	1	1	1	2	2	2	2	4	1	2	2	3
5500	-415.712998865848533	-422.568486816807933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653516024881650	0	1	2	3	3	4	3	3	4	3	5	5	7	6	5	6	5	3	6	7	7	7	6	7	7	9	8	9	8	9	9	11	12	11	13	11	13	13	12	10	12	12	14	14	16	18	18	18	19	18	20	19	20	21	20	21	22	24	25	26	28	25	25	26	27	27	28	26	27	29	30	28	29	29	32	29	33	35	38	0	0	1	1	2	8	2	3	8	3	2	9	17	5	8	3	10	0	8	9	12	15	6	5	16	17	17	22	19	15	25	26	28	31	29	22	36	27	25	29	22	30	36	40	43	44	44	37	46	45	48	37	0	51	50	49	52	52	53	56	68	58	56	57	57	63	68	57	64	68	65	65	66	61	76	65	72	77	78	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	3	2	2	3	2	1	2	2	2	3	1	2	2	2	1	1	1	3	1	1	1	1	1	3	3	2	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	4	2	2
6000	-409.161339141997416	-416.016827092956817	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664595489711004	0	0	2	3	2	3	4	4	4	4	4	6	6	6	4	8	5	6	5	8	7	7	7	8	6	9	8	9	9	8	9	11	11	10	12	11	12	11	12	11	12	14	14	14	16	18	18	17	21	20	19	21	21	20	22	22	23	21	25	25	27	26	26	24	27	27	26	26	26	29	29	28	28	29	31	30	32	35	35	0	0	1	1	2	3	5	3	3	6	2	9	10	5	3	23	10	0	3	9	12	15	25	14	3	17	17	15	19	15	25	27	28	31	29	30	22	26	34	29	30	36	30	29	41	35	35	42	46	48	48	48	0	43	48	49	52	48	53	56	57	58	56	57	68	60	64	57	64	68	68	61	63	65	70	70	72	77	77	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	3	2	1	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	2	1	2	1	1	2	1	2	2	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1
6500	-430.931057138769290	-437.786545089728691	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675598576123390	0	0	2	1	2	3	1	5	4	3	3	6	6	7	5	6	5	4	7	7	7	8	7	9	8	9	8	9	9	9	10	11	12	11	13	12	11	13	12	11	12	14	14	14	16	18	17	18	20	19	16	20	21	20	20	21	22	22	25	24	27	25	23	24	27	26	28	26	27	28	30	28	28	29	31	29	32	34	38	0	0	1	1	7	3	2	10	3	3	7	3	10	11	6	3	10	0	16	9	12	15	16	11	16	10	17	22	6	22	25	27	28	25	29	30	22	32	31	19	30	41	37	29	22	44	40	51	46	48	36	51	0	48	50	49	52	55	53	56	68	58	56	52	45	63	61	64	64	68	67	65	63	68	70	68	68	77	77	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	3	1	2	2	1	3	1	2	2	1	2	2	2	2	1	1	2	2	1	2	2	5	2	3	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	2	5	2	1	1	2	1	1	1	2	2	2	1	3	1	2
7000	-440.424525331696543	-447.280013282655943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653457701742786	0	1	3	2	2	3	4	4	5	4	5	5	6	6	5	5	6	5	5	6	7	7	8	8	8	10	9	9	8	9	9	11	11	10	11	12	13	12	11	12	12	14	12	15	14	17	18	18	20	20	19	21	21	20	20	22	23	24	25	25	27	26	25	25	26	27	28	24	27	28	30	28	28	29	31	29	32	36	38	0	0	1	1	2	1	2	6	3	6	7	3	3	5	3	8	10	0	3	9	12	15	16	14	16	17	13	15	4	6	25	27	28	25	6	22	22	26	34	19	15	43	22	37	43	40	44	43	46	36	48	45	0	48	42	46	52	52	53	56	68	52	49	50	68	63	64	57	64	68	74	65	66	65	70	65	72	77	78	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	1	1	1	1	4	2	4	1	1	3	4	1	2	1	1	2	1	2	2	5	1	3	1	1	2	3	1	1	3	2	2	3	2	3	1	1	2	1	1	2	1	1	1	2	2	1	2	3	1
7500	-426.619406016738878	-433.474893967698279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578858499902715	-2	1	1	1	2	3	3	4	5	3	4	6	7	6	5	7	5	5	6	7	7	8	8	7	8	9	7	9	8	9	10	10	11	10	12	12	12	13	12	12	12	14	12	13	16	18	19	17	20	19	20	19	19	22	21	21	22	22	25	26	26	24	24	24	27	28	28	24	28	29	31	29	28	27	32	29	33	34	38	0	0	1	1	2	4	2	3	3	3	2	10	15	5	6	6	10	0	8	12	12	15	16	5	16	17	17	15	19	22	25	27	28	25	19	30	22	32	34	19	30	28	22	29	37	44	46	37	46	45	45	36	0	48	52	49	48	51	53	56	68	58	49	57	68	63	64	57	64	74	65	74	63	61	70	65	72	77	78	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	1	3	1	1	1	2	1	1	3	2	2	2	1	3	2	3	2	2	2	2	1	3	2	2	3	3	1	3	1	1	3	1	3	2	1	1	2	1	2	2	2	2	2	1	2	1	2	1	2	1	2	1	2
8000	-424.528534265788267	-431.384022216747667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712224935161008	-1	0	2	3	2	3	5	4	4	4	4	5	6	7	5	5	5	5	6	7	8	7	6	8	7	10	8	9	10	10	10	12	11	10	12	9	12	12	12	12	10	14	14	15	17	18	18	18	20	20	19	19	21	21	20	22	23	22	25	24	28	24	26	24	27	26	27	25	26	28	29	28	28	29	31	29	32	34	39	0	0	1	1	2	3	2	6	3	3	2	9	10	5	6	3	3	0	6	12	12	15	3	14	16	17	17	22	3	22	25	26	28	25	29	22	30	26	34	19	22	22	37	40	42	29	44	42	40	52	45	43	0	51	43	49	52	52	53	56	65	58	56	57	68	56	64	64	64	68	64	65	63	68	76	65	72	77	72	1	1	2	2	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	4	2	2	2	1	2	1	1	1	1	1	3	2	2	1	2	1	4	2	3	3	1	1	2	1	1	3	1	2	1	3	1	1	1	2	1	1	3	2	1	1	2	2	1	1	2	1	1	2	1	5
8500	-427.917547130180196	-434.773035081139597	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560255109707842	0	1	2	4	3	3	3	4	5	4	3	6	7	5	4	5	5	5	7	7	7	8	7	9	7	9	8	8	9	7	10	11	13	10	12	11	13	10	11	11	11	14	13	14	16	18	18	18	18	19	18	20	20	22	20	21	23	22	25	26	28	26	23	26	25	27	28	26	28	29	30	28	28	29	31	28	31	32	38	0	0	1	1	2	3	2	3	6	3	2	9	10	5	3	6	10	0	3	6	12	15	3	14	16	17	17	15	19	15	25	38	28	25	29	30	22	27	34	19	30	43	41	35	37	44	44	45	35	48	42	48	0	48	51	49	55	48	53	56	64	58	56	57	57	63	64	57	64	76	64	65	66	65	70	65	65	61	77	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	3	2	1	2	2	2	1	2	2	1	2	1	2	2	2	2	1	3	2	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	2	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	2	2	2	3
9000	-425.103099002817260	-431.958586953776660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689776921986288	0	0	1	4	2	3	4	4	4	3	5	5	5	6	5	7	6	5	7	7	7	7	6	9	8	9	8	10	9	9	9	12	12	10	12	11	11	12	12	13	12	14	13	14	16	18	18	18	20	19	17	20	20	21	21	22	22	23	25	25	27	25	26	25	25	27	27	27	28	27	28	29	28	28	31	28	31	34	38	0	0	1	1	2	3	2	6	6	3	2	9	10	5	6	8	10	0	17	9	12	15	8	5	4	20	17	22	19	22	25	27	28	31	19	22	15	26	34	29	30	30	22	29	41	35	44	45	46	48	45	48	0	45	52	44	52	55	53	56	65	58	56	54	57	63	64	65	64	65	67	65	63	68	70	65	68	75	78	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	4	2	5	1	1	2	2	2	2	2	2	3	1	1	1	1	1	2	1	2	1	4	1	1	2	2	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	2
9500	-430.276068554740164	-437.131556505699564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628462491113138	0	0	1	3	2	3	4	4	5	2	4	4	6	6	5	7	5	5	6	6	8	7	7	8	7	10	7	8	10	10	8	12	12	9	13	12	12	12	10	11	11	13	13	14	17	18	19	18	20	20	19	20	20	21	21	21	22	24	25	24	26	25	25	25	26	27	27	26	26	28	30	27	29	29	31	29	31	35	39	0	0	1	1	2	3	5	6	12	3	5	6	10	7	8	6	10	0	6	9	12	15	3	5	17	13	17	15	19	22	25	26	28	25	40	30	41	27	34	19	30	41	37	29	43	40	46	45	46	45	37	42	0	48	48	49	52	52	53	56	64	52	60	52	57	63	64	57	64	68	67	64	63	68	70	72	72	77	78	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	3	3	1	1	1	2	4	3	1	1	2	1	1	3	2	2	1	2	1	2	2	1	1	2	1	1	2	1	2	2	2	1	2	2	2
