step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
64500	-296.215251403986940	-303.070739354946340	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705732763486068	-1	0	2	3	4	1	2	3	7	7	5	6	5	7	5	8	6	8	8	9	10	8	10	9	11	13	14	15	14	15	16	16	17	16	18	18	18	20	19	20	21	24	21	20	21	22	22	21	22	24	28	26	26	27	0	1	2	2	6	1	6	1	15	4	5	6	2	2	2	11	11	13	15	22	24	10	17	14	23	20	14	26	13	26	27	30	30	30	0	33	30	32	35	36	36	48	35	39	38	43	41	38	48	44	49	42	42	53	1	1	2	2	2	1	1	2	1	1	1	2	2	3	3	1	1	1	1	1	1	1	2	1	1	2	3	1	3	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	3	1	1	1
65000	-290.880695949161634	-297.736183900121034	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680327002909930	-1	1	2	3	4	2	4	2	6	8	5	4	6	7	5	7	7	8	9	8	11	9	9	10	10	12	14	14	13	14	17	17	15	16	17	19	18	20	19	20	19	24	20	22	22	22	23	22	23	24	27	28	25	27	0	1	1	2	6	1	6	2	3	13	5	6	2	4	4	11	11	4	13	13	24	13	17	14	17	20	29	26	13	26	27	33	30	30	0	33	34	32	35	34	33	48	39	39	38	43	41	38	38	44	49	53	48	53	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	2	2	1	2	3	1	2	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	2	1	3	1	2	2	2	1
65500	-287.468021519835759	-294.323509470795159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719604088817093	-1	1	3	2	4	2	4	2	4	8	5	4	6	6	4	8	7	8	8	8	11	11	9	7	12	12	14	15	13	17	17	17	17	15	18	19	19	21	19	20	21	24	21	21	20	22	24	22	23	25	27	27	26	27	0	1	2	2	6	1	6	1	3	14	5	6	4	2	4	11	5	14	13	14	19	20	17	2	23	20	29	26	21	34	27	34	34	26	0	33	32	30	35	36	36	48	39	39	30	43	41	45	48	39	49	42	48	53	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	3	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1
66000	-286.053295834286871	-292.908783785246271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698171915776917	-1	1	3	2	3	2	4	4	6	6	5	5	6	6	6	7	7	8	8	8	10	10	9	8	11	12	14	14	12	15	17	18	15	14	18	19	18	20	19	19	21	24	21	21	21	22	23	21	23	24	27	27	26	27	0	1	1	2	6	2	6	1	3	2	5	6	2	2	2	11	11	15	10	15	24	14	17	13	23	20	29	26	24	26	27	30	34	20	0	33	34	32	35	34	36	48	39	39	38	43	36	38	48	44	42	42	42	53	1	1	2	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	4	1	2	3	1	1	3	1	2	1	1	1	1	2	1	1	2	2	2	1	1
66500	-291.059684789409403	-297.915172740368803	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660085675691691	0	1	2	3	3	1	3	2	6	7	5	5	4	6	6	7	7	8	8	7	9	10	9	9	12	12	13	14	15	17	16	18	17	16	18	19	20	20	19	20	22	23	20	21	18	22	23	21	23	24	27	28	25	27	0	1	1	2	6	1	6	1	3	4	5	6	4	2	13	11	5	4	13	14	14	19	17	10	23	20	24	26	27	26	29	34	34	26	0	33	34	32	35	34	36	48	39	39	34	43	41	38	48	44	49	53	42	42	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	2	3	2	1	2	1	1	1	2	2	2	1	1	3	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	2	2	1	2
67000	-309.437608609559561	-316.293096560518961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601821890615439	-1	1	3	3	3	2	3	2	6	7	4	5	5	7	5	8	6	8	7	9	10	10	8	9	12	11	12	14	13	17	16	17	16	14	17	18	19	19	19	21	21	24	21	21	21	22	23	21	23	25	28	26	26	27	0	1	1	2	6	1	6	1	3	15	5	6	4	13	4	11	11	15	3	13	18	13	17	2	11	22	24	18	24	20	29	34	34	20	0	33	34	32	35	30	36	48	39	39	32	43	30	38	48	39	49	42	48	53	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	4	5	1	2	3	2	3	1	2	1	2	1	1	2	1	1	2	2	2	1	1	2	1	2	1	1	3	2	2	2	1
67500	-276.056186277976508	-282.911674228935908	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686425225788552	-1	1	2	2	4	3	4	4	6	8	5	5	6	5	6	6	7	7	7	8	10	11	9	9	12	13	13	14	14	16	17	17	17	15	17	18	18	19	19	20	21	23	22	22	20	20	23	22	24	25	27	28	26	27	0	1	2	2	6	3	6	1	3	15	5	6	1	2	4	11	11	14	4	13	24	21	17	20	23	19	24	26	27	34	29	34	30	26	0	33	34	32	35	33	36	48	46	39	38	39	41	38	48	44	49	53	42	53	1	1	1	1	1	1	1	2	2	2	1	1	3	2	2	1	1	1	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1
68000	-301.253289077565228	-308.108777028524628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704925307412450	-1	1	3	1	3	2	4	3	7	8	5	5	7	5	5	7	7	7	8	9	11	10	9	7	12	12	12	15	15	17	16	17	17	16	18	18	20	20	19	20	21	23	21	21	22	20	23	22	21	25	27	28	25	27	0	1	1	1	6	4	6	1	15	2	5	6	15	4	2	11	11	14	14	14	24	4	17	14	23	20	22	20	27	26	27	28	34	22	0	33	34	34	35	36	34	48	46	39	30	39	41	41	34	44	49	42	48	53	1	1	2	1	1	1	1	2	1	3	1	1	1	2	2	1	1	1	1	2	1	5	1	1	2	2	2	3	2	2	2	1	1	3	1	1	2	2	1	1	4	1	1	1	2	1	1	1	2	2	3	2	1	1
68500	-311.670180766531075	-318.525668717490476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543087244613471	-1	1	1	3	5	2	3	2	6	8	4	6	5	4	5	6	6	8	6	8	10	9	7	9	12	12	13	14	14	14	16	17	16	16	17	19	20	20	19	20	20	24	22	20	21	20	22	22	23	24	27	27	26	28	0	1	1	2	11	1	6	2	3	13	6	7	2	2	4	11	11	15	14	13	18	1	5	18	23	21	24	26	27	26	27	30	30	30	0	33	34	32	35	30	33	48	46	39	32	39	36	38	45	44	49	42	48	48	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	2	1	5	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	2	1	2	1	2	1	1	2	2	2	2	3
69000	-282.700919601539738	-289.556407552499138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734385160165657	-2	0	2	2	5	2	4	3	6	7	4	5	5	6	6	7	6	8	8	8	11	10	9	9	10	12	12	14	15	17	15	17	16	15	18	18	18	20	19	20	21	22	21	21	22	20	23	23	23	24	27	25	26	28	0	1	1	2	6	1	6	4	3	4	6	6	4	13	4	11	11	15	14	14	24	14	17	13	17	20	24	20	27	34	27	34	34	26	0	33	30	32	35	36	33	38	46	39	38	39	36	42	41	44	49	48	52	53	1	1	2	1	2	2	1	1	2	3	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	3	1	2	2	2	1	1	1
69500	-286.007907073236765	-292.863395024196166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800560250565825	-1	1	2	3	4	2	4	3	6	8	5	5	5	6	6	7	6	7	7	8	11	11	8	8	11	12	12	13	13	15	17	17	17	16	18	18	19	20	19	20	21	24	22	21	21	20	22	22	23	24	28	26	26	27	0	1	1	2	6	1	6	1	3	2	5	7	4	2	13	11	11	13	14	14	20	24	17	13	23	13	24	21	21	26	29	34	30	30	0	30	30	32	35	33	36	48	46	39	38	39	41	45	38	44	49	42	42	42	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	1	2	1	1	2	2	3	2	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1
70000	-322.093736588298782	-328.949224539258182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602069221668177	0	1	2	3	3	2	4	3	7	6	4	4	4	6	5	7	6	7	6	8	9	8	9	9	11	11	14	14	12	15	16	18	17	15	18	18	20	21	19	20	21	22	22	21	19	21	23	23	24	25	27	25	26	27	0	1	1	2	6	1	6	1	4	13	5	6	2	2	4	11	11	13	3	13	20	13	17	14	23	9	29	26	22	20	29	33	30	26	0	30	30	32	35	33	36	38	46	39	30	39	41	45	42	44	49	42	52	48	1	1	1	2	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	5	2	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	1	3	2	3	2	2	1	2
70500	-327.207353457136037	-334.062841408095437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737867272924420	-1	0	1	2	3	2	3	3	7	6	5	6	5	6	4	7	6	7	8	8	9	10	9	8	12	12	11	14	15	16	16	17	17	15	17	18	18	19	19	19	21	22	22	21	21	20	23	21	23	24	27	27	26	25	0	1	1	2	6	1	6	1	14	8	5	6	1	2	2	11	11	14	10	10	24	15	17	14	23	14	24	20	27	26	22	34	30	22	0	30	30	32	35	30	36	32	46	39	28	39	41	38	45	39	49	42	54	42	1	1	1	2	1	2	1	2	1	2	1	1	3	2	2	1	1	1	1	2	1	3	1	1	2	3	1	2	3	2	2	1	1	2	1	2	1	1	1	1	2	3	2	1	2	1	1	1	1	2	2	2	1	2
71000	-319.261336425317438	-326.116824376276838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693365355911428	-1	1	1	3	3	2	3	3	6	8	4	5	6	7	6	5	6	8	8	8	9	9	10	9	8	10	12	14	14	17	17	18	17	16	17	18	19	20	19	21	22	23	22	21	22	19	24	21	23	25	28	28	26	28	0	1	1	2	6	1	6	1	2	2	5	7	2	4	2	11	11	9	9	14	14	13	25	13	17	10	14	20	27	28	29	28	34	26	0	33	34	32	35	36	36	48	46	39	38	35	41	34	48	44	49	53	48	48	1	1	1	1	1	2	1	1	3	3	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	2	2	2	1	3	1	1	1	1	1	1	2	1	2	1	1	1	2	3	2	2	2	2	2	4
71500	-307.521953950143768	-314.377441901103168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600125219191579	-1	0	2	2	3	1	3	3	4	9	4	4	7	6	4	8	7	6	8	8	10	11	9	9	11	11	14	14	11	17	16	18	15	16	17	18	19	20	19	20	20	24	22	21	22	21	24	21	24	24	28	26	25	27	0	1	1	2	6	1	6	1	3	13	5	6	4	4	4	11	5	2	14	2	13	10	17	4	17	10	29	13	24	34	29	30	28	33	0	33	30	32	35	36	36	48	46	39	38	39	41	32	48	44	49	53	42	53	1	1	2	1	1	1	1	2	1	1	1	2	3	2	1	2	3	3	1	5	2	1	2	3	1	2	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	3	2	3	1	1	1
72000	-299.698581209573661	-306.554069160533061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717788393675386	-1	1	2	3	5	2	3	4	6	8	4	4	6	6	4	8	6	7	9	9	10	11	9	9	10	13	13	14	14	17	16	18	16	17	18	18	19	19	19	21	21	23	22	21	21	20	22	21	24	24	27	28	25	26	0	1	1	2	11	1	6	4	3	4	6	6	2	1	2	11	11	4	13	15	13	14	17	13	23	20	24	26	27	26	29	30	26	33	0	33	34	30	35	30	36	48	46	39	38	39	40	38	48	44	49	54	48	53	1	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1	1	2	1	3	2	2	2	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	2	3	2	1	1	1	1	1	2	2	2	1	1	2	1
72500	-315.060777158474025	-321.916265109433425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597628056451490	-1	1	2	3	4	1	3	4	6	7	3	5	7	5	5	8	6	7	8	9	10	9	9	10	12	12	11	14	15	14	14	17	16	15	17	18	18	19	19	21	20	23	22	21	22	21	22	22	24	25	26	28	25	28	0	1	1	2	11	1	6	1	3	2	6	6	14	2	4	11	11	4	10	13	20	15	17	2	23	22	13	20	27	26	27	33	20	30	0	34	33	33	35	33	36	45	46	39	38	39	41	38	48	44	49	42	48	53	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	2	1	2	1	4	2	2	2	2	2	1	2	1	4	1	1	1	1	1	1	2	2	1	1	1	3	1	1	2	1	2	2	2	1	1
73000	-283.224724478497535	-290.080212429456935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816095205520703	-1	1	2	2	4	2	4	3	4	9	5	6	7	7	4	6	6	7	6	8	8	10	9	10	11	12	13	14	14	16	16	17	15	16	17	18	18	19	20	20	20	22	22	20	21	21	23	21	24	24	28	25	27	28	0	1	1	2	6	1	6	1	3	19	5	6	19	2	4	11	11	15	4	13	13	13	17	21	23	20	24	20	27	33	29	34	26	33	0	33	30	32	35	36	36	48	46	35	38	39	41	38	42	46	49	42	52	53	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1
73500	-323.557253900680394	-330.412741851639794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575283929473231	-2	1	2	3	3	0	2	3	6	9	4	6	6	6	6	7	6	7	8	7	11	10	10	9	11	12	13	14	13	16	17	18	17	17	17	18	19	19	18	19	22	24	22	21	21	19	23	21	23	24	27	28	27	28	0	1	1	2	6	1	6	1	3	14	5	6	1	2	4	5	11	15	14	4	20	19	17	9	23	15	24	26	13	26	27	30	30	20	0	33	34	30	35	34	36	32	46	39	34	39	41	38	48	44	49	48	42	42	1	2	2	1	2	1	1	2	2	1	1	4	4	2	2	2	1	1	1	2	1	1	2	1	1	3	2	1	4	2	3	1	1	6	1	1	1	2	1	1	2	4	2	1	2	1	1	2	1	2	2	3	1	2
74000	-283.337111685483478	-290.192599636442878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720267128328884	-1	1	2	3	4	1	3	2	6	8	5	5	6	6	5	7	7	8	8	9	11	9	9	9	11	12	13	13	15	14	17	17	17	16	18	17	18	19	19	18	20	24	22	21	21	21	22	22	21	24	25	28	26	27	0	1	1	2	6	1	6	1	3	13	5	6	4	2	4	11	11	14	14	14	13	13	17	10	17	20	14	20	27	28	29	34	34	30	0	34	34	32	35	36	36	48	46	39	38	39	41	38	38	44	49	54	48	53	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1
74500	-323.829368427953682	-330.684856378913082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693517395554357	-1	1	1	3	4	1	3	2	6	7	5	5	6	6	5	8	6	6	7	7	11	10	9	9	10	10	13	14	15	16	17	18	16	17	18	18	19	21	19	19	20	23	21	21	20	20	22	21	23	23	26	28	25	28	0	1	1	2	6	1	6	1	3	4	5	7	4	4	4	11	5	15	14	14	24	19	17	4	23	20	24	26	27	24	29	30	26	33	0	33	33	45	35	30	33	48	46	39	30	39	36	32	30	44	49	53	48	53	1	1	1	1	3	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	3	1	1	3	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	4	2	1	2	3	2
75000	-277.464062166708857	-284.319550117668257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826563174958660	-2	0	0	3	3	2	3	2	7	8	5	5	6	6	5	7	7	7	8	8	9	10	9	9	12	12	12	13	14	14	16	18	16	16	16	18	19	20	19	20	22	23	21	21	21	22	24	22	24	24	27	26	25	27	0	1	1	2	6	2	6	2	4	13	5	7	2	15	4	11	11	13	13	14	13	14	17	13	23	20	24	20	27	26	29	34	30	30	0	33	30	32	35	36	40	48	39	39	38	43	41	38	48	44	49	53	42	53	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1
75500	-323.436356724064353	-330.291844675023754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593120334029157	-1	1	1	2	4	2	3	4	5	7	5	5	7	6	5	8	7	7	7	9	11	10	9	10	12	13	13	14	14	15	16	16	17	16	18	18	19	19	19	19	21	23	20	21	21	22	23	21	22	24	27	28	23	27	0	1	1	2	6	3	6	4	3	2	5	6	14	4	1	17	11	4	9	15	19	6	17	14	23	20	21	20	10	26	27	28	34	30	0	32	32	33	35	33	33	48	39	39	38	43	41	32	48	39	49	42	48	42	1	1	2	1	1	1	1	1	2	3	1	1	1	2	3	1	2	2	1	1	2	4	1	2	2	2	1	3	3	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	2
76000	-254.973691151296094	-261.829179102255466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.870284656830398	-1	1	1	3	4	2	3	3	6	7	5	5	6	6	5	7	6	7	7	8	10	10	8	9	11	12	12	14	14	15	16	16	16	17	17	18	19	19	19	20	21	23	21	21	20	21	22	22	24	25	27	27	25	27	0	1	1	2	6	2	6	1	3	4	5	7	4	4	4	5	11	15	13	13	24	14	17	10	23	20	24	26	27	26	29	30	30	30	0	33	34	32	35	36	36	48	39	39	38	39	41	38	48	44	49	48	48	53	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1
76500	-278.799293366906738	-285.654781317866139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728032998020616	-1	1	3	2	3	1	3	4	5	8	4	5	7	7	5	8	6	6	9	9	10	7	9	9	11	13	14	15	15	17	16	17	17	15	18	18	19	19	19	19	20	23	20	21	21	22	23	22	24	24	27	25	26	27	0	1	1	2	6	1	6	1	3	18	5	6	15	4	4	11	11	15	14	14	13	15	17	22	23	10	26	26	27	34	29	34	34	26	0	33	34	30	35	36	33	48	39	39	38	43	36	45	48	44	49	42	52	53	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1
77000	-320.368636173503830	-327.224124124463231	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661523555478464	-1	0	2	2	2	1	3	4	6	8	4	5	4	6	6	8	6	7	9	9	10	11	9	8	12	12	14	14	13	16	17	17	15	15	17	19	19	19	19	20	20	24	21	21	21	22	24	21	23	23	26	27	26	27	0	1	1	2	6	1	6	3	3	4	5	6	4	4	13	17	11	2	10	18	3	14	17	1	17	14	29	20	26	34	29	33	22	26	0	33	34	32	35	30	36	48	39	39	38	43	33	38	48	35	49	53	42	53	1	1	2	1	1	1	1	1	2	3	1	2	1	2	1	1	1	3	1	1	6	2	1	4	3	3	1	2	1	1	3	2	2	1	1	2	3	1	1	1	1	1	1	1	2	1	3	1	1	2	2	1	1	1
77500	-298.587650949762917	-305.443138900722317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698162138639201	-1	1	2	0	3	2	3	3	6	9	4	5	4	6	6	5	6	6	8	8	7	8	8	9	12	13	13	15	11	15	16	17	17	17	18	18	18	20	19	21	22	23	22	21	21	21	23	22	23	25	26	28	26	27	0	4	1	1	6	1	6	1	3	14	5	6	4	2	13	11	11	2	13	14	13	9	17	21	23	20	29	26	9	26	27	26	30	30	0	33	33	30	35	36	36	32	46	39	38	39	41	38	38	44	49	48	42	53	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	2	2	2	2	2	1
78000	-288.136378616227319	-294.991866567186719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775443451212598	-1	1	2	0	5	1	3	3	5	8	3	3	5	6	6	7	6	8	8	8	10	9	9	9	11	11	13	14	11	16	16	17	16	14	17	18	19	19	19	18	21	24	21	21	21	22	22	20	23	24	28	27	25	26	0	4	1	1	11	1	6	1	3	14	6	6	2	4	13	11	5	15	13	14	19	13	17	14	23	20	29	26	24	34	29	30	34	26	0	33	33	32	35	34	36	48	39	39	38	43	41	38	48	44	49	42	42	53	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1
78500	-304.250899994064980	-311.106387945024380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628130322482493	-1	1	1	0	4	2	3	3	5	8	5	3	6	6	6	7	6	5	9	7	9	8	9	9	11	13	14	14	12	15	17	17	16	16	17	18	19	19	19	20	21	23	22	21	21	21	22	22	23	24	27	28	26	27	0	4	1	1	6	1	6	1	3	18	6	6	3	4	2	11	11	2	22	2	22	13	17	20	23	14	29	13	14	26	29	30	30	30	0	33	34	32	35	33	36	48	46	39	38	39	36	38	48	44	49	53	42	53	1	1	1	1	1	2	1	2	2	2	2	1	2	4	2	1	1	2	1	2	1	1	2	1	1	3	1	4	3	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	3	1	2	1
79000	-300.860802949153765	-307.716290900113165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695984794973639	-1	1	2	0	5	2	3	4	7	7	4	5	7	6	5	7	6	8	7	9	11	8	8	8	11	12	13	14	14	15	17	17	16	15	17	17	18	20	19	19	21	21	22	21	22	21	23	22	22	24	28	27	26	28	0	4	1	1	11	4	6	1	3	14	7	6	14	2	2	11	11	15	14	13	9	13	17	14	17	14	24	20	27	26	29	33	30	20	0	34	30	30	35	36	40	38	46	39	38	39	41	42	38	44	49	48	42	53	1	1	2	1	1	1	1	2	3	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	2	2	2	1	2	2	1	1	3	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	2	3	2	2	1
79500	-314.020668677915296	-320.876156628874696	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565149027768980	-2	1	2	2	5	2	4	4	6	8	4	5	6	7	5	7	7	8	9	8	11	10	8	9	9	11	13	14	14	16	16	18	16	16	17	19	19	21	19	20	20	24	22	20	21	21	23	22	23	24	28	28	26	28	0	1	1	2	11	2	6	1	3	15	6	7	1	1	2	11	11	4	10	2	10	18	17	15	23	20	24	26	27	20	27	33	26	26	0	30	30	34	35	36	33	30	46	39	34	39	38	32	48	39	49	48	48	53	1	2	2	1	1	1	2	3	2	2	1	1	4	4	2	1	1	3	1	2	2	1	1	2	1	2	2	2	1	4	2	1	2	2	1	1	2	3	1	1	2	4	1	1	2	1	1	2	1	2	3	3	2	1
80000	-305.016956101732433	-311.872444052691833	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647134306812594	0	1	2	3	5	2	4	3	5	8	3	6	6	6	5	8	7	6	8	8	10	9	9	9	11	11	11	14	12	16	16	18	16	16	18	18	19	20	19	20	22	21	22	21	20	21	23	22	23	24	28	27	25	27	0	1	1	2	11	1	6	1	8	4	6	6	4	4	4	11	11	15	14	13	24	14	17	10	23	10	24	20	27	10	27	30	26	26	0	34	30	30	35	33	36	38	46	39	30	39	40	42	42	44	49	48	42	53	1	1	1	1	1	1	1	2	1	3	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	4	2	1	2	3	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2	3	2	2
80500	-294.490780176426142	-301.346268127385542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763711883323962	0	1	2	3	4	2	4	3	6	9	5	6	6	6	5	8	6	8	7	9	10	7	8	9	11	12	13	15	15	16	15	17	16	14	17	18	19	19	19	21	21	22	22	21	21	20	23	23	24	25	26	26	26	27	0	1	1	2	6	1	6	1	3	19	5	6	2	2	2	11	11	14	14	13	22	4	17	14	23	20	14	26	27	34	27	30	34	20	0	33	30	32	35	33	33	38	46	39	38	39	41	42	42	44	49	48	42	53	1	1	1	1	1	1	1	1	2	1	1	2	4	2	2	1	1	1	1	2	2	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	2	2	1	1	1	1
