step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
5000	-529.461320034353548	-536.316807985312948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.266110627325705	2	4	4	5	8	10	9	12	15	12	12	14	15	16	16	20	16	18	17	16	17	19	18	18	19	17	19	18	18	21	20	20	19	20	21	23	22	22	23	22	21	23	24	25	25	26	25	25	23	26	27	27	26	26	28	26	30	27	28	31	30	31	30	33	31	33	33	34	33	33	33	35	38	40	0	1	1	1	1	1	3	2	11	1	4	7	6	1	5	1	1	13	12	9	6	14	15	6	19	7	26	7	3	22	24	26	29	28	1	27	19	41	25	25	1	14	33	43	5	49	39	1	26	47	45	54	21	5	28	41	8	45	45	57	1	42	54	1	59	1	29	52	60	1	62	1	42	59	1	1	1	3	2	4	3	4	2	6	2	2	2	7	5	8	7	1	1	1	4	2	1	3	1	4	1	3	7	1	1	1	1	1	11	1	2	1	2	2	11	4	2	1	9	2	1	12	3	1	1	1	4	8	5	2	11	1	2	1	10	4	3	15	2	15	6	4	1	14	2	15	6	7
5500	-457.017244974332527	-463.872732925291928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.207398812238504	2	3	5	6	7	10	11	12	14	11	13	14	15	17	15	18	15	18	18	16	17	17	19	17	19	17	18	19	20	18	20	20	18	19	20	24	22	21	22	22	22	25	24	25	23	24	26	25	25	25	26	26	24	26	27	26	29	28	28	30	30	30	29	32	32	31	34	33	34	34	34	34	37	41	0	1	1	1	1	4	2	4	8	1	6	6	2	1	5	1	1	3	4	12	6	1	1	13	9	15	4	17	27	15	16	24	24	27	1	29	15	30	9	32	1	36	40	26	1	27	24	1	33	28	53	38	16	14	45	50	27	14	29	55	36	42	31	1	61	1	60	65	61	1	54	1	68	71	1	1	2	2	2	2	4	3	1	5	1	2	5	6	4	7	8	6	7	1	5	7	7	1	3	1	5	2	1	2	1	2	1	1	8	4	4	2	4	1	14	1	2	2	9	2	5	13	4	2	1	2	3	4	2	1	4	6	4	2	4	1	5	15	1	14	1	1	3	12	3	16	2	3
6000	-476.009867651986951	-482.865355602946352	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.247924308036546	2	3	4	4	8	10	11	12	14	12	12	15	14	16	14	19	14	19	17	17	18	20	18	17	19	19	16	19	18	21	20	21	19	18	21	23	22	23	22	22	22	24	24	24	25	26	25	25	25	26	27	27	26	27	27	26	29	28	28	31	31	29	31	32	29	33	32	34	35	34	32	35	37	41	0	1	1	2	1	1	5	6	11	1	5	4	10	5	1	9	6	9	10	5	17	1	1	9	19	3	1	27	10	11	19	10	15	11	1	28	15	32	31	34	1	22	25	34	40	32	29	1	5	38	23	34	8	42	14	20	14	22	45	43	42	56	41	1	54	49	47	36	22	1	28	1	56	67	1	1	2	1	3	4	1	2	1	5	1	6	2	3	5	3	3	2	2	4	2	9	8	2	1	7	7	2	4	6	1	5	3	3	10	2	4	1	1	3	12	2	2	4	3	3	3	9	7	1	6	5	6	2	6	6	6	6	1	4	4	2	5	15	1	4	3	6	7	14	7	16	5	4
6500	-454.804031646902729	-461.659519597862129	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.267998773530808	2	3	3	6	7	11	12	12	13	13	13	15	15	16	15	19	14	18	17	15	16	19	18	18	20	19	17	18	19	20	20	20	19	19	19	23	22	21	22	23	23	24	25	24	26	25	23	25	26	26	25	27	25	26	27	26	28	29	29	27	30	30	29	31	32	33	33	34	34	35	35	35	36	40	0	1	1	1	1	1	5	6	2	1	3	7	7	17	1	17	1	14	1	5	7	1	1	4	9	21	13	21	9	1	35	27	18	4	1	25	13	33	28	29	1	30	30	21	14	40	31	1	34	46	42	44	26	34	25	51	49	40	44	48	43	27	57	1	18	42	61	40	48	1	50	1	51	70	1	1	1	2	2	5	2	1	5	6	5	1	2	2	5	2	7	2	7	4	2	8	8	3	2	1	1	1	3	8	1	2	1	6	9	2	3	1	2	2	10	2	3	4	4	1	2	8	4	1	1	2	5	4	3	1	1	3	2	1	2	7	1	15	7	6	1	7	4	13	7	16	5	2
7000	-488.617719816021292	-495.473207766980693	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.242712328124354	1	3	3	6	8	10	11	12	14	13	13	12	15	16	16	20	15	18	17	16	17	19	19	18	19	19	19	17	19	18	20	20	18	20	21	22	23	21	23	22	19	24	25	24	23	26	25	26	25	27	27	27	26	27	26	26	27	26	28	30	28	31	31	31	33	31	34	34	33	33	32	36	38	40	0	1	1	1	1	5	6	6	7	1	2	6	12	1	9	12	8	14	1	13	10	1	10	6	2	6	21	17	20	1	26	8	28	33	1	21	16	4	1	11	1	36	35	18	1	35	35	14	31	23	8	13	31	40	36	19	35	13	10	54	39	10	59	1	29	48	5	52	51	39	47	1	71	60	1	1	1	2	4	1	1	1	2	6	4	1	1	9	1	3	2	1	7	1	2	9	3	4	7	6	1	1	2	7	1	4	1	1	10	3	1	6	11	5	8	2	2	3	9	2	2	5	2	5	7	6	3	2	2	4	3	6	8	1	1	8	2	16	5	2	11	4	3	5	3	15	4	5
7500	-484.381941315106758	-491.237429266066158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.257151760814096	1	3	5	4	7	11	11	12	15	12	13	15	15	16	17	20	15	17	17	17	17	20	18	19	20	18	18	19	19	20	19	20	19	18	20	20	22	21	22	21	21	24	24	24	25	25	24	25	25	26	27	28	26	27	27	24	27	28	28	30	29	30	30	32	33	29	34	35	35	35	33	35	38	41	0	1	1	1	4	1	1	6	11	5	4	6	10	7	7	23	7	17	1	10	13	1	9	26	9	15	9	12	21	15	8	31	10	14	1	9	27	21	11	25	1	34	12	20	1	40	36	25	21	39	7	18	25	38	40	23	53	13	37	59	42	1	52	1	24	1	57	54	39	35	61	1	70	57	1	1	2	3	1	4	5	1	1	2	6	2	1	2	3	1	2	1	7	3	1	9	1	1	2	1	1	2	1	2	4	1	3	1	10	2	2	2	4	1	11	3	4	4	11	3	2	3	4	2	9	6	3	4	3	4	1	7	3	1	3	14	1	12	6	11	5	3	5	5	2	18	2	7
8000	-459.275786238796911	-466.131274189756311	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.301927807201907	2	4	5	5	7	10	12	11	14	13	13	14	14	17	15	20	16	18	18	16	17	19	17	18	19	19	17	18	19	21	19	20	20	19	20	23	23	21	22	21	21	24	24	24	24	25	26	26	25	26	25	27	23	27	27	25	29	28	27	31	30	30	29	31	32	32	34	33	34	34	32	36	36	39	0	1	1	1	1	5	3	6	8	1	7	6	6	1	1	15	13	6	6	12	11	10	5	13	15	8	6	12	21	13	18	11	11	12	1	28	10	29	33	29	1	25	39	22	5	53	44	27	33	40	17	26	14	30	46	53	22	16	43	54	36	1	26	31	63	36	66	48	48	63	41	1	70	68	1	1	1	3	2	1	4	1	1	6	1	2	2	7	6	4	1	3	3	1	2	3	4	2	3	3	4	2	1	3	1	4	4	2	9	2	5	1	1	1	8	2	1	3	9	1	1	3	4	2	5	4	3	3	2	1	4	4	2	2	4	15	6	4	1	6	1	3	5	3	5	18	1	3
8500	-455.132541962869425	-461.988029913828825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.301146398332290	1	3	5	4	7	11	11	11	15	12	13	13	14	16	16	19	15	18	17	16	17	19	18	16	19	18	17	18	18	21	20	19	19	20	21	24	22	22	22	23	23	24	24	23	25	25	25	25	26	27	26	26	24	26	27	24	30	28	28	28	30	30	29	31	33	32	34	34	35	35	32	36	37	39	0	1	1	2	1	1	4	4	11	1	7	5	10	1	7	7	10	20	13	2	13	13	1	6	27	15	17	9	12	7	3	26	24	23	24	20	19	31	23	15	1	23	18	12	1	53	28	18	43	46	47	43	23	41	22	37	53	54	48	53	48	1	42	45	66	64	71	48	56	48	54	1	69	60	1	1	2	1	2	6	3	2	1	4	1	2	1	6	2	4	1	1	2	7	1	3	8	2	2	2	1	2	3	5	9	1	1	2	2	4	2	1	2	3	10	3	3	5	11	1	4	4	1	1	1	1	3	2	4	1	2	1	2	2	2	15	2	3	1	1	1	6	5	4	3	17	1	4
9000	-440.966143789173032	-447.821631740132432	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.319038385954095	1	4	4	5	8	10	11	11	14	11	13	14	12	15	16	20	15	18	17	15	17	20	18	17	18	18	18	17	20	19	20	21	17	19	20	23	23	21	22	22	21	24	24	24	25	25	25	25	25	26	26	27	27	27	27	25	30	28	28	31	31	30	30	33	33	32	33	33	33	31	35	35	37	40	0	1	1	1	4	5	2	4	6	1	5	11	10	1	1	26	11	7	6	10	9	25	8	13	8	17	21	8	21	23	11	15	7	26	21	9	18	21	30	12	1	29	32	39	1	14	40	29	41	40	32	50	46	51	27	22	51	49	36	48	42	1	37	61	61	48	61	70	36	36	67	1	68	65	1	2	1	2	1	1	4	3	2	4	2	1	1	10	6	2	1	5	4	2	1	1	4	3	3	2	1	4	1	1	3	4	3	1	1	5	2	1	1	4	8	2	1	1	12	7	1	4	3	2	2	1	1	1	5	3	2	1	3	3	3	14	3	2	2	3	1	1	6	4	1	17	2	3
9500	-441.615772458110371	-448.471260409069771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.273006010595552	2	4	5	6	7	9	10	11	14	12	13	15	15	16	16	20	15	19	17	17	17	19	18	19	19	17	18	18	17	21	20	21	18	20	20	24	21	23	22	22	21	24	24	22	22	23	26	25	25	26	26	27	27	25	27	24	29	29	28	31	31	30	31	32	32	33	33	32	35	32	34	35	37	40	0	1	1	2	1	5	4	6	8	1	8	11	9	1	1	24	10	21	15	17	13	12	1	11	29	2	21	2	5	24	27	18	9	23	18	26	18	25	13	29	1	34	37	22	1	26	42	42	4	43	36	48	26	42	38	33	43	32	48	47	54	1	46	48	62	42	54	42	66	61	63	1	66	63	1	1	2	1	2	1	2	1	1	6	1	1	1	6	7	1	2	1	1	1	1	3	9	3	1	7	1	6	4	1	1	1	3	2	1	5	1	3	3	3	11	2	2	1	10	5	1	1	12	2	1	1	4	1	2	4	3	4	1	2	3	13	4	4	1	5	2	4	1	1	1	18	2	6
10000	-459.422036437022314	-466.277524387981714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.318225620351714	2	3	5	6	6	10	11	11	14	12	13	15	14	16	15	18	16	18	17	15	16	19	18	18	19	18	18	17	20	21	18	20	19	19	21	21	22	23	22	21	23	25	24	23	25	23	25	25	26	26	26	28	26	27	26	26	29	29	29	30	30	31	28	33	31	31	33	34	34	35	34	35	37	40	0	1	1	1	1	1	4	5	11	1	6	7	2	7	6	9	1	2	1	13	12	1	7	9	20	15	15	21	19	18	9	18	17	18	18	12	33	21	30	27	1	27	38	18	1	34	32	7	46	19	43	42	46	51	41	45	46	29	40	38	42	1	18	36	59	36	61	64	66	36	67	1	42	73	1	1	1	2	2	5	2	2	1	4	1	2	4	3	2	2	7	7	7	1	1	10	3	2	1	1	2	1	1	1	1	1	1	1	1	2	2	3	1	2	10	4	1	2	12	3	3	5	2	4	1	1	2	1	2	1	3	8	4	4	1	14	6	7	1	4	1	1	1	7	1	18	8	1
10500	-504.603447861736299	-511.458935812695699	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.242431028536372	2	3	4	5	6	10	11	11	15	12	14	14	15	17	16	19	15	19	18	15	16	20	15	17	17	17	18	19	19	20	19	18	19	20	21	23	22	23	21	21	22	24	22	24	25	26	25	25	26	27	25	28	25	26	27	26	30	29	26	31	30	30	29	33	32	32	33	35	33	35	34	35	38	40	0	1	1	1	1	1	3	5	1	1	5	6	8	11	1	10	7	9	7	11	8	1	11	9	23	13	20	23	14	9	25	24	24	20	1	18	19	43	23	11	1	27	15	8	1	22	31	21	37	39	7	22	38	15	40	14	53	51	34	52	43	1	29	61	51	61	42	48	48	69	55	1	69	38	1	1	2	1	1	3	3	3	4	5	3	3	2	2	6	3	2	3	3	1	2	10	1	1	1	1	3	2	1	3	1	1	1	2	8	3	1	1	3	3	10	2	4	6	10	4	3	5	3	3	9	4	2	6	3	4	2	2	2	2	4	15	6	1	4	2	5	5	5	1	3	17	4	8
