step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39
65000	-237.337669305316837	-235.793056436501814	-1.544612868815019	0.000246364987484	0.000065790695563	0.267045639214472	0.756165113817585	2	0	1	4	3	3	5	5	6	7	6	6	8	6	8	8	9	9	9	9	12	12	13	11	15	12	14	16	16	16	19	21	22	23	24	27	26	26	29	3	0	2	2	2	1	2	6	5	9	7	6	7	5	10	7	10	7	9	7	10	16	26	9	22	20	22	25	22	27	25	0	0	33	33	34	35	35	36	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1
65500	-248.285515772925720	-246.629516078002837	-1.655999694922897	0.000219363342917	0.000047837675177	0.218075064596580	0.641397137815903	2	0	1	3	2	4	6	6	5	7	7	7	9	7	9	8	8	8	12	9	11	11	13	10	17	12	15	13	15	17	17	20	22	24	24	26	26	27	30	3	0	2	2	2	3	5	6	5	9	5	8	7	7	10	7	10	14	7	7	15	15	20	7	28	24	15	22	22	29	29	0	0	33	33	34	35	35	34	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	4	2	1	1	2	2	2	2	3	1	2	1	2	1	1	1	1	1	1	2	3
66000	-238.981414077917549	-237.495379287695727	-1.486034790221809	0.000206841269966	0.000063051076018	0.304828316075116	0.720083133589817	2	0	1	3	4	3	6	6	6	7	8	7	8	7	9	8	9	8	10	10	10	12	14	10	15	10	14	16	15	16	18	20	22	24	23	26	25	27	29	3	0	2	2	2	3	5	6	5	7	7	8	9	9	10	7	10	14	13	18	9	17	26	18	22	18	22	27	27	27	29	0	0	33	33	34	35	35	36	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
66500	-222.879867654419201	-221.312291435392467	-1.567576219026744	0.000207547458241	0.000052935376545	0.255051914359414	0.822354414624035	2	0	1	3	3	3	5	7	7	7	7	5	9	7	7	8	9	8	11	8	11	11	13	10	17	13	13	16	15	17	18	21	23	24	24	26	27	25	30	3	0	2	2	2	1	5	12	5	5	7	6	7	7	7	15	15	14	13	14	17	16	20	14	29	9	22	29	27	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2
67000	-225.794245478853099	-224.325114272833417	-1.469131206019681	0.000180837716324	0.000057589979168	0.318462212081624	0.838477103021898	2	-1	1	2	4	3	7	6	6	7	8	8	9	6	8	9	9	8	11	9	11	12	14	9	16	12	15	16	14	17	18	21	23	24	24	25	26	27	28	3	0	2	2	2	3	9	6	5	14	7	6	14	5	10	10	15	14	13	18	10	16	26	18	29	20	22	29	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2
67500	-226.602971592715193	-225.086663912420192	-1.516307680295002	0.000206166283429	0.000058506951293	0.283785254891770	0.748007803702967	2	0	1	4	3	3	5	6	5	7	7	8	8	7	9	9	8	9	10	9	11	12	12	11	16	13	14	15	15	15	18	18	23	24	24	27	27	26	29	3	0	2	2	2	3	5	6	5	5	7	8	9	4	10	11	11	14	13	14	10	16	20	14	27	23	22	22	22	27	25	0	0	33	33	34	35	35	36	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
68000	-237.752482729086950	-236.129741849788758	-1.622740879298205	0.000234454979747	0.000054058837656	0.230572358558599	0.778392746293383	2	0	1	3	4	3	6	6	7	7	6	5	7	7	9	8	8	9	9	9	10	10	10	10	13	13	15	16	14	17	18	20	22	24	24	26	26	26	28	3	0	2	1	2	3	5	12	7	5	5	6	7	5	7	10	7	14	10	10	10	5	20	18	22	23	25	25	25	27	28	0	0	33	33	34	35	35	34	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
68500	-246.939258559471170	-245.333588172018096	-1.605670387453075	0.000236427311662	0.000056172628610	0.237589423212856	0.809435797371026	2	0	1	2	3	2	5	6	6	7	7	4	8	8	9	8	8	9	11	9	12	12	13	11	16	13	14	16	15	18	18	19	22	24	24	26	27	26	30	3	0	2	2	2	3	5	12	7	5	7	6	9	10	17	5	7	14	16	10	16	16	18	20	22	10	16	29	22	25	28	0	0	33	33	34	38	35	36	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	2	1	2	2	2	1	2	2	4	1	1	1	1	1	1	1	1	1	1	2	1
69000	-243.553942006354987	-242.017395240119612	-1.536546766235375	0.000182404019738	0.000049536295355	0.271574581669793	0.739663128906085	2	0	1	2	3	4	5	6	6	7	7	7	9	8	8	9	9	9	10	9	12	11	14	10	16	11	13	16	13	17	19	19	23	24	25	25	26	26	29	3	0	2	2	2	3	5	6	5	5	5	8	10	9	10	10	15	14	13	14	15	10	26	14	15	20	22	29	22	27	22	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	6	1	1	1	1	1	4	1	1	1	1	1	1	1	2
69500	-276.814702323298036	-275.384182615301597	-1.430519707996432	0.000229860401197	0.000082130524468	0.357306104227392	0.658902789384454	2	0	1	4	4	3	4	6	7	6	7	5	9	7	10	8	9	8	11	10	11	11	14	11	17	12	14	15	14	17	18	21	22	24	23	26	26	25	28	3	0	2	2	2	3	2	12	10	7	5	6	7	5	4	11	5	5	9	17	7	17	20	17	27	20	22	29	16	27	29	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	1	1	1	2	1	2	2	2	1	1	2	2	1	3	1	2	1	2	2	1	1	3	2	2	1	1	1	1	2	2	1	1
70000	-243.960627109965856	-242.413691126621700	-1.546935983344163	0.000247233876649	0.000065708238754	0.265773605320934	0.709926640816100	2	0	1	4	3	4	5	6	6	7	5	6	8	7	10	8	9	8	11	9	12	12	12	11	16	10	15	14	15	17	19	20	22	24	25	26	26	27	29	3	0	2	2	2	3	5	6	7	5	4	6	5	4	16	9	7	14	10	18	15	16	26	14	29	9	22	22	28	28	25	0	0	33	33	34	35	35	36	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2
70500	-231.357408944725165	-229.809829701038154	-1.547579243687008	0.000228499562598	0.000060649235309	0.265423857356078	0.757346740441469	1	-1	2	3	3	4	6	5	5	7	7	8	9	7	9	9	10	8	10	9	11	11	13	11	17	11	15	13	15	14	19	20	22	24	24	27	26	26	29	2	0	1	2	1	3	9	6	5	7	5	6	5	9	10	10	15	5	7	14	15	16	26	18	29	13	22	22	22	22	25	0	0	33	33	34	35	35	34	1	1	1	2	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
71000	-257.137380338988180	-255.626450485291230	-1.510929853696947	0.000214348423606	0.000061573190188	0.287257490175035	0.713993968126697	2	0	1	2	3	3	6	6	6	8	7	7	8	7	9	7	9	8	12	9	11	10	14	12	17	13	14	16	16	17	18	20	22	24	24	26	27	27	30	3	0	2	2	4	3	5	6	5	16	9	6	9	9	14	5	7	9	13	9	15	16	26	20	27	22	22	27	27	22	29	0	0	33	33	34	35	35	34	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	2	4	1	1	1	1	1	1	2	2	3
71500	-229.815164575697708	-228.385444272174595	-1.429720303523117	0.000148655700435	0.000053258360080	0.358266517358489	0.883502302938506	2	0	1	2	2	3	5	5	6	8	7	7	8	7	9	9	10	9	12	10	11	12	11	12	17	13	14	15	16	17	18	20	22	23	24	27	26	26	29	3	0	2	2	2	3	5	6	7	7	9	6	9	9	10	10	10	14	13	14	15	16	18	18	22	23	22	27	22	28	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1
72000	-238.811359798309127	-237.197289191121200	-1.614070607187934	0.000250463549718	0.000058628644507	0.234080546143017	0.756538595371172	2	0	1	4	4	3	7	7	6	7	7	5	9	8	9	8	9	9	11	10	12	12	13	11	16	12	14	16	16	18	18	21	22	23	25	26	26	27	28	3	0	2	2	2	3	4	12	5	5	4	6	10	9	5	10	10	14	7	14	15	16	20	14	27	7	22	22	22	29	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	1	3	1	2	2	1	1	1	1	1	1	2	1	1	1
72500	-237.667330270257111	-236.178385537331792	-1.488944732925323	0.000207847568649	0.000062901574549	0.302633198734256	0.701777084232703	1	0	2	2	3	4	5	6	6	7	8	8	9	7	9	7	8	9	11	9	12	12	13	10	16	12	13	16	14	16	18	19	22	23	23	25	27	26	29	2	0	1	2	2	3	5	6	5	7	9	6	16	9	16	7	10	14	13	14	17	16	26	20	29	20	22	27	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	2	1	3	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2
73000	-227.274989363559342	-225.796456049197332	-1.478533314362001	0.000184764074985	0.000057403260154	0.310684098947338	0.720596042650486	1	0	2	2	4	3	7	5	6	7	8	8	8	7	10	8	9	8	10	9	11	11	14	11	16	12	15	14	13	17	19	20	21	24	23	26	25	25	29	2	0	1	2	2	3	9	6	5	5	5	8	9	5	17	10	7	5	13	14	15	16	26	14	29	20	29	29	22	27	28	0	0	33	33	34	35	35	34	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2
73500	-244.895651530545734	-243.354439969963067	-1.541211560582668	0.000222601060756	0.000059864941217	0.268933764345430	0.824725849960011	2	0	1	3	2	3	7	5	6	7	7	8	9	6	10	9	9	8	11	8	12	12	10	11	14	12	15	16	16	17	18	20	22	24	24	27	27	27	29	3	0	2	2	2	3	5	6	5	4	9	6	7	4	10	9	7	14	13	9	10	9	20	20	22	23	25	25	25	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1
74000	-233.130155375120182	-231.445204804548410	-1.684950570571762	0.000215007595702	0.000044779873901	0.208271125279816	0.744787117442339	1	0	2	1	3	3	6	4	6	8	6	8	8	7	9	8	10	8	11	10	12	12	14	10	16	12	14	16	16	18	19	19	22	24	24	25	27	26	29	2	0	1	2	2	3	5	6	5	7	2	6	9	9	10	9	10	14	13	14	15	16	26	18	27	20	22	27	22	29	29	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2
74500	-235.603730572042736	-234.171547738137292	-1.432182833905445	0.000184997204781	0.000065735726942	0.355333622580306	0.771184583635340	1	0	2	3	2	4	5	6	5	7	7	8	8	7	9	7	10	8	11	10	11	11	13	11	16	12	14	15	13	17	17	21	21	23	23	25	26	25	28	2	0	1	2	2	3	4	6	5	7	5	8	9	5	10	5	15	9	13	13	16	16	26	20	29	14	29	29	22	27	28	0	0	33	33	34	35	35	34	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
75000	-240.418875921570447	-238.735184116142364	-1.683691805428081	0.000186420122985	0.000038901953854	0.208678941048258	0.822349355041355	2	-1	1	2	3	3	7	7	5	8	7	5	8	8	10	9	8	9	9	10	11	11	14	11	17	12	14	15	15	18	18	20	23	24	24	27	26	26	29	3	0	2	3	2	3	5	12	5	5	9	6	7	7	16	10	5	14	13	14	17	16	26	14	29	20	16	22	22	25	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	4	2	2	1	1	1	1	1	1	1	1	1	1
75500	-227.263388369741733	-225.804832391938845	-1.458555977802900	0.000223886724145	0.000073407180983	0.327876435116376	0.752190674200136	2	0	1	3	3	3	5	5	7	7	6	8	8	8	9	8	10	7	12	9	11	11	13	11	17	11	14	16	15	17	18	20	23	24	24	26	26	27	27	3	0	2	2	2	3	5	6	7	7	5	8	11	5	10	10	9	11	13	18	10	16	26	18	29	14	22	29	27	27	28	0	0	33	33	34	35	35	36	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
76000	-225.504781020896672	-224.030130144319514	-1.474650876577168	0.000191261855752	0.000060024403458	0.313833635158810	0.860076140558021	1	0	2	2	3	4	6	6	5	6	7	8	8	7	8	9	9	9	11	10	11	11	13	11	16	12	15	15	13	17	17	20	22	24	24	26	26	26	28	2	0	1	2	2	3	9	6	5	5	10	8	5	5	14	15	15	10	14	13	10	16	26	20	29	20	29	29	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
76500	-232.239118500202011	-230.734980759944790	-1.504137740257231	0.000217552159262	0.000063480799379	0.291795767942522	0.751775308123917	0	-2	2	2	3	4	6	7	5	7	7	8	7	6	9	8	10	8	10	9	11	11	13	11	16	12	14	16	15	16	19	18	22	23	24	26	25	27	29	2	0	1	2	2	3	9	6	5	7	7	6	9	5	10	10	15	14	13	18	15	16	26	18	27	20	22	27	27	22	25	0	0	33	33	33	35	35	36	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2
77000	-242.058067213639276	-240.613529889984420	-1.444537323654861	0.000171047797578	0.000058439686110	0.341657051056338	0.774828274972300	1	0	2	2	4	3	6	5	6	7	6	8	8	8	9	6	9	8	10	9	11	11	11	12	17	13	13	15	15	18	19	20	23	24	24	26	27	27	29	2	0	1	2	2	3	5	6	5	5	5	8	9	9	10	5	10	5	13	14	15	16	20	14	27	23	22	22	15	25	25	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	2	2	2	1	1	2	5	1	1	1	1	1	1	1	1	1	1
77500	-226.082446593266866	-224.721448281605944	-1.360998311660922	0.000170198751007	0.000094791070952	0.556943399358024	0.709057499464860	1	0	2	4	3	4	6	5	7	7	7	7	8	7	9	9	10	8	10	10	10	11	12	11	15	13	14	16	15	16	18	20	23	24	24	26	27	26	29	2	0	1	2	2	3	4	6	5	7	5	8	7	5	10	11	10	14	9	14	10	16	20	18	22	23	22	27	27	29	28	0	0	33	33	34	35	35	34	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2
78000	-223.253739905906627	-221.712436421345188	-1.541303484561435	0.000227632759837	0.000061206426161	0.268882326976805	0.790765270751172	1	0	2	2	3	4	4	6	6	8	6	6	8	8	10	9	7	8	11	10	12	12	13	10	16	12	15	15	14	16	18	20	23	24	24	26	26	26	28	2	0	1	2	2	3	5	6	7	17	5	6	9	5	10	17	5	7	13	14	15	16	26	14	29	14	29	29	22	27	25	0	0	33	33	34	35	35	34	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
78500	-236.064223706210782	-234.629111701729983	-1.435112004480790	0.000167437920469	0.000058928178795	0.351940460263545	0.670015645152588	1	0	2	4	3	4	6	5	6	7	8	7	8	8	9	9	10	6	9	8	11	12	13	11	17	12	14	15	14	18	19	19	22	24	25	26	26	27	29	2	0	1	3	2	3	4	6	5	7	7	8	5	18	10	10	10	5	13	18	17	16	26	18	29	20	22	27	22	27	27	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1
79000	-226.015734132904839	-224.536631713951948	-1.479102418952878	0.000171666277975	0.000053255935457	0.310229452661765	0.821515048267028	1	-1	2	3	3	4	6	7	6	7	7	8	8	8	9	8	8	9	10	9	10	11	12	10	15	12	14	15	16	18	18	20	23	24	24	26	27	27	30	2	0	1	1	2	3	5	6	5	7	7	8	9	7	10	10	10	14	13	14	10	16	20	18	22	20	22	27	25	27	29	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2
79500	-237.324039361550575	-235.634953123764632	-1.689086237785935	0.000158160850530	0.000032730178891	0.206942355087452	0.814835310299644	1	0	2	2	2	4	5	6	6	6	7	8	9	6	9	8	8	9	11	9	11	10	14	11	15	12	12	16	14	18	18	21	22	24	24	27	27	27	29	2	0	1	2	2	3	5	6	5	5	9	8	9	7	10	7	5	14	13	14	13	17	26	20	22	20	22	25	27	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	3	2	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	2	1	2	1
80000	-242.853431409951611	-241.038070023019088	-1.815361386932536	0.000223757867212	0.000038716174425	0.173027098028876	0.802796015978799	2	0	2	2	3	4	7	7	6	6	8	7	9	8	9	9	8	9	9	10	10	12	12	11	16	13	13	15	15	17	17	20	22	24	23	26	25	25	30	2	0	2	2	1	3	1	6	5	5	5	6	14	7	10	10	10	14	7	7	10	16	18	18	28	23	16	27	22	28	29	0	0	33	33	34	35	35	36	1	1	1	1	1	2	3	2	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2
80500	-228.336509172732946	-226.913312603122080	-1.423196569610878	0.000222114889829	0.000081388371705	0.366424654231058	0.800231825757468	2	0	1	4	3	4	5	6	6	8	6	7	8	7	7	9	9	9	11	10	11	11	13	8	16	12	13	14	14	15	18	21	22	23	23	26	26	26	28	3	0	2	3	2	3	5	6	7	15	7	8	9	9	9	15	15	7	13	14	15	16	26	14	29	20	22	27	22	22	30	0	0	33	33	34	35	35	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1
81000	-244.794913148081321	-243.384748647653851	-1.410164500427461	0.000194543551508	0.000074852467114	0.384759435786634	0.743492381153091	1	0	2	2	3	3	6	7	5	7	5	5	8	7	10	8	9	8	11	9	12	11	11	12	16	13	13	15	15	17	19	20	22	24	24	26	25	26	28	2	0	1	2	2	3	5	12	5	5	5	6	7	9	14	7	5	7	13	10	10	16	20	18	29	23	22	27	27	27	28	0	0	33	33	34	35	35	36	1	1	1	1	3	1	1	1	1	3	1	1	1	2	1	1	3	1	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
81500	-236.852245845468872	-235.390646979034273	-1.461598866434596	0.000201280505223	0.000065434089010	0.325089053894541	0.771632366690222	1	-1	2	3	3	3	5	7	6	8	7	8	8	7	10	7	9	8	11	9	11	11	11	12	16	13	15	15	13	16	18	21	22	24	24	26	25	26	29	2	0	1	2	2	1	3	6	7	5	7	8	9	9	16	7	13	14	10	14	15	16	20	18	29	23	29	29	22	27	28	0	0	33	33	34	35	35	36	1	1	1	2	2	1	1	2	1	4	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2
82000	-252.865583641728477	-251.357595168932477	-1.507988472796008	0.000172256758883	0.000049816867370	0.289201234790475	0.677325400546805	0	-1	2	1	3	3	5	5	7	8	7	7	9	6	8	7	10	9	11	8	9	12	11	11	14	13	15	16	15	17	18	20	22	23	24	26	27	27	30	2	0	1	2	4	3	5	6	7	7	5	8	9	5	14	7	10	20	9	14	10	16	20	20	22	23	22	27	22	25	29	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	2	2	1	3	1	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1
82500	-242.240332327759774	-240.674728992359860	-1.565603335399902	0.000211035472062	0.000054032319997	0.256034302994675	0.695317701159119	1	0	2	3	3	3	4	7	6	6	6	6	9	7	8	7	9	9	11	9	11	10	14	11	17	12	14	15	16	17	19	20	23	24	24	26	26	26	30	2	0	1	2	2	3	2	12	5	3	7	6	16	5	7	5	16	9	15	14	15	10	26	18	28	20	22	27	22	28	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2
83000	-237.822727081745228	-236.413849745202555	-1.408877336542661	0.000192179676364	0.000074325187706	0.386748427890488	0.819945544927106	1	-1	2	2	2	4	4	6	7	7	8	8	8	6	9	8	10	8	11	8	11	11	13	11	14	12	15	15	16	18	18	19	22	23	25	26	27	27	28	2	0	1	2	2	3	5	6	5	7	7	8	7	7	16	7	10	14	16	14	16	16	26	18	22	20	25	25	25	29	25	0	0	33	33	34	35	35	36	1	1	1	2	1	1	1	1	2	1	2	1	3	1	1	2	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1
83500	-248.036786013627250	-246.525173370805248	-1.511612642822014	0.000208519531218	0.000059805668884	0.286810873467589	0.770952420182240	1	0	2	2	3	3	6	7	5	5	7	7	9	6	9	8	10	8	11	9	12	10	14	9	17	12	15	13	15	17	17	21	22	24	24	25	25	27	29	2	0	1	2	4	3	5	6	5	5	7	6	9	9	10	10	15	14	9	18	17	7	26	18	22	20	28	22	28	29	29	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	3	2	2	2	1	1	1	1	1	1	1	1	1	2	3
84000	-242.790626399918295	-241.314379039627340	-1.476247360290948	0.000221979114285	0.000069374748395	0.312528269240501	0.722717352965310	1	0	2	2	3	4	6	5	7	7	7	8	7	7	9	8	10	8	10	10	11	10	14	11	17	13	14	15	16	18	16	20	22	24	24	26	25	26	28	2	0	1	2	2	3	5	6	7	5	7	8	7	7	9	10	10	14	9	11	20	16	26	14	31	20	22	27	22	29	27	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	3	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1
84500	-244.529667459321615	-243.083267659732371	-1.446399799589257	0.000189601144862	0.000064413043415	0.339729190251881	0.723276294054756	1	-1	2	3	4	4	7	6	6	6	8	6	9	7	8	9	9	7	11	8	11	11	11	12	16	12	14	16	15	16	18	20	23	24	24	26	26	25	28	2	0	1	1	2	3	10	6	5	5	9	6	9	5	10	15	9	5	9	5	9	20	20	14	29	23	22	27	22	27	27	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1
85000	-227.348310174780039	-225.734531911666096	-1.613778263113941	0.000172793079049	0.000040468278671	0.234200807660188	0.745737985257193	1	0	2	3	3	3	6	7	5	7	8	6	8	6	9	8	10	8	11	9	12	11	12	12	14	13	15	15	13	17	18	21	22	24	24	26	26	26	29	2	0	1	2	2	3	5	6	5	5	7	6	9	9	10	10	16	14	13	14	10	16	20	18	29	23	25	25	22	27	28	0	0	33	33	34	35	35	36	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1
85500	-238.185565450417982	-236.661845508348648	-1.523719942069334	0.000209810599426	0.000058571348788	0.279162963874583	0.801741582084753	0	-1	2	1	4	3	5	6	6	7	8	7	8	6	10	9	8	8	12	9	9	12	13	9	16	11	14	15	15	17	18	19	22	24	24	26	26	26	28	2	0	1	2	2	3	2	6	7	9	9	8	9	5	9	10	7	14	13	13	17	16	26	18	22	20	15	22	22	28	29	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	1	1
86000	-224.884131978391196	-223.194035431623178	-1.690096546768013	0.000228790204760	0.000047272702203	0.206620306375251	0.756534644970123	2	-1	1	3	3	4	5	6	6	8	7	8	8	7	9	9	8	9	11	9	11	11	13	11	17	11	13	16	14	16	18	20	21	24	23	26	26	26	28	3	0	2	3	2	3	5	6	7	7	7	8	7	9	5	10	7	14	17	14	15	16	20	18	29	20	22	29	27	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
86500	-261.661151953528247	-260.014395862795880	-1.646756090732348	0.000239877471078	0.000053110271381	0.221405833329433	0.625610302681281	1	0	2	4	3	3	5	6	6	7	8	8	8	6	9	9	7	8	9	10	11	11	14	11	16	11	13	14	14	18	19	20	22	23	24	26	27	25	29	2	0	1	2	2	3	5	6	4	5	7	6	10	7	10	17	5	14	5	14	15	16	20	14	28	10	22	22	27	28	25	0	0	33	33	34	35	35	34	1	1	1	2	2	1	1	2	1	2	2	2	1	1	1	1	3	1	3	2	1	1	2	2	1	2	1	2	1	4	2	1	1	1	1	2	1	1	3
