step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
23500	-346.844582182374040	-345.421745571170391	-1.422836611203659	0.000073269106516	0.000026881882960	0.366892463115443	0.636002283806043	0	-1	2	2	3	4	5	6	7	5	10	6	8	6	9	9	9	10	10	11	11	9	10	10	11	13	12	11	12	12	13	12	12	14	13	12	15	16	14	16	14	17	16	16	13	15	17	17	16	16	17	15	19	17	18	17	18	17	18	18	20	20	21	21	21	21	24	0	0	1	1	1	3	5	5	6	6	12	3	9	10	9	14	12	9	10	15	16	10	6	16	19	28	20	24	15	15	17	14	19	25	20	0	20	25	35	25	24	37	31	31	15	25	30	38	31	31	41	45	42	34	47	0	52	45	49	56	57	40	59	60	57	62	61	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	3	1	1	2	3	1	1	1	1	1	2	2	2	3	1	2	2	1	2	3	1	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	2	1	2
24000	-361.038989053600801	-359.393216346134977	-1.645772707465832	0.000094484640428	0.000020953512541	0.221766336267745	0.729842974488884	0	0	2	3	4	4	6	5	5	6	9	7	8	7	9	10	8	8	9	10	9	8	10	10	11	12	11	11	13	12	14	13	13	12	12	12	14	15	12	16	15	16	16	15	14	15	15	17	16	16	18	16	19	16	18	17	18	18	18	19	21	20	22	22	21	22	24	0	0	1	1	1	3	5	5	6	9	17	6	9	10	6	14	9	9	10	17	10	10	6	22	24	24	17	21	23	20	35	26	14	25	20	0	15	25	12	25	32	17	31	13	11	34	11	32	30	39	46	11	45	34	31	0	42	46	42	56	57	58	59	60	57	62	65	1	1	1	2	3	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	3	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	5	1	2	2	1	3	2	2	1	2	3	2	1	2	1	1	2	1	1	1	1	2	2	2	1	2
24500	-360.286508796728413	-358.578231112389631	-1.708277684338785	0.000078167307848	0.000015710822762	0.200989687302678	0.553211346085533	0	1	2	3	4	4	7	5	7	5	9	7	7	6	8	10	8	10	9	10	10	10	12	11	13	13	11	12	12	13	14	13	12	13	12	14	15	16	13	16	16	17	16	14	15	16	16	17	16	16	17	14	17	18	18	17	18	18	18	19	20	20	21	22	21	21	24	0	0	1	1	3	3	3	3	6	6	15	6	6	10	6	14	6	9	9	11	10	19	11	19	24	24	20	22	15	9	18	24	19	19	18	0	20	25	15	25	19	45	23	23	20	34	31	32	16	39	25	18	18	40	41	0	53	40	31	56	53	58	49	60	61	62	65	1	1	1	2	1	1	2	2	2	1	1	2	2	1	2	2	2	2	1	1	3	1	2	1	1	1	1	2	1	4	2	1	2	2	1	1	2	2	3	2	4	1	2	2	3	2	1	2	3	1	2	2	4	1	2	1	1	1	1	1	2	1	2	2	1	1	1
25000	-364.163550187948545	-362.244319224343599	-1.919230963604968	0.000086601884894	0.000013168642369	0.152059535255286	0.625408664077544	0	-1	1	2	4	4	7	5	3	6	8	4	7	5	8	9	8	9	7	10	11	9	10	10	12	12	12	13	13	13	14	12	11	11	13	11	15	16	14	17	15	17	16	16	15	15	17	17	16	16	17	15	19	16	18	17	19	17	18	19	18	20	22	22	21	22	24	0	0	1	1	1	9	5	5	1	14	6	9	12	6	9	14	12	12	12	15	16	15	17	14	34	24	20	22	23	27	23	24	22	22	27	0	20	34	30	32	24	52	31	31	27	34	31	32	37	39	24	30	42	25	41	0	52	46	37	56	39	51	59	60	61	62	65	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	1	1	3	1	1	2	2	1	2	1	2	1	2	2	2	2	2	1	2
25500	-397.123801800963292	-395.532239270806770	-1.591562530156502	0.000108962396030	0.000026558940215	0.243744091377677	0.581820345322783	-1	0	1	3	2	4	5	5	5	5	10	6	7	7	8	10	8	10	10	11	11	8	11	10	12	13	11	12	12	12	14	13	13	14	11	12	15	16	14	16	14	17	16	16	14	15	17	15	16	15	16	16	18	18	17	16	19	18	19	19	19	20	19	21	21	21	24	0	0	1	3	3	1	5	1	6	6	9	6	9	10	5	14	6	12	22	12	22	10	9	10	20	19	17	16	23	24	16	23	28	25	18	0	30	20	35	19	19	27	31	31	13	16	31	32	37	15	34	30	52	46	48	0	42	28	20	56	42	54	37	60	61	62	57	1	1	1	1	1	2	2	2	1	1	3	1	1	2	3	2	2	2	1	3	2	2	3	3	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	3	2	3	1	1	3	3	1	2	1	3	1	2	1	2	1	1	1	4	3	2	1	1	2	2	2	1	3
26000	-352.312723145739426	-350.424359742227921	-1.888363403511518	0.000082868289461	0.000013076274063	0.157795872796160	0.752473378983471	0	-1	2	2	4	4	6	6	7	6	9	6	8	5	8	8	8	10	9	10	10	9	12	11	12	11	11	13	11	13	14	12	12	14	12	13	15	14	14	16	15	18	15	14	14	16	15	17	17	16	16	15	18	16	17	17	17	18	19	19	20	20	20	21	21	23	25	0	0	1	1	3	1	5	5	6	14	15	6	9	6	12	10	14	17	13	11	17	14	17	19	24	19	11	19	6	11	30	24	19	25	27	0	20	25	11	38	24	52	23	23	11	38	23	32	43	47	34	39	20	38	41	0	52	38	49	56	42	34	59	60	57	62	61	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	2	1	1	1	1	3	1	1	1	1	2	1	2	1	3	1	2	2	2	2
26500	-396.790338207643629	-394.792245589713332	-1.998092617930288	0.000110883707206	0.000015406636595	0.138944097228229	0.522609615759627	0	1	2	2	3	3	7	5	5	6	10	6	9	5	9	10	9	8	8	10	10	10	11	10	12	11	11	11	12	12	15	12	13	14	12	13	16	16	13	17	14	16	15	15	14	15	16	17	16	13	17	17	18	17	19	17	18	18	19	19	21	20	20	22	22	23	24	0	0	1	1	3	1	5	5	6	6	6	9	6	6	6	10	5	9	6	7	15	19	20	19	26	13	13	19	6	27	23	19	28	25	13	0	35	19	15	41	24	30	30	18	27	25	30	32	44	11	25	45	47	28	12	0	31	34	49	56	52	54	49	60	37	62	61	1	1	1	1	1	2	2	2	1	2	3	1	2	1	3	2	3	2	2	1	1	1	1	1	1	1	1	2	5	1	2	1	1	1	1	1	2	5	2	2	2	3	2	4	2	2	2	3	1	2	3	2	1	2	6	1	2	2	2	1	2	2	2	2	3	2	2
27000	-356.730471051832865	-354.991886199604551	-1.738584852228334	0.000065173264054	0.000012529070155	0.192242483739826	0.564934700994639	0	0	1	2	3	3	6	5	7	5	9	4	8	6	9	7	8	8	9	10	9	7	12	10	12	13	12	11	12	12	13	12	11	14	12	13	15	16	14	15	16	16	15	14	14	15	17	18	16	16	17	17	18	17	18	17	19	18	19	19	21	20	22	21	22	23	24	0	0	1	1	3	1	5	5	12	6	9	6	12	10	13	6	12	6	22	17	16	10	18	19	19	24	11	19	1	11	15	19	24	25	20	0	23	25	23	25	19	37	23	27	20	25	20	46	45	31	46	42	42	34	31	0	52	34	49	56	57	46	49	60	61	62	65	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	3	1	1	1	1	3	1	1	2	2	1	7	1	3	2	1	1	1	1	1	2	1	2	3	1	1	1	2	2	3	1	1	2	1	1	2	2	3	1	1	2	2	1	1	1	3	2	1	2	2
27500	-370.888782063467204	-369.328208614744028	-1.560573448723168	0.000084978913986	0.000021973673532	0.258577951887655	0.599262606774859	0	0	1	3	4	4	6	6	6	6	10	5	7	6	9	9	8	10	9	11	11	9	10	11	11	12	11	13	13	12	13	12	12	14	12	14	15	15	13	15	14	17	15	16	14	15	16	18	16	14	17	16	18	16	18	17	19	18	19	19	21	20	21	21	22	22	25	0	0	1	3	3	3	5	5	6	6	17	1	6	6	9	14	13	12	14	12	10	10	15	19	19	24	17	25	13	11	18	24	19	25	18	0	11	25	18	25	24	17	31	18	11	24	30	41	11	18	34	20	11	38	18	0	52	40	49	56	52	40	59	60	61	58	61	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	3	2	3	2	1	1	1	1	1	2	1	4	1	2	1	2	2	1	1	2	2	1	2	2	5	1	3	2	2	2	2	2	2	1	1	3	1	4	1	2	1	2	1	2	3	1	1	1	1	2
28000	-358.504183901914701	-356.895033254903922	-1.609150647010766	0.000091022032807	0.000021492317032	0.236122138442862	0.637611884399837	0	0	2	1	4	3	6	6	6	6	8	5	9	7	9	8	9	8	8	11	10	10	12	11	11	13	11	12	13	13	13	12	13	13	13	14	14	15	14	16	16	17	16	15	14	15	18	18	15	14	17	16	18	18	18	17	18	19	19	19	20	20	21	22	21	22	24	0	0	1	1	3	4	5	5	12	6	6	6	12	10	3	10	10	12	10	17	16	19	15	19	19	19	17	22	15	23	23	24	24	25	17	0	27	21	30	34	45	11	31	31	13	34	37	15	30	13	38	27	45	40	20	0	52	24	49	56	57	58	59	60	42	62	53	1	1	1	1	1	1	1	1	1	2	3	1	2	1	3	1	1	2	1	2	1	1	2	1	1	2	1	1	3	1	1	1	1	1	2	1	2	3	1	2	1	3	2	1	2	1	3	5	1	2	1	2	2	1	4	1	1	4	2	1	1	1	1	2	2	1	3
28500	-380.801797565923039	-379.033269096163849	-1.768528469759206	0.000109180916533	0.000020121069988	0.184291088834630	0.581588355957264	-1	-1	1	3	4	2	7	5	5	4	9	6	7	6	8	9	9	9	8	10	10	9	11	10	12	12	11	13	11	13	14	12	12	13	12	12	15	15	15	15	15	17	16	15	13	15	17	17	17	15	17	17	16	16	17	17	18	18	18	20	19	19	22	21	21	23	25	0	0	1	3	3	1	8	3	1	6	13	3	5	10	14	14	15	5	6	17	16	9	15	19	12	24	11	32	13	20	15	19	18	24	20	0	30	25	45	33	18	53	18	23	27	25	44	24	31	31	38	53	31	46	9	0	37	19	41	56	55	54	49	60	61	40	61	1	1	1	1	2	2	1	2	4	1	1	2	2	1	1	1	1	3	2	1	1	2	1	1	2	1	1	1	2	1	4	2	2	1	1	1	1	2	1	2	3	1	3	2	1	2	1	3	2	1	1	1	1	1	6	1	1	5	1	1	1	1	3	1	1	3	4
29000	-359.800471284442835	-358.374471101361735	-1.426000183081076	0.000064239552520	0.000023309075562	0.362846169490444	0.631952126214439	0	0	2	2	4	4	6	4	6	4	10	6	8	6	8	8	9	8	9	9	10	8	11	10	12	12	11	12	12	13	14	11	13	11	11	12	16	16	14	16	14	16	17	15	14	16	18	17	15	15	18	14	18	18	18	17	18	19	19	19	21	20	21	22	22	21	25	0	0	1	1	3	3	8	1	6	1	18	6	6	10	6	14	12	12	14	12	16	10	13	19	34	19	11	19	13	27	23	19	26	19	13	0	35	25	30	25	24	52	18	30	17	24	30	32	31	30	40	30	39	46	31	0	37	28	49	56	57	34	53	60	61	58	61	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	2	2	2	1	1	1	2	1	4	2	1	2	2	1	4	1	2	3	2	3	1	1	1	1	2	1	2	1	1	3	2	1	2	4	1	2	1	1	3
29500	-355.311412218146984	-353.721242060706857	-1.590170157440134	0.000082122264388	0.000020068245597	0.244370339115262	0.631141942527150	0	0	2	3	3	4	5	5	5	5	10	6	9	7	9	9	8	8	9	10	11	9	12	10	12	13	11	13	12	12	15	11	11	13	12	14	14	16	14	16	15	15	16	15	14	15	16	16	16	15	16	16	18	18	18	16	19	18	19	20	20	20	22	22	22	23	24	0	0	1	3	1	1	5	5	3	6	17	5	6	10	12	6	6	3	18	17	16	10	11	19	24	19	18	22	18	17	15	22	19	25	13	0	11	25	30	34	34	27	23	23	11	34	13	32	30	27	34	37	37	40	31	0	52	46	49	56	57	58	49	60	61	62	61	1	1	1	1	1	2	1	1	2	1	1	1	3	1	2	1	2	3	1	1	1	3	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	2	1	2	2	2	2	1	3	2	2	3	1	1	2	1	1	1	2	2	2	2	1	1	2	2	2	2	2
30000	-326.826561930269008	-325.332180260547375	-1.494381669721645	0.000069965231779	0.000020894332607	0.298638796380164	0.664229427223272	1	0	2	3	3	4	6	5	6	5	9	7	9	7	8	9	8	8	9	10	10	10	11	10	12	12	11	12	11	11	14	13	12	14	13	12	16	16	13	16	16	15	16	15	15	15	17	17	15	16	18	17	18	17	18	15	19	18	18	19	21	20	21	21	21	22	24	0	0	1	3	1	3	5	5	6	6	9	6	6	10	6	10	9	9	14	18	14	19	13	19	24	24	20	22	12	20	23	24	19	25	17	0	35	34	20	25	24	30	31	23	35	25	31	32	23	39	46	42	45	25	31	0	52	34	49	56	57	46	59	60	57	62	57	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	2	3	2	1	1	2	2	2	1	3	1	1	2	1	2
30500	-363.768398654013197	-360.774671964992763	-2.993726689020414	0.000102693945304	0.000006112380606	0.059520360111215	0.586060516806740	-1	1	1	3	3	4	6	5	6	5	9	6	8	7	8	10	8	9	9	10	10	8	11	11	12	10	12	12	12	11	13	13	12	14	12	12	13	16	14	16	15	17	16	15	15	15	17	17	16	16	18	16	18	17	19	16	18	17	18	18	20	20	21	21	21	22	24	0	0	1	1	1	4	5	5	6	4	9	4	6	10	6	10	6	9	22	15	15	10	17	19	24	19	20	22	9	6	30	19	22	25	30	0	20	25	30	25	24	27	23	37	35	25	43	32	37	39	46	35	45	25	43	0	52	46	35	56	52	54	59	60	37	62	57	1	1	1	2	2	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	2	2	1	1	1	1	2	3	2	1	1	2	1	1	1	2	2	1	2	2	2	2	1	1	1	1	2	2	1	2	1	3	2	3	1	1	1	3	1	3	1	2	2	3	1	3
31000	-367.297800362515261	-365.449922635035477	-1.847877727479791	0.000088707287077	0.000014719030556	0.165928088220534	0.711738509121929	-1	-2	2	2	4	5	6	6	7	5	9	3	9	6	7	9	7	10	10	11	10	8	12	11	12	11	9	12	12	12	13	13	12	13	11	13	15	15	13	17	12	16	14	14	15	16	16	16	16	16	15	16	19	17	18	17	18	19	19	20	20	19	19	20	20	22	25	0	0	1	1	3	12	5	5	6	12	12	1	15	10	6	14	12	27	11	27	16	10	6	19	19	19	15	22	11	27	9	24	24	25	17	0	20	34	30	34	24	45	18	23	20	25	43	24	43	39	28	23	42	25	43	0	45	54	49	56	57	46	37	56	57	46	61	1	1	2	2	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	2	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2
31500	-351.242050334074577	-349.759170081214108	-1.482880252860442	0.000073187231884	0.000022487163735	0.307255284240699	0.636533651171148	0	-1	1	2	3	4	7	5	6	5	10	6	7	7	9	9	8	8	8	10	9	9	11	10	12	12	10	12	13	12	13	13	13	14	12	14	15	15	14	16	16	17	14	15	14	15	16	16	16	16	18	17	16	17	17	17	19	18	18	18	20	20	21	21	21	22	25	0	0	1	1	1	3	5	5	6	6	17	6	9	10	13	19	9	9	10	6	19	19	15	19	19	24	17	22	20	17	23	16	24	25	20	0	23	25	18	25	10	37	23	31	11	25	18	25	11	45	34	53	20	41	37	0	52	34	47	56	57	38	59	60	61	40	57	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	3	2	1	2	2	1	1	1	2	2	3	2	5	1	1	1	2	2	3	2	3	1	2	1	3	1	1	1	2	2	1	1	1	3	2	2	1	3	2
32000	-358.332299937940604	-356.707342758454104	-1.624957179486477	0.000089847136120	0.000020637286472	0.229693314263078	0.636737750740464	0	0	1	3	4	4	7	6	6	5	9	7	8	7	9	9	8	9	10	10	10	9	10	10	13	11	11	11	11	12	14	11	11	12	12	13	15	15	15	16	15	18	15	15	14	16	14	17	16	15	16	16	18	17	18	18	18	19	19	20	19	20	21	22	21	22	23	0	0	1	3	1	1	5	5	10	5	17	9	6	10	9	14	9	17	15	9	14	14	15	15	34	19	11	22	18	20	12	24	19	19	17	0	47	25	30	25	28	30	47	47	30	24	12	51	20	27	34	13	37	38	20	0	52	54	47	56	57	46	49	60	61	62	61	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	2	2	2	2	3	1	1	1	2	2	1	3	2	3	3	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2
32500	-334.220675364511919	-332.667638347790785	-1.553037016721124	0.000061355215787	0.000016105651586	0.262498491432091	0.660184556609613	0	0	1	2	4	3	5	6	6	5	9	5	7	6	8	9	7	10	8	9	10	9	11	11	13	13	11	12	13	12	14	12	12	12	12	12	15	16	14	16	15	18	15	14	14	15	18	18	16	15	17	16	19	17	19	18	18	17	18	20	19	21	21	21	20	23	24	0	0	1	1	1	3	5	5	12	6	17	6	6	10	9	10	12	9	10	17	14	19	15	19	34	24	11	22	18	18	23	14	16	19	11	0	30	25	18	34	21	52	23	23	32	25	31	40	31	39	38	45	52	38	43	0	52	25	49	56	57	58	59	60	61	62	65	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1	4	2	3	2	1	2	2	2	2	2	1	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2
33000	-394.795728327970949	-392.684943896016762	-2.110784431954206	0.000096683233158	0.000011918091549	0.123269476614804	0.522669219831886	1	1	2	3	4	5	6	6	6	5	9	7	8	7	9	9	7	9	9	10	9	9	12	9	12	12	11	10	13	12	14	12	13	14	10	14	16	16	12	15	15	17	16	16	14	14	15	17	14	16	18	16	17	18	17	16	18	18	18	19	20	19	19	21	22	23	24	0	0	1	3	1	3	5	5	1	4	17	10	3	10	9	10	6	3	10	17	10	6	6	9	28	28	11	6	13	27	12	28	24	28	15	0	27	25	6	25	31	30	31	31	20	25	30	26	20	23	25	11	20	34	39	0	42	25	49	56	52	40	42	56	61	62	61	1	1	1	1	1	2	1	1	2	1	1	1	3	1	2	2	1	4	2	1	2	3	5	1	1	1	1	3	2	1	4	1	2	2	1	1	2	2	3	2	1	3	1	1	2	1	2	2	2	2	2	3	3	3	2	1	1	2	2	2	2	2	1	3	2	2	2
33500	-351.897190508284950	-350.281278573575548	-1.615911934709400	0.000096103257299	0.000022423396534	0.233326082423527	0.680668118458131	1	0	2	2	3	4	6	5	6	5	9	7	8	6	7	8	8	9	8	11	10	9	10	11	11	12	11	13	13	13	13	12	12	14	13	13	16	15	14	17	15	16	15	14	15	16	18	17	16	16	17	16	19	18	19	16	18	18	18	18	19	20	21	21	21	22	23	0	0	1	1	1	1	5	5	6	6	15	6	5	10	6	14	5	15	14	11	16	14	13	10	22	19	11	24	18	27	23	22	24	25	20	0	11	34	20	38	28	27	31	23	27	34	37	19	44	45	38	11	45	46	47	0	30	34	49	56	57	58	42	60	61	62	61	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	3	1	1	1	1	2	1	3	1	2	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	4	1	1	1	3	1	1	1	1	2	2	2	1	1	1	3	3	1	1	3
34000	-364.124044172408901	-362.357101356673013	-1.766942815735908	0.000084189977344	0.000015549589729	0.184696447477882	0.666689183391439	0	0	1	2	4	3	7	6	5	5	9	5	8	6	8	10	9	9	7	10	11	9	11	10	13	12	12	12	13	12	14	12	12	14	12	11	16	15	14	16	15	17	16	14	13	16	17	17	15	14	18	16	19	18	18	16	18	18	18	18	20	21	20	21	21	22	25	0	0	1	3	1	1	6	5	1	6	13	6	6	10	9	14	1	9	10	11	14	19	13	19	24	24	20	22	18	20	23	19	24	25	18	0	30	25	13	25	24	45	45	17	9	25	31	22	20	11	46	45	37	25	31	0	42	34	37	56	42	54	39	60	53	62	61	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	4	2	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	1	2	1	4	2	2	2	2	2	4	2	1	3	2	2	1	1	2	2	2	1	1	2	1	1	2	2	4	2	1	1	2
34500	-338.791088254423130	-336.331213155201681	-2.459875099221447	0.000083559676397	0.000007461960019	0.089300968375154	0.739781766204652	0	1	2	2	4	4	6	5	6	6	9	5	7	6	8	9	8	9	10	9	10	9	9	11	12	12	12	13	12	11	12	13	13	13	11	13	16	15	15	15	15	16	15	15	14	15	17	16	16	15	17	16	17	17	18	17	18	18	18	20	20	20	21	22	21	22	24	0	0	1	1	3	3	5	5	6	1	17	6	6	6	9	14	6	12	22	17	16	14	9	19	22	19	9	24	12	21	23	24	24	25	20	0	45	34	45	25	24	45	30	27	35	34	44	32	20	30	40	27	42	25	45	0	49	46	37	56	57	40	59	60	52	62	65	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	2	1	2	1	2	2	1	1	2	1	2	2	2	1	1	2	1	1
35000	-356.595776690591322	-354.785602760977156	-1.810173929614162	0.000104799618424	0.000018257272994	0.174211254475350	0.596524616720921	0	0	1	2	2	3	6	5	6	5	9	6	7	6	8	10	8	9	10	9	10	9	12	9	13	12	11	12	12	11	13	12	12	12	12	14	15	15	13	17	15	18	16	15	13	15	16	17	14	14	17	16	19	17	17	17	17	18	18	19	20	20	22	22	21	22	24	0	0	1	1	1	3	5	5	1	6	12	3	3	6	12	14	3	7	24	13	14	13	27	12	34	24	20	22	18	20	9	19	24	24	30	0	20	25	30	38	26	52	31	23	27	25	30	34	17	39	25	37	42	46	44	0	49	40	55	56	52	58	59	60	61	62	65	1	1	1	1	1	1	2	2	2	1	2	2	4	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	2	3	3	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2
35500	-376.966900939888205	-374.906804934079673	-2.060096005808505	0.000086819247055	0.000011280620136	0.129932250265939	0.621344403710729	-1	0	0	0	2	3	5	3	7	5	9	3	9	6	7	9	9	10	10	10	9	10	12	9	11	12	11	11	12	13	14	11	12	13	12	13	15	13	15	15	15	18	16	14	13	16	17	16	15	15	17	16	16	18	17	17	18	18	19	19	21	20	22	22	22	22	23	0	0	1	1	3	5	5	3	12	6	9	1	15	10	6	10	6	16	24	6	14	24	13	14	24	24	11	22	20	11	35	24	24	25	11	0	27	25	27	25	24	53	31	13	18	26	44	28	20	11	38	20	30	25	44	0	52	38	49	56	57	41	59	60	61	62	65	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	3	3	1	1	4	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	3	1	2	2	3	2	3	2	3	2	3	1	1	1	2	2	1	2	2	1	2	1	1	1
36000	-366.759297753073724	-364.683345344683346	-2.075952408390358	0.000073988640155	0.000009454617132	0.127784712787875	0.585444246664876	-1	1	1	3	2	3	5	5	4	6	8	6	8	7	8	9	9	9	8	11	10	10	12	11	12	12	11	13	12	12	14	12	12	14	12	13	14	16	14	15	14	18	17	15	14	16	16	18	16	15	17	16	18	17	19	16	18	18	18	18	20	20	20	21	22	21	25	0	0	1	3	1	3	5	5	6	9	6	6	9	10	3	10	12	12	10	11	16	19	12	19	19	24	11	22	15	18	20	24	24	25	20	0	15	25	20	25	32	49	47	30	27	25	13	34	20	20	40	18	52	34	45	0	52	34	49	56	52	46	49	60	57	58	57	1	1	1	1	1	1	2	1	1	1	2	2	2	1	4	2	1	2	1	2	1	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	3	2	1	2	1	2	1	1	2	2	5	2	2	2	1	3	1	2	3	1	1	2	1	1	2	1	2	2	3	2	3
36500	-367.816172493867384	-366.210544233810083	-1.605628260057308	0.000064088549058	0.000015227907347	0.237607303812330	0.643257174667631	0	0	1	2	4	4	6	6	7	5	8	6	8	6	8	8	7	10	10	11	11	10	11	11	11	12	11	11	11	11	13	12	13	12	13	12	16	15	14	16	14	17	15	15	14	15	17	17	17	16	17	14	19	18	19	17	18	17	17	18	20	21	21	21	22	22	24	0	0	1	3	3	3	5	5	12	6	6	6	12	10	3	6	6	12	16	17	16	14	9	19	11	19	17	19	13	17	23	24	19	25	15	0	17	34	30	25	24	52	31	30	30	34	23	32	27	39	38	27	42	25	37	0	52	34	43	56	57	54	59	60	61	40	61	1	1	1	1	2	2	1	1	1	1	2	1	1	1	3	2	2	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	4	1	3	3	2	1	1	2	2	2	2	2	2	1	1	1	2	3	2	1	2	2	1	1	1	1	1	2	2	2	2
