step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
50500	-391.443991704756513	-389.451902571823098	-1.992089132933430	0.000078989722640	0.000011048526755	0.139872965564169	0.501181412758769	-1	0	1	3	4	4	6	6	6	4	9	3	7	6	7	9	8	9	9	10	11	10	11	11	12	12	12	13	13	12	13	13	12	14	12	13	15	14	15	17	14	16	15	15	15	16	14	18	16	15	17	16	18	17	18	16	19	19	18	20	19	20	21	22	22	22	24	0	0	1	3	1	3	5	5	6	12	17	3	12	10	1	10	12	9	14	9	16	16	17	19	15	19	17	19	18	9	30	19	22	25	20	0	11	25	35	38	24	37	31	23	18	34	1	24	11	30	25	20	18	34	49	0	52	38	39	56	53	40	31	60	61	62	61	1	1	1	1	3	1	1	1	2	1	1	2	2	1	4	1	2	2	2	2	2	1	2	1	2	1	2	2	2	2	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	9	4	4	1	1	3	5	1	1	1	1	3	2	2	1	1	4	1	2	1	2
51000	-353.310898858360360	-351.785095027127397	-1.525803831232938	0.000075446353130	0.000020966228976	0.277895857200724	0.640215617103350	0	-2	2	2	4	4	6	5	7	5	10	6	7	7	7	10	8	9	8	11	10	9	12	10	13	11	12	12	13	12	15	12	12	12	12	14	14	15	14	16	13	17	17	15	13	16	17	17	17	16	18	16	15	17	19	17	18	17	19	19	19	19	21	22	22	22	25	0	0	1	1	1	1	5	5	1	6	17	3	6	10	6	14	9	15	14	17	14	19	11	19	34	24	17	22	9	11	13	24	19	19	11	0	45	34	27	34	22	53	23	23	11	34	23	19	45	39	40	45	30	40	37	0	31	46	49	56	57	46	49	60	61	62	65	1	1	1	1	1	2	1	1	4	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	3	1	4	1	2	2	2	1	1	1	1	2	3	1	2	1	1	2	2	4	2	1	1	2	2	1	3	1	2	1	1	1	1	1	1	2	2	1	2
51500	-331.342211937880393	-329.785101058902740	-1.557110878977666	0.000071007150349	0.000018487602580	0.260362547843758	0.690189461759531	-1	1	1	0	3	4	6	6	7	5	9	6	9	7	8	8	8	9	9	10	9	10	12	10	13	12	11	12	13	13	14	12	13	12	13	13	15	15	14	17	15	17	17	15	15	15	16	15	16	15	17	17	19	17	18	17	18	18	18	19	21	19	21	22	22	21	24	0	0	1	1	3	1	5	5	6	6	17	6	9	10	10	14	9	9	10	17	10	21	18	19	34	19	11	22	15	9	23	24	24	24	27	0	11	34	13	34	26	27	45	31	13	25	23	32	27	39	46	45	42	25	47	0	52	40	49	56	57	58	59	60	61	62	65	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	2	4	1	1	1	1	1	1	3	2	2	3	2	2	1	1	3	1	2	2	3	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
52000	-361.554606092638778	-359.438973838687104	-2.115632253951646	0.000093174224608	0.000011428939550	0.122662030170762	0.623907108784845	0	1	1	3	3	4	6	6	6	5	10	5	8	6	8	9	7	9	10	11	11	10	11	9	12	13	12	12	12	13	14	11	12	13	12	13	15	15	14	15	13	18	17	15	15	16	14	16	16	16	18	16	19	18	18	18	18	18	18	19	20	20	20	22	22	22	23	0	0	1	1	1	3	5	5	6	5	15	6	9	10	9	10	3	15	24	11	16	24	11	14	24	19	11	22	6	11	29	22	24	25	18	0	27	25	11	25	19	27	30	29	20	34	11	19	47	39	40	17	42	38	31	0	17	40	49	56	52	46	30	56	61	62	61	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1	2	2	2	1	1	2	2	2	2	3	2	3	1	1	2	4	1	1	2	1	4	2	1	1	2	2	4	2	2	1	2
52500	-345.598092623068680	-343.418195883212547	-2.179896739856108	0.000121333873037	0.000013959750226	0.115052374712042	0.742318078273623	0	1	2	2	3	4	7	5	6	5	10	6	9	7	8	9	8	6	9	11	10	8	11	10	12	11	12	12	12	13	14	12	12	14	12	13	14	16	14	16	15	16	16	15	14	15	14	17	14	16	17	16	19	17	19	17	18	18	17	18	19	19	19	22	20	23	24	0	0	1	1	3	4	5	5	6	6	17	3	9	10	6	14	12	6	22	13	16	14	13	19	24	19	20	22	15	15	23	19	24	25	15	0	11	34	27	25	26	35	27	23	27	16	27	46	30	39	40	11	42	46	37	0	52	54	49	56	57	54	49	60	57	62	61	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	2	2	2	2	1	2	1	1	1	2	1	3	1	1	2	1	2	1	2	1	1	1	2	2	1	3	3
53000	-351.867400183327163	-349.445202651372597	-2.422197531954565	0.000074777426179	0.000006895139299	0.092208834282992	0.598374843800756	-1	0	1	2	4	3	6	5	5	5	9	7	9	7	8	9	8	10	10	10	11	9	11	10	12	12	11	11	12	13	14	13	13	13	13	14	14	15	14	16	15	18	16	14	14	14	18	16	16	16	17	16	19	16	18	15	18	18	18	17	21	20	21	21	20	22	24	0	0	1	1	1	1	5	5	3	6	17	9	6	10	9	10	12	15	13	17	16	10	18	22	24	16	17	6	15	20	23	19	19	25	13	0	20	34	27	25	31	45	37	23	17	34	27	19	31	39	40	27	42	25	43	0	52	38	49	56	65	58	47	60	57	40	65	1	1	1	1	2	3	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	2	1	1	1	2	2	4	2	2	2	1	2	1	1	1	2	1	2	2	1	3	1	1	2	1	4	3	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	1	3	2
53500	-367.026848844659639	-365.353526567333290	-1.673322277326348	0.000099207562807	0.000021041948380	0.212100245031525	0.611898575391334	0	0	1	3	4	4	6	4	7	6	10	6	8	5	9	8	9	9	9	11	10	7	11	10	11	12	11	13	13	12	14	12	12	12	12	13	15	15	15	17	15	16	16	15	14	15	18	17	15	14	16	16	18	17	18	17	18	16	18	19	20	19	18	22	22	22	25	0	0	1	3	1	1	8	3	6	14	17	3	9	6	9	10	13	13	22	18	10	14	18	19	22	19	17	19	15	17	23	10	24	25	23	0	15	34	18	39	24	31	15	31	27	25	30	28	27	15	38	30	42	41	44	0	20	26	49	56	57	40	49	60	57	62	61	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	3	1	1	1	1	3	2	3	1	2	1	3	1	2	2	3	2	2	3	1	1	1	1	1	1	3	2	2	1	1	2	2	2	2	2	2
54000	-368.365094627627002	-366.591680065888454	-1.773414561738524	0.000087987611225	0.000016106350583	0.183052481582587	0.607316029931672	0	0	2	2	4	5	6	5	5	5	8	4	8	7	8	9	8	9	10	10	10	8	11	9	13	12	12	12	12	12	15	13	13	14	13	11	14	15	15	16	14	18	16	15	13	16	17	17	17	14	17	16	18	16	18	17	18	18	17	19	20	21	21	22	21	19	24	0	0	1	1	3	12	5	5	12	12	9	3	12	10	3	14	9	6	24	12	16	10	18	22	24	24	20	10	17	20	23	18	24	28	20	0	27	34	37	34	19	52	37	23	6	25	35	32	30	30	46	13	27	38	37	0	45	34	37	56	42	66	15	60	61	58	65	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	1	2	1	1	2	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	4	2	2	2	3	1	1	4	3	1	2	1	2	2	1	1	1	1	6	2	1	1	2
54500	-365.056261167971797	-363.524607702955166	-1.531653465016634	0.000087916591350	0.000024125294501	0.274411167800430	0.641330881468617	-1	0	1	1	3	4	6	5	7	5	9	6	9	6	9	7	9	8	8	11	10	9	11	10	12	11	11	12	12	12	14	12	13	13	11	11	15	15	13	16	16	17	17	15	15	15	15	17	17	15	16	16	19	18	16	16	19	17	18	19	20	19	19	22	22	21	25	0	0	1	1	3	3	3	5	12	6	18	6	9	10	12	10	18	12	16	11	16	19	15	19	24	24	11	22	12	17	17	24	19	24	11	0	27	25	13	46	28	17	13	23	11	25	23	32	30	39	46	31	52	58	9	0	52	25	43	56	57	54	45	60	61	46	61	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	1	2	2	1	1	2	2	2	1	3	4	4	2	3	2	2	2	2	1	1	1	2	1	4	1	1	2	1	1	1	1	2	2	2	2	3
55000	-350.236339127616191	-348.059044817579945	-2.177294310036266	0.000092301976433	0.000010646608597	0.115345402217802	0.711054127113800	0	0	2	2	3	4	7	6	5	5	9	7	7	7	7	8	8	10	9	11	10	9	12	7	11	11	11	12	11	13	14	13	11	14	12	12	16	16	14	17	16	17	16	15	13	15	17	17	14	16	17	16	18	17	18	17	18	19	18	19	19	21	21	21	20	22	24	0	0	1	1	1	3	9	5	6	6	17	6	8	10	3	14	13	13	24	17	16	24	11	10	19	19	11	22	15	27	23	26	24	25	20	0	45	25	11	25	19	30	31	23	27	25	45	32	14	30	34	49	49	38	37	0	52	54	30	56	53	54	59	60	61	62	65	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	3	2	2	2	2	1	2	1	2	2	2	3	1	2	1	2	1	1	1	1	1	3	1	1	2	1	2	1	1	2
55500	-395.378727979299299	-393.481122278150508	-1.897605701148774	0.000105818946474	0.000016511845394	0.156038648503699	0.500577265444662	0	1	2	2	5	5	7	6	6	4	9	7	8	7	6	10	9	10	8	10	10	9	11	10	12	11	12	12	12	13	14	11	12	14	11	11	15	15	13	16	14	17	17	15	14	15	17	17	16	15	17	16	18	16	18	18	18	16	18	20	19	19	21	22	21	22	23	0	0	1	1	4	3	8	5	10	1	15	9	15	10	6	14	12	13	10	6	14	19	12	14	20	22	10	22	23	11	13	21	24	24	11	0	18	25	17	25	22	20	30	20	11	25	20	41	31	30	46	30	12	25	23	0	52	25	49	56	31	54	18	60	61	46	61	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	4	2	1	2	2	1	1	3	2	1	3	3	1	1	2	2	1	3	2	1	2	2	3	2	4	2	2	3	2	1	1	1	1	5	2	3	1	2	2	1	2	2	2	5	1	1	3	3
56000	-364.719556122136851	-363.052305677299387	-1.667250444837466	0.000074005778925	0.000015848812508	0.214156417755507	0.593798583438494	0	0	1	3	5	5	6	5	6	3	9	6	8	7	8	9	9	10	9	10	11	8	10	11	12	13	12	11	10	11	14	11	12	14	12	13	14	16	14	17	15	18	16	16	14	15	16	17	16	15	16	16	18	18	18	16	18	15	18	20	20	20	22	20	22	21	24	0	0	1	3	3	1	5	3	3	1	13	3	6	10	10	10	15	13	22	17	16	10	9	19	32	32	20	19	12	17	18	12	19	25	12	0	20	25	35	34	24	37	31	37	17	25	45	41	37	37	58	35	13	40	37	0	52	25	49	56	53	54	53	56	61	62	61	1	1	1	2	2	2	1	2	2	1	1	2	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	3	1	2	2	1	1	3	1	2	1	1	2	1	2	1	1	3	2	1	1	1	1	1	2	4	1	2	1	1	2	1	2	2	1	2	2	1	1	2
56500	-391.549372449143164	-389.666463508858271	-1.882908940284920	0.000096655364418	0.000015353657361	0.158849510873772	0.560014318702312	0	0	1	3	3	3	6	5	6	5	10	7	7	6	9	9	8	8	8	9	11	10	12	10	10	13	11	12	12	12	15	12	13	13	12	13	15	15	14	17	14	17	16	15	14	15	18	18	16	16	17	17	18	18	17	16	18	18	18	19	19	19	20	21	21	22	24	0	0	1	3	1	1	5	5	6	6	17	9	6	10	12	14	13	6	6	6	19	19	12	19	19	25	17	22	18	11	30	24	22	24	17	0	27	26	30	38	24	27	20	23	27	34	45	24	23	35	34	45	52	51	35	0	52	34	49	56	23	46	42	56	35	40	57	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	1	3	3	3	2	1	3	1	2	2	2	1	2	2	2	2	1	2	2	1	2	1	1	2	2	2	4	2	2	1	2	4	2	2	2	2	1	1	2	1	1	2	1	2	5	2	2	2	4	2	2
57000	-367.650924377521562	-365.894056362270419	-1.756868015251172	0.000096924603964	0.000018155129864	0.187311880799883	0.620254351679266	0	0	1	2	3	4	7	5	6	5	9	5	9	6	8	8	8	9	9	9	9	9	11	10	12	11	12	12	12	12	13	13	12	13	12	13	15	15	14	17	15	16	16	14	13	15	18	16	16	16	16	15	18	16	16	17	18	19	18	19	20	19	21	21	21	22	25	0	0	1	1	3	1	12	5	1	6	17	1	15	6	7	14	9	9	15	17	16	9	18	19	15	19	11	22	13	11	18	26	24	25	11	0	31	25	35	51	19	18	27	45	11	34	31	28	35	37	38	27	18	46	44	0	49	46	49	56	42	38	59	60	53	62	57	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	2	2	1	2	1	2	1	2	2	1	1	2	3	2	1	2	1	3	1	2	1	1	1	4	1	1	1	1	1	1	1	2	2	2	2	1	2	3
57500	-338.823945321061615	-337.136627772965142	-1.687317548096445	0.000072334735502	0.000015010076514	0.207508556014592	0.686605510846827	0	1	2	2	4	4	6	6	6	5	10	7	9	7	8	8	8	9	9	11	10	10	11	11	12	13	12	13	12	12	14	13	13	13	12	11	15	15	14	15	15	14	16	16	13	14	18	18	16	14	17	16	18	17	18	17	19	18	19	19	20	19	22	21	22	23	24	0	0	1	1	3	3	5	5	6	3	18	6	12	10	9	10	3	15	10	11	19	19	13	19	19	16	11	22	15	11	23	24	19	25	11	0	11	25	30	34	32	45	31	31	9	25	37	28	30	17	46	42	42	40	45	0	37	34	49	56	57	46	59	60	61	62	65	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	3	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	4	1	1	2	2	3	2	1	2	1	3	1	2	2	2	1	1	2	1	2	2	2	1
58000	-396.906470131639651	-395.340496808634214	-1.565973323005427	0.000089510230719	0.000022901140766	0.255849421704020	0.517351321954850	-1	0	1	3	3	4	6	5	5	6	9	4	7	7	8	10	8	9	9	10	9	10	12	10	11	13	11	13	12	12	13	12	13	13	12	13	15	15	15	16	15	17	16	14	14	13	18	18	16	15	17	16	17	16	16	17	19	18	19	18	20	20	20	21	21	22	24	0	0	1	1	3	1	6	5	12	6	9	4	12	10	12	14	12	9	12	3	14	9	13	18	19	27	17	25	13	18	30	10	11	25	13	0	27	25	30	34	24	37	31	17	30	22	31	24	32	27	38	18	35	25	31	0	42	34	45	56	52	40	44	60	61	62	65	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	3	4	1	3	1	1	1	2	2	1	2	1	1	3	2	1	2	1	2	2	1	2	1	1	1	3	1	2	2	4	2	3	1	4	2	2	1	1	1	2	2	1	2	2	2	2	1	1	2
58500	-369.991967311533585	-368.350929177744263	-1.641038133789344	0.000096390308338	0.000021545073793	0.223519087800448	0.728701930054091	0	0	2	2	4	4	6	5	6	6	8	7	9	7	7	9	5	10	9	10	10	10	11	11	11	12	10	12	12	12	14	12	12	14	11	14	15	15	14	15	16	15	16	15	13	14	17	17	16	16	18	16	18	16	17	16	17	19	17	18	21	21	21	21	22	23	23	0	0	1	1	3	3	5	5	6	6	17	6	3	10	9	14	6	11	10	11	10	13	11	22	13	19	11	22	13	11	18	24	14	25	13	0	27	25	20	25	34	18	18	30	27	25	23	38	45	39	54	20	42	46	37	0	13	41	18	56	57	40	31	60	57	62	61	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	1	3	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1	2	2	1	1	1	3	2	4	1	2	3	2	2	2	1	1
59000	-373.169471226304495	-371.640907496397290	-1.528563729907188	0.000114389734640	0.000031598872239	0.276238705674999	0.658676134368078	0	0	1	3	2	3	6	5	6	5	10	6	9	6	9	9	8	6	8	11	8	10	12	10	12	11	11	12	13	12	14	13	12	13	13	13	15	14	15	16	15	18	15	16	14	16	17	17	16	14	18	16	19	17	18	16	18	18	18	19	20	20	21	19	22	21	24	0	0	1	3	3	3	5	5	6	6	17	4	4	10	12	14	9	6	12	17	10	19	13	13	27	24	17	22	13	17	27	24	24	25	20	0	15	22	50	25	25	52	24	31	11	34	23	41	31	9	25	45	42	40	47	0	50	34	49	56	57	58	59	56	59	58	61	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	1	1	3	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	2	1	2	2	1	3	1	3	2	2	1	1	3	3	1	1	1	1	1	2	2	2	2	1	1	2	2	2	1	2
59500	-365.880730572318328	-363.703219325626662	-2.177511246691691	0.000078688597727	0.000009074442217	0.115320929326956	0.668392938782647	0	0	2	1	4	4	6	5	6	5	10	6	9	6	8	9	7	9	9	10	10	10	11	8	13	12	11	12	13	11	14	10	12	14	12	14	14	15	14	17	13	17	16	16	14	15	17	17	13	16	17	16	18	17	16	16	18	18	18	18	21	20	22	20	21	22	24	0	0	1	1	1	3	5	5	6	5	15	6	9	5	6	6	6	9	24	15	15	24	13	10	30	32	11	22	23	12	20	24	32	25	13	0	11	34	30	46	19	37	18	31	27	25	23	38	11	39	25	37	37	38	37	0	52	38	49	56	57	38	47	60	57	62	53	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	2	1	1	1	1	1	3	2	2	1	1	1	1	2	1	1	1	2	1	4	1	2	1	2	2	2	1	2	1	3	2	1	1	2	2	2	1	2	2	2	1	2	1	3
60000	-363.966951711474792	-362.174310152813689	-1.792641558661080	0.000068948172759	0.000012295291003	0.178326567786097	0.645635519293695	0	1	1	3	3	4	5	6	6	6	10	5	9	7	9	8	8	9	8	11	10	9	11	9	12	12	12	12	12	12	15	13	13	14	12	13	15	15	15	16	14	16	16	14	13	16	17	17	16	16	18	16	18	17	17	17	19	18	19	19	20	20	20	22	21	22	24	0	0	1	3	3	3	5	5	12	6	18	6	12	10	12	10	6	9	6	11	22	14	13	14	18	19	11	22	23	11	23	26	19	25	9	0	13	28	15	25	19	15	35	17	15	25	45	32	27	11	46	27	45	34	37	0	52	25	49	56	52	58	31	60	57	62	61	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	3	1	3	2	3	2	2	3	2	3	2	2	2	2	2	3	1	2	2	1	1	1	1	2	2	2	3	1	2	2	1	1	2
60500	-381.726714027847549	-380.053830889862695	-1.672883137984850	0.000085123925941	0.000018067350689	0.212247620036170	0.612713163340968	0	0	1	3	4	5	7	6	6	5	9	7	8	6	7	9	8	10	9	10	11	8	10	11	12	12	12	12	12	12	14	11	11	14	12	14	16	14	14	16	15	14	17	15	15	15	18	18	15	16	18	17	17	18	18	17	18	18	18	19	20	19	21	22	22	23	24	0	0	1	1	1	3	3	5	6	5	17	3	9	10	6	12	9	6	10	11	14	10	15	19	12	22	20	22	18	11	23	19	19	22	18	0	31	25	11	34	24	30	44	23	20	19	45	46	27	39	38	44	30	46	31	0	42	26	31	56	52	40	59	60	61	62	61	1	1	1	2	3	1	3	1	1	1	1	3	1	1	1	1	1	3	2	1	3	1	2	1	2	4	1	1	1	1	2	1	1	3	1	1	1	2	2	2	2	1	1	3	2	2	3	2	1	1	2	1	2	2	2	1	3	4	2	1	2	1	2	2	1	2	2
61000	-344.045027458330026	-341.825782414987316	-2.219245043342696	0.000090021525160	0.000009971215697	0.110764794078030	0.647196735039587	0	0	2	3	4	4	7	5	6	6	10	5	8	4	8	9	8	7	9	10	10	9	12	10	11	13	12	12	12	12	14	13	13	13	12	13	16	16	13	16	15	16	15	16	14	15	17	17	16	15	17	17	18	18	18	17	19	18	18	18	20	20	19	21	21	23	25	0	0	1	1	3	1	5	5	12	12	17	6	9	3	1	10	9	12	15	15	16	14	13	19	22	22	20	24	15	20	30	22	24	25	17	0	27	25	35	46	22	30	23	31	27	25	31	32	18	39	46	37	52	40	47	0	52	40	49	56	57	41	45	60	61	62	61	1	1	1	2	1	2	1	1	1	1	1	1	2	1	4	2	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	2	2	2	2	1	2	3	1	1	3	3	2	1	1	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	2	2
61500	-371.196520506700097	-369.426324421895686	-1.770196084804400	0.000085103973381	0.000015647776871	0.183866584006096	0.530038603512633	-1	0	1	3	3	5	6	5	4	5	10	6	7	6	8	8	8	9	9	9	9	8	10	10	12	12	12	12	13	13	14	13	12	13	12	13	16	16	14	16	15	17	16	16	13	15	17	17	16	16	18	16	18	17	18	18	17	18	19	20	20	21	21	22	20	23	23	0	0	1	3	3	3	5	5	1	9	20	9	12	10	9	10	9	13	10	12	16	10	6	22	24	19	11	22	18	13	35	28	10	25	12	0	20	34	11	34	24	27	30	30	15	34	31	32	18	39	54	35	23	25	49	0	52	34	13	56	52	54	49	60	52	62	57	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	3	2	2	1	1	2	1	1	1	2	1	2	2	3	1	1	3	1	3	1	2	2	2	2	2	3	2	2	3	2	2	2	3	1	1	2	3	2	1	1	1	3	6	1	2	2	3	2	2	1	3
62000	-362.135768762557461	-360.441861847218831	-1.693906915338632	0.000075349552569	0.000015477898253	0.205414600683491	0.678318667853136	0	1	2	2	4	3	6	6	6	5	10	4	8	6	7	10	8	7	9	9	10	10	11	10	13	12	11	12	12	12	14	12	13	12	12	13	14	15	13	16	15	16	16	16	15	16	17	18	15	16	17	15	19	17	18	17	18	18	19	19	21	20	21	21	20	23	25	0	0	1	1	1	1	5	5	3	6	20	6	12	10	3	10	6	12	10	9	14	18	5	19	34	24	11	22	9	27	39	24	24	24	20	0	35	25	20	25	16	35	45	39	13	41	31	41	31	45	38	39	42	40	43	0	52	34	49	56	57	40	59	60	57	38	65	1	1	1	1	2	2	1	1	3	2	1	1	2	1	3	2	2	2	1	1	2	1	4	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	3	1	2	2	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	3	2	1	2	2	2	2	1	3	2
62500	-363.265537599933566	-361.407050895387044	-1.858486704546533	0.000077865518273	0.000012748560777	0.163725369844569	0.670684262316959	1	1	2	2	4	3	6	5	6	5	9	7	8	7	7	10	8	8	9	9	10	10	12	9	13	11	12	12	12	12	14	12	12	12	13	14	15	15	14	17	14	17	16	14	13	16	18	17	16	15	17	14	17	17	18	17	18	18	19	19	18	19	21	22	22	21	23	0	0	1	1	3	1	5	5	6	6	9	6	9	10	9	19	6	5	10	9	14	19	13	14	34	19	11	22	18	20	23	16	19	19	20	0	17	34	30	34	26	45	18	23	15	38	31	32	35	35	34	17	37	38	30	0	43	46	49	56	37	40	59	60	61	62	61	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	2	2	1	2	1	2	1	1	1	2	1	3	2	1	1	1	2	2	1	4	1	1	2	1	2	3	1	4	1	1	2	2	1	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	1	2
63000	-374.484807188387379	-372.663083983509125	-1.821723204878235	0.000094798459397	0.000016266934962	0.171594929550914	0.510910331651903	0	1	2	2	3	4	5	5	6	5	9	6	7	6	8	10	8	9	8	9	11	7	11	10	12	12	12	11	13	12	14	12	12	14	12	12	13	15	12	16	14	17	16	15	14	15	17	14	16	14	17	16	18	18	18	17	18	18	19	19	20	20	21	21	22	23	24	0	0	1	1	1	3	5	3	1	3	13	6	6	10	7	14	12	6	22	6	10	10	13	19	24	16	17	22	20	12	12	20	16	25	17	0	13	25	6	46	28	18	18	31	35	34	39	32	18	37	25	45	52	38	45	0	42	46	42	56	57	46	59	60	61	62	61	1	1	2	1	1	1	1	2	3	1	2	2	2	1	2	2	1	2	1	3	3	1	2	2	1	2	2	2	2	3	4	1	1	1	2	1	2	2	3	1	2	5	2	1	2	1	3	1	4	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2
63500	-364.807582050876988	-363.278338134431749	-1.529243916445249	0.000102307503957	0.000028219878249	0.275833904233049	0.586265520870725	-1	0	2	3	4	3	6	6	5	6	9	6	8	7	8	9	9	9	9	11	10	9	11	10	12	12	11	12	12	13	14	12	12	14	12	14	15	16	15	16	14	15	16	14	12	16	17	16	16	16	17	16	18	17	17	18	18	19	18	20	20	20	20	22	21	21	24	0	0	1	3	3	1	5	5	1	3	12	9	12	10	9	14	13	9	14	17	16	10	15	19	23	19	17	24	23	15	23	19	16	25	27	0	45	25	35	28	19	45	18	45	17	25	31	32	23	23	25	37	43	34	31	0	52	25	49	56	57	54	59	60	37	58	57	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	1	1	2	1	1	1	2	1	2	2	2	2	4	1	1	2	1	2	3	2	2	1	1	2	2	1	1	2	1	1	2	2	1	2	3	1	3
