step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
5000	-300.188277010242643	-298.726194925723746	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.347794639338248	-1	2	4	7	5	6	6	6	9	9	8	9	11	13	14	11	12	15	14	11	13	14	14	13	15	14	17	14	14	15	17	16	18	16	16	16	17	19	17	18	18	21	18	17	20	19	20	20	21	21	20	22	22	23	23	25	27	33	35	37	39	39	46	44	46	49	0	1	1	7	2	2	3	5	4	8	8	7	7	12	12	11	13	24	5	12	9	9	20	10	14	17	25	24	17	12	29	17	18	20	15	22	18	18	13	21	18	31	30	23	17	20	37	34	36	38	25	27	36	33	42	19	32	57	52	42	43	60	15	61	44	25	1	1	2	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1	4	1	2	2	1	2	1	1	1	1	1	3	1	2	1	2	2	1	1	1	3	3	1	1	1	2	3	3	2	2	2	2	2	2	3	2	1	7	5	3	8	9	9	1	15	3	13	16
5500	-304.378062783678899	-302.915980699160002	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.379011997176787	-2	3	5	6	5	5	7	7	7	7	8	10	11	13	15	12	12	15	13	14	14	13	13	14	14	16	16	14	13	16	18	16	17	15	14	17	16	18	18	18	18	20	20	18	19	19	19	20	21	20	21	22	23	23	23	25	25	32	35	37	39	40	47	47	46	49	0	1	2	6	2	2	5	4	4	2	2	7	4	7	25	6	11	11	2	11	12	12	8	9	4	15	12	5	13	14	21	29	30	25	11	37	34	20	37	19	26	36	39	18	34	15	33	19	30	35	26	43	49	38	24	50	53	42	46	26	43	60	53	61	40	56	1	3	1	1	2	1	1	1	1	3	3	1	4	3	1	3	2	3	4	5	2	1	3	2	4	1	3	4	1	1	2	2	1	1	3	1	1	3	1	2	1	2	1	2	2	2	1	4	2	3	2	2	1	1	5	3	1	4	7	9	8	1	12	4	14	12
6000	-301.607767725854785	-300.145685641335888	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.399098373859279	-1	4	5	7	5	5	7	6	9	8	7	9	10	12	14	11	13	13	14	13	13	13	14	15	15	15	16	14	15	16	17	16	17	16	16	17	17	19	14	18	19	19	19	18	19	19	19	19	22	21	21	22	22	23	23	25	25	31	35	37	38	39	46	46	47	49	0	1	1	3	1	2	8	6	6	4	8	4	10	7	10	7	12	12	20	12	12	14	11	10	22	19	39	12	12	20	28	19	35	22	13	23	21	33	6	28	31	30	31	25	23	40	26	13	36	36	18	30	35	52	26	33	42	25	28	36	56	60	56	62	52	60	1	2	4	1	3	1	1	1	2	1	1	1	1	2	3	1	2	2	1	2	3	1	4	3	1	1	1	4	3	2	1	1	1	2	3	1	2	1	5	2	1	1	1	2	1	1	2	4	3	2	5	2	3	1	4	5	2	7	10	13	7	1	13	4	13	7
6500	-283.159789775914646	-281.697707691395749	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.409952862515444	-1	3	5	4	6	4	6	6	6	9	9	9	11	12	14	12	13	14	14	13	14	12	14	13	14	16	17	14	14	16	17	16	17	16	16	17	17	18	16	17	18	19	19	19	19	20	19	20	20	20	21	22	23	23	23	25	26	32	33	36	38	40	45	46	48	46	0	1	2	2	2	1	3	3	6	6	5	5	12	13	13	7	10	14	14	22	14	12	7	14	4	21	26	14	14	18	18	28	28	28	21	39	25	22	29	19	34	41	20	39	15	32	33	37	42	38	43	17	31	49	51	37	50	22	35	56	18	59	51	62	55	59	1	2	1	1	3	2	1	1	1	2	2	1	1	1	1	4	2	1	1	1	1	1	3	1	4	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	3	1	4	2	1	1	1	1	1	3	2	1	1	3	3	8	8	5	12	4	12	4	13	5
7000	-288.324019338796006	-286.861937254277109	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.432364832500716	0	2	6	7	4	6	6	5	8	7	7	9	10	13	13	11	12	14	13	12	14	13	14	14	15	16	16	15	13	15	18	16	17	17	16	17	16	19	17	16	17	20	19	19	18	19	19	20	21	20	19	22	22	24	23	25	26	32	33	34	40	41	46	46	47	48	0	1	5	5	2	5	2	1	2	1	8	4	12	16	5	9	10	20	8	16	13	5	3	20	16	28	30	21	17	29	27	30	14	14	21	22	21	41	28	8	30	40	17	31	24	20	7	19	35	37	40	50	23	51	33	52	42	38	53	56	56	60	38	62	56	65	1	1	1	2	1	1	2	2	2	3	1	1	1	1	6	2	1	1	4	1	2	5	3	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	6	1	2	3	1	3	3	6	4	2	2	1	1	4	4	4	1	3	5	6	4	6	4	14	3	11	1
7500	-289.150659039783193	-287.688576955264296	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.482783619922091	0	3	4	6	5	5	6	7	8	9	8	7	11	11	13	12	11	14	14	13	13	14	14	13	15	16	17	13	15	15	17	17	16	17	16	18	17	19	17	18	18	20	20	18	17	19	20	20	22	20	20	22	21	23	24	25	26	32	34	36	37	40	46	47	47	48	0	1	1	3	3	3	6	4	7	12	5	4	7	8	9	5	10	17	20	14	17	10	17	14	11	29	33	7	28	17	13	26	19	30	15	22	21	45	29	9	35	46	44	20	29	36	33	32	46	6	16	39	43	46	19	52	55	42	15	57	23	60	50	62	59	65	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	4	1	2	1	1	2	2	3	1	3	1	1	4	1	2	5	1	1	1	1	1	2	1	1	4	1	1	1	2	1	1	1	1	2	8	4	3	1	2	3	1	1	5	11	3	9	2	12	3	6	1
8000	-264.036475870609024	-262.574393786090127	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.495037315743930	0	2	6	7	4	4	6	6	9	8	8	9	10	11	14	12	12	14	12	12	14	13	14	14	14	15	16	13	15	16	17	17	17	16	17	16	17	18	17	18	16	21	19	18	19	21	19	19	21	21	20	21	21	24	22	25	26	32	34	36	38	40	45	47	47	48	0	1	1	1	2	2	5	5	10	8	8	4	11	10	28	4	11	17	9	4	11	12	10	28	19	15	24	19	21	29	28	29	24	25	23	15	22	39	27	29	15	33	32	29	41	39	24	30	31	27	29	22	36	19	32	55	12	57	55	55	58	60	57	63	61	64	1	1	3	3	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	4	3	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	3	1	1	2	3	2	1	2	3	3	5	2	6	2	1	9	3	4	6	3	2	8	1	5	1
8500	-245.549007143307620	-244.086925058788751	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.581798806807875	-1	3	5	6	5	5	7	6	9	8	8	7	9	12	14	12	11	14	12	13	14	13	14	13	14	14	16	15	13	14	16	15	16	15	15	16	16	18	17	18	19	21	18	17	17	21	19	20	22	20	20	22	22	23	24	25	26	32	34	36	38	40	46	47	46	49	0	1	2	6	1	2	5	6	12	4	8	4	7	5	20	9	3	13	9	3	22	10	19	17	14	9	21	24	17	17	35	22	23	21	24	21	14	37	35	21	45	22	37	34	34	13	27	27	51	37	43	44	46	46	51	38	54	57	54	58	59	59	58	63	59	64	1	2	1	1	4	1	1	1	1	1	1	1	1	4	1	1	2	3	1	3	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	5	2	2	1	1	1	2	1	1	2	2	1	2	6	2	2	4	7	1	6	1
9000	-239.968559833110646	-238.506477748591777	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.649814327876153	0	4	5	4	4	6	7	6	8	8	9	10	11	12	13	13	11	12	14	13	13	12	15	15	15	14	16	15	14	16	17	16	17	16	16	17	17	18	16	18	18	21	20	17	19	20	18	20	20	21	20	22	21	24	22	26	26	31	35	37	39	40	44	47	45	49	0	1	1	1	1	2	8	5	8	7	7	7	10	9	22	17	1	13	14	9	12	6	15	19	9	12	29	15	13	14	27	26	24	12	19	24	30	30	29	37	26	39	29	30	23	47	35	40	47	45	32	43	45	33	43	53	52	57	58	59	60	61	59	65	62	64	1	2	3	3	2	1	1	1	1	1	1	1	1	2	1	1	5	1	2	2	1	3	1	1	3	1	2	2	1	2	1	1	1	3	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	2	1	1	2	1	3	2	2	2	1	1	1	4	1	3	1
9500	-211.681972275340854	-210.219890190821985	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.724343949067848	-1	2	6	7	5	5	4	7	8	7	9	9	11	13	14	12	11	14	13	13	14	12	14	14	15	15	16	13	13	13	17	17	17	17	15	16	18	20	17	17	16	20	19	17	18	21	19	20	20	20	20	20	22	23	23	25	26	33	34	36	39	41	47	46	44	48	0	1	6	5	7	7	2	6	5	3	10	4	12	13	12	12	11	14	17	17	16	11	20	17	19	18	18	22	17	13	36	28	16	36	15	23	22	36	26	23	19	34	26	21	27	45	28	33	45	37	32	34	46	49	46	46	54	57	58	59	60	58	64	65	61	64	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	2	1
10000	-177.848672122915929	-176.386590038397060	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.912930985775282	0	3	5	7	6	4	7	6	8	8	7	10	11	13	15	12	12	13	13	14	15	14	15	15	14	15	16	15	15	16	18	16	16	16	17	16	16	18	18	18	18	19	19	18	19	20	20	21	22	20	21	22	22	23	24	25	26	31	34	36	38	40	47	46	45	48	0	1	2	3	6	2	5	6	4	6	8	7	12	13	19	13	12	13	17	17	13	14	16	19	19	22	24	18	19	23	36	23	26	20	29	25	21	32	33	35	27	37	29	36	33	31	20	42	42	31	46	35	42	48	48	54	56	49	58	59	60	61	64	65	62	64	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	4	1	1	1	1	1	1	2	1
10500	-196.921366689018669	-195.459284604499800	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.867339755184277	0	3	5	6	4	4	6	6	8	8	9	8	10	12	14	13	12	15	12	14	14	13	15	14	14	16	17	15	15	16	17	17	18	17	17	17	17	19	18	18	18	19	20	18	19	21	16	20	20	20	20	21	22	22	23	24	26	32	35	36	37	39	46	47	44	48	0	1	5	3	2	2	5	5	6	4	2	3	4	11	19	13	13	16	9	19	16	9	22	17	17	20	23	20	16	25	19	28	30	30	47	47	28	20	32	37	26	31	33	29	39	51	15	44	38	37	39	42	49	46	50	53	56	54	58	59	59	61	65	63	61	64	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	3	1
11000	-180.832363075670457	-179.370280991151589	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.839122089089399	0	2	4	7	4	5	5	7	8	8	9	10	12	11	14	12	12	15	14	13	13	14	14	15	12	15	16	14	13	15	17	17	17	16	17	16	17	19	18	18	18	19	19	18	19	20	20	21	20	20	21	22	21	23	23	25	26	31	35	37	39	40	45	46	44	49	0	1	2	5	2	3	3	7	5	8	8	10	12	12	17	12	12	13	21	12	14	12	12	13	12	21	22	11	11	19	24	26	18	24	19	21	24	33	32	37	27	33	31	27	33	40	41	42	38	40	47	46	43	51	52	54	55	57	58	59	60	60	65	63	61	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1
11500	-183.304219460982580	-181.842137376463711	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.884309243974920	0	3	6	6	5	5	6	7	9	8	9	8	10	12	13	12	12	14	13	14	14	12	12	15	14	15	17	14	14	15	17	15	17	15	17	16	16	20	18	17	18	20	19	17	19	20	19	20	21	19	20	22	23	21	23	25	27	32	34	36	40	41	46	47	45	48	0	1	6	2	2	2	6	6	6	3	4	4	10	12	17	13	13	16	16	22	13	13	13	28	15	22	24	19	11	16	24	20	29	25	26	23	32	32	18	24	37	50	44	26	27	41	33	47	47	35	44	43	54	47	49	53	56	57	58	59	58	61	65	63	61	63	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1
