step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
5000	-167.803990067689853	-165.668193954589071	-2.135796113100772	0.000012780868807	0.000034523862843	2.701214085276808	0.755740969244602	0	1	1	3	5	5	6	7	8	10	8	11	10	13	13	11	13	15	14	15	18	16	16	18	18	20	19	20	22	23	0	1	1	3	2	4	5	5	7	8	5	9	11	11	16	13	16	16	17	19	18	18	19	20	22	24	25	24	26	28	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2
5500	-160.700706387672398	-158.920790708661855	-1.779915679010546	0.000015381796413	0.000027524544940	1.789423302820967	0.740951624006936	0	2	1	2	7	6	4	6	7	10	9	13	10	12	12	12	13	15	14	15	17	16	17	17	18	19	19	21	22	23	0	1	1	1	7	4	2	7	7	8	5	9	11	11	13	13	13	16	17	19	18	16	19	20	22	24	25	26	26	28	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1
6000	-181.582026857771467	-180.108306835748238	-1.473720022023230	0.000022292390740	0.000023004592833	1.031948215036269	0.625109212235378	-1	2	1	2	6	6	5	7	7	9	9	12	10	12	13	12	14	15	14	15	17	17	15	18	19	19	20	20	22	23	0	3	1	1	7	4	1	7	5	8	7	9	5	11	13	13	13	16	13	17	18	18	19	20	22	24	25	26	26	28	1	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	1	1	1	1	2	2
6500	-166.206110189240661	-164.841980249680262	-1.364129939560403	0.000035345358007	0.000022291034113	0.630663695895967	0.555617148907707	0	1	1	3	6	7	2	8	5	10	9	11	10	12	14	13	13	15	14	15	17	17	16	18	19	20	20	21	22	23	0	1	1	1	2	3	2	5	7	8	9	7	11	11	13	13	13	16	17	19	18	16	19	20	22	24	25	26	26	28	1	1	1	1	3	3	1	1	2	1	2	4	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2
7000	-184.964781552280670	-183.473809465793522	-1.490972086487149	0.000083283682401	0.000025079031172	0.301127789375996	0.615670694483945	0	1	2	3	5	6	3	8	7	8	9	12	10	12	13	11	12	15	14	15	14	17	17	17	18	19	20	20	21	24	0	1	1	1	7	4	2	7	7	5	5	7	9	11	16	11	13	16	17	19	16	18	19	18	18	24	25	24	24	28	1	1	1	2	2	1	1	3	4	1	2	4	1	1	1	1	1	3	1	1	1	2	2	1	2	1	2	1	2	2
7500	-170.113333495299344	-168.527177049405111	-1.586156445894224	0.000127167982283	0.000031308174262	0.246195415701749	0.710318484922992	0	2	2	2	6	6	4	8	7	10	8	12	10	12	13	13	14	15	13	15	18	16	18	18	18	20	18	20	23	23	0	1	1	1	7	4	2	5	7	8	7	5	11	9	14	13	13	13	14	19	16	16	18	19	22	24	13	24	26	28	1	1	1	1	1	2	1	1	2	1	3	2	1	3	1	2	2	2	1	1	2	2	1	2	1	1	4	1	1	1
8000	-177.780481862874126	-176.381676457458582	-1.398805405415538	0.000088524621092	0.000035741071485	0.403741592390308	0.665051329881660	-1	2	1	3	6	4	5	7	7	10	9	11	10	12	13	12	14	15	13	15	17	16	16	18	20	20	19	20	22	23	0	1	1	1	7	4	2	7	2	8	7	11	11	11	12	13	16	13	13	19	14	16	20	19	22	24	22	24	24	28	1	2	1	3	1	1	1	1	4	2	2	1	1	2	1	1	1	2	1	2	3	3	1	2	2	1	2	1	2	1
8500	-158.532271620499046	-157.117954601915727	-1.414317018583333	0.000071884073108	0.000027213865958	0.378579910427618	0.763307427286335	0	2	2	3	7	7	5	8	6	10	9	13	10	11	13	12	12	16	14	14	17	15	16	18	20	19	19	20	21	24	0	1	1	1	7	4	2	7	7	8	5	14	11	11	13	13	13	16	17	17	22	13	19	20	27	24	18	26	26	28	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2
9000	-165.266644928172667	-163.903984873793689	-1.362660054378986	0.000083827032644	0.000051513092565	0.614516474459277	0.678192141358550	0	2	1	2	7	6	5	7	7	10	8	11	9	13	14	12	13	16	15	14	17	16	17	17	19	19	20	20	21	24	0	1	1	1	3	4	2	7	7	11	7	9	5	9	14	13	16	17	16	16	16	16	19	20	22	24	25	24	26	28	1	1	1	1	3	2	1	1	2	1	2	2	1	3	1	2	1	2	2	1	2	2	1	1	2	1	1	1	1	2
9500	-187.217544630727360	-185.856268980712144	-1.361275650015223	0.000100991414869	0.000059725940622	0.591396216194530	0.689474076509192	0	1	1	3	6	6	4	7	5	11	9	12	10	12	12	13	13	15	15	14	17	15	18	18	19	20	20	20	21	23	0	1	1	1	2	4	1	7	4	11	8	10	11	11	13	13	13	13	17	14	16	13	21	20	19	17	25	24	28	28	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	3	2	1	2	3	1	2	2	4	1	1	1	2
10000	-183.294240312388354	-181.898186805958375	-1.396053506429974	0.000096191797411	0.000039333662455	0.408908696105138	0.646279099946569	-2	2	1	2	6	6	5	8	8	10	8	11	11	13	13	13	14	16	14	13	15	16	17	19	18	20	19	20	22	23	0	3	1	1	2	4	2	7	7	8	5	2	11	11	11	12	13	17	15	13	14	17	15	20	14	24	25	24	26	28	1	1	2	1	2	2	1	1	1	1	1	4	2	2	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	2
10500	-173.529055432634522	-172.148944867384529	-1.380110565249989	0.000123489769834	0.000055048203816	0.445771369483187	0.811655386695228	0	1	1	2	5	6	5	8	6	10	9	12	10	12	14	12	13	15	15	14	18	16	17	17	20	21	20	20	23	23	0	1	1	1	2	4	2	9	5	8	5	10	11	13	11	13	16	16	17	17	22	15	12	15	22	28	22	24	28	26	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1
11000	-160.024165371422640	-158.613339214792063	-1.410826156630577	0.000075665696797	0.000064012999880	0.845997626268151	0.661516731490691	0	1	2	2	5	5	6	8	7	10	9	11	10	13	13	12	13	15	14	14	17	15	16	18	19	19	20	21	21	23	0	1	1	1	2	4	5	5	5	11	9	9	8	2	16	13	16	16	17	16	22	16	19	20	22	24	25	26	26	28	1	1	1	1	1	2	1	2	1	1	1	2	1	6	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1
11500	-162.848603890775649	-161.475213264893881	-1.373390625881778	0.000091795114513	0.000042903544896	0.467383750472803	0.627994229317639	0	2	1	2	6	6	5	7	7	9	9	12	10	12	14	12	13	15	14	15	17	16	16	18	17	19	18	17	22	22	0	1	1	1	2	4	4	7	5	8	7	9	11	11	13	13	16	13	17	19	18	16	19	20	18	24	25	20	26	28	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	3	1	1	1	2	1	1	2	1	1	1	2	2
12000	-163.087118602388387	-161.653281179930843	-1.433837422457554	0.000076810150003	0.000070561070600	0.918642530938029	0.773143829828154	0	1	2	2	6	5	4	7	8	10	9	13	10	13	14	12	13	15	14	14	17	15	16	18	19	20	20	21	22	24	0	1	1	1	7	4	2	7	5	8	9	10	8	11	16	13	16	13	13	13	18	13	19	23	22	24	25	26	26	28	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	2	2	3	1	2	1	1	3	1	1	1	1	2
12500	-175.568552787195756	-174.206837637331176	-1.361715149864586	0.000101586080420	0.000061003925781	0.600514613111594	0.617234073705017	0	2	2	2	5	6	4	8	7	10	9	12	11	13	13	11	13	16	13	14	17	16	17	19	18	20	20	18	22	23	0	1	1	1	7	2	2	9	5	8	9	10	9	13	11	11	13	16	16	19	15	15	18	23	22	24	25	20	26	28	1	1	1	1	1	2	1	1	2	1	2	1	3	2	2	1	2	2	1	1	2	2	1	1	1	1	2	1	1	2
13000	-164.701271626853412	-163.315089826944956	-1.386181799908459	0.000096290467887	0.000072698882034	0.754995625512126	0.785859302760340	0	2	2	2	6	5	4	8	8	10	8	11	10	11	13	12	13	15	15	12	17	16	18	18	17	20	19	21	22	23	0	1	1	1	3	4	2	7	7	11	5	7	9	11	13	13	13	16	17	13	18	18	19	18	18	24	25	26	26	28	1	1	1	1	1	2	1	3	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2
13500	-161.431509995454917	-160.069277994738911	-1.362232000716010	0.000060746024436	0.000032396805932	0.533315657003426	0.850037654006431	0	2	2	2	4	4	6	8	7	9	9	12	11	11	12	13	13	15	14	15	18	15	17	19	18	21	20	20	22	24	0	1	1	1	2	4	2	7	7	8	7	11	11	11	13	13	13	13	13	17	18	16	20	20	22	24	25	24	26	28	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2
14000	-182.342749358049218	-180.979306858752778	-1.363442499296451	0.000083541361062	0.000043489638577	0.520576131682898	0.549731690451502	-1	1	1	2	7	5	5	8	6	10	8	12	11	12	14	12	13	15	14	15	18	16	17	19	17	20	19	21	23	23	0	1	1	3	2	4	2	7	3	8	7	9	7	11	13	13	12	16	17	19	18	18	19	23	13	20	25	24	26	28	1	1	1	1	2	2	3	1	2	2	1	3	3	2	2	1	1	1	1	1	2	1	2	1	3	4	1	1	2	1
14500	-168.699745628368191	-167.338520044141063	-1.361225584227123	0.000104108782189	0.000057275298941	0.550148582440543	0.712312217762657	0	1	1	2	6	7	4	8	8	11	9	12	11	11	13	13	14	16	14	13	18	17	18	18	20	18	18	20	22	22	0	1	1	1	7	4	2	5	5	8	9	11	9	11	13	13	16	16	16	13	13	16	18	17	22	20	22	24	26	28	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	2	1	2	2	2	1	2	2	1
15000	-158.923826309958997	-157.503016535586312	-1.420809774372699	0.000111072307150	0.000041048291514	0.369563688440834	0.730129773993777	0	2	1	3	6	6	4	8	6	10	9	12	9	13	11	11	13	15	14	15	17	16	17	18	18	19	20	21	21	23	0	1	1	3	2	1	2	9	7	8	5	9	5	11	11	13	13	16	17	17	18	16	18	19	22	24	25	26	26	28	1	1	1	1	2	3	1	1	1	2	1	2	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1
15500	-167.705935282707998	-166.308759366857942	-1.397175915850043	0.000151498754928	0.000061625101947	0.406769692438596	0.758901859728058	0	2	1	2	6	6	5	6	7	10	10	13	10	12	14	12	12	15	15	14	16	16	17	18	18	20	20	20	23	23	0	1	1	1	7	4	2	7	7	8	9	14	9	11	16	13	13	16	13	13	16	19	18	18	22	24	25	18	26	19	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	4	2	3
16000	-188.102876130184939	-186.622903129397457	-1.479973000787477	0.000099363196681	0.000030756621013	0.309537354281715	0.695509060271010	0	1	2	3	4	7	6	7	5	9	9	12	10	13	13	12	14	14	14	14	17	16	17	19	18	20	20	20	22	23	0	1	1	1	2	4	5	9	2	8	7	5	5	12	12	9	16	12	13	12	22	13	17	16	22	19	25	24	28	28	1	1	1	1	2	3	1	1	2	1	1	3	4	1	1	3	1	1	2	1	1	2	2	3	1	3	1	1	1	1
16500	-162.247747432670877	-160.767453422350940	-1.480294010319940	0.000115525241575	0.000035730014536	0.309283183904624	0.787803187891416	-1	1	2	2	7	6	4	8	8	9	9	10	11	12	13	12	13	15	14	15	17	16	17	18	19	20	18	20	22	22	0	1	1	1	7	4	2	5	5	8	7	5	11	12	14	13	16	14	17	19	16	15	18	23	21	24	18	24	26	28	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1	1	1
17000	-179.308911687639920	-177.930129279620758	-1.378782408019153	0.000123384629558	0.000055476705955	0.449624123792269	0.697297716593987	0	1	1	2	6	6	4	7	7	10	9	11	10	12	13	11	13	15	14	13	17	17	16	18	18	21	20	21	23	24	0	1	1	1	2	4	4	7	3	8	7	11	9	11	13	13	13	16	14	16	18	23	19	23	18	24	25	24	26	20	1	1	1	1	2	2	1	2	3	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	4
17500	-177.614623310585529	-176.189334043939112	-1.425289266646423	0.000079408405771	0.000070874613617	0.892532886528295	0.534291782852031	-1	0	2	1	4	6	5	7	8	10	9	11	10	11	13	12	13	15	14	15	18	15	17	18	17	19	19	20	22	24	0	1	1	1	2	4	5	7	3	5	7	7	9	10	16	13	16	16	17	19	18	13	19	23	22	19	25	26	26	26	1	1	1	1	2	3	1	1	3	4	2	3	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	2	3
18000	-175.964652369644682	-174.429028664048900	-1.535623705595782	0.000086740984959	0.000023602601352	0.272104373303034	0.653652265925098	0	2	1	2	6	5	4	7	8	10	9	12	10	11	13	11	14	14	14	15	17	15	17	18	19	20	20	19	22	23	0	1	1	1	7	4	2	7	7	11	7	9	11	13	13	13	12	13	13	19	16	16	20	19	21	28	25	24	28	28	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	1	1	2	3	1	4	2	1	2	1	1	1	1	2	2
18500	-166.869979924027177	-165.505115770982968	-1.364864153044202	0.000062584586490	0.000031873289845	0.509283381623596	0.766216670768891	0	1	1	2	6	5	5	7	7	9	10	13	11	11	12	12	14	15	12	13	17	16	16	17	17	18	20	21	21	24	0	1	1	1	7	4	2	7	7	8	7	9	11	11	11	13	19	16	13	19	18	16	19	23	12	24	25	26	26	28	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1
19000	-177.874006777902167	-176.447002709867519	-1.427004068034659	0.000092514177595	0.000033452382997	0.361591962086706	0.563457746113134	0	2	2	2	6	6	4	7	6	10	9	12	11	13	13	12	13	15	15	14	18	16	17	18	18	20	20	19	22	24	0	1	1	1	7	1	2	7	7	8	5	10	9	12	16	11	13	16	20	12	18	13	19	23	22	28	13	24	24	28	1	1	1	1	1	4	1	1	1	1	2	2	3	1	1	1	1	2	1	1	2	2	1	1	2	1	3	1	2	2
19500	-155.571264356270689	-154.206157554486964	-1.365106801783725	0.000075860555719	0.000038506148178	0.507591169253535	0.838541450840250	1	2	2	2	6	7	4	8	7	10	8	12	11	11	14	13	13	15	15	15	17	17	17	19	19	20	20	21	22	23	0	1	1	1	7	4	2	9	5	8	5	11	11	11	12	12	14	16	17	17	18	18	16	20	22	24	25	26	26	28	1	1	1	1	1	2	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2
20000	-173.103756134421218	-171.723986882882514	-1.379769251538717	0.000078021445269	0.000056698646842	0.726705928689668	0.743046184309038	0	1	1	2	5	6	6	7	8	10	9	12	10	13	13	12	13	16	14	15	18	17	15	19	18	21	20	20	22	23	0	1	1	1	2	4	5	7	2	7	7	7	9	11	16	13	13	13	17	19	18	18	19	20	22	19	25	24	24	28	1	1	1	1	2	2	1	1	3	3	2	2	2	2	1	1	2	2	1	1	1	1	1	2	1	3	1	1	1	2
20500	-196.398074270038620	-195.001561523498026	-1.396512746540598	0.000157914015863	0.000064433354533	0.408028091620446	0.616850361236700	0	1	2	2	4	7	5	8	7	9	9	10	11	12	14	13	13	15	14	15	15	16	17	19	19	19	20	21	22	24	0	1	1	1	2	3	2	5	5	2	7	4	9	9	13	13	11	16	17	17	15	17	19	20	22	23	25	20	26	24	1	1	1	1	2	2	1	2	2	3	2	3	1	3	1	1	1	1	1	1	1	2	2	2	2	1	1	4	2	2
21000	-197.233259667851001	-195.837528822121612	-1.395730845729384	0.000144101942061	0.000059014355089	0.409531989960178	0.555645848069971	-1	1	1	3	6	6	5	8	7	11	8	12	10	11	13	13	12	15	14	15	17	17	17	17	20	19	17	19	21	23	0	1	1	1	7	1	2	5	5	8	7	13	5	9	11	10	11	16	13	17	15	20	20	17	16	24	16	24	28	28	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	2	1	1	2	2	1	1	2	5	2	2	1	1	2
21500	-170.385611222936802	-168.986707384286376	-1.398903838650437	0.000062936024073	0.000050630042954	0.804468405813262	0.616804836102379	-1	1	1	2	6	7	3	5	8	10	9	12	11	13	13	12	14	12	14	15	17	17	17	18	19	18	20	20	21	23	0	1	1	2	7	4	2	7	5	8	5	9	11	5	13	13	16	13	15	19	18	18	19	23	22	20	25	26	26	28	1	1	1	1	1	3	1	2	1	2	2	2	1	4	1	1	1	1	1	1	2	3	2	1	1	2	1	1	2	2
22000	-151.390158947606380	-149.995604283696764	-1.394554663909610	0.000101234343637	0.000079803362123	0.788303250215011	0.893421864723009	0	2	1	2	6	5	4	8	7	9	9	13	10	12	14	12	12	14	15	14	17	17	17	17	18	19	20	21	23	23	0	1	1	1	7	4	2	9	5	8	9	14	8	11	16	13	13	16	18	17	18	16	19	20	18	24	25	26	26	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2
22500	-177.697655862249150	-176.324497484692301	-1.373158377556852	0.000063904653910	0.000044307610866	0.693339344708947	0.582952707499855	0	1	1	2	6	6	4	7	8	9	8	12	10	10	14	11	13	15	14	15	17	17	17	17	18	19	20	21	22	23	0	1	1	1	7	4	2	5	5	8	7	9	5	11	13	11	13	16	13	19	18	18	20	20	15	24	25	26	24	28	1	1	1	1	1	3	2	1	2	1	2	2	3	2	3	2	1	2	1	1	1	2	1	1	2	1	1	1	3	1
23000	-178.667696415830761	-177.271956429349132	-1.395739986481640	0.000104066078364	0.000042616545135	0.409514279821829	0.735240162413420	0	2	2	2	7	7	5	6	7	10	8	11	10	11	12	13	13	15	15	14	17	17	18	18	19	20	20	21	22	23	0	1	1	1	7	4	4	7	2	8	7	9	11	7	13	9	14	15	13	13	17	18	19	17	16	24	25	26	26	28	1	2	1	1	1	2	1	1	2	2	1	1	2	3	1	3	1	1	2	1	2	1	1	2	3	1	1	1	1	1
23500	-180.858012248475916	-179.493981716967397	-1.364030531508512	0.000090067852802	0.000046436582987	0.515573332129907	0.580802879803905	-1	2	1	3	5	6	5	7	7	10	8	11	9	10	13	12	14	15	12	14	16	17	18	17	18	20	19	21	22	24	0	1	1	1	2	4	4	7	4	8	5	9	5	11	16	13	16	16	13	19	19	18	20	20	22	23	25	24	24	26	1	1	2	2	2	2	1	1	2	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	1	1	3	2	2
24000	-170.819357565499615	-169.456631883675868	-1.362725681823754	0.000077900080466	0.000047935301654	0.615343416436525	0.619570401532314	-1	2	1	2	5	6	6	8	8	10	8	12	10	11	12	12	14	15	13	14	15	17	18	19	19	21	20	20	23	23	0	1	1	1	2	4	2	7	7	8	7	10	11	11	13	13	13	13	13	16	16	18	17	18	22	24	25	24	28	28	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1
24500	-155.392118830875802	-154.025895498743495	-1.366223332132295	0.000102126020055	0.000066254675400	0.648754111484581	0.868695198869927	0	1	1	2	4	7	6	7	7	10	8	12	10	12	12	13	13	15	15	14	16	16	17	18	17	19	19	20	22	23	0	1	1	1	2	4	5	5	7	7	5	10	11	11	11	13	13	16	20	17	18	16	19	20	22	24	25	26	26	28	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2
25000	-163.591644622016247	-162.166005582346088	-1.425639039670171	0.000105859707526	0.000038458915991	0.363300795835715	0.835507628778139	0	2	1	2	7	5	5	8	7	10	10	12	10	11	13	12	12	15	15	13	16	17	16	18	18	19	19	20	23	24	0	1	1	1	7	4	2	9	7	8	9	5	9	11	13	13	13	16	20	17	16	13	19	21	22	24	25	24	26	28	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2
25500	-169.823087893128303	-168.444947991320504	-1.378139901807812	0.000077229286456	0.000055525629690	0.718971160270995	0.689296289875946	0	2	2	3	6	6	5	7	6	10	8	12	9	12	14	12	13	15	13	15	16	16	16	17	18	18	19	20	22	23	0	1	1	1	7	4	2	5	4	8	5	10	9	11	16	13	16	16	13	19	16	18	19	20	21	20	21	26	26	26	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	3
