step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
5000	-239.743041101188254	-246.598529052147626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699253702882153	0	1	2	2	3	5	5	6	6	6	6	6	7	7	9	8	7	8	9	8	8	8	8	9	8	8	9	7	10	9	10	9	9	11	11	12	12	13	13	13	13	14	12	16	15	15	16	17	17	17	20	14	17	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	7	7	9	9	9	12	12	20	28	11	17	28	17	12	12	28	7	16	23	22	23	26	23	33	31	30	35	35	43	35	38	31	46	41	42	52	38	52	46	53	37	45	41	54	55	55	1	1	2	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	2	2	1	1	3	2	2	2	1	2	2
5500	-240.990352891622422	-247.845840842581794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773427620814491	0	1	2	2	3	6	4	5	6	6	6	6	7	7	10	7	6	8	8	8	8	8	8	9	7	8	9	10	9	9	10	8	10	11	10	12	12	13	13	12	13	14	13	16	15	15	17	17	16	17	20	16	17	18	16	21	20	0	1	1	2	2	0	0	4	0	0	0	7	12	6	29	6	7	17	13	13	9	17	17	17	12	12	13	13	6	17	24	17	32	24	18	31	35	37	35	31	35	41	31	45	42	42	52	44	46	41	42	45	49	55	46	57	55	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	2	2	1	3	1	1	1	1	1	1	2	2	1	1	2	1	1	3
6000	-246.264225461496011	-253.119713412455383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747451847510321	0	1	2	2	2	6	4	5	6	4	4	6	7	7	9	8	5	8	9	8	8	8	6	9	8	8	9	10	10	10	9	7	10	9	11	12	12	13	13	10	13	13	14	16	14	15	16	17	17	17	20	17	16	18	19	20	21	0	1	1	2	2	0	0	4	0	0	0	17	7	6	21	11	7	12	18	13	14	17	17	17	23	32	13	27	21	23	17	17	34	32	33	40	35	35	35	34	35	33	31	42	41	45	46	44	44	41	46	47	45	50	54	54	54	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	3	2	1	1	2	1	2	1	1	2	1	2	3	2	2	1	1	1	1	1	3	2	1	2	1	1	1	3
6500	-248.257257789687372	-255.112745740646744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663409622301861	-1	1	2	2	2	6	4	6	6	6	6	6	7	7	10	8	5	8	9	8	8	8	8	9	7	8	8	10	9	9	9	10	10	9	11	11	12	13	13	13	13	14	14	15	13	15	15	17	16	17	20	16	16	18	19	21	21	0	1	2	2	2	0	0	4	0	0	0	17	7	11	11	9	7	12	18	13	11	12	12	7	17	17	13	23	14	26	26	34	34	17	33	31	35	35	35	31	35	38	36	42	37	42	42	38	33	46	46	47	41	49	54	55	54	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	2	3	2	3	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	1	3	1	1	1	1	2	3	1	3	1	1	1	1	1	2
7000	-239.414008672314083	-246.269496623273454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707576262315879	0	1	2	2	2	6	4	6	6	6	6	6	7	7	9	8	5	7	8	8	8	7	8	9	8	8	9	9	10	10	10	9	10	11	12	12	12	13	13	13	11	14	13	16	12	14	15	17	17	17	19	17	16	18	17	21	21	0	1	1	2	2	0	0	2	0	0	0	17	7	11	6	11	7	12	13	13	6	17	12	17	12	18	13	19	16	22	23	23	18	33	41	31	33	35	35	31	33	45	36	42	41	45	46	44	53	53	46	47	46	55	53	51	55	1	1	2	1	1	1	1	4	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	3	2	1	2	1	2	3	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	4	2	2	1	1	1	3
7500	-261.292122856895389	-268.147610807854790	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715604007530222	0	1	2	2	2	6	4	6	6	6	5	6	6	7	9	8	7	8	9	6	8	8	8	9	8	8	8	10	7	10	10	9	9	11	12	12	11	13	13	13	11	14	14	16	13	15	17	14	17	16	20	16	17	17	19	20	21	0	1	1	2	2	0	0	4	0	0	0	7	7	11	11	14	12	17	12	7	6	17	17	17	12	17	20	19	9	23	12	26	26	26	41	31	33	35	35	30	33	45	36	46	35	45	52	45	37	42	49	42	50	41	50	55	51	1	1	2	1	1	1	1	4	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1	2	3	1	1	3	1	2	2	1	1	2	2	1	2	1	1	2	1	1	3	2	1	2	1	2	2	1	1
8000	-263.206387751082389	-270.061875702041789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576552390395089	0	1	1	2	3	4	5	5	5	5	6	6	7	6	9	6	7	7	9	8	8	8	7	8	8	8	9	9	10	10	9	8	9	11	12	12	11	13	13	10	13	14	14	16	15	15	17	17	17	17	19	16	15	17	19	21	20	0	1	1	2	2	0	0	2	0	0	0	7	7	6	6	6	12	12	20	13	9	23	12	13	18	17	13	13	14	18	22	12	32	30	34	31	18	30	35	31	35	41	31	42	42	42	52	42	45	45	52	46	35	37	50	55	55	1	1	1	1	2	1	1	3	1	1	1	1	2	2	3	2	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1	1	1	3	3	3	1	1	1	1	3	2	1	1	1	3	2	1	3	1	3	3	1	2	1
8500	-270.217827547427191	-277.073315498386592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610296347779156	-1	1	2	2	2	5	2	5	6	6	5	5	7	7	10	8	7	7	8	8	7	8	8	9	8	8	9	9	9	10	10	8	10	11	12	12	12	11	13	13	13	13	14	16	15	15	15	17	16	17	20	17	17	18	19	21	21	0	1	2	1	2	0	0	4	0	0	0	7	7	10	21	6	12	12	17	18	9	12	17	32	17	13	13	32	21	22	26	12	24	24	38	31	38	33	38	30	33	33	40	46	35	30	42	45	37	46	45	47	30	45	50	55	55	1	2	1	2	1	1	1	2	1	1	1	1	3	1	3	2	2	2	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	2	1	3	2	1	1	3	3	2	2	3	2	4	2	2	3	2	2	2
9000	-261.173717582175755	-268.029205533135155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514317221159042	0	1	2	2	3	6	5	6	5	5	5	6	7	7	10	8	7	7	9	7	8	8	8	9	8	8	8	10	10	10	10	10	9	11	12	11	12	10	12	13	13	13	14	15	15	15	17	16	17	16	20	16	17	18	19	20	20	0	1	1	2	2	0	0	4	0	0	0	7	7	11	10	6	7	12	12	7	6	18	18	22	12	12	12	13	16	18	26	12	18	12	38	31	38	33	38	36	24	30	36	35	42	42	46	44	46	42	45	46	45	50	54	55	55	1	1	2	1	2	1	1	3	1	1	1	1	1	2	5	2	2	1	3	2	2	1	1	1	2	2	2	1	2	2	2	2	1	4	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	3	1	1	1	1	1	1
9500	-272.393968436087107	-279.249456387046507	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560457886442780	0	1	2	2	3	6	3	6	6	5	6	6	5	7	10	8	5	7	9	8	8	8	7	9	8	8	9	10	9	9	10	10	10	9	12	12	12	13	13	12	11	12	14	16	15	15	16	17	17	16	20	17	17	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	17	7	6	21	14	7	17	26	13	9	23	12	23	17	17	13	27	21	23	17	12	18	17	33	32	33	18	24	31	32	30	36	38	42	42	46	38	45	38	45	47	45	50	54	55	50	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	1	1	3	2	1	1	2	1	3	3	1	1	2	3	2	3	2	2	1	2	4	2	2	1	2	2	2	2	2	1	3	1	2	4	1	2	1	1	1	4
10000	-269.774176702821137	-276.629664653780537	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596628375148867	0	1	2	2	3	6	4	4	5	6	6	6	7	7	9	8	7	5	8	8	7	8	8	8	8	8	9	9	10	10	10	10	10	11	12	12	11	13	12	13	13	13	13	16	15	15	14	16	15	17	20	17	16	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	18	7	6	11	9	18	7	17	12	6	18	12	18	18	18	20	23	15	24	23	28	23	26	37	13	33	37	33	36	37	37	31	46	42	41	35	46	33	35	44	42	42	46	50	55	51	1	1	2	1	1	1	1	2	1	1	1	1	3	1	2	3	2	1	1	2	1	3	2	2	2	2	1	1	1	2	2	1	2	3	1	3	1	2	2	1	2	2	2	1	2	2	2	1	4	3	4	3	1	2	2	1	1
10500	-242.215972474897768	-249.071460425857140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664061347574324	0	1	2	2	3	6	5	4	6	4	6	6	7	7	10	7	7	6	9	8	8	8	8	9	8	8	9	10	10	10	10	10	9	9	12	12	10	12	13	11	12	14	14	16	15	15	16	15	16	17	17	17	17	18	19	21	20	0	1	1	2	2	0	0	4	0	0	0	7	7	9	14	6	18	7	20	13	6	17	12	18	12	17	13	13	16	18	24	18	23	18	37	40	33	37	37	24	37	39	36	42	42	42	46	39	39	39	47	47	49	51	50	55	54	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	2	4	1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	1	1	1	2	3	1	1	1	1	2	2	1
11000	-263.398899041089066	-270.254386992048467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797147231603872	0	1	1	2	3	6	5	6	6	5	3	6	6	7	10	8	7	7	9	8	7	8	8	8	8	8	7	9	7	10	10	10	10	9	12	12	11	13	13	13	13	14	13	16	15	15	17	16	17	17	19	16	17	18	19	21	20	0	1	1	2	2	0	0	4	0	0	0	7	7	6	14	9	12	12	20	13	6	12	18	18	18	7	13	13	6	23	22	34	18	17	17	31	33	26	37	31	37	39	31	45	42	42	39	38	45	46	42	46	42	48	54	55	50	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	1	3	1	4	2	1	3	2	3	1	1	1	1	1	1	2	3	1	1	2	1	2	1	1	1	3
11500	-265.042471334580000	-271.897959285539400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621576447511201	-2	1	-1	2	2	6	5	5	5	6	6	6	7	7	8	8	7	8	9	7	7	8	8	9	7	8	9	10	10	10	10	10	10	11	12	12	12	13	13	12	10	12	11	16	15	15	17	17	17	17	18	15	17	18	19	21	19	0	3	1	2	2	0	0	2	0	0	0	7	7	11	11	14	12	12	13	7	9	12	12	12	12	17	13	19	16	12	18	17	18	33	41	31	41	37	41	31	23	33	31	45	42	33	52	42	35	46	48	37	46	46	54	50	48	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	2	1	2	2	1	2	2	1	1	2	1	2	2	2	2	2	1	2	2	2	1	2	2	1	2	1	1	2	3	2	3	2	2	1	1	1	3	1	4	1
12000	-225.687395403798774	-232.542883354758146	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796886507930633	-1	1	0	2	3	6	5	5	6	6	6	6	7	7	9	8	7	7	9	8	7	8	7	8	8	8	9	10	10	7	10	10	10	9	11	12	12	13	13	13	13	14	14	16	15	15	17	17	15	16	17	16	16	18	19	20	20	0	3	1	2	2	0	0	1	0	0	0	7	7	9	9	21	12	12	13	13	11	12	12	18	18	23	13	19	15	12	22	18	30	18	33	31	35	35	35	31	37	39	36	46	42	42	52	44	42	46	46	45	49	42	54	54	54	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	4	1	1	2
12500	-252.499842018737723	-259.355329969697095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721186370494410	0	1	2	2	2	5	4	6	4	5	6	6	7	7	10	8	7	8	9	7	8	8	7	9	8	8	9	8	9	9	10	10	10	9	12	12	12	11	13	12	13	14	14	15	13	14	17	16	16	16	17	15	17	18	19	20	19	0	1	2	2	2	0	0	4	0	0	0	7	7	11	21	11	7	23	28	12	14	17	7	18	12	17	20	13	14	23	30	18	18	17	38	31	38	33	38	31	37	45	36	45	37	45	49	44	37	52	50	42	46	49	49	55	54	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1
13000	-250.218678227068523	-257.074166178027895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700211433677685	0	1	2	2	3	6	5	6	5	6	4	6	6	7	10	8	7	8	9	8	8	8	7	9	8	8	9	10	10	8	10	10	9	11	12	12	11	13	13	12	13	14	13	16	14	15	17	17	17	16	20	15	17	17	19	21	21	0	1	1	2	2	0	0	4	0	0	0	7	7	6	14	9	7	23	17	12	14	17	7	30	12	23	13	13	21	12	24	18	18	24	37	31	33	37	35	31	37	39	31	38	41	45	52	42	38	42	47	42	38	50	45	55	55	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	2	1	1	2	1	1	2	1	2	1	3	2	2	2	1	2	1	2	1	2	1	2	1	2	2	1	2	2	1	1	2	3	2	2	2	1	3	1	3	2	2
13500	-265.016256880238188	-271.871744831197589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531281614388491	0	1	2	2	3	6	4	4	5	6	5	6	7	6	10	8	7	6	9	8	7	8	7	8	8	7	9	10	9	10	10	10	10	11	12	12	11	12	13	13	12	14	14	16	15	15	16	17	16	17	20	17	17	18	19	21	21	0	1	2	2	2	0	0	4	0	0	0	7	12	9	29	6	12	7	13	13	9	18	7	7	18	12	23	13	16	25	17	24	23	32	37	22	33	23	37	31	22	39	40	45	37	39	46	38	37	45	53	47	45	50	54	55	50	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	3	2	2	1	1	2	1	2	3	2	3	1	1	4	1	4	2	2	3	1	1	1	3	2	1	3	4	2	3	1	1	1	1	2	4
14000	-249.130627637376705	-255.986115588336077	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640997992699910	0	1	2	2	2	5	5	5	6	6	6	6	7	7	10	7	7	8	9	7	8	8	7	9	8	8	9	10	9	10	10	8	10	11	12	12	11	13	13	12	13	13	14	16	15	15	16	16	17	17	20	17	17	16	18	21	20	0	1	2	2	2	0	0	4	0	0	0	7	7	6	29	6	12	23	13	7	9	17	12	18	17	23	13	27	9	12	26	23	23	22	37	31	33	37	37	31	37	35	31	41	42	42	46	46	39	38	39	47	46	38	46	41	54	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	2	2	2	1	3	1	2	2	1	1	2	4	5	1	2	3	2	6	3
