step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
86000	-89.365597086213782	-96.221085037173154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540864047631989	3	6	10	11	13	13	16	15	18	20	21	22	24	25	31	33	0	1	2	2	4	4	2	6	7	7	10	9	10	10	12	15	1	1	2	2	1	1	6	1	1	2	1	2	2	3	5	1
86500	-99.956646231216951	-106.812134182176322	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478852090992592	3	6	10	11	12	12	16	15	18	20	22	21	24	25	31	32	0	1	2	3	2	4	3	6	7	4	10	9	10	11	12	15	1	2	2	1	3	1	3	2	2	4	1	1	3	3	5	1
87000	-99.529689982759265	-106.385177933718637	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534840722058366	3	6	10	9	12	13	16	15	17	20	21	23	23	24	30	32	0	1	4	2	4	3	6	6	2	6	10	9	10	11	12	15	1	2	1	2	1	1	1	1	4	4	1	3	2	2	2	1
87500	-100.776928979584838	-107.632416930544210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415913934032814	3	5	9	10	12	13	15	15	17	20	22	22	24	24	29	31	0	1	2	2	4	3	5	6	3	3	10	9	10	11	9	15	1	1	2	2	1	2	1	1	2	6	1	3	2	1	6	1
88000	-106.131160226713789	-112.986648177673160	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387624260188538	3	5	11	10	12	12	15	15	17	18	21	23	24	25	30	33	0	1	2	2	4	4	3	6	6	4	10	9	10	11	12	15	1	1	3	2	1	1	3	2	4	4	3	4	3	2	3	2
88500	-101.518386421992176	-108.373874372951548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.345318066033136	2	6	11	10	11	12	16	16	17	20	22	22	23	26	30	32	0	1	4	2	4	4	6	6	3	2	10	9	10	10	12	15	1	2	1	2	1	1	2	2	2	6	1	3	1	2	4	1
89000	-96.409890803697095	-103.265378754656467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499910228070006	3	6	9	9	12	11	16	16	17	20	22	22	25	24	29	32	0	1	2	2	4	2	6	6	8	3	10	9	10	11	12	15	1	1	2	2	1	3	2	2	1	4	1	2	2	1	3	2
89500	-109.831714759366747	-116.687202710326119	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554219084915267	2	6	10	8	13	13	15	16	17	20	21	22	23	24	30	31	0	1	2	2	4	4	5	6	2	7	10	9	10	11	12	15	1	3	2	1	2	2	1	2	4	3	1	1	2	2	3	1
90000	-94.483186839326436	-101.338674790285808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.422450568547651	1	6	10	10	12	12	15	15	18	20	22	22	24	25	30	32	0	1	2	2	4	3	4	6	7	4	10	9	10	11	12	15	1	3	2	3	1	1	3	2	2	3	1	2	2	1	4	2
90500	-102.277165653861545	-109.132653604820916	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477911985028770	3	6	10	11	11	12	17	15	17	20	21	22	24	26	30	31	0	1	2	3	2	4	5	6	6	7	10	9	10	11	12	15	1	2	1	1	3	1	4	1	2	1	1	1	2	3	3	1
91000	-104.538267264081753	-111.393755215041125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.319569829174598	2	7	10	10	12	13	16	16	17	19	21	22	22	24	30	32	0	1	2	2	4	4	4	6	2	7	10	9	10	10	12	15	1	3	1	1	1	1	3	2	5	2	1	2	2	2	5	2
91500	-92.807324577580260	-99.662812528539632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421922098041043	3	6	10	10	12	12	15	15	18	20	21	22	23	25	30	32	0	1	2	2	2	2	6	5	5	3	10	9	10	11	12	15	1	2	2	2	3	3	2	1	2	5	1	2	2	2	4	1
92000	-95.729056030164699	-102.584543981124071	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.445224071799908	3	6	10	10	11	12	16	14	17	20	21	23	25	25	30	32	0	1	2	2	4	3	4	6	2	7	10	9	10	11	12	15	1	1	2	2	1	2	3	1	5	2	1	4	3	2	3	1
92500	-103.903818567310040	-110.759306518269412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449765274087512	3	6	11	9	12	11	17	16	17	19	22	22	24	26	28	32	0	1	4	2	2	4	3	4	8	3	10	9	10	11	12	15	1	2	2	2	3	1	4	3	1	4	2	2	2	2	4	2
93000	-99.471430175441725	-106.326918126401097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537491563751820	2	7	10	11	13	12	16	15	17	19	21	22	24	25	30	32	0	1	2	3	4	4	5	6	2	3	10	9	10	11	12	15	1	2	1	1	2	1	2	2	4	4	1	3	3	2	5	2
93500	-106.265242720870845	-113.120730671830216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509887771756078	3	6	11	10	12	12	15	15	17	20	22	22	24	25	30	33	0	1	2	2	2	2	2	6	4	3	10	9	10	11	9	15	1	1	2	2	3	3	4	2	4	4	1	2	3	1	9	2
94000	-95.843468240335710	-102.698956191295082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522463546930292	2	7	9	11	13	12	16	15	16	20	22	21	24	26	30	33	0	1	2	3	4	4	4	6	4	7	10	9	10	11	12	15	1	3	1	2	1	1	2	1	2	3	1	2	2	2	3	2
94500	-96.695788676007410	-103.551276626966782	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437721971557339	3	5	10	10	12	13	15	15	18	19	21	22	23	24	30	32	0	1	2	2	4	3	4	6	7	2	10	9	10	11	12	15	1	1	3	2	1	2	3	1	2	6	1	2	1	2	3	1
95000	-114.645827923237718	-121.501315874197090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521978734633731	2	7	10	10	13	10	15	16	17	20	21	23	25	25	29	33	0	1	2	2	4	2	2	6	7	4	10	9	10	10	12	15	1	3	1	2	1	1	6	4	1	5	1	5	3	2	2	2
95500	-104.533983704185857	-111.389471655145229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454639496728082	3	5	10	11	9	12	15	14	17	20	21	22	24	25	30	32	0	1	2	5	2	3	5	6	4	3	10	9	10	11	12	15	1	1	1	2	2	1	3	1	3	4	1	4	3	2	3	1
96000	-107.313032093935476	-114.168520044894848	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578442910878457	3	7	10	9	12	12	16	15	17	20	21	20	24	24	30	32	0	1	4	2	3	2	4	6	6	7	10	2	10	11	12	15	1	1	1	1	1	2	3	1	2	2	1	5	2	1	3	1
96500	-101.486676734210334	-108.342164685169706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407675797967027	3	6	9	9	12	13	16	15	18	20	21	22	24	26	30	32	0	1	2	2	4	5	4	6	3	9	10	9	10	11	12	15	1	1	1	1	2	1	5	1	6	1	1	2	2	3	4	1
97000	-95.498364086861685	-102.353852037821056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.332410158104773	3	6	11	11	13	13	16	15	17	19	21	22	22	24	30	32	0	1	2	2	4	4	3	6	4	3	10	9	10	11	12	15	1	1	3	3	1	1	4	1	3	5	1	3	2	1	3	1
97500	-109.594571728139087	-116.450059679098459	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556977042678597	2	7	10	10	12	13	16	15	17	20	22	22	24	25	30	32	0	1	2	2	4	5	5	6	5	6	10	9	7	11	12	15	1	2	1	2	1	1	2	1	2	4	2	2	2	2	3	1
98000	-103.282690880227236	-110.138178831186607	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547770608960139	3	6	10	10	12	12	16	15	17	21	22	23	24	26	30	32	0	1	2	2	4	3	3	6	3	3	10	9	10	10	12	15	1	1	2	1	1	1	2	2	4	8	1	2	2	2	4	1
98500	-97.952552872674858	-104.808040823634229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.425755163322230	3	6	10	11	11	12	16	15	17	20	22	23	24	26	30	31	0	1	2	2	2	3	4	6	6	3	10	9	10	11	9	15	1	1	3	2	3	1	2	2	3	5	1	3	2	2	5	1
99000	-106.263731788940206	-113.119219739899577	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494440365607979	2	6	11	8	12	13	16	14	17	18	20	22	23	26	30	32	0	1	4	2	4	5	2	6	2	7	10	7	7	11	12	15	1	2	1	1	2	1	5	1	5	1	1	2	3	3	6	1
99500	-109.425240493179487	-116.280728444138859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506520543051048	2	5	10	10	13	13	17	15	16	20	22	21	24	26	30	31	0	1	2	1	4	3	6	6	6	7	10	7	7	11	12	15	1	2	3	3	2	2	3	1	1	2	1	2	3	2	3	1
100000	-95.949862728925467	-102.805350679884839	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507829218431172	2	6	9	10	12	12	16	14	17	20	21	22	24	25	30	33	0	1	2	2	3	4	4	6	4	3	10	9	10	11	12	15	1	2	2	2	1	1	2	1	3	7	1	3	3	2	3	1
