step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
11500	-116.207477546807439	-123.062965497766811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.275916446253987	2	6	9	11	13	13	14	16	18	18	22	22	24	25	30	33	0	1	2	3	4	4	4	5	4	4	10	9	10	10	12	15	1	2	2	1	2	1	2	1	5	4	4	2	3	3	3	1
12000	-108.172293105059438	-115.027781056018810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579233771085261	3	7	9	9	12	13	15	15	17	20	22	22	24	25	28	31	0	1	2	2	2	4	4	6	6	3	10	9	10	11	12	15	1	2	1	2	2	1	4	2	2	6	1	3	2	2	3	2
12500	-108.676249071438846	-115.531737022398218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483689427353134	3	7	9	9	10	13	15	15	17	18	20	23	24	23	30	33	0	1	2	2	3	4	6	6	2	2	10	9	9	11	12	15	1	2	2	1	1	2	1	1	5	4	1	3	3	2	3	2
13000	-96.357499163467836	-103.212987114427207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558237046905477	3	6	10	9	12	12	16	15	17	20	21	21	24	25	27	31	0	1	4	2	2	4	4	6	7	7	10	9	10	11	12	15	1	2	1	1	2	1	3	2	1	2	1	2	2	2	4	2
13500	-91.291016144419828	-98.146504095379200	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609394828418457	3	6	10	10	11	13	17	15	18	20	22	22	24	25	30	32	0	1	2	2	4	4	4	6	4	3	10	9	10	11	12	15	1	1	1	2	1	2	3	1	3	4	1	2	2	2	3	1
14000	-95.633348395695933	-102.488836346655305	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455351865767238	2	7	9	10	12	11	16	15	18	20	21	23	24	25	30	31	0	1	2	3	2	4	4	6	7	3	10	9	10	11	12	15	1	2	1	1	2	1	3	2	1	5	1	3	3	3	4	1
14500	-102.057064513632440	-108.912552464591812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531872550502864	2	7	10	11	13	13	16	15	18	19	21	19	23	24	30	33	0	1	2	3	3	4	5	6	4	3	10	9	10	11	9	15	1	2	2	1	2	1	2	1	3	4	1	1	1	2	6	1
15000	-122.733367552797887	-129.588855503757259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448300358192097	3	7	10	11	12	13	17	15	17	20	21	22	23	25	30	33	0	1	2	2	3	3	6	6	6	9	3	9	3	11	12	15	1	3	2	1	1	1	1	1	2	1	3	2	5	3	4	1
15500	-98.522279097258576	-105.377767048217947	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371217712153880	3	6	10	9	12	12	16	15	18	20	22	22	25	26	31	32	0	1	2	2	3	4	6	3	6	3	10	9	10	11	12	15	1	2	3	2	1	1	2	3	3	4	1	2	3	2	4	1
16000	-93.472194679988675	-100.327682630948047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530574905183590	3	6	11	10	12	13	16	16	17	20	22	22	24	26	31	33	0	1	2	2	3	3	3	6	6	3	10	9	10	11	12	15	1	1	2	2	1	2	2	2	2	5	1	2	3	2	4	1
16500	-101.900141233240944	-108.755629184200316	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519113895027236	3	6	10	11	13	12	15	15	17	19	22	23	25	24	29	31	0	1	2	2	4	3	4	6	7	6	10	9	10	10	12	15	1	1	2	2	1	1	2	2	1	3	2	4	4	2	3	1
17000	-102.685875793943126	-109.541363744902498	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414023652848762	2	7	10	9	11	11	15	14	17	20	21	21	25	24	30	32	0	1	2	2	2	4	3	5	7	3	10	9	10	11	9	15	1	2	1	1	2	1	3	1	1	5	1	2	3	2	6	1
17500	-97.885392718913067	-104.740880669872439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.353830801871145	3	7	10	11	13	12	17	15	16	19	21	22	24	25	31	33	0	1	2	3	2	4	4	6	2	5	10	9	10	10	12	15	1	2	1	1	3	1	3	2	4	3	1	3	2	3	3	1
18000	-106.331676698005097	-113.187164648964469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531145709476020	3	7	10	8	11	13	17	16	17	20	22	22	24	25	30	32	0	1	2	2	4	5	3	6	5	2	10	9	10	11	12	15	1	1	2	1	2	1	3	2	3	8	1	3	2	2	3	1
18500	-99.286838294191526	-106.142326245150898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601219801673537	2	6	10	10	12	12	13	16	16	21	22	22	25	25	30	32	0	1	2	2	4	3	3	6	4	3	10	9	10	11	12	15	1	1	2	2	1	1	1	2	4	5	1	4	2	2	2	1
19000	-97.359743178200119	-104.215231129159491	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463658075660420	2	6	11	10	12	13	17	15	17	20	21	21	25	25	31	33	0	1	2	2	4	3	3	6	4	7	10	9	10	11	12	15	1	2	3	2	1	1	3	1	3	1	1	2	2	2	7	1
19500	-106.770312557858716	-113.625800508818088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486308392709507	2	6	9	11	12	11	17	16	17	19	21	21	21	25	30	32	0	1	2	3	3	3	6	3	4	7	10	9	7	11	12	15	1	2	2	1	2	1	4	2	3	1	1	2	1	3	3	1
20000	-99.984129088104964	-106.839617039064336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530880759163230	3	6	8	10	12	12	16	15	17	20	22	22	24	24	30	32	0	1	2	3	4	4	6	6	3	4	10	9	10	11	12	15	1	2	1	1	1	1	2	2	4	4	1	1	1	2	3	1
20500	-95.740283594505769	-102.595771545465141	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537133844941664	2	6	10	8	12	13	16	15	18	19	21	23	24	25	30	32	0	1	4	2	4	3	2	6	7	3	10	9	10	11	12	15	1	1	1	1	2	2	4	1	1	6	1	2	2	2	3	2
21000	-98.725528617384427	-105.581016568343799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428263442307380	3	5	11	9	13	11	17	15	16	20	22	21	24	24	30	32	0	1	4	2	4	4	2	6	4	7	10	9	10	11	12	15	1	1	1	2	1	1	7	3	2	2	1	3	2	1	3	1
21500	-98.881598829724908	-105.737086780684280	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607656058062520	2	5	10	11	13	12	16	16	18	20	21	22	24	25	29	31	0	1	2	3	4	4	4	3	4	8	10	9	10	11	12	15	1	1	2	1	1	1	2	2	4	2	1	2	1	3	3	1
22000	-105.802170749695421	-112.657658700654792	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451616195414300	2	6	11	9	12	12	17	16	18	19	20	21	24	25	29	31	0	1	2	2	4	2	3	6	4	3	10	9	10	10	12	12	1	2	2	2	2	3	3	2	4	4	1	2	3	4	3	4
22500	-105.826192215803573	-112.681680166762945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485784274344958	2	7	10	9	13	12	17	16	17	19	22	23	23	26	30	32	0	1	4	2	4	2	2	5	6	7	10	9	6	10	12	15	1	2	1	1	2	3	4	1	2	1	2	2	5	4	4	1
23000	-96.244646351771834	-103.100134302731206	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580943160577255	3	5	9	10	13	12	16	14	18	20	22	23	23	25	31	32	0	1	2	2	4	4	5	6	7	4	10	9	10	11	12	15	1	1	2	2	1	1	1	1	1	4	1	2	2	1	3	1
23500	-98.389683783360809	-105.245171734320181	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619053990278727	3	6	11	10	12	13	17	16	17	20	21	23	24	24	30	32	0	1	2	2	3	3	6	6	2	3	10	9	10	11	12	15	1	2	2	2	1	1	2	1	5	3	1	4	2	1	2	1
24000	-110.458845318104494	-117.314333269063866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443351092892140	3	7	11	9	13	12	17	15	15	21	22	23	23	25	29	33	0	1	4	2	2	3	5	6	2	7	10	9	10	11	12	15	1	2	1	1	4	1	2	2	5	1	1	4	2	1	2	2
24500	-105.102992260894226	-111.958480211853598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786542106585798	3	7	10	11	12	13	15	14	17	19	21	21	23	22	30	32	0	1	2	2	4	4	3	3	7	7	10	9	10	11	12	15	1	2	2	3	1	1	2	2	1	2	1	2	2	1	3	1
25000	-106.445807824325016	-113.301295775284387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.379964777530646	2	6	10	10	13	11	15	15	18	20	22	23	24	26	31	32	0	1	2	2	4	4	2	6	6	9	10	9	10	11	12	15	1	2	2	2	1	1	4	2	3	1	1	4	2	2	5	1
25500	-118.401210690340591	-125.256698641299963	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460851678807116	2	6	9	10	13	13	15	15	18	20	22	23	25	24	30	31	0	1	2	2	4	4	6	6	2	3	10	2	8	11	12	15	1	2	2	1	1	1	1	2	7	5	1	7	4	1	4	1
26000	-95.546522577332183	-102.402010528291555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542535467659779	2	7	11	10	12	12	15	16	18	20	21	23	24	25	29	31	0	1	2	2	4	2	4	6	7	7	10	9	10	11	12	15	1	2	2	1	1	2	3	2	2	2	1	3	3	2	3	1
26500	-103.474354354643168	-110.329842305602540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604558361216243	2	5	10	11	13	12	15	16	17	20	22	22	24	26	29	32	0	1	2	3	6	4	3	7	7	7	10	9	10	11	12	15	1	1	2	1	1	1	2	1	2	3	1	2	3	3	4	2
27000	-99.725947264810927	-106.581435215770298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426250460210653	1	3	10	10	12	12	16	15	15	19	22	22	24	25	30	32	0	1	2	2	4	3	3	6	4	3	10	9	10	11	12	15	1	1	3	5	1	1	4	2	2	4	2	2	2	2	4	1
27500	-105.644401255571054	-112.499889206530426	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413550991713055	2	6	10	8	13	12	16	14	18	20	21	22	24	26	30	33	0	1	2	2	4	4	3	6	7	7	10	9	4	11	12	12	1	2	2	1	2	2	3	1	1	2	1	2	7	4	3	4
28000	-107.244336435913155	-114.099824386872527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429066367225727	3	7	10	8	12	12	17	14	17	20	22	22	24	25	30	31	0	1	4	2	2	2	4	6	2	3	10	9	7	11	12	12	1	3	1	1	2	2	5	1	4	5	1	3	4	2	3	3
28500	-97.418302470209241	-104.273790421168613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621731530390158	3	7	10	11	13	13	16	15	18	20	22	23	25	24	29	32	0	1	2	3	4	3	4	6	7	6	10	9	10	11	12	15	1	2	1	1	1	1	3	2	1	2	1	2	3	1	3	1
29000	-96.718977888635976	-103.574465839595348	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505173952676733	3	7	10	11	13	12	16	14	17	20	22	22	24	25	29	33	0	1	2	3	4	3	2	2	7	3	10	9	10	11	12	15	1	2	1	1	1	1	4	2	1	6	1	2	2	1	3	2
29500	-97.056909027798781	-103.912396978758153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593801017589682	3	6	9	8	12	11	17	16	18	20	22	23	24	26	31	32	0	1	4	2	4	4	3	6	7	7	10	9	7	11	12	15	1	1	1	1	2	1	5	2	1	1	1	2	3	2	3	1
30000	-105.415633503891456	-112.271121454850828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651907458411797	3	6	10	9	11	12	16	14	17	18	21	22	24	24	29	31	0	1	2	2	4	2	2	6	3	3	10	9	10	11	12	15	1	1	2	1	1	3	4	1	4	3	1	2	5	2	3	1
30500	-104.213761688962791	-111.069249639922162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584478401617356	0	6	10	10	13	11	15	14	15	20	22	21	23	25	30	32	0	1	2	2	4	4	4	6	4	2	10	9	10	11	12	15	1	3	2	2	2	1	2	1	2	7	1	3	1	1	3	1
31000	-103.328692914700753	-110.184180865660124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.400776355611971	3	7	10	11	13	13	16	15	16	18	20	21	24	25	31	33	0	1	2	2	2	2	3	6	4	3	10	9	10	11	12	15	1	2	1	2	3	2	3	1	2	4	1	3	2	3	5	1
31500	-101.825838694564965	-108.681326645524337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509920672815544	3	7	11	10	13	12	17	16	14	20	21	22	24	25	30	32	0	1	2	2	2	4	3	6	2	8	10	9	10	10	12	15	1	2	2	1	3	1	4	2	3	2	1	3	2	2	4	1
32000	-100.569533066825898	-107.425021017785269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529320489624814	3	6	11	10	13	13	16	16	18	20	22	22	25	26	28	31	0	1	2	2	3	3	3	6	7	3	10	9	3	11	12	15	1	1	3	2	2	1	2	2	1	5	1	2	6	2	4	1
32500	-95.416658298768638	-102.272146249728010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588212495393763	3	5	10	10	12	13	15	16	17	20	22	22	25	25	30	32	0	1	2	2	4	3	3	4	6	3	10	9	10	11	12	15	1	1	2	2	1	2	3	3	1	5	1	3	2	1	4	1
33000	-103.475062581090143	-110.330550532049514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472127775948835	1	6	10	10	13	13	15	15	18	20	21	22	24	25	29	32	0	1	2	2	3	4	5	6	4	6	10	9	10	11	12	15	1	2	2	1	1	2	1	2	2	4	1	2	2	2	4	2
33500	-94.337319717735639	-101.192807668695011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454858686534112	2	6	11	10	12	12	16	14	17	20	22	21	24	26	29	33	0	1	4	2	4	4	4	6	2	9	10	9	9	11	12	15	1	2	1	2	1	1	2	1	5	2	1	2	3	2	4	2
34000	-99.995820903104772	-106.851308854064143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541057439078170	2	6	11	9	12	13	17	15	18	20	21	22	25	23	29	32	0	1	4	2	2	3	2	6	6	7	10	9	7	11	9	15	1	2	1	2	3	1	6	1	3	2	1	2	4	1	5	2
34500	-104.662506667429795	-111.517994618389167	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767923064819937	2	6	9	11	11	12	16	15	18	20	22	22	24	24	29	32	0	1	2	3	3	3	6	6	7	8	10	9	10	10	12	15	1	2	2	1	1	2	1	2	2	2	1	2	2	2	2	2
35000	-100.200208870794796	-107.055696821754168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502699334642779	3	6	10	11	11	13	14	15	16	19	22	22	24	26	29	32	0	1	2	2	2	5	4	6	4	4	10	9	10	11	12	15	1	2	1	3	2	1	2	1	3	5	1	2	2	2	2	2
35500	-111.970345279414019	-118.825833230373391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.293525369360103	2	7	10	11	12	12	15	15	15	20	21	21	24	25	30	32	0	1	2	3	3	2	4	6	2	3	10	9	10	10	9	15	1	2	1	1	1	3	2	1	6	5	1	4	3	3	7	1
36000	-102.335259094594562	-109.190747045553934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491730792768689	1	6	10	9	12	12	16	15	18	20	22	22	23	26	29	32	0	1	2	2	4	4	4	6	7	3	10	9	10	10	12	15	1	3	2	2	2	1	2	1	1	5	1	2	1	3	5	1
36500	-98.288566168003953	-105.144054118963325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439415804798230	2	7	9	10	13	12	16	15	17	19	21	22	25	24	30	32	0	1	2	3	4	4	4	6	2	3	10	10	10	11	12	15	1	2	1	1	1	1	4	1	5	5	1	2	3	1	4	1
37000	-96.827278264123706	-103.682766215083078	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584401790796270	3	6	10	11	13	13	15	16	17	19	20	22	24	25	30	31	0	1	2	2	4	4	4	6	4	3	10	9	10	11	12	15	1	2	2	4	1	1	2	1	3	4	1	2	2	2	3	1
37500	-107.026129976482892	-113.881617927442264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571963949426037	2	6	11	10	12	13	14	15	17	19	21	22	24	24	29	32	0	1	2	2	4	3	4	6	3	5	10	9	10	11	12	15	1	2	2	3	1	1	3	1	2	4	1	3	2	2	5	2
38000	-120.909428260745571	-127.764916211704943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545234829941648	0	6	9	10	10	11	17	15	17	20	22	23	23	24	27	33	0	1	2	3	2	4	4	3	2	2	10	9	10	11	12	12	1	2	1	1	2	1	3	3	5	8	1	3	2	1	3	3
38500	-96.633241616351484	-103.488729567310855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588442132136660	3	7	10	10	12	11	17	15	18	20	22	23	23	24	30	32	0	1	2	2	3	3	3	3	8	7	10	9	10	11	12	15	1	2	2	1	1	1	4	4	2	1	1	2	1	1	3	1
39000	-101.221008166188170	-108.076496117147542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.424882627616260	2	6	10	11	12	12	16	14	17	19	22	23	23	26	30	32	0	1	2	2	3	3	6	6	8	2	10	9	10	11	12	15	1	3	2	3	1	1	2	1	1	5	2	3	2	2	3	1
39500	-99.166547941896610	-106.022035892855982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490726544796424	3	6	10	10	13	13	17	15	18	19	22	20	24	25	31	33	0	1	2	2	4	4	2	6	4	7	10	9	10	11	12	15	1	1	3	2	2	2	6	1	4	1	1	1	2	1	5	1
40000	-99.905678683337214	-106.761166634296586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613964593175469	2	7	9	11	13	12	16	15	17	20	21	22	23	24	30	32	0	1	2	2	2	4	4	3	8	4	10	9	10	11	12	15	1	3	1	2	3	1	3	3	1	4	1	3	1	1	2	1
40500	-102.887902185481039	-109.743390136440411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575007924945160	2	6	10	11	13	12	17	15	17	19	21	22	23	25	30	33	0	1	2	3	4	4	6	6	4	3	10	7	10	10	12	15	1	2	2	1	1	1	2	1	3	5	1	3	2	2	3	1
41000	-99.236297218398747	-106.091785169358118	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423067271914460	1	7	11	10	12	13	16	15	17	19	21	21	25	26	30	32	0	1	2	2	4	3	3	3	4	4	10	9	10	11	12	15	1	2	2	2	1	1	2	1	4	4	1	1	3	3	5	1
41500	-112.332994101696130	-119.188482052655502	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467424213784736	1	6	9	11	13	13	15	15	15	20	21	22	23	24	30	33	0	1	2	3	4	2	4	4	2	3	10	9	10	11	12	15	1	2	1	1	1	5	1	2	4	7	1	4	1	1	3	2
42000	-98.372159722141390	-105.227647673100762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477301365801717	2	7	9	11	12	13	17	15	17	19	22	23	24	24	31	33	0	1	2	3	4	4	2	6	4	2	10	9	10	11	12	15	1	3	1	1	1	1	5	1	4	6	1	2	3	1	4	1
