step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-541.150862871919799	-548.006350822879199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756685777614431	-4	11	2	4	4	2	8	19	11	13	18	16	19	14	23	25	24	29	25	17	29	31	28	27	30	30	34	31	35	31	33	34	39	31	37	39	38	41	45	43	40	39	42	38	39	41	45	45	46	47	43	43	49	47	53	53	51	52	45	51	53	60	54	57	62	65	67	72	68	79	77	73	0	4	0	1	1	1	4	6	3	4	14	10	10	9	12	20	10	13	20	10	19	0	16	0	0	19	23	24	24	17	26	16	26	20	23	25	28	35	29	25	26	23	28	31	27	28	25	38	31	34	38	36	26	48	40	51	50	52	44	54	38	55	52	0	62	63	65	66	47	72	69	69	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	2	3	1	1	3	2	1	2	2	1	1	2	1	2	2	1	2	2	2	4	1	2	1	1	2	1	1	2	1	2	1
5500	-556.842831654431961	-563.698319605391362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711577054390450	-1	14	6	2	4	5	9	11	10	11	16	17	19	14	20	24	25	30	26	20	29	26	32	27	30	32	36	30	30	30	37	29	39	34	34	38	34	35	46	42	42	37	38	37	46	44	43	44	47	47	44	48	43	48	55	53	41	53	51	53	50	57	55	56	59	65	69	64	75	78	81	84	0	7	0	1	1	1	1	6	3	4	9	10	10	9	10	20	12	13	20	10	20	0	19	0	0	21	23	24	24	17	20	20	26	20	23	25	28	23	29	36	26	34	28	21	23	37	25	27	31	34	38	47	26	51	58	38	34	52	44	54	48	58	52	0	63	63	65	63	66	58	66	71	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	3	2	2	3	1	2	1	1	2	1	2	1	2	2	3	2	2	1	2	3	2	1	2	1	1	3	1	2	2	2	2	1	1	1	1	2	2	1	2	4	3	1
6000	-545.221437330344997	-552.076925281304398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758531250858712	0	9	1	2	5	6	11	20	7	15	19	13	18	15	22	27	28	28	26	21	28	26	27	24	36	34	31	30	33	34	33	37	39	36	38	41	34	35	40	39	40	41	41	39	44	40	48	45	48	47	45	43	48	47	56	46	48	47	48	51	52	58	51	57	63	70	68	72	71	75	79	80	0	6	0	1	1	1	6	12	3	12	14	1	12	9	10	20	12	13	12	4	20	0	20	0	0	21	23	24	28	17	21	26	26	16	23	25	28	27	28	25	26	27	28	26	27	37	52	38	42	34	42	40	33	51	63	42	34	52	44	54	56	63	52	0	62	63	65	66	62	69	70	68	1	1	1	1	1	2	1	2	1	1	1	3	1	2	1	1	2	3	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	3	1	1	2	1	1	2	1	1	2
6500	-557.910638483106254	-564.766126434065654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754167203063541	-3	14	3	0	4	0	6	10	11	16	17	16	16	13	23	27	28	25	15	22	29	25	31	28	32	27	34	32	34	33	32	35	34	38	35	41	38	38	43	36	40	37	40	41	40	41	49	44	39	49	44	45	41	48	53	51	50	52	56	53	53	55	53	54	59	62	70	74	71	81	78	83	0	5	0	1	1	1	1	6	3	8	9	4	4	3	10	20	10	13	4	19	19	0	15	0	0	19	23	24	24	17	21	31	26	20	23	25	28	27	29	25	20	27	28	34	27	37	25	38	31	53	38	40	33	48	47	48	34	52	44	54	56	63	52	0	62	63	65	69	66	68	52	70	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	3	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	3	2	2	2	1	1	2	1	1	2	2	1	2	1	5	1
7000	-551.027841457957152	-557.883329408916552	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680961928784558	-3	13	5	0	1	4	9	20	11	7	13	14	17	16	15	24	25	31	21	26	26	25	30	27	33	34	35	30	35	35	35	34	37	38	36	39	40	38	44	37	45	40	42	35	48	35	47	41	52	41	43	46	44	47	57	54	49	50	48	49	47	58	54	56	59	67	68	74	75	80	82	80	0	1	0	1	1	1	6	5	3	1	9	10	12	9	10	19	12	13	15	16	19	0	19	0	0	21	23	24	24	17	19	21	26	20	23	25	46	27	29	25	33	27	28	21	27	28	25	27	44	34	38	40	26	48	63	61	26	47	31	54	48	63	58	0	47	63	65	66	66	69	68	66	1	2	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	1	2	1	1	2	2	2	2	1	2	2	1	2	1	2	1	2	1	3	2	2	2	3	2	3	1	1	2	2	2	1	1	3	1	2	1	1	1	1	1	2	1	1	2	2	1	3	2
7500	-537.208271254426904	-544.063759205386305	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.787957611204954	-4	14	0	5	4	3	11	18	5	11	17	20	15	8	22	27	30	30	28	23	31	26	30	30	32	33	33	32	36	32	40	34	38	31	33	39	37	39	43	35	43	38	42	40	47	41	48	41	48	41	45	47	41	47	55	49	47	50	44	51	52	54	42	53	60	68	67	75	70	75	77	83	0	1	0	1	1	1	5	7	3	4	14	4	10	9	12	20	15	13	20	12	19	0	20	0	0	34	23	24	24	17	21	21	26	19	23	25	28	23	29	25	26	27	28	21	27	37	25	38	31	34	48	63	16	48	47	48	50	63	31	54	38	58	36	0	62	58	65	66	58	69	70	66	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	1	2	1	3	2	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2
8000	-545.380467293561765	-552.235955244521165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772187764231852	-2	13	2	1	2	3	14	20	9	14	13	21	18	13	22	28	26	27	24	26	27	32	27	29	30	30	33	33	36	30	40	37	40	35	34	37	37	34	44	41	46	39	39	41	43	42	43	43	42	46	45	49	49	47	52	52	50	46	47	48	52	57	54	59	63	70	68	76	73	81	82	77	0	1	0	1	1	1	1	6	3	4	9	13	10	9	10	20	10	13	13	19	19	0	19	0	0	21	23	24	24	17	34	21	26	20	23	25	28	23	29	36	31	34	28	31	27	37	25	38	31	20	38	36	31	48	40	48	50	36	44	54	45	52	52	0	62	63	62	66	63	72	69	69	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	3	1	1	1	2	1	2	1	1	1	1	2	1	1	3	2	1	3	1	2	1
8500	-548.244567554249898	-555.100055505209298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676248016626002	0	12	3	2	6	5	13	15	5	13	13	14	19	16	18	28	23	30	21	25	30	25	27	29	35	33	34	32	34	29	37	35	37	38	39	41	34	37	43	38	46	41	45	42	45	41	48	44	45	45	40	50	49	48	54	50	52	41	51	51	56	56	50	53	59	72	71	78	77	80	81	71	0	1	0	1	1	1	1	6	3	4	9	4	7	9	12	20	10	13	15	19	19	0	19	0	0	21	23	24	24	17	21	21	26	20	27	40	28	23	29	25	26	38	28	31	51	37	25	51	33	34	38	58	26	38	47	38	34	40	31	48	48	63	58	0	62	52	65	72	66	66	69	63	1	2	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	2	1	1	1	3	1	2	2	1	1	2	2	1	3	3	1	2	1	2	1	2	1	1	3	1	2	1	1	1	2
9000	-537.091104999970412	-543.946592950929812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709700907550347	0	8	-1	4	6	5	15	19	11	12	17	21	19	14	24	29	29	29	25	22	28	28	30	23	30	29	34	32	33	33	38	37	32	35	39	34	36	39	43	40	41	40	42	42	43	42	44	41	51	48	44	48	47	44	56	54	49	45	55	50	47	57	53	53	62	66	65	78	76	73	75	72	0	1	0	1	1	1	2	6	3	4	9	10	10	9	12	20	10	13	20	10	19	0	19	0	0	19	23	24	24	17	21	21	26	16	23	25	28	27	29	36	26	27	28	21	27	37	25	38	44	19	38	58	33	48	63	61	16	40	44	54	48	63	58	0	62	63	65	72	66	66	66	66	1	2	1	1	1	1	2	3	2	1	1	2	1	1	1	2	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	3	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1	2	1	2	2
9500	-562.102459434835851	-568.957947385795251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783850273990700	-1	7	5	2	6	3	10	17	12	15	16	18	17	14	21	26	30	23	26	20	28	28	29	29	35	32	32	31	36	35	36	37	37	38	38	38	38	34	39	42	43	42	43	41	37	40	40	38	46	49	43	47	46	41	52	49	47	50	50	51	53	53	53	57	55	71	66	69	78	75	80	82	0	1	0	1	1	1	1	6	3	4	14	4	10	9	8	20	8	13	20	10	19	0	19	0	0	19	23	24	24	17	26	26	21	23	23	25	28	27	24	36	26	27	37	16	27	28	25	38	31	57	38	40	33	48	40	42	19	40	53	54	42	40	40	0	58	63	63	63	62	66	66	70	1	1	1	1	1	1	2	3	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	2	2	1	2	3	2	2	3	1	2	2
10000	-550.106648365417982	-556.962136316377382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705317979036254	-5	14	3	4	7	-2	10	11	7	16	13	20	17	10	23	27	23	27	21	25	26	27	25	29	33	32	31	32	35	26	36	35	37	36	36	39	34	35	46	41	42	37	41	41	45	40	46	43	47	45	44	46	47	45	51	50	47	49	50	50	53	56	56	53	59	67	68	73	74	81	75	84	0	8	0	1	4	1	4	6	3	4	3	10	10	9	12	20	10	12	10	19	19	0	19	0	0	21	23	24	24	17	21	26	21	16	23	25	28	27	24	25	26	27	28	21	27	37	25	42	31	20	38	40	26	48	47	48	20	52	44	54	56	40	52	0	58	58	65	63	66	66	58	71	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	4	1	2	2	1	2	1	2	2	1	2	3	1	1	2	1	1	1	3	1	2	2	1	2	2	1	2	2	1	2	2	3	2	2
10500	-560.094332699826964	-566.949820650786364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618723680232691	0	5	3	5	6	4	12	20	6	9	14	15	18	15	22	27	23	31	24	21	27	30	27	26	34	35	32	33	34	33	35	36	40	32	33	40	37	42	44	44	44	40	42	34	45	43	44	40	49	46	37	44	47	48	52	56	46	49	52	51	48	56	54	52	62	69	69	78	77	73	77	83	0	1	0	1	1	1	1	6	3	4	9	10	12	9	12	20	12	12	20	12	19	0	19	0	0	21	23	24	24	12	16	21	26	20	23	25	28	51	24	36	26	27	28	21	42	28	25	23	31	16	27	36	26	48	40	38	19	52	21	54	48	63	58	0	62	36	65	63	70	66	58	70	1	2	1	1	1	1	3	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	2	2	2	3	1	1	2	1	1	3	5	1	4	1	1	1	1	1	2	4	1	5	1	1	2	2
