step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
46000	-303.383063911484612	-301.740892707722764	-1.642171203761840	0.000102289544626	0.000022820492916	0.223097023249316	0.686656225294136	-1	1	2	6	8	8	10	9	9	9	11	8	10	11	10	12	13	14	13	14	14	15	16	17	16	17	16	18	18	16	19	19	19	18	20	22	20	24	22	23	23	25	24	26	24	24	28	24	24	27	23	28	28	0	1	2	2	4	4	4	12	0	5	10	4	5	10	5	10	14	15	14	10	17	10	16	25	18	30	20	11	18	22	25	24	29	25	30	31	34	40	31	37	0	36	40	46	40	39	51	51	36	42	37	46	50	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	1	1	1	1	4	2	1	2	1	1	2	2	1	2	1	2	2	1	2	1	1	1	1	2	1	2	2	2	2	1
46500	-307.360745561293299	-304.960498852808485	-2.400246708484804	0.000108143483334	0.000010162359862	0.093971079423818	0.574678881430942	-1	4	3	5	6	10	9	10	9	9	9	11	11	12	12	11	13	15	11	14	15	14	16	18	14	18	16	18	15	16	19	18	21	19	20	23	20	23	22	23	23	24	24	25	24	26	28	23	25	27	26	28	28	0	3	1	3	4	11	5	10	0	5	5	8	10	19	7	5	8	16	10	8	12	5	20	18	19	30	22	18	22	22	25	29	28	25	26	34	34	34	31	37	0	37	39	36	31	31	45	39	43	36	40	49	50	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	3	4	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	2	1	1	2	3	1	1	1	2	2	2	1
47000	-299.346267603457250	-297.740745827759611	-1.605521775697634	0.000112555567795	0.000026749113540	0.237652513016309	0.631607977152556	-1	4	2	4	6	9	9	8	8	10	10	11	12	11	12	11	13	15	13	14	14	16	15	18	14	17	18	17	16	16	16	18	20	19	20	23	22	23	22	23	24	24	25	25	24	25	28	25	25	27	26	27	28	0	1	1	3	3	5	4	4	0	8	8	10	11	10	7	11	7	16	14	16	17	7	13	15	13	11	22	29	12	20	25	29	24	31	29	34	31	34	24	37	0	37	38	38	34	45	51	36	39	36	36	43	36	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	3	2	4	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	2	2	2	1	3
47500	-317.369755037272569	-315.881164389907838	-1.488590647364728	0.000102025519821	0.000030903337983	0.302898118405253	0.673690247995251	0	4	3	6	8	6	9	10	8	10	11	9	10	12	11	11	13	13	13	14	15	16	16	16	15	18	16	17	17	15	18	19	21	19	21	22	20	22	24	23	23	24	24	25	25	26	28	25	26	27	26	28	28	0	1	1	3	2	2	6	12	0	12	10	4	7	10	10	7	12	5	14	16	8	20	17	20	5	24	20	20	30	11	21	24	26	24	30	31	20	31	38	38	0	31	38	36	42	39	46	39	39	36	42	42	50	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	2	1	3	1	1	2	1	2	2	1	2	1	2	2	4	2	1	1	1	3	2	2	1	2	1	1	1	2	2	2	1
48000	-281.739270464626031	-279.708615902597160	-2.030654562028876	0.000098981673803	0.000013271870757	0.134084121305979	0.614008679281987	-1	2	3	5	7	9	9	10	7	11	11	10	11	11	11	11	13	14	13	14	14	16	16	16	16	18	16	18	15	15	18	18	20	19	21	22	21	24	22	24	23	23	24	25	23	25	26	23	25	28	25	27	27	0	1	2	3	4	5	5	5	0	3	5	5	7	8	5	5	12	11	8	17	12	8	20	29	29	20	21	18	18	20	25	24	28	25	26	31	34	36	34	39	0	37	36	42	34	37	39	37	42	46	38	49	46	1	2	1	1	1	1	1	2	1	4	2	2	1	1	2	2	2	1	2	1	1	3	2	1	1	1	2	2	1	1	1	1	1	2	2	3	1	1	1	1	1	2	1	1	2	3	2	1	1	1	1	1	1
48500	-321.691251912034488	-319.807791464961042	-1.883460447073438	0.000135448548070	0.000021501428603	0.158742407429059	0.589043312635789	0	2	4	5	7	8	9	9	8	9	11	10	11	12	11	11	12	14	14	13	14	16	16	16	16	17	18	17	17	15	19	18	20	18	21	22	20	23	22	23	24	24	25	25	24	26	28	24	23	28	26	27	27	0	1	2	3	2	3	3	5	0	6	10	8	7	11	5	10	16	15	15	16	3	10	21	8	30	11	17	24	18	16	25	18	29	25	30	37	25	36	27	34	0	36	49	42	36	48	36	36	24	53	40	37	40	1	1	1	1	2	2	3	1	1	1	1	1	1	1	2	2	1	1	2	1	4	3	1	4	1	3	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	4	1	1	3	2
49000	-308.709121144102085	-307.286852346395619	-1.422268797706492	0.000077083539720	0.000028338560521	0.367634395406195	0.724957673108925	0	3	2	7	7	10	9	9	8	11	12	10	12	12	11	11	14	13	14	13	15	15	16	16	16	18	18	18	17	17	19	19	21	19	22	21	21	23	23	21	23	24	23	24	22	25	29	25	26	26	26	28	28	0	1	1	2	1	7	4	5	0	12	12	8	4	5	5	8	11	13	14	14	17	20	20	18	10	20	17	24	16	20	24	30	28	25	23	25	34	36	37	34	0	39	36	36	36	34	40	39	36	36	39	46	50	1	1	1	2	3	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	2	2	2	2	2	2	2	3	2	2	1	2	1	3	3	1	1	1	1	1	1	1	1	1	3	4	1	2	2	2	1	1
49500	-315.360274629383696	-313.914401574877502	-1.445873054506169	0.000084358885049	0.000028704897195	0.340271178055005	0.655040030775915	-1	2	4	7	7	9	8	9	8	10	9	11	10	11	9	12	12	14	12	14	14	16	13	17	15	17	18	18	18	16	19	18	20	19	21	21	21	23	24	24	23	22	25	25	25	26	28	25	26	26	26	27	27	0	1	2	3	3	5	5	5	0	8	4	8	7	10	5	13	8	10	8	16	17	23	15	16	16	16	24	26	4	18	25	24	18	24	30	25	18	36	42	42	0	31	31	37	37	31	39	40	43	36	38	49	46	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	1	1	2	2	3	2	3	1	1	4	1	2	1	3	1	2	3	3	1	1	1	1	2	2	1	3	3	2	1	1	3	2	1	1
50000	-305.227721298695485	-303.765850315345631	-1.461870983349881	0.000077722276099	0.000025247537042	0.324842996231636	0.617926533141925	-1	4	2	7	7	9	9	9	8	10	11	11	12	11	12	11	12	14	13	14	13	17	15	17	15	17	18	17	14	16	17	18	20	19	20	23	20	24	23	22	23	24	25	25	24	25	28	25	26	27	26	28	27	0	3	1	3	3	5	5	2	0	6	10	4	7	5	16	7	16	13	14	12	17	20	11	15	12	13	26	18	11	8	25	24	28	31	13	37	31	36	40	37	0	39	42	36	36	40	42	39	36	42	42	49	36	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	3	2	2	1	1	1	2	1	1	1	2	4	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2
50500	-327.952230707021954	-326.457300154461961	-1.494930552559983	0.000100042150067	0.000029836871481	0.298243005185997	0.635596232413897	0	2	3	6	8	8	9	8	7	9	12	10	11	12	12	11	14	15	14	13	13	17	17	17	15	18	17	16	17	16	18	18	20	20	20	20	22	23	23	24	23	25	24	25	24	24	29	24	25	26	26	27	27	0	1	1	2	4	2	8	4	0	5	10	4	12	5	16	5	16	19	8	11	10	28	10	21	4	20	11	4	25	20	11	7	32	32	30	31	36	31	36	36	0	36	36	38	38	24	53	39	43	42	42	49	46	1	1	2	2	1	2	1	1	1	1	2	2	1	2	1	2	2	1	3	1	2	1	3	2	5	2	2	5	1	1	3	5	1	1	2	1	2	3	2	3	1	2	1	1	1	3	1	1	1	1	1	2	1
51000	-316.864176124156927	-315.277366810022784	-1.586809314134150	0.000119131481855	0.000029294016912	0.245896520849112	0.557410781258149	-1	3	4	7	8	10	10	8	8	10	10	10	12	11	12	10	13	14	14	15	13	17	16	18	15	17	16	18	16	17	18	19	20	20	22	20	22	23	22	24	24	24	25	24	25	26	27	24	25	28	27	27	26	0	1	2	2	3	5	5	4	0	8	8	8	14	8	4	5	5	5	13	17	16	20	17	29	16	16	21	15	25	10	25	24	24	25	20	31	36	36	36	34	0	31	38	38	37	38	36	34	40	38	40	43	42	1	2	1	1	2	1	1	1	1	1	1	1	1	2	3	2	2	2	1	1	1	1	1	1	2	3	3	3	1	3	2	1	1	2	3	1	1	2	2	2	1	4	1	1	1	1	3	2	1	2	2	1	1
51500	-292.332437572021604	-290.435441811274359	-1.896995760747220	0.000151740709394	0.000023694849512	0.156153543809080	0.749543453726003	0	4	2	6	8	10	9	10	8	9	11	10	12	10	11	11	13	14	13	13	14	16	16	16	16	16	17	18	17	16	17	16	20	19	21	21	21	23	23	23	23	24	25	24	24	26	28	25	25	27	27	28	27	0	3	1	2	4	2	5	5	0	5	10	5	11	5	7	2	12	17	11	11	13	20	20	18	18	20	26	19	21	17	7	18	28	25	22	34	31	37	34	36	0	40	39	37	36	40	39	45	38	45	38	49	36	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	2	2	3	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	3
52000	-293.638137289247027	-291.949918657049011	-1.688218632197995	0.000124147961617	0.000025725904912	0.207219712485892	0.754342571725902	-1	2	3	6	8	10	10	9	9	10	12	10	9	11	10	12	12	14	13	13	15	15	15	14	16	16	17	17	17	17	18	18	18	19	21	21	21	23	23	22	23	24	25	25	23	25	28	25	26	28	25	27	27	0	1	2	3	4	5	13	5	0	8	10	8	5	8	5	10	12	17	14	12	18	10	16	15	18	16	22	18	24	22	29	29	18	31	30	34	31	31	36	34	0	36	38	38	36	39	46	40	43	51	39	49	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	1	1	1	1	3
52500	-287.127431866079576	-285.633528482157203	-1.493903383922384	0.000088946058278	0.000026593517151	0.298984774206188	0.646975946317819	0	3	2	6	8	9	9	9	8	10	11	11	10	12	11	11	13	14	14	14	15	17	16	17	15	15	17	18	16	16	19	19	20	18	19	22	21	24	23	23	23	25	24	25	23	25	26	25	25	28	26	27	27	0	3	1	3	3	5	4	3	0	8	10	8	7	10	5	7	8	2	14	11	17	26	11	20	18	16	5	29	14	20	25	27	28	25	30	37	34	36	36	36	0	36	39	39	37	36	36	39	38	46	39	49	46	1	1	1	3	3	1	1	2	1	1	1	1	1	1	1	1	2	5	1	2	1	1	3	2	1	2	5	1	2	1	3	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	1
53000	-300.563400501804097	-298.867449871421456	-1.695950630382645	0.000110010514840	0.000022527253360	0.204773638164825	0.693325734342593	0	2	3	6	8	9	9	9	8	10	10	10	10	11	12	12	14	14	14	13	15	17	16	18	15	15	17	18	17	16	18	18	20	19	18	23	20	22	24	22	23	24	24	25	23	25	28	24	24	26	26	28	27	0	1	2	3	3	5	5	4	0	5	5	8	7	11	11	10	14	15	16	10	15	26	16	18	18	5	15	18	18	18	25	18	28	25	30	37	34	34	37	25	0	29	40	42	40	36	36	31	38	42	48	49	36	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	4	2	2	2	1	2	2	1	3	1	1	1	2	2	4	1	4	1	1	1	1	2	3	1	1	1	3	1
53500	-302.468729457194570	-300.926108002345586	-1.542621454848994	0.000131300373371	0.000035207847177	0.268147350030023	0.614202893115411	0	3	2	6	7	9	10	9	9	10	11	10	12	12	10	12	13	14	13	15	12	16	15	18	15	16	18	19	16	16	18	18	20	19	21	22	21	23	23	23	24	25	25	26	24	24	27	24	26	27	26	28	25	0	1	1	3	3	5	6	5	0	8	10	8	7	10	8	11	10	16	14	16	8	20	17	18	13	11	23	29	18	10	18	11	32	30	22	37	34	36	36	37	0	36	38	53	34	31	40	39	43	45	38	49	25	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	2	2	1	2	3	2	1	2	2	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	1	1	4
54000	-302.476225141954899	-300.812906259496685	-1.663318882458225	0.000106658127040	0.000022985832262	0.215509430928857	0.680664647129275	0	2	3	7	8	10	8	10	8	8	12	10	11	11	11	12	13	13	14	14	14	15	16	17	16	17	17	18	17	14	18	19	20	20	21	21	22	23	22	24	23	24	24	24	24	26	28	24	23	28	25	27	26	0	1	2	2	3	7	3	7	0	4	10	4	7	5	5	5	8	13	14	16	8	11	22	18	18	15	21	29	30	13	25	24	28	31	26	34	34	39	36	39	0	39	38	37	36	42	46	36	37	53	38	49	38	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	3	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1
54500	-320.887278114932030	-319.219170214772191	-1.668107900159863	0.000133624680796	0.000028577456884	0.213863611973823	0.603523537532615	0	4	3	6	8	10	9	9	8	10	9	11	12	12	11	11	13	14	13	14	14	14	15	16	16	18	16	17	17	16	18	18	20	19	20	21	21	22	22	23	22	24	25	23	23	26	29	24	24	26	27	27	27	0	3	1	2	4	5	5	5	0	5	4	8	7	16	10	10	8	8	5	16	17	11	12	17	18	12	18	7	15	4	25	24	26	25	26	18	34	37	31	34	0	34	36	34	39	36	51	40	34	38	38	43	50	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	3	1	1	1	1	1	1	2	1	4	4	6	1	1	1	2	1	3	1	1	3	2	1	2	2	2	1	2	1	1	3	2	2	1	1
55000	-297.297569980428023	-295.708432224718649	-1.589137755709400	0.000102258368104	0.000025036627308	0.244836953414206	0.615159941445323	0	2	4	7	8	9	9	9	7	10	11	11	10	11	12	10	13	13	13	14	14	16	15	17	15	17	18	18	15	15	18	18	19	19	20	21	22	23	24	24	23	23	24	22	24	26	28	24	26	27	25	28	27	0	1	2	3	4	4	5	4	0	5	5	8	7	4	16	5	12	11	16	10	17	29	11	30	11	30	5	25	18	20	25	24	29	25	30	25	36	34	42	34	0	37	38	36	42	42	36	31	43	48	38	49	48	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	2	1	5	1	2	1	1	1	2	2	2	3	1	1	1	2	1	1	1	1	1	2	3	2	1	1	1	1	1
55500	-302.809134959130915	-301.168563472750918	-1.640571486379971	0.000102704273592	0.000022974267419	0.223693392841293	0.704194942651230	-1	2	4	6	8	9	9	9	5	10	10	11	11	11	12	10	12	13	14	14	15	16	16	15	15	18	17	19	17	15	18	19	21	17	21	23	19	23	22	22	24	21	24	26	25	25	26	24	26	28	27	27	28	0	1	2	3	4	5	2	5	0	5	5	8	11	10	11	5	14	7	14	10	18	20	5	15	18	27	13	24	24	7	25	27	28	25	26	42	34	34	42	42	0	37	38	38	36	43	39	42	43	46	38	49	46	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1
56000	-332.329166270220810	-330.876404354293243	-1.452761915927549	0.000087910862524	0.000029307329146	0.333375515885002	0.737558346573550	-1	4	3	7	9	10	10	9	7	11	11	11	11	11	12	10	10	14	14	13	13	17	16	17	15	16	18	17	17	15	18	18	20	19	21	22	20	23	21	23	23	24	23	24	24	25	27	24	25	27	27	28	28	0	3	1	2	2	5	4	4	0	6	8	5	7	5	12	1	4	11	5	11	13	26	20	10	10	20	25	16	18	11	18	23	29	26	29	37	34	39	25	39	0	36	39	39	36	36	38	39	38	42	43	49	50	1	1	2	2	3	1	1	1	1	1	1	1	1	2	1	5	2	2	2	1	1	1	2	2	1	1	2	3	2	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	2	2	1	2	1	2	2	1
56500	-283.516730394576541	-281.873242339963213	-1.643488054613319	0.000104311855849	0.000023220712578	0.222608565339595	0.718794723626496	0	4	3	6	8	10	8	9	8	10	11	11	10	12	12	12	14	15	11	14	14	15	16	17	14	16	16	18	17	17	18	18	20	19	19	20	21	23	23	22	24	24	24	25	23	25	28	24	25	26	26	27	28	0	1	1	2	2	5	4	7	0	7	10	8	5	19	5	10	16	16	5	16	12	20	20	18	15	20	17	29	11	17	25	18	28	25	30	31	36	36	36	36	0	36	36	45	18	36	42	39	38	46	38	49	46	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	3	2	2	1	1	2	1	1	1	2	2	1	1	2	2	1	3	2	2	1	1	1	1	1	2
57000	-305.777171306770072	-304.038202960421813	-1.738968346348255	0.000141619246122	0.000027210228697	0.192136517051499	0.691560849482930	0	4	3	6	7	9	8	9	9	10	10	10	11	12	10	11	13	15	13	14	14	16	16	16	15	17	16	18	17	16	18	19	20	19	18	22	20	23	23	24	24	25	23	26	25	26	27	23	25	28	26	26	27	0	1	1	2	3	7	4	7	0	4	4	8	7	10	6	8	8	17	5	19	10	20	10	21	13	20	10	29	18	21	24	29	28	31	27	29	31	25	34	38	0	31	37	36	40	45	48	36	38	36	42	49	42	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	2	3	1	2	1	3	1	1	1	2	1	1	1	1	3	1	3	3	1	1	3	1	2	1	1	3	1	1	2	1	1	1
57500	-288.658179030027895	-286.491707812810091	-2.166471217217792	0.000104230479876	0.000012150895833	0.116577184023158	0.726251310660964	-2	2	4	6	8	10	10	9	8	11	12	10	11	12	10	12	12	14	14	14	14	16	16	18	16	17	16	18	16	16	18	19	20	20	22	20	22	24	23	23	23	24	25	25	24	24	28	24	25	27	26	26	27	0	1	1	2	3	5	5	2	0	6	12	5	7	10	5	4	12	16	14	10	17	20	20	18	18	20	8	18	18	16	25	29	28	31	26	24	36	39	36	36	0	36	46	46	40	39	42	36	40	42	40	49	46	1	1	3	1	2	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2
58000	-338.326843373869337	-336.881188151882327	-1.445655221986991	0.000126443710456	0.000043053584964	0.340496057955243	0.593272502155917	-3	3	4	6	8	8	7	10	7	10	10	9	10	11	11	10	12	14	14	13	14	14	16	15	16	17	15	18	18	14	18	18	21	19	22	21	22	23	23	22	24	25	25	24	24	25	26	25	25	28	26	27	26	0	1	2	3	4	4	3	5	0	5	5	7	5	11	10	5	7	8	11	4	17	16	30	11	18	19	17	13	25	17	25	23	26	31	10	31	36	36	40	36	0	39	25	20	35	36	39	38	38	36	43	47	36	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	2	2	2	2	4	1	1	1	1	2	1	7	2	1	1	1	1	1	1	4	5	1	2	1	1	1	2	1	1	3
58500	-289.996745930905547	-287.951621354638462	-2.045124576267057	0.000136171291465	0.000017976797112	0.132016058001148	0.710657681914357	-1	2	4	6	6	8	9	9	8	10	11	10	10	11	12	12	11	14	14	14	14	15	16	16	15	17	17	18	17	15	19	19	20	19	21	22	22	23	22	23	24	24	24	25	25	23	26	24	25	25	25	27	26	0	1	2	3	3	5	5	5	0	5	8	7	5	5	12	11	10	12	10	16	17	7	11	30	18	30	21	29	24	10	25	18	28	25	29	31	34	31	29	36	0	39	37	46	36	31	36	36	43	39	40	43	42	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	3	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2	1	1	1	1	1	1	3	2	1	1	2	1	2	1
59000	-317.793698227618677	-316.063452953491890	-1.730245274126815	0.000124560414035	0.000024236341534	0.194574991758237	0.593263810691407	0	3	3	5	8	10	9	10	8	11	10	9	11	11	12	12	13	13	13	14	14	17	15	17	15	17	18	19	17	15	18	16	21	20	22	21	20	23	22	23	23	23	24	26	24	25	25	23	23	26	27	28	28	0	1	1	3	3	5	5	12	0	11	12	5	7	5	11	11	8	11	14	12	12	20	20	18	18	20	16	29	15	21	18	8	27	25	22	34	31	36	36	35	0	36	48	31	39	36	39	25	34	47	46	49	50	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	2	1	2	3	1	3	1	2	3	2	3	4	1	1	1	1	1	1	2	1	3	1	2	2	3	1	1	1	2	1
59500	-299.356497491130369	-297.887332745475817	-1.469164745654528	0.000105546019102	0.000033609391197	0.318433527692491	0.750622977842930	-1	2	4	6	9	9	8	7	9	11	10	11	11	11	11	11	13	14	13	14	13	17	16	18	15	18	16	16	18	16	18	19	21	20	21	21	22	23	24	24	22	24	25	26	25	25	29	25	26	27	27	26	28	0	1	2	3	8	8	4	4	0	5	5	8	7	11	5	7	12	11	12	11	16	20	20	18	20	16	17	20	18	16	18	24	28	31	30	31	26	31	37	36	0	36	39	40	38	39	42	40	43	46	42	38	50	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	4	2	1	2	2	2	1	1	1	3	1	2	4	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1
60000	-347.263306384850978	-345.825955254926328	-1.437351129924645	0.000093704534012	0.000032741570411	0.349412872662597	0.476935206356845	-1	3	4	7	7	9	9	8	8	9	12	10	11	11	11	11	13	13	13	14	15	15	17	17	15	17	17	17	16	16	19	18	21	18	21	21	21	23	23	22	23	23	24	25	24	26	28	25	25	26	27	28	28	0	1	1	2	3	5	5	3	0	3	2	8	10	4	10	3	12	10	11	10	8	20	25	20	8	20	21	29	7	13	8	25	32	11	12	26	34	35	31	37	0	37	38	38	40	40	38	39	43	36	38	31	25	1	1	1	2	1	1	1	2	1	3	4	2	1	2	1	4	2	2	1	3	3	1	2	2	4	2	1	1	3	2	5	2	1	3	8	2	2	1	2	1	1	1	1	1	1	3	3	1	1	2	2	4	6
60500	-286.382920815215357	-284.876119712446780	-1.506801102768583	0.000097645868793	0.000028316826885	0.289995134819636	0.583219753511164	-1	2	4	7	9	10	9	9	8	10	11	11	11	10	12	12	14	14	14	14	14	16	17	16	15	17	16	18	18	17	18	19	19	19	21	22	21	24	24	23	22	24	24	25	24	25	27	25	26	27	27	28	27	0	1	1	3	3	5	4	4	0	8	7	8	7	5	5	11	16	16	14	16	12	20	11	18	18	4	20	19	7	20	25	26	28	25	20	31	34	36	37	36	0	36	34	38	36	37	42	43	43	46	43	49	46	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	1	4	1	1	4	2	1	1	1	2	3	2	1	1	2	1	1	1	2	1	1	3	1	1	1	1	2	2	1
61000	-274.203861586932021	-272.684541898724433	-1.519319688207590	0.000061850220222	0.000017434635409	0.281884774973857	0.788568089308267	0	4	3	6	8	9	9	9	9	11	12	10	11	12	11	10	12	14	13	13	14	17	16	15	14	15	16	19	17	16	18	17	21	19	19	22	20	24	22	23	23	24	24	24	23	25	27	24	25	28	26	28	26	0	3	1	2	4	5	5	4	0	5	2	5	7	10	16	5	12	16	14	10	17	20	11	18	11	20	11	32	10	26	25	10	28	29	30	31	31	36	31	36	0	31	36	36	36	39	39	36	43	42	42	49	42	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	3	1	1	2	3	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	2	1
61500	-314.304304632119511	-312.631956082040404	-1.672348550079116	0.000127366711872	0.000027056167471	0.212427305952111	0.670600491575093	-2	4	2	6	8	10	9	10	7	9	11	11	11	11	12	12	13	15	13	14	15	17	16	18	16	17	17	17	15	17	18	19	19	19	21	21	22	23	23	23	23	24	25	26	22	25	27	24	26	25	26	28	27	0	3	1	2	2	5	5	4	0	4	10	10	7	10	10	11	5	7	14	16	12	20	17	13	17	17	21	17	8	17	29	18	29	24	22	31	31	37	36	36	0	36	38	42	36	36	50	37	43	24	38	49	50	1	1	2	1	3	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	2	2	3	2	1	1	3	2	4	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	2	1
62000	-319.206373561059593	-317.672576218852953	-1.533797342206632	0.000110670855565	0.000030230831248	0.273159822372879	0.668459457001466	0	3	4	6	8	10	10	9	8	11	11	10	10	9	12	11	12	14	13	15	15	15	13	18	16	17	16	18	17	16	18	16	21	19	20	21	22	23	24	24	24	24	24	25	23	24	27	23	26	27	27	28	27	0	1	2	3	4	2	5	4	0	5	7	8	1	5	12	5	13	17	14	12	6	12	10	29	18	10	17	32	18	20	25	17	28	25	18	25	36	37	35	37	0	35	38	36	36	35	46	37	43	46	39	46	39	1	2	1	2	1	3	1	1	1	1	1	1	3	1	1	2	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	2	2	2	4	3	1	1	3	1	1	3	1	2	1	2	2	1	1	2	2	2	2
62500	-312.133044885637389	-310.344028613934654	-1.789016271702719	0.000099677183864	0.000017862162200	0.179200108866197	0.490828042353552	-1	3	4	6	7	9	9	9	9	11	11	10	11	10	11	11	13	13	13	14	12	16	17	16	16	18	16	18	17	16	18	18	20	20	20	22	21	23	23	23	24	25	25	25	25	26	27	23	25	27	25	26	27	0	1	1	1	4	5	2	5	0	4	5	8	5	5	7	8	8	21	7	11	5	10	10	18	18	25	20	29	20	10	25	29	28	31	30	31	34	31	34	31	0	37	36	40	36	36	39	36	38	38	36	36	46	1	2	4	3	1	1	2	1	1	2	2	1	2	2	1	1	2	1	2	2	3	3	3	2	2	2	2	1	2	2	2	1	1	1	2	2	1	3	1	3	1	2	2	1	2	2	2	1	1	1	2	3	1
